gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanoak,gene_names_cyanorak,Ontology_term,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description
PMN2A_RS06705,,PMN2A_RS06705,PMN2A_0708,Protein Homology,1205244.0,1205594.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294797.1,DUF2834 domain-containing protein,WP_011294797.1,PMN2A_0708,1205244.0,1205594.0,-,CK_Pro_NATL2A_00708,,,CK_00001158,,,"NOG39629,COG1176,bactNOG53793,cyaNOG04674","COG: POORLY CHARACTERIZED [S] Function unknown,COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,Uncharacterized conserved membrane protein,"PF11196,IPR021362","Protein of unknown function (DUF2834),Protein of unknown function DUF2834",156,Hypothetical proteins / Conserved
PMN2A_RS06710,,PMN2A_RS06710,PMN2A_0709,Protein Homology,1205730.0,1206572.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824120.1,PfkB family carbohydrate kinase,WP_011294798.1,PMN2A_0709,1205730.0,1206572.0,+,CK_Pro_NATL2A_00709,rbsK,"GO:0019303,GO:0005975,GO:0006014,GO:0016310,GO:0046835,GO:0004747,GO:0042803,GO:0000166,GO:0005524,GO:0016301,GO:0016740,GO:0016773,GO:0046872",CK_00000589,G.5,Pentose phosphate pathway,"COG0524,NOG70651,NOG267345,bactNOG35604,cyaNOG04759","COG: METABOLISM [G] Carbohydrate transport and metabolism,COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",2.7.1.15,ribokinase%3B deoxyribokinase%3B ribokinase (phosphorylating)%3B D-ribokinase,"D-ribose catabolic process,carbohydrate metabolic process,D-ribose metabolic process,phosphorylation,carbohydrate phosphorylation,D-ribose catabolic process,carbohydrate metabolic process,D-ribose metabolic process,phosphorylation,carbohydrate phosphorylation,ribokinase activity,protein homodimerization activity,nucleotide binding,ATP binding,kinase activity,transferase activity,phosphotransferase activity%2C alcohol group as acceptor,metal ion binding",ribokinase,"PF00294,PS00584,IPR002139,IPR002173,IPR011611,IPR011877,IPR029056","pfkB family carbohydrate kinase,pfkB family of carbohydrate kinases signature 2.,Ribokinase/fructokinase,Carbohydrate/puine kinase%2C PfkB%2C conserved site,Carbohydrate kinase PfkB,Ribokinase,Ribokinase-like",117,Energy metabolism / Pentose phosphate pathway
PMN2A_RS06720,,PMN2A_RS06720,PMN2A_0710,Protein Homology,1206877.0,1207239.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824122.1,hypothetical protein,WP_011294799.1,PMN2A_0710,1206877.0,1207239.0,+,CK_Pro_NATL2A_00710,,,CK_00003500,R.2,Conserved hypothetical proteins,,,,,,uncharacterized conserved secreted protein,,,156,Hypothetical proteins / Conserved
PMN2A_RS06725,,PMN2A_RS06725,PMN2A_0711,Protein Homology,1207465.0,1207710.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294800.1,hypothetical protein,WP_011294800.1,PMN2A_0711,1207465.0,1207710.0,-,CK_Pro_NATL2A_00711,,,CK_00004094,,,,,,,,conserved hypothetical protein,,,,
PMN2A_RS06730,,PMN2A_RS06730,PMN2A_0712,Protein Homology,1207808.0,1208362.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294801.1,pentapeptide repeat-containing protein,WP_011294801.1,PMN2A_0712,1207808.0,1208362.0,-,CK_Pro_NATL2A_00712,,,CK_00000710,R.2,Conserved hypothetical proteins,"COG1357,bactNOG29501,cyaNOG02652","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,pentapeptide repeats family protein,"PF00805,IPR001646","Pentapeptide repeats (8 copies),Pentapeptide repeat","157,185","Unknown function / General,Unclassified / Role category not yet assigned"
PMN2A_RS06735,,PMN2A_RS06735,PMN2A_0713,Protein Homology,1208469.0,1208648.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294802.1,hypothetical protein,WP_225866300.1,PMN2A_0713,1208469.0,1208657.0,-,CK_Pro_NATL2A_00713,,,CK_00004095,,,,,,,,conserved hypothetical protein,,,,
PMN2A_RS06740,,PMN2A_RS06740,PMN2A_0714,Protein Homology,1208854.0,1209195.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824127.1,phenylpyruvate tautomerase MIF-related protein,WP_011294803.1,PMN2A_0714,1208854.0,1209195.0,+,CK_Pro_NATL2A_00714,PmMIF,,CK_00001654,A.5,Pyruvate family (Ala%2C Val%2C Leu),"NOG08790,COG1942,NOG284179,NOG287625,bactNOG30129,bactNOG70678,cyaNOG03424","COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,macrophage migration inhibitory factor MIF-like protein,"PF01187,IPR001398,IPR014347","Macrophage migration inhibitory factor (MIF),Macrophage migration inhibitory factor,Tautomerase/MIF superfamily",74,Amino acid biosynthesis / Pyruvate family
PMN2A_RS06745,,PMN2A_RS06745,PMN2A_0715,Protein Homology,1209263.0,1209664.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294804.1,thiol-disulfide oxidoreductase DCC family protein,WP_011294804.1,PMN2A_0715,1209263.0,1209664.0,-,CK_Pro_NATL2A_00715,,,CK_00001225,,,"COG3011,bactNOG44604,bactNOG45598,cyaNOG07152,cyaNOG03176","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,"PF04134,IPR007263","Protein of unknown function%2C DUF393,Protein of unknown function DUF393",156,Hypothetical proteins / Conserved
PMN2A_RS06750,,PMN2A_RS06750,PMN2A_0716,Protein Homology,1209792.0,1210433.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294805.1,hypothetical protein,WP_011294805.1,PMN2A_0716,1209792.0,1210433.0,+,CK_Pro_NATL2A_00716,,,CK_00050483,,,,,,,,conserved hypothetical protein,,,,
PMN2A_RS06755,,PMN2A_RS06755,PMN2A_0717,Protein Homology,1210511.0,1211566.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294806.1,chlorophyll a/b binding light-harvesting protein,WP_011294806.1,PMN2A_0717,1210511.0,1211566.0,-,CK_Pro_NATL2A_00717,pcb,"GO:0009765,GO:0009769,GO:0030076,GO:0009517",CK_00000173,"D.1.2,J.4","Light,Light-harvesting-Pcb","COG0477,NOG10575,bactNOG10458,cyaNOG00013,cyaNOG05879","COG: GEPR,COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: METABOLISM [C] Energy production and conversion",,,"photosynthesis%2C light harvesting,photosynthesis%2C light harvesting in photosystem II,photosynthesis%2C light harvesting,photosynthesis%2C light harvesting in photosystem II,light-harvesting complex,PSII associated light-harvesting complex II",divinyl-chlorophyll a/b binding light harvesting protein%2C photosystem II-associated,"TIGR03041,PF00421,IPR000932","chlorophyll a/b binding light-harvesting protein,Photosystem II protein,Photosystem antenna protein-like",164,Energy metabolism / Photosynthesis
PMN2A_RS06760,,PMN2A_RS06760,PMN2A_0718,Protein Homology,1211746.0,1212858.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294807.1,chlorophyll a/b binding light-harvesting protein,WP_011294807.1,PMN2A_0718,1211746.0,1212858.0,-,CK_Pro_NATL2A_00718,pcb,"GO:0009765,GO:0009769,GO:0030076,GO:0009517",CK_00000173,"D.1.2,J.4","Light,Light-harvesting-Pcb","COG0477,NOG10575,bactNOG10458,cyaNOG00013,cyaNOG05879","COG: GEPR,COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: METABOLISM [C] Energy production and conversion",,,"photosynthesis%2C light harvesting,photosynthesis%2C light harvesting in photosystem II,photosynthesis%2C light harvesting,photosynthesis%2C light harvesting in photosystem II,light-harvesting complex,PSII associated light-harvesting complex II",divinyl-chlorophyll a/b binding light harvesting protein%2C photosystem II-associated,"TIGR03041,PF00421,IPR000932","chlorophyll a/b binding light-harvesting protein,Photosystem II protein,Photosystem antenna protein-like",164,Energy metabolism / Photosynthesis
PMN2A_RS06765,,PMN2A_RS06765,PMN2A_0719,Protein Homology,1213098.0,1214147.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294808.1,chlorophyll a/b binding light-harvesting protein,WP_011294808.1,PMN2A_0719,1213098.0,1214147.0,-,CK_Pro_NATL2A_00719,pcb,"GO:0009765,GO:0009769,GO:0030076,GO:0009517",CK_00000173,"D.1.2,J.4","Light,Light-harvesting-Pcb","COG0477,NOG10575,bactNOG10458,cyaNOG00013,cyaNOG05879","COG: GEPR,COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: METABOLISM [C] Energy production and conversion",,,"photosynthesis%2C light harvesting,photosynthesis%2C light harvesting in photosystem II,photosynthesis%2C light harvesting,photosynthesis%2C light harvesting in photosystem II,light-harvesting complex,PSII associated light-harvesting complex II",divinyl-chlorophyll a/b binding light harvesting protein%2C photosystem II-associated,"TIGR03041,PF00421,IPR000932","chlorophyll a/b binding light-harvesting protein,Photosystem II protein,Photosystem antenna protein-like",164,Energy metabolism / Photosynthesis
PMN2A_RS06770,,PMN2A_RS06770,PMN2A_0720,Protein Homology,1214325.0,1214519.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824131.1,hypothetical protein,WP_011294809.1,PMN2A_0720,1214325.0,1214519.0,+,CK_Pro_NATL2A_00720,,,CK_00049396,,,,,,,,conserved hypothetical protein,,,,
PMN2A_RS06775,,PMN2A_RS06775,PMN2A_0721,Protein Homology,1214635.0,1214841.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294810.1,hypothetical protein,WP_011294810.1,PMN2A_0721,1214635.0,1214841.0,+,CK_Pro_NATL2A_00721,,,CK_00053865,,,,,,,,Predicted protein family PM-20,,,,
PMN2A_RS06780,,PMN2A_RS06780,PMN2A_0722,Protein Homology,1214932.0,1216020.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294811.1,chlorophyll a/b binding light-harvesting protein,WP_011294811.1,PMN2A_0722,1214932.0,1216020.0,-,CK_Pro_NATL2A_00722,pcb,"GO:0009765,GO:0009769,GO:0030076,GO:0009517",CK_00000173,"D.1.2,J.4","Light,Light-harvesting-Pcb","COG0477,NOG10575,bactNOG10458,cyaNOG00013,cyaNOG05879","COG: GEPR,COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: METABOLISM [C] Energy production and conversion",,,"photosynthesis%2C light harvesting,photosynthesis%2C light harvesting in photosystem II,photosynthesis%2C light harvesting,photosynthesis%2C light harvesting in photosystem II,light-harvesting complex,PSII associated light-harvesting complex II",divinyl-chlorophyll a/b binding light harvesting protein%2C photosystem II-associated,"TIGR03041,PF00421,IPR000932","chlorophyll a/b binding light-harvesting protein,Photosystem II protein,Photosystem antenna protein-like",164,Energy metabolism / Photosynthesis
PMN2A_RS06785,,PMN2A_RS06785,PMN2A_0723,Protein Homology,1216273.0,1217337.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294812.1,chlorophyll a/b binding light-harvesting protein,WP_011294812.1,PMN2A_0723,1216273.0,1217337.0,-,CK_Pro_NATL2A_00723,pcb,"GO:0009765,GO:0009769,GO:0030076,GO:0009517",CK_00000173,"D.1.2,J.4","Light,Light-harvesting-Pcb","COG0477,NOG10575,bactNOG10458,cyaNOG00013,cyaNOG05879","COG: GEPR,COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: METABOLISM [C] Energy production and conversion",,,"photosynthesis%2C light harvesting,photosynthesis%2C light harvesting in photosystem II,photosynthesis%2C light harvesting,photosynthesis%2C light harvesting in photosystem II,light-harvesting complex,PSII associated light-harvesting complex II",divinyl-chlorophyll a/b binding light harvesting protein%2C photosystem II-associated,"TIGR03041,PF00421,IPR000932","chlorophyll a/b binding light-harvesting protein,Photosystem II protein,Photosystem antenna protein-like",164,Energy metabolism / Photosynthesis
PMN2A_RS06790,,PMN2A_RS06790,PMN2A_0724,Protein Homology,1217794.0,1218063.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294813.1,TIGR03643 family protein,WP_011294813.1,PMN2A_0724,1217794.0,1218063.0,+,CK_Pro_NATL2A_00724,,,CK_00001727,"D.1.9,R.2"," Other,Conserved hypothetical proteins","NOG40802,bactNOG44623,cyaNOG03696","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,"TIGR03643,PF10985,IPR019882","TIGR03643 family protein,Protein of unknown function (DUF2805),Conserved hypothetical protein CHP03643",156,Hypothetical proteins / Conserved
PMN2A_RS10150,,PMN2A_RS10150,PMN2A_0725,Protein Homology,1218060.0,1218191.0,+,,,COORDINATES: protein motif:HMM:NF021526.6,DUF2256 domain-containing protein,WP_011294814.1,PMN2A_0725,1218060.0,1218191.0,+,CK_Pro_NATL2A_00725,,,CK_00001849,R.2,Conserved hypothetical proteins,"COG4338,NOG123657,bactNOG44438,cyaNOG04304","COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein (UCP037205),"PF10013,IPR017136","Uncharacterized protein conserved in bacteria (DUF2256),Uncharacterised conserved protein UCP037205",156,Hypothetical proteins / Conserved
PMN2A_RS06795,,PMN2A_RS06795,PMN2A_0726,Protein Homology,1218291.0,1219781.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294815.1,cryptochrome/photolyase family protein,WP_011294815.1,PMN2A_0726,1218291.0,1219781.0,+,CK_Pro_NATL2A_00726,,"GO:0006281,GO:0003913",CK_00001460,"D.1.2,D.1.7,F.1","Light,Trace metals,DNA replication%2C recombination%2C and repair","COG3046,bactNOG00690,cyaNOG00311","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,cyaNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair",,,"DNA repair,DNA repair,DNA photolyase activity",deoxyribodipyrimidine photolyase-like%2C FAD-domain containing protein,"TIGR00002,PF03441,PF04244,IPR005101,IPR007357,IPR014729,IPR036134","ribosomal protein bS16,FAD binding domain of DNA photolyase,Deoxyribodipyrimidine photo-lyase-related protein,Cryptochrome/DNA photolyase%2C FAD-binding domain,Photolyase PhrB-like,Rossmann-like alpha/beta/alpha sandwich fold,Cryptochrome/DNA photolyase%2C FAD-binding domain-like superfamily","132,149","DNA metabolism / DNA replication%2C recombination%2C and repair,Cellular processes / Adaptations to atypical conditions"
PMN2A_RS06800,,PMN2A_RS06800,PMN2A_0727,Protein Homology,1219906.0,1220355.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294816.1,peroxiredoxin,WP_011294816.1,PMN2A_0727,1219906.0,1220355.0,+,CK_Pro_NATL2A_00727,prxQ,"GO:0006979,GO:0045454,GO:0055114,GO:0008379,GO:0004601,GO:0051920,GO:0016209,GO:0016491",CK_00008024,D.1,Adaptation/acclimation to atypical conditions and detoxification,"COG1225,bactNOG24644,bactNOG64418,cyaNOG03146","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",1.11.1.15,peroxiredoxin%3B thioredoxin peroxidase%3B tryparedoxin peroxidase%3B alkyl hydroperoxide reductase C22%3B AhpC%3B TrxPx%3B TXNPx%3B Prx%3B PRDX,"response to oxidative stress,cell redox homeostasis,oxidation-reduction process,response to oxidative stress,cell redox homeostasis,oxidation-reduction process,thioredoxin peroxidase activity,peroxidase activity,peroxiredoxin activity,antioxidant activity,oxidoreductase activity",2-Cys peroxiredoxin,"PF00578,PS51352,IPR012336,IPR000866","AhpC/TSA family,Thioredoxin domain profile.,Thioredoxin-like fold,Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant","149,96","Cellular processes / Adaptations to atypical conditions,Cellular processes / Detoxification"
PMN2A_RS06805,,PMN2A_RS06805,PMN2A_0728,Protein Homology,1220372.0,1221487.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294817.1,FAD-binding domain-containing protein,WP_011294817.1,PMN2A_0728,1220372.0,1221487.0,+,CK_Pro_NATL2A_00728,,"GO:0006281,GO:0050660,GO:0003913",CK_00003563,D.1.8, Salinity,COG0415,COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,4.1.99.3,deoxyribodipyrimidine photo-lyase%3B photoreactivating enzyme%3B DNA photolyase%3B DNA-photoreactivating enzyme%3B DNA cyclobutane dipyrimidine photolyase%3B DNA photolyase%3B deoxyribonucleic photolyase%3B deoxyribodipyrimidine photolyase%3B photolyase%3B PRE%3B PhrB photolyase%3B deoxyribonucleic cyclobutane dipyrimidine photolyase%3B phr A photolyase%3B dipyrimidine photolyase (photosensitive)%3B deoxyribonucleate pyrimidine dimer lyase (photosensitive),"DNA repair,DNA repair,flavin adenine dinucleotide binding,DNA photolyase activity",FAD binding domain of DNA photolyase,"PF03441,IPR005101","FAD binding domain of DNA photolyase,Cryptochrome/DNA photolyase%2C FAD-binding domain",85,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Riboflavin%2C FMN%2C and FAD
PMN2A_RS06810,,PMN2A_RS06810,PMN2A_0729,Protein Homology,1221589.0,1222515.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294818.1,oxidoreductase,WP_011294818.1,PMN2A_0729,1221589.0,1222515.0,+,CK_Pro_NATL2A_00729,,,CK_00000398,,,"COG1028,COG0300,bactNOG03147,bactNOG15337,bactNOG04332,cyaNOG02859","COG: IQR,COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: Q,bactNOG: Q,bactNOG: Q,cyaNOG: Q",,,,short-chain dehydrogenase/reductase (SDR) superfamily,"PF00106,IPR002198","short chain dehydrogenase,Description not found.",703,Unknown function / Enzymes of unknown specificity
PMN2A_RS06815,,PMN2A_RS06815,PMN2A_0730,Protein Homology,1222498.0,1223091.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294819.1,hypothetical protein,WP_011294819.1,PMN2A_0730,1222498.0,1223091.0,-,CK_Pro_NATL2A_00730,,,CK_00050042,,,,,,,,conserved hypothetical protein,,,,
