seq_id,Name,gene,gene_synonym,locus_tag,old_locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,gene_length,path_id,main,sub,path,ecpath,Category,Membrane transport,kegg_gene1,kegg_gene2
NZ_CP012202.1,ACZ81_RS02340,,,ACZ81_RS02340,ACZ81_02350,Protein Homology,530621,532729,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948103.1,S9 family peptidase,WP_061439288.1,2108,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS02345,,,ACZ81_RS02345,ACZ81_02355,Protein Homology,533012,533344,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948104.1,DUF962 domain-containing protein,WP_014948104.1,332,,,,,,Other,,,
NZ_CP012202.1,trxA,trxA,,ACZ81_RS02350,ACZ81_02360,Protein Homology,533633,534502,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517086.1,thioredoxin,WP_061439290.1,869,K05838,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03110 Chaperones and folding catalysts [BR:ko03110],K05838  ybbN; putative thioredoxin,Genetic Info,,ybbN,(ybbN)
NZ_CP012202.1,ACZ81_RS02355,,,ACZ81_RS02355,ACZ81_02365,Protein Homology,534655,535074,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978183.1,hypothetical protein,WP_061439296.1,419,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS02360,,,ACZ81_RS02360,ACZ81_02370,Protein Homology,535339,536517,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948107.1,aminotransferase class V-fold PLP-dependent enzyme,WP_061439298.1,1178,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS02365,,,ACZ81_RS02365,ACZ81_02375,Protein Homology,536574,536756,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517089.1,DUF2065 domain-containing protein,WP_014948108.1,182,K09937,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K09937  K09937; uncharacterized protein,Uncharacterized,,K09937,
NZ_CP012202.1,ACZ81_RS02370,(purA),,ACZ81_RS02370,ACZ81_02380,Protein Homology,537261,538559,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018982595.1,adenylosuccinate synthase,WP_014948109.1,1298,K01939,09100 Metabolism,09104 Nucleotide metabolism;09105 Amino acid metabolism,"00230 Purine metabolism [PATH:ko00230];00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","K01939  purA, ADSS; adenylosuccinate synthase [EC:6.3.4.4]",AA/Nucleotide,,"purA, ADSS",(purA)
NZ_CP012202.1,ACZ81_RS02375,,,ACZ81_RS02375,ACZ81_02385,Protein Homology,538876,540282,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975532.1,aldehyde dehydrogenase family protein,WP_061439300.1,1406,K00128,09100 Metabolism,09101 Carbohydrate metabolism;09103 Lipid metabolism;09105 Amino acid metabolism;09106 Metabolism of other amino acids;09108 Metabolism of cofactors and vitamins;09109 Metabolism of terpenoids and polyketides;09111 Xenobiotics biodegradation and metabolism,"00010 Glycolysis / Gluconeogenesis [PATH:ko00010];00053 Ascorbate and aldarate metabolism [PATH:ko00053];00071 Fatty acid degradation [PATH:ko00071];00280 Valine, leucine and isoleucine degradation [PATH:ko00280];00310 Lysine degradation [PATH:ko00310];00330 Arginine and proline metabolism [PATH:ko00330];00340 Histidine metabolism [PATH:ko00340];00380 Tryptophan metabolism [PATH:ko00380];00410 beta-Alanine metabolism [PATH:ko00410];00561 Glycerolipid metabolism [PATH:ko00561];00620 Pyruvate metabolism [PATH:ko00620];00625 Chloroalkane and chloroalkene degradation [PATH:ko00625];00770 Pantothenate and CoA biosynthesis [PATH:ko00770];00903 Limonene and pinene degradation [PATH:ko00903];00981 Insect hormone biosynthesis [PATH:ko00981]",K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],AA/Nucleotide;Energy/Carbohydrate/Glycan,,ALDH,
NZ_CP012202.1,ACZ81_RS02380,,,ACZ81_RS02380,ACZ81_02390,Protein Homology,540294,540710,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978187.1,VOC family protein,WP_061439302.1,416,K06991,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K06991  K06991; uncharacterized protein,Uncharacterized,,K06991,
NZ_CP012202.1,ACZ81_RS02385,,,ACZ81_RS02385,ACZ81_02395,Protein Homology,540763,541482,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978188.1,PepSY domain-containing protein,WP_232375985.1,719,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS02390,,,ACZ81_RS02390,ACZ81_02400,Protein Homology,541560,542030,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948113.1,NYN domain-containing protein,WP_014948113.1,470,,,,,,Other,,,
NZ_CP012202.1,ggt,ggt,,ACZ81_RS02395,ACZ81_02405,Protein Homology,542131,543849,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978190.1,gamma-glutamyltransferase,WP_061439304.1,1718,K00681,09100 Metabolism;09180 Brite Hierarchies,09106 Metabolism of other amino acids;09181 Protein families: metabolism,00430 Taurine and hypotaurine metabolism [PATH:ko00430];00460 Cyanoamino acid metabolism [PATH:ko00460];00480 Glutathione metabolism [PATH:ko00480];01002 Peptidases and inhibitors [BR:ko01002],K00681  ggt; gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13],AA/Nucleotide,,ggt,(ggt)
NZ_CP012202.1,ACZ81_RS02400,,,ACZ81_RS02400,ACZ81_02410,Protein Homology,543926,545302,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517095.1,sodium:proton antiporter,WP_014975536.1,1376,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS02405,(nagZ),,ACZ81_RS02405,ACZ81_02415,Protein Homology,545499,547472,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978192.1,beta-hexosaminidase,WP_061439306.1,1973,K01207,09100 Metabolism,09101 Carbohydrate metabolism;09107 Glycan biosynthesis and metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520];00531 Glycosaminoglycan degradation [PATH:ko00531],K01207  nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52],Energy/Carbohydrate/Glycan,,nagZ,(nagZ)
NZ_CP012202.1,ACZ81_RS02410,,,ACZ81_RS02410,ACZ81_02420,Protein Homology,547591,548661,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978193.1,mechanosensitive ion channel,WP_061439308.1,1070,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS02415,,,ACZ81_RS02415,ACZ81_02425,Protein Homology,548821,550323,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948118.1,DUF1343 domain-containing protein,WP_061439309.1,1502,,,,,,Other,,,
NZ_CP012202.1,murQ,murQ,,ACZ81_RS02420,ACZ81_02430,Protein Homology,550342,551355,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978195.1,N-acetylmuramic acid 6-phosphate etherase,WP_081106055.1,1013,K07106,09100 Metabolism,09101 Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K07106  murQ; N-acetylmuramic acid 6-phosphate etherase [EC:4.2.1.126],Energy/Carbohydrate/Glycan,,murQ,(murQ)
NZ_CP012202.1,alr,alr,,ACZ81_RS02425,ACZ81_02435,Protein Homology,551546,552622,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015066134.1,alanine racemase,WP_061439312.1,1076,K01775,09100 Metabolism;09180 Brite Hierarchies,09106 Metabolism of other amino acids;09181 Protein families: metabolism,00470 D-Amino acid metabolism [PATH:ko00470];01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011],K01775  alr; alanine racemase [EC:5.1.1.1],AA/Nucleotide,,alr,(alr)
NZ_CP012202.1,ACZ81_RS02430,,,ACZ81_RS02430,ACZ81_02440,Protein Homology,553313,554038,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948121.1,YitT family protein,WP_061439314.1,725,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS02435,,,ACZ81_RS02435,ACZ81_02445,Protein Homology,554261,554563,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013785580.1,hypothetical protein,WP_207198714.1,302,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS02440,,,ACZ81_RS02440,ACZ81_02450,Protein Homology,554665,555051,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978198.1,VOC family protein,WP_014948123.1,386,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS21440,,,ACZ81_RS21440,,Protein Homology,555100,555495,-,,,COORDINATES: protein motif:HMM:NF018741.2,Rho-binding antiterminator,WP_232375986.1,395,K19000,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03021 Transcription machinery [BR:ko03021],K19000  rof; Rho-binding antiterminator,Genetic Info,,nan,nan
NZ_CP012202.1,ACZ81_RS02450,,,ACZ81_RS02450,ACZ81_02460,Protein Homology,555962,557080,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997195.1,hypothetical protein,WP_014975544.1,1118,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS02455,,,ACZ81_RS02455,ACZ81_02465,Protein Homology,557100,557897,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948126.1,transporter substrate-binding domain-containing protein,WP_061439318.1,797,K02030,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K02030  ABC.PA.S; polar amino acid transport system substrate-binding protein,Membrane transport,Membrane transport,ABC.PA.S,
NZ_CP012202.1,ACZ81_RS02460,,,ACZ81_RS02460,ACZ81_02470,Protein Homology,558044,559381,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978201.1,alginate export family protein,WP_061439320.1,1337,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS02465,,,ACZ81_RS02465,ACZ81_02475,Protein Homology,559524,560795,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978202.1,divalent metal cation transporter,WP_039225017.1,1271,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS02470,,,ACZ81_RS02470,ACZ81_02480,Protein Homology,560946,561413,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948129.1,hypothetical protein,WP_232375987.1,467,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS02475,(glyA),,ACZ81_RS02475,ACZ81_02485,Protein Homology,561423,562679,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948130.1,serine hydroxymethyltransferase,WP_061439323.1,1256,K00600,09100 Metabolism,09101 Carbohydrate metabolism;09102 Energy metabolism;09105 Amino acid metabolism;09106 Metabolism of other amino acids;09108 Metabolism of cofactors and vitamins,"00260 Glycine, serine and threonine metabolism [PATH:ko00260];00460 Cyanoamino acid metabolism [PATH:ko00460];00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630];00670 One carbon pool by folate [PATH:ko00670];00680 Methane metabolism [PATH:ko00680]","K00600  glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]",AA/Nucleotide;Energy/Carbohydrate/Glycan,,"glyA, SHMT",(glyA)
NZ_CP012202.1,ACZ81_RS02480,,,ACZ81_RS02480,ACZ81_02490,Protein Homology,562851,563708,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978205.1,LysR family transcriptional regulator,WP_014978205.1,857,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS02485,(phnA),,ACZ81_RS02485,ACZ81_02495,Protein Homology,563799,564128,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_009698244.1,alkylphosphonate utilization protein,WP_014948132.1,329,K06193,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99996 General function prediction only,K06193  phnA; protein PhnA,Uncharacterized,,phnA,(phnA)
NZ_CP012202.1,ACZ81_RS02490,(yedL),,ACZ81_RS02490,ACZ81_02500,Protein Homology,564153,564608,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948133.1,GNAT family N-acetyltransferase,WP_061439325.1,455,K03829,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,K03829  yedL; putative acetyltransferase [EC:2.3.1.-],Metabolism,,yedL,(yedL)
NZ_CP012202.1,ACZ81_RS02495,,,ACZ81_RS02495,ACZ81_02505,Protein Homology,564661,565089,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978208.1,GNAT family N-acetyltransferase,WP_061486917.1,428,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS02500,,,ACZ81_RS02500,ACZ81_02510,Protein Homology,565125,565457,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978209.1,YnfA family protein,WP_157160426.1,332,K09771,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K09771  TC.SMR3; small multidrug resistance family-3 protein,Membrane transport,Membrane transport,TC.SMR3,
NZ_CP012202.1,ACZ81_RS02505,,,ACZ81_RS02505,ACZ81_02515,Protein Homology,565558,565809,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948136.1,hypothetical protein,WP_014948136.1,251,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS02510,,,ACZ81_RS02510,ACZ81_02520,Protein Homology,565881,566147,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975553.1,hypothetical protein,WP_232375988.1,266,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS02515,,,ACZ81_RS02515,ACZ81_02525,Protein Homology,566276,566554,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948138.1,hypothetical protein,WP_061439332.1,278,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS02520,,,ACZ81_RS02520,ACZ81_02530,Protein Homology,566621,566902,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975554.1,hypothetical protein,WP_061439334.1,281,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS02525,,,ACZ81_RS02525,ACZ81_02535,Protein Homology,567055,567342,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975555.1,hypothetical protein,WP_061439335.1,287,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS02535,,,ACZ81_RS02535,ACZ81_02545,Protein Homology,567827,568531,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978215.1,hypothetical protein,WP_061439338.1,704,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS02540,,,ACZ81_RS02540,ACZ81_02550,Protein Homology,568731,569780,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012323703.1,IS110 family transposase,WP_061439340.1,1049,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS02545,,,ACZ81_RS02545,ACZ81_02555,GeneMarkS-2+,570252,570632,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_061439342.1,380,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS02550,,,ACZ81_RS02550,ACZ81_02560,GeneMarkS-2+,570774,571445,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_061439344.1,671,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS02555,,,ACZ81_RS02555,ACZ81_02565,Protein Homology,571575,572729,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_076611674.1,IS110 family transposase,WP_061439346.1,1154,K07486,09190 Not Included in Pathway or Brite,09192 Unclassified: genetic information processing,99976 Replication and repair,K07486  K07486; transposase,Genetic Info,,K07486,
NZ_CP012202.1,ACZ81_RS02560,,,ACZ81_RS02560,ACZ81_02570,Protein Homology,573222,573476,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517141.1,hypothetical protein,WP_061439348.1,254,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS02565,,,ACZ81_RS02565,ACZ81_02575,Protein Homology,573656,573889,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019616593.1,DUF6429 family protein,WP_044056436.1,233,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS02580,,,ACZ81_RS02580,ACZ81_02590,Protein Homology,574697,575053,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015066148.1,hypothetical protein,WP_061439353.1,356,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS02585,,,ACZ81_RS02585,ACZ81_02595,Protein Homology,575239,575460,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007113097.1,hypothetical protein,WP_012518669.1,221,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS02590,,,ACZ81_RS02590,ACZ81_02600,Protein Homology,575453,575743,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018983976.1,type II toxin-antitoxin system RelE/ParE family toxin,WP_061439355.1,290,,,,,,Other,,,
NZ_CP012202.1,ACZ81_RS21195,,,ACZ81_RS21195,ACZ81_02610,GeneMarkS-2+,576266,576670,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_158511548.1,404,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS02610,,,ACZ81_RS02610,ACZ81_02620,Protein Homology,577227,577550,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014979441.1,hypothetical protein,WP_061439362.1,323,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS02615,,,ACZ81_RS02615,ACZ81_02625,GeneMarkS-2+,577663,578097,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_061439364.1,434,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS02620,,,ACZ81_RS02620,ACZ81_02630,Protein Homology,578226,578723,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_018983967.1,hypothetical protein,WP_061439367.1,497,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS02625,,,ACZ81_RS02625,ACZ81_02635,GeneMarkS-2+,578831,579247,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_041656222.1,416,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS02635,,,ACZ81_RS02635,ACZ81_02645,Protein Homology,579872,580237,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_017445224.1,hypothetical protein,WP_061439370.1,365,,,,,,Uncharacterized,,,
NZ_CP012202.1,ACZ81_RS02640,,,ACZ81_RS02640,ACZ81_02650,Protein Homology,580522,581490,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517162.1,integron integrase,WP_061439372.1,968,,,,,,Other,,,
NZ_CP012202.1,fadA,fadA,,ACZ81_RS02645,ACZ81_02655,Protein Homology,581568,582731,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517163.1,acetyl-CoA C-acyltransferase FadA,WP_061439374.1,1163,K00632,09100 Metabolism,09103 Lipid metabolism;09105 Amino acid metabolism;09109 Metabolism of terpenoids and polyketides;09111 Xenobiotics biodegradation and metabolism,"00071 Fatty acid degradation [PATH:ko00071];00280 Valine, leucine and isoleucine degradation [PATH:ko00280];00281 Geraniol degradation [PATH:ko00281];00362 Benzoate degradation [PATH:ko00362];00592 alpha-Linolenic acid metabolism [PATH:ko00592];00642 Ethylbenzene degradation [PATH:ko00642]","K00632  fadA, fadI; acetyl-CoA acyltransferase [EC:2.3.1.16]",AA/Nucleotide,,"fadA, fadI","(fadA,fadI)"
NZ_CP012202.1,fadB,fadB,,ACZ81_RS02650,ACZ81_02660,Protein Homology,582750,584900,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013785547.1,fatty acid oxidation complex subunit alpha FadB,WP_061439376.1,2150,K01825,09100 Metabolism,09101 Carbohydrate metabolism;09103 Lipid metabolism;09105 Amino acid metabolism;09106 Metabolism of other amino acids;09109 Metabolism of terpenoids and polyketides;09111 Xenobiotics biodegradation and metabolism,"00071 Fatty acid degradation [PATH:ko00071];00280 Valine, leucine and isoleucine degradation [PATH:ko00280];00281 Geraniol degradation [PATH:ko00281];00310 Lysine degradation [PATH:ko00310];00362 Benzoate degradation [PATH:ko00362];00380 Tryptophan metabolism [PATH:ko00380];00410 beta-Alanine metabolism [PATH:ko00410];00640 Propanoate metabolism [PATH:ko00640];00650 Butanoate metabolism [PATH:ko00650];00903 Limonene and pinene degradation [PATH:ko00903];00930 Caprolactam degradation [PATH:ko00930]",K01825  fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8],AA/Nucleotide;Energy/Carbohydrate/Glycan,,fadB,(fadB)
NZ_CP012202.1,ACZ81_RS02655,(slt),,ACZ81_RS02655,ACZ81_02665,Protein Homology,585396,587459,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948147.1,transglycosylase SLT domain-containing protein,WP_061439378.1,2063,K08309,09180 Brite Hierarchies,09181 Protein families: metabolism,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011],K08309  slt; soluble lytic murein transglycosylase [EC:4.2.2.-],Metabolism,,slt,(slt)
NZ_CP012202.1,pepQ,pepQ,,ACZ81_RS02660,ACZ81_02670,Protein Homology,587627,588958,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517166.1,Xaa-Pro dipeptidase,WP_014948148.1,1331,K01271,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],K01271  pepQ; Xaa-Pro dipeptidase [EC:3.4.13.9],Metabolism,,pepQ,(pepQ)
NZ_CP012202.1,ACZ81_RS02665,(zupT),,ACZ81_RS02665,ACZ81_02675,Protein Homology,589129,589845,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948149.1,divalent cation transporter,WP_061439380.1,716,K07238,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K07238  TC.ZIP, zupT, ZRT3, ZIP2; zinc transporter, ZIP family",Membrane transport,Membrane transport,"TC.ZIP, zupT, ZRT3, ZIP2",(zupT)
