Sheet 2 Classification of all Prochlorococcus MED4 CDS genes by expression level,,,,,,,,,,,,,,,
sysNamea,locus tagb,start,stop,strand,Core/Flexiblec,ExpressionLeveld,name,desc,COG,COGFun,COGDesc,,,,
PMM0468,PMED4_05161,445200,445334,-,Flexible,HEG,psaJ,Photosystem I PsaJ protein (subunit IX) (NCBI),,,,,,,
PMM0469,PMED4_05171,445365,445919,-,Core,HEG,psaF,Photosystem I PsaF protein (subunit III) (NCBI),,,,,,,
PMM0470,PMED4_05181,445994,447064,+,Core,MEG,qri7,probable o-sialoglycoprotein endopeptidase (NCBI),COG533,O,Metal-dependent proteases with possible chaperone activity,,,,
PMM0471,PMED4_05191,447070,447252,+,Core,MEG,hli20,possible high light inducible protein (NCBI),,,,,,,
PMM0472,PMED4_05201,447410,448609,+,Core,MEG,nhaP,"putative Na+/H+ antiporter, CPA1 family (NCBI)",COG25,P,NhaP-type Na+/H+ and K+/H+ antiporters,,,,
PMM0473,PMED4_05211,448610,450046,-,Core,MEG,gltX,Glutamyl-tRNA synthetase (NCBI),COG8,J,Glutamyl- and glutaminyl-tRNA synthetases,,,,
RNA_30,--,450064,450137,-,,--,tRNALys1,tRNA-Lys (RefSeq),,,,,,,
PMM0474,PMED4_05221,450293,450481,-,Core,HEG,PMM0474,Conserved hypothetical protein (NCBI),,,,,,,
RNA_29,--,450520,450592,-,,--,tRNAMet3,tRNA-Met (RefSeq),,,,,,,
PMM0475,PMED4_05231,450648,451130,-,Core,VEG,rplS,Ribosomal protein L19 (NCBI),COG335,J,Ribosomal protein L19,,,,
PMM0476,PMED4_05241,451145,451453,-,Flexible,VEG,PMM0476,conserved hypothetical protein (NCBI),,,,,,,
PMM0477,PMED4_05251,451543,452382,+,Core,HEG,map,putative methionine aminopeptidase (NCBI),COG24,J,Methionine aminopeptidase,,,,
PMM0478,PMED4_05261,452379,453092,-,Core,VEG,PMM0478,conserved hypothetical protein (NCBI),,,,,,,
PMM0479,PMED4_05271,453269,454378,+,Core,VEG,pta,BioD-like N-terminal domain of phosphotransacetylase  (Katherine Huang),COG857,R,BioD-like N-terminal domain of phosphotransacetylase,,,,
PMM0480,PMED4_05281,454404,454916,+,Core,VEG,PMM0480,conserved hypothetical protein (NCBI),,,,,,,
PMM0481,PMED4_05291,454984,455481,+,Core,VEG,PMM0481,Uncharacterized protein conserved in bacteria (Katherine Huang),COG1666,S,Uncharacterized protein conserved in bacteria,,,,
HyPMM58,PMED4_05301,455506,455709,+,Flexible,MEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,,,
PMM0482,PMED4_05311,455827,456633,+,Core,HEG,hflC,Band 7 protein (NCBI),COG330,O,"Membrane protease subunits, stomatin/prohibitin homologs",,,,
PMM0483,PMED4_05321,456638,457939,-,Core,HEG,hemL,"glutamate-1-semialdehyde 2,1-aminomutase (NCBI)",COG1,H,Glutamate-1-semialdehyde aminotransferase,,,,
PMM0484,PMED4_05331,458167,459012,-,Core,MEG,xthA,exodeoxyribonuclease III (NCBI),COG708,L,Exonuclease III,,,,
PMM0485,PMED4_05341,459085,459381,+,Core,VEG,PMM0485,conserved hypothetical protein (NCBI),,,,,,,
PMM0486,PMED4_05351,459427,460026,+,Core,VEG,PMM0486,conserved hypothetical protein (NCBI),,,,,,,
PMM0487,PMED4_05361,460093,461316,+,Core,VEG,PMM0487,Uncharacterized conserved protein (Katherine Huang),COG1641,S,Uncharacterized conserved protein,,,,
PMM0488,PMED4_05371,461325,462269,+,Core,VEG,PMM0488,conserved hypothetical protein (NCBI),,,,,,,
PMM0489,PMED4_05381,462266,463861,-,Core,VEG,"futB, hitB",putative iron ABC transporter (NCBI),COG1178,P,"ABC-type Fe3+ transport system, permease component",,,,
PMM0490,PMED4_05391,463824,464918,-,Core,VEG,PMM0490,Putative GTPases (G3E family)  (Katherine Huang),COG523,R,Putative GTPases (G3E family),,,,
PMM0491,PMED4_05401,464964,465254,-,Core,VEG,PMM0491,4a-hydroxytetrahydrobiopterin dehydratase (PCD) (NCBI),COG2154,H,Pterin-4a-carbinolamine dehydratase,,,,
PMM0492,PMED4_05411,465261,465746,-,Core,VEG,PMM0492,Uncharacterized conserved protein (Katherine Huang),COG432,S,Uncharacterized conserved protein,,,,
PMM0493,PMED4_05421,465856,467361,+,Core,MEG,cxp,Carboxypeptidase Taq (M32) metallopeptidase (NCBI),COG2317,E,Zn-dependent carboxypeptidase,,,,
PMM0494,PMED4_05431,467424,468011,+,Core,HEG,ppa,putative inorganic pyrophosphatase (NCBI),COG221,C,Inorganic pyrophosphatase,,,,
PMM0495,PMED4_05441,468018,468968,-,Core,VEG,hemC,Porphobilinogen deaminase (NCBI),COG181,H,Porphobilinogen deaminase,,,,
PMM0496,PMED4_05451,469063,470253,-,Core,VEG,"sigA, rpoD",Putative principal RNA polymerase sigma factor (NCBI),COG568,K,"DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)",,,,
PMM0497,PMED4_05461,470582,472858,+,Core,VEG,priA,primosomal protein N' (replication factor Y) (NCBI),COG1198,L,Primosomal protein N' (replication factor Y) - superfamily II helicase,,,,
PMM0498,PMED4_05471,472859,473965,-,Core,LEG,PMM0498,conserved hypothetical protein (NCBI),,,,,,,
PMM0499,PMED4_05481,473968,474822,-,Core,MEG,argB,Aspartokinase superfamily:Acetylglutamate kinase (NCBI),COG548,E,Acetylglutamate kinase,,,,
PMM0500,PMED4_05491,474834,475364,-,Core,HEG,PMM0500,conserved hypothetical protein (NCBI),,,,,,,
PMM0501,PMED4_05501,475395,475577,+,Flexible,HEG,PMM0501,conserved hypothetical protein (NCBI),,,,,,,
PMM0502,PMED4_05511,475580,476029,-,Core,HEG,PMM0502,Single-stranded DNA-binding protein  (Katherine Huang),COG629,L,Single-stranded DNA-binding protein,,,,
PMM0503,PMED4_05521,476059,476868,+,Core,VEG,cobK,possible precorrin-6X reductase (NCBI),COG2099,H,Precorrin-6x reductase,,,,
PMM0504,PMED4_05531,476865,477191,+,Flexible,VEG,cutA,CutA1 divalent ion tolerance protein (NCBI),COG1324,P,Uncharacterized protein involved in tolerance to divalent cations,,,,
PMM0505,PMED4_05541,477171,478187,-,Core,VEG,PMM0505,Possible carbohydrate kinase (NCBI),COG524,G,"Sugar kinases, ribokinase family",,,,
PMM0506,PMED4_05551,478206,479516,-,Core,VEG,purA,Adenylosuccinate synthetase (NCBI),COG104,F,Adenylosuccinate synthase,,,,
PMM0507,PMED4_05561,479598,480035,-,Core,HEG,psb27,possible Photosystem II reaction center Psb27 protein (NCBI),,,,,,,
PMM0508,PMED4_05571,480062,481864,-,Core,MEG,proS,Prolyl-tRNA synthetase (NCBI),,,,,,,
PMM0509,PMED4_05581,482041,482391,+,Core,VEG,PMM0509,possible Helix-turn-helix domain of resolvase (NCBI),,,,,,,
PMM0510,PMED4_05591,482478,482732,+,Flexible,VEG,PMM0510,possible Reverse transcriptase (RNA-dependent (NCBI),,,,,,,
PMM0511,PMED4_05601,482722,483270,+,Core,MEG,PMM0511,Inorganic pyrophosphatase (NCBI),COG221,C,Inorganic pyrophosphatase,,,,
PMM0512,PMED4_05611,483260,483628,+,Core,NEG,arsC,putative arsenate reductase (NCBI),COG1393,P,"Arsenate reductase and related proteins, glutaredoxin family",,,,
PMM0513,PMED4_05621,483658,484344,+,Core,MEG,lepB,Signal peptidase I (NCBI),COG681,U,Signal peptidase I,,,,
PMM0514,PMED4_05631,484307,485560,-,Flexible,VEG,PMM0514,putative dihydroorotase (NCBI),COG44,F,Dihydroorotase and related cyclic amidohydrolases,,,,
PMM0515,PMED4_05641,485563,486891,-,Core,MEG,gpmB,possible alpha-ribazole-5'-P phosphatase (NCBI),COG406,G,"Fructose-2,6-bisphosphatase",,,,
PMM0516,PMED4_05651,487009,488367,+,Core,VEG,PMM0516,Possible membrane associated protease (NCBI),COG1266,R,Predicted metal-dependent membrane protease,,,,
PMM0517,PMED4_05661,488453,488884,+,Core,NEG,PMM0517,hypothetical protein (NCBI),,,,,,,
PMM0518,PMED4_05671,488884,490635,+,Core,VEG,ftsI,putative peptidoglycan synthetase (pbp transpeptidase domain) (NCBI),COG768,M,Cell division protein FtsI/penicillin-binding protein 2,,,,
PMM0519,PMED4_05681,490726,491727,+,Core,HEG,tal,Transaldolase (NCBI),COG176,G,Transaldolase,,,,
PMM0520,PMED4_05691,491753,492886,-,Core,MEG,fixC,NAD binding site (NCBI),COG644,C,Dehydrogenases (flavoproteins),,,,
PMM0521,PMED4_05701,492883,493431,-,Core,VEG,frr,Ribosome recycling factor (NCBI),COG233,J,Ribosome recycling factor,,,,
PMM0522,PMED4_05711,493460,494164,-,Core,MEG,pyrH,uridylate kinase (NCBI),COG528,F,Uridylate kinase,,,,
PMM0523,PMED4_05721,494294,494989,-,Core,MEG,cobO,possible cob(I)alamin adenosyltransferase (NCBI),COG2109,H,ATP:corrinoid adenosyltransferase,,,,
PMM0524,PMED4_05731,495020,496189,-,Core,LEG,PMM0524,Phage integrase family (NCBI),,,,,,,
PMM0525,PMED4_05741,496255,497430,+,Core,MEG,hemH,Ferrochelatase (NCBI),COG276,H,Protoheme ferro-lyase (ferrochelatase),,,,
PMM0526,PMED4_05751,497565,499328,+,Core,HEG,ilvH,Acetolactate synthase large subunit (NCBI),COG28,EH,"Thiamine pyrophosphate-requiring enzymes [acetolactate synthase, pyruvate dehydrogenase (cytochrome), glyoxylate carboligase, phosphonopyruvate decarboxylase]",,,,
PMM0527,PMED4_05761,499386,499739,+,Core,NEG,PMM0527,conserved hypothetical protein (NCBI),,,,,,,
PMM0528,PMED4_05771,499746,500528,-,Flexible,VEG,PMM0528,DUF152 (NCBI),COG1496,S,Uncharacterized conserved protein,,,,
PMM0529,PMED4_05781,500539,501444,-,Core,VEG,PMM0529,conserved hypothetical protein (NCBI),,,,,,,
PMM0530,PMED4_05791,501441,502658,-,Core,HEG,"rps1b, rpsA2, nbp1","30S ribosomal protein S1 homolog B, putative Nbp1 (NCBI)",,,,,,,
PMM0531,PMED4_05801,502722,503519,+,Core,MEG,PMM0531,Creatininase (NCBI),COG1402,R,"Uncharacterized protein, putative amidase",,,,
PMM0532,PMED4_05811,503631,504347,+,Core,HEG,PMM0532,conserved hypothetical protein (NCBI),,,,,,,
PMM0533,PMED4_05821,504457,505497,+,Core,MEG,PMM0533,Predicted dehydrogenase  (Katherine Huang),COG5322,R,Predicted dehydrogenase,,,,
PMM0534,PMED4_05831,505501,506508,+,Core,MEG,accA,"acetyl-CoA carboxylase, alpha subunit (NCBI)",COG825,I,Acetyl-CoA carboxylase alpha subunit,,,,
PMM0535,PMED4_05841,506510,507217,+,Core,VEG,PMM0535,putative short-chain dehydrogenase (NCBI),COG1028,IQR,Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),,,,
PMM0536,PMED4_05851,507372,508112,+,Core,VEG,folE,putative GTP cyclohydrolase I (NCBI),COG302,H,GTP cyclohydrolase I,,,,
PMM0537,PMED4_05861,508109,508771,-,Core,VEG,trpF,phosphoribosylanthranilate isomerase (NCBI),COG135,E,Phosphoribosylanthranilate isomerase,,,,
PMM0538,PMED4_05871,508827,510053,+,Core,VEG,PMM0538,Zn-dependent proteases  (Katherine Huang),COG1994,R,Zn-dependent proteases,,,,
PMM0539,PMED4_05881,510061,510732,-,Core,LEG,lplA,Biotin/lipoate A/B protein ligase family (NCBI),COG95,H,Lipoate-protein ligase A,,,,
PMM0540,PMED4_05891,510866,510970,+,Flexible,HEG,psaM,possible photosystem I reaction centre subunit XII (PsaM) (NCBI),,,,,,,
PMM0541,PMED4_05901,511060,511407,+,Core,VEG,PMM0541,conserved hypothetical protein (NCBI),,,,,,,
PMM0542,PMED4_05911,511465,512469,+,Core,VEG,"por, pcr",Light dependent protochlorophyllide oxido-reductase (NCBI),COG1028,IQR,Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),,,,
PMM0543,PMED4_05921,512474,513361,-,Core,HEG,chlL,Protochlorophyllide reductase iron-sulfur ATP-binding protein (NCBI),COG1348,P,Nitrogenase subunit NifH (ATPase),,,,
PMM0544,PMED4_05931,513553,515133,-,Core,HEG,chlB,Light-independent protochlorophyllide reductase subunit B (NCBI),COG2710,C,"Nitrogenase molybdenum-iron protein, alpha and beta chains",,,,
PMM0545,PMED4_05941,515137,516393,-,Core,HEG,chlN,Light-independent protochlorophyllide reductase subunit N (NCBI),COG2710,C,"Nitrogenase molybdenum-iron protein, alpha and beta chains",,,,
PMM0546,PMED4_05951,516550,516918,-,Core,HEG,PMM0546,conserved hypothetical (NCBI),,,,,,,
PMM0547,PMED4_05961,517017,517787,+,Core,VEG,PMM0547,conserved hypothetical protein (NCBI),,,,,,,
PMM0548,PMED4_05971,517796,518383,-,Core,VEG,PMM0548,HAM1 family protein (NCBI),COG127,F,Xanthosine triphosphate pyrophosphatase,,,,
PMM0549,PMED4_05981,518725,519021,+,Core,HEG,ccmK,carboxysome shell protein CsoS1 (NCBI),COG4577,QC,Carbon dioxide concentrating mechanism/carboxysome shell protein,,,,
PMM0550,PMED4_05991,519087,520502,+,Core,HEG,rbcL,"Ribulose bisphosphate carboxylase, large chain (NCBI)",COG1850,G,"Ribulose 1,5-bisphosphate carboxylase, large subunit",,,,
PMM0551,PMED4_06001,520592,520933,+,Core,HEG,rbcS,"Ribulose bisphosphate carboxylase, small chain (NCBI)",COG4451,C,Ribulose bisphosphate carboxylase small subunit,,,,
PMM0552,PMED4_06011,521024,523321,+,Core,VEG,csoS2,carboxysome shell protein CsoS2 (NCBI),,,,,,,
PMM0553,PMED4_06021,523329,524858,+,Core,MEG,csoS3,carboxysome shell protein CsoS3 (NCBI),,,,,,,
PMM0554,PMED4_06031,524862,525128,+,Core,MEG,PMM0554,putative carboxysome peptide A (NCBI),COG4576,QC,Carbon dioxide concentrating mechanism/carboxysome shell protein,,,,
PMM0555,PMED4_06041,525161,525382,+,Core,MEG,PMM0555,putative carboxysome peptide B (NCBI),COG4576,QC,Carbon dioxide concentrating mechanism/carboxysome shell protein,,,,
PMM0556,PMED4_06051,525483,525722,+,Core,VEG,PMM0556,conserved hypothetical protein (NCBI),,,,,,,
PMM0557,PMED4_06061,525728,525955,-,Core,HEG,PMM0557,conserved hypothetical (NCBI),,,,,,,
PMM0558,PMED4_06071,526041,526433,-,Core,MEG,tdcF,"Putative translation initiation inhibitor, yjgF family  (Katherine Huang)",COG251,J,"Putative translation initiation inhibitor, yjgF family",,,,
PMM0559,PMED4_06081,526458,527198,-,Core,VEG,PMM0559,Putative hydroxyacylglutathione hydrolase (NCBI),COG491,R,"Zn-dependent hydrolases, including glyoxylases",,,,
PMM0560,PMED4_06091,527242,527889,+,Core,VEG,hisG,possible ATP phosphoribosyltransferase (NCBI),COG40,E,ATP phosphoribosyltransferase,,,,
PMM0561,PMED4_06101,527894,529690,+,Core,VEG,PMM0561,putative multidrug efflux ABC transporter (NCBI),COG1132,V,"ABC-type multidrug transport system, ATPase and permease components",,,,
PMM0562,PMED4_06111,529690,530220,+,Core,VEG,PMM0562,possible acetyltransferase (NCBI),COG456,R,Acetyltransferases,,,,
PMM0563,PMED4_06121,530222,530905,-,Core,VEG,PMM0563,Glycosyltransferases involved in cell wall biogenesis  (Katherine Huang),COG1216,R,Predicted glycosyltransferases,,,,
PMM0564,PMED4_06131,530911,531519,-,Core,LEG,PMM0564,Uncharacterized protein conserved in bacteria (Katherine Huang),COG3222,S,Uncharacterized protein conserved in bacteria,,,,
PMM0565,PMED4_06141,531716,533107,+,Core,MEG,dnaA,chromosomal replication initiator protein DnaA (NCBI),COG593,L,ATPase involved in DNA replication initiation,,,,
PMM0566,PMED4_06151,533102,534340,-,Core,VEG,PMM0566,Glutathione S-transferase  (Katherine Huang),COG625,O,Glutathione S-transferase,,,,
PMM0567,PMED4_06161,534377,535756,+,Core,VEG,gshR,probable glutathione reductase (NADPH) (NCBI),COG1249,C,"Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes",,,,
PMM0568,PMED4_06171,535762,536841,-,Core,VEG,ECM27,putative CaCA family sodium/calcium exchanger (NCBI),COG530,P,Ca2+/Na+ antiporter,,,,
PMM0569,PMED4_06181,536949,537998,+,Core,VEG,pyrC,Dihydroorotase (NCBI),COG418,F,Dihydroorotase,,,,
RNA_5,--,538180,538265,+,,--,tRNATrp1,tRNA-Trp (RefSeq),,,,,,,
PMM0570,PMED4_06191,538345,538578,+,Flexible,VEG,ndhL,NADH dehydrogenase subunit NdhL (ndhL) (NCBI),,,,,,,
PMM0571,PMED4_06201,538582,538902,+,Core,MEG,PMM0571,conserved hypothetical protein (NCBI),,,,,,,
PMM0572,PMED4_06211,538941,539780,+,Core,MEG,trpA,"Tryptophan synthase, alpha subunit (Katherine Huang)",COG159,E,Tryptophan synthase alpha chain,,,,
PMM0573,PMED4_06221,539879,540154,-,Core,HEG,PMM0573,conserved hypothetical protein (NCBI),,,,,,,
PMM0574,PMED4_06231,540325,540597,+,Core,VEG,PMM0574,Uncharacterized protein conserved in bacteria (Katherine Huang),COG2350,S,Uncharacterized protein conserved in bacteria,,,,
PMM0575,PMED4_06241,540814,541134,-,Core,VEG,PMM0575,conserved hypothetical (NCBI),,,,,,,
PMM0576,PMED4_06251,541131,541505,-,Core,VEG,PMM0576,conserved hypothetical protein (NCBI),,,,,,,
PMM0577,PMED4_06261,541511,542434,-,Core,HEG,PMM0577,"Putative type II alternative sigma factor, sigma70 family (NCBI)",COG568,K,"DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)",,,,
PMM0578,PMED4_06271,542581,543246,-,Core,VEG,hisI,Phosphoribosyl-AMP cyclohydrolase (Katherine Huang),COG139,E,Phosphoribosyl-AMP cyclohydrolase,,,,
PMM0579,PMED4_06281,543310,543774,+,Core,VEG,PMM0579,6-pyruvoyl-tetrahydropterin synthase  (Katherine Huang),COG720,H,6-pyruvoyl-tetrahydropterin synthase,,,,
PMM0580,PMED4_06291,543828,546410,-,Core,VEG,clpB,"ATP-dependent Clp protease, Hsp 100, ATP-binding subunit ClpB (NCBI)",COG542,O,"ATPases with chaperone activity, ATP-binding subunit",,,,
PMM0581,PMED4_06301,546477,546827,-,Core,HEG,petE,plastocyanin (NCBI),COG3794,C,Plastocyanin,,,,
PMM0582,PMED4_06311,546886,547869,-,Core,MEG,PMM0582,Nucleoside-diphosphate-sugar epimerases  (Katherine Huang),COG451,MG,Nucleoside-diphosphate-sugar epimerases,,,,
PMM0583,PMED4_06321,547878,548918,-,Core,VEG,hemE,Uroporphyrinogen decarboxylase (URO-D) (NCBI),COG407,H,Uroporphyrinogen-III decarboxylase,,,,
PMM0584,PMED4_06331,549042,551306,-,Core,VEG,glgB,"1,4-alpha-glucan branching enzyme (NCBI)",COG296,G,"1,4-alpha-glucan branching enzyme",,,,
PMM0585,PMED4_06341,551361,552938,-,Core,MEG,PMM0585,Predicted acyl esterases  (Katherine Huang),COG2936,R,Predicted acyl esterases,,,,
PMM0586,PMED4_06351,552947,553213,-,Flexible,VEG,PMM0586,conserved hypothetical (NCBI),,,,,,,
PMM0587,PMED4_06361,553268,553675,-,Core,NEG,PMM0587,conserved hypothetical (NCBI),,,,,,,
PMM0588,PMED4_06371,553684,554127,-,Core,VEG,PMM0588,conserved hypothetical protein (NCBI),,,,,,,
PMM0589,PMED4_06381,554192,558136,+,Flexible,VEG,PMM0589,conserved hypothetical (NCBI),,,,,,,
PMM0590,PMED4_06391,558202,559512,+,Core,MEG,proA,Gamma-glutamyl phosphate reductase (NCBI),COG14,E,Gamma-glutamyl phosphate reductase,,,,
PMM0591,PMED4_06401,559522,559884,+,Core,LEG,folB,Possible dihydroneopterin aldolase (NCBI),COG1539,H,Dihydroneopterin aldolase,,,,
PMM0592,PMED4_06411,559890,560483,+,Core,VEG,PMM0592,lipase family protein (NCBI),,,,,,,
PMM0593,PMED4_06421,560476,562563,-,Core,VEG,prlC,Peptidase family M3 (NCBI),COG339,E,Zn-dependent oligopeptidases,,,,
PMM0594,PMED4_06431,562568,564052,-,Core,VEG,ndhD,putative NADH Dehydrogenase (complex I) subunit (chain 4) (NCBI),COG1008,C,NADH:ubiquinone oxidoreductase subunit 4 (chain M),,,,
PMM0595,PMED4_06441,564197,565144,-,Core,VEG,thrB,Homoserine kinase:GHMP kinases putative ATP-binding domain (NCBI),COG83,E,Homoserine kinase,,,,
PMM0596,PMED4_06451,565152,566189,-,Core,VEG,glk,Putative glucokinase (NCBI),COG837,G,Glucokinase,,,,
PMM0597,PMED4_06461,566199,568115,-,Core,VEG,thrS,Threonyl-tRNA synthetase (NCBI),COG441,J,Threonyl-tRNA synthetase,,,,
PMM0598,PMED4_06471,568119,569135,-,Core,MEG,trpS,Tryptophanyl-tRNA synthetase (NCBI),COG180,J,Tryptophanyl-tRNA synthetase,,,,
PMM0599,PMED4_06481,569125,569580,-,Core,VEG,PMM0599,conserved hypothetical protein (NCBI),,,,,,,
PMM0600,PMED4_06491,569751,571076,+,Core,MEG,PMM0600,conserved hypothetical protein (NCBI),,,,,,,
PMM0601,PMED4_06501,571112,572014,+,Core,MEG,PMM0601,"ABC transporter, substrate binding protein, possibly Mn (NCBI)",COG803,P,"ABC-type metal ion transport system, periplasmic component/surface adhesin",,,,
PMM0602,PMED4_06511,572019,572783,+,Core,MEG,PMM0602,"ABC transporter, ATP binding domain, possibly Mn transporter (NCBI)",COG1121,P,"ABC-type Mn/Zn transport systems, ATPase component",,,,
PMM0603,PMED4_06521,572795,573667,+,Core,VEG,PMM0603,"ABC transporter component, possibly Mn transport (NCBI)",COG1108,P,"ABC-type Mn2+/Zn2+ transport systems, permease components",,,,
PMM0604,PMED4_06531,573674,574840,+,Core,VEG,PMM0604,conserved hypothetical protein (NCBI),,,,,,,
PMM0605,PMED4_06541,574845,575183,-,Core,VEG,PMM0605,conserved hypothetical protein (NCBI),,,,,,,
PMM0606,PMED4_06551,575229,575813,-,Core,MEG,lepB,leader peptidase I (NCBI),COG681,U,Signal peptidase I,,,,
PMM0607,PMED4_06561,575865,577631,+,Core,VEG,menD,"Menaquinone biosynthesis protein; probable 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase (NCBI)",COG1165,H,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",,,,
PMM0608,PMED4_06571,577662,578519,+,Core,MEG,menB,Napthoate synthase (NCBI),COG447,H,Dihydroxynaphthoic acid synthase,,,,
PMM0609,PMED4_06581,578565,580016,+,Core,VEG,glgA,Putative ADPglucose--glucosyltransferase (GlgA) (NCBI),COG297,G,Glycogen synthase,,,,
PMM0610,PMED4_06591,580028,581398,+,Core,VEG,murF,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate--D-alanyl-D-alanyl ligase (Katherine Huang)",COG770,M,UDP-N-acetylmuramyl pentapeptide synthase,,,,
PMM0611,PMED4_06601,581401,582750,-,Core,MEG,glmU,UDP-N-acetylglucosamine pyrophosphorylase (NCBI),COG1207,M,N-acetylglucosamine-1-phosphate uridyltransferase (contains nucleotidyltransferase and I-patch acetyltransferase domains),,,,
PMM0612,PMED4_06611,582791,583723,-,Core,VEG,PMM0612,Uncharacterized conserved protein (Katherine Huang),COG4121,S,Uncharacterized conserved protein,,,,
PMM0613,PMED4_06621,583693,585009,-,Core,VEG,aroA,EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase) (NCBI),COG128,E,5-enolpyruvylshikimate-3-phosphate synthase,,,,
PMM0614,PMED4_06631,585243,585866,+,Core,MEG,PMM0614,probable 2-phosphosulfolactate phosphatase (Katherine Huang),COG2045,HR,Phosphosulfolactate phosphohydrolase and related enzymes,,,,
PMM0615,PMED4_06641,585897,586724,+,Core,MEG,PMM0615,Possible nitrilase (NCBI),COG388,R,Predicted amidohydrolase,,,,
PMM0616,PMED4_06651,586724,587812,+,Core,VEG,amiC,Cell wall hydrolase/autolysin (NCBI),COG860,M,N-acetylmuramoyl-L-alanine amidase,,,,
