gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,old_locus_tags
rpoB,rpoB,BSR22_RS01880,BSR22_01880,Protein Homology,333883,337176,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011127480.1,DNA-directed RNA polymerase subunit beta,WP_025937605.1,"GO:0006351,GO:0003677,GO:0003899",,"DNA binding|0003677||IEA,DNA-directed 5'-3' RNA polymerase activity|0003899||IEA",DNA-templated transcription|0006351||IEA,BSR22_01880
BSR22_RS01885,,BSR22_RS01885,BSR22_01885,Protein Homology,337399,338208,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377121.1,TatD family hydrolase,WP_077142156.1,"GO:0004536,GO:0016788,GO:0046872",,"DNA nuclease activity|0004536||IEA,hydrolase activity%2C acting on ester bonds|0016788||IEA,metal ion binding|0046872||IEA",,BSR22_01885
rpsT,rpsT,BSR22_RS01890,BSR22_01890,Protein Homology,338227,338520,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820967.1,30S ribosomal protein S20,WP_077142155.1,"GO:0006412,GO:0003723,GO:0003735,GO:0005840",ribosome|0005840||IEA,"RNA binding|0003723||IEA,structural constituent of ribosome|0003735||IEA",translation|0006412||IEA,BSR22_01890
hisD,hisD,BSR22_RS01895,BSR22_01895,Protein Homology,338644,339930,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863599.1,histidinol dehydrogenase,WP_077142154.1,"GO:0000105,GO:0004399,GO:0046872,GO:0051287",,"histidinol dehydrogenase activity|0004399||IEA,metal ion binding|0046872||IEA,NAD binding|0051287||IEA",L-histidine biosynthetic process|0000105||IEA,BSR22_01895
rpiA,rpiA,BSR22_RS01900,BSR22_01900,Protein Homology,339927,340640,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019480286.1,ribose-5-phosphate isomerase RpiA,WP_335681503.1,"GO:0009052,GO:0004751",,ribose-5-phosphate isomerase activity|0004751||IEA,pentose-phosphate shunt%2C non-oxidative branch|0009052||IEA,BSR22_01900
BSR22_RS01905,,BSR22_RS01905,BSR22_01905,Protein Homology,340688,341818,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377125.1,trypsin-like peptidase domain-containing protein,WP_077142153.1,,,,,BSR22_01905
rimP,rimP,BSR22_RS01910,BSR22_01910,Protein Homology,341980,342447,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863602.1,ribosome maturation factor RimP,WP_077142152.1,,,,,BSR22_01910
nusA,nusA,BSR22_RS01915,BSR22_01915,Protein Homology,342482,343885,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819107.1,transcription termination factor NusA,WP_077142151.1,"GO:0006353,GO:0003723",,RNA binding|0003723||IEA,DNA-templated transcription termination|0006353||IEA,BSR22_01915
BSR22_RS01920,,BSR22_RS01920,BSR22_01920,Protein Homology,343882,344154,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819108.1,YlxR family protein,WP_083703282.1,GO:0003723,,RNA binding|0003723||IEA,,BSR22_01920
infB,infB,BSR22_RS01925,BSR22_01925,Protein Homology,344211,347597,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863605.1,translation initiation factor IF-2,WP_077142150.1,"GO:0006413,GO:0003743,GO:0003924,GO:0005525,GO:0005737",cytoplasm|0005737||IEA,"translation initiation factor activity|0003743||IEA,GTPase activity|0003924||IEA,GTP binding|0005525||IEA",translational initiation|0006413||IEA,BSR22_01925
BSR22_RS01930,,BSR22_RS01930,BSR22_01930,Protein Homology,347614,347850,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863606.1,DUF3493 domain-containing protein,WP_077142149.1,,,,,BSR22_01930
BSR22_RS01940,,BSR22_RS01940,BSR22_01940,Protein Homology,347994,349550,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820976.1,ArnT family glycosyltransferase,WP_077142148.1,GO:0016757,,glycosyltransferase activity|0016757||IEA,,BSR22_01940
BSR22_RS01945,,BSR22_RS01945,BSR22_01945,Protein Homology,349588,350679,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019475398.1,glycosyltransferase family 2 protein,WP_077142147.1,GO:0016757,,glycosyltransferase activity|0016757||IEA,,BSR22_01945
BSR22_RS01950,,BSR22_RS01950,BSR22_01950,Protein Homology,350786,352405,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819112.1,photosystem II high light acclimation radical SAM protein,WP_077142146.1,,,,,BSR22_01950
clpS,clpS,BSR22_RS01955,BSR22_01955,Protein Homology,352421,352738,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806129.1,ATP-dependent Clp protease adapter ClpS,WP_077142145.1,,,,,BSR22_01955
BSR22_RS01960,,BSR22_RS01960,BSR22_01960,Protein Homology,352771,353997,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377134.1,LL-diaminopimelate aminotransferase,WP_077142144.1,GO:0008483,,transaminase activity|0008483||IEA,,BSR22_01960
BSR22_RS01965,,BSR22_RS01965,BSR22_01965,Protein Homology,354294,356126,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008398.1,Rne/Rng family ribonuclease,WP_077142143.1,"GO:0006396,GO:0003723,GO:0004540",,"RNA binding|0003723||IEA,RNA nuclease activity|0004540||IEA",RNA processing|0006396||IEA,BSR22_01965
BSR22_RS01970,,BSR22_RS01970,BSR22_01970,Protein Homology,356083,356700,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819116.1,ribonuclease HII,WP_077142142.1,,,,,BSR22_01970
BSR22_RS01975,,BSR22_RS01975,BSR22_01975,Protein Homology,356686,357204,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377137.1,DUF1997 domain-containing protein,WP_077142141.1,,,,,BSR22_01975
pheA,pheA,BSR22_RS01980,BSR22_01980,Protein Homology,357257,358102,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008401.1,prephenate dehydratase,WP_077142140.1,"GO:0009094,GO:0004664",,prephenate dehydratase activity|0004664||IEA,L-phenylalanine biosynthetic process|0009094||IEA,BSR22_01980
BSR22_RS01985,,BSR22_RS01985,BSR22_01985,Protein Homology,358104,359039,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806901.1,methyltransferase domain-containing protein,WP_077142139.1,GO:0008757,,S-adenosylmethionine-dependent methyltransferase activity|0008757||IEA,,BSR22_01985
BSR22_RS01990,,BSR22_RS01990,BSR22_01990,Protein Homology,359040,359696,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008403.1,LON peptidase substrate-binding domain-containing protein,WP_025937623.1,,,,,BSR22_01990
rpsJ,rpsJ,BSR22_RS01995,BSR22_01995,Protein Homology,359753,360073,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128995.1,30S ribosomal protein S10,WP_077142138.1,"GO:0006412,GO:0003723,GO:0003735,GO:0005840",ribosome|0005840||IEA,"RNA binding|0003723||IEA,structural constituent of ribosome|0003735||IEA",translation|0006412||IEA,BSR22_01995
tuf,tuf,BSR22_RS02000,BSR22_02000,Protein Homology,360174,361373,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011125813.1,elongation factor Tu,WP_077142137.1,"GO:0006414,GO:0003746,GO:0005525",,"translation elongation factor activity|0003746||IEA,GTP binding|0005525||IEA",translational elongation|0006414||IEA,BSR22_02000
fusA,fusA,BSR22_RS02005,BSR22_02005,Protein Homology,361419,363494,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377143.1,elongation factor G,WP_025937624.1,"GO:0006414,GO:0003746,GO:0005525",,"translation elongation factor activity|0003746||IEA,GTP binding|0005525||IEA",translational elongation|0006414||IEA,BSR22_02005
rpsG,rpsG,BSR22_RS02010,BSR22_02010,Protein Homology,363591,364061,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307671.1,30S ribosomal protein S7,WP_025923576.1,"GO:0006412,GO:0003735,GO:0015935",small ribosomal subunit|0015935||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,BSR22_02010
rpsL,rpsL,BSR22_RS02015,BSR22_02015,Protein Homology,364087,364461,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377145.1,30S ribosomal protein S12,WP_002805703.1,"GO:0006412,GO:0003735,GO:0015935",small ribosomal subunit|0015935||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,BSR22_02015
gltB,gltB,BSR22_RS02020,BSR22_02020,Protein Homology,364657,369228,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863621.1,glutamate synthase large subunit,WP_077142136.1,"GO:0006537,GO:0008152,GO:0003824,GO:0015930,GO:0016491",,"catalytic activity|0003824||IEA,glutamate synthase activity|0015930||IEA,oxidoreductase activity|0016491||IEA","glutamate biosynthetic process|0006537||IEA,metabolic process|0008152||IEA",BSR22_02020
BSR22_RS02025,,BSR22_RS02025,BSR22_02025,Protein Homology,369229,369522,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819126.1,YciI family protein,WP_025934014.1,,,,,BSR22_02025
lipA,lipA,BSR22_RS02030,BSR22_02030,Protein Homology,369529,370422,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819127.1,lipoyl synthase,WP_077142135.1,"GO:0009107,GO:0016992,GO:0051539,GO:1904047",,"lipoate synthase activity|0016992||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA,S-adenosyl-L-methionine binding|1904047||IEA",lipoate biosynthetic process|0009107||IEA,BSR22_02030
BSR22_RS02035,,BSR22_RS02035,BSR22_02035,Protein Homology,370768,371391,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819128.1,recombinase family protein,WP_225866689.1,"GO:0006310,GO:0015074,GO:0000150,GO:0003677",,"DNA strand exchange activity|0000150||IEA,DNA binding|0003677||IEA","DNA recombination|0006310||IEA,DNA integration|0015074||IEA",BSR22_02035
BSR22_RS02040,,BSR22_RS02040,BSR22_02040,Protein Homology,371393,371605,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805814.1,hypothetical protein,WP_077142133.1,,,,,BSR22_02040
BSR22_RS02045,,BSR22_RS02045,BSR22_02045,Protein Homology,371602,372510,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863626.1,serine hydrolase,WP_077142132.1,"GO:0030655,GO:0008800",,beta-lactamase activity|0008800||IEA,beta-lactam antibiotic catabolic process|0030655||IEA,BSR22_02045
BSR22_RS02050,,BSR22_RS02050,BSR22_02050,Protein Homology,372514,373272,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008413.1,C40 family peptidase,WP_077142131.1,"GO:0000270,GO:0006508,GO:0008233,GO:0008234,GO:0016787",,"peptidase activity|0008233||IEA,cysteine-type peptidase activity|0008234||IEA,hydrolase activity|0016787||IEA","peptidoglycan metabolic process|0000270||IEA,proteolysis|0006508||IEA",BSR22_02050
BSR22_RS02055,,BSR22_RS02055,BSR22_02055,Protein Homology,373325,373924,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819132.1,photosystem I reaction center protein subunit XI,WP_025891181.1,,,,,BSR22_02055
BSR22_RS02060,,BSR22_RS02060,BSR22_02060,Protein Homology,373952,374065,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807990.1,photosystem I reaction center subunit VIII,WP_011863629.1,,,,,BSR22_02060
BSR22_RS09690,,BSR22_RS09690,BSR22_RS09690,GeneMarkS-2+,374386,374550,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_225866688.1,,,,,
BSR22_RS02070,,BSR22_RS02070,BSR22_02070,Protein Homology,374555,375517,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863631.1,glycosyltransferase family 2 protein,WP_077142129.1,GO:0016757,,glycosyltransferase activity|0016757||IEA,,BSR22_02070
psaB,psaB,BSR22_RS02075,BSR22_02075,Protein Homology,375621,377849,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011133151.1,photosystem I core protein PsaB,WP_011819135.1,"GO:0015979,GO:0016168,GO:0009522,GO:0009538,GO:0009579,GO:0016020","photosystem I|0009522||IEA,photosystem I reaction center|0009538||IEA,thylakoid|0009579||IEA,membrane|0016020||IEA",chlorophyll binding|0016168||IEA,photosynthesis|0015979||IEA,BSR22_02075
psaA,psaA,BSR22_RS02080,BSR22_02080,Protein Homology,377877,380180,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128980.1,photosystem I core protein PsaA,WP_025927692.1,"GO:0015979,GO:0016168,GO:0046872,GO:0009538,GO:0016020","photosystem I reaction center|0009538||IEA,membrane|0016020||IEA","chlorophyll binding|0016168||IEA,metal ion binding|0046872||IEA",photosynthesis|0015979||IEA,BSR22_02080
cobJ,cobJ,BSR22_RS02085,BSR22_02085,Protein Homology,380515,382317,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819137.1,precorrin-3B C(17)-methyltransferase,WP_077142128.1,"GO:0009236,GO:0030789",,precorrin-3B C17-methyltransferase activity|0030789||IEA,cobalamin biosynthetic process|0009236||IEA,BSR22_02085
BSR22_RS02090,,BSR22_RS02090,BSR22_02090,Protein Homology,382415,383203,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819138.1,TIGR01548 family HAD-type hydrolase,WP_077142127.1,,,,,BSR22_02090
alr,alr,BSR22_RS02100,BSR22_02100,Protein Homology,383389,384588,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819143.1,alanine racemase,WP_077142126.1,"GO:0006522,GO:0009252,GO:0008784",,alanine racemase activity|0008784||IEA,"alanine metabolic process|0006522||IEA,peptidoglycan biosynthetic process|0009252||IEA",BSR22_02100
BSR22_RS02105,,BSR22_RS02105,BSR22_02105,Protein Homology,384606,385163,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377163.1,HNH endonuclease,WP_032520888.1,"GO:0003676,GO:0004519,GO:0008270",,"nucleic acid binding|0003676||IEA,endonuclease activity|0004519||IEA,zinc ion binding|0008270||IEA",,BSR22_02105
prfA,prfA,BSR22_RS02110,BSR22_02110,Protein Homology,385174,386268,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011821010.1,peptide chain release factor 1,WP_025972581.1,"GO:0006415,GO:0003747",,translation release factor activity|0003747||IEA,translational termination|0006415||IEA,BSR22_02110
rpmE,rpmE,BSR22_RS02115,BSR22_02115,Protein Homology,386296,386556,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863638.1,50S ribosomal protein L31,WP_077142125.1,"GO:0006412,GO:0003735",,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,BSR22_02115
rpsI,rpsI,BSR22_RS02120,BSR22_RS02120,Protein Homology,386570,386980,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008429.1,30S ribosomal protein S9,WP_011819147.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,
rplM,rplM,BSR22_RS02125,BSR22_RS02125,Protein Homology,386990,387421,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011133160.1,50S ribosomal protein L13,WP_077142124.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,
truA,truA,BSR22_RS02130,BSR22_02125,Protein Homology,387536,388342,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863641.1,tRNA pseudouridine(38-40) synthase TruA,WP_077142123.1,"GO:0001522,GO:0009451,GO:0003723,GO:0009982",,"RNA binding|0003723||IEA,pseudouridine synthase activity|0009982||IEA","pseudouridine synthesis|0001522||IEA,RNA modification|0009451||IEA",BSR22_02125
rplQ,rplQ,BSR22_RS02135,BSR22_02130,Protein Homology,388381,388731,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011433191.1,50S ribosomal protein L17,WP_025895051.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,BSR22_02130
BSR22_RS02140,,BSR22_RS02140,BSR22_02135,Protein Homology,388746,389684,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006854806.1,DNA-directed RNA polymerase subunit alpha,WP_077142122.1,"GO:0006351,GO:0003677,GO:0003899,GO:0046983",,"DNA binding|0003677||IEA,DNA-directed 5'-3' RNA polymerase activity|0003899||IEA,protein dimerization activity|0046983||IEA",DNA-templated transcription|0006351||IEA,BSR22_02135
rpsK,rpsK,BSR22_RS02145,BSR22_02140,Protein Homology,389738,390130,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011295451.1,30S ribosomal protein S11,WP_002805825.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,BSR22_02140
rpsM,rpsM,BSR22_RS02150,BSR22_02145,Protein Homology,390175,390540,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011133165.1,30S ribosomal protein S13,WP_025934029.1,"GO:0006412,GO:0003723,GO:0003735,GO:0005840",ribosome|0005840||IEA,"RNA binding|0003723||IEA,structural constituent of ribosome|0003735||IEA",translation|0006412||IEA,BSR22_02145
rpmJ,rpmJ,BSR22_RS02155,BSR22_02150,Protein Homology,390582,390698,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377173.1,50S ribosomal protein L36,WP_011377173.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,BSR22_02150
BSR22_RS02160,,BSR22_RS02160,BSR22_02155,Protein Homology,390744,391292,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819153.1,adenylate kinase,WP_077142121.1,,,,,BSR22_02155
secY,secY,BSR22_RS02165,BSR22_02160,Protein Homology,391292,392611,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863646.1,preprotein translocase subunit SecY,WP_025934031.1,"GO:0015031,GO:0043952,GO:0016020",membrane|0016020||IEA,,"protein transport|0015031||IEA,protein transport by the Sec complex|0043952||IEA",BSR22_02160
rplO,rplO,BSR22_RS02170,BSR22_02165,Protein Homology,392644,393099,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819155.1,50S ribosomal protein L15,WP_077142120.1,"GO:0006412,GO:0003735,GO:0015934",large ribosomal subunit|0015934||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,BSR22_02165
rpsE,rpsE,BSR22_RS02175,BSR22_02170,Protein Homology,393104,393724,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863648.1,30S ribosomal protein S5,WP_025934033.1,"GO:0006412,GO:0003735,GO:0015935",small ribosomal subunit|0015935||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,BSR22_02170
rplR,rplR,BSR22_RS02180,BSR22_02175,Protein Homology,393741,394109,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807401.1,50S ribosomal protein L18,WP_025934034.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,BSR22_02175
rplF,rplF,BSR22_RS02185,BSR22_02180,Protein Homology,394124,394663,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377179.1,50S ribosomal protein L6,WP_011819158.1,"GO:0006412,GO:0003735,GO:0019843,GO:0005840",ribosome|0005840||IEA,"structural constituent of ribosome|0003735||IEA,rRNA binding|0019843||IEA",translation|0006412||IEA,BSR22_02180
rpsH,rpsH,BSR22_RS02190,BSR22_RS02190,Protein Homology,394676,395077,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012196216.1,30S ribosomal protein S8,WP_011819159.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,
rplE,rplE,BSR22_RS02195,BSR22_RS02195,Protein Homology,395087,395626,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377181.1,50S ribosomal protein L5,WP_011819160.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,
rplX,rplX,BSR22_RS02200,BSR22_02190,Protein Homology,395701,396057,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011133175.1,50S ribosomal protein L24,WP_011819161.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,BSR22_02190
rplN,rplN,BSR22_RS02205,BSR22_02195,Protein Homology,396058,396423,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019475475.1,50S ribosomal protein L14,WP_002807235.1,"GO:0006412,GO:0003735,GO:0015934",large ribosomal subunit|0015934||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,BSR22_02195
rpsQ,rpsQ,BSR22_RS02210,BSR22_RS02210,Protein Homology,396420,396686,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011821028.1,30S ribosomal protein S17,WP_025923604.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,
rpmC,rpmC,BSR22_RS02215,BSR22_RS02215,Protein Homology,396696,396914,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805718.1,50S ribosomal protein L29,WP_025934037.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,
rplP,rplP,BSR22_RS02220,BSR22_02205,Protein Homology,396911,397393,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819164.1,50S ribosomal protein L16,WP_025934038.1,"GO:0006412,GO:0003735,GO:0019843",,"structural constituent of ribosome|0003735||IEA,rRNA binding|0019843||IEA",translation|0006412||IEA,BSR22_02205
