gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags
ALT831_RS04425,,ALT831_RS04425,MIT1002_00908,Protein Homology,1005086,1006120,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978185.1,IS110 family RNA-guided transposase,WP_049589228.1,GO:0004803,,transposase activity|0004803||IEA,,,MIT1002_00908
ALT831_RS04430,,ALT831_RS04430,MIT1002_00909,Protein Homology,1006529,1007404,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978472.1,BadF/BadG/BcrA/BcrD ATPase family protein,WP_049585926.1,,,,,,MIT1002_00909
nagA,nagA,ALT831_RS04435,MIT1002_00910,Protein Homology,1007401,1008543,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975795.1,N-acetylglucosamine-6-phosphate deacetylase,WP_049585927.1,"GO:0006044,GO:0008448",,N-acetylglucosamine-6-phosphate deacetylase activity|0008448||IEA,N-acetylglucosamine metabolic process|0006044||IEA,,MIT1002_00910
ALT831_RS04440,,ALT831_RS04440,MIT1002_00911,Protein Homology,1008591,1009496,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975796.1,hypothetical protein,WP_049585928.1,,,,,,MIT1002_00911
ALT831_RS04445,,ALT831_RS04445,MIT1002_00912,Protein Homology,1009593,1011185,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997474.1,ABC-F family ATPase,WP_014951404.1,"GO:0005524,GO:0016887",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA",,,MIT1002_00912
ALT831_RS04450,,ALT831_RS04450,MIT1002_00913,Protein Homology,1011842,1012222,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951406.1,PA2779 family protein,WP_049585929.1,,,,,,MIT1002_00913
ALT831_RS04455,,ALT831_RS04455,MIT1002_00914,Protein Homology,1012227,1013156,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951407.1,PA2778 family cysteine peptidase,WP_049585930.1,GO:0005515,,protein binding|0005515||IEA,,,MIT1002_00914
ALT831_RS04460,,ALT831_RS04460,MIT1002_00915,Protein Homology,1013471,1014574,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948442.1,mechanosensitive ion channel family protein,WP_049585931.1,GO:0008381,,mechanosensitive monoatomic ion channel activity|0008381||IEA,,,MIT1002_00915
ALT831_RS04465,,ALT831_RS04465,MIT1002_00916,Protein Homology,1014657,1015232,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948444.1,outer membrane beta-barrel protein,WP_049585932.1,,,,,,MIT1002_00916
ALT831_RS04470,,ALT831_RS04470,MIT1002_00917,Protein Homology,1015231,1015605,+,,,COORDINATES: protein motif:HMM:NF013088.7,DMT family transporter,WP_231514351.1,GO:0016020,membrane|0016020||IEA,,,,MIT1002_00917
ALT831_RS04475,,ALT831_RS04475,MIT1002_00918,Protein Homology,1015675,1018041,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014611483.1,TonB-dependent receptor domain-containing protein,WP_049585934.1,,,,,,MIT1002_00918
ALT831_RS04485,,ALT831_RS04485,MIT1002_00919,Protein Homology,1018694,1019746,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516649.1,HlyD family secretion protein,WP_053103809.1,"GO:0055085,GO:0022857,GO:0016020",membrane|0016020||IEA,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,,MIT1002_00919
rbbA,rbbA,ALT831_RS04490,MIT1002_00920,Protein Homology,1019746,1022478,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015065894.1,ribosome-associated ATPase/putative transporter RbbA,WP_049585935.1,"GO:0055085,GO:0005524,GO:0042626,GO:0016020,GO:0043190","membrane|0016020||IEA,ATP-binding cassette (ABC) transporter complex|0043190||IEA","ATP binding|0005524||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA",transmembrane transport|0055085||IEA,,MIT1002_00920
ALT831_RS04495,,ALT831_RS04495,MIT1002_00921,Protein Homology,1022482,1023603,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015065895.1,ABC transporter permease,WP_049585936.1,"GO:0140359,GO:0016020",membrane|0016020||IEA,ABC-type transporter activity|0140359||IEA,,,MIT1002_00921
ALT831_RS04505,,ALT831_RS04505,MIT1002_00923,Protein Homology,1024170,1025345,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978481.1,MFS transporter,WP_231514252.1,"GO:0055085,GO:0022857",,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,,MIT1002_00923
ALT831_RS04515,,ALT831_RS04515,MIT1002_00925,Protein Homology,1025708,1028461,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948460.1,choice-of-anchor B family protein,WP_049585938.1,,,,,,MIT1002_00925
ALT831_RS04520,,ALT831_RS04520,MIT1002_00926,Protein Homology,1028545,1029354,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948461.1,MbnP family copper-binding protein,WP_014975805.1,,,,,,MIT1002_00926
ALT831_RS04525,,ALT831_RS04525,MIT1002_00927,Protein Homology,1029426,1030475,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948462.1,MbnH family di-heme enzyme,WP_049585939.1,,,,,,MIT1002_00927
ALT831_RS04530,,ALT831_RS04530,MIT1002_00928,Protein Homology,1030630,1030959,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997493.1,hypothetical protein,WP_014948463.1,,,,,,MIT1002_00928
ALT831_RS04535,,ALT831_RS04535,MIT1002_00929,Protein Homology,1031008,1031667,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948464.1,hypothetical protein,WP_014975806.1,,,,,,MIT1002_00929
ALT831_RS04540,,ALT831_RS04540,MIT1002_00930,Protein Homology,1031980,1032306,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997495.1,DUF3718 domain-containing protein,WP_014948465.1,,,,,,MIT1002_00930
ALT831_RS04545,,ALT831_RS04545,MIT1002_00931,Protein Homology,1032459,1033220,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978485.1,LytR/AlgR family response regulator transcription factor,WP_049585940.1,"GO:0000160,GO:0000156,GO:0003677",,"phosphorelay response regulator activity|0000156||IEA,DNA binding|0003677||IEA",phosphorelay signal transduction system|0000160||IEA,,MIT1002_00931
ALT831_RS04550,,ALT831_RS04550,MIT1002_00932,Protein Homology,1033359,1033760,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978486.1,CidA/LrgA family protein,WP_049585941.1,GO:0016020,membrane|0016020||IEA,,,,MIT1002_00932
ALT831_RS04555,,ALT831_RS04555,MIT1002_00933,Protein Homology,1033757,1034467,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975808.1,LrgB family protein,WP_049585942.1,GO:0005886,plasma membrane|0005886||IEA,,,,MIT1002_00933
ALT831_RS04560,,ALT831_RS04560,MIT1002_00934,Protein Homology,1034834,1035829,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013785263.1,response regulator,WP_014975809.1,,,,,,MIT1002_00934
ALT831_RS04565,,ALT831_RS04565,MIT1002_00935,Protein Homology,1035829,1036341,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948470.1,PAS domain-containing protein,WP_014948470.1,,,,,,MIT1002_00935
ALT831_RS04570,,ALT831_RS04570,MIT1002_00936,Protein Homology,1036453,1038231,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978490.1,Lcl C-terminal domain-containing protein,WP_039224958.1,,,,,,MIT1002_00936
ALT831_RS04575,,ALT831_RS04575,MIT1002_00937,Protein Homology,1038234,1038806,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978491.1,Lcl C-terminal domain-containing protein,WP_080986373.1,,,,,,MIT1002_00937
ALT831_RS04580,,ALT831_RS04580,MIT1002_00938,Protein Homology,1039118,1039912,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978492.1,YggN family protein,WP_014978492.1,,,,,,MIT1002_00938
hemW,hemW,ALT831_RS04585,MIT1002_00939,Protein Homology,1040024,1041163,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997504.1,radical SAM family heme chaperone HemW,WP_049585943.1,"GO:0006779,GO:0051539,GO:0051989,GO:0005737",cytoplasm|0005737||IEA,"4 iron%2C 4 sulfur cluster binding|0051539||IEA,coproporphyrinogen dehydrogenase activity|0051989||IEA",porphyrin-containing compound biosynthetic process|0006779||IEA,,MIT1002_00939
ALT831_RS04590,,ALT831_RS04590,MIT1002_00940,Protein Homology,1041156,1041758,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517432.1,XTP/dITP diphosphatase,WP_014948475.1,"GO:0009143,GO:0047429",,nucleoside triphosphate diphosphatase activity|0047429||IEA,nucleoside triphosphate catabolic process|0009143||IEA,,MIT1002_00940
srmB,srmB,ALT831_RS04595,MIT1002_00941,Protein Homology,1041979,1043205,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517433.1,ATP-dependent RNA helicase SrmB,WP_014948476.1,"GO:0000027,GO:0003724",,RNA helicase activity|0003724||IEA,ribosomal large subunit assembly|0000027||IEA,,MIT1002_00941
ALT831_RS04600,,ALT831_RS04600,MIT1002_00942,Protein Homology,1043356,1044534,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978496.1,CCA-adding protein,WP_049585944.1,,,,,,MIT1002_00942
ALT831_RS04605,,ALT831_RS04605,MIT1002_00943,Protein Homology,1044755,1045666,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517435.1,ExeA family protein,WP_014948480.1,,,,,,MIT1002_00943
ALT831_RS04610,,ALT831_RS04610,MIT1002_00944,Protein Homology,1045659,1046942,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948481.1,general secretion pathway protein GspB,WP_049585945.1,GO:0015627,type II protein secretion system complex|0015627||IEA,,,,MIT1002_00944
ALT831_RS04615,,ALT831_RS04615,MIT1002_00945,Protein Homology,1047053,1048249,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948482.1,HD-GYP domain-containing protein,WP_049585946.1,"GO:0004112,GO:0046872",,"cyclic-nucleotide phosphodiesterase activity|0004112||IEA,metal ion binding|0046872||IEA",,,MIT1002_00945
leuD,leuD,ALT831_RS04620,MIT1002_00946,Protein Homology,1048596,1049201,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997511.1,3-isopropylmalate dehydratase small subunit,WP_049585947.1,"GO:0009098,GO:0003861,GO:0009316",3-isopropylmalate dehydratase complex|0009316||IEA,3-isopropylmalate dehydratase activity|0003861||IEA,L-leucine biosynthetic process|0009098||IEA,,MIT1002_00946
leuC,leuC,ALT831_RS04625,MIT1002_00947,Protein Homology,1049205,1050605,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517439.1,3-isopropylmalate dehydratase large subunit,WP_049585948.1,"GO:0009098,GO:0003861,GO:0051539,GO:0009316",3-isopropylmalate dehydratase complex|0009316||IEA,"3-isopropylmalate dehydratase activity|0003861||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA",L-leucine biosynthetic process|0009098||IEA,,MIT1002_00947
leuB,leuB,ALT831_RS04630,MIT1002_00948,Protein Homology,1050615,1051712,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997513.1,3-isopropylmalate dehydrogenase,WP_049585949.1,"GO:0009098,GO:0003862",,3-isopropylmalate dehydrogenase activity|0003862||IEA,L-leucine biosynthetic process|0009098||IEA,,MIT1002_00948
leuA,leuA,ALT831_RS04635,MIT1002_00949,Protein Homology,1051713,1053272,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517441.1,2-isopropylmalate synthase,WP_049585950.1,"GO:0019752,GO:0003852",,2-isopropylmalate synthase activity|0003852||IEA,carboxylic acid metabolic process|0019752||IEA,,MIT1002_00949
ALT831_RS04640,,ALT831_RS04640,MIT1002_00950,Protein Homology,1053724,1054458,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975822.1,hypothetical protein,WP_049585951.1,,,,,,MIT1002_00950
eno,eno,ALT831_RS04645,MIT1002_00951,Protein Homology,1054604,1055896,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517443.1,phosphopyruvate hydratase,WP_049585952.1,"GO:0006096,GO:0000287,GO:0004634,GO:0000015",phosphopyruvate hydratase complex|0000015||IEA,"magnesium ion binding|0000287||IEA,phosphopyruvate hydratase activity|0004634||IEA",glycolytic process|0006096||IEA,,MIT1002_00951
ALT831_RS04650,,ALT831_RS04650,MIT1002_00952,Protein Homology,1055956,1057587,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013785243.1,CTP synthase,WP_049585953.1,"GO:0006221,GO:0006241,GO:0003883",,CTP synthase activity|0003883||IEA,"pyrimidine nucleotide biosynthetic process|0006221||IEA,CTP biosynthetic process|0006241||IEA",,MIT1002_00952
mutS,mutS,ALT831_RS04655,MIT1002_00953,Protein Homology,1057744,1060365,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978517.1,DNA mismatch repair protein MutS,WP_049585954.1,"GO:0006298,GO:0005524,GO:0030983",,"ATP binding|0005524||IEA,mismatched DNA binding|0030983||IEA",mismatch repair|0006298||IEA,,MIT1002_00953
ALT831_RS04660,,ALT831_RS04660,MIT1002_00954,Protein Homology,1060509,1061048,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997516.1,CinA family protein,WP_049585955.1,,,,,,MIT1002_00954
recA,recA,ALT831_RS04665,MIT1002_00955,Protein Homology,1061169,1062215,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948506.1,recombinase RecA,WP_049585956.1,"GO:0006281,GO:0003677,GO:0003697,GO:0005524,GO:0008094",,"DNA binding|0003677||IEA,single-stranded DNA binding|0003697||IEA,ATP binding|0005524||IEA,ATP-dependent activity%2C acting on DNA|0008094||IEA",DNA repair|0006281||IEA,,MIT1002_00955
ALT831_RS04670,,ALT831_RS04670,MIT1002_00956,Protein Homology,1062532,1063353,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517448.1,ABC transporter ATP-binding protein,WP_014978519.1,"GO:0005524,GO:0016887,GO:0140359",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ABC-type transporter activity|0140359||IEA",,,MIT1002_00956
ALT831_RS04675,,ALT831_RS04675,MIT1002_00957,Protein Homology,1063337,1064533,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517449.1,ABC transporter permease,WP_049585957.1,"GO:0140359,GO:0016020",membrane|0016020||IEA,ABC-type transporter activity|0140359||IEA,,,MIT1002_00957
ALT831_RS04680,,ALT831_RS04680,MIT1002_00958,Protein Homology,1064670,1064987,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948509.1,EscU/YscU/HrcU family type III secretion system export apparatus switch protein,WP_014948509.1,"GO:0009306,GO:0016020",membrane|0016020||IEA,,protein secretion|0009306||IEA,,MIT1002_00958
ALT831_RS04685,,ALT831_RS04685,MIT1002_00959,Protein Homology,1064999,1067596,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015066374.1,flagellar hook-length control protein FliK,WP_197047968.1,,,,,,MIT1002_00959
ccmA,ccmA,ALT831_RS04690,MIT1002_00960,Protein Homology,1067877,1068500,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997526.1,cytochrome c biogenesis heme-transporting ATPase CcmA,WP_049585958.1,"GO:0017004,GO:0005524,GO:0022857",,"ATP binding|0005524||IEA,transmembrane transporter activity|0022857||IEA",cytochrome complex assembly|0017004||IEA,,MIT1002_00960
ccmB,ccmB,ALT831_RS04695,MIT1002_00961,Protein Homology,1068500,1069165,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975828.1,heme exporter protein CcmB,WP_049585959.1,"GO:0015886,GO:0015232",,heme transmembrane transporter activity|0015232||IEA,heme transport|0015886||IEA,,MIT1002_00961
ALT831_RS04700,,ALT831_RS04700,MIT1002_00962,Protein Homology,1069165,1069956,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978523.1,heme ABC transporter permease,WP_049585960.1,"GO:0017004,GO:0015232,GO:0020037,GO:0016020",membrane|0016020||IEA,"heme transmembrane transporter activity|0015232||IEA,heme binding|0020037||IEA",cytochrome complex assembly|0017004||IEA,,MIT1002_00962
ccmD,ccmD,ALT831_RS04705,MIT1002_00963,Protein Homology,1069958,1070167,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975830.1,heme exporter protein CcmD,WP_014975830.1,"GO:0015886,GO:0017004,GO:0016020",membrane|0016020||IEA,,"heme transport|0015886||IEA,cytochrome complex assembly|0017004||IEA",,MIT1002_00963
ccmE,ccmE,ALT831_RS04710,MIT1002_00964,Protein Homology,1070243,1070737,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997530.1,cytochrome c maturation protein CcmE,WP_049585961.1,"GO:0017004,GO:0020037,GO:0005886",plasma membrane|0005886||IEA,heme binding|0020037||IEA,cytochrome complex assembly|0017004||IEA,,MIT1002_00964
ALT831_RS04715,,ALT831_RS04715,MIT1002_00965,Protein Homology,1070741,1072798,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948516.1,heme lyase CcmF/NrfE family subunit,WP_049585962.1,"GO:0017004,GO:0015232,GO:0020037,GO:0005886",plasma membrane|0005886||IEA,"heme transmembrane transporter activity|0015232||IEA,heme binding|0020037||IEA",cytochrome complex assembly|0017004||IEA,,MIT1002_00965
ALT831_RS04720,,ALT831_RS04720,MIT1002_00966,Protein Homology,1072798,1073499,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997532.1,redoxin family protein,WP_049585963.1,GO:0016491,,oxidoreductase activity|0016491||IEA,,,MIT1002_00966
ALT831_RS04725,,ALT831_RS04725,MIT1002_00967,Protein Homology,1073496,1073993,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978527.1,cytochrome c-type biogenesis protein,WP_049585964.1,"GO:0017004,GO:0046872",,metal ion binding|0046872||IEA,cytochrome complex assembly|0017004||IEA,,MIT1002_00967
ccmI,ccmI,ALT831_RS04730,MIT1002_00968,Protein Homology,1073990,1075300,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948519.1,c-type cytochrome biogenesis protein CcmI,WP_049585965.1,"GO:0017004,GO:0051082",,unfolded protein binding|0051082||IEA,cytochrome complex assembly|0017004||IEA,,MIT1002_00968
ALT831_RS04735,,ALT831_RS04735,MIT1002_00969,Protein Homology,1075303,1076247,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978529.1,MlaA family lipoprotein,WP_049585966.1,"GO:0120010,GO:0016020",membrane|0016020||IEA,,intermembrane phospholipid transfer|0120010||IEA,,MIT1002_00969
galE,galE,ALT831_RS04740,MIT1002_00970,Protein Homology,1076427,1077449,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015066381.1,UDP-glucose 4-epimerase GalE,WP_014978530.1,"GO:0006012,GO:0003978",,UDP-glucose 4-epimerase activity|0003978||IEA,galactose metabolic process|0006012||IEA,,MIT1002_00970
ALT831_RS04745,,ALT831_RS04745,MIT1002_00971,Protein Homology,1077446,1077748,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015066382.1,DUF6170 family protein,WP_014975838.1,,,,,,MIT1002_00971
ALT831_RS04750,,ALT831_RS04750,MIT1002_00972,Protein Homology,1077849,1079369,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975839.1,peptide MFS transporter,WP_014975839.1,"GO:0015833,GO:0055085,GO:0022857,GO:1904680,GO:0016020",membrane|0016020||IEA,"transmembrane transporter activity|0022857||IEA,peptide transmembrane transporter activity|1904680||IEA","peptide transport|0015833||IEA,transmembrane transport|0055085||IEA",,MIT1002_00972
ALT831_RS04755,,ALT831_RS04755,MIT1002_00973,Protein Homology,1079587,1080705,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948524.1,capsule biosynthesis protein,WP_049585967.1,,,,,,MIT1002_00973
ALT831_RS04760,,ALT831_RS04760,MIT1002_00974,Protein Homology,1080718,1081392,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517466.1,ABC transporter ATP-binding protein,WP_039230569.1,"GO:0005524,GO:0016887,GO:0042626,GO:0140359",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,,MIT1002_00974
ALT831_RS04765,,ALT831_RS04765,MIT1002_00975,Protein Homology,1081389,1082168,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997541.1,ABC transporter permease,WP_014978534.1,"GO:0055085,GO:0042626,GO:0140359,GO:0016020,GO:0043190","membrane|0016020||IEA,ATP-binding cassette (ABC) transporter complex|0043190||IEA","ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",transmembrane transport|0055085||IEA,,MIT1002_00975
ALT831_RS04770,,ALT831_RS04770,MIT1002_00976,Protein Homology,1082171,1084003,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948527.1,polysaccharide biosynthesis/export family protein,WP_014948527.1,"GO:0015774,GO:0015159,GO:0016020",membrane|0016020||IEA,polysaccharide transmembrane transporter activity|0015159||IEA,polysaccharide transport|0015774||IEA,,MIT1002_00976
