Accession,Peptide count,Unique peptides,Confidence score,Description,Light 1,Light 2,Light 3,Light 4,Light 5,Light Glu nM 1,Light Glu nM 2,Light Glu nM 3,Light Glu nM 4,Light Glu mM 1,Light Glu mM 2,Light Glu mM 3,Light Glu mM 4,Darkness 1,Darkness 2,Darkness 3,Darkness 4,Darkness 5,Darkness 6,Darkness Glu nM 1,Darkness Glu nM 2,Darkness Glu nM 3,Darkness Glu nM 4,Darkness Glu nM 5,Darkness Glu mM 1,Darkness Glu mM 2,Darkness Glu mM 3,Light 1,Light 3,Light 5,Light Glu nM 1,Light Glu nM 3,Light Glu nM 4,Light Glu mM 1,Light Glu mM 3,Light Glu mM 4,Darkness 1,Darkness 3,Darkness 5,Darkness Glu nM 1,Darkness Glu nM 3,Darkness Glu nM 5,Darkness Glu mM 1,Darkness Glu mM 2,Darkness Glu mM 3,Marinobacter_SS120,Light avg,Light G nM avg,Light G mM avg,Darkness avg,Darkness G nM,Darkness G mM,FC G nM/L,FC GmM/L,FC G nM/D,FC G mM/D,t.test G nM/L,t.test G mM/L,t.test G nM/O,t.test G mM/O
E4PMS3,2,2,6.65741,Uncharacterized protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_437 PE=4 SV=1,519753,402425,568004,211898,830395,705558,2568958,424738,1912113,519910,199285,2482308,624434,79746.8,119475,69308.7,235178,96497.4,188154,326196,189656,91987.9,517847,258532,202327,64911.6,581857,0.00064,0.00034,0.00053,0.0007,0.0004,0.00051,0.00038,0.00077,0.00026,8.90E-05,0.00015,0.00017,0.00039,0.00011,0.0002,0.00019,0.0001,0.00094,Uncharacterized protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_437 PE=4 SV=1,0.0005,0.00054,0.00047,0.00014,0.00023,0.00041,1.07,0.95,1.69,3.01,0.4,0.44,0.16,0.18
E4PLY5,16,16,111.871,Elongation factor G OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=fusA PE=3 SV=1,6709430,9929066,2.60E+07,1.40E+07,6.50E+07,1.10E+07,5.00E+07,1.80E+07,6.40E+07,2.50E+07,1.10E+07,3.50E+07,6.70E+07,3271103,6597063,4692087,1.10E+07,6111531,1.20E+07,1.10E+07,2.40E+07,1.30E+07,1.50E+07,2.00E+07,1.40E+07,1.40E+07,8368960,0.00823,0.01519,0.04124,0.0112,0.01652,0.01695,0.01861,0.01074,0.02845,0.00364,0.01001,0.01108,0.01249,0.01532,0.01577,0.01348,0.02171,0.0135,Elongation factor G OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=fusA PE=3 SV=1,0.02155,0.01489,0.01927,0.00824,0.01453,0.01623,0.69,0.89,1.76,1.97,0.27,0.42,0.03,0.05
E4PI23,3,3,8.53824,Protein containing LysM domain OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3745 PE=4 SV=1,47726.6,20407.4,244156,29534.2,123228,163251,156779,292366,107367,233483,22489.6,95546.3,103526,31843.4,434608,29226.9,38671.4,88271,11142.2,24745.2,42156.7,58051,51745.5,95743.1,35786.2,63603.2,100938,5.90E-05,0.00015,7.80E-05,0.00016,0.00028,2.80E-05,0.00017,3.00E-05,4.40E-05,3.50E-05,6.20E-05,0.00016,2.90E-05,6.90E-05,7.40E-05,3.40E-05,0.0001,0.00016,Protein containing LysM domain OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3745 PE=4 SV=1,9.40E-05,0.00016,8.20E-05,8.60E-05,5.80E-05,1.00E-04,1.65,0.87,0.67,1.16,0.23,0.42,0.26,0.4
E4PLY1,23,23,89.429,DNA-directed RNA polymerase subunit beta OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpoB PE=3 SV=1,6722723,6806143,1.80E+07,5985051,3.20E+07,7060438,4.30E+07,1.50E+07,5.00E+07,1.60E+07,1.10E+07,4.40E+07,2.10E+07,3464557,1.70E+07,2377695,8431920,4488235,5291290,6487892,2.40E+07,5902911,1.30E+07,8597405,1.50E+07,5819583,5265367,0.00825,0.01094,0.01999,0.00699,0.0139,0.01327,0.01164,0.01353,0.00893,0.00386,0.00507,0.00814,0.00766,0.00706,0.00664,0.01461,0.00929,0.0085,DNA-directed RNA polymerase subunit beta OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpoB PE=3 SV=1,0.01306,0.01139,0.01137,0.00569,0.00712,0.0108,0.87,0.87,1.25,1.9,0.35,0.34,0.17,0.05
E4PN43,2,2,7.43517,"Phosphonate ABC transporter, periplasmic phosphonate-binding protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1728 PE=3 SV=1",129936,313316,37627.2,35198.8,106893,44125.6,151646,13750.2,134213,33394.5,38310,63311.1,408119,7371.67,8529.42,4684.42,10599.3,12768.7,6734.23,29089.7,35899.9,8866.45,58568.9,86154.4,108785,261184,849233,0.00016,2.20E-05,6.80E-05,4.40E-05,1.30E-05,3.60E-05,2.50E-05,2.00E-05,0.00017,8.20E-06,1.00E-05,2.30E-05,3.40E-05,1.10E-05,6.70E-05,0.0001,0.00042,0.00137,"Phosphonate ABC transporter, periplasmic phosphonate-binding protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1728 PE=3 SV=1",8.30E-05,3.10E-05,7.20E-05,1.40E-05,3.70E-05,0.00063,0.37,0.87,2.7,45.75,0.14,0.44,0.12,0.09
E4PI18,3,3,10.9787,Glycine--tRNA ligase alpha subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=glyQ PE=3 SV=1,92504.4,441752,243461,146679,1072399,120145,452258,66720.9,844922,26010.3,685793,323910,1486390,115455,941779,127445,256288,473980,257731,382775,388564,40340.8,703790,567643,649075,215858,337493,0.00011,0.00014,0.00068,0.00012,6.30E-05,0.00022,1.90E-05,0.0001,0.00063,0.00013,0.00027,0.00086,0.00045,4.80E-05,0.00044,0.00062,0.00034,0.00054,Glycine--tRNA ligase alpha subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=glyQ PE=3 SV=1,0.00031,0.00014,0.00025,0.00042,0.00031,0.0005,0.43,0.8,0.75,1.2,0.2,0.41,0.35,0.37
E4PPH0,4,4,13.2634,Carbamoyl-phosphate synthase large chain OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=carB PE=3 SV=1,825815,245488,1690395,631253,2146117,1032779,2018083,1157753,4696308,1303016,366475,4089697,689871,278833,1096426,451601,637285,518229,1563600,1357224,1075975,753495,1824069,804117,261499,483038,2197841,0.00101,0.00101,0.00136,0.00102,0.00109,0.00124,0.00096,0.00127,0.00029,0.00031,0.00096,0.00094,0.0016,0.0009,0.00062,0.00025,0.00077,0.00355,Carbamoyl-phosphate synthase large chain OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=carB PE=3 SV=1,0.00113,0.00112,0.00084,0.00074,0.00104,0.00152,0.99,0.75,1.41,2.06,0.48,0.21,0.22,0.25
E4PF72,18,18,86.4255,Malate synthase G OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=glcB PE=3 SV=1,9785654,1.50E+07,1.80E+07,6105354,2.60E+07,1.10E+07,5.40E+07,1.30E+07,5.40E+07,1.50E+07,6526244,1.70E+07,3.00E+07,5679865,2.20E+07,3064847,9801195,4796588,1.80E+07,9979535,2.90E+07,8800199,2.20E+07,1.10E+07,1.10E+07,6966366,5002857,0.01201,0.01082,0.01632,0.01051,0.01252,0.01438,0.01142,0.00528,0.0125,0.00632,0.00654,0.00869,0.01179,0.01053,0.00817,0.01043,0.01111,0.00807,Malate synthase G OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=glcB PE=3 SV=1,0.01305,0.01247,0.00973,0.00719,0.01016,0.00987,0.96,0.75,1.41,1.37,0.39,0.15,0.04,0.04
E4PRA6,5,5,20.2747,Inosine-5'-monophosphate dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=guaB PE=3 SV=1,926671,1416056,2589704,848764,2419640,1520766,3969348,1546329,3108117,1175528,615057,3770747,2591141,619950,1581584,380623,856814,598252,512486,1109735,818474,912868,1906845,1381823,588640,641056,744533,0.00114,0.00154,0.00153,0.00151,0.00146,0.00082,0.00087,0.00117,0.00109,0.00069,0.00081,0.00108,0.00131,0.00109,0.00107,0.00057,0.00102,0.0012,Inosine-5'-monophosphate dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=guaB PE=3 SV=1,0.0014,0.00126,0.00104,0.00086,0.00116,0.00093,0.9,0.75,1.34,1.08,0.31,0.04,0.05,0.39
E4PR26,4,4,15.8521,Adenylate kinase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=adk PE=3 SV=1,2697304,2888536,3487367,2113050,6839861,2235415,9904037,3506595,8580896,3898362,1295653,3182079,5922484,2756342,8500933,1146014,2622085,1816484,7720917,3376050,1.30E+07,3267919,6949184,2762496,2367831,1711490,1359801,0.00331,0.00207,0.00432,0.00221,0.00331,0.00227,0.00289,0.00099,0.0025,0.00307,0.00245,0.00329,0.00399,0.00391,0.00213,0.00228,0.00273,0.00219,Adenylate kinase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=adk PE=3 SV=1,0.00324,0.0026,0.00213,0.00294,0.00334,0.0024,0.8,0.66,1.14,0.82,0.22,0.14,0.28,0.08
E4PNZ7,15,15,85.6111,Polyribonucleotide nucleotidyltransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pnp PE=3 SV=1,1.10E+07,2.00E+07,2.10E+07,7612233,3.00E+07,8873245,4.20E+07,1.50E+07,4.50E+07,2.20E+07,5021864,1.40E+07,1.90E+07,6553671,1.90E+07,3805280,1.10E+07,5896343,2.30E+07,6851017,2.10E+07,9870402,2.00E+07,9108373,4764825,6471275,4640532,0.01354,0.01226,0.01899,0.00879,0.01412,0.01184,0.01605,0.00444,0.00795,0.0073,0.00812,0.01069,0.00809,0.01181,0.00704,0.00459,0.01032,0.00749,Polyribonucleotide nucleotidyltransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pnp PE=3 SV=1,0.01493,0.01158,0.00948,0.0087,0.00898,0.00747,0.78,0.63,1.03,0.86,0.13,0.12,0.44,0.28
E4PQ63,19,19,87.7153,Quinoprotein alcohol dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3164 PE=3 SV=1,3.70E+07,4.80E+07,2741742,1197510,3711690,5.60E+07,2.10E+08,1716875,7553003,2.70E+07,5423395,1.40E+07,1.50E+07,3684540,1.20E+07,781089,2045616,1227426,5459461,5221214,9894961,1451364,4137010,2102963,5079741,3943463,4188873,0.04569,0.00163,0.00235,0.05544,0.00162,0.002,0.02031,0.00443,0.00651,0.0041,0.00167,0.00222,0.00617,0.00174,0.00163,0.00489,0.00629,0.00676,Quinoprotein alcohol dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3164 PE=3 SV=1,0.01656,0.01969,0.01041,0.00266,0.00318,0.00598,1.19,0.63,1.19,2.24,0.45,0.36,0.39,0.01
E4PQS1,3,3,9.80406,4-hydroxy-tetrahydrodipicolinate synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=dapA PE=3 SV=1,375252,91156,53137.8,46802.2,87877.9,9561.2,726922,57925.4,186329,191774,16531.4,519076,31679.4,13322.6,51802.4,7967.6,16395.8,28731.4,300384,28419.9,5802572,24437.1,2638.79,47052.7,122094,6594.54,268447,0.00046,3.20E-05,5.60E-05,9.50E-06,5.50E-05,4.90E-05,0.00014,0.00016,1.30E-05,1.50E-05,1.70E-05,5.20E-05,3.40E-05,2.90E-05,3.60E-05,0.00012,1.10E-05,0.00043,4-hydroxy-tetrahydrodipicolinate synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=dapA PE=3 SV=1,0.00018,3.80E-05,0.00011,2.80E-05,3.30E-05,0.00019,0.21,0.58,1.18,6.69,0.18,0.31,0.35,0.14
E4PIK8,6,6,28.8189,Alanine--tRNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=alaS PE=3 SV=1,1971001,4642531,2480765,1314107,2518778,8066476,1971207,986848,2070931,2287368,1338969,1731104,2215382,1042068,4985130,301115,305559,660104,1.10E+07,832888,1926355,638787,368023,3150283,1475384,624525,947042,0.00242,0.00148,0.00159,0.00799,0.00093,0.00055,0.00169,0.00054,0.00094,0.00116,0.00064,0.0012,0.00098,0.00076,0.00243,0.00142,0.001,0.00153,Alanine--tRNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=alaS PE=3 SV=1,0.00183,0.00316,0.00106,0.001,0.00139,0.00131,1.73,0.58,1.39,1.32,0.31,0.08,0.26,0.13
E4PHB2,8,8,28.1851,Ribonucleoside-diphosphate reductase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3649 PE=3 SV=1,1999615,2442596,5061984,1884310,6420394,2208812,8923990,2543324,7881368,3636539,2124877,2594679,4700908,1840516,1537653,1362990,3339303,1881266,3961167,2662460,6727795,2597943,6711770,3842591,2422040,877484,931106,0.00245,0.00301,0.00406,0.00219,0.0024,0.00209,0.00269,0.00081,0.00199,0.00205,0.00291,0.00341,0.00314,0.00311,0.00297,0.00233,0.0014,0.0015,Ribonucleoside-diphosphate reductase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3649 PE=3 SV=1,0.00317,0.00222,0.00183,0.00279,0.00307,0.00174,0.7,0.58,1.1,0.63,0.06,0.07,0.26,0.05
E4PNW5,3,3,17.0537,"Extracellular solute-binding protein, family 3 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3031 PE=3 SV=1",266951,51863.3,102515,21732,353881,48622.1,116039,51700.7,129361,169085,101169,262968,318984,20193.9,102003,53593.4,269571,26778.3,285928,79218.8,267678,23984.7,474110,58681,1577035,904315,1022913,0.00033,6.10E-05,0.00022,4.80E-05,4.90E-05,3.40E-05,0.00013,8.20E-05,0.00013,2.20E-05,0.00011,4.90E-05,9.40E-05,2.90E-05,4.50E-05,0.00152,0.00144,0.00165,"Extracellular solute-binding protein, family 3 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3031 PE=3 SV=1",0.0002,4.40E-05,0.00011,6.20E-05,5.60E-05,0.00154,0.21,0.56,0.9,24.87,0.05,0.16,0.43,0
E4PFP7,19,19,97.9534,Aconitate hydratase B OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2203 PE=3 SV=1,2.10E+07,2.10E+07,3.30E+07,2.00E+07,4.20E+07,1.80E+07,4.80E+07,2.10E+07,5.40E+07,1.20E+07,9286166,2.80E+07,4.90E+07,1.20E+07,2.40E+07,8060389,1.40E+07,1.40E+07,3.50E+07,2.40E+07,2.90E+07,2.00E+07,3.20E+07,3.00E+07,1.90E+07,7580032,7014776,0.02575,0.01943,0.02643,0.01769,0.02018,0.01428,0.00896,0.00875,0.02086,0.01359,0.0172,0.0252,0.02865,0.02378,0.0231,0.01849,0.01209,0.01132,Aconitate hydratase B OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2203 PE=3 SV=1,0.02387,0.01738,0.01286,0.01867,0.02518,0.01397,0.73,0.54,1.35,0.75,0.04,0.04,0.08,0.16
E4PNW2,8,8,42.5139,"TRAP dicarboxylate family transporter, DctP subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3028 PE=3 SV=1",5670539,7606623,2877228,1361977,1.20E+07,1.10E+07,3.70E+07,1492561,5028315,5294450,6461981,3103032,8765327,1257121,4349720,617741,1747574,939345,5482005,1624010,2774072,1697877,8272364,1828706,7522133,1467712,2327589,0.00696,0.00171,0.0075,0.01114,0.00141,0.00133,0.00392,0.00096,0.0037,0.0014,0.00132,0.0017,0.00192,0.00203,0.00141,0.00724,0.00234,0.00376,"TRAP dicarboxylate family transporter, DctP subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3028 PE=3 SV=1",0.00539,0.00463,0.00286,0.00147,0.00179,0.00445,0.86,0.53,1.21,3.02,0.42,0.15,0.12,0.06
E4PMG7,7,7,37.4703,S-adenosylmethionine synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=metK PE=3 SV=1,3141030,6800520,1.30E+07,5743769,2.60E+07,3839503,5633693,1.20E+07,1.20E+07,9832832,2482645,8297022,9596024,3170476,9592790,2457032,4321476,5110845,9776756,7401113,4800590,6376662,4968031,8084007,3248569,1736468,3127507,0.00385,0.00779,0.01612,0.0038,0.01156,0.00309,0.00728,0.00257,0.00405,0.00353,0.00524,0.00926,0.00874,0.00763,0.00625,0.00313,0.00277,0.00505,S-adenosylmethionine synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=metK PE=3 SV=1,0.00926,0.00615,0.00464,0.00601,0.00754,0.00365,0.66,0.5,1.25,0.61,0.27,0.15,0.23,0.13
E4PJH5,3,3,10.6724,Catalase-peroxidase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=katG PE=3 SV=1,302918,192749,11134.1,193.62,324073,384776,1673359,90590.2,95598.2,290446,78188.1,62365.6,130736,4720.28,21122.9,1640.21,71541.3,9934.64,28146.7,74065.7,67254.6,0,143258,11370.9,60028.6,28424.8,13154.4,0.00037,6.60E-06,0.0002,0.00038,8.50E-05,2.50E-05,0.00022,1.90E-05,5.50E-05,5.30E-06,3.50E-06,1.80E-05,8.70E-05,0,8.80E-06,5.80E-05,4.50E-05,2.10E-05,Catalase-peroxidase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=katG PE=3 SV=1,0.00019,0.00016,9.70E-05,8.90E-06,3.20E-05,4.10E-05,0.84,0.5,3.6,4.65,0.43,0.23,0.23,0.02
E4PPN7,13,13,77.8131,NAD-dependent aldehyde dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3144 PE=3 SV=1,2.30E+07,2.60E+07,4321685,1221095,5633730,3.60E+07,1.50E+08,2485439,6904277,1.20E+07,4822541,1.10E+07,9947721,1203489,2737461,780905,2015958,1005461,1.30E+07,3472376,1.10E+07,1708343,4196093,2091033,7722273,3824641,3885715,0.02773,0.00257,0.00356,0.03593,0.00235,0.00183,0.00878,0.0035,0.0042,0.00134,0.00167,0.00182,0.0041,0.00204,0.00162,0.00743,0.0061,0.00627,NAD-dependent aldehyde dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3144 PE=3 SV=1,0.01129,0.01337,0.0055,0.00161,0.00259,0.0066,1.18,0.49,1.61,4.1,0.44,0.26,0.14,0
E4PRB0,4,4,13.3397,2-isopropylmalate synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=leuA PE=3 SV=1,524479,23958.3,865041,289920,122336,374268,353932,451323,209050,293786,101177,489734,499450,292816,184639,87241.3,46391.5,209484,150051,219929,68830.7,238557,68468.8,399245,130088,176052,146663,0.00064,0.00051,7.70E-05,0.00037,0.00043,5.50E-05,0.00022,0.00015,0.00021,0.00033,0.00019,0.00038,0.00026,0.00029,0.00031,0.00013,0.00028,0.00024,2-isopropylmalate synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=leuA PE=3 SV=1,0.00041,0.00028,0.00019,0.0003,0.00028,0.00021,0.69,0.47,0.96,0.72,0.28,0.14,0.42,0.16
E4PP47,7,7,23.5426,Dihydroxy-acid dehydratase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ilvD PE=3 SV=1,3969740,5455040,8467823,4183890,1.40E+07,4152310,1.90E+07,7912700,2.70E+07,2750441,3557687,1.40E+07,4848420,2524965,6504213,1701149,4828167,3087136,1.60E+07,3273593,1.30E+07,4333391,8834830,6697471,5760862,384196,660807,0.00487,0.00504,0.00891,0.00411,0.00747,0.00703,0.00204,0.00428,0.00205,0.00281,0.00363,0.0056,0.00387,0.00519,0.00518,0.00554,0.00061,0.00107,Dihydroxy-acid dehydratase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ilvD PE=3 SV=1,0.00627,0.0062,0.00279,0.00401,0.00474,0.00241,0.99,0.44,1.18,0.6,0.48,0.04,0.24,0.21
E4PLZ6,2,2,5.78197,50S ribosomal protein L29 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpmC PE=3 SV=1,0,33485.6,0,2529.69,33656.8,0,177200,1839.83,229419,3193.66,1492.61,5781.89,11321.2,0,0,0,43873.8,2840.8,3932.24,0,330071,1363.29,44449.1,982.921,387.49,10105.5,51337.2,0,0,2.10E-05,0,1.70E-06,6.10E-05,2.40E-06,1.80E-06,4.80E-06,0,0,5.10E-06,0,1.60E-06,7.60E-07,3.70E-07,1.60E-05,8.30E-05,50S ribosomal protein L29 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpmC PE=3 SV=1,7.10E-06,2.10E-05,3.00E-06,1.70E-06,8.00E-07,3.30E-05,2.93,0.42,0.46,19.29,0.28,0.3,0.32,0.14
E4PIG3,2,2,12.5507,Enolase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=eno PE=3 SV=1,7255357,1.20E+07,2.10E+07,8519392,3.20E+07,8560451,3.70E+07,1.40E+07,5.40E+07,773950,1.20E+07,3.10E+07,1.50E+07,6772622,1.90E+07,4179717,1.30E+07,6250866,1.80E+07,8180032,2.40E+07,8077578,2.20E+07,1.40E+07,2.00E+07,2848191,2534397,0.0089,0.01226,0.01993,0.00848,0.01346,0.01428,0.00057,0.0097,0.00614,0.00754,0.00892,0.01133,0.00966,0.00967,0.0109,0.01923,0.00454,0.00409,Enolase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=eno PE=3 SV=1,0.0137,0.01207,0.00547,0.00926,0.01008,0.00929,0.88,0.4,1.09,1,0.34,0.06,0.27,0.5
E4PGW8,2,2,8.55962,MECDP-synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1140 PE=4 SV=1,28638.6,623460,108742,72941.9,978962,42197.1,1366044,166837,3110828,182339,6435.82,23326.2,325965,7483.55,21599.5,8267.84,153671,28899,540785,13612.9,380483,7490.85,372476,34804.6,22496.7,129527,62031.9,3.50E-05,6.50E-05,0.00062,4.20E-05,0.00016,0.00082,0.00013,7.20E-06,0.00014,8.30E-06,1.80E-05,5.20E-05,1.60E-05,9.00E-06,2.70E-05,2.20E-05,0.00021,0.0001,MECDP-synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1140 PE=4 SV=1,0.00024,0.00034,9.30E-05,2.60E-05,1.70E-05,0.00011,1.42,0.39,0.66,4.19,0.38,0.25,0.29,0.1
E4PH19,14,14,69.3239,60 kDa chaperonin OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=groL PE=3 SV=1,1.60E+07,1.60E+07,3.70E+07,1.70E+07,5.30E+07,2.10E+07,6.90E+07,3.10E+07,8.60E+07,2.00E+07,3396834,1.20E+07,1.70E+07,9696962,3.00E+07,7807160,1.90E+07,1.20E+07,1475571,2.20E+07,4.70E+07,2.20E+07,3273911,2.30E+07,4852069,4318402,3365186,0.01942,0.0219,0.0335,0.02121,0.02962,0.02287,0.01478,0.00381,0.00713,0.01079,0.01666,0.02133,0.02649,0.02581,0.01758,0.00467,0.00689,0.00543,60 kDa chaperonin OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=groL PE=3 SV=1,0.02494,0.02456,0.00857,0.01626,0.02329,0.00566,0.98,0.34,1.43,0.35,0.47,0.02,0.08,0.01
E4PF68,4,4,13.1429,ATP-dependent Clp protease ATP-binding subunit ClpX OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=clpX PE=3 SV=1,1859818,747898,6831933,2100968,7681199,3690308,1.10E+07,3422853,8333930,1945441,1365083,4498466,2049181,725810,1510906,409600,619327,696744,2670379,1317973,1645997,1180696,826761,2189435,1056223,669150,363482,0.00228,0.00406,0.00486,0.00365,0.00323,0.00221,0.00144,0.0014,0.00087,0.00081,0.00087,0.00126,0.00156,0.00141,0.00169,0.00102,0.00107,0.00059,ATP-dependent Clp protease ATP-binding subunit ClpX OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=clpX PE=3 SV=1,0.00373,0.00303,0.00123,0.00098,0.00155,0.00089,0.81,0.33,1.58,0.91,0.23,0.02,0.01,0.34
E4PR46,2,2,5.92201,3-isopropylmalate dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=leuB PE=4 SV=1,666.352,518.807,4768.08,2822.6,38920.1,3964.62,20713.2,2060.47,21901.1,7696.67,3256.45,4081.86,5022.07,0,0,0,6636.65,955.879,6020.06,40998,1214.72,1295,16.4451,5122.73,216595,105927,9657.19,8.20E-07,2.80E-06,2.50E-05,3.90E-06,1.90E-06,5.80E-06,5.70E-06,1.30E-06,2.10E-06,0,0,1.70E-06,4.80E-05,1.50E-06,4.00E-06,0.00021,0.00017,1.60E-05,3-isopropylmalate dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=leuB PE=4 SV=1,9.40E-06,3.90E-06,3.00E-06,5.80E-07,1.80E-05,0.00013,0.41,0.32,31.12,226.83,0.26,0.23,0.16,0.05
E4PQ59,7,7,30.7023,Quinoprotein alcohol dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3160 PE=3 SV=1,4352789,5115644,1701356,509007,1652719,8098894,2.60E+07,903879,2225376,1847161,460173,1543186,764214,529636,1506372,436981,1095391,453539,1553851,924009,1650979,1036609,1977839,678981,1439522,625365,1083100,0.00534,0.00101,0.00104,0.00802,0.00085,0.00059,0.00137,0.00048,0.00032,0.00059,0.00093,0.00082,0.00109,0.00124,0.00052,0.00139,0.001,0.00175,Quinoprotein alcohol dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3160 PE=3 SV=1,0.00247,0.00315,0.00072,0.00078,0.00095,0.00138,1.28,0.29,1.22,1.76,0.41,0.15,0.26,0.03
E4PGX1,3,3,11.4544,Fumarate hydratase class I OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1143 PE=3 SV=1,1677185,2510672,2654002,1122334,4869938,1554255,6384340,1167975,7746123,953149,320583,1697153,1476969,1572453,4378491,848625,2481375,1047686,3879017,1658059,4180084,1803967,4323080,2047735,891009,409479,181476,0.00206,0.00158,0.00308,0.00154,0.0011,0.00205,0.00071,0.00053,0.00062,0.00175,0.00181,0.0019,0.00196,0.00216,0.00158,0.00086,0.00065,0.00029,Fumarate hydratase class I OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1143 PE=3 SV=1,0.00224,0.00156,0.00062,0.00182,0.0019,0.0006,0.7,0.28,1.04,0.33,0.13,0.01,0.34,0
