Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Description,log2FC.L.LGnM,log2FC.L.LGmM,log2FC.D.LGnM,log2FC.D.LGmM,extracted_gn,resolved_locus_tag,resolution_method
Q7V1N1,PMM0832,4,4,0.001174813,0.0020086,0.001407577,0.000956552,0.002951631,0.001683717,0.002148025,0.002305933,0.002332481,0.001873972,0.002176551,0.001575835,0.00212035,0.002328231,0.001879396,0.001756065,0.001757273,0.00154408,0.00153033,0.001863967,0.002262146,0.001875453,0.002109326,0.001685806,0.313183525,1.218016133,0.022732384,1.478207995,0.017019775,1.124702068,0.184316227,0.898879542,4-hydroxy-tetrahydrodipicolinate reductase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=dapB PE=3 SV=1,0.2845332423123501,0.5638492818269251,0.1695428841588294,-0.153800300396851,dapB,PMM0832,locus_tag:KEGG
Q7V2F0,PMM0530,4,4,0.000236222,0.000326713,0.000408098,0.000561649,0.000343609,0.000496061,0.000415864,0.000304258,0.000704222,0.000375821,0.000222904,0.000430809,0.000244753,0.00026351,0.000545896,0.000136749,0.000271862,0.000834919,0.000323678,0.000467106,0.000474781,0.000343178,0.000351386,0.00041451,0.076540356,1.443122027,0.15337446,1.466833304,0.46030666,1.023918581,0.382363537,1.207856665,"30S ribosomal protein S1 homolog B, putative Nbp1 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=nbp1 PE=4 SV=1",0.5291932958820933,0.552704927482223,0.034101001023891,0.2724492618129157,nbp1,PMM0530,locus_tag:KEGG
Q7V1W0,PMM0742,4,4,0.000291332,8.81823e-05,0.000584616,0.000180842,0.000100859,0.000838821,0.000393602,0.000114907,0.000901187,0.000415986,8.36743e-05,0.000595826,0.000162802,9.03968e-05,0.000888868,0.000119345,8.83487e-05,0.001287188,0.000321377,0.000373507,0.000469899,0.000365162,0.000380689,0.000498294,0.429348061,1.162210138,0.306748357,1.462142877,0.465282502,1.04252148,0.384113907,1.364582943,ATP-dependent Clp protease proteolytic subunit 1 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=clpP1 PE=3 SV=1,0.2168709445095438,0.5480842947841067,0.0600771091090067,0.4484600881393758,clpP1,PMM0742,locus_tag:KEGG
Q7V2D5,PMM0545,4,4,0.000111292,0.000119961,8.56664e-05,0.000132266,0.000163024,0.000129843,0.000179431,0.000163851,0.000100176,6.56567e-05,9.85961e-05,0.000130084,8.3252e-05,9.13057e-05,0.000118491,0.000101047,0.000108652,0.000226626,0.00010564,0.000141711,0.000147819,9.81122e-05,9.76827e-05,0.000145442,0.035925536,1.341456435,0.092266808,1.399275043,0.483319513,0.995622793,0.174712974,1.48240361,Light-independent protochlorophyllide reductase subunit N OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=chlN PE=3 SV=1,0.4238002025447503,0.4846795680577397,-0.006328836272249,0.5679382997824278,chlN,PMM0545,locus_tag:KEGG
Q7V287,PMM0597,4,4,0.000111562,6.83879e-05,0.000116289,0.00012756,8.13259e-05,0.00011149,0.000167717,0.000164754,7.46009e-05,3.72823e-05,8.93005e-05,8.66431e-05,7.60411e-05,6.21154e-05,0.000173388,4.297e-05,5.80887e-05,9.33336e-05,9.87463e-05,0.000106792,0.000135691,7.10753e-05,0.000103848,6.47974e-05,0.356669804,1.081477033,0.170074658,1.374133229,0.212797742,1.461099699,0.39727338,0.911673392,Threonine--tRNA ligase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=thrS PE=3 SV=1,0.1130030275478492,0.4585218873434253,0.5470546246475224,-0.1334110250313749,thrS,PMM0597,locus_tag:KEGG
Q7V3N0,PMM0044,4,4,0.000219583,0.000377636,0.000109804,0.000364859,0.000328069,0.000428032,0.000123133,0.00039348,0.000416188,0.000452441,0.0001881,0.000326802,0.000302296,0.000198625,0.000311573,0.000256243,0.000357414,0.000923574,0.000235675,0.000373653,0.000310934,0.000322448,0.000270831,0.00051241,0.085952609,1.58546216,0.285463541,1.319336192,0.204517164,0.839923548,0.219471546,1.589126912,Alanine--tRNA ligase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=alaS PE=3 SV=1,0.6649034452551822,0.3998122376216378,-0.2516700788303315,0.6682343468397295,alaS,PMM0044,locus_tag:KEGG
Q7V2F8,PMM0522,4,4,0.000663506,0.000804942,0.000445796,0.000583474,0.000458342,0.000599883,0.000702621,0.000932001,0.000796577,0.000413937,0.000230514,0.000417959,0.000593313,0.000571609,0.000404642,0.000466605,0.00060301,0.001435042,0.000638081,0.000547233,0.0008104,0.000354137,0.000523188,0.000834886,0.234361954,0.85762257,0.118279104,1.270056845,0.120339749,1.47736101,0.097308425,2.357523169,Uridylate kinase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=pyrH PE=3 SV=1,-0.221585221276136,0.3448930703551394,0.563022408158545,1.237271949325463,pyrH,PMM0522,locus_tag:KEGG
Q7V1K9,PMM0856,4,4,0.085440104,0.092936926,0.039759337,0.113229769,0.094444807,0.047667024,0.12928421,0.049780398,0.088657598,0.096875044,0.095111734,0.034865534,0.109392973,0.102504469,0.042217228,0.130318987,0.070003977,0.055427577,0.072712122,0.085113867,0.089240735,0.075617437,0.08470489,0.085250181,0.326793365,1.170559516,0.295501233,1.227315783,0.016914976,1.120176685,0.384597875,1.127387854,Thioredoxin peroxidase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=tpx PE=4 SV=1,0.2271982887901167,0.2955064959069958,0.163726305916276,0.172983929689191,tpx,PMM0856,locus_tag:KEGG
Q7V293,PMM0590,4,4,0.000575159,0.000895317,0.000575184,0.000546189,0.000925179,0.000646632,0.000846233,0.00103821,0.000565839,0.000466722,0.000233127,0.00071676,0.000452285,0.000269421,0.000572111,0.000715166,0.001001835,0.001410059,0.000681887,0.000706,0.000816761,0.000472203,0.000431272,0.001042353,0.442206929,1.03536299,0.24050745,1.197795285,0.263419352,0.913320547,0.040358156,2.207427699,Gamma-glutamyl phosphate reductase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=proA PE=3 SV=1,0.0501366537752957,0.2603813584169938,-0.1308068048807736,1.1423661853245393,proA,PMM0590,locus_tag:KEGG
Q7UZP0,PMM1618,4,4,4.26226e-05,3.44394e-05,7.24956e-05,3.52325e-05,4.01374e-05,0.000109213,3.91325e-05,7.2042e-05,5.26422e-05,2.96486e-05,9.25312e-05,6.69685e-05,3.61793e-05,0.000131183,8.64225e-05,2.08075e-05,7.67664e-05,2.3232e-05,4.98526e-05,6.15275e-05,5.46056e-05,6.30494e-05,8.45949e-05,4.02686e-05,0.341352444,1.234188591,0.383590521,1.095340993,0.073622198,1.341723922,0.213756746,0.638683754,Lysine--tRNA ligase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=lysS PE=3 SV=1,0.3035628632975163,0.1313800682988549,0.4240878478897036,-0.6468263412943093,lysS,PMM1618,locus_tag:KEGG
Q7V364,PMM0224,4,4,0.000720769,0.000741038,0.000535611,0.000483347,0.000876628,0.000480354,0.000984934,0.00054039,0.000607504,0.00055246,0.00091794,0.000528595,0.00076944,0.001030175,0.000597672,0.000903215,0.000660575,0.000396953,0.000665806,0.000613443,0.000710943,0.000666332,0.000799095,0.000653581,0.369781984,0.921354113,0.391346032,1.067792258,0.047098329,1.199245116,0.475246211,0.980864172,Chorismate synthase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=aroC PE=3 SV=1,-0.1181723469515826,0.0946309939301045,0.26212656408647,-0.0278747259753041,aroC,PMM0224,locus_tag:KEGG
Q7V0T2,PMM1171,4,4,0.002771026,0.003406441,0.003243747,0.002831868,0.00398623,0.003358776,0.002135369,0.003667642,0.004235855,0.002555222,0.003926538,0.003158957,0.00261745,0.003105663,0.002716497,0.002888772,0.002598259,0.00357871,0.003140405,0.003392291,0.003346289,0.003213572,0.002813203,0.003021914,0.273954378,1.080208401,0.384592809,1.065559729,0.129007655,0.875413199,0.358340932,0.940359713,Flavodoxin OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=isiB PE=3 SV=1,0.1113096735783492,0.0916114643706778,-0.1919639585819917,-0.0887153626809092,isiB,PMM1171,locus_tag:KEGG
Q7V3E8,PMM0128,4,4,0.002728864,0.002996883,0.001840213,0.003061124,0.003263138,0.001692571,0.003133667,0.001839191,0.002765443,0.003285131,0.001709409,0.001494365,0.002332939,0.001878907,0.001331005,0.002492493,0.002201437,0.002111084,0.002521987,0.002672278,0.002579433,0.002162968,0.001847617,0.002268338,0.407964449,1.059592233,0.458683036,1.02277838,0.221568326,0.85420428,0.431887255,1.04871539,Two-component response regulator OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=rpaA PE=4 SV=1,0.0835091736470402,0.0324935696065055,-0.2273469682497265,0.0686231992235864,rpaA,PMM0128,locus_tag:KEGG
Q7V0C9,PMM1337,4,4,0.000257986,0.000175183,0.000230854,0.000300139,0.000134824,0.000215788,0.000167076,0.000432559,7.8633e-05,0.00029533,9.97709e-05,0.000113079,0.000251878,8.70522e-05,7.38949e-05,0.000107923,0.00011207,0.000135122,0.000221341,0.000216917,0.000226089,0.000169393,0.000137608,0.000118372,0.469084148,0.98001166,0.483686606,1.021451335,0.040280488,0.81235962,0.233850793,0.698796901,UDP-3-O-acyl-N-acetylglucosamine deacetylase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=lpxC PE=3 SV=1,-0.0291291806349197,0.0306204713970181,-0.2998095655851462,-0.5170548846318962,lpxC,PMM1337,locus_tag:KEGG
Q7V0V2,PMM1150,4,4,0.000357397,0.00032866,0.000414631,0.000704677,0.000378419,0.000493437,0.000401091,0.000238674,0.000484295,0.001009752,0.000359697,0.000418591,0.000358291,0.000396251,0.000470048,0.000406087,0.000308293,0.000395929,0.000366896,0.000525511,0.000374687,0.000596014,0.000408197,0.000370103,0.091877666,1.432315716,0.461853499,1.021234163,0.251487678,0.684877947,0.171169407,0.62096411,Thioredoxin reductase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM1150 PE=3 SV=1,0.5183495315018826,0.0303137056527002,-0.5460811884887765,-0.6874182077963727,PMM1150,PMM1150,locus_tag:KEGG
Q7V1B7,PMM0962,4,4,8.50861e-05,7.01661e-05,0.000144928,0.000161684,6.40589e-05,0.000159058,5.76252e-05,9.46034e-05,0.000151227,7.92574e-05,3.00316e-05,0.000130438,5.74833e-05,2.80314e-05,0.00017764,3.78566e-05,5.60362e-05,0.00025358,0.00010006,0.000128267,0.000101152,7.99089e-05,8.77181e-05,0.000115824,0.256852172,1.28190333,0.488478514,1.010913065,0.369993627,1.097727104,0.328333478,1.449456439,Possible Vng0271c OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0962 PE=4 SV=1,0.3582874705462783,0.0156589358303476,0.1345194435602066,0.5355119762533829,PMM0962,PMM0962,locus_tag:KEGG
Q7TUG1,PMM0266,4,4,0.000158188,7.8947e-05,0.000533782,0.000339747,0.000116072,0.00056902,0.000297655,0.00018602,0.000294055,6.08377e-05,4.20979e-05,0.000637973,0.000123543,5.84887e-05,0.000623664,0.000129689,0.00047518,0.000162894,0.000256972,0.000341613,0.000259243,0.000246969,0.000268565,0.000255921,0.340881084,1.329376379,0.494126087,1.008838029,0.218221219,1.087442876,0.485047131,1.036244292,Bifunctional purine biosynthesis protein PurH OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=purH PE=3 SV=1,0.4107496247354009,0.0126945654096388,0.12093961735119,0.0513641548684574,purH,PMM0266,locus_tag:KEGG
Q7V2K1,PMM0475,4,4,0.000259456,0.000421422,0.000596319,0.000731225,0.000482972,0.000605496,0.000204802,0.000913669,0.000167168,0.000197396,0.000398202,0.000622918,0.000244527,0.00029341,0.000672766,0.00028234,0.000828728,0.000305836,0.000425732,0.000606565,0.000428546,0.000406172,0.000403568,0.000472302,0.104402944,1.424756179,0.495965411,1.006610251,0.481991821,0.993587833,0.387674577,1.162811879,50S ribosomal protein L19 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=rplS PE=3 SV=1,0.5107150494918061,0.0095051949716529,-0.0092805877722414,0.2176177148795748,rplS,PMM0475,locus_tag:KEGG
Q7V0B9,PMM1349,4,4,9.95393e-05,0.000229775,0.000115358,0.000122137,0.000162535,7.96145e-05,0.000166951,0.000160144,0.000105535,0.000165942,0.000236717,0.000121393,0.000226669,0.000266062,9.95832e-05,0.000263874,0.000211749,6.17356e-05,0.000148224,0.000121429,0.00014421,0.000174684,0.000197438,0.000179119,0.301416435,0.81922405,0.466900989,0.972920501,0.222003173,1.1302589,0.476010436,1.025390049,Ribonuclease Z OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=rnz PE=3 SV=1,-0.2876700256597639,-0.039606170146958,0.1766532779181724,0.0361728021378671,rnz,PMM1349,locus_tag:KEGG
Q7V2S9,PMM0387,4,4,0.000205137,0.001157514,0.000284036,0.000271885,0.000976937,0.000181676,0.000383231,0.000733843,0.00042146,0.000257923,0.000618447,0.000114635,0.000370724,0.000721215,0.000125307,0.000510534,0.001103679,0.000592208,0.000548896,0.000476832,0.000512844,0.000330335,0.000405749,0.000735474,0.432120575,0.868712258,0.458475332,0.934320314,0.073045772,1.228295883,0.082347108,2.226449839,3-dehydroquinate dehydratase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=aroQ PE=3 SV=1,-0.2030497000102267,-0.098010859517179,0.2966581319773374,1.154745108820502,aroQ,PMM0387,locus_tag:KEGG
Q7UZW4,PMM1537,4,4,0.000537916,0.000251064,0.001208946,0.000348073,0.000266099,0.000755822,0.000156895,0.00132389,0.00036627,0.000258247,0.000118978,0.000752803,0.000187632,0.000117021,0.000969814,0.000103806,0.000174708,0.000608229,0.000665975,0.000456665,0.000615685,0.000376676,0.000424823,0.000295581,0.275384998,0.685708357,0.458911096,0.924486663,0.317298331,1.127819419,0.380346447,0.784709374,30S ribosomal protein S13 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=rpsM PE=3 SV=1,-0.5443329898791701,-0.1132755879810391,0.1735360888635387,-0.3497696604025695,rpsM,PMM1537,locus_tag:KEGG
Q7V311,PMM0284,4,4,4.42958e-05,0.000132693,8.91297e-05,6.35596e-05,1.72283e-05,0.000111161,0.00015419,2.41837e-05,6.67665e-05,1.26989e-05,7.48371e-06,8.87279e-05,3.802e-05,1.05238e-05,0.000122655,8.51618e-05,5.05426e-05,8.98994e-05,8.87061e-05,6.39829e-05,8.17134e-05,3.63035e-05,5.70661e-05,7.52013e-05,0.271516765,0.721290983,0.443260781,0.921169906,0.076351856,1.571917022,0.125720902,2.071460625,Putative pleiotropic regulatory protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=degT PE=3 SV=1,-0.4713467063755631,-0.1184608148614084,0.6525250629472122,1.0506483973592988,degT,PMM0284,locus_tag:KEGG
Q7TU26,PMM1588,4,4,0.000428854,0.000544492,0.001042184,0.000869411,0.000487331,0.001695997,0.00066383,0.000385893,0.000575335,0.000789537,0.000202657,0.001253108,0.000457113,0.000248697,0.001468392,0.000396424,0.000461626,0.000734041,0.000671843,0.001017579,0.000541686,0.000748434,0.000724734,0.000530697,0.219797902,1.514607934,0.280211054,0.806268264,0.448521716,0.968333442,0.267419742,0.709076204,Possible Conserved carboxylase domain OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM1588 PE=4 SV=1,0.5989443911396239,-0.3106681584299567,-0.0464241751916765,-0.4959874135084136,PMM1588,PMM1588,locus_tag:KEGG
Q7V0G6,PMM1293,4,4,0.003950036,0.001607912,0.003421193,0.002777412,0.002479498,0.003112679,0.000898561,0.000926377,0.005272862,0.004971254,0.001955524,0.003503939,0.003229558,0.001668793,0.002686091,0.001380775,0.000957984,0.00506732,0.002993047,0.002789863,0.002365934,0.003476906,0.002528147,0.002468693,0.397601475,0.932114811,0.358972408,0.79047667,0.077646066,0.727125635,0.27771503,0.710025828,Peptidyl-prolyl cis-trans isomerase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM1293 PE=3 SV=1,-0.1014204285711811,-0.3392052111424114,-0.4597234359256619,-0.4940565896365422,PMM1293,PMM1293,locus_tag:KEGG
Q7V1N4,PMM0829,4,4,0.000197019,0.000148746,0.000377864,0.000388812,0.000152097,0.00044764,8.83285e-05,0.000386929,8.06253e-05,0.00026044,0.000198445,0.000234476,0.000168798,0.000234343,0.000568827,0.000108241,8.96547e-05,0.000271372,0.00024121,0.000329516,0.000185294,0.00023112,0.000323989,0.000156422,0.241096457,1.366098217,0.336003142,0.768186682,0.269242648,1.40182345,0.142120555,0.67680166,Triosephosphate isomerase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=tpiA PE=3 SV=2,0.4500612113622483,-0.3804711427068872,0.4873046632942265,-0.5631949879087684,tpiA,PMM0829,locus_tag:KEGG
Q7V0U8,PMM1154,4,4,0.000395377,0.000174314,0.000808524,0.00031279,0.000169604,0.000688177,0.00026684,0.000508325,0.000235844,0.000341251,0.00028174,0.000924223,0.000265335,0.000285209,0.000572683,0.000204263,0.000794871,0.000286725,0.000459405,0.000390191,0.000337003,0.000515738,0.000374409,0.000428619,0.394437101,0.849338946,0.291165742,0.733563396,0.159694494,0.725967245,0.383979823,0.83107973,Acetolactate synthase small subunit OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=ilvH PE=4 SV=1,-0.2355876893675888,-0.4470064430410844,-0.4620236383221365,-0.2669412056680421,ilvH,PMM1154,locus_tag:KEGG
Q7UZV6,PMM1546,4,4,0.000728675,0.000873577,0.001203093,0.000540297,0.000573729,0.001391373,0.000382766,0.001147808,0.000494543,0.000329158,0.000327349,0.001209642,0.00039982,0.000320851,0.001053143,0.000351512,0.000732525,0.00056169,0.000935115,0.000835133,0.000675039,0.000622049,0.000591271,0.000548576,0.382218291,0.893080519,0.200319717,0.721878274,0.344881653,0.950521064,0.413180037,0.881884918,50S ribosomal protein L5 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=rplE PE=3 SV=1,-0.1631378421329979,-0.4701725102708162,-0.0732094968492822,-0.1813376920106794,rplE,PMM1546,locus_tag:KEGG
Q7V299,PMM0584,4,4,0.000128859,0.000102353,0.000244899,0.000151642,7.14309e-05,0.00024556,7.27592e-05,0.000142659,0.000120897,0.000105683,0.000109954,0.000215533,8.89402e-05,0.000120688,0.00029607,6.8699e-05,0.00042868,0.000167511,0.000158704,0.000156211,0.000112105,0.000143723,0.000168566,0.00022163,0.485987842,0.984293038,0.195084469,0.706379284,0.240654597,1.172851515,0.264631493,1.542058774,"1,4-alpha-glucan branching enzyme GlgB OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=glgB PE=3 SV=1",-0.0228402045955543,-0.5014850612281481,0.2300203772770844,0.6248577531533455,glgB,PMM0584,locus_tag:KEGG
Q7UZN5,PMM1623,4,4,0.000329874,0.000425569,0.000678397,0.000397303,0.000423172,0.000588584,0.000176707,0.000687608,8.1053e-05,0.000167731,0.000362005,0.000843049,0.000203253,0.000433133,0.000597096,0.000131788,0.000272619,0.000185431,0.000477946,0.000469686,0.000315123,0.000457595,0.000411161,0.000196613,0.474210606,0.982717272,0.245580851,0.659326874,0.344426463,0.898525306,0.135846064,0.429665006,Single-stranded DNA-binding protein OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=ssb PE=3 SV=1,-0.0251516823428304,-0.6009342084367942,-0.1543689586239495,-1.2187158130654896,ssb,PMM1623,locus_tag:KEGG
Q7V2J5,PMM0481,4,4,0.002386805,0.000948745,0.001571448,0.00196194,0.001425216,0.001151142,0.001760567,0.000409622,0.001031222,0.003247117,0.000366842,0.000930147,0.001990744,0.000352031,0.000922314,0.001252774,0.000714005,0.00094475,0.001635666,0.001512766,0.001067137,0.001514702,0.001088363,0.00097051,0.405206445,0.924862473,0.187794062,0.652417441,0.206147817,0.718532512,0.288007906,0.640726542,UPF0234 protein PMM0481 OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=PMM0481 PE=3 SV=1,-0.1126892419847906,-0.6161327449223626,-0.4768746579820894,-0.6422193397236573,PMM0481,PMM0481,locus_tag:KEGG
Q7V226,PMM0665,4,4,0.000209782,0.000183521,0.000401727,0.000243445,0.000172147,0.00039238,9.61432e-05,0.000272487,0.000135379,0.00016117,8.57365e-05,0.000329361,0.00013983,0.000101911,0.000315577,0.000131588,0.000132967,0.000326404,0.00026501,0.000269324,0.000168003,0.000192089,0.000185773,0.000196986,0.482897232,1.016278747,0.163920354,0.633950553,0.318365101,0.967117484,0.48104182,1.025492964,33 kDa chaperonin OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=hslO PE=3 SV=1,0.023296161715082,-0.657557777746167,-0.0482369380819862,0.0363175933905289,hslO,PMM0665,locus_tag:KEGG
Q7V3C0,PMM0161,4,4,0.000208679,0.000163993,0.000310237,0.000351231,0.000164799,0.000232398,0.000199902,0.000142977,8.94909e-05,0.000318062,0.000166184,0.000288922,0.000218852,0.000125458,0.000286554,0.000117725,0.000326751,0.000227001,0.000227636,0.000249476,0.000144123,0.000257723,0.000210288,0.000223826,0.384651774,1.095940781,0.09758402,0.633129029,0.117045008,0.815946562,0.339755713,0.868474864,Citrate synthase OS=Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) OX=59919 GN=gltA PE=3 SV=1,0.132169844588752,-0.6594285501643861,-0.2934534246294216,-0.2034440008248383,gltA,PMM0161,locus_tag:KEGG
