Accession,Peptide count,Unique peptides,Confidence score,Description,Light 1,Light 2,Light 3,Light Glu nM 1,Light Glu nM 2,Light Glu nM 3,Light Glu mM 1,Light Glu mM 2,Light Glu mM 3,Darkness 1,Darkness 2,Darkness 3,Darkness Glu nM 1,Darkness Glu nM 2,Darkness Glu nM 3,Darkness Glu mM 1,Darkness Glu mM 2,Darkness Glu mM 3,Light1,Light2,Light3,Light Glu nM 1.1,Light Glu nM 2.1,Light Glu nM 3.1,Light Glu mM 1.1,Light Glu mM 2.1,Light Glu mM 3.1,Darkness1,Darkness2,Darkness3,Darkness Glu nM 1.1,Darkness Glu nM 2.1,Darkness Glu nM 3.1,Darkness Glu mM 1.1,Darkness Glu mM 2.1,Darkness Glu mM 3.1,Marinobacter_MED4,Light avg,Light Glu nM avg,Light Glu mM avg,Darkness  avg,Darkness Glu nM avg,Darkness Glu mM avg,FC G nM/L,FC G mM/L,FC G nM/D,FC G mM/D,t.test G nM/L,t.test G mM/L,t.test G nM/O,t.test G mM/O,log2FC.GnM.L,log2FC.GmM.L,log2FC.GnM.D,log2FC.GmM.D
E4PNF8,11.0,11.0,35.1794796,Isoleucine--tRNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ileS PE=3 SV=1,27163.063,176651.52,82867.3204,119126.762,54949.5396,55137.1041,412413.381,466969.322,588304.516,144033.572,78053.9376,35743.28,40975.7046,77585.6987,40817.4309,314058.034,499400.38,249186.674,0.000410301,0.000886088,0.000475605,0.001346776,0.000760785,0.000319284,0.001024973,0.00120333,0.001094416,0.001067858,0.000945965,0.000356781,0.000561737,0.000978412,0.00037237,0.000981346,0.001298406,0.000888257,Isoleucine--tRNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ileS PE=3 SV=1,0.000590665,0.000808949,0.001107573,0.000790202,0.000637506,0.001056003,1.37,1.88,0.81,1.34,0.303,0.018,0.239,0.142,0.45417589318580215,0.9107326619029126,-0.3040061868900999,0.4222330006830478
E4PQB2,4.0,4.0,14.8410466,L-threonine dehydratase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ilvA PE=3 SV=1,5386.98127,54116.9333,33549.173,18278.6698,14296.7487,26049.8232,123911.897,119669.895,216433.034,19996.218,10086.1148,7874.99484,8728.59619,10523.6348,14660.7987,133881.544,230399.843,195652.205,8.14e-05,0.000271452,0.000192551,0.000206648,0.000197941,0.000150848,0.000307959,0.000308376,0.000402628,0.000148251,0.000122237,7.86e-05,0.00011966,0.000132711,0.000133748,0.000418343,0.000599023,0.000697426,L-threonine dehydratase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ilvA PE=3 SV=1,0.000181791,0.000185145,0.000339654,0.000116365,0.000128706,0.000571598,1.02,1.87,1.11,4.91,0.481,0.061,0.33,0.023,0.02856915219677092,0.903038270112912,0.15055967657538138,2.2957230245399685
E4PF63,10.0,10.0,42.1544037,Glucose-6-phosphate 1-dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=zwf PE=3 SV=1,42403.2231,1112743.27,80480.7277,229944.961,41245.3327,215748.833,702636.263,2365174.96,2461479.34,102596.055,63236.96,73548.4167,34574.6126,60185.7686,223454.369,730776.905,1116072.25,2139111.0,0.000640505,0.005581543,0.000461908,0.00259962,0.000571048,0.001249345,0.001746265,0.0060948,0.004579062,0.000760643,0.000766392,0.000734144,0.000473984,0.000758986,0.002038534,0.002283479,0.002901709,0.007625125,Glucose-6-phosphate 1-dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=zwf PE=3 SV=1,0.002227985,0.001473338,0.004140042,0.000753726,0.001090502,0.004270105,0.66,1.86,1.45,5.67,0.38,0.114,0.282,0.087,-0.5994620704162712,0.8953026213333067,0.5360529002402097,2.503348735167504
E4PH19,18.0,18.0,90.5195224,60 kDa chaperonin OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=groL PE=3 SV=1,615958.221,2709184.63,1602499.29,447833.393,510360.067,1816712.07,9549207.73,7569721.15,8794533.01,386290.276,396604.206,884378.327,493136.225,377302.359,915342.305,7132802.75,10606412.2,3789724.9,0.009304112,0.013589326,0.009197319,0.005062937,0.007066019,0.010520102,0.023732688,0.019506354,0.016360369,0.002863939,0.004806594,0.008827666,0.006760412,0.004758058,0.008350505,0.022288067,0.027575926,0.013508942,60 kDa chaperonin OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=groL PE=3 SV=1,0.010696919,0.007549686,0.01986647,0.0054994,0.006622991,0.021124312,0.71,1.86,1.2,3.84,0.155,0.037,0.252,0.053,-0.4941090702700427,0.8953026213333067,0.2630344058337938,1.9411063109464315
E4PQJ1,3.0,3.0,11.0223544,Signal transduction protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_770 PE=4 SV=1,7410.53303,67894.1147,70052.8003,49742.2425,33857.2202,137013.076,89935.848,96268.0485,589843.028,24857.4625,14046.2231,54291.2695,46674.8055,19838.3357,90405.7193,113851.453,328813.946,177995.546,0.000111937,0.000340558,0.000402058,0.000562356,0.000468759,0.000793407,0.000223518,0.000248072,0.001097278,0.000184292,0.000170231,0.000541923,0.000639866,0.000250176,0.000824755,0.000355755,0.000854893,0.000634487,Signal transduction protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_770 PE=4 SV=1,0.000284851,0.000608174,0.000522956,0.000298816,0.000571599,0.000615045,2.14,1.84,1.91,2.06,0.041,0.21,0.064,0.115,1.0976107966264224,0.8797057662822882,0.9335726382610239,1.0426443374084937
E4PND6,7.0,7.0,19.4596345,Serine hydroxymethyltransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=glyA PE=3 SV=1,15973.6477,86306.2656,95207.5571,16413.4122,14921.6924,46831.8897,43999.7636,281477.821,750972.287,206122.699,30549.4119,94845.772,10749.2938,25491.0828,50582.1132,82933.5338,156295.061,398177.691,0.000241284,0.000432914,0.00054643,0.00018556,0.000206593,0.000271191,0.000109353,0.000725338,0.001397025,0.001528184,0.00037024,0.000946729,0.000147362,0.000321461,0.000461452,0.000259145,0.000406356,0.001419354,Serine hydroxymethyltransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=glyA PE=3 SV=1,0.000406876,0.000221115,0.000743905,0.000948384,0.000310092,0.000694951,0.54,1.83,0.33,0.73,0.054,0.179,0.123,0.338,-0.888968687611256,0.8718436485093178,-1.5994620704162712,-0.4540316308947075
E4PQI9,3.0,3.0,11.6474099,Lysine--tRNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=lysS PE=3 SV=1,7409.61121,66025.2299,29113.4109,19356.6341,12160.9142,16399.7893,68514.953,145833.006,298250.788,23491.6193,25876.2593,33843.3658,11304.5282,20819.1906,10177.6826,204840.066,178315.78,79974.2008,0.000111923,0.000331184,0.000167092,0.000218835,0.00016837,9.5e-05,0.000170281,0.000375796,0.000554833,0.000174166,0.000313604,0.000337817,0.000154974,0.000262545,9.28e-05,0.000640069,0.000463608,0.000285078,Lysine--tRNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=lysS PE=3 SV=1,0.0002034,0.000160724,0.00036697,0.000275196,0.000170123,0.000462919,0.79,1.8,0.62,1.68,0.322,0.141,0.137,0.17,-0.3400754415976217,0.8479969065549501,-0.6896598793878495,0.7484612330040356
E4PGK4,7.0,7.0,30.0392229,Superoxide dismutase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2351 PE=3 SV=1,286655.304,1568989.89,794439.411,108142.03,228645.49,745337.388,4672496.99,3432411.21,5224545.0,498409.236,306835.484,154696.919,224333.268,269369.723,194180.963,3784065.09,5481157.16,1933635.69,0.004329958,0.007870086,0.004559573,0.001222589,0.003165634,0.004316053,0.011612577,0.008844953,0.009719161,0.003695184,0.003718654,0.00154415,0.003075388,0.003396948,0.001771478,0.011824174,0.014250623,0.006892683,Superoxide dismutase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2351 PE=3 SV=1,0.005586539,0.002901426,0.010058897,0.002985996,0.002747938,0.01098916,0.52,1.8,0.92,3.68,0.088,0.069,0.219,0.017,-0.9434164716336325,0.8479969065549501,-0.12029423371771177,1.8797057662822882
E4PK80,3.0,3.0,11.7750118,Diaminopimelate decarboxylase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=lysA PE=3 SV=1,25439.5221,55326.5161,18445.3473,34746.772,18802.5141,44127.4423,129908.041,227152.057,251807.443,83286.4377,68212.8658,24114.063,22572.2005,44484.0063,8285.52082,125915.954,203182.998,135004.471,0.000384267,0.000277519,0.000105864,0.000392826,0.000260324,0.00025553,0.000322861,0.000585346,0.000468435,0.000617482,0.000826697,0.000240701,0.000309443,0.000560976,7.56e-05,0.000393453,0.000528262,0.00048124,Diaminopimelate decarboxylase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=lysA PE=3 SV=1,0.000255883,0.000302894,0.000458881,0.000561627,0.000315335,0.000467652,1.18,1.79,0.56,0.83,0.23,0.133,0.014,0.317,0.23878685958711648,0.8399595874895318,-0.8365012677171204,-0.2688167584278
E4PNF1,7.0,7.0,30.1558209,50S ribosomal protein L21 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplU PE=3 SV=1,82920.5069,562027.172,83380.7195,81976.9724,61698.0786,94583.9492,1710051.1,1370561.32,184253.21,208778.616,64869.3871,40961.6954,78925.3938,70188.7748,28363.1302,698779.484,1504543.35,1364008.29,0.001252523,0.00281914,0.000478552,0.000926783,0.00085422,0.000547711,0.004249998,0.003531789,0.000342764,0.001547875,0.000786176,0.00040887,0.001081989,0.000885132,0.000258752,0.002183496,0.003911707,0.004862176,50S ribosomal protein L21 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplU PE=3 SV=1,0.001516738,0.000776238,0.002708183,0.000914307,0.000741958,0.00365246,0.51,1.79,0.81,3.99,0.178,0.165,0.201,0.067,-0.9714308478032291,0.8399595874895318,-0.3040061868900999,1.996388746447621
E4PHX1,2.0,2.0,7.31729198,ATP phosphoribosyltransferase regulatory subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=hisZ PE=3 SV=1,3771.13666,30277.5945,2980.48421,6577.08508,46398.1255,6084.48511,10438.5149,81569.3953,87499.8662,8558.56551,73656.4406,1251.82139,8926.12567,69699.8382,57.0914264,8255.18335,36145.1176,15827.0099,5.7e-05,0.000151873,1.71e-05,7.44e-05,0.00064239,3.52e-05,2.59e-05,0.000210196,0.000162775,6.35e-05,0.00089267,1.25e-05,0.000122368,0.000878966,5.21e-07,2.58e-05,9.4e-05,5.64e-05,ATP phosphoribosyltransferase regulatory subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=hisZ PE=3 SV=1,7.53e-05,0.00025066,0.000132971,0.000322873,0.000333952,5.87e-05,3.33,1.77,1.03,0.18,0.191,0.188,0.344,0.214,1.7355221772965375,0.8237493603082727,0.04264433740849372,-2.473931188332412
E4PIY7,2.0,2.0,7.38094902,"Transcriptional regulator, MarR family OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3821 PE=4 SV=1",7838.56453,38479.661,9947.64799,1473.0898,4118.39829,2119.34498,48217.7575,161601.431,59437.232,3351.38339,2205.30449,1498.91852,2388.33155,4906.46171,3641.59225,45729.8244,142445.134,31914.1925,0.000118402,0.000193015,5.71e-05,1.67e-05,5.7e-05,1.23e-05,0.000119836,0.000416429,0.00011057,2.48e-05,2.67e-05,1.5e-05,3.27e-05,6.19e-05,3.32e-05,0.000142893,0.000370347,0.000113762,"Transcriptional regulator, MarR family OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3821 PE=4 SV=1",0.000122837,2.86e-05,0.000215612,2.22e-05,4.26e-05,0.000209001,0.23,1.76,1.92,9.42,0.036,0.15,0.062,0.07,-2.1202942337177118,0.8155754288625726,0.9411063109464314,3.2357270598380583
E4PG91,14.0,14.0,55.562809,"TRAP transporter solute receptor, TAXI family protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1069 PE=4 SV=1",116309.599,2298236.36,1239242.39,333673.925,127606.088,1999425.27,4371773.88,3675421.96,8055251.78,267212.511,153949.533,751456.839,154841.237,135755.208,852281.648,3685829.33,2161049.93,2948517.36,0.001756868,0.011528001,0.007112457,0.003772318,0.001766727,0.011578146,0.010865189,0.009471166,0.014985093,0.001981102,0.001865772,0.007500874,0.002122721,0.001711972,0.007775214,0.011517214,0.005618578,0.010510354,"TRAP transporter solute receptor, TAXI family protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1069 PE=4 SV=1",0.006799109,0.005705731,0.011773816,0.003782582,0.003869969,0.009215382,0.84,1.73,1.02,2.44,0.413,0.147,0.281,0.059,-0.25153876699596445,0.7907720378619999,0.02856915219677092,1.2868811477881617
E4PMI9,3.0,3.0,10.3370259,"Sulfate/tungstate uptake family ABC transporter, periplasmic substrate-binding protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_4133 PE=4 SV=1",42386.8363,670336.316,36550.1384,45684.9539,135060.014,23899.2495,870495.316,1502959.79,619405.402,141168.23,244066.41,23753.7695,87275.6504,251583.773,20244.3501,384534.067,931668.675,125187.979,0.000640257,0.003362421,0.000209774,0.000516487,0.001869928,0.000138394,0.002163446,0.003872965,0.001152273,0.001046615,0.002957932,0.000237105,0.001196463,0.003172655,0.000184686,0.001201564,0.002422273,0.000446248,"Sulfate/tungstate uptake family ABC transporter, periplasmic substrate-binding protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_4133 PE=4 SV=1",0.001404151,0.000841603,0.002396228,0.001413884,0.001517934,0.001356695,0.6,1.71,1.07,0.96,0.175,0.039,0.163,0.417,-0.7369655941662062,0.7739963251111731,0.09761079662642233,-0.058893689053568565
E4PPD8,3.0,3.0,10.9217234,Thioesterase superfamily protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1861 PE=4 SV=1,29010.4769,134502.584,57080.167,50239.8204,18383.5476,269996.728,212598.956,414304.397,449348.903,41383.9849,18051.2307,98029.8098,21340.4552,30196.5688,142847.062,149271.843,170055.854,213819.952,0.000438206,0.000674668,0.000327604,0.000567981,0.000254523,0.00156348,0.000528373,0.001067618,0.000835919,0.000306819,0.00021877,0.000978512,0.000292557,0.000380801,0.001303168,0.000466434,0.000442133,0.000762188,Thioesterase superfamily protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1861 PE=4 SV=1,0.000480159,0.000795328,0.000810636,0.000501367,0.000658842,0.000556918,1.66,1.69,1.31,1.11,0.292,0.059,0.124,0.362,0.7311832415721999,0.7570232465074596,0.3895668117627256,0.15055967657538138
E4PPH3,3.0,3.0,8.48948193,Chaperone protein DnaJ OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=dnaJ PE=3 SV=1,1380.03265,5515.88657,16421.6686,3355.82072,2498.50425,11573.1525,4437.09837,37473.2989,71497.0653,2916.51606,1081.39248,10039.6794,1382.74539,1624.64535,15798.5194,11326.8967,30407.0373,66692.8014,2.08e-05,2.77e-05,9.42e-05,3.79e-05,3.46e-05,6.7e-05,1.1e-05,9.66e-05,0.000133005,2.16e-05,1.31e-05,0.000100214,1.9e-05,2.05e-05,0.000144127,3.54e-05,7.91e-05,0.000237735,Chaperone protein DnaJ OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=dnaJ PE=3 SV=1,4.76e-05,4.65e-05,8.02e-05,4.5e-05,6.12e-05,0.000117395,0.98,1.69,1.36,2.61,0.472,0.145,0.185,0.09,-0.029146345659516508,0.7570232465074596,0.44360665147561484,1.3840498067951597
E4PJI8,3.0,3.0,10.7426477,Iron(III) compound receptor OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1410 PE=3 SV=1,1405.71286,167457.611,5654.26168,6484.57491,2135.74905,5609.64283,6474.61841,551982.387,27135.3105,7412.35733,6012.03818,12171.0256,4203.64525,6960.58418,24081.1921,19024.8509,46633.4006,20097.9984,2.12e-05,0.000839971,3.25e-05,7.33e-05,2.96e-05,3.25e-05,1.61e-05,0.001422399,5.05e-05,5.5e-05,7.29e-05,0.000121488,5.76e-05,8.78e-05,0.000219688,5.94e-05,0.000121244,7.16e-05,Iron(III) compound receptor OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1410 PE=3 SV=1,0.000297885,4.51e-05,0.000496323,8.31e-05,0.000121698,8.41e-05,0.15,1.67,1.46,1.01,0.23,0.205,0.164,0.487,-2.736965594166206,0.7398481026993274,0.5459683691052925,0.014355292977070054
E4PM02,4.0,4.0,16.1300219,30S ribosomal protein S8 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpsH PE=3 SV=1,9956.09326,113337.197,82531.0281,15714.1284,9786.49981,65195.7636,43669.9841,720935.518,8997.18262,66151.1588,809.366896,922.942284,7771.64031,3456.53685,6008.91049,26300.7034,830787.722,230932.208,0.000150388,0.000568502,0.000473675,0.000177655,0.000135496,0.000377532,0.000108533,0.001857773,1.67e-05,0.000490442,9.81e-06,9.21e-06,0.000106542,4.36e-05,5.48e-05,8.22e-05,0.00215999,0.000823186,30S ribosomal protein S8 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpsH PE=3 SV=1,0.000397522,0.000230227,0.000661015,0.000169821,6.83e-05,0.001021786,0.58,1.66,0.4,6.02,0.174,0.333,0.273,0.184,-0.7858751946471527,0.7311832415721999,-1.3219280948873622,2.5897634869849773
E4PHH1,11.0,11.0,48.0462353,4-aminobutyrate aminotransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=gabT PE=3 SV=1,82605.5507,323629.447,598782.044,106589.124,59515.9826,755202.333,945678.703,1282093.51,2589618.39,73794.3243,58796.473,174642.974,71995.0625,63089.7214,122215.369,585206.26,590463.385,1166868.94,0.001247765,0.001623332,0.003436625,0.001205033,0.000824009,0.004373178,0.002350299,0.003303817,0.004817437,0.000547108,0.000712576,0.001743247,0.000986981,0.000795607,0.001114949,0.00182861,0.001535163,0.004159448,4-aminobutyrate aminotransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=gabT PE=3 SV=1,0.002102574,0.002134073,0.003490518,0.001000977,0.000965846,0.002507741,1.01,1.66,0.96,2.51,0.478,0.007,0.461,0.043,0.014355292977070054,0.7311832415721999,-0.058893689053568565,1.3276873641760472
E4PPA9,9.0,9.0,36.8816927,3-isopropylmalate dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=leuB PE=3 SV=1,84460.5555,712688.571,140814.107,99498.9294,248180.271,139497.494,1332400.75,1333410.78,1371691.82,123682.174,282762.069,50772.2679,188888.806,236152.803,110518.986,1155936.67,1207560.61,686074.135,0.001275785,0.003574861,0.000808183,0.001124875,0.003436097,0.000807793,0.003311421,0.003436056,0.002551743,0.000916974,0.003426899,0.000506797,0.002589479,0.002978059,0.001008245,0.003611987,0.003139573,0.002445596,3-isopropylmalate dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=leuB PE=3 SV=1,0.001886276,0.001789588,0.00309974,0.00161689,0.002191928,0.003065719,0.95,1.64,1.36,1.9,0.092,0.108,0.224,0.123,-0.07400058144377693,0.7136958148433589,0.44360665147561484,0.925999418556223
E4PF73,5.0,5.0,14.4228265,Cysteine--tRNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=cysS PE=3 SV=1,11523.2603,88731.6055,23919.8665,8390.99105,15241.3751,34154.5003,101317.329,131809.227,349239.25,30200.8133,65241.4675,6387.49503,13616.6466,49814.1295,16123.8135,91945.0727,165025.697,170201.111,0.00017406,0.00044508,0.000137285,9.49e-05,0.000211019,0.00019778,0.000251804,0.000339658,0.000649686,0.000223907,0.000790686,6.38e-05,0.000186671,0.000628192,0.000147095,0.000287303,0.000429055,0.000606703,Cysteine--tRNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=cysS PE=3 SV=1,0.000252141,0.000167888,0.000413716,0.000359451,0.000320653,0.00044102,0.67,1.64,0.89,1.23,0.213,0.235,0.32,0.392,-0.5777669993169522,0.7136958148433589,-0.16812275880832692,0.29865831556451516
E4PF67,9.0,9.0,36.4025557,Lon protease OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=lon PE=2 SV=1,37073.0523,149355.68,85700.9397,79796.8156,43109.6451,149896.206,180386.486,413194.646,758473.986,133370.587,67686.9636,81835.5103,40609.1956,52616.285,161403.262,132901.231,180159.767,317095.46,0.000559992,0.000749171,0.000491868,0.000902135,0.00059686,0.00086801,0.000448315,0.001064758,0.00141098,0.000988804,0.000820324,0.000816864,0.000556712,0.00066353,0.001472453,0.00041528,0.000468403,0.001130326,Lon protease OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=lon PE=2 SV=1,0.000600344,0.000789002,0.000974685,0.00087533,0.000897565,0.000671336,1.31,1.62,1.03,0.77,0.192,0.169,0.476,0.262,0.3895668117627256,0.6959938131099002,0.04264433740849372,-0.3770696490798233
E4PQS8,6.0,6.0,23.8810978,Peptidoglycan-associated protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pal PE=3 SV=1,56585.6475,262718.285,119684.692,29324.0359,22594.2391,32471.0413,411534.526,747162.97,900683.611,82861.9789,25332.3064,32288.0204,45401.1578,29029.7637,7726.83364,221393.904,127364.758,406702.969,0.000854732,0.0013178,0.000686913,0.00033152,0.000312821,0.000188031,0.001022789,0.001925358,0.001675531,0.000614335,0.000307012,0.000322292,0.000622405,0.000366086,7.05e-05,0.000691796,0.000331139,0.001449743,Peptidoglycan-associated protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pal PE=3 SV=1,0.000953149,0.000277457,0.001541226,0.000414546,0.000352994,0.000824226,0.29,1.62,0.85,1.99,0.027,0.066,0.294,0.186,-1.7858751946471527,0.6959938131099002,-0.23446525363702297,0.9927684307689242
E4PH94,3.0,3.0,12.0158279,Toluene tolerance family protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2433 PE=4 SV=1,4263.48676,62259.8124,7811.86604,1475.09639,41120.9649,5603.18932,19266.9279,134679.291,153968.13,35180.5631,24909.1668,1634.61051,3306.69142,32104.4009,780.000747,30987.5111,14527.4327,115886.316,6.44e-05,0.000312297,4.48e-05,1.67e-05,0.000569327,3.24e-05,4.79e-05,0.000347054,0.000286425,0.000260827,0.000301883,1.63e-05,4.53e-05,0.00040486,7.12e-06,9.68e-05,3.78e-05,0.000413091,Toluene tolerance family protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2433 PE=4 SV=1,0.000140511,0.00020615,0.000227121,0.000193009,0.000152436,0.000182563,1.47,1.62,0.79,0.95,0.283,0.193,0.353,0.482,0.5558161550616397,0.6959938131099002,-0.3400754415976217,-0.07400058144377693
E4PRB3,6.0,6.0,25.4863777,Proline--tRNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=proS PE=3 SV=1,58701.7981,91042.3571,87556.4943,17036.819,38564.9681,60395.6665,256511.781,332819.934,796513.057,30284.8318,29351.9171,79275.9524,25971.3514,31375.2812,30606.1069,185105.522,153195.81,226571.505,0.000886697,0.00045667,0.000502518,0.000192608,0.000533938,0.000349735,0.00063751,0.000857641,0.001481744,0.00022453,0.000355727,0.000791315,0.000356042,0.000395665,0.000279214,0.000578404,0.000398298,0.000807642,Proline--tRNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=proS PE=3 SV=1,0.000615295,0.000358761,0.000992298,0.000457191,0.00034364,0.000594782,0.58,1.61,0.75,1.3,0.189,0.2,0.315,0.166,-0.7858751946471527,0.6870606883398924,-0.4150374992788438,0.37851162325372983
E4PK67,4.0,4.0,18.5743804,Transcription termination factor Rho OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rho PE=3 SV=1,22056.7254,65590.3894,78218.6921,14363.9203,71466.5625,64623.9338,61561.2996,109588.359,728583.753,62981.4378,13660.2253,24721.1413,13726.6076,41655.2924,46237.2209,33348.3563,35519.9616,662532.777,0.000333169,0.000329003,0.000448925,0.00016239,0.000989466,0.00037422,0.000152999,0.000282397,0.001355376,0.000466942,0.000165553,0.000246761,0.000188178,0.000525304,0.000421814,0.000104205,9.23e-05,0.00236168,Transcription termination factor Rho OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rho PE=3 SV=1,0.000370366,0.000508692,0.000596924,0.000293085,0.000378432,0.000852745,1.37,1.61,1.29,2.91,0.325,0.288,0.348,0.274,0.45417589318580215,0.6870606883398924,0.36737106564852945,1.5410191531335593
