Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Description,Unnamed: 37,log2FC.L.LGnM,log2FC.L.LGmM,log2FC.D.LGnM,log2FC.D.LGmM
Q7U3E5,SYNW2487,12.0,12.0,0.000172261,0.000156082,0.000280702,0.000167888,0.000183281,0.000288289,0.000479927,0.001077218,0.000546007,0.000237146,9.65499e-05,0.000322424,0.000513167,0.000614058,0.00034258,0.000321999,0.000675241,0.000478933,0.000203015,0.000213153,0.000701051,0.000218706,0.000489935,0.000492058,0.192743412,1.049937413,0.071578267,3.453199783,0.099751994,2.240150453,0.109007892,2.249855492,Putative cyanate ABC transporter OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW2487 PE=4 SV=1,,0.07030333108597724,1.7879338029447358,1.1635956298310066,1.1698323402555648
Q7U4H0,SYNW2098,12.0,12.0,4.53798e-05,4.40689e-05,7.97814e-05,4.60003e-05,4.33955e-05,6.41118e-05,0.000106088,0.00012552,0.000162705,6.23359e-05,3.57513e-05,7.94571e-05,6.88624e-05,6.81317e-05,0.000116735,8.369e-05,7.94437e-05,0.000169493,5.641e-05,5.11692E-05,0.000131437,5.91815e-05,8.45763e-05,0.000110876,0.210842256,0.907093551,0.004507635,2.330036935,0.058441624,1.429102056,0.062510505,1.873485972,Alanine racemase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=alr PE=3 SV=1,,-0.14067674743692737,1.2203528242010135,0.515108946824017,0.9057251753175196
Q7U4I1,SYNW2086,12.0,12.0,0.000731812,0.000791822,0.000495925,0.000602519,0.00053238,0.000590673,0.00055732,0.001027475,0.000802358,0.000679931,0.000745428,0.000741516,0.000978719,0.000974476,0.000598592,0.000708521,0.000815116,0.001035044,0.000673186,0.000575191,0.000795718,0.000722292,0.000850596,0.000852894,0.221717374,0.854430547,0.249800591,1.18201757,0.224074425,1.177634386,0.126764719,1.180816005,Adenylate kinase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=adk PE=3 SV=1,,-0.2269648687214171,0.24125148049300438,0.235891702685726,0.23978418120068537
Q7U429,SYNW2246,12.0,12.0,0.000872698,0.002151837,0.001674963,0.000468911,0.000784623,0.002048903,0.000513022,0.000809384,0.001962871,0.000390241,0.001483242,0.00181608,0.000349118,0.000574231,0.000593325,0.000310003,0.000628079,0.001161618,0.001566499,0.001100812,0.001095092,0.001229854,0.000505558,0.0006999,0.226359857,0.702721322,0.212359671,0.699069672,0.08846101,0.411071274,0.074981132,0.569091837,Two-component response regulator OS=Synechococcus sp. (strain WH8102) OX=84588 GN=rpaB PE=4 SV=1,,-0.5089754213476961,-0.5164918475272195,-1.282539536183618,-0.8132666091509249
Q7U7X7,SYNW0852,12.0,12.0,0.001233499,0.002100533,0.001365107,0.001908264,0.001687492,0.002163284,0.001506784,0.00209597,0.001874572,0.001734983,0.001793723,0.002362325,0.002525293,0.002077197,0.001222587,0.001852613,0.001988801,0.00265676,0.00156638,0.00191968,0.001825775,0.001963677,0.001941692,0.002166058,0.227746275,1.225552271,0.111446386,1.16560187,0.486550513,0.988804367,0.029192299,1.103062248,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0852 PE=4 SV=1,,0.2934320178679763,0.2210750970634179,-0.016242980047854832,0.14151420738162876
Q7U4M2,SYNW2045,12.0,11.0,0.00021564,0.000328191,0.000165819,0.0002457,0.000172769,0.000143565,0.000340543,0.00107145,0.000203901,0.000180495,0.000144918,9.08606e-05,0.0001758,0.000309862,2.4331e-05,0.00024766,0.000325062,0.000125297,0.00023655,0.000187345,0.000538631,0.000138758,0.000169998,0.000232673,0.233433735,0.791987882,0.153332382,2.277029114,0.347938896,1.225137808,0.083586366,1.676826708,Anthranilate synthase component I and chorismate binding enzyme OS=Synechococcus sp. (strain WH8102) OX=84588 GN=trpE PE=4 SV=1,,-0.33644973871410994,1.187152737831539,0.292944037991976,0.7457336009910372
Q7U9M1,SYNW0233,12.0,12.0,0.000319375,0.000259265,0.000452548,0.000407908,0.000395681,0.000387989,0.000238455,0.000420596,0.00044678,0.000441849,0.000268388,0.000174448,0.000332379,0.000335714,0.000164614,0.000488607,0.000230362,0.000300859,0.000343729,0.000397193,0.00036861,0.000294895,0.000277569,0.000339943,0.235382652,1.155539468,0.38067575,1.072385393,0.383584915,0.941246025,0.221424462,1.152759039,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0233 PE=4 SV=1,,0.20856653658222185,0.10082347356591423,-0.08735622777200953,0.20509097823680453
Q7U9E0,SYNW0318,12.0,12.0,0.00264498,0.002229755,0.001212388,0.00224599,0.001861317,0.001483352,0.002034833,0.002520779,0.002431464,0.002213857,0.002391498,0.002612379,0.004237495,0.003420214,0.001680585,0.003618241,0.002424168,0.003150017,0.002029041,0.001863553,0.002329025,0.002405911,0.003112765,0.003064142,0.263864809,0.918440142,0.313628702,1.147845293,0.250538301,1.293798769,0.121014585,1.273589068,"Ferredoxin-thioredoxin reductase, catalytic chain OS=Synechococcus sp. (strain WH8102) OX=84588 GN=ftrC PE=3 SV=1",,-0.12274239603716879,0.19892820816153844,0.37161324519620653,0.34889985750654606
Q7U6W4,SYNW1222,12.0,12.0,1.51804e-05,0.000172626,2.55614e-05,3.37733e-05,7.17148e-05,2.45274e-05,2.25349e-05,0.000174599,0.000168893,1.45835e-05,3.78389e-05,1.45806e-05,5.2116e-05,9.43273e-05,4.10997e-06,9.05866e-05,0.000120339,0.00017691,7.11226e-05,4.33385E-05,0.000122009,2.23343e-05,5.01844e-05,0.000129279,0.265514444,0.609349382,0.192971887,1.715471907,0.148535838,2.246964116,0.030618709,5.788340793,Methionine--tRNA ligase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=metG PE=3 SV=1,,-0.7146584330162384,0.7786055001516773,1.16797708487286,2.5331498641463037
Q7U559,SYNW1849,12.0,12.0,0.000247768,0.000264378,0.000173442,0.000303191,0.000236932,0.000193918,0.000360897,0.000348988,0.000317565,0.000272939,0.00026653,0.000275624,0.000305482,0.00047961,0.000171749,0.000333216,0.000555149,0.0003454,0.000228529,0.00024468,0.000342483,0.000271697,0.000318947,0.000411255,0.285298997,1.070673858,0.010997347,1.498638689,0.32898641,1.173904559,0.101108291,1.513650761,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=ispD PE=3 SV=1,,0.09851908223316368,0.5836526018187428,0.23131511896364973,0.5980323760673052
Q7TTW4,SYNW0740,12.0,12.0,0.000275583,0.000579136,0.00020224,0.000290533,0.000292456,0.000272087,0.000251275,0.000909997,0.00037534,0.000261196,0.000345511,0.000211627,0.000413223,0.000648227,0.000122099,0.000454728,0.00070441,0.00043884,0.00035232,0.000285026,0.000512204,0.000272778,0.000394516,0.000532659,0.302744199,0.808997884,0.129970307,1.453805302,0.199100456,1.446291612,0.017843284,1.952722645,Bifunctional protein FolD OS=Synechococcus sp. (strain WH8102) OX=84588 GN=folD PE=3 SV=1,,-0.30579216571381396,0.5398340721137387,0.5323584684511106,0.9654870505567202
Q7TTX6,SYNW0249,12.0,12.0,5.17727e-05,0.000124463,6.88145e-05,4.72903e-05,5.64662e-05,0.000102164,4.98954e-05,8.43211e-05,0.000110568,3.5936e-05,0.000123438,7.07591e-05,4.05023e-05,6.91568e-05,3.25813e-05,5.1792e-05,5.89906e-05,0.000157453,8.16834e-05,6.864E-05,8.15948e-05,7.67111e-05,4.74135e-05,8.9412e-05,0.351109042,0.840317373,0.498674964,0.998914526,0.118571468,0.618078476,0.399257903,1.165567351,Bifunctional purine biosynthesis protein PurH OS=Synechococcus sp. (strain WH8102) OX=84588 GN=purH PE=3 SV=1,,-0.2509937836898175,-0.0015668585028271716,-0.6941380694627646,0.22103237138767426
Q7U5V0,SYNW1593,12.0,12.0,0.000132483,9.05024e-05,0.000150885,0.000146278,0.0001179,0.000128993,0.000229242,0.000263152,0.000291241,0.00011918,7.70021e-05,8.16233e-05,0.000145131,0.000242842,5.31909e-05,0.000201433,0.000274852,0.000390852,0.000124623,0.000131057,0.000261211,9.26018e-05,0.000147055,0.000289046,0.352155995,1.051623151,0.012475079,2.09600607,0.223008226,1.588033303,0.047789091,3.121383285,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1593 PE=4 SV=1,,0.07261780768598705,1.067642894903139,0.6672411678770614,1.6421855214407999
Q7U8H1,SYNW0647,12.0,12.0,0.000140843,0.000275228,0.00028368,0.000205704,0.00023394,0.000287304,0.000398856,0.000428808,0.000367644,0.000222696,0.000257177,0.000325927,0.000155213,0.000170291,0.000101317,0.000168839,0.000131116,0.000182179,0.00023325,0.000242316,0.000398436,0.0002686,0.000142274,0.000160711,0.398000873,1.038867095,0.041168947,1.708191898,0.062578022,0.529686255,0.029615831,0.598328654,dTDP-4-dehydrorhamnose reductase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=rfbD PE=3 SV=1,,0.055011098275930245,0.772470056188916,-0.9167900227267104,-0.7409899394762713
Q7U533,SYNW1879,12.0,12.0,0.00041256,0.000745405,0.000450169,0.000587355,0.000289691,0.000882462,0.000288705,0.000468638,0.000699915,0.000547504,0.000730444,0.000278018,0.000428239,0.000337854,0.000356259,0.000333288,0.000317814,0.00060173,0.000536045,0.000586503,0.000485752,0.000518656,0.000374117,0.000417611,0.432978516,1.09413056,0.38912559,0.906178805,0.200326053,0.721321457,0.345534975,0.805179916,Similar to chloroplast membrane-associated 30 kD protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1879 PE=4 SV=1,,0.1297849017739058,-0.14213234744699468,-0.4712857548858025,-0.3126169080336835
Q7U964,SYNW0394,12.0,11.0,1.07128e-05,1.34227e-05,3.95612e-05,2.42023e-05,1.84126e-05,2.46745e-05,2.80702e-05,4.11239e-05,5.25202e-05,1.67819e-05,9.16534e-06,2.92018e-05,2.57803e-05,3.32073e-05,5.72982e-06,6.53733e-05,2.61596e-05,9.51485e-05,2.12322e-05,2.24298E-05,4.05714e-05,1.8383e-05,2.15725e-05,6.22271e-05,0.449897243,1.056402603,0.023722796,1.91084213,0.420591802,1.17349862,0.046134391,3.385033183,Putative N-acetylneuraminic acid synthetase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0394 PE=4 SV=1,,0.07915976145536108,0.9342085906260368,0.2308161452949757,1.759169976404377
Q7U8W4,SYNW0495,11.0,11.0,4.6839e-05,0.000105706,0.000109372,0.000107439,0.000165568,0.000136862,7.43937e-05,0.00016211,0.000218422,2.99027e-05,6.6516e-05,6.82892e-05,3.48775e-05,9.72978e-05,2.41882e-05,4.34168e-05,0.000107685,9.63411e-05,8.73058e-05,0.000136623,0.000151642,5.49026e-05,5.21212e-05,8.2481e-05,0.022832146,1.56487902,0.057197009,1.736904373,0.455401803,0.949338955,0.037303076,1.502315499,ATP synthase gamma chain OS=Synechococcus sp. (strain WH8102) OX=84588 GN=atpG PE=3 SV=1,,0.6460511274501839,0.7965183272225231,-0.07500481123572741,0.5871878228686296
Q7U8H0,SYNW0648,11.0,11.0,0.00061184,0.000559131,0.00054078,0.000798701,0.000727422,0.000598061,0.000720924,0.001045446,0.000653126,0.000687481,0.000550454,0.000568569,0.001047863,0.001478685,0.000344469,0.001069204,0.001406571,0.001039601,0.000570584,0.000708061,0.000806499,0.000602168,0.000957006,0.001171792,0.038378083,1.240941629,0.100104809,1.413461929,0.198916379,1.589266783,0.029759494,1.945955374,"dTDP-4-dehydrorhamnose 3,5-epimerase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=rfbC PE=3 SV=1",,0.31143525605428224,0.49923302531087543,0.6683613236824736,0.9604786256138281
Q7U8K5,SYNW0612,11.0,11.0,0.00022164,0.000238299,0.000137592,0.000240557,0.000242927,0.000154057,0.000287721,0.000934015,0.000192774,0.000243841,0.000255027,0.000121421,0.000453285,0.000720732,0.000147372,0.000424301,0.001008784,0.00030168,0.000199177,0.000212514,0.000471503,0.000206763,0.000440463,0.000578255,0.047103154,1.066959925,0.163574957,2.367261331,0.104160405,2.130279984,0.095697216,2.796705289,D-aminoacyl-tRNA deacylase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=dtd3 PE=3 SV=1,,0.09350598957420828,1.2432189794677857,1.091043057203546,1.4837282336140327
Q7U8S5,SYNW0537,11.0,11.0,0.003916402,0.003649034,0.001754948,0.003037099,0.003275278,0.001680361,0.001402987,0.003399422,0.002234452,0.002308785,0.003003816,0.000921708,0.005062798,0.00530785,0.001122184,0.002918049,0.003753169,0.002898505,0.003106795,0.002664246,0.00234562,0.002078103,0.003830944,0.003189907,0.10008413,0.857554494,0.243592211,0.754996811,0.077897775,1.843481157,0.062361238,1.535009345,Cytochrome c-550 OS=Synechococcus sp. (strain WH8102) OX=84588 GN=psbV PE=3 SV=2,,-0.2216997434554685,-0.40545754417706537,0.8824326701113684,0.618247438620939
Q7U9D8,SYNW0320,11.0,11.0,0.000313901,0.000697928,0.000185901,0.000174392,0.000206947,0.000104601,0.000327164,0.000402668,0.000389323,0.000370715,0.000375659,0.000120057,0.00027825,0.000337641,3.77077e-05,0.000271952,0.00026243,0.000197661,0.000399243,0.00016198,0.000373052,0.00028881,0.000217866,0.000244014,0.102446057,0.40571763,0.436781497,0.934396969,0.025653607,0.754357344,0.270591788,0.844894494,"ABC transporter, ATP-binding component OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0320 PE=4 SV=1",,-1.3014521003023962,-0.09789250048082039,-0.40667999541139543,-0.24315689844682262
Q7UA15,SYNW0086,11.0,11.0,3.30358e-05,2.85847e-05,0.000104919,6.10372e-05,0.000107167,0.000105694,8.351e-05,0.000204628,0.000156752,4.65408e-05,4.30794e-05,6.30365e-05,6.4878e-05,8.05891e-05,4.52713e-05,6.39668e-05,0.000137898,0.000198699,5.55133e-05,9.12994E-05,0.000148297,5.08855e-05,6.35795e-05,0.000133521,0.12851229,1.644638281,0.077823841,2.671373422,0.257720723,1.249460625,0.069998643,2.623953839,Protein translocase subunit SecA OS=Synechococcus sp. (strain WH8102) OX=84588 GN=secA PE=3 SV=1,,0.7177703149084069,1.4175816593919384,0.32130543762925207,1.3917423400659186
Q7U3D3,SYNW2499,11.0,11.0,0.000191694,0.000283466,0.000121565,0.000101203,0.000119748,0.000135983,7.51763e-05,9.53308e-05,0.000177037,0.000149837,0.000181033,6.32327e-05,7.45684e-05,7.43039e-05,1.13076e-05,0.000119288,8.08752e-05,0.000134947,0.000198908,0.000118978,0.000115848,0.000131368,5.33933e-05,0.000111703,0.131047827,0.598154841,0.184703107,0.582419464,0.019527076,0.406441846,0.365819193,0.850311586,Phospho-2-dehydro-3-deoxyheptonate aldolase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=aroF PE=3 SV=1,,-0.7414090997170165,-0.7798695248125412,-1.2988791496946865,-0.23393649927724136
Q7U401,SYNW2275,11.0,10.0,0.000250398,0.00015914,0.000231366,0.000381821,0.000300056,0.000188225,0.000300912,0.000328363,0.000328515,0.000201208,0.00011304,0.000146587,0.000198655,0.000493607,3.33998e-05,0.000284723,0.000403148,0.000272108,0.000213635,0.000290034,0.000319263,0.000153612,0.000241887,0.000319993,0.164925191,1.357616861,0.046151893,1.494435258,0.307457638,1.574668716,0.059281957,2.083129035,Citrate synthase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=gltA PE=3 SV=1,,0.44107638773778457,0.5796003978621018,0.6550483415929443,1.0587522068240212
Q7TTW1,SYNW0814,11.0,11.0,0.001095126,0.002874925,0.000923327,0.000531672,0.000980426,0.001109799,0.000834663,0.001523119,0.001448028,0.000744678,0.001885022,0.001566375,0.000530018,0.000714914,0.000354062,0.000718965,0.000686601,0.001400245,0.001631126,0.000873966,0.001268603,0.001398692,0.000532998,0.00093527,0.169710719,0.535805122,0.286900289,0.777746934,0.058605599,0.381069039,0.168360763,0.668675117,Adenine phosphoribosyltransferase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=apt PE=3 SV=1,,-0.9002197222761641,-0.3626272924458847,-1.3918756976941686,-0.5806226627018294
Q7U5Q2,SYNW1649,11.0,11.0,0.000514486,0.001090959,0.00032113,0.000316736,0.000338319,0.000405259,0.000298707,0.000564153,0.000216032,0.000442336,0.000850829,0.000216589,0.000275743,0.000330514,5.0136e-05,0.000303811,0.00042391,0.000258742,0.000642192,0.000353438,0.000359631,0.000503251,0.000218798,0.000328821,0.180513665,0.550362313,0.077296668,0.560005389,0.068670927,0.434768198,0.164908762,0.653393338,ATP-dependent Clp protease proteolytic subunit 3 OS=Synechococcus sp. (strain WH8102) OX=84588 GN=clpP3 PE=3 SV=1,,-0.861546412473681,-0.8364873844203942,-1.201681679512167,-0.6139763497584024
Q7U439,SYNW2236,11.0,11.0,0.00159327,0.002306205,0.002143192,0.001920304,0.002153827,0.002714521,0.002249274,0.003292076,0.0034801,0.000429278,0.000526592,0.000589664,0.001094071,0.001061604,8.21002e-05,0.001254524,0.001408945,0.0005727,0.002014223,0.002262884,0.00300715,0.000515178,0.000745925,0.001078723,0.181303513,1.123452788,0.018518365,1.492958249,0.298734041,1.447897618,0.096073142,2.09388398,Two-component response regulator OS=Synechococcus sp. (strain WH8102) OX=84588 GN=rpaA PE=4 SV=1,,0.16793949794956814,0.5781738206614199,0.5339595919060921,1.0661815062057904
Q7U558,SYNW1850,11.0,11.0,7.35159e-05,0.000321966,2.03174e-05,3.78098e-05,5.75765e-05,2.67992e-05,7.86074e-05,0.000189253,0.000363412,5.41808e-05,0.000129219,2.89112e-05,8.73076e-05,0.000206701,1.2665e-05,7.94683e-05,0.000155305,0.000496553,0.0001386,4.07285E-05,0.000210424,7.07703e-05,0.000102225,0.000243776,0.182394001,0.293856855,0.330929472,1.518212435,0.182583861,1.444457293,0.180574292,3.444602701,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1850 PE=4 SV=1,,-1.766814541433421,0.6023736731499983,0.5305275496360461,1.7843375926970493
Q7U3T9,SYNW2340,11.0,11.0,0.000174554,0.000125166,0.001062427,0.000342891,0.000740631,0.000932161,0.001168627,0.002309133,0.001317374,0.000399959,0.000318418,0.000642178,0.000940628,0.00131789,0.001450333,0.00061604,0.001882477,0.001080353,0.000454049,0.000671894,0.001598378,0.000453518,0.001236284,0.001192956,0.210303733,1.47978374,0.089311875,3.520275462,0.013848692,2.725983091,0.109192485,2.63044717,50S ribosomal protein L7/L12 OS=Synechococcus sp. (strain WH8102) OX=84588 GN=rplL PE=3 SV=1,,0.5653863515119724,1.815688324349035,1.4467766132780804,1.395308075222148
Q7U5D3,SYNW1774,11.0,11.0,0.000774804,0.000524663,0.000398388,0.000422609,0.000349429,0.000525442,0.000542432,0.000812628,0.00071438,0.000537923,0.000477698,0.000288296,0.000419327,0.000515413,9.30154e-05,0.000329151,0.000497294,0.000947999,0.000565951,0.000432493,0.000689814,0.000434639,0.000342585,0.000591481,0.220413808,0.764188342,0.279552931,1.218856528,0.155729399,0.788206682,0.303779107,1.360856459,"Putative carbohydrate kinase, pfkB family OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1774 PE=4 SV=1",,-0.3879998459161936,0.2855283158476711,-0.343354114953101,0.44451490166187296
Q7UA77,SYNW0023,11.0,11.0,0.000771781,0.000435946,0.000918808,0.000618406,0.000773098,0.001125077,0.001016006,0.001052439,0.000878225,0.000918542,0.000998649,0.001115724,0.000573754,0.000672449,0.001241923,0.000710976,0.000999814,0.001454711,0.000708845,0.00083886,0.000982223,0.001010971,0.000829375,0.001055167,0.234416812,1.183418675,0.14363081,1.385667468,0.179787045,0.820374618,0.403709578,1.043715749,Protein GrpE OS=Synechococcus sp. (strain WH8102) OX=84588 GN=grpE PE=3 SV=1,,0.2429605669043883,0.47058108155382483,-0.2856452386766199,0.06172885429698691
Q7U874,SYNW0750,11.0,11.0,,1.25525e-05,3.86411e-05,4.67019e-05,0.000136343,4.1778e-05,0.000188058,0.000501226,0.000155514,1.06829e-05,1.79475e-05,9.46613e-05,7.09354e-05,0.000204031,1.12679e-05,8.46866e-05,0.000222771,0.000298769,2.03794e-05,7.49411E-05,0.000281599,4.10972e-05,9.54115e-05,0.000202076,0.241935812,3.677298977,0.175275434,13.81785923,0.278783213,2.321605779,0.032926216,4.917014689,Glucose-6-phosphate 1-dehydrogenase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=zwf PE=3 SV=1,,1.8786464773571883,3.788462214412677,1.215123015714859,2.2977826650458173
Q7U622,SYNW1518,11.0,11.0,0.002418318,0.003680774,0.000916166,0.0015371,0.001211516,0.001806663,0.001633868,0.000853131,0.001297006,0.000458977,0.002092276,0.000910323,0.001127425,0.001974839,0.000790173,0.001174141,0.002938071,0.000924316,0.002338419,0.001518426,0.001261335,0.001153859,0.001297479,0.001678843,0.243531127,0.649338787,0.184769469,0.53939652,0.319541934,1.12446946,0.08955961,1.4549813,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1518 PE=4 SV=1,,-0.6229567063427689,-0.890581881053812,0.16924447880815727,0.5410006111606159
Q7U435,SYNW2240,11.0,10.0,0.000154477,0.000228084,0.000111301,0.000177172,0.000161552,9.53244e-05,7.32994e-05,0.000164728,0.000133855,0.000136272,0.00023732,4.19094e-05,0.000136906,0.000263314,1.71505e-05,0.000181202,0.000294319,0.000132432,0.000164621,0.000144683,0.000123961,0.0001385,0.000139123,0.000202651,0.260479058,0.878884757,0.165966514,0.753009368,0.484969715,1.004499173,0.021173587,1.46318231,Photosystem I assembly protein Ycf3 OS=Synechococcus sp. (strain WH8102) OX=84588 GN=ycf3 PE=3 SV=1,,-0.1862540892507681,-0.40926028167266454,0.006476376306854359,0.5491095379975518
Q7U5V5,SYNW1586,11.0,11.0,0.000170507,0.000139167,0.000341388,0.000261119,0.000263975,0.000261302,0.00049271,0.000703031,0.000458811,0.000259202,0.000205289,0.000202868,0.000282246,0.000293701,0.000324509,0.000366369,0.000575535,0.000504466,0.000217021,0.000262132,0.000551517,0.000222453,0.000300152,0.000482123,0.275197729,1.207865226,0.061059565,2.541310902,0.057693019,1.34928076,0.040511511,2.167302002,Ornithine carbamoyltransferase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=argF PE=3 SV=1,,0.2724594872550836,1.3455728843781485,0.43219057728172944,1.1159001993154416
