Accession,Peptide count,Unique peptides,Confidence score,Description,Control Light 1,Control Light 2,Control Light 3,Light+100 nM glucose 1,Light+100 nM glucose 2,Light+100 nM glucose 3,Light+5 mM glucose 1,Light+5 mM glucose 2,Light+5 mM glucose 3,Control Dark 1,Control Dark 2,Control Dark 3,Dark + 100 nM glucose 1,Dark + 100 nM glucose 2,Dark + 100 nM glucose 3,Dark + 5 mM glucose 1,Dark + 5 mM glucose 2,Dark + 5 mM glucose 3,Light 1,Light 2,Light 3,Light Glu nM 1,Light Glu nM 2,Light Glu nM 3,Light Glu mM 1,Light Glu mM 2,Light Glu mM 3,Darkness 1,Darkness 2,Darkness 3,Darkness Glu nM 1,Darkness Glu nM 2,Darkness Glu nM 3,Darkness Glu mM 1,Darkness Glu mM 2,Darkness Glu mM 3,Alteromonas_8102,Light avg,Light Glu nM avg,Light Glu mM avg,Darkness avg,Darkness Glu nM avg,Darkness Glu mM avg,t.test G nM/L,FC G nM/L,t.test G mM/L,FC G mM/L,t.test G nM/D,FC G nM/D,t.test G mM/D,FC G mM/D,Alteromonas_8102.1,locus_tag_deh24,log2_FC_light_low_glucose,log2_FC_light_high_glucose,log2_FC_dark_low_glucose,log2_FC_dark_high_glucose,t_test_light_low_glucose,t_test_light_high_glucose,t_test_dark_low_glucose,t_test_dark_high_glucose
A0A2D5LH71,5,5,27.3379879,Nucleoside diphosphate kinase OS=Alteromonas sp. OX=232 GN=ndk PE=3 SV=1,1233105.965,3018179.878,3627027.743,19170431.25,36226610.57,3371840.247,35565511.42,79223797.69,5081768.914,2281863.474,2233622.081,2198006.394,33315181.0,54600380.87,29720.70788,31636141.3,88542548.03,4683323.934,0.001313253,0.003887147,0.002141645,0.01114568,0.015748351,0.002720061,0.01670962,0.022535372,0.006974764,0.002094671,0.002191643,0.001953943,0.017359456,0.020097313,0.000374112,0.016297886,0.027175268,0.006546433,Nucleoside diphosphate kinase OS=Alteromonas sp. OX=232 GN=ndk PE=3 SV=1,0.002447348,0.009871364,0.015406585,0.002080086,0.012610294,0.016673196,0.083,4.03,0.045,6.3,0.113,6.06,0.066,8.02,Nucleoside diphosphate kinase OS=Alteromonas sp. OX=232 GN=ndk PE=3 SV=1,,2.0107798387532427,2.655351828612554,2.599317793698226,3.0036022366801953,0.083,0.045,0.113,0.066
A0A359K975,2,2,12.19091058,Oligopeptidase A OS=Alteromonas sp. OX=232 GN=DEH24_14670 PE=3 SV=1,8746.011728,130064.3157,113694.773,157026.677,148810.1511,103903.209,470883.5018,699002.8477,29930.33694,18952.65866,50139.09158,51491.8449,886454.6656,484520.212,8675.356538,610315.6457,547788.2509,59848.70493,9.31447e-06,0.000167511,6.71332e-05,9.12952e-05,6.46904e-05,8.38186e-05,0.000221234,0.000198833,4.10796e-05,1.73979e-05,4.91968e-05,4.57743e-05,0.000461903,0.000178342,0.000109202,0.000314414,0.000168126,8.36576e-05,Oligopeptidase A OS=Alteromonas sp. OX=232 GN=DEH24_14670 PE=3 SV=1,8.13196e-05,7.99348e-05,0.000153715,3.74563e-05,0.000249816,0.000188733,0.491,0.98,0.209,1.89,0.106,6.67,0.093,5.04,Oligopeptidase A OS=Alteromonas sp. OX=232 GN=DEH24_14670 PE=3 SV=1,DEH24_14670,-0.029146345659516508,0.9183862344463479,2.73768676140986,2.333423733725192,0.491,0.209,0.106,0.093
A0A359K154,2,2,8.122779131,Oxaloacetate decarboxylase subunit alpha OS=Alteromonas sp. OX=232 GN=oadA PE=4 SV=1,155733.0144,243067.2504,223452.2391,198521.1705,477526.6507,259264.0691,1204394.346,3012894.862,331673.6585,203232.067,178810.5038,97237.44903,663422.069,649786.5971,1952.598263,780118.7209,4025747.03,3133667.466,0.000165855,0.000313049,0.000131941,0.00011542,0.000207589,0.000209148,0.000565856,0.000857024,0.000455224,0.00018656,0.00017545,8.64404e-05,0.000345688,0.000239174,2.45785e-05,0.000401891,0.001235573,0.004380296,Oxaloacetate decarboxylase subunit alpha OS=Alteromonas sp. OX=232 GN=oadA PE=4 SV=1,0.000203615,0.000177386,0.000626035,0.000149483,0.000203147,0.00200592,0.338,0.87,0.011,3.07,0.245,1.36,0.137,13.42,Oxaloacetate decarboxylase subunit alpha OS=Alteromonas sp. OX=232 GN=oadA PE=4 SV=1,,-0.2009126939259964,1.6182386555954547,0.44360665147561484,3.7463127664254587,0.338,0.011,0.245,0.137
A0A359K5P7,7,7,27.10603714,Oxoglutarate dehydrogenase (succinyl-transferring) (Fragment) OS=Alteromonas sp. OX=232 GN=sucA PE=4 SV=1,1059901.93454281,1224179.50904398,624778.369376219,4029757.12979577,4296500.95704587,706848.89964268,6180480.86216898,9364028.910068,948041.16854611,630108.604188903,991606.405522078,730565.793342871,4591669.64274016,5994054.140772,41065.2488705791,4639205.19162351,9964255.37581383,738114.12203775,0.001128791,0.001576634,0.000368912,0.002342899,0.001867765,0.000570214,0.002903754,0.002663617,0.001301193,0.000578418,0.00097297,0.000649445,0.002392569,0.002206292,0.000516912,0.002389964,0.003058206,0.001031749,Oxoglutarate dehydrogenase (succinyl-transferring) (Fragment) OS=Alteromonas sp. OX=232 GN=sucA PE=4 SV=1,0.001024779,0.001593626,0.002289521,0.000733611,0.001705258,0.002159973,0.11,1.56,0.02,2.23,0.117,2.32,0.057,2.94,Oxoglutarate dehydrogenase (succinyl-transferring) (Fragment) OS=Alteromonas sp. OX=232 GN=sucA PE=4 SV=1,,0.6415460290875237,1.15704371014558,1.2141248053528473,1.5558161550616396,0.11,0.02,0.117,0.057
A0A359K9T4,2,2,5.644817591,Peptidoglycan-associated protein OS=Alteromonas sp. OX=232 GN=pal PE=3 SV=1,172810.4511,114493.1458,420363.3392,1323473.464,3214317.462,239165.7219,3751228.977,16888574.26,922925.089,209744.3144,209869.6628,78877.28795,2663740.075,4473699.055,8474.435203,4013536.739,15669737.09,987230.0559,0.000184042,0.000147457,0.000248211,0.000769467,0.001397321,0.000192935,0.001762427,0.00480399,0.001266721,0.000192538,0.000205925,7.01189e-05,0.001387988,0.00164668,0.000106673,0.00206764,0.004809318,0.001379968,Peptidoglycan-associated protein OS=Alteromonas sp. OX=232 GN=pal PE=3 SV=1,0.000193237,0.000786574,0.002611046,0.000156194,0.001047113,0.002752309,0.128,4.07,0.083,13.51,0.088,6.7,0.063,17.62,Peptidoglycan-associated protein OS=Alteromonas sp. OX=232 GN=pal PE=3 SV=1,,2.0250287944915226,3.75595576955096,2.7441610955704103,4.139142019145689,0.128,0.083,0.088,0.063
A0A359K3H3,2,2,21.75916791,Periplasmic serine endoprotease DegP-like OS=Alteromonas sp. OX=232 GN=DEH24_08430 PE=3 SV=1,600407.5943108,189343.8412637,759858.10599867,2459027.6456509,1818673.14737068,219055.14120117,10446387.342763,7228957.8799527,1385890.70435546,344517.9691176,570493.9473083,460816.06256489,2934662.60917256,2269960.87027403,4533.1862000776,2911210.22298773,6762244.08491658,554180.18467928,0.000639432,0.000243858,0.000448672,0.001429677,0.00079061,0.000176712,0.00490799,0.002056292,0.001902145,0.000316255,0.000559772,0.000409648,0.001529157,0.000835527,5.70618e-05,0.001499759,0.002075452,0.000774643,Periplasmic serine endoprotease DegP-like OS=Alteromonas sp. OX=232 GN=DEH24_08430 PE=3 SV=1,0.000443987,0.000799,0.002955475,0.000428558,0.000807249,0.001449951,0.192,1.8,0.052,6.66,0.246,1.88,0.048,3.38,Periplasmic serine endoprotease DegP-like OS=Alteromonas sp. OX=232 GN=DEH24_08430 PE=3 SV=1,DEH24_08430,0.8479969065549501,2.7355221772965375,0.9107326619029126,1.7570232465074596,0.192,0.052,0.246,0.048
A0A359K8I4,2,2,9.234222412,Phage shock protein PspA OS=Alteromonas sp. OX=232 GN=pspA PE=3 SV=1,308527.0665,207033.4556,329046.9396,1016570.44,763791.2244,335730.2314,1107322.388,1829384.378,466271.7707,286956.9196,330199.5053,622068.3822,1078976.029,1345529.861,3411.138911,1179469.471,1063864.204,644617.6835,0.00032858,0.000266641,0.000194292,0.000591034,0.000332034,0.000270833,0.000520249,0.000520372,0.000639961,0.000263416,0.000323994,0.000552995,0.000562219,0.000495263,4.2938e-05,0.000607623,0.000326519,0.000901058,Phage shock protein PspA OS=Alteromonas sp. OX=232 GN=pspA PE=3 SV=1,0.000263171,0.000397967,0.000560194,0.000380135,0.000366807,0.000611733,0.085,1.51,0.03,2.13,0.481,0.96,0.09,1.61,Phage shock protein PspA OS=Alteromonas sp. OX=232 GN=pspA PE=3 SV=1,,0.5945485495503542,1.0908534304511135,-0.058893689053568565,0.6870606883398924,0.085,0.03,0.481,0.09
A0A359K2A9,4,4,17.41979623,Phenylalanine--tRNA ligase alpha subunit (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_05375 PE=3 SV=1,444950.6644,657337.6028,285199.5423,2512058.099,2559272.645,416370.2744,5780069.892,6979276.243,4387571.22,297334.2369,319090.5058,547127.133,3714402.05,4209557.646,5124.302918,4318391.287,6137088.056,4023212.732,0.000473871,0.000846592,0.000168401,0.001460509,0.001112561,0.000335886,0.00271563,0.00198527,0.006021973,0.000272942,0.000313094,0.000486375,0.001935454,0.001549454,6.45026e-05,0.002224691,0.00188358,0.005623718,Phenylalanine--tRNA ligase alpha subunit (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_05375 PE=3 SV=1,0.000496288,0.000969652,0.003574291,0.00035747,0.001183137,0.003243997,0.104,1.95,0.082,7.2,0.162,3.31,0.063,9.07,Phenylalanine--tRNA ligase alpha subunit (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_05375 PE=3 SV=1,DEH24_05375,0.963474123974886,2.84799690655495,1.726831217032493,3.1811025507537978,0.104,0.082,0.162,0.063
A0A359K230,2,2,6.638224602,Phospho-2-dehydro-3-deoxyheptonate aldolase OS=Alteromonas sp. OX=232 GN=DEH24_03225 PE=3 SV=1,542983.1228414,42406.324273,138202.40595414,453042.53405633,1023768.04648743,219274.25528,1009410.15538939,2439930.2676924,78288.02326997,146161.26073118,228497.2009714,69345.612339289,1262602.40838571,1335719.7975454,712.3297359232,1307153.3535102,2588759.6115157,149528.5876265,0.000578275,5.46156e-05,8.16041e-05,0.000263399,0.00044505,0.000176888,0.000474248,0.000694043,0.000107451,0.000134171,0.000224203,6.16456e-05,0.000657901,0.000491652,8.9665e-06,0.000673402,0.000794536,0.000209014,Phospho-2-dehydro-3-deoxyheptonate aldolase OS=Alteromonas sp. OX=232 GN=DEH24_03225 PE=3 SV=1,0.000238165,0.000295112,0.000425247,0.000140006,0.000386173,0.000558984,0.403,1.24,0.25,1.79,0.139,2.76,0.046,3.99,Phospho-2-dehydro-3-deoxyheptonate aldolase OS=Alteromonas sp. OX=232 GN=DEH24_03225 PE=3 SV=1,DEH24_03225,0.3103401206121505,0.8399595874895318,1.4646682670034443,1.996388746447621,0.403,0.25,0.139,0.046
A0A359K5L5,3,3,11.44400764,Phospho-2-dehydro-3-deoxyheptonate aldolase OS=Alteromonas sp. OX=232 GN=DEH24_12145 PE=3 SV=1,35817.19725,19264.71083,186343.3376,1385835.749,2249945.227,218335.4676,5444996.239,7574482.451,532165.6287,71923.95346,27102.86819,67533.73617,4031146.124,4659339.991,6163.35477,3513080.901,8308218.498,762284.3019,3.81452e-05,2.48112e-05,0.00011003,0.000805724,0.000978091,0.000176131,0.002558204,0.002154577,0.000730401,6.60237e-05,2.65935e-05,6.00349e-05,0.002100499,0.00171501,7.75817e-05,0.001809822,0.002549939,0.001065535,Phospho-2-dehydro-3-deoxyheptonate aldolase OS=Alteromonas sp. OX=232 GN=DEH24_12145 PE=3 SV=1,5.76621e-05,0.000653315,0.001814394,5.0884e-05,0.001297697,0.001808432,0.079,11.33,0.047,31.47,0.092,25.5,0.028,35.54,Phospho-2-dehydro-3-deoxyheptonate aldolase OS=Alteromonas sp. OX=232 GN=DEH24_12145 PE=3 SV=1,DEH24_12145,3.502075956045791,4.975905273523699,4.672425341971495,5.151371776253954,0.079,0.047,0.092,0.028
A0A359KAT0,3,3,9.807470322,Phosphoenolpyruvate carboxylase OS=Alteromonas sp. OX=232 GN=ppc PE=3 SV=1,824532.886808516,791138.946013399,916384.65835873,3464136.76210101,3417887.96044163,705937.315509171,6331730.51049137,11523132.0577016,701045.811456832,736445.459042759,876800.6518947,680001.508669093,2504624.12615656,5724334.23048334,8969.44633706322,4738956.90438243,10577580.2591278,427027.072987967,0.000878124,0.001018917,0.000541096,0.002014047,0.001485817,0.000569479,0.002974815,0.003277779,0.00096219,0.000676031,0.000860322,0.000604495,0.001305078,0.002107013,0.000112904,0.002441353,0.003246446,0.000596906,Phosphoenolpyruvate carboxylase OS=Alteromonas sp. OX=232 GN=ppc PE=3 SV=1,0.000812712,0.001356448,0.002404928,0.000713616,0.001174998,0.002094901,0.117,1.67,0.057,2.96,0.23,1.65,0.097,2.94,Phosphoenolpyruvate carboxylase OS=Alteromonas sp. OX=232 GN=ppc PE=3 SV=1,,0.7398481026993274,1.565597175854225,0.722466024471091,1.5558161550616396,0.117,0.057,0.23,0.097
A0A359K9U0,2,2,7.837964296,Phosphogluconate dehydratase OS=Alteromonas sp. OX=232 GN=edd PE=3 SV=1,397176.1569,492626.9305,631674.5564,3584888.206,5434019.98,591094.9368,6432142.964,10623574.29,1746119.381,754247.2558,917192.7235,345501.4318,5552249.55,6678859.65,13475.60546,6233564.127,5300166.372,2593707.073,0.000422991,0.00063446,0.000372984,0.002084252,0.002362265,0.000476836,0.003021991,0.003021898,0.002396561,0.000692373,0.000899955,0.000307137,0.002893096,0.002458355,0.000169625,0.003211325,0.001626714,0.00362553,Phosphogluconate dehydratase OS=Alteromonas sp. OX=232 GN=edd PE=3 SV=1,0.000476811,0.001641118,0.002813483,0.000633155,0.001840359,0.00282119,0.08,3.44,0.003,5.9,0.113,2.91,0.052,4.46,Phosphogluconate dehydratase OS=Alteromonas sp. OX=232 GN=edd PE=3 SV=1,,1.7824085649273733,2.560714954474479,1.5410191531335593,2.15704371014558,0.08,0.003,0.113,0.052
A0A359KAC8,2,2,4.927537203,Phosphoglycerate dehydrogenase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_16630 PE=4 SV=1,1904559.481,3544276.165,2542530.73,5220530.752,6090867.3,1856792.552,10512742.07,19057310.57,1573959.159,10965363.27,6680008.845,4711967.5,7661973.151,11103118.31,67788.79365,8788839.096,20099545.34,1527299.134,0.002028348,0.004564713,0.001501284,0.003035214,0.002647808,0.001497873,0.004939165,0.005420891,0.00216027,0.010065821,0.006554464,0.004188758,0.003992405,0.004086837,0.000853297,0.004527717,0.006168905,0.002134886,Phosphoglycerate dehydrogenase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_16630 PE=4 SV=1,0.002698115,0.002393632,0.004173442,0.006936348,0.002977513,0.004277169,0.378,0.89,0.088,1.55,0.034,0.43,0.111,0.62,Phosphoglycerate dehydrogenase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_16630 PE=4 SV=1,DEH24_16630,-0.16812275880832692,0.632268215499513,-1.2175914350726267,-0.6896598793878495,0.378,0.088,0.034,0.111
A0A359K9N3,4,4,21.57504106,Phosphoglycerate kinase OS=Alteromonas sp. OX=232 GN=pgk PE=3 SV=1,674400.9243,483449.5144,582574.6871,5381651.473,5882878.184,356913.7079,18376638.94,21302566.31,2469751.164,913238.1348,288287.3744,414062.9415,9532369.001,12562473.63,201283.8678,12202060.04,20069417.13,1632727.956,0.000718234,0.00062264,0.000343992,0.00312889,0.002557392,0.000287922,0.008633832,0.006059559,0.003389751,0.000838321,0.000282869,0.000368086,0.004967007,0.004623997,0.002533676,0.006286095,0.006159658,0.002282256,Phosphoglycerate kinase OS=Alteromonas sp. OX=232 GN=pgk PE=3 SV=1,0.000561622,0.001991401,0.006027714,0.000496425,0.00404156,0.004909336,0.099,3.55,0.03,10.73,0.018,8.14,0.036,9.89,Phosphoglycerate kinase OS=Alteromonas sp. OX=232 GN=pgk PE=3 SV=1,,1.8278190246173196,3.423578170981797,3.0250287944915226,3.305970520984386,0.099,0.03,0.018,0.036
A0A359K6X5,2,2,8.214260101,Phosphoribosylamine--glycine ligase OS=Alteromonas sp. OX=232 GN=purD PE=3 SV=1,765970.564035024,1432091.24174197,513887.06476871,1590684.4825029,2095950.69868018,698303.627428072,2328670.65709811,3290246.95670157,719964.833858566,758584.736497398,1048248.33577885,302733.096229849,1520864.4843652,3595008.75081515,19219.9602033558,1460767.22882089,3866593.7820736,2035041.37371375,0.000815755,0.001844406,0.000303434,0.000924823,0.000911147,0.000563321,0.001094071,0.000935918,0.000988157,0.000696354,0.001028547,0.000269118,0.000792473,0.001323251,0.000241933,0.000752539,0.001186726,0.002844617,Phosphoribosylamine--glycine ligase OS=Alteromonas sp. OX=232 GN=purD PE=3 SV=1,0.000987865,0.000799764,0.001006049,0.000664673,0.000785886,0.001594627,0.333,0.81,0.487,1.02,0.163,1.18,0.188,2.4,Phosphoribosylamine--glycine ligase OS=Alteromonas sp. OX=232 GN=purD PE=3 SV=1,,-0.3040061868900999,0.02856915219677092,0.23878685958711648,1.2630344058337937,0.333,0.487,0.163,0.188
A0A359K930,2,2,9.770307541,Phosphoribosylaminoimidazole-succinocarboxamide synthase OS=Alteromonas sp. OX=232 GN=purC PE=3 SV=1,79722.18588,282976.7907,574158.511,1272025.673,2774053.162,762215.0892,3703365.608,7090341.609,854302.9878,94364.3872,156883.6965,1763058.622,2581854.314,5088051.888,60374.65398,3733550.646,4175874.485,495561.3413,8.49038e-05,0.000364449,0.000339022,0.000739555,0.00120593,0.000614878,0.001739939,0.002016862,0.001172537,8.66232e-05,0.000153935,0.001567291,0.00134532,0.001872811,0.000759971,0.001923401,0.001281649,0.000692704,Phosphoribosylaminoimidazole-succinocarboxamide synthase OS=Alteromonas sp. OX=232 GN=purC PE=3 SV=1,0.000262792,0.000853455,0.001643113,0.000602617,0.001326034,0.001299252,0.036,3.25,0.019,6.25,0.225,2.2,0.241,2.16,Phosphoribosylaminoimidazole-succinocarboxamide synthase OS=Alteromonas sp. OX=232 GN=purC PE=3 SV=1,,1.7004397181410922,2.643856189774725,1.1375035237499351,1.1110313123887439,0.036,0.019,0.225,0.241
A0A359K7C9,2,2,7.947308302,Phosphoribosylformylglycinamidine synthase OS=Alteromonas sp. OX=232 GN=purL PE=3 SV=1,55789.17098715,1937.814552524,26935.038033818,204736.782782806,318780.3358854,59104.539004964,303288.78878494,452501.7526212,7373.07763673,78716.807193866,11757.228065784,1040619.2525575,497636.145863417,546409.507509,131.102551842,449737.0358341,255708.94704176,2685.149358826,5.94152e-05,2.49573e-06,1.59043e-05,0.000119034,0.000138579,4.76796e-05,0.000142493,0.000128715,1.01196e-05,7.22593e-05,1.15363e-05,0.00092507,0.000259302,0.000201122,1.65026e-06,0.00023169,7.84816e-05,3.75335e-06,Phosphoribosylformylglycinamidine synthase OS=Alteromonas sp. OX=232 GN=purL PE=3 SV=1,2.59384e-05,0.000101764,9.37759e-05,0.000336289,0.000154025,0.000104641,0.068,3.92,0.111,3.62,0.336,0.46,0.286,0.31,Phosphoribosylformylglycinamidine synthase OS=Alteromonas sp. OX=232 GN=purL PE=3 SV=1,,1.9708536543404835,1.8559896973084806,-1.1202942337177118,-1.6896598793878495,0.068,0.111,0.336,0.286
A0A359K6J3,4,4,19.03404737,Phosphoribulokinase OS=Alteromonas sp. OX=232 GN=DEH24_13850 PE=3 SV=1,273258.566599165,410254.596677916,113464.745570504,499983.441904387,577735.887556,93484.510287552,1919255.46638524,2180973.39223068,210204.263724527,231660.013183752,281003.080346583,135639.341221568,1264054.9760793,1406284.5724508,2467.32034231262,1303945.02607033,1999820.4182344,261764.581845076,0.000291019,0.000528371,6.69973e-05,0.00029069,0.000251152,7.54139e-05,0.000901717,0.000620382,0.000288507,0.000212656,0.000275722,0.000120578,0.000658658,0.000517625,3.10576e-05,0.000671749,0.00061378,0.000365899,Phosphoribulokinase OS=Alteromonas sp. OX=232 GN=DEH24_13850 PE=3 SV=1,0.000295463,0.000205752,0.000603535,0.000202985,0.000402447,0.000550476,0.22,0.7,0.093,2.04,0.165,1.98,0.015,2.71,Phosphoribulokinase OS=Alteromonas sp. OX=232 GN=DEH24_13850 PE=3 SV=1,DEH24_13850,-0.5145731728297583,1.0285691521967708,0.9855004303048849,1.4382928515791469,0.22,0.093,0.165,0.015
A0A359K482,11,11,68.28958774,Polyribonucleotide nucleotidyltransferase OS=Alteromonas sp. OX=232 GN=pnp PE=3 SV=1,6647405.17435624,8375590.07663738,5294338.71868919,38483432.9761852,49145446.1356684,4964591.30422352,76458355.9794838,96883612.4517506,10901501.7365713,8112709.3817178,10360513.1145456,4198000.49889367,71110614.3585476,85963059.4729983,171579.331429851,64344917.7219539,112073177.575771,9604671.7786037,0.007079459,0.010787015,0.003126139,0.022374249,0.021364398,0.004004932,0.035922162,0.027558743,0.014962389,0.007447184,0.010165797,0.003731861,0.037053425,0.031641291,0.002159768,0.033148358,0.034397233,0.01342558,Polyribonucleotide nucleotidyltransferase OS=Alteromonas sp. OX=232 GN=pnp PE=3 SV=1,0.006997538,0.015914527,0.026147765,0.007114947,0.023618161,0.02699039,0.085,2.27,0.032,3.74,0.11,3.32,0.03,3.79,Polyribonucleotide nucleotidyltransferase OS=Alteromonas sp. OX=232 GN=pnp PE=3 SV=1,,1.1826922975161902,1.903038270112912,1.7311832415722,1.922197848396367,0.085,0.032,0.11,0.03
A0A359JZK5,12,12,58.37702322,PrkA family serine protein kinase OS=Alteromonas sp. OX=232 GN=DEH24_01660 PE=4 SV=1,396682.3138,515154.074,277676.1584,14702468.82,30801211.3,292248.0157,6176465.158,4895617.344,1024321.512,535327.5426,519066.4202,599571.1893,17357449.62,8745594.031,14700.38257,2336888.218,2091360.83,881194.8011,0.000422465,0.000663473,0.000163959,0.008548008,0.013389833,0.000235756,0.002901867,0.001392568,0.001405889,0.000491412,0.000509311,0.000532996,0.009044402,0.003219079,0.000185042,0.001203887,0.000641875,0.00123175,PrkA family serine protein kinase OS=Alteromonas sp. OX=232 GN=DEH24_01660 PE=4 SV=1,0.000416632,0.007391199,0.001900108,0.00051124,0.004149508,0.001025837,0.1,17.74,0.052,4.56,0.149,8.12,0.057,2.01,PrkA family serine protein kinase OS=Alteromonas sp. OX=232 GN=DEH24_01660 PE=4 SV=1,DEH24_01660,4.148934104526339,2.189033824390017,3.0214797274104512,1.0071955014042038,0.1,0.052,0.149,0.057
A0A359K602,3,3,10.0456903,Proline--tRNA ligase OS=Alteromonas sp. OX=232 GN=proS PE=3 SV=1,24391.8471,11449.36052,110573.6232,241723.4532,881903.6689,130068.7954,878509.4395,1266649.63,138955.2178,41122.2637,33854.69916,5265.057989,222611.8213,844876.3282,4617.541891,421944.3272,1441302.306,89610.83744,2.59772e-05,1.47458e-05,6.52902e-05,0.000140538,0.000383379,0.000104926,0.000412747,0.000360301,0.000190717,3.77488e-05,3.32184e-05,4.68043e-06,0.000115996,0.000310982,5.81237e-05,0.000217372,0.000442361,0.00012526,Proline--tRNA ligase OS=Alteromonas sp. OX=232 GN=proS PE=3 SV=1,3.53377e-05,0.000209614,0.000321255,2.52159e-05,0.000161701,0.000261664,0.111,5.93,0.036,9.09,0.097,6.41,0.058,10.38,Proline--tRNA ligase OS=Alteromonas sp. OX=232 GN=proS PE=3 SV=1,,2.568032104771279,3.1842802944193824,2.6803243568440163,3.3757345385831563,0.111,0.036,0.097,0.058
A0A359K5B7,5,5,26.58902502,Protein RecA OS=Alteromonas sp. OX=232 GN=recA PE=3 SV=1,294727.1332,309501.7713,772945.0974,449019.2161,2252972.711,789317.8517,4898023.688,8563298.818,1890446.758,231539.2102,168923.47,312493.9415,461210.4668,2010410.251,10599.10178,1261827.76,7597724.994,758613.5741,0.000313883,0.000398611,0.0004564,0.00026106,0.000979407,0.000636742,0.002301221,0.002435848,0.002594652,0.000212545,0.000165749,0.000277795,0.000240322,0.000739992,0.000133417,0.000650052,0.002331876,0.001060404,Protein RecA OS=Alteromonas sp. OX=232 GN=recA PE=3 SV=1,0.000389631,0.000625736,0.002443907,0.000218696,0.000371244,0.001347444,0.165,1.61,0.0,6.27,0.277,1.7,0.083,6.16,Protein RecA OS=Alteromonas sp. OX=232 GN=recA PE=3 SV=1,,0.6870606883398924,2.6484654430273142,0.765534746362977,2.6229303509201767,0.165,0.0,0.277,0.083
A0A359K863,2,2,13.24143457,Pyruvate kinase OS=Alteromonas sp. OX=232 GN=pyk PE=3 SV=1,31918.55327,131758.8332,86393.18085,2339000.375,3049155.214,111920.2614,7690289.843,10245762.87,826094.4787,113817.7745,83688.84725,33157.42604,4875650.06,7225579.114,3473.662845,5826419.724,5247695.259,1192655.508,3.39931e-05,0.000169694,5.10124e-05,0.001359894,0.001325522,9.0286e-05,0.003613102,0.002914428,0.001133821,0.000104481,8.2116e-05,2.94757e-05,0.002540542,0.002659592,4.3725e-05,0.003001577,0.00161061,0.001667115,Pyruvate kinase OS=Alteromonas sp. OX=232 GN=pyk PE=3 SV=1,8.48997e-05,0.000925234,0.002553784,7.20241e-05,0.001747953,0.002093101,0.086,10.9,0.039,30.08,0.091,24.27,0.022,29.06,Pyruvate kinase OS=Alteromonas sp. OX=232 GN=pyk PE=3 SV=1,,3.4462562298895643,4.910732661902912,4.601102203376409,4.860962797858116,0.086,0.039,0.091,0.022
A0A359K6L5,2,2,9.699696541,Ribonuclease PH OS=Alteromonas sp. OX=232 GN=rph PE=3 SV=1,33149.4475,43944.2275,220067.3222,806063.8537,1066303.407,163057.5802,952905.546,1679913.773,280708.9693,51757.66293,73779.20586,51179.71203,1135310.295,1116531.397,2291.736778,1204707.06,2148382.964,134044.8284,3.5304e-05,5.65963e-05,0.000129943,0.000468645,0.000463541,0.000131538,0.0004477,0.000477855,0.000385275,4.75117e-05,7.23926e-05,4.54968e-05,0.000591573,0.000410973,2.88474e-05,0.000620625,0.000659377,0.00018737,Ribonuclease PH OS=Alteromonas sp. OX=232 GN=rph PE=3 SV=1,7.39477e-05,0.000354575,0.000436943,5.51337e-05,0.000343798,0.000489124,0.091,4.79,0.011,5.91,0.11,6.24,0.049,8.87,Ribonuclease PH OS=Alteromonas sp. OX=232 GN=rph PE=3 SV=1,,2.2600256559614555,2.5631581304028077,2.641546029087524,3.1489341045263393,0.091,0.011,0.11,0.049
A0A359K6Y3,2,2,12.84073162,Ribonucleoside-diphosphate reductase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_14320 PE=3 SV=1,84183.11094,167729.1462,21429.0374,62306.402,61249.80251,26907.99173,1227422.447,2417405.829,233035.1994,37762.85443,63288.02309,14512.0792,22762.68149,348996.7748,2217.134389,192499.685,1580813.15,109904.2983,8.96547e-05,0.00021602,1.26532e-05,3.62249e-05,2.66264e-05,2.17067e-05,0.000576676,0.000687636,0.000319842,3.4665e-05,6.20986e-05,1.29007e-05,1.18609e-05,0.000128459,2.79083e-05,9.91694e-05,0.000485179,0.000153626,Ribonucleoside-diphosphate reductase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_14320 PE=3 SV=1,0.000106109,2.8186e-05,0.000528051,3.65547e-05,5.6076e-05,0.000245992,0.157,0.27,0.009,4.98,0.264,1.53,0.097,6.73,Ribonucleoside-diphosphate reductase (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_14320 PE=3 SV=1,DEH24_14320,-1.8889686876112561,2.3161457422933562,0.6135316529179271,2.7506065048355923,0.157,0.009,0.264,0.097
