 Locus tag,Gene abbreviation,"RPKM1 ,           Shew 3-18-1_ax   High light,      high O2               (control)","RPKM1,             Syn 7002   Shew 3-18-1   co-culture lactate","RPKM1,             Syn 7002   Shew 3-18-1   co-culture HCO3-","Fold change,                   Co-culture lactate                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                            co-culture lactate",Curated Product Descriptor,Main Role,Subrole,Subsystem,Predicted Localization,Regulon,Unnamed: 14,resolved_locus_tag,resolution_method
SputW3181_1630,pflA,175.9,160.7,36.8,0.91,0.21,0.23,pyruvate formate-lyase 1 activating enzyme PflA,Regulatory functions,Protein interactions,Pyruvate metabolism,Cytoplasm,PdhR,,,unresolved
SputW3181_1631,pflB,263.3,201.3,51.2,0.76,0.19,0.25,pyruvate formate-lyase PflB,Energy metabolism,Pyruvate dehydrogenase,Pyruvate metabolism,Cytoplasm,PdhR,,,unresolved
SputW3181_1632,pflX,47.5,24.3,12.8,0.51,0.27,0.53,membrane protein of unknown function DUF3360,Unknown function,General,Pyruvate metabolism,Inner Membrane (11 transmembrane spans),PdhR and PflR,,,unresolved
SputW3181_1240,pgpA,32.6,32.4,6.4,1.0,0.2,0.2,phosphatidylglycerophosphatase A PgpA,Fatty acid and phospholipid metabolism,Degradation,,Inner Membrane (4 transmembrane spans),,,,unresolved
SputW3181_2384,pgsA,57.7,48.6,24.8,0.84,0.43,0.51,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase PgsA,Fatty acid and phospholipid metabolism,Biosynthesis,Phospholipid biosynthesis,Inner Membrane (6 transmembrane spans),,,,unresolved
SputW3181_2987,pheA,76.3,23.0,36.0,0.3,0.47,1.57,multifunctional chorismate mutase P/prephenate dehydratase/DAHP synthetase PheA,Amino acid biosynthesis,Aromatic amino acid family,Chorismate biosynthesis,Cytoplasm,,,,unresolved
SputW3181_2715,phhA,10.2,16.2,51.2,1.58,5.01,3.16,phenylalanine-4-hydroxylase PhhA,Central intermediary metabolism,Amino acids and amines,Phenylalanine degradation,Cytoplasm,TyrR,,,unresolved
SputW3181_2714,phhB,45.6,50.0,111.3,1.1,2.44,2.23,pterin-4-alpha-carbinolamine dehydratase PhhB,Central intermediary metabolism,Amino acids and amines,Phenylalanine degradation,Cytoplasm,TyrR,,,unresolved
SputW3181_0759,phoD,2.8,2.7,9.6,0.97,3.44,3.56,Ca(2+)-dependent phospholipase PhoD,Central intermediary metabolism,Phosphorus compounds,Phosphate assimilation,Inner Membrane Lipoprotein,,,,unresolved
SputW3181_1753,phoP,100.5,29.7,15.2,0.3,0.15,0.51,two component signal transduction system response regulator PhoP,Signal transduction,Two-component systems,Phosphate homeostasis,Cytoplasm,,,,unresolved
SputW3181_1752,phoQ,40.0,17.6,17.6,0.44,0.44,1.0,two component signal transduction system histidine kinase PhoQ,Signal transduction,Two-component systems,,Inner Membrane (3 transmembrane spans),,,,unresolved
SputW3181_1298,phrB,164.7,37.8,39.2,0.23,0.24,1.04,deoxyribodipyrimidine photolyase PhrB,DNA metabolism,"DNA replication, recombination, and repair",Stress response - DNA damage,Cytoplasm,,,,unresolved
SputW3181_3558,phsB,3.7,5.4,0.0,1.45,0.03,0.02,sulfur reductase FeS subunit PhsB,Energy metabolism,Electron transport,Thiosulfate respiration,Periplasm,,,,unresolved
SputW3181_3557,phsC,19.5,20.3,7.2,1.04,0.37,0.36,sulfur reductase membrane anchoring component PhsC,Energy metabolism,Electron transport,Thiosulfate respiration,Inner Membrane (8 transmembrane spans),,,,unresolved
SputW3181_0517,pilA,142.4,768.6,405.2,5.4,2.85,0.53,type IV pilin protein PilA,Cell envelope,Surface structures,T2bSS,Surface structure,,,,unresolved
SputW3181_0515,pilC,22.3,39.2,10.4,1.75,0.47,0.27,type IV pilus inner membrane protein PilC,Transport and binding proteins,Secretion systems,T2bSS,Inner Membrane (4 transmembrane spans),,,,unresolved
SputW3181_3854,pilM,41.9,268.8,92.1,6.42,2.2,0.34,type IV pilus biogenesis protein PilM,Transport and binding proteins,Secretion systems,T2bSS,Cytoplasm,,,,unresolved
SputW3181_3102,pilV,81.0,460.6,161.7,5.69,2.0,0.35,type IV pilin modification protein PilV,Protein fate,Protein modification and repair,T2bSS,Periplasm,,,,unresolved
SputW3181_3101,pilW,31.6,175.6,104.9,5.55,3.32,0.6,type IV minor pilin protein PilW,Transport and binding proteins,Secretion systems,T2bSS,Periplasm,,,,unresolved
SputW3181_3100,pilX,43.7,239.1,142.5,5.47,3.26,0.6,type IV minor pilin protein PilX,Transport and binding proteins,Secretion systems,T2bSS,Periplasm,,,,unresolved
SputW3181_1579,pip,22.3,17.6,0.0,0.79,0.01,0.01,proline iminopeptidase Pip,Protein fate,"Degradation of proteins, peptides, and glycopeptides",Proline utilization,Cytoplasm,,,,unresolved
SputW3181_0927,pitB,11.2,10.8,0.0,0.97,0.01,0.01,metal ion-phosphate:proton symporter PitB,Transport and binding proteins,Anions,,Inner Membrane (10 transmembrane spans),,,,unresolved
SputW3181_0633,plsC,16.7,31.1,65.7,1.85,3.92,2.11,1-acyl-sn-glycerol-3-phosphate acyltransferase PlsC,Fatty acid and phospholipid metabolism,Biosynthesis,Phosphatidic acid biosynthesis,Inner Membrane (1 transmembrane span),FabR,,,unresolved
SputW3181_3863,pncC,39.1,39.2,99.3,1.0,2.54,2.53,nicotinamide deamidase PncC,"Biosynthesis of cofactors, prosthetic groups, and carriers",Pyridine nucleotides,NAD and NADP (B3) biosynthesis and salvage,Cytoplasm,,,,unresolved
SputW3181_0880,pntA,214.0,94.6,96.9,0.44,0.45,1.02,NAD(P) transhydrogenase alpha subunit PntA,Energy metabolism,Electron transport,,Inner Membrane (5 transmembrane spans),,,,unresolved
SputW3181_0879,pntB,351.7,185.0,164.1,0.53,0.47,0.89,NAD(P) transhydrogenase beta subunit PntB,Energy metabolism,Electron transport,,Inner Membrane (9 transmembrane spans),,,,unresolved
SputW3181_2363,pnuT,81.0,55.4,19.2,0.68,0.24,0.35,thiamin uptake permease PnuT,Transport and binding proteins,Cofactors and prosthetic groups,Thiamine (B1) biosynthesis and salvage,Inner Membrane (7 transmembrane spans),,,,unresolved
SputW3181_3861,ppc,66.1,45.9,32.0,0.7,0.48,0.7,phosphoenolpyruvate carboxylase Ppc,Energy metabolism,General,Pyruvate metabolism - anaplerotic reactions,Cytoplasm,,,,unresolved
SputW3181_2257,ppiB,13.0,25.7,0.0,1.97,0.01,0.0,cytoplasmic peptidyl-prolyl cis-trans isomerase PpiB,Protein fate,Protein folding and stabilization,Cell division,Cytoplasm,,,,unresolved
SputW3181_3517,ppiC,21.4,23.0,0.0,1.07,0.01,0.01,peptidyl-prolyl cis-trans isomerase PpiC,Protein fate,Protein folding and stabilization,Cell division,Cytoplasm,,,,unresolved
SputW3181_3421,priB,672.7,918.5,1837.6,1.37,2.73,2.0,primosomal replication protein N PriB,DNA metabolism,"DNA replication, recombination, and repair",DNA replication,Cytoplasm,,,,unresolved
SputW3181_0497,prmA,16.7,13.5,34.4,0.81,2.06,2.55,ribosomal protein L11 methyltransferase PrmA,Protein synthesis,Ribosomal proteins: synthesis and modification,,Cytoplasm,,,,unresolved
SputW3181_1490,proS,67.9,81.0,152.1,1.19,2.24,1.88,prolyl-tRNA synthetase ProS,Protein synthesis,tRNA aminoacylation,tRNA biogenesis,Cytoplasm,,,,unresolved
SputW3181_3784,prpB,19.5,24.3,105.7,1.24,5.41,4.35,2-methylisocitrate lyase PrpB,Energy metabolism,Fermentation,Methylcitrate degradation,Cytoplasm,PrpR,,,unresolved
SputW3181_3785,prpC,15.8,20.3,81.7,1.28,5.16,4.03,2-methylcitrate synthase PrpC,Energy metabolism,Fermentation,Methylcitrate degradation,Cytoplasm,PrpR,,,unresolved
SputW3181_2304,prpE,70.7,116.2,221.0,1.64,3.13,1.9,propionyl-CoA synthetase PrpE,Central intermediary metabolism,General,Propanoate metabolism,Cytoplasm,,,,unresolved
SputW3181_3787,prpF,12.1,12.2,51.2,1.0,4.24,4.22,2-methyl aconitate cis-trans isomerase PrpF,Energy metabolism,Fermentation,Methylcitrate degradation,Cytoplasm,PrpR,,,unresolved
SputW3181_3783,prpR,4.7,10.8,44.8,2.32,9.64,4.15,methycitrate-responsive transcriptional regulator of methylisocitrate utilization PrpR,Regulatory functions,DNA interactions,Methylcitrate degradation,Cytoplasm,PrpR,,,unresolved
SputW3181_3649,prrA,14.9,17.6,0.0,1.18,0.01,0.01,oxygen-responsive two component signal transduction system controlling redox affected systems response regulator PrrA,Signal transduction,Two-component systems,,Cytoplasm,,,,unresolved
SputW3181_3650,prrB,12.1,13.5,4.8,1.12,0.4,0.36,oxygen-responsive two component signal transduction system controlling redox affected systems histidine kinase PrrB,Signal transduction,Two-component systems,,Inner Membrane (6 transmembrane spans),,,,unresolved
SputW3181_1380,pseF,174.0,145.9,58.5,0.84,0.34,0.4,pseudaminic acid CMP-transferase PseF,Cell envelope,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Flagella modification,Cytoplasm,,,,unresolved
SputW3181_2147,psrA,203.8,87.8,562.9,0.43,2.76,6.41,transcriptional repressor of fatty acid degradation PsrA,Regulatory functions,DNA interactions,Fatty acid degradation,Cytoplasm,PsrA,,,unresolved
SputW3181_3139,pssA,134.9,109.4,60.1,0.81,0.45,0.55,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,Fatty acid and phospholipid metabolism,Biosynthesis,glycophospholipid metabolism,Inner Membrane (5 transmembrane spans),,,,unresolved
SputW3181_2761,ptsG,27.9,32.4,11.2,1.16,0.4,0.35,phosphotransferase system (PTS) glucose-specific IIBC component PtsG,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids",Sugar utilization - Glucose,Inner Membrane (8 transmembrane spans),,,,unresolved
SputW3181_0542,purH,38.1,40.5,151.3,1.06,3.97,3.73,bifunctional IMP cyclohydrolase/phosphoribosylaminoimidazolecarboxamide formyltransferase PurH,"Purines, pyrimidines, nucleosides, and nucleotides",Purine ribonucleotide biosynthesis,Purine biosynthesis,Cytoplasm,Crp,,,unresolved
SputW3181_3071,puuA,74.4,95.9,207.4,1.29,2.79,2.16,gamma-glutamyl-putrescine synthase PuuA,Central intermediary metabolism,Amino acids and amines,Putrescine degradation,Cytoplasm,,,,unresolved
SputW3181_3066,puuB,20.5,21.6,52.8,1.06,2.58,2.45,gamma-glutamylputrescine oxidoreductase PuuB,Central intermediary metabolism,Amino acids and amines,Putrescine degradation,Cytoplasm,,,,unresolved
SputW3181_3065,puuC,18.6,18.9,70.5,1.02,3.79,3.73,gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase PuuC,Central intermediary metabolism,Amino acids and amines,Putrescine degradation,Cytoplasm,,,,unresolved
SputW3181_3585,puuP,9.3,10.8,23.2,1.16,2.5,2.15,putrescine uptake protein PuuP,Transport and binding proteins,"Amino acids, peptides and amines",Putrescine degradation,Inner Membrane (12 transmembrane spans),,,,unresolved
SputW3181_3073,puuR,43.7,54.0,150.5,1.24,3.44,2.79,transcriptional regulator of putrescine degradation PuuR,Regulatory functions,DNA interactions,Putrescine degradation,Cytoplasm,,,,unresolved
SputW3181_2144,pykA,47.5,63.5,20.8,1.34,0.44,0.33,pyruvate kinase II PykA,Energy metabolism,Glycolysis/gluconeogenesis,Entner-Dourdoroff pathway,Cytoplasm,HexR,,,unresolved
SputW3181_0953,pyrC,7.4,6.8,32.8,0.91,4.41,4.86,dihydroorotase homodimeric type PyrC,"Purines, pyrimidines, nucleosides, and nucleotides",Pyrimidine ribonucleotide biosynthesis,Pyrimidine biosynthesis,Cytoplasm,,,,unresolved
SputW3181_1523,queA,9.3,10.8,23.2,1.16,2.5,2.15,S-adenosylmethionine:tRNA ribosyltransferase-isomerase QueA,Protein synthesis,tRNA and rRNA base modification,tRNA biogenesis,Cytoplasm,,,,unresolved
SputW3181_1722,queD,56.8,66.2,159.3,1.17,2.81,2.41,queosine biosynthesis protein QueD,Protein synthesis,tRNA and rRNA base modification,tRNA biogenesis,Cytoplasm,,,,unresolved
SputW3181_1287,raiA,254.9,197.2,76.9,0.77,0.3,0.39,ribosome-associated inhibitor A RaiA,Protein synthesis,Translation factors,,Cytoplasm,,,,unresolved
SputW3181_3798,rdoA,34.4,29.7,68.9,0.86,2.0,2.32,serine/threonine protein kinase RdoA,Regulatory functions,Small molecule interactions,,Cytoplasm,,,,unresolved
SputW3181_1265,recA,207.5,155.3,429.2,0.75,2.07,2.76,recombinase A RecA,DNA metabolism,"DNA replication, recombination, and repair",Stress response - DNA damage,Cytoplasm,LexA,,,unresolved
SputW3181_1901,recB,13.0,9.5,3.2,0.73,0.25,0.34,exodeoxyribonuclease V beta subunit RecB,DNA metabolism,"DNA replication, recombination, and repair",DNA replication,Cytoplasm,,,,unresolved
SputW3181_0003,recF,32.6,43.2,76.1,1.33,2.34,1.76,DNA replication and repair protein RecF,DNA metabolism,"DNA replication, recombination, and repair",Cell division,Cytoplasm,,,,unresolved
SputW3181_3003,recO,50.2,31.1,14.4,0.62,0.29,0.46,DNA repair protein RecO,DNA metabolism,"DNA replication, recombination, and repair",Homologous recombination,Cytoplasm,,,,unresolved
SputW3181_3385,relV,58.6,8.1,4.0,0.14,0.07,0.49,(p)ppGpp synthetase RelV,Regulatory functions,Small molecule interactions,Stringent response,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_1460,rfaH,75.4,116.2,434.8,1.54,5.77,3.74,transcriptional antiterminator RfaH,Transcription,Transcription factors,Flagellar motility,Cytoplasm,,,,unresolved
SputW3181_1466,rfbc,161.0,168.8,68.9,1.05,0.43,0.41,dTDP-4-keto-L-rhamnose-35-epimerase RfbC,Cell envelope,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Flagellar motility,Cytoplasm,,,,unresolved
SputW3181_1476,rfbc,101.4,70.2,32.0,0.69,0.32,0.46,dTDP-4-keto-L-rhamnose-35-epimerase RfbC,Cell envelope,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Flagellar motility,Cytoplasm,,,,unresolved
SputW3181_1465,rfbD,209.4,248.5,96.1,1.19,0.46,0.39,dTDP-4-dehydrorhamnose reductase RfbD,Cell envelope,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Flagellar motility,Cytoplasm,,,,unresolved
SputW3181_0836,rhlE,1.9,1.4,18.4,0.73,9.9,13.63,ATP-dependent RNA helicase RhlE,Transcription,Degradation of RNA,RNA degradation,Cytoplasm,,,,unresolved
SputW3181_1237,ribE,205.6,220.2,490.8,1.07,2.39,2.23,riboflavin synthase beta subunit RibE,"Biosynthesis of cofactors, prosthetic groups, and carriers","Riboflavin, FMN, and FAD","Riboflavin, FMN, and FAD (B2) biosynthesis and salvage",Cytoplasm,,,,unresolved
SputW3181_0765,rihA,6.5,6.8,17.6,1.04,2.7,2.61,pyrimidine-specific ribonucleoside hydrolase RihA,"Purines, pyrimidines, nucleosides, and nucleotides",Salvage of nucleosides and nucleotides,,Cytoplasm,,,,unresolved
SputW3181_0614,rimK,35.4,32.4,14.4,0.92,0.41,0.44,ribosomal protein S6 glutaminyl transferase RimK,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome biogenesis,Cytoplasm,,,,unresolved
SputW3181_1868,rimK,38.1,28.4,18.4,0.74,0.48,0.65,RimK family alpha-L-glutamate ligase,Protein fate,Protein modification and repair,,Cytoplasm,,,,unresolved
SputW3181_2995,rimM,1146.3,1506.0,2575.9,1.31,2.25,1.71,16S rRNA processing protein RimM,Transcription,RNA processing,Ribosome biogenesis,Cytoplasm,,,,unresolved
SputW3181_3573,rimO,16.7,25.7,60.1,1.53,3.59,2.34,ribosomal protein S12 methylthiotransferase RimO,Protein synthesis,Ribosomal proteins: synthesis and modification,,Cytoplasm,,,,unresolved
SputW3181_3242,rlmG,4.7,8.1,13.6,1.74,2.93,1.68,23S rRNA (guanine1835-N2)-methyltransferase RlmG,Protein synthesis,tRNA and rRNA base modification,Ribosome biogenesis,Cytoplasm,,,,unresolved
SputW3181_1035,rlmH,53.0,72.9,175.4,1.38,3.31,2.4,23S rRNA (pseudouridine1915-N3)-methyltransferase RlmH,Protein synthesis,tRNA and rRNA base modification,tRNA biogenesis,Cytoplasm,,,,unresolved
SputW3181_1352,rlmN,35.4,37.8,96.9,1.07,2.74,2.56,23S rRNA (adenine2503-C2)-methyltransferase RlmN,Protein synthesis,tRNA and rRNA base modification,tRNA biogenesis,Cytoplasm,,,,unresolved
SputW3181_3339,rluA,0.9,2.7,14.4,2.9,15.49,5.34,23S rRNA pseudouridine746 synthase RluA,Protein synthesis,tRNA and rRNA base modification,Ribosome biogenesis,Cytoplasm,,,,unresolved
SputW3181_1778,rluE,14.0,14.9,4.0,1.06,0.29,0.27,23S rRNA pseudouridine2457 synthase RluE,Protein synthesis,tRNA and rRNA base modification,tRNA biogenesis,Cytoplasm,,,,unresolved
SputW3181_2389,rmf,7167.3,6171.4,1406.8,0.86,0.2,0.23,ribosome modulation factor Rmf,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome biogenesis,Cytoplasm,,,,unresolved
SputW3181_2449,rne,53.0,81.0,149.7,1.53,2.82,1.85,ribonuclease E Rne,Transcription,Degradation of RNA,,Cytoplasm,,,,unresolved
SputW3181_2162,rnfD,61.4,28.4,28.8,0.46,0.47,1.02,ion (H+ or Na+)-translocating NADH:ferredoxin oxidoreductase subunit RnfD,Energy metabolism,Electron transport,,Inner Membrane (9 transmembrane spans),,,,unresolved
SputW3181_1743,rnk,44.7,27.0,92.9,0.6,2.08,3.44,regulator of nucleoside diphosphate kinase Rnk,Regulatory functions,Protein interactions,,Cytoplasm,,,,unresolved
SputW3181_4094,rnpA,53.0,71.6,318.7,1.35,6.01,4.45,ribonuclease P protein RnpA,Transcription,RNA processing,tRNA biogenesis,Cytoplasm,,,,unresolved
SputW3181_2422,rnt,12.1,13.5,35.2,1.12,2.91,2.61,ribonuclease T Rnt,Transcription,RNA processing,,Cytoplasm,,,,unresolved
SputW3181_0332,rph,70.7,94.6,173.0,1.34,2.45,1.83,ribonuclease Rph,Transcription,RNA processing,,Cytoplasm,,,,unresolved
SputW3181_0146,rplA,735.1,1015.7,1854.4,1.38,2.52,1.83,50S ribosomal protein L1 RplA,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome,Cytoplasm,,,,unresolved
SputW3181_0156,rplC,941.6,1545.2,4253.3,1.64,4.52,2.75,50S ribosomal protein L3 RplC,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome,Cytoplasm,,,,unresolved
SputW3181_0157,rplD,1074.7,1507.4,3063.5,1.4,2.85,2.03,50S ribosomal protein L4 RplD,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome,Cytoplasm,,,,unresolved
SputW3181_0145,rplK,664.3,965.8,2515.0,1.45,3.79,2.6,50S ribosomal protein L11 RplK,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome,Cytoplasm,,,,unresolved
SputW3181_3431,rplM,541.5,1046.8,2579.1,1.93,4.76,2.46,50S ribosomal protein L13 RplM,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome,Cytoplasm,,,,unresolved
SputW3181_0166,rplN,2274.0,3817.1,5625.8,1.68,2.47,1.47,50S ribosomal protein L14 RplN,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome,Cytoplasm,,,,unresolved
SputW3181_1997,rplT,2146.6,3815.8,5854.0,1.78,2.73,1.53,50S ribosomal protein L20 RplT,Protein synthesis,Ribosomal proteins: synthesis and modification,,Cytoplasm,,,,unresolved
SputW3181_3188,rplU,1781.8,3175.5,4234.9,1.78,2.38,1.33,50S ribosomal protein L21 RplU,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome,Cytoplasm,,,,unresolved
SputW3181_0167,rplX,972.3,1592.5,3877.0,1.64,3.99,2.43,50S ribosomal protein L24 RplX,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome,Cytoplasm,,,,unresolved
SputW3181_0339,rpmB,849.5,2317.8,3657.6,2.73,4.31,1.58,50S ribosomal protein L28 RpmB,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome,Cytoplasm,,,,unresolved
SputW3181_3619,rpmE,576.9,979.3,2822.5,1.7,4.89,2.88,50S ribosomal protein L31 RpmE,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome,Cytoplasm,,,,unresolved
SputW3181_0340,rpmG,1331.5,3468.6,3736.9,2.61,2.81,1.08,50S ribosomal protein L33 RpmG,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome,Cytoplasm,,,,unresolved
SputW3181_4095,rpmH,465.2,819.9,2660.7,1.76,5.72,3.25,50S ribosomal protein L34 RpmH,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome,Cytoplasm,,,,unresolved
SputW3181_1996,rpmI,2135.4,3307.9,5186.2,1.55,2.43,1.57,50S ribosomal protein L35 RpmI,Protein synthesis,Ribosomal proteins: synthesis and modification,,Cytoplasm,,,,unresolved
SputW3181_3458,rpoN,97.7,86.4,46.4,0.88,0.48,0.54,RNA polymerase sigma-54 factor RpoN,Transcription,Transcription factors,,Cytoplasm,,,,unresolved
SputW3181_1263,rpoS,126.5,705.1,325.9,5.57,2.58,0.46,RNA polymerase sigma-38 factor RpoS,Transcription,Transcription factors,Sigma factors,Cytoplasm,,,,unresolved
SputW3181_3771,rpoZ,336.8,336.3,717.4,1.0,2.13,2.13,DNA-directed RNA polymerase omega subunit RpoZ,Transcription,DNA-dependent RNA polymerase,RNA polymerase,Cytoplasm,,,,unresolved
SputW3181_2755,rpsB,1013.3,1595.2,2414.1,1.57,2.38,1.51,30S ribosomal protein S2 RpsB,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome,Cytoplasm,,,,unresolved
SputW3181_3422,rpsF,762.0,1173.8,1984.9,1.54,2.6,1.69,30S ribosomal protein S6 RpsF,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome,Cytoplasm,,,,unresolved
SputW3181_0155,rpsJ,1367.8,2724.4,7276.8,1.99,5.32,2.67,30S ribosomal protein S10 RpsJ,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome,Cytoplasm,,,,unresolved
SputW3181_0179,rpsK,1177.0,1129.2,3237.2,0.96,2.75,2.87,30S ribosomal protein S11 RpsK,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome,Cytoplasm,,,,unresolved
