gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanoak,gene_names_cyanorak,Ontology_term,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description
AKG35_RS02205,,AKG35_RS02205,PMT0414,Protein Homology,464127.0,464846.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129793.1,class I SAM-dependent methyltransferase,WP_011129793.1,"PMT0414,PMT_0414,RG24_RS02215",464127.0,464846.0,-,CK_Pro_MIT9313_00414,PMT0414,,CK_00001779,R.3,Enzymes of unknown specificity,"COG2227,NOG136322,bactNOG26812,cyaNOG06490","COG: METABOLISM [H] Coenzyme transport and metabolism,COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",,,,S-adenosyl-L-methionine-dependent methyltransferase,"TIGR00008,PF13847,PF13649,IPR025714,IPR029063","translation initiation factor IF-1,Methyltransferase domain,Methyltransferase domain,Methyltransferase domain,S-adenosyl-L-methionine-dependent methyltransferase",703,Unknown function / Enzymes of unknown specificity
AKG35_RS02210,,AKG35_RS02210,PMT0415,GeneMarkS-2+,464869.0,465165.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011129794.1,"PMT0415,PMT_0415,RG24_RS02220",464869.0,465165.0,-,CK_Pro_MIT9313_00415,PMT0415,,CK_00045449,,,,,,,,conserved hypothetical protein,,,,
AKG35_RS02215,,AKG35_RS02215,PMT0416,Protein Homology,465391.0,466260.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011826496.1,metal ABC transporter permease,WP_011129795.1,"PMT0416,PMT_0416,RG24_RS02225",465391.0,466260.0,-,CK_Pro_MIT9313_00416,mntB,GO:0046872,CK_00000080,Q.4,Cations and iron carrying compounds,"COG1108,bactNOG04918,bactNOG03904,cyaNOG01928","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms",,,metal ion binding,ABC-type Mn2+ transporter%2C membrane component,"PF00950,IPR001626","ABC 3 transport family,ABC transporter%2C TroCD-like",145,Transport and binding proteins / Cations and iron carrying compounds
AKG35_RS02220,,AKG35_RS02220,PMT0417,Protein Homology,466257.0,467054.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129796.1,metal ABC transporter ATP-binding protein,WP_011129796.1,"PMT0417,PMT_0417,RG24_RS02230",466257.0,467054.0,-,CK_Pro_MIT9313_00417,mntA,"GO:0042626,GO:0046872",CK_00008083,Q.4,Cations and iron carrying compounds,"COG1121,bactNOG02305,bactNOG01379,cyaNOG01024","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",,,"ATPase-coupled transmembrane transporter activity,metal ion binding",ABC-type Mn2+ transport system%2C ATPase component,"PF00005,PS50893,IPR003439,IPR017871","ABC transporter,ATP-binding cassette%2C ABC transporter-type domain profile.,ABC transporter-like,ABC transporter%2C conserved site",145,Transport and binding proteins / Cations and iron carrying compounds
AKG35_RS02225,,AKG35_RS02225,PMT0418,Protein Homology,467054.0,468055.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129797.1,metal ABC transporter substrate-binding protein,WP_011129797.1,"PMT0418,PMT_0418,RG24_RS02235",467054.0,468055.0,-,CK_Pro_MIT9313_00418,mntC,GO:0046872,CK_00000919,"D.1.7,Q.4","Trace metals,Cations and iron carrying compounds","COG0803,bactNOG05928,bactNOG04966,cyaNOG00781,cyaNOG05385","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",,,metal ion binding,ABC-type Mn2+ transporter%2C substrate binding protein,"PF01297,PS51257,IPR006127,IPR006129","Zinc-uptake complex component A periplasmic,Prokaryotic membrane lipoprotein lipid attachment site profile.,Periplasmic solute binding protein%2C ZnuA-like,Adhesin B",145,Transport and binding proteins / Cations and iron carrying compounds
psbA,psbA,AKG35_RS02230,PMT0419,Protein Homology,468202.0,469278.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_010307766.1,photosystem II q(b) protein,WP_011129798.1,"PMT0419,PMT_0419,RG24_RS02240",468202.0,469278.0,-,CK_Pro_MIT9313_00419,psbA,"GO:0009771,GO:0009055,GO:0045156,GO:0009055,GO:0009523,GO:0009539",CK_00008058,J.8,Photosystem II,"NOG04871,bactNOG12939,cyaNOG00439","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",1.10.3.9,photosystem II,"primary charge separation in photosystem II,primary charge separation in photosystem II,electron transfer activity,electron transporter%2C transferring electrons within the cyclic electron transport pathway of photosynthesis activity,electron transfer activity,primary charge separation in photosystem II,electron transfer activity,electron transporter%2C transferring electrons within the cyclic electron transport pathway of photosynthesis activity,electron transfer activity,photosystem II,photosystem II reaction center",photosystem II protein D1.1,"TIGR01151,PF00124,PS00244,IPR000484,IPR005867","photosystem II q(b) protein,Photosynthetic reaction centre protein,Photosynthetic reaction center proteins signature.,Photosynthetic reaction centre%2C L/M,Photosystem II protein D1","112,164","Energy metabolism / Electron transport,Energy metabolism / Photosynthesis"
AKG35_RS02235,,AKG35_RS02235,PMT0420,Protein Homology,469434.0,470801.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129799.1,YcjF family protein,WP_011129799.1,"PMT0420,PMT_0420,RG24_RS02245",469434.0,470801.0,-,CK_Pro_MIT9313_00420,PMT0420,,CK_00000925,R.2,Conserved hypothetical proteins,"COG3597,COG1100,bactNOG57822,cyaNOG05111","COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,uncharacterized conserved membrane protein (DUF697),"PF05128,IPR021147","Domain of unknown function (DUF697),Protein of unknown function DUF697",156,Hypothetical proteins / Conserved
AKG35_RS02240,,AKG35_RS02240,PMT0421,Protein Homology,471022.0,471624.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129800.1,hypothetical protein,WP_011129800.1,"PMT0421,PMT_0421,RG24_RS02250",471022.0,471624.0,+,CK_Pro_MIT9313_00421,PMT0421,,CK_00000926,,,"NOG47973,bactNOG64592,cyaNOG06676","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,Conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
trpS,trpS,AKG35_RS02245,PMT0422,Protein Homology,471628.0,472641.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011826492.1,tryptophan--tRNA ligase,WP_011129801.1,"PMT0422,PMT_0422,RG24_RS02255",471628.0,472641.0,+,CK_Pro_MIT9313_00422,trpS,"GO:0006436,GO:0006418,GO:0004830,GO:0000166,GO:0005524,GO:0004812",CK_00000927,K.1,tRNA aminoacylation,"COG0180,bactNOG00401,cyaNOG00708","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",6.1.1.2,tryptophan---tRNA ligase%3B tryptophanyl-tRNA synthetase%3B L-tryptophan-tRNATrp ligase (AMP-forming)%3B tryptophanyl-transfer ribonucleate synthetase%3B tryptophanyl-transfer ribonucleic acid synthetase%3B tryptophanyl-transfer RNA synthetase%3B tryptophanyl ribonucleic synthetase%3B tryptophanyl-transfer ribonucleic synthetase%3B tryptophanyl-tRNA synthase%3B tryptophan translase%3B TrpRS,"tryptophanyl-tRNA aminoacylation,tRNA aminoacylation for protein translation,tryptophanyl-tRNA aminoacylation,tRNA aminoacylation for protein translation,tryptophan-tRNA ligase activity,nucleotide binding,ATP binding,aminoacyl-tRNA ligase activity",tryptophan--tRNA ligase,"TIGR00233,PF00579,IPR002306,IPR002305,IPR024109,IPR014729","tryptophan--tRNA ligase,tRNA synthetases class I (W and Y),Tryptophan-tRNA ligase,Aminoacyl-tRNA synthetase%2C class Ic,Tryptophan-tRNA ligase%2C bacterial-type,Rossmann-like alpha/beta/alpha sandwich fold",137,Protein synthesis / tRNA aminoacylation
AKG35_RS02250,,AKG35_RS02250,PMT0423,Protein Homology,472962.0,473567.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129802.1,glycoside hydrolase family 24 protein,WP_052646214.1,"PMT0423,PMT_0423,RG24_RS02260",472875.0,473567.0,+,CK_Pro_MIT9313_00423,PMT0423,"GO:0019835,GO:0008152,GO:0016998,GO:0042742,GO:0009253,GO:0003796,GO:0003824,GO:0016798,GO:0016787",CK_00043169,"C.2,D.1.9,G.8,R.3","Murein sacculus and peptidoglycan, Other, Glycogen and sugar metabolism,Enzymes of unknown specificity","COG4678,bactNOG42879,cyaNOG04348","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",3.2.1.17,lysozyme%3B muramidase%3B globulin G%3B mucopeptide glucohydrolase%3B globulin G1%3B N%2CO-diacetylmuramidase%3B lysozyme g%3B L-7001%3B 1%2C4-N-acetylmuramidase%3B mucopeptide N-acetylmuramoylhydrolase%3B PR1-lysozyme,"cytolysis,metabolic process,cell wall macromolecule catabolic process,defense response to bacterium,peptidoglycan catabolic process,cytolysis,metabolic process,cell wall macromolecule catabolic process,defense response to bacterium,peptidoglycan catabolic process,lysozyme activity,catalytic activity,hydrolase activity%2C acting on glycosyl bonds,hydrolase activity",lysozyme,"PF00959,IPR002196","Phage lysozyme,Glycoside hydrolase%2C family 24","119,149,703,89","Energy metabolism / Sugars,Cellular processes / Adaptations to atypical conditions,Unknown function / Enzymes of unknown specificity,Cell envelope / Biosynthesis and degradation of murein sacculus and peptidoglycan"
thrS,thrS,AKG35_RS02255,PMT0424,Protein Homology,474279.0,476201.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011826489.1,threonine--tRNA ligase,WP_011129803.1,"PMT0424,PMT_0424,RG24_RS02265",474279.0,476201.0,+,CK_Pro_MIT9313_00424,thrS,GO:0004829,CK_00000928,K.1,tRNA aminoacylation,"COG0441,bactNOG01809,cyaNOG00636","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",6.1.1.3,threonine---tRNA ligase%3B threonyl-tRNA synthetase%3B threonyl-transfer ribonucleate synthetase%3B threonyl-transfer RNA synthetase%3B threonyl-transfer ribonucleic acid synthetase%3B threonyl ribonucleic synthetase%3B threonine-transfer ribonucleate synthetase%3B threonine translase%3B threonyl-tRNA synthetase%3B TRS,threonine-tRNA ligase activity,threonyl-tRNA synthetase,"TIGR00418,PF07973,PF00587,PF03129,PS50862,IPR006195,IPR012947,IPR002314,IPR002320,IPR004154","threonine--tRNA ligase,Threonyl and Alanyl tRNA synthetase second additional domain,tRNA synthetase class II core domain (G%2C H%2C P%2C S and T),Anticodon binding domain,Aminoacyl-transfer RNA synthetases class-II family profile.,Aminoacyl-tRNA synthetase%2C class II,Threonyl/alanyl tRNA synthetase%2C SAD,Aminoacyl-tRNA synthetase%2C class II (G/ P/ S/T),Threonine-tRNA ligase%2C class IIa,Anticodon-binding",137,Protein synthesis / tRNA aminoacylation
glk,glk,AKG35_RS02260,PMT0425,Protein Homology,476670.0,477731.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129804.1,glucokinase,WP_011129804.1,"PMT0425,PMT_0425,RG24_RS02270",476670.0,477731.0,+,CK_Pro_MIT9313_00425,glk,"GO:0005975,GO:0006096,GO:0051156,GO:0004340",CK_00000930,"G.4,G.8","Glycolysis/gluconeogenesis, Glycogen and sugar metabolism","COG0837,bactNOG05407,cyaNOG01036","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",2.7.1.2,glucokinase%3B glucokinase (phosphorylating),"carbohydrate metabolic process,glycolytic process,glucose 6-phosphate metabolic process,carbohydrate metabolic process,glycolytic process,glucose 6-phosphate metabolic process,glucokinase activity",glucokinase,"TIGR00749,PF02685,IPR003836","glucokinase,Glucokinase,Glucokinase","116,119","Energy metabolism / Glycolysis/gluconeogenesis,Energy metabolism / Sugars"
thrB,thrB,AKG35_RS02265,PMT0426,Protein Homology,477746.0,478696.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129805.1,homoserine kinase,WP_011129805.1,"PMT0426,PMT_0426,RG24_RS02275",477746.0,478696.0,+,CK_Pro_MIT9313_00426,thrB,"GO:0009088,GO:0006566,GO:0004413,GO:0005524",CK_00000931,,,"COG0083,bactNOG19158,cyaNOG01316","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",2.7.1.39,homoserine kinase%3B homoserine kinase (phosphorylating)%3B HSK,"threonine biosynthetic process,threonine metabolic process,threonine biosynthetic process,threonine metabolic process,homoserine kinase activity,ATP binding",homoserine kinase,"TIGR00191,PF00288,PF08544,PS00627,IPR006204,IPR000870,IPR006203,IPR013750","homoserine kinase,GHMP kinases N terminal domain,GHMP kinases C terminal,GHMP kinases putative ATP-binding domain.,GHMP kinase N-terminal domain,Homoserine kinase,GHMP kinase%2C ATP-binding%2C conserved site,GHMP kinase%2C C-terminal domain",71,Amino acid biosynthesis / Aspartate family
AKG35_RS02270,,AKG35_RS02270,PMT0427,Protein Homology,478753.0,480324.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129806.1,NAD(P)H-quinone oxidoreductase subunit 4,WP_011129806.1,"PMT0427,PMT_0427,RG24_RS02280",478753.0,480324.0,+,CK_Pro_MIT9313_00427,ndhD2,"GO:0055114,GO:0042773,GO:0050136,GO:0048038,GO:0016655,GO:0016491,GO:0016021,GO:0042651",CK_00000015,"G.2,J.6","Electron transport,NADH dehydrogenase","COG1008,bactNOG00642,cyaNOG04821","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.6.99.5,Transferred to 1.6.5.11,"oxidation-reduction process,ATP synthesis coupled electron transport,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidoreductase activity,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidoreductase activity,integral component of membrane,thylakoid membrane",NADH dehydrogenase I subunit NdhD (chain 4 or M),"TIGR01972,PF00361,IPR010227,IPR001750","proton-translocating NADH-quinone oxidoreductase%2C chain M,Proton-conducting membrane transporter,NADH-quinone oxidoreductase%2C chain M/4,NADH:quinone oxidoreductase/Mrp antiporter%2C membrane subunit","112,164","Energy metabolism / Electron transport,Energy metabolism / Photosynthesis"
AKG35_RS02275,,AKG35_RS02275,PMT0428,Protein Homology,480328.0,482475.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129807.1,M3 family metallopeptidase,WP_011129807.1,"PMT0428,PMT_0428,RG24_RS02285",480328.0,482475.0,+,CK_Pro_MIT9313_00428,prlC,"GO:0006508,GO:0004222,GO:0008233",CK_00000932,L.4,Degradation of proteins%2C peptides%2C and glycopeptides,"COG0339,bactNOG01382,cyaNOG01702","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",3.4.24.70,oligopeptidase A%3B 68000-M signalpeptide hydrolase,"proteolysis,proteolysis,metalloendopeptidase activity,peptidase activity",oligopeptidase A,"PF01432,IPR001567,IPR034005,IPR024077","Peptidase family M3,Peptidase M3A/M3B catalytic domain,Peptidyl-dipeptidase DCP,Neurolysin/Thimet oligopeptidase%2C domain 2",138,Protein fate / Degradation of proteins%2C peptides%2C and glycopeptides
AKG35_RS02280,,AKG35_RS02280,PMT0429,Protein Homology,482480.0,483970.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129808.1,hypothetical protein,WP_011129808.1,"PMT0429,PMT_0429,RG24_RS02290",482480.0,483970.0,+,CK_Pro_MIT9313_00429,PMT0429,,CK_00002038,,,"NOG134355,bactNOG58411,cyaNOG05512","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
AKG35_RS02285,,AKG35_RS02285,PMT0430,Protein Homology,484407.0,486008.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129809.1,permease,WP_011129809.1,"PMT0430,PMT_0430,RG24_RS02295",484407.0,486008.0,+,CK_Pro_MIT9313_00430,PMT0430,GO:0016020,CK_00002039,,,"COG2252,bactNOG04937,cyaNOG00079","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,membrane,putative membrane protein,,,88,Cell envelope / Other
AKG35_RS02295,,AKG35_RS02295,PMT0431,Protein Homology,486852.0,487937.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011826477.1,hypothetical protein,WP_011129810.1,"PMT0431,PMT_0431,RG24_RS02305",486852.0,487937.0,-,CK_Pro_MIT9313_00431,PMT0431,,CK_00002040,,,"NOG13712,bactNOG42782,cyaNOG04293","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
AKG35_RS02300,,AKG35_RS02300,PMT0432,Protein Homology,487958.0,488470.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129811.1,hypothetical protein,WP_011129811.1,"PMT0432,PMT_0432,RG24_RS02310",487958.0,488470.0,-,CK_Pro_MIT9313_00432,PMT0432,GO:0016020,CK_00002041,,,"NOG135234,COG0477,bactNOG64923,cyaNOG06837","COG: POORLY CHARACTERIZED [S] Function unknown,COG: GEPR,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,membrane,putative membrane protein,,,88,Cell envelope / Other
AKG35_RS02305,,AKG35_RS02305,PMT0433,Protein Homology,488517.0,489218.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011826475.1,hypothetical protein,WP_011129812.1,"PMT0433,PMT_0433,RG24_RS02315",488517.0,489218.0,-,CK_Pro_MIT9313_00433,PMT0433,GO:0016020,CK_00002042,,,"NOG87394,COG0201,COG1292,bactNOG41430,bactNOG34899,cyaNOG05862","COG: POORLY CHARACTERIZED [S] Function unknown,COG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,membrane,putative membrane protein,,,88,Cell envelope / Other
AKG35_RS02310,,AKG35_RS02310,PMT0434,Protein Homology,489277.0,489897.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011826474.1,esterase/lipase family protein,WP_041384290.1,"PMT0434,PMT_0434,RG24_RS02320",489277.0,489876.0,-,CK_Pro_MIT9313_00434,PMT0434,,CK_00000174,H.2,Fatty acid metabolism,"COG1075,bactNOG57853,bactNOG39874,cyaNOG05722,cyaNOG02630","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,,alpha/beta hydrolase fold family protein,"PF12697,IPR000073","Alpha/beta hydrolase family,Alpha/beta hydrolase fold-1",177,Fatty acid and phospholipid metabolism / Degradation
