NATL2_05431,PMN2A_RS02645,PMN2A_1836,-0.914***,-7.732***,-6.592***,-0.739,-0.916***,-0.437,cobK,precorrin-6A reductase,Cobalt-precorrin-6x reductase (EC 1.3.1.54),
NATL2_05441,PMN2A_RS02650,PMN2A_1837,-0.321,-3.267***,-5.205***,-0.808,0.441,-0.43,cutA,hypothetical protein,CutA1 divalent ion tolerance protein,
NATL2_05451,PMN2A_RS02655,PMN2A_1838,-2.203***,1.518***,-5.282***,-2.284***,-2.833***,-4.197***,,carbohydrate kinase,Fructokinase (EC 2.7.1.4),
NATL2_05461,PMN2A_RS02660,PMN2A_1839,-0.524,-0.131,1.172***,-0.846,-0.893,0.154,purA,adenylosuccinate synthetase,Adenylosuccinate synthetase (EC 6.3.4.4),
NATL2_05471,PMN2A_RS02665,PMN2A_1840,0.167,0.977***,2.449***,0.171,0.469,0.813***,psb27,photosystem II reaction center Psb27 protein,Photosystem II protein Psb27,
NATL2_05481,PMN2A_RS02670,PMN2A_1841,-0.398,-3.991***,-6.716***,-0.153,-2.896***,-1.647***,proS,proline--tRNA ligase,"Prolyl-tRNA synthetase (EC 6.1.1.15), bacterial type",
NATL2_05491,PMN2A_RS02675,PMN2A_1842,-0.899,-3.04***,-6.803***,-0.991,-2.588***,-2.762***,,resolvase,Possible Helix-turn-helix domain of resolvase,
NATL2_05501,PMN2A_RS02680,PMN2A_1843,-0.18,-1.517***,-5.267***,-0.155,-0.905,0.378,,hypothetical protein,FIG00941832: hypothetical protein,
NATL2_05511,PMN2A_RS02685,PMN2A_1844,0.804,3.359***,0.477,0.495,0.75,0.616,,inorganic pyrophosphatase,Inorganic pyrophosphatase (EC 3.6.1.1),
NATL2_05531,PMN2A_RS02695,PMN2A_1846,-0.599,-4.958***,-8.304***,-0.71,-1.604***,-2.898***,,signal peptidase I,Signal peptidase I (EC 3.4.21.89),
NATL2_05551,PMN2A_RS02705,PMN2A_1848,-0.855,2.154***,0.502,-0.793,-0.736,-3.102***,,protease,Possible membrane associated protease,
NATL2_05561,PMN2A_RS02710,PMN2A_1849,-0.385,-2.581***,-6.627***,0.738,0.215,-2.931***,,hypothetical protein,FIG00942356: hypothetical protein,
NATL2_05571,PMN2A_RS02715,PMN2A_1850,-0.997,-0.677,-7.15***,-0.547,-0.819,-3.876***,,cell division protein FtsI,Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129),
NATL2_05581,PMN2A_RS02720,PMN2A_1851,0.83***,-1.517***,-1.888***,0.902***,-1.044***,-3.608***,tal,transaldolase,Transaldolase (EC 2.2.1.2),
NATL2_05591,PMN2A_RS02725,PMN2A_1852,-1.071***,-3.114***,-6.811***,-0.484,0.401,0.208,fixC,NAD-binding site,Geranylgeranyl reductase (EC 1.3.1.83),
NATL2_05601,PMN2A_RS02730,PMN2A_1853,-1.109***,-6.003***,-7.11***,-0.808***,-2.941***,-4.894***,frr,ribosome-recycling factor,Ribosome recycling factor,
NATL2_05611,PMN2A_RS02735,PMN2A_1854,-0.259,-0.393,-7.269***,-0.08,-0.492,-2.106***,pyrH,uridylate kinase,Uridylate kinase (EC 2.7.4.-),
NATL2_05621,PMN2A_RS02740,PMN2A_1855,0.979,-0.54,-6.941***,0.02,1.093***,-1.823***,cobO,cob(I)alamin adenolsyltransferase/cobinamide ATP-dependent adenolsyltransferase,Cob(I)alamin adenosyltransferase (EC 2.5.1.17),
NATL2_05631,PMN2A_RS02745,PMN2A_1856,0.155,-0.846,-6.165***,0.904,-0.86,-2.576***,,integrase,Phage integrase family,
NATL2_05641,PMN2A_RS02750,PMN2A_1857,-0.487,0.049,-1.506***,-0.427,-0.512,-1.62***,hemH,ferrochelatase,"Ferrochelatase, protoheme ferro-lyase (EC 4.99.1.1)",
NATL2_05651,PMN2A_RS02755,PMN2A_1858,-0.483,-1.123***,-1.543***,-0.43,-1.101***,-1.632***,ilvB,acetolactate synthase,Acetolactate synthase large subunit (EC 2.2.1.6),
NATL2_05661,PMN2A_RS02760,PMN2A_1859,-0.757,-1.874***,-6.144***,-0.388,-0.609,-0.2,,hypothetical protein,FIG00940291: hypothetical protein,
NATL2_05671,PMN2A_RS02765,PMN2A_1860,-1.21,-3.764***,-6.266***,-1.943***,-3.326***,-3.14***,,hypothetical protein,FIG00940617: hypothetical protein,
,PMN2A_RS02770,PMN2A_1861,-0.726,-3.444***,-1.23***,-0.815,-2.223***,-2.368***,,30S ribosomal protein S1,SSU ribosomal protein S1p,
NATL2_05691,PMN2A_RS02775,PMN2A_1862,-0.82,1.865***,-5.131***,-0.51,-1.208,-2.329***,,creatininase,Creatinine amidohydrolase related enzyme,
NATL2_05701,PMN2A_RS02780,PMN2A_1863,-0.697,0.234,-0.156,-0.725,-0.942***,-0.309,,aldehyde decarbonylase,Aldehyde decarbonylase,
NATL2_05711,PMN2A_RS02785,PMN2A_1864,-0.019,0.482,3.575***,0.209,0.679,1.689***,,acyl-ACP reductase,Acetylornithine aminotransferase (EC 2.6.1.11),
NATL2_05721,PMN2A_RS02790,PMN2A_1865,-0.076,1.368***,-1.267***,-0.157,0.181,0.613,accA,acetyl-CoA carboxylase carboxyltransferase subunit alpha,Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2),
NATL2_05731,PMN2A_RS02795,PMN2A_1866,-0.414,-0.888***,-1.806***,-0.572,-1.092***,-2.184***,,short-chain dehydrogenase,Sepiapterin reductase (EC 1.1.1.153),
NATL2_05751,PMN2A_RS02805,PMN2A_1868,-0.03,-4.103***,-6.89***,0.152,0.241,-2.4***,,multidrug transporter,"Metal dependent membrane associated protease, S2P family",
NATL2_05761,PMN2A_RS02810,PMN2A_1869,1.266,1.535***,-5.318***,0.699,1.656***,1.26,lplA,lipoate--protein ligase,Lipoate-protein ligase A,
NATL2_05771,PMN2A_RS02815,PMN2A_1870,0.004,-1.649***,-6.178***,1.033,1.309***,-2.274***,,hypothetical protein,FIG00940242: hypothetical protein,
NATL2_05781,PMN2A_RS02820,PMN2A_1871,0.118,2.215***,-6.332***,-0.107,0.57***,-0.001,,protochlorophyllide oxidoreductase,Light-dependent protochlorophyllide reductase (EC 1.3.1.33),
NATL2_05791,PMN2A_RS02825,PMN2A_1872,3.121***,4.985***,-5.315***,3.097***,2.871***,-2.147***,chlL,light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein,Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein ChlL (EC 1.18.-.-),
NATL2_05801,PMN2A_RS02830,PMN2A_1873,3.067***,3.286***,-6.293***,3.124***,2.899***,-5.154***,chlN,light-independent protochlorophyllide reductase subunit N,Light-independent protochlorophyllide reductase subunit N (EC 1.18.-.-),
NATL2_05811,PMN2A_RS02835,PMN2A_1874,2.847***,3.856***,-5.943***,2.632***,2.705***,-4.87***,chlB,light-independent protochlorophyllide reductase subunit B,Light-independent protochlorophyllide reductase subunit B (EC 1.18.-.-),
NATL2_05821,PMN2A_RS02840,PMN2A_1875,0.006,-1.517***,-6.694***,0.474,0.055,-4.637***,,hypothetical protein,FIG00940602: hypothetical protein,
NATL2_05831,PMN2A_RS02845,PMN2A_1876,-3.082***,-3.958***,-4.036***,-2.294***,-3.469***,-0.85,,hypothetical protein,FIG00940838: hypothetical protein,
NATL2_05841,PMN2A_RS02850,PMN2A_1877,-0.868,-0.785,3.622***,-1.071,-1.387,-0.615,,nucleoside-triphosphate diphosphatase,"Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.15)",
NATL2_05851,PMN2A_RS02855,PMN2A_1878,-2.993***,-3.325***,4.885***,-3.444***,-4.526***,1.682***,ccmK,carbon dioxide-concentrating mechanism protein CcmK,carboxysome shell protein CsoS1,
NATL2_05861,PMN2A_RS02860,PMN2A_1879,-3.237***,-3.383***,-4.688***,-3.669***,-4.634***,0.237,rbcL,ribulose bisphosphate carboxylase large chain,Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39),Synpcc7942_1426; increased
NATL2_05871,PMN2A_RS02865,PMN2A_1880,-2.995***,-4.139***,3.324***,-3.631***,-5.051***,-1.222,rbcS,ribulose bisphosphate carboxylase small chain,Ribulose bisphosphate carboxylase small chain (EC 4.1.1.39),Synpcc7942_1427; increased
NATL2_05881,PMN2A_RS02870,PMN2A_1881,-3.658***,-4.729***,1.475***,-3.849***,-5.648***,-1.413***,csoS2,carboxysome shell protein,carboxysome shell protein CsoS2,
NATL2_05891,PMN2A_RS02875,PMN2A_1882,-3.6***,-4.49***,-4.556***,-3.585***,-5.351***,-2.25***,csoS3,carboxysome shell protein,carboxysome shell protein CsoS3,
NATL2_05901,PMN2A_RS02880,PMN2A_1883,-3.21***,-3.896***,-6.169***,-2.796***,-5.063***,-1.12***,,carboxysome shell protein,putative carboxysome peptide A,
NATL2_05911,PMN2A_RS02885,PMN2A_1884,-3.524***,-7.608***,-5.38***,-3.242***,-4.454***,-1.618,,carboxysome shell protein,putative carboxysome peptide B,
NATL2_05921,PMN2A_RS02890,PMN2A_1885,-3.183***,-4.349***,-5.504***,-2.996***,-4.373***,-2.248***,csoS1,carboxysome shell protein,carboxysome shell protein CsoS1,
NATL2_05931,PMN2A_RS02895,PMN2A_1886,0.169,2.781***,-5.575***,0.682,1.082***,0.368,,pterin-4-alpha-carbinolamine dehydratase,Possible pterin-4 alpha-carbinolamine dehydratase-like protein,
NATL2_05941,PMN2A_RS02900,PMN2A_1887,0.593,-0.138,2.391***,0.9,2.689***,1.829***,,hypothetical protein,FIG00940827: hypothetical protein,
NATL2_05951,PMN2A_RS02905,PMN2A_1888,0.131,-2.355***,0.616,0.309,0.583,-0.333,tdcF,endoribonuclease L-PSP,Endoribonuclease L-PSP,
NATL2_05961,PMN2A_RS02910,PMN2A_1889,0.055,-0.33,-7.899***,0.209,-0.065,-1.566***,,hydroxyacylglutathione hydrolase,Hydroxyacylglutathione hydrolase (EC 3.1.2.6),
NATL2_05981,PMN2A_RS02920,PMN2A_1891,-0.69,-1.259***,1.892***,0.156,-0.145,0.397,,long-chain fatty acid--CoA ligase,"ABC transporter, ATP-binding/permease protein",
NATL2_05991,PMN2A_RS02925,PMN2A_1892,-0.368,-0.138,-6.469***,0.026,0.728,0.447,,acetyltransferase,"N-acetyltransferase (GNAT) family, Syn7942_0773 homolog, Ycf52 protein",
NATL2_06001,PMN2A_RS02930,PMN2A_1893,-2.164,-3.768***,0,-0.528,1.062,1.701***,,glycosyl transferase,Glycosyltransferase (EC 2.4.1.-),
NATL2_06011,PMN2A_RS02935,PMN2A_1894,0.179,1.231,-4.953***,0.094,0.533,0.068,,hypothetical protein,hypothetical protein,
NATL2_06021,PMN2A_RS02940,PMN2A_0001,-0.399,-3.239***,-4.713***,-0.124,-1.153***,-2.179***,dnaA,chromosomal replication initiator protein DnaA,Chromosomal replication initiator protein DnaA,
NATL2_06031,PMN2A_RS02945,PMN2A_0002,-1.463***,-3.057***,-5.653***,-1.057,-1.794***,-1.343***,,glutathione S-transferase,Glutaredoxin-like domain/phycoerythrin related domain fusion,
NATL2_06041,PMN2A_RS02950,PMN2A_0003,0.34,1.554***,-6.363***,0.828,0.416,-1.648***,gor,glutathione reductase,Glutathione reductase (EC 1.8.1.7),
NATL2_06051,PMN2A_RS02955,PMN2A_0004,-1.893***,3.848***,0.935,-0.747,0.188,-1.361***,ECM27,C50 carotenoid epsilon cyclase,"Inner membrane protein YrbG, predicted calcium/sodium:proton antiporter",
NATL2_06061,PMN2A_RS02960,PMN2A_0005,-0.278,-2.212***,-6.715***,-1.632***,-0.761,-3.709***,pyrC,dihydroorotase,Dihydroorotase (EC 3.5.2.3),
NATL2_06081,PMN2A_RS02970,PMN2A_0006,0.192,-2.392***,-7.407***,0.728,-0.273,-1.795***,ndhL,NAD(P)H-quinone oxidoreductase subunit L,NADH dehydrogenase subunit; NdhL,
NATL2_06091,PMN2A_RS02975,PMN2A_0007,-0.353,-5.751***,-7.782***,0.325,-0.286,-1.767***,,hypothetical protein,FIG00940803: hypothetical protein,
NATL2_06101,PMN2A_RS02980,PMN2A_0008,-0.189,-0.33,-6.671***,-0.483,-0.846***,-3.566***,trpA,tryptophan synthase alpha chain,Tryptophan synthase alpha chain (EC 4.2.1.20),
NATL2_06111,PMN2A_RS02985,PMN2A_0009,-0.493,-5.215***,-5.565***,-0.28,-2.56***,-6.186***,,hypothetical protein,FIG00940381: hypothetical protein,
NATL2_06121,PMN2A_RS02990,PMN2A_0010,-2.912***,-5.057***,-6.906***,-1.047,-2.392***,-4.599***,,cytochrome C,Cytochrome C553 (soluble cytochrome f),
NATL2_06131,PMN2A_RS02995,PMN2A_0011,-1.31,-4.563***,-6.21***,0,-1.187,-4.88***,,hypothetical protein,FIG00941040: hypothetical protein,
NATL2_06141,PMN2A_RS03000,PMN2A_0012,0.641,-2.577***,-4.808***,-1.605,-1.103,-3.928***,,hypothetical protein,COGs COG3339,
NATL2_06151,PMN2A_RS03005,PMN2A_0013,0.422,0.183,-3.181***,0.792,-1.519***,-4.124***,,DNA-directed RNA polymerase sigma-70 factor,"Cyanobacteria-specific RpoD-like sigma factor, type-14",
NATL2_06161,,PMN2A_1936,0.334,4.452***,-5.902***,1.37,-1.297,-0.062,,,hypothetical protein,
NATL2_06171,PMN2A_RS03010,PMN2A_0014,0.841,1.553***,-3.522***,0.615,0.402,-0.615,hisI,phosphoribosyl-ATP pyrophosphatase,Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19) / Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31),
NATL2_06181,PMN2A_RS03015,PMN2A_0015,-0.419,-5.009***,-6.595***,-0.282,-0.881,-3.01***,,6-pyruvoyl tetrahydropterin synthase,"Queuosine biosynthesis QueD, PTPS-I",
NATL2_06191,PMN2A_RS03020,PMN2A_0016,3.767***,3.827***,7.678***,2.995***,3.114***,7.103***,clpB,molecular chaperone ClpB,ClpB protein,Synpcc7942_1089; increased
NATL2_06201,PMN2A_RS03025,PMN2A_0017,1.011***,2.077***,3.285***,0.745***,1.64***,1.909***,petE,plasmid stabilization protein,Plastocyanin,
NATL2_06211,PMN2A_RS03030,PMN2A_0018,-0.117,0.464,-1.694***,-0.384,0.591,0.168,,NAD-dependent epimerase,Nucleoside-diphosphate-sugar epimerases,
NATL2_06221,PMN2A_RS03035,PMN2A_0019,0.101,1.624***,0.91***,-0.386,0.389,-0.564***,hemE,uroporphyrinogen decarboxylase,Uroporphyrinogen III decarboxylase (EC 4.1.1.37),
NATL2_06231,PMN2A_RS03040,PMN2A_0020,-0.288,0.108,1.971***,-0.409,-0.42,-0.017,glgB,"1,4-alpha-glucan-branching protein","1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)",
NATL2_06241,PMN2A_RS03045,PMN2A_0021,-0.2,-0.901,3.419***,-0.069,-0.122,1.279***,,alpha/beta hydrolase,alpha/beta superfamily hydrolase,
NATL2_06251,PMN2A_RS03050,PMN2A_0022,0.547,-0.126,-6.507***,0.949,1.957***,1.695***,,hypothetical protein,FIG00940057: hypothetical protein,
NATL2_06261,PMN2A_RS03055,PMN2A_0023,-0.563,0.44,-6.36***,0.27,0.446,0.258,,hypothetical protein,FIG00941167: hypothetical protein,
NATL2_06271,PMN2A_RS03060,PMN2A_0024,0.492,1.645***,1.332***,0.244,0.849***,0.425,,hypothetical protein,Alr2762 protein,
NATL2_06281,PMN2A_RS03065,PMN2A_0025,-0.042,0.117,-7.431***,0.745,0.105,-0.439,,hypothetical protein,Protein of unknown function DUF490,
NATL2_06291,PMN2A_RS03070,PMN2A_0026,-0.303,-0.359,0.434,-0.299,0.027,-2.117***,proA,gamma-glutamyl phosphate reductase,Gamma-glutamyl phosphate reductase (EC 1.2.1.41),
NATL2_06301,PMN2A_RS03075,PMN2A_0027,-0.647,0.281,-5.394***,0.395,-1.518,-1.969***,folB,dihydroneopterin aldolase,Dihydroneopterin aldolase (EC 4.1.2.25),
NATL2_06311,PMN2A_RS03080,PMN2A_0028,-0.087,-2.081,-4.489***,1.669,0.191,0.038,,alpha/beta hydrolase,"Lipase (EC 3.1.1.3) family protein, sll1969 homolog",
NATL2_06321,PMN2A_RS03085,PMN2A_0029,-1.15,-3.99***,-0.768,-0.972,-2.328***,-0.716,prlC,peptidase M3,Oligopeptidase A (EC 3.4.24.70),
NATL2_06331,PMN2A_RS03090,PMN2A_0030,-0.985,-1.908***,1.903***,-1.087***,-1.91***,-0.589,,NAD(P)H-quinone oxidoreductase subunit 4,"NADH dehydrogenase I subunit 4, Involved in photosystem-1 cyclic electron flow",
NATL2_06341,PMN2A_RS03095,PMN2A_0031,-0.713,-0.291,-3.082***,-0.314,-0.662,0.112,thrB,homoserine kinase,Homoserine kinase (EC 2.7.1.39),
NATL2_06351,PMN2A_RS03100,PMN2A_0032,-0.579,-2.166***,-7.701***,-0.364,-0.307,-0.395,glk,glucokinase,Glucokinase (EC 2.7.1.2),
NATL2_06371,PMN2A_RS03110,PMN2A_0034,-0.558,-0.716,-0.261,-1.388,-1.831***,-0.858,trpS,tryptophanyl-tRNA synthetase,Tryptophanyl-tRNA synthetase (EC 6.1.1.2),
NATL2_06381,PMN2A_RS03115,PMN2A_0035,-0.396,-0.148,-5.72***,-0.659,-1.56***,-0.75***,,hypothetical protein,FIG00940233: hypothetical protein,
NATL2_06391,PMN2A_RS03120,PMN2A_0036,1.145***,2.821***,2.074***,1.141***,2.128***,0.885***,,hypothetical protein,Membrane associated GTPase,
NATL2_06401,PMN2A_RS03125,PMN2A_0037,0.178,3.521***,0.42,0.082,1.17***,0.633,,metal ABC transporter substrate-binding protein,"Manganese ABC transporter, periplasmic-binding protein SitA",
NATL2_06411,PMN2A_RS03130,PMN2A_0038,-0.385,1.873***,0.392,-0.011,0.383,0.797,,manganese transporter,"Manganese ABC transporter, ATP-binding protein SitB",
NATL2_06421,PMN2A_RS03135,PMN2A_0039,-0.323,-1.327***,-5.235***,-0.18,-0.177,-0.226,,iron ABC transporter permease,"ABC transporter component, possibly Mn transport",
NATL2_06441,PMN2A_RS03145,PMN2A_0041,0.372,1.486***,5.231***,0.751***,1.04***,4.544***,,hypothetical protein,FIG00942067: hypothetical protein,
NATL2_06451,PMN2A_RS03150,PMN2A_0042,-0.417,-1.435***,1.036,-0.225,0.142,0.559,,peptidase A26,Signal peptidase I (EC 3.4.21.89),
NATL2_06461,PMN2A_RS03155,PMN2A_0043,-0.516,-1.382***,-6.093***,-0.717,-0.236,-0.117,menD,2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate synthase,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase (EC 2.2.1.9),
NATL2_06471,PMN2A_RS03160,PMN2A_0044,0.13,3.113***,0.809,-0.164,0.216,-0.545,menB,dihydroxynaphthoic acid synthetase,Naphthoate synthase (EC 4.1.3.36),
NATL2_06481,PMN2A_RS03165,PMN2A_0045,0.107,2.213***,0.055,0.002,0.308,-0.782***,glgA,glycogen synthase,"Glycogen synthase, ADP-glucose transglucosylase (EC 2.4.1.21)",
NATL2_06491,PMN2A_RS03170,PMN2A_0046,-0.167,0.369,0.261,-0.289,0.368,-1.773***,murF,UDP-N-acetylmuramyl peptide synthase,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanine ligase (EC 6.3.2.10)",
NATL2_06501,PMN2A_RS03175,PMN2A_0047,0.034,-4.193***,-6.461***,-0.105,-1.138***,-4.412***,glmU,bifunctional protein GlmU,N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157),
NATL2_06511,PMN2A_RS03180,PMN2A_0048,0.486,2.263***,2.111***,0.616,1.558,0.804,,SAM-dependent methyltransferase,SAM-dependent methyltransferase (EC 2.1.1.-),
NATL2_06521,PMN2A_RS03185,PMN2A_0049,0.476,0.421,1.265***,0.393,1.016,0.339,aroA,3-phosphoshikimate 1-carboxyvinyltransferase,5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19),
NATL2_06531,PMN2A_RS03190,PMN2A_0050,-1.376***,-2.844***,-6.71***,-0.772,-2.311***,-1.998***,ubiD,hypothetical protein,3-polyprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.-),
NATL2_06541,PMN2A_RS03195,PMN2A_0051,-0.579,-2.711***,-0.009,-0.616,-2.195***,-2.441***,,hypothetical protein,2-phosphosulfolactate phosphatase (EC 3.1.3.71),
NATL2_06551,PMN2A_RS03200,PMN2A_0052,-1.116***,-2.184***,-5.682***,-1.323***,-2.884***,-3.343***,,hydrolase,Omega amidase (Nit2 homolog),
NATL2_06561,PMN2A_RS03205,PMN2A_0053,-1.261***,-4.839***,-4.34***,-0.415,-1.477***,-1.92***,amiC,cell wall hydrolase,N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28),
NATL2_06571,PMN2A_RS03210,PMN2A_0054,-0.352,-0.903,-6.084***,-0.698,-0.386,-0.49,murI,glutamate racemase,Glutamate racemase (EC 5.1.1.3),
NATL2_06581,PMN2A_RS03215,PMN2A_0055,0.04,1.031***,2.938***,0.313,0.413,1.515***,sds,prenyltransferase,Solanesyl diphosphate synthase (EC 2.5.1.11),
NATL2_06591,PMN2A_RS03220,PMN2A_0056,0.202,1.096,1.972***,0.333,0.705,0.366,,haloacid dehalogenase,Pseudouridine-5' phosphatase (EC 3.1.3.-),
NATL2_06601,PMN2A_RS03225,PMN2A_0057,0.945***,1.776***,-0.733***,0.744***,0.723***,-2.407***,acs,3-hydroxypropionyl-CoA synthetase,Acetyl-coenzyme A synthetase (EC 6.2.1.1),
NATL2_06611,PMN2A_RS03230,PMN2A_0058,-0.121,-1.059,-5.34***,-0.774,-0.379,-1.447***,,alpha/beta hydrolase,Alpha/beta superfamily hydrolase,
NATL2_06621,PMN2A_RS03235,PMN2A_0059,0.08,-2.46***,-6.227***,-0.045,-0.44,-5.481***,dnaQ,DNA polymerase III subunit epsilon,"possible DNA polymerase III, epsilon subunit",
NATL2_06631,PMN2A_RS03240,PMN2A_0060,-0.396,-3.325***,-6.874***,0.54,1.216***,-3.497***,,hypothetical protein,FIG00943174: hypothetical protein,
NATL2_06641,PMN2A_RS03245,PMN2A_0061,-0.566,-0.979***,-5.818***,-0.3,-0.287,-0.508,hisS,histidine--tRNA ligase,Histidyl-tRNA synthetase (EC 6.1.1.21),
NATL2_06651,PMN2A_RS03250,PMN2A_0062,-0.329,2.044***,1.372***,0.201,0.215,0.729,ugd,UDP-glucose 6-dehydrogenase,UDP-glucose dehydrogenase (EC 1.1.1.22),
NATL2_06661,PMN2A_RS03255,PMN2A_0063,-0.317,1.697,-3.969***,0.219,-0.789,2.644***,,hypothetical protein,possible Hantavirus glycoprotein G2,
NATL2_06671,PMN2A_RS03260,PMN2A_0064,0.051,2.452***,3.034***,-0.118,1.334,-1.22,,hypothetical protein,"Tryptophan-rich protein DUF2389, Ssr2843 homolog",
NATL2_06681,PMN2A_RS03265,PMN2A_0065,0.009,-0.295,-7.568***,1.452,0.24,-2.496***,,hypothetical protein,FIG00940490: hypothetical protein,
NATL2_06691,,PMN2A_1937,-0.311,1.332,-6.828***,1.253,-2.316***,-7.982***,,,FIG00941143: hypothetical protein,
NATL2_06701,PMN2A_RS03275,PMN2A_0066,0.071,0.993***,0.471,-0.252,-0.371,-1.222***,,divinyl chlorophyll a/b light-harvesting protein PcbA,"Iron starvation-induced chlorophyll a(b) binding protein IsiA, photosystem II CP43 protein (PsbC) homolog",Synpcc7942_1542; increased
NATL2_06711,PMN2A_RS03280,PMN2A_0067,-0.459,-1.303***,-5.599***,-0.707,-0.481,-0.98***,,sodium:solute symporter,"Possible sodium:solute symporter, ESS family",
NATL2_06721,PMN2A_RS03285,PMN2A_0068,-0.591,-0.142,-6.59***,0.126,0.061,-0.103,,hypothetical protein,FIG00940502: hypothetical protein,
NATL2_06731,PMN2A_RS03290,PMN2A_0069,0.723,-1.922***,-5.804***,0.378,-0.216,-0.941,,glutathione S-transferase,Glutathione S-transferase domain protein,
NATL2_06741,PMN2A_RS03295,PMN2A_0070,-1.401***,-3.495***,-5.984***,-0.417,0.398,-3.073***,,NADH-ubiquinone oxidoreductase,Possible NADH-ubiquinone/plastoquinone,
NATL2_06751,PMN2A_RS03300,PMN2A_0071,1.308,1.025,-6.24***,1.242,1.75***,-2.343***,,hypothetical protein,predicted protein,
NATL2_06761,PMN2A_RS03305,PMN2A_0072,0.26,3.611***,-6.384***,0.482,1.382***,0.49,,short-chain dehydrogenase,3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100),
NATL2_06771,PMN2A_RS03310,PMN2A_0073,0.107,1.049***,0.388,-0.001,0.76,0.866,,lycopene cyclase,Lycopene epsilon cyclase,
NATL2_06791,PMN2A_RS03315,PMN2A_0074,-0.417,-1.051,-5.13***,0.026,0.307,-1.958***,,light-dependent protochlorophyllide oxido-reductase,Light-dependent protochlorophyllide reductase (EC 1.3.1.33),
NATL2_06801,PMN2A_RS03320,PMN2A_0075,0.355,-1.44***,-7.336***,0.433,0.767,-2.527***,mscS,mechanosensitive ion channel protein MscS,"Small mechanosensitive ion channel, MscS family",
NATL2_06811,PMN2A_RS03325,PMN2A_0076,-0.338,-0.04,-4.769***,0.043,0.863,0.815,pncA,isochorismatase,Isochorismatase (EC 3.3.2.1),
NATL2_06831,PMN2A_RS03335,PMN2A_0078,1.164,1.655***,1.37***,1.109,1.743***,0.855,,radical SAM protein,FIG00940504: hypothetical protein,
NATL2_06841,PMN2A_RS03340,PMN2A_0079,-0.449,3.292***,2.999***,-0.148,0.562,1.743***,stpA,glucosylglycerolphosphate phosphatase,putative glucosylglycerolphosphate phosphatase,
NATL2_06851,PMN2A_RS03345,PMN2A_0080,0.076,5.414***,0.1,0.26,0.827,1.013,,hypothetical protein,FIG00940810: hypothetical protein,
NATL2_06871,PMN2A_RS03355,PMN2A_0082,-0.646,-0.924***,-7.406***,-0.365,-1.344***,-3.963***,,hypothetical protein,FIG00940386: hypothetical protein,
NATL2_06881,PMN2A_RS03360,PMN2A_0083,0.34,-4.214***,-1.459***,0.549,-2.272***,-4.773***,MET17,O-acetylhomoserine aminocarboxypropyltransferase,O-acetylhomoserine sulfhydrylase (EC 2.5.1.49) / O-succinylhomoserine sulfhydrylase (EC 2.5.1.48),
