gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanoak,gene_names_cyanorak,Ontology_term,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description
apcB,apcB,TX72_RS02340,SYNW0484,Protein Homology,484341.0,484829.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006849956.1,allophycocyanin subunit beta,WP_009790505.1,SYNW0484,484341.0,484829.0,-,CK_Syn_WH8102_00484,apcB,"GO:0016038,GO:0031992,GO:0030089",CK_00008007,J.5.1,Allophycocyanin,"NOG11282,COG0497,bactNOG09607,cyaNOG01234","COG: POORLY CHARACTERIZED [S] Function unknown,COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"absorption of visible light,absorption of visible light,energy transducer activity,absorption of visible light,energy transducer activity,phycobilisome",allophycocyanin%2C beta chain,"TIGR01337,PF00502,IPR006245,IPR012128","allophycocyanin%2C beta subunit,Phycobilisome protein,Allophycocyanin%2C beta subunit,Phycobilisome%2C alpha/beta subunit",164,Energy metabolism / Photosynthesis
TX72_RS02345,,TX72_RS02345,SYNW0485,Protein Homology,484869.0,485354.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243498.1,globin family protein,WP_011127357.1,SYNW0485,484869.0,485354.0,-,CK_Syn_WH8102_00485,apcA,"GO:0016038,GO:0031992,GO:0030089",CK_00008006,J.5.1,Allophycocyanin,"NOG11537,COG0840,bactNOG11905,cyaNOG02177","COG: POORLY CHARACTERIZED [S] Function unknown,COG: NT,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"absorption of visible light,absorption of visible light,energy transducer activity,absorption of visible light,energy transducer activity,phycobilisome",allophycocyanin%2C alpha chain,"PF00502,IPR012128","Phycobilisome protein,Phycobilisome%2C alpha/beta subunit",164,Energy metabolism / Photosynthesis
TX72_RS02350,,TX72_RS02350,SYNW0486,Protein Homology,485764.0,488655.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011127358.1,phycobilisome rod-core linker polypeptide,WP_011127358.1,SYNW0486,485764.0,488655.0,-,CK_Syn_WH8102_00486,apcE,"GO:0016038,GO:0031992,GO:0030089",CK_00001645,J.5.1,Allophycocyanin,"NOG10800,COG0507,bactNOG13923,cyaNOG01881","COG: POORLY CHARACTERIZED [S] Function unknown,COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",4.-.-.-,,"absorption of visible light,absorption of visible light,energy transducer activity,absorption of visible light,energy transducer activity,phycobilisome",phycobilisome core-membrane linker polypeptide (Lcm),"PF00502,PF00427,PS51445,IPR012128,IPR001297","Phycobilisome protein,Phycobilisome Linker polypeptide,Phycobilisome (PBS) linker domain profile.,Phycobilisome%2C alpha/beta subunit,Phycobilisome linker domain",164,Energy metabolism / Photosynthesis
TX72_RS02355,,TX72_RS02355,SYNW0487,Protein Homology,488762.0,489931.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011127359.1,class I SAM-dependent methyltransferase,WP_011127359.1,SYNW0487,488762.0,489931.0,+,CK_Syn_WH8102_00487,cpcM,"GO:0019710,GO:0008168",CK_00001522,J.5.5,Other,COG0500,COG: QR,2.1.1.-,,"peptidyl-asparagine methylation,peptidyl-asparagine methylation,methyltransferase activity",phycobiliprotein asparagine methyltransferase,"PF08242,IPR013217","Methyltransferase domain,Methyltransferase type 12",164,Energy metabolism / Photosynthesis
TX72_RS02360,,TX72_RS02360,SYNW0488,Protein Homology,489978.0,490316.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011127360.1,hypothetical protein,WP_011127360.1,SYNW0488,489978.0,490316.0,+,CK_Syn_WH8102_00488,atp1,"GO:0006754,GO:0015662,GO:0045259",CK_00001123,J.1,ATP synthase,"NOG84501,COG2217,COG0477,bactNOG33834,cyaNOG03622","COG: METABOLISM [C] Energy production and conversion,COG: METABOLISM [P] Inorganic ion transport and metabolism,COG: GEPR,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",3.6.3.14,Transferred to 3.6.3.14,"ATP biosynthetic process,ATP biosynthetic process,ion transmembrane transporter activity%2C phosphorylative mechanism,ATP biosynthetic process,ion transmembrane transporter activity%2C phosphorylative mechanism,proton-transporting ATP synthase complex",ATP synthase protein I,"PF03899,IPR005598","ATP synthase I chain,ATP synthase protein I",111,Energy metabolism / ATP-proton motive force interconversion
atpB,atpB,TX72_RS02365,SYNW0489,Protein Homology,490341.0,491066.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011825154.1,F0F1 ATP synthase subunit A,WP_011127361.1,SYNW0489,490341.0,491066.0,+,CK_Syn_WH8102_00489,atpI,"GO:0006754,GO:0015662,GO:0045259",CK_00001122,J.1,ATP synthase,"COG0356,bactNOG33533,bactNOG02949,cyaNOG01638","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",3.6.3.14,Transferred to 3.6.3.14,"ATP biosynthetic process,ATP biosynthetic process,ion transmembrane transporter activity%2C phosphorylative mechanism,ATP biosynthetic process,ion transmembrane transporter activity%2C phosphorylative mechanism,proton-transporting ATP synthase complex",ATP synthase A chain,"TIGR01131,PF00119,PS00449,IPR000568,IPR023011","ATP synthase F0%2C A subunit,ATP synthase A chain,ATP synthase a subunit signature.,ATP synthase%2C F0 complex%2C subunit A,ATP synthase%2C F0 complex%2C subunit A%2C active site","111,164","Energy metabolism / ATP-proton motive force interconversion,Energy metabolism / Photosynthesis"
atpE,atpE,TX72_RS02370,SYNW0490,Protein Homology,491237.0,491485.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006851467.1,ATP synthase F0 subunit C,WP_006851467.1,SYNW0490,491237.0,491485.0,+,CK_Syn_WH8102_00490,atpH,"GO:0006754,GO:0015662,GO:0045259",CK_00001121,J.1,ATP synthase,"COG0636,bactNOG39452,bactNOG44393,bactNOG44518,cyaNOG03805","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",3.6.3.14,Transferred to 3.6.3.14,"ATP biosynthetic process,ATP biosynthetic process,ion transmembrane transporter activity%2C phosphorylative mechanism,ATP biosynthetic process,ion transmembrane transporter activity%2C phosphorylative mechanism,proton-transporting ATP synthase complex",ATP synthase C chain,"TIGR01260,PF00137,PS00605,IPR005953,IPR020537,IPR002379","ATP synthase F0%2C C subunit,ATP synthase subunit C,ATP synthase c subunit signature.,ATP synthase%2C F0 complex%2C subunit C%2C bacterial/chloroplast,ATP synthase%2C F0 complex%2C subunit C%2C DCCD-binding site,V-ATPase proteolipid subunit C-like domain","111,164","Energy metabolism / ATP-proton motive force interconversion,Energy metabolism / Photosynthesis"
TX72_RS02375,,TX72_RS02375,SYNW0491,Protein Homology,491554.0,492018.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011359302.1,F0F1 ATP synthase subunit B',WP_011127362.1,SYNW0491,491554.0,492018.0,+,CK_Syn_WH8102_00491,atpG,"GO:0006754,GO:0015662,GO:0045259",CK_00001120,J.1,ATP synthase,"COG0711,bactNOG98748,bactNOG26927,cyaNOG03279","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",3.6.3.14,Transferred to 3.6.3.14,"ATP biosynthetic process,ATP biosynthetic process,ion transmembrane transporter activity%2C phosphorylative mechanism,ATP biosynthetic process,ion transmembrane transporter activity%2C phosphorylative mechanism,proton-transporting ATP synthase complex",ATP synthase B',"PF00430,IPR002146","ATP synthase B/B' CF(0),ATP synthase%2C F0 complex%2C subunit b/b'%2C bacterial/chloroplast","111,164","Energy metabolism / ATP-proton motive force interconversion,Energy metabolism / Photosynthesis"
TX72_RS02380,,TX72_RS02380,SYNW0492,Protein Homology,492018.0,492500.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011127363.1,F0F1 ATP synthase subunit B,WP_011127363.1,SYNW0492,492018.0,492500.0,+,CK_Syn_WH8102_00492,atpF,"GO:0006754,GO:0015662,GO:0045259",CK_00001119,J.1,ATP synthase,"COG0711,bactNOG35949,bactNOG38806,bactNOG87864,bactNOG100141,cyaNOG03381","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",3.6.3.14,Transferred to 3.6.3.14,"ATP biosynthetic process,ATP biosynthetic process,ion transmembrane transporter activity%2C phosphorylative mechanism,ATP biosynthetic process,ion transmembrane transporter activity%2C phosphorylative mechanism,proton-transporting ATP synthase complex",ATP synthase subunit B,"PF00430,IPR002146","ATP synthase B/B' CF(0),ATP synthase%2C F0 complex%2C subunit b/b'%2C bacterial/chloroplast","111,164","Energy metabolism / ATP-proton motive force interconversion,Energy metabolism / Photosynthesis"
atpH,atpH,TX72_RS02385,SYNW0493,Protein Homology,492500.0,493048.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011127364.1,ATP synthase F1 subunit delta,WP_011127364.1,SYNW0493,492500.0,493048.0,+,CK_Syn_WH8102_00493,atpD,"GO:0006754,GO:0015662,GO:0045259",CK_00001118,J.1,ATP synthase,"COG0712,bactNOG38452,bactNOG26696,bactNOG29181,cyaNOG03002","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",3.6.3.14,Transferred to 3.6.3.14,"ATP biosynthetic process,ATP biosynthetic process,ion transmembrane transporter activity%2C phosphorylative mechanism,ATP biosynthetic process,ion transmembrane transporter activity%2C phosphorylative mechanism,proton-transporting ATP synthase complex",ATP synthase delta chain,"TIGR01145,PF00213,IPR000711","ATP synthase F1%2C delta subunit,ATP synthase delta (OSCP) subunit,ATPase%2C OSCP/delta subunit","111,164","Energy metabolism / ATP-proton motive force interconversion,Energy metabolism / Photosynthesis"
atpA,atpA,TX72_RS02390,SYNW0494,Protein Homology,493106.0,494626.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011127365.1,F0F1 ATP synthase subunit alpha,WP_011127365.1,SYNW0494,493106.0,494626.0,+,CK_Syn_WH8102_00494,atpA,"GO:0006754,GO:0015662,GO:0045259",CK_00001117,J.1,ATP synthase,"COG0056,bactNOG00452,cyaNOG01618","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",3.6.3.14,Transferred to 3.6.3.14,"ATP biosynthetic process,ATP biosynthetic process,ion transmembrane transporter activity%2C phosphorylative mechanism,ATP biosynthetic process,ion transmembrane transporter activity%2C phosphorylative mechanism,proton-transporting ATP synthase complex",ATP synthase alpha chain,"TIGR00962,PF02874,PF00306,PF00006,PS00152,IPR020003,IPR004100,IPR000793,IPR000194,IPR005294","ATP synthase F1%2C alpha subunit,ATP synthase alpha/beta family%2C beta-barrel domain,ATP synthase alpha/beta chain%2C C terminal domain,ATP synthase alpha/beta family%2C nucleotide-binding domain,ATP synthase alpha and beta subunits signature.,ATPase%2C alpha/beta subunit%2C nucleotide-binding domain%2C active site,ATPase%2C F1/V1/A1 complex%2C alpha/beta subunit%2C N-terminal domain,ATP synthase%2C alpha subunit%2C C-terminal,ATPase%2C F1/V1/A1 complex%2C alpha/beta subunit%2C nucleotide-binding domain,ATP synthase%2C F1 complex%2C alpha subunit","111,164","Energy metabolism / ATP-proton motive force interconversion,Energy metabolism / Photosynthesis"
TX72_RS02395,,TX72_RS02395,SYNW0495,Protein Homology,494640.0,495590.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011365130.1,F0F1 ATP synthase subunit gamma,WP_011127366.1,SYNW0495,494640.0,495590.0,+,CK_Syn_WH8102_00495,atpC,"GO:0006754,GO:0015662,GO:0045259",CK_00001116,J.1,ATP synthase,"COG0224,bactNOG01161,cyaNOG00283","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",3.6.3.14,Transferred to 3.6.3.14,"ATP biosynthetic process,ATP biosynthetic process,ion transmembrane transporter activity%2C phosphorylative mechanism,ATP biosynthetic process,ion transmembrane transporter activity%2C phosphorylative mechanism,proton-transporting ATP synthase complex",ATP synthase gamma chain,"TIGR01146,PF00231,PS00153,IPR023632,IPR000131","ATP synthase F1%2C gamma subunit,ATP synthase,ATP synthase gamma subunit signature.,ATP synthase%2C F1 complex%2C gamma subunit conserved site,ATP synthase%2C F1 complex%2C gamma subunit","111,164","Energy metabolism / ATP-proton motive force interconversion,Energy metabolism / Photosynthesis"
TX72_RS02400,,TX72_RS02400,SYNW0496,Protein Homology,495648.0,496355.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011127367.1,putative 2OG-Fe(II) oxygenase,WP_011127367.1,SYNW0496,495648.0,496355.0,+,CK_Syn_WH8102_00496,SYNW0496,,CK_00001726,R.1,Conserved hypothetical domains,"NOG75671,bactNOG49669,cyaNOG07759","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,"TIGR02466,PF13759,IPR012668","conserved hypothetical protein,Putative 2OG-Fe(II) oxygenase,Conserved hypothetical protein CHP02466",156,Hypothetical proteins / Conserved
TX72_RS02405,,TX72_RS02405,SYNW0497,Protein Homology,496389.0,496718.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006850728.1,2Fe-2S iron-sulfur cluster-binding protein,WP_011127368.1,SYNW0497,496389.0,496718.0,+,CK_Syn_WH8102_00497,petF,"GO:0006810,GO:0022900,GO:0009055,GO:0046872,GO:0051537",CK_00008097,"D.1.1,G.2,J.10","Iron,Electron transport,Soluble electron carriers","COG0633,bactNOG35658,cyaNOG07455,cyaNOG03293","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",,,"transport,electron transport chain,transport,electron transport chain,electron transfer activity,metal ion binding,2 iron%2C 2 sulfur cluster binding",2Fe-2S ferredoxin,"TIGR02008,PF00111,PS51085,IPR001041","ferredoxin [2Fe-2S],2Fe-2S iron-sulfur cluster binding domain,2Fe-2S ferredoxin-type iron-sulfur binding domain profile.,2Fe-2S ferredoxin-type iron-sulfur binding domain",112,Energy metabolism / Electron transport
TX72_RS02410,,TX72_RS02410,SYNW0498,GeneMarkS-2+,496715.0,496900.0,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011127369.1,SYNW0498,496715.0,496900.0,+,CK_Syn_WH8102_00498,SYNW0498,,CK_00049482,,,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
TX72_RS02415,,TX72_RS02415,SYNW0499,Protein Homology,496897.0,497943.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011127370.1,DUF3326 domain-containing protein,WP_011127370.1,SYNW0499,496897.0,497943.0,+,CK_Syn_WH8102_00499,SYNW0499,,CK_00001115,,,"NOG10830,COG0104,COG0515,COG0477,bactNOG14294,cyaNOG00380","COG: POORLY CHARACTERIZED [S] Function unknown,COG: METABOLISM [F] Nucleotide transport and metabolism,COG: RTKL,COG: GEPR,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,"PF11805,IPR021763","Protein of unknown function (DUF3326),Protein of unknown function DUF3326",156,Hypothetical proteins / Conserved
TX72_RS02420,,TX72_RS02420,SYNW0500,Protein Homology,497943.0,498350.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011127371.1,YchJ family protein,WP_011127371.1,SYNW0500,497943.0,498350.0,+,CK_Syn_WH8102_00500,ychJ,GO:0005515,CK_00001869,R.2,Conserved hypothetical proteins,COG3012,COG: POORLY CHARACTERIZED [S] Function unknown,,,protein binding,NTF2-like domain-containing protein,,,185,Unclassified / Role category not yet assigned
ald,ald,TX72_RS02425,SYNW0501,Protein Homology,498405.0,499544.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011365124.1,alanine dehydrogenase,WP_011127372.1,SYNW0501,498405.0,499544.0,-,CK_Syn_WH8102_00501,ald,"GO:0006524,GO:0000286",CK_00001521,A,Amino acid biosynthesis,"COG0686,bactNOG01634,cyaNOG00393","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",1.4.1.1,alanine dehydrogenase%3B AlaDH%3B L-alanine dehydrogenase%3B NAD+-linked alanine dehydrogenase%3B alpha-alanine dehydrogenase%3B NAD+-dependent alanine dehydrogenase%3B alanine oxidoreductase%3B NADH-dependent alanine dehydrogenase,"alanine catabolic process,alanine catabolic process,alanine dehydrogenase activity",alanine dehydrogenase,"TIGR00518,PF05222,PF01262,IPR007886,IPR008141,IPR007698","alanine dehydrogenase,Alanine dehydrogenase/PNT%2C N-terminal domain,Alanine dehydrogenase/PNT%2C C-terminal domain,Alanine dehydrogenase/pyridine nucleotide transhydrogenase%2C N-terminal,Alanine dehydrogenase,Alanine dehydrogenase/pyridine nucleotide transhydrogenase%2C NAD(H)-binding domain","71,73,74","Amino acid biosynthesis / Aspartate family,Amino acid biosynthesis / Glutamate family,Amino acid biosynthesis / Pyruvate family"
TX72_RS02430,,TX72_RS02430,SYNW0502,Protein Homology,499565.0,501271.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011127373.1,NAD+ synthase,WP_011127373.1,SYNW0502,499565.0,501271.0,-,CK_Syn_WH8102_00502,nadE,"GO:0006974,GO:0034355,GO:0034628,GO:0009435,GO:0008795,GO:0003952,GO:0005524,GO:0016874",CK_00001114,B.6,Pyridine nucleotides (NAD%2C NADP),"COG0388,COG0171,bactNOG00598,cyaNOG00201","COG: POORLY CHARACTERIZED [R] General function prediction only,COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",6.3.5.1,NAD+ synthase (glutamine-hydrolysing)%3B NAD synthetase (glutamine-hydrolysing)%3B nicotinamide adenine dinucleotide synthetase (glutamine)%3B desamidonicotinamide adenine dinucleotide amidotransferase%3B DPN synthetase,"cellular response to DNA damage stimulus,NAD salvage,'de novo' NAD biosynthetic process from aspartate,NAD biosynthetic process,cellular response to DNA damage stimulus,NAD salvage,'de novo' NAD biosynthetic process from aspartate,NAD biosynthetic process,NAD+ synthase activity,NAD+ synthase (glutamine-hydrolyzing) activity,ATP binding,ligase activity",NAD+ synthase (glutamine-hydrolysing),"TIGR00552,PF02540,PF00795,PS50263,IPR003010,IPR022310,IPR003694","NAD+ synthetase,NAD synthase,Carbon-nitrogen hydrolase,Carbon-nitrogen hydrolase domain profile.,Carbon-nitrogen hydrolase,NAD/GMP synthase,NAD(+) synthetase",163,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Pyridine nucleotides
TX72_RS02435,,TX72_RS02435,SYNW0503,Protein Homology,501271.0,501846.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011127374.1,nicotinate-nucleotide adenylyltransferase,WP_011127374.1,SYNW0503,501271.0,501846.0,-,CK_Syn_WH8102_00503,nadD,"GO:0019363,GO:0000309",CK_00001113,B.6,Pyridine nucleotides (NAD%2C NADP),"COG1057,bactNOG84997,bactNOG100116,cyaNOG04837,cyaNOG02649","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",2.7.7.18,nicotinate-nucleotide adenylyltransferase%3B deamido-NAD+ pyrophosphorylase%3B nicotinate mononucleotide adenylyltransferase%3B deamidonicotinamide adenine dinucleotide pyrophosphorylase%3B NaMN-ATase%3B nicotinic acid mononucleotide adenylyltransferase,"pyridine nucleotide biosynthetic process,pyridine nucleotide biosynthetic process,nicotinamide-nucleotide adenylyltransferase activity",nicotinate (nicotinamide) nucleotide adenylyltransferase,"PF01467,IPR004821","Cytidylyltransferase-like,Cytidyltransferase-like domain",163,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Pyridine nucleotides
