Name,gene,locus_tag,old_locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,gene_length,path_id,main,sub,path,ecpath,Category,Membrane transport,kegg_gene1,kegg_gene2
TX50_RS01030,(pyrD),TX50_RS01030,PMM0199,Protein Homology,193065,194234,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819551.1,quinone-dependent dihydroorotate dehydrogenase,WP_011131838.1,1169,K00254,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240],"K00254  DHODH, pyrD; dihydroorotate dehydrogenase [EC:1.3.5.2]",AA/Nucleotide,,"DHODH, pyrD",(pyrD)
TX50_RS01035,(rnhA),TX50_RS01035,PMM0200,Protein Homology,194249,194971,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011375768.1,ribonuclease HI,WP_011131839.1,722,K03469,09120 Genetic Information Processing;09180 Brite Hierarchies,09124 Replication and repair;09182 Protein families: genetic information processing,03030 DNA replication [PATH:ko03030];03032 DNA replication proteins [BR:ko03032],"K03469  rnhA, RNASEH1; ribonuclease HI [EC:3.1.26.4]",Genetic Info,,"rnhA, RNASEH1",(rnhA)
rplL,rplL,TX50_RS01040,PMM0201,Protein Homology,195017,195412,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129193.1,50S ribosomal protein L7/L12,WP_011131840.1,395,K02935,09120 Genetic Information Processing;09180 Brite Hierarchies,09122 Translation;09182 Protein families: genetic information processing,03010 Ribosome [PATH:ko03010];03011 Ribosome [BR:ko03011],"K02935  RP-L7, MRPL12, rplL; large subunit ribosomal protein L7/L12",Genetic Info,,"RP-L7, MRPL12, rplL",(rplL)
rplJ,rplJ,TX50_RS01045,PMM0202,Protein Homology,195441,195968,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007010.1,50S ribosomal protein L10,WP_011131841.1,527,K02864,09120 Genetic Information Processing;09180 Brite Hierarchies,09122 Translation;09182 Protein families: genetic information processing,03010 Ribosome [PATH:ko03010];03011 Ribosome [BR:ko03011],"K02864  RP-L10, MRPL10, rplJ; large subunit ribosomal protein L10",Genetic Info,,"RP-L10, MRPL10, rplJ",(rplJ)
rplA,rplA,TX50_RS01050,PMM0203,Protein Homology,196161,196868,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131842.1,50S ribosomal protein L1,WP_011131842.1,707,K02863,09120 Genetic Information Processing;09180 Brite Hierarchies,09122 Translation;09182 Protein families: genetic information processing,03010 Ribosome [PATH:ko03010];03011 Ribosome [BR:ko03011],"K02863  RP-L1, MRPL1, rplA; large subunit ribosomal protein L1",Genetic Info,,"RP-L1, MRPL1, rplA",(rplA)
rplK,rplK,TX50_RS01055,PMM0204,Protein Homology,196935,197360,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131843.1,50S ribosomal protein L11,WP_011131843.1,425,K02867,09120 Genetic Information Processing;09180 Brite Hierarchies,09122 Translation;09182 Protein families: genetic information processing,03010 Ribosome [PATH:ko03010];03011 Ribosome [BR:ko03011],"K02867  RP-L11, MRPL11, rplK; large subunit ribosomal protein L11",Genetic Info,,"RP-L11, MRPL11, rplK",(rplK)
nusG,nusG,TX50_RS01060,PMM0205,Protein Homology,197424,198035,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019480093.1,transcription termination/antitermination protein NusG,WP_011131844.1,611,K02601,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009];03021 Transcription machinery [BR:ko03021],K02601  nusG; transcription termination/antitermination protein NusG,Genetic Info,,nusG,(nusG)
secE,secE,TX50_RS01065,PMM0206,Protein Homology,198110,198349,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819558.1,preprotein translocase subunit SecE,WP_011131845.1,239,K03073,09120 Genetic Information Processing;09130 Environmental Information Processing;09140 Cellular Processes;09180 Brite Hierarchies,"09123 Folding, sorting and degradation;09131 Membrane transport;09145 Cellular community - prokaryotes;09183 Protein families: signaling and cellular processes",02024 Quorum sensing [PATH:ko02024];02044 Secretion system [BR:ko02044];03060 Protein export [PATH:ko03060];03070 Bacterial secretion system [PATH:ko03070],K03073  secE; preprotein translocase subunit SecE,Membrane transport,Membrane transport,secE,(secE)
TX50_RS01070,(clpB),TX50_RS01070,PMM0207,Protein Homology,198413,201172,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807478.1,AAA family ATPase,WP_011131846.1,2759,K03695,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03110 Chaperones and folding catalysts [BR:ko03110],K03695  clpB; ATP-dependent Clp protease ATP-binding subunit ClpB,Genetic Info,,clpB,(clpB)
eno,eno,TX50_RS01075,PMM0208,Protein Homology,201456,202748,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805405.1,phosphopyruvate hydratase,WP_011131847.1,1292,K01689,09100 Metabolism;09120 Genetic Information Processing;09130 Environmental Information Processing;09180 Brite Hierarchies,"09101 Carbohydrate metabolism;09102 Energy metabolism;09123 Folding, sorting and degradation;09132 Signal transduction;09182 Protein families: genetic information processing;09183 Protein families: signaling and cellular processes",00010 Glycolysis / Gluconeogenesis [PATH:ko00010];00680 Methane metabolism [PATH:ko00680];03018 RNA degradation [PATH:ko03018];03019 Messenger RNA biogenesis [BR:ko03019];04066 HIF-1 signaling pathway [PATH:ko04066];04147 Exosome [BR:ko04147],"K01689  ENO, eno; enolase [EC:4.2.1.11]",Energy/Carbohydrate/Glycan,,"ENO, eno",(eno)
TX50_RS01080,,TX50_RS01080,PMM0209,Protein Homology,202752,204419,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819561.1,AarF/ABC1/UbiB kinase family protein,WP_011131848.1,1667,,,,,,Other,,,
TX50_RS01085,,TX50_RS01085,PMM0210,Protein Homology,204419,204736,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819562.1,hypothetical protein,WP_011131849.1,317,,,,,,Uncharacterized,,,
TX50_RS01090,(trxB),TX50_RS01090,PMM0211,Protein Homology,204992,205948,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019478042.1,FAD-dependent oxidoreductase,WP_011131850.1,956,K00384,09100 Metabolism,09106 Metabolism of other amino acids,00450 Selenocompound metabolism [PATH:ko00450],"K00384  trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]",AA/Nucleotide,,"trxB, TRR",(trxB)
TX50_RS01095,,TX50_RS01095,PMM0212,Protein Homology,205971,206252,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019478043.1,hypothetical protein,WP_011131851.1,281,,,,,,Uncharacterized,,,
TX50_RS01100,,TX50_RS01100,PMM0213,Protein Homology,206256,207254,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007018.1,sodium-dependent bicarbonate transport family permease,WP_011131852.1,998,K07086,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K07086  K07086; uncharacterized protein,Uncharacterized,,K07086,
TX50_RS01105,,TX50_RS01105,PMM0214,Protein Homology,207261,208916,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011817706.1,SulP family inorganic anion transporter,WP_011131853.1,1655,K03321,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K03321  TC.SULP; sulfate permease, SulP family",Membrane transport,Membrane transport,TC.SULP,
hemB,hemB,TX50_RS01110,PMM0215,Protein Homology,209144,210145,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819568.1,porphobilinogen synthase,WP_011131854.1,1001,K01698,09100 Metabolism;09180 Brite Hierarchies,09108 Metabolism of cofactors and vitamins;09183 Protein families: signaling and cellular processes,00860 Porphyrin metabolism [PATH:ko00860];04147 Exosome [BR:ko04147],"K01698  hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]",Env. Info/Cellular Process,,"hemB, ALAD",(hemB)
TX50_RS01115,,TX50_RS01115,PMM0216,Protein Homology,210201,210593,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131855.1,VOC family protein,WP_011131855.1,392,,,,,,Other,,,
TX50_RS01120,,TX50_RS01120,PMM0217,Protein Homology,210607,213018,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862261.1,endonuclease MutS2,WP_011131856.1,2411,K07456,09120 Genetic Information Processing;09180 Brite Hierarchies,09124 Replication and repair;09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400];03430 Mismatch repair [PATH:ko03430],K07456  mutS2; DNA mismatch repair protein MutS2,Genetic Info,,mutS2,
obgE,obgE,TX50_RS01125,PMM0218,Protein Homology,213062,214045,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011375786.1,GTPase ObgE,WP_011131857.1,983,K03979,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],"K03979  obgE, cgtA, MTG2; GTPase [EC:3.6.5.-]",Genetic Info,,"obgE, cgtA, MTG2","(obgE,cgtA)"
TX50_RS01130,,TX50_RS01130,PMM0219,Protein Homology,214133,214315,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019477241.1,hypothetical protein,WP_011131858.1,182,,,,,,Uncharacterized,,,
TX50_RS09240,,TX50_RS09240,PMM0220,Protein Homology,214432,214656,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011817713.1,hypothetical protein,WP_011131859.1,224,,,,,,Uncharacterized,,,
TX50_RS01140,(yqjG),TX50_RS01140,PMM0221,Protein Homology,214782,215729,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011375789.1,glutathione S-transferase family protein,WP_011131860.1,947,K07393,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,"K07393  ECM4, yqjG; glutathionyl-hydroquinone reductase [EC:1.8.5.7]",Metabolism,,"ECM4, yqjG",(yqjG)
TX50_RS01145,(aspA),TX50_RS01145,PMM0222,Protein Homology,215754,216641,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131861.1,aspartoacylase,WP_011131861.1,887,K01437,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250];00340 Histidine metabolism [PATH:ko00340]","K01437  ASPA, aspA; aspartoacylase [EC:3.5.1.15]",AA/Nucleotide,,"ASPA, aspA",(aspA)
psbA,psbA,TX50_RS01150,PMM0223,Protein Homology,216807,217889,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131862.1,photosystem II q(b) protein,WP_011131862.1,1082,K02703,09100 Metabolism;09180 Brite Hierarchies,09102 Energy metabolism;09181 Protein families: metabolism,00194 Photosynthesis proteins [BR:ko00194];00195 Photosynthesis [PATH:ko00195],K02703  psbA; photosystem II P680 reaction center D1 protein [EC:1.10.3.9],Photosynthesis/Carbon fixation,,psbA,(psbA)
aroC,aroC,TX50_RS01155,PMM0224,Protein Homology,218002,219096,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131863.1,chorismate synthase,WP_011131863.1,1094,K01736,09100 Metabolism,09105 Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]",K01736  aroC; chorismate synthase [EC:4.2.3.5],AA/Nucleotide,,aroC,(aroC)
TX50_RS01160,,TX50_RS01160,PMM0225,Protein Homology,219107,219748,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807335.1,bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase,WP_011131864.1,641,,,,,,Other,,,
ftsH,ftsH,TX50_RS01165,PMM0226,Protein Homology,219760,221616,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806664.1,ATP-dependent zinc metalloprotease FtsH,WP_011131865.1,1856,K03798,09180 Brite Hierarchies,09181 Protein families: metabolism;09182 Protein families: genetic information processing,01002 Peptidases and inhibitors [BR:ko01002];03110 Chaperones and folding catalysts [BR:ko03110],"K03798  ftsH, hflB; cell division protease FtsH [EC:3.4.24.-]",Genetic Info,,"ftsH, hflB","(ftsH,hflB)"
sat,sat,TX50_RS01170,PMM0227,Protein Homology,221663,222838,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002808290.1,sulfate adenylyltransferase,WP_011131866.1,1175,K00958,09100 Metabolism,09102 Energy metabolism;09104 Nucleotide metabolism;09106 Metabolism of other amino acids;09110 Biosynthesis of other secondary metabolites,00230 Purine metabolism [PATH:ko00230];00261 Monobactam biosynthesis [PATH:ko00261];00450 Selenocompound metabolism [PATH:ko00450];00920 Sulfur metabolism [PATH:ko00920],"K00958  sat, met3; sulfate adenylyltransferase [EC:2.7.7.4]",AA/Nucleotide;Energy/Carbohydrate/Glycan,,"sat, met3",(sat)
TX50_RS01175,(psbO),TX50_RS01175,PMM0228,Protein Homology,222913,223707,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019474069.1,photosystem II manganese-stabilizing polypeptide,WP_011131867.1,794,K02716,09100 Metabolism;09180 Brite Hierarchies,09102 Energy metabolism;09181 Protein families: metabolism,00194 Photosynthesis proteins [BR:ko00194];00195 Photosynthesis [PATH:ko00195],K02716  psbO; photosystem II oxygen-evolving enhancer protein 1,Photosynthesis/Carbon fixation,,psbO,(psbO)
coaBC,coaBC,TX50_RS01180,PMM0229,Protein Homology,223922,225178,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862272.1,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC,WP_011131868.1,1256,K13038,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ko00770],"K13038  coaBC, dfp; phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]",Metabolism,,nan,nan
TX50_RS01185,,TX50_RS01185,PMM0230,Protein Homology,225168,225389,-,,,COORDINATES: protein motif:HMM:NF022202.2,DUF2555 domain-containing protein,WP_011131869.1,221,,,,,,Other,,,
TX50_RS01190,,TX50_RS01190,PMM0231,Protein Homology,225590,225772,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819584.1,hypothetical protein,WP_011131870.1,182,,,,,,Uncharacterized,,,
TX50_RS01195,,TX50_RS01195,PMM0232,Protein Homology,225809,226150,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011817725.1,DUF565 domain-containing protein,WP_011131871.1,341,,,,,,Other,,,
TX50_RS01200,(pyrB),TX50_RS01200,PMM0233,Protein Homology,226153,227169,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131872.1,aspartate carbamoyltransferase catalytic subunit,WP_011131872.1,1016,K00609,09100 Metabolism,09104 Nucleotide metabolism;09105 Amino acid metabolism,"00240 Pyrimidine metabolism [PATH:ko00240];00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","K00609  pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]",AA/Nucleotide,,"pyrB, PYR2",(pyrB)
TX50_RS01205,,TX50_RS01205,PMM0234,Protein Homology,227169,227807,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011124418.1,DNA-3-methyladenine glycosylase,WP_071812971.1,638,K03652,09120 Genetic Information Processing;09180 Brite Hierarchies,09124 Replication and repair;09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400];03410 Base excision repair [PATH:ko03410],K03652  MPG; DNA-3-methyladenine glycosylase [EC:3.2.2.21],Genetic Info,,MPG,
gatC,gatC,TX50_RS01210,PMM0235,Protein Homology,227987,228280,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131874.1,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC,WP_011131874.1,293,K02435,09120 Genetic Information Processing;09180 Brite Hierarchies,09122 Translation;09182 Protein families: genetic information processing,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970];03029 Mitochondrial biogenesis [BR:ko03029],"K02435  gatC, GATC; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]",Genetic Info,,"gatC, GATC",(gatC)
TX50_RS01215,(crtR),TX50_RS01215,PMM0236%2CPMM1806,Protein Homology,228281,229228,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011823089.1,fatty acid desaturase,WP_225866779.1,947,K02294,09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00906 Carotenoid biosynthesis [PATH:ko00906],K02294  crtR; beta-carotene hydroxylase [EC:1.14.13.-],Metabolism,,crtR,(crtR)
TX50_RS01230,,TX50_RS01230,PMM0237,Protein Homology,229693,230163,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819590.1,hypothetical protein,WP_225866760.1,470,,,,,,Uncharacterized,,,
ileS,ileS,TX50_RS01235,PMM0238,Protein Homology,230206,233103,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806209.1,isoleucine--tRNA ligase,WP_011131876.1,2897,K01870,09120 Genetic Information Processing;09180 Brite Hierarchies,09122 Translation;09181 Protein families: metabolism;09182 Protein families: genetic information processing,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970];01007 Amino acid related enzymes [BR:ko01007];03016 Transfer RNA biogenesis [BR:ko03016],"K01870  IARS, ileS; isoleucyl-tRNA synthetase [EC:6.1.1.5]",AA/Nucleotide,,"IARS, ileS",(ileS)
TX50_RS01240,,TX50_RS01240,PMM0239,Protein Homology,233270,233893,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819593.1,DUF3177 family protein,WP_011131877.1,623,,,,,,Other,,,
trmB,trmB,TX50_RS01245,PMM0240,Protein Homology,234019,234648,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131878.1,tRNA (guanosine(46)-N7)-methyltransferase TrmB,WP_011131878.1,629,K03439,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],"K03439  trmB, METTL1, TRM8; tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]",Genetic Info,,"trmB, METTL1, TRM8",(trmB)
TX50_RS01250,(glmM),TX50_RS01250,PMM0241,Protein Homology,234650,236008,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131879.1,phosphoglucosamine mutase,WP_011131879.1,1358,K03431,09100 Metabolism,09101 Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K03431  glmM; phosphoglucosamine mutase [EC:5.4.2.10],Energy/Carbohydrate/Glycan,,glmM,(glmM)
TX50_RS01255,,TX50_RS01255,PMM0242,Protein Homology,236138,236683,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807427.1,thioredoxin family protein,WP_011131880.1,545,,,,,,Other,,,
thyX,thyX,TX50_RS01260,PMM0243,Protein Homology,236686,237324,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819597.1,FAD-dependent thymidylate synthase,WP_011131881.1,638,K03465,09100 Metabolism,09104 Nucleotide metabolism;09108 Metabolism of cofactors and vitamins,00240 Pyrimidine metabolism [PATH:ko00240];00670 One carbon pool by folate [PATH:ko00670],"K03465  thyX, thy1; thymidylate synthase (FAD) [EC:2.1.1.148]",AA/Nucleotide,,"thyX, thy1",(thyX)
dcd,dcd,TX50_RS01265,PMM0244,Protein Homology,237326,237919,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011360817.1,dCTP deaminase,WP_011131882.1,593,K01494,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240],K01494  dcd; dCTP deaminase [EC:3.5.4.13],AA/Nucleotide,,dcd,(dcd)
TX50_RS01270,(pduO),TX50_RS01270,PMM0245,Protein Homology,237925,238500,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862289.1,cob(I)yrinic acid a%2Cc-diamide adenosyltransferase,WP_011131883.1,575,K00798,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ko00860],"K00798  MMAB, pduO; cob(I)alamin adenosyltransferase [EC:2.5.1.17]",Metabolism,,"MMAB, pduO",(pduO)
ntcA,ntcA,TX50_RS01275,PMM0246,Protein Homology,238705,239439,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011817740.1,global nitrogen regulator NtcA,WP_011131884.1,734,K21561,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03000 Transcription factors [BR:ko03000],"K21561  ntcA; CRP/FNR family transcriptional regulator, global nitrogen regulator",Genetic Info,,nan,nan
TX50_RS01280,,TX50_RS01280,PMM0247,Protein Homology,239494,240465,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019478078.1,DUF3084 domain-containing protein,WP_011131885.1,971,,,,,,Other,,,
TX50_RS01285,,TX50_RS01285,PMM0248,Protein Homology,240466,240903,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819602.1,hypothetical protein,WP_011131886.1,437,,,,,,Uncharacterized,,,
TX50_RS01290,,TX50_RS01290,PMM0249,Protein Homology,240884,241141,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011375816.1,DUF3146 family protein,WP_011131887.1,257,,,,,,Other,,,
