Synonym,Product,Expression 9313+1A3 ,Expression med 4,Expression 9313+1A3 .1,Expression med 4.1,qValue 9313+1A3  vs med 4,fold change 9313+1A3/med4+1A3,resolved_locus_tag,resolution_method
AMHOT1A3_single_02977,hypothetical protein,72.0,50.0,72.01,50.01,0.664846875,1.439912018,,unresolved
AMHOT1A3_single_00629,diguanylate cyclase,72.0,31.0,72.01,31.01,0.959485527,2.322154144,,unresolved
AMHOT1A3_single_00589,ADP-ribose pyrophosphatase,72.0,46.0,72.01,46.01,0.982194591,1.565094545,,unresolved
AMHOT1A3_single_03369,nptA protein,71.0,82.0,71.01,82.01,0.272757425,0.865870016,,unresolved
AMHOT1A3_single_00207,sodium/hexose cotransport protein,71.0,18.0,71.01,18.01,0.315485213,3.94280955,,unresolved
AMHOT1A3_single_01261,DSBA oxidoreductase,71.0,67.0,71.01,67.01,0.424099622,1.059692583,,unresolved
AMHOT1A3_single_01947,hypothetical protein,71.0,21.0,71.01,21.01,0.437829448,3.379819134,,unresolved
AMHOT1A3_single_01837,PEP synthetase regulatory protein,71.0,59.0,71.01,59.01,0.511174542,1.203355363,,unresolved
AMHOT1A3_single_00226,mannose-sensitive agglutinin biogenesis protein MshE,71.0,36.0,71.01,36.01,0.743262807,1.971952235,,unresolved
AMHOT1A3_single_01267,membrane protein,71.0,34.0,71.01,34.01,0.752901078,2.087915319,,unresolved
AMHOT1A3_single_00320,LacI family transcriptional repressor,71.0,35.0,71.01,35.01,0.800411609,2.028277635,,unresolved
AMHOT1A3_single_01002,negative regulator of flagellin synthesis FlgM,71.0,39.0,71.01,39.01,1.0,1.820302487,,unresolved
AMHOT1A3_single_02235,RND family efflux transporter,70.0,78.0,70.01,78.01,0.287345039,0.897449045,,unresolved
AMHOT1A3_single_03071,peptidase dimerization,70.0,56.0,70.01,56.01,0.462232018,1.249955365,,unresolved
AMHOT1A3_single_03445,flagellin,70.0,29.0,70.01,29.01,0.587209394,2.413305757,,unresolved
AMHOT1A3_single_00275,hypothetical protein,69.0,136.0,69.01,136.01,0.022316483,0.507389163,,unresolved
AMHOT1A3_single_01720,fatty acid/phospholipid synthesis protein,69.0,89.0,69.01,89.01,0.227006275,0.775306145,,unresolved
AMHOT1A3_single_00262,hypothetical protein,69.0,20.0,69.01,20.01,0.347172197,3.448775612,,unresolved
AMHOT1A3_single_03053,sensor histidine kinase,69.0,76.0,69.01,76.01,0.347651559,0.907906854,,unresolved
AMHOT1A3_single_00177,diaminopimelate epimerase,69.0,66.0,69.01,66.01,0.435263298,1.045447659,,unresolved
AMHOT1A3_single_00242,amidohydrolase,69.0,37.0,69.01,37.01,1.0,1.864631181,,unresolved
AMHOT1A3_single_00402,bifunctional murein transglycosylase/transpeptidase,68.0,100.0,68.01,100.01,0.302547715,0.680031997,,unresolved
AMHOT1A3_single_00097,hypothetical protein,68.0,66.0,68.01,66.01,0.509856347,1.03029844,,unresolved
AMHOT1A3_single_00790,transketolase,68.0,29.0,68.01,29.01,0.553181,2.344364012,,unresolved
AMHOT1A3_single_00999,lipoprotein,68.0,49.0,68.01,49.01,0.559490184,1.387675984,,unresolved
AMHOT1A3_single_01907,restriction endonuclease,68.0,32.0,68.01,32.01,0.822193064,2.124648547,,unresolved
AMHOT1A3_single_00493,hypothetical protein,67.0,109.0,67.01,109.01,0.068445282,0.614714246,,unresolved
AMHOT1A3_single_01122,TonB family protein,67.0,84.0,67.01,84.01,0.21911446,0.797643138,,unresolved
AMHOT1A3_single_00796,transcriptional regulator,67.0,83.0,67.01,83.01,0.243957986,0.807252138,,unresolved
AMHOT1A3_single_01716,phosphoglycolate phosphatase,67.0,61.0,67.01,61.01,0.450545238,1.098344534,,unresolved
AMHOT1A3_single_00964,hypothetical protein,67.0,26.0,67.01,26.01,0.473570145,2.576316801,,unresolved
AMHOT1A3_single_00405,S-transferase,67.0,49.0,67.01,49.01,0.501473198,1.367271985,,unresolved
AMHOT1A3_single_01282,diguanylate cyclase/phosphodiesterase,67.0,53.0,67.01,53.01,0.502869112,1.264101113,,unresolved
AMHOT1A3_single_01278,translation initiation factor Sui1,67.0,55.0,67.01,55.01,0.505985202,1.218142156,,unresolved
AMHOT1A3_single_00413,argininosuccinate synthase,67.0,49.0,67.01,49.01,0.520803431,1.367271985,,unresolved
AMHOT1A3_single_01617,hypothetical protein,67.0,63.0,67.01,63.01,0.530701717,1.063481987,,unresolved
AMHOT1A3_single_00615,hypothetical protein,67.0,57.0,67.01,57.01,0.561613962,1.175407823,,unresolved
AMHOT1A3_single_00745,glmZ(sRNA)-inactivating NTPase,67.0,49.0,67.01,49.01,0.632565442,1.367271985,,unresolved
AMHOT1A3_single_00120,endoribonuclease L-PSP family protein,67.0,31.0,67.01,31.01,0.88397127,2.160915834,,unresolved
AMHOT1A3_single_01648,hypothetical protein,66.0,91.0,66.01,91.01,0.158866267,0.725304912,,unresolved
AMHOT1A3_single_02315,sensory box/GGDEF/EAL domain-containing protein,66.0,79.0,66.01,79.01,0.357675712,0.835463865,,unresolved
AMHOT1A3_single_01119,MotA/TolQ/ExbB proton channel,66.0,64.0,66.01,64.01,0.382280746,1.031245118,,unresolved
AMHOT1A3_single_01402,hypothetical protein,66.0,25.0,66.01,25.01,0.453164473,2.639344262,,unresolved
AMHOT1A3_single_01954,HesA/MoeB/ThiF family protein,66.0,51.0,66.01,51.01,0.494813694,1.294059988,,unresolved
AMHOT1A3_single_00752,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase,66.0,57.0,66.01,57.01,0.566507068,1.157867041,,unresolved
AMHOT1A3_single_00927,FlhB,66.0,28.0,66.01,28.01,0.790373632,2.356658336,,unresolved
AMHOT1A3_single_00180,glycosyl transferase,65.0,91.0,65.01,91.01,0.130514224,0.714317108,,unresolved
AMHOT1A3_single_01432,methyl-accepting chemotaxis sensory transducer,65.0,68.0,65.01,68.01,0.337701008,0.95588884,,unresolved
AMHOT1A3_single_01435,hypothetical protein,65.0,48.0,65.01,48.01,0.525208729,1.354092897,,unresolved
AMHOT1A3_single_00773,transglutaminase,65.0,36.0,65.01,36.01,0.608694236,1.805331852,,unresolved
AMHOT1A3_single_01671,diguanylate cyclase,65.0,27.0,65.01,27.01,0.734583613,2.406886338,,unresolved
AMHOT1A3_single_01827,"oxidoreductase, FMN-binding protein",65.0,35.0,65.01,35.01,0.754599051,1.856898029,,unresolved
AMHOT1A3_single_01575,TetR family transcriptional regulator,64.0,86.0,64.01,86.01,0.126684842,0.744215789,,unresolved
AMHOT1A3_single_01437,acetate/propionate kinase,64.0,75.0,64.01,75.01,0.266286355,0.853352886,,unresolved
AMHOT1A3_single_00163,signal transduction protein,64.0,69.0,64.01,69.01,0.321857405,0.927546732,,unresolved
AMHOT1A3_single_01082,Regulatory protein RecX,64.0,60.0,64.01,60.01,0.381161287,1.066655557,,unresolved
AMHOT1A3_single_01910,maturase,64.0,50.0,64.01,50.01,0.51427424,1.279944011,,unresolved
AMHOT1A3_single_00375,RND family efflux transporter MFP subunit,64.0,38.0,64.01,38.01,0.75386792,1.684030518,,unresolved
AMHOT1A3_single_02389,glycosyl hydrolase,64.0,40.0,64.01,40.01,0.790619234,1.599850037,,unresolved
AMHOT1A3_single_00329,branched-chain amino acid aminotransferase,64.0,31.0,64.01,31.01,0.835296189,2.064172847,,unresolved
AMHOT1A3_single_00959,hypothetical protein,64.0,40.0,64.01,40.01,1.0,1.599850037,,unresolved
AMHOT1A3_single_01517,hypothetical protein,64.0,35.0,64.01,35.01,1.0,1.828334761,,unresolved
AMHOT1A3_single_01026,NeuA protein,64.0,23.0,64.01,23.01,1.0,2.781833985,,unresolved
AMHOT1A3_single_00333,hypothetical protein,63.0,105.0,63.01,105.01,0.0592219,0.600038092,,unresolved
AMHOT1A3_single_00361,hypothetical protein,63.0,90.0,63.01,90.01,0.123834286,0.70003333,,unresolved
AMHOT1A3_single_00306,chemotaxis-specific protein-glutamate methyltransferase,63.0,74.0,63.01,74.01,0.251177775,0.851371436,,unresolved
AMHOT1A3_single_01023,flagellar protein FliS,63.0,77.0,63.01,77.01,0.281067192,0.818205428,,unresolved
AMHOT1A3_single_01315,glyoxalase family protein,63.0,63.0,63.01,63.01,0.328568619,1.0,,unresolved
AMHOT1A3_single_01426,Propionyl CoA synthase,63.0,66.0,63.01,66.01,0.425965319,0.954552341,,unresolved
AMHOT1A3_single_01592,gamma-glutamyltransferase,63.0,24.0,63.01,24.01,0.483959728,2.624323199,,unresolved
AMHOT1A3_single_01664,enoyl-CoA hydratase/isomerase,63.0,44.0,63.01,44.01,0.571727969,1.431720064,,unresolved
AMHOT1A3_single_02055,RND transporter,63.0,24.0,63.01,24.01,0.606444166,2.624323199,,unresolved
AMHOT1A3_single_00142,Na+/H+ antiporter,63.0,26.0,63.01,26.01,0.645971003,2.422529796,,unresolved
AMHOT1A3_single_01154,two component LuxR family transcriptional regulator,63.0,34.0,63.01,34.01,0.754952694,1.852690385,,unresolved
AMHOT1A3_single_01771,RNA pseudouridine synthase family protein,63.0,24.0,63.01,24.01,0.885576097,2.624323199,,unresolved
AMHOT1A3_single_00452,sec-independent translocase,63.0,31.0,63.01,31.01,0.900628982,2.031925185,,unresolved
AMHOT1A3_single_01342,adenosylmethionine--8-amino-7-oxononanoate aminotransferase,63.0,39.0,63.01,39.01,0.921306195,1.615226865,,unresolved
AMHOT1A3_single_01574,xanthine dehydrogenase subunit XdhA,62.0,86.0,62.01,86.01,0.112278831,0.720962679,,unresolved
AMHOT1A3_single_01673,exodeoxyribonuclease I,62.0,88.0,62.01,88.01,0.129974646,0.704579025,,unresolved
AMHOT1A3_single_01249,Mg/Co transporter,62.0,64.0,62.01,64.01,0.346076787,0.968754882,,unresolved
AMHOT1A3_single_00945,capsular polysaccharide transport protein,62.0,54.0,62.01,54.01,0.437309971,1.148120718,,unresolved
AMHOT1A3_single_01662,hydroxymethylglutaryl-CoA lyase,62.0,49.0,62.01,49.01,0.465011118,1.265251989,,unresolved
AMHOT1A3_single_02038,serine/threonine protein kinase,62.0,50.0,62.01,50.01,0.492141799,1.23995201,,unresolved
AMHOT1A3_single_00902,sensory box/GGDEF protein,62.0,25.0,62.01,25.01,0.584842096,2.479408237,,unresolved
AMHOT1A3_single_01979,alpha-amylase,62.0,39.0,62.01,39.01,0.764909638,1.589592412,,unresolved
AMHOT1A3_single_00739,stringent starvation protein B,62.0,36.0,62.01,36.01,0.943943319,1.722021661,,unresolved
AMHOT1A3_single_01242,multifunctional fatty acid oxidation complex subunit alpha,61.0,97.0,61.01,97.01,0.082208039,0.628904237,,unresolved
AMHOT1A3_single_01390,tryptophan synthase subunit beta,61.0,88.0,61.01,88.01,0.136402351,0.69321668,,unresolved
AMHOT1A3_single_01396,Sua5/YciO/YrdC/YwlC family protein,61.0,87.0,61.01,87.01,0.142583368,0.701183772,,unresolved
AMHOT1A3_single_03802,SapC-like protein,61.0,13.0,61.01,13.01,0.15834274,4.689469639,,unresolved
AMHOT1A3_single_01841,twin-arginine translocation pathway signal protein,61.0,64.0,61.01,64.01,0.317268749,0.953132323,,unresolved
AMHOT1A3_single_00933,cytochrome c-type biogenesis protein CcmE,61.0,29.0,61.01,29.01,0.473086066,2.103067908,,unresolved
AMHOT1A3_single_02027,transcriptional regulator CysB,61.0,51.0,61.01,51.01,0.497891579,1.196039992,,unresolved
AMHOT1A3_single_03844,hypothetical protein,61.0,44.0,61.01,44.01,0.525513924,1.386275846,,unresolved
AMHOT1A3_single_01857,translation initiation factor IF-1,61.0,30.0,61.01,30.01,0.603580539,2.032989004,,unresolved
AMHOT1A3_single_01511,4-hydroxyphenylpyruvate dioxygenase,61.0,29.0,61.01,29.01,0.792008155,2.103067908,,unresolved
AMHOT1A3_single_00483,Na+/H+ antiporter family protein,60.0,92.0,60.01,92.01,0.097824144,0.652211716,,unresolved
AMHOT1A3_single_01920,hypothetical protein,60.0,70.0,60.01,70.01,0.244415185,0.857163262,,unresolved
AMHOT1A3_single_01578,xanthine/uracil/vitamin C permease,60.0,69.0,60.01,69.01,0.291363875,0.869584118,,unresolved
AMHOT1A3_single_01794,hypothetical protein,60.0,88.0,60.01,88.01,0.307796365,0.681854335,,unresolved
AMHOT1A3_single_00025,ribosome biogenesis GTP-binding protein YsxC,60.0,74.0,60.01,74.01,0.3967488,0.810836373,,unresolved
AMHOT1A3_single_01297,TolA-like protein,60.0,56.0,60.01,56.01,0.409526109,1.071415819,,unresolved
AMHOT1A3_single_01474,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase,60.0,56.0,60.01,56.01,0.430891068,1.071415819,,unresolved
AMHOT1A3_single_00305,chemoreceptor glutamine deamidase CheD,60.0,22.0,60.01,22.01,0.537363705,2.72648796,,unresolved
AMHOT1A3_single_01762,ribosome maturation protein RimP,60.0,46.0,60.01,46.01,0.582608699,1.304281678,,unresolved
AMHOT1A3_single_03611,multidrug resistance ABC transporter ATP-binding protein/permease,60.0,37.0,60.01,37.01,0.59642164,1.621453661,,unresolved
AMHOT1A3_single_00505,hypothetical protein,60.0,36.0,60.01,36.01,0.722760701,1.666481533,,unresolved
AMHOT1A3_single_00510,hypothetical protein,60.0,33.0,60.01,33.01,0.882224178,1.817933959,,unresolved
AMHOT1A3_single_00455,Mg-dependent DNase,60.0,35.0,60.01,35.01,1.0,1.714081691,,unresolved
AMHOT1A3_single_01048,flagellar motor switch protein,59.0,108.0,59.01,108.01,0.022215707,0.546338302,,unresolved
AMHOT1A3_single_01192,RNA polymerase sigma-70 factor FecI,59.0,88.0,59.01,88.01,0.117260165,0.67049199,,unresolved
AMHOT1A3_single_00771,hypothetical protein,59.0,85.0,59.01,85.01,0.144911578,0.694153629,,unresolved
AMHOT1A3_single_01454,Thioesterase superfamily protein,59.0,58.0,59.01,58.01,0.355210182,1.017238407,,unresolved
AMHOT1A3_single_01221,asparagine synthetase B,59.0,52.0,59.01,52.01,0.406254994,1.134589502,,unresolved
AMHOT1A3_single_01775,response regulator receiver protein,59.0,40.0,59.01,40.01,0.601820455,1.47488128,,unresolved
AMHOT1A3_single_00458,guanosine pentaphosphatase,59.0,36.0,59.01,36.01,0.623165181,1.638711469,,unresolved
AMHOT1A3_single_01219,radical activating enzyme,59.0,32.0,59.01,32.01,0.624559103,1.84348641,,unresolved
AMHOT1A3_single_01134,hypothetical protein,59.0,30.0,59.01,30.01,0.697181465,1.966344552,,unresolved
AMHOT1A3_single_02816,diguanylate cyclase,59.0,26.0,59.01,26.01,0.845765833,2.268742791,,unresolved
AMHOT1A3_single_01064,ParA family protein,59.0,33.0,59.01,33.01,0.898522453,1.787640109,,unresolved
AMHOT1A3_single_02010,hypothetical protein,59.0,32.0,59.01,32.01,1.0,1.84348641,,unresolved
AMHOT1A3_single_00371,adenylate cyclase,58.0,91.0,58.01,91.01,0.173545039,0.637402483,,unresolved
AMHOT1A3_single_02266,alpha-amylase,58.0,52.0,58.01,52.01,0.412454005,1.11536243,,unresolved
AMHOT1A3_single_00543,hypothetical protein,58.0,55.0,58.01,55.01,0.419180836,1.054535539,,unresolved
AMHOT1A3_single_04109,secreted protein containing plastocyanin domain protein,58.0,46.0,58.01,46.01,0.496888131,1.260812867,,unresolved
AMHOT1A3_single_01828,SsrA-binding protein,58.0,45.0,58.01,45.01,0.584620621,1.288824706,,unresolved
AMHOT1A3_single_01276,chorismate mutase/prephenate dehydratase,58.0,35.0,58.01,35.01,0.590152744,1.656955156,,unresolved
AMHOT1A3_single_02559,"peptidase, M16 family protein",58.0,37.0,58.01,37.01,0.752901078,1.567414212,,unresolved
AMHOT1A3_single_01177,glutamate cysteine ligase,58.0,22.0,58.01,22.01,0.958422548,2.635620173,,unresolved
AMHOT1A3_single_01350,vitamin B12-transporter ATPase,58.0,30.0,58.01,30.01,0.99720056,1.933022326,,unresolved
AMHOT1A3_single_01105,maleylacetoacetate isomerase,58.0,30.0,58.01,30.01,1.0,1.933022326,,unresolved
AMHOT1A3_single_01310,hypothetical protein,58.0,25.0,58.01,25.01,1.0,2.319472211,,unresolved
AMHOT1A3_single_01683,type IV pilus assembly PilZ,57.0,72.0,57.01,72.01,0.201707256,0.791695598,,unresolved
AMHOT1A3_single_01627,hypothetical protein,57.0,73.0,57.01,73.01,0.23547403,0.780851938,,unresolved
AMHOT1A3_single_00006,flavodoxin/nitric oxide synthase,57.0,64.0,57.01,64.01,0.312604733,0.890642087,,unresolved
AMHOT1A3_single_00899,LrgA protein,57.0,57.0,57.01,57.01,0.382620667,1.0,,unresolved
AMHOT1A3_single_00214,carbohydrate kinase,57.0,44.0,57.01,44.01,0.485466091,1.295387412,,unresolved
AMHOT1A3_single_00746,nitrogen regulatory IIA protein,57.0,41.0,57.01,41.01,0.510649262,1.390148744,,unresolved
AMHOT1A3_single_00914,metal-dependent phosphohydrolase domain-containing protein,57.0,36.0,57.01,36.01,0.574720177,1.583171341,,unresolved
AMHOT1A3_single_00152,acriflavine resistance protein a,57.0,35.0,57.01,35.01,0.608545485,1.628391888,,unresolved
AMHOT1A3_single_00134,mannosyl-glycoprotein endo-beta-N-acetylglucosamidase,57.0,38.0,57.01,38.01,0.630838338,1.499868456,,unresolved
AMHOT1A3_single_01211,electron transport complex protein RnfB,57.0,21.0,57.01,21.01,0.823449779,2.713469776,,unresolved
AMHOT1A3_single_01942,NAD-dependent DNA ligase,56.0,104.0,56.01,104.01,0.024758743,0.538505913,,unresolved
AMHOT1A3_single_01895,hemerythrin,56.0,55.0,56.01,55.01,0.392607799,1.018178513,,unresolved
AMHOT1A3_single_01456,HxlR family transcriptional regulator,56.0,25.0,56.01,25.01,0.450283931,2.239504198,,unresolved
AMHOT1A3_single_00063,50S ribosomal protein L33,56.0,21.0,56.01,21.01,0.483807448,2.665873394,,unresolved
AMHOT1A3_single_00836,histidine utilization repressor,56.0,41.0,56.01,41.01,0.59132942,1.365764448,,unresolved
AMHOT1A3_single_00774,hypothetical protein,56.0,32.0,56.01,32.01,0.603580539,1.749765698,,unresolved
AMHOT1A3_single_02039,acyl-CoA thioesterase II,55.0,97.0,55.01,97.01,0.042172828,0.567054943,,unresolved
AMHOT1A3_single_00127,ABC transporter permease,55.0,9.0,55.01,9.01,0.059916964,6.105438402,,unresolved
AMHOT1A3_single_01834,sulfotransferase,55.0,91.0,55.01,91.01,0.077730506,0.604439073,,unresolved
AMHOT1A3_single_01006,flagellar basal-body rod protein FlgB,55.0,72.0,55.01,72.01,0.228634816,0.763921678,,unresolved
AMHOT1A3_single_00029,potassium transporter peripheral membrane component,55.0,59.0,55.01,59.01,0.314793697,0.932214879,,unresolved
AMHOT1A3_single_00989,Kef-type K+ transport system membrane protein,55.0,57.0,55.01,57.01,0.327015877,0.964918435,,unresolved
AMHOT1A3_single_00377,hypothetical protein,55.0,49.0,55.01,49.01,0.417594892,1.122423995,,unresolved
AMHOT1A3_single_01982,LacI family transcriptional regulator,55.0,42.0,55.01,42.01,0.483807448,1.309450131,,unresolved
AMHOT1A3_single_00007,tRNA modification GTPase TrmE,55.0,40.0,55.01,40.01,0.503452735,1.374906273,,unresolved
AMHOT1A3_single_01019,flagellin-like protein,55.0,24.0,55.01,24.01,0.505126394,2.291128696,,unresolved
AMHOT1A3_single_01054,Peptidase M15,55.0,33.0,55.01,33.01,0.598781176,1.666464708,,unresolved
AMHOT1A3_single_00537,geranylgeranyl pyrophosphate synthase,55.0,38.0,55.01,38.01,0.694469103,1.447250723,,unresolved
AMHOT1A3_single_01155,hypothetical protein,55.0,28.0,55.01,28.01,0.723277244,1.963941449,,unresolved
AMHOT1A3_single_01610,putative Exopolysaccharide biosynthesis protein,54.0,93.0,54.01,93.01,0.044513947,0.580690248,,unresolved
AMHOT1A3_single_00765,hypothetical protein,54.0,78.0,54.01,78.01,0.127755939,0.692347135,,unresolved
AMHOT1A3_single_01788,signal peptide protein,54.0,62.0,54.01,62.01,0.26701619,0.87098855,,unresolved
AMHOT1A3_single_00972,elongation factor Ts,54.0,63.0,54.01,63.01,0.278759007,0.857165529,,unresolved
AMHOT1A3_single_01685,methyltransferase,54.0,42.0,54.01,42.01,0.480005998,1.285646275,,unresolved
AMHOT1A3_single_01104,2-keto-4-pentenoate hydratase,54.0,44.0,54.01,44.01,0.503111026,1.227221086,,unresolved
AMHOT1A3_single_01389,tryptophan synthase subunit alpha,54.0,42.0,54.01,42.01,0.507939559,1.285646275,,unresolved
AMHOT1A3_single_00617,BolA protein,53.0,82.0,53.01,82.01,0.13428364,0.646384587,,unresolved
AMHOT1A3_single_01653,glycosyltransferase,53.0,60.0,53.01,60.01,0.241213406,0.883352775,,unresolved
AMHOT1A3_single_00241,protease,53.0,60.0,53.01,60.01,0.261230738,0.883352775,,unresolved
AMHOT1A3_single_01964,succinate dehydrogenase flavoprotein subunit,53.0,61.0,53.01,61.01,0.2725043,0.868873955,,unresolved
AMHOT1A3_single_02784,bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase,53.0,17.0,53.01,17.01,0.335976594,3.116402116,,unresolved
AMHOT1A3_single_01292,Holliday junction DNA helicase motor protein,53.0,20.0,53.01,20.01,0.536430871,2.649175412,,unresolved
AMHOT1A3_single_00327,putative multi-domain-containing protein,53.0,26.0,53.01,26.01,1.0,2.038062284,,unresolved
AMHOT1A3_single_02664,succinyl-diaminopimelate desuccinylase,53.0,26.0,53.01,26.01,1.0,2.038062284,,unresolved
AMHOT1A3_single_00373,aspartate carbamoyltransferase,52.0,76.0,52.01,76.01,0.121510897,0.684252072,,unresolved
AMHOT1A3_single_00366,hypothetical protein,52.0,73.0,52.01,73.01,0.134754733,0.712368169,,unresolved
AMHOT1A3_single_00841,BadF/BadG/BcrA/BcrD type ATPase,52.0,58.0,52.01,58.01,0.270042038,0.896569557,,unresolved
AMHOT1A3_single_00702,dimethyladenosine transferase,52.0,60.0,52.01,60.01,0.308725358,0.866688885,,unresolved
AMHOT1A3_single_00747,ribosomal subunit interface protein,52.0,46.0,52.01,46.01,0.412197179,1.130406433,,unresolved
AMHOT1A3_single_00893,hypothetical protein,52.0,14.0,52.01,14.01,0.58625359,3.712348323,,unresolved
