Synonym,Product,Expression 9313 t=20 + 0.01,Expression t=20 9313+1A3 + 0.01,q Value,log 2 fold change coculture/axenic,
PMT1601,peptide deformylase,145.01,89.01,0.691803076,-0.70411306,
PMT1028,hypothetical protein,44.01,27.01,0.358338905,-0.704337732,
PMT0653,carbamoyl phosphate synthase small subunit,75.01,46.01,0.681468364,-0.705135486,
PMT1347,hypothetical protein,31.01,19.01,0.296702278,-0.705974994,
PMT1364,SMR family transporter PecM,62.01,38.01,0.57786819,-0.706121864,
PMT1376,30S ribosomal protein S14,696.01,426.01,0.431958758,-0.708220738,
PMT1373,ATPase AAA,67.01,41.01,0.675060836,-0.708400663,
PMT0114,dTDP-4-dehydrorhamnose reductase,36.01,22.01,0.431920056,-0.710238454,
PMT1462,alanine dehydrogenase,54.01,33.01,0.58716454,-0.71032341,
PMT0322,D-alanyl-alanine synthetase A,72.01,44.01,0.707942262,-0.710365895,
PMT1415,hypothetical protein,59.01,36.01,0.671060409,-0.712561859,
PMT2003,squalene and phytoene synthase,82.01,50.01,0.693590555,-0.713583232,
PMT1859,hypothetical protein,886.01,540.01,0.985131935,-0.714336858,
PMT0319,cell division protein FtsZ,298.01,181.01,1,-0.71929134,
PMT1307,hypothetical protein,1124.01,682.01,0.447006869,-0.720790073,
PMT1456,aminopeptidase P,33.01,20.01,0.479522775,-0.722181971,
PMT1807,aspartate carbamoyltransferase catalytic subunit,33.01,20.01,0.388738956,-0.722181971,
PMT0617,preprotein translocase subunit SecD,114.01,69.01,0.497971289,-0.724283033,
PMT0600,serine:pyruvate/alanine:glyoxylate aminotransferase,233.01,141.01,0.666696638,-0.724594394,
PMT1953,glucosamine--fructose-6-phosphate aminotransferase,43.01,26.01,0.729380097,-0.725605732,
PMT0403,glycogen synthase,58.01,35.01,0.689533214,-0.728534558,
PMT1451,F0F1 ATP synthase subunit beta,1122.01,677.01,0.806778986,-0.728836485,
PMT2037,hypothetical protein,68.01,41.01,0.50790367,-0.729771148,
PMT1881,enoyl-ACP reductase,136.01,82.01,0.719274388,-0.729840986,
PMT1836,twin arginine translocase protein A,1512.01,910.01,1,-0.732513377,
PMT0095,capsular polysaccharide biosynthesis protein,128.01,77.01,0.590010686,-0.733138815,
PMT1780,30S ribosomal protein S7,1003.01,603.01,0.701845131,-0.734082157,
PMT1277,hypothetical protein,5.01,3.01,1,-0.735047116,
PMT1621,4'-phosphopantetheinyl transferase,5.01,3.01,1,-0.735047116,
PMT1681,bilin biosynthesis protein cpeZ,10.01,6.01,1,-0.736005078,
PMT2023,hypothetical protein,15.01,9.01,1,-0.736324966,
PMT0448,hypothetical protein,20.01,12.01,1,-0.736485016,
PMT0132,succinate dehydrogenase flavoprotein subunit,25.01,15.01,0.535519487,-0.736581081,
PMT1350,hypothetical protein,25.01,15.01,0.347420251,-0.736581081,
PMT1845,molybdenum cofactor biosynthesis protein,25.01,15.01,0.418040207,-0.736581081,
PMT0762,chloride channel,30.01,18.01,0.48804105,-0.736645138,
PMT1050,glucose inhibited division protein A,50.01,30.01,0.358600686,-0.736773286,
PMT1967,integral membrane protein,75.01,45.01,0.438323932,-0.736837377,
PMT2216,aspartyl-tRNA synthetase,92.01,55.01,0.508813679,-0.742096764,
PMT0817,triosephosphate isomerase,129.01,77.01,0.751899137,-0.744365196,
PMT1776,hypothetical protein,62.01,37.01,0.331240201,-0.744585754,
PMT0650,tRNA/rRNA methyltransferase SpoU,52.01,31.01,0.729380097,-0.746055512,
PMT1251,membrane-associated protease,141.01,84.01,0.498950245,-0.747164506,
PMT0203,GTP-binding protein EngA,37.01,22.01,0.524549333,-0.74975599,
PMT1360,class-I aminotransferase,37.01,22.01,0.488008757,-0.74975599,
PMT1742,50S ribosomal protein L14,1943.01,1154.01,0.530141422,-0.7516376,
PMT0393,aspartate and glutamate racemase:glutamate racemase,22.01,13.01,0.309627534,-0.758538183,
PMT0064,aspartate semialdehyde dehydrogenase,78.01,46.01,0.748231868,-0.761711617,
PMT0621,dimethyladenosine transferase,17.01,10.01,1,-0.764941167,
PMT1358,M23/M37 familypeptidase,17.01,10.01,1,-0.764941167,
PMT0073,aspartate kinase,51.01,30.01,0.786725764,-0.765336782,
PMT0176,hypothetical protein,114.01,67.01,0.785690927,-0.766712059,
PMT0128,alpha/beta fold family hydrolase,46.01,27.01,0.549781887,-0.768453817,
PMT1711,anthranilate synthase component I/chorismate-binding protein,254.01,149.01,0.997213285,-0.769476142,
PMT1333,3-oxoacyl-ACP reductase,181.01,106.01,0.635899491,-0.77186904,
PMT1445,bifunctional pyrimidine regulatory protein PyrR/uracil phosphoribosyltransferase,53.01,31.01,0.395276178,-0.773531015,
PMT0273,hypothetical protein,459.01,268.01,0.801288234,-0.776238753,
PMT0415,hypothetical protein,12.01,7.01,1,-0.776749802,
PMT2035,FAD linked oxidase domain-containing protein,36.01,21.01,0.572868734,-0.777321438,
PMT0287,iron ABC transporter substrate-binding protein,48.01,28.01,0.584854745,-0.777392953,
PMT0394,cell wall hydrolase/autolysin,48.01,28.01,0.557283749,-0.777392953,
PMT0674,hypothetical protein,48.01,28.01,0.727614619,-0.777392953,
PMT1829,cob(I)alamin adenosyltransferase,96.01,56.01,0.580090809,-0.77750025,
PMT1270,hypothetical protein,108.01,63.01,0.45510968,-0.777512174,
PMT2234,urease subunit gamma,182.01,106.01,0.620249705,-0.779817356,
PMT1274,hypothetical protein,170.01,99.01,0.809221173,-0.779973459,
PMT1834,hypothetical protein,79.01,46.01,0.347972615,-0.780087805,
PMT0495,Ferritin,153.01,89.01,0.840196561,-0.781586611,
PMT0445,uroporphyrinogen decarboxylase,270.01,157.01,0.811749577,-0.782156392,
PMT1469,F0F1 ATP synthase subunit B,1878.01,1091.01,0.535088487,-0.78354042,
PMT1034,hypothetical protein,31.01,18.01,0.375835158,-0.783935345,
PMT0366,stationary phase survival protein SurE,50.01,29.01,0.565785835,-0.78566631,
PMT0239,indole-3-glycerol phosphate synthase,19.01,11.01,1,-0.787944063,
PMT0976,hypothetical protein,19.01,11.01,1,-0.787944063,
PMT1187,chromosomal replication initiation protein,19.01,11.01,1,-0.787944063,
PMT0763,hypothetical protein,38.01,22.01,0.373035636,-0.78821988,
PMT1325,precorrin-4 C(11)-methyltransferase,64.01,37.01,0.561257506,-0.790382173,
PMT1697,NADH-ubiquinone/plastoquinone (comple,123.01,71.01,0.471687019,-0.792681491,
PMT0307,hypothetical protein,26.01,15.01,0.351033029,-0.793142422,
PMT1249,peptidoglycan synthetase,26.01,15.01,0.60249087,-0.793142422,
PMT0123,hypothetical protein,33.01,19.01,0.363753881,-0.796144607,
PMT0808,hypothetical protein,80.01,46.01,0.610075539,-0.798232869,
PMT1269,hypothetical protein,68.01,39.01,0.490398515,-0.801902893,
PMT0313,ketol-acid reductoisomerase,454.01,260.01,1,-0.804156964,
PMT0784,type III sigma factor,7.01,4.01,1,-0.805812208,
PMT1271,primosomal protein N',7.01,4.01,1,-0.805812208,
PMT2056,hypothetical protein,7.01,4.01,1,-0.805812208,
PMT1221,hypothetical protein,14.01,8.01,1,-0.806582808,
PMT1237,"histidine kinase-, DNA gyrase B-, phy",28.01,16.01,0.474956886,-0.806968676,
PMT0462,"cytochrome c, class IC:cytochrome c, class I",42.01,24.01,0.369139974,-0.807097382,
PMT1862,queuine tRNA-ribosyltransferase,49.01,28.01,0.620249705,-0.807134163,
PMT1567,hypothetical protein,63.01,36.01,0.371259214,-0.80718321,
PMT1628,Trk family sodium transporter,84.01,48.01,0.825206209,-0.807226131,
PMT0748,proton extrusion protein PcxA,91.01,52.01,0.878708142,-0.807236037,
PMT0547,hypothetical protein,44.01,25.01,0.425522381,-0.815326314,
PMT0520,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase,125.01,71.01,0.865345867,-0.815949394,
PMT0714,glucose-6-phosphate isomerase,37.01,21.01,0.727935443,-0.816838974,
PMT1108,hypothetical protein,37.01,21.01,0.360732278,-0.816838974,
PMT0186,formamidopyrimidine-DNA glycosylase,148.01,84.01,0.778304032,-0.81706168,
PMT1955,acyl carrier protein,2041.01,1158.01,0.905289718,-0.817635539,
PMT0137,hypothetical protein,60.01,34.01,0.447280474,-0.819243924,
PMT1789,ribonuclease E/G,90.01,51.01,0.66230694,-0.819305191,
PMT1414,phosphoribosylaminoimidazole-succinocarboxamide synthase,76.01,43.01,0.709180288,-0.821517103,
PMT0711,PDZ domain-containing protein,23.01,13.01,0.618168593,-0.822640022,
PMT2101,UDP-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase,23.01,13.01,0.422013279,-0.822640022,
PMT0485,hypothetical protein,154.01,87.01,0.905289718,-0.823770906,
PMT0422,tryptophanyl-tRNA synthetase,108.01,61.01,0.862647311,-0.824047253,
PMT1846,glycosyl transferase family protein,108.01,61.01,0.863567509,-0.824047253,
PMT0363,thiamine-phosphate pyrophosphorylase,32.01,18.01,0.542060941,-0.829724496,
PMT2115,kelch motif-containing protein,64.01,36.01,0.36622891,-0.829899709,
PMT0210,MFS superfamily transporter,89.01,50.01,0.810852819,-0.831750822,
PMT0102,"surface polysaccharide biosynthesis protein, cytidylyltransferase",57.01,32.01,0.63790882,-0.832692325,
PMT1956,3-oxoacyl-ACP synthase,829.01,465.01,0.553849356,-0.834127763,
PMT1825,hypothetical protein,25.01,14.01,0.400545227,-0.836048102,
PMT1164,nicotinamide nucleotide transhydrogenase subunit beta,127.01,71.01,0.686070309,-0.838847979,
PMT1320,Tat family protein secretion protein,102.01,57.01,0.902986873,-0.839423679,
PMT0080,photosystem II reaction center protein Z,775.01,433.01,0.731400087,-0.839814583,
PMT0884,hypothetical protein,52.01,29.01,0.388217058,-0.842238742,
PMT1490,hypothetical protein,52.01,29.01,0.617451636,-0.842238742,
PMT0434,lipase family protein,61.01,34.01,0.58300516,-0.843086725,
PMT0632,hypothetical protein,9.01,5.01,1,-0.846716503,
PMT1086,UvrD/REP helicase,9.01,5.01,1,-0.846716503,
PMT1236,hypothetical protein,18.01,10.01,1,-0.847356207,
PMT1660,SAM-binding motif-containing protein,18.01,10.01,1,-0.847356207,
PMT1091,pyridoxine 5'-phosphate synthase,27.01,15.01,0.391154223,-0.847569663,
PMT1392,hypothetical protein,27.01,15.01,0.590856953,-0.847569663,
PMT1827,hypothetical protein,108.01,60.01,0.634959743,-0.847890054,
PMT0850,hypothetical protein,586.01,325.01,0.742164925,-0.850441176,
PMT1726,hypothetical protein,392.01,217.01,0.950327778,-0.853128933,
PMT2239,ferredoxin-nitrite reductase,141.01,78.01,0.635899491,-0.8540665,
PMT0684,threonine dehydratase,38.01,21.01,0.797747071,-0.855302863,
PMT1669,HAD family hydrolase,105.01,58.01,0.968264308,-0.856153196,
PMT1744,50S ribosomal protein L5,1574.01,869.01,0.573079951,-0.857000023,
PMT1073,hypothetical protein,29.01,16.01,0.393583733,-0.857576988,
PMT2150,arginine decarboxylase,29.01,16.01,0.651571905,-0.857576988,
PMT1363,hypothetical protein,149.01,82.01,0.818199429,-0.86153741,
PMT1981,hypothetical protein,20.01,11.01,1,-0.861906698,
PMT0578,glycyl-tRNA synthetase subunit beta,31.01,17.01,0.894457307,-0.866350385,
PMT2141,hypothetical protein,31.01,17.01,0.48772521,-0.866350385,
PMT0809,hypothetical protein,62.01,34.01,0.606350281,-0.866541883,
PMT0654,anthranilate phosphoribosyltransferase,130.01,71.01,0.855872568,-0.872528484,
PMT1786,chorismate mutase-prephenate dehydratase,33.01,18.01,0.472110592,-0.874104957,
PMT1250,hypothetical protein,101.01,55.01,0.693206559,-0.876732319,
PMT2244,major facilitator superfamily multidrug-efflux transporter,57.01,31.01,0.966031433,-0.878481476,
PMT1136,Holliday junction resolvase,151.01,82.01,0.94228714,-0.880772347,
PMT0869,hypothetical protein,48.01,26.01,0.547376268,-0.884268537,
PMT2008,hypothetical protein,146.01,79.01,0.981108241,-0.885960014,
PMT1775,lipoyl synthase,61.01,33.01,0.728729244,-0.886142592,
PMT0392,polyprenyl synthetase; solanesyl diphosphate synthase (sds),87.01,47.01,1,-0.888213538,
PMT1961,glutathione S-transferase,63.01,34.01,0.703760213,-0.889621804,
PMT0567,glutamyl-tRNA reductase,252.01,136.01,0.745235298,-0.889768254,
PMT1184,hypothetical protein,13.01,7.01,1,-0.892134613,
PMT0594,hypothetical protein,52.01,28.01,0.558851142,-0.892847055,
PMT2241,homeobox domain,203.01,109.01,0.862981088,-0.897090308,
PMT1301,hypothetical protein,82.01,44.01,0.693600803,-0.897968466,
PMT1835,peptidyl-tRNA hydrolase,332.01,178.01,0.811749577,-0.899268406,
PMT0702,phosphate ABC transporter,28.01,15.01,0.60142546,-0.900018006,
PMT2192,protein phosphatase 2A regulatory B s,28.01,15.01,0.427938216,-0.900018006,
PMT1352,hypothetical protein,86.01,46.01,0.667348537,-0.902556949,
PMT0514,hypothetical protein,15.01,8.01,1,-0.906049829,
PMT2094,dihydroorotate dehydrogenase 2,30.01,16.01,0.634973438,-0.906470011,
PMT1516,hypothetical protein,60.01,32.01,0.784104181,-0.906680253,
PMT2013,methylenetetrahydrofolate reductase,111.01,59.01,1,-0.91165828,
PMT1611,hypothetical protein,32.01,17.01,0.389455774,-0.912139536,
PMT1792,ATP-dependent Clp protease adaptor protein ClpS,623.01,331.01,0.749017955,-0.912380518,
PMT1663,photosystem II reaction center protein M,499.01,265.01,0.776204468,-0.913021927,
PMT1053,hypothetical protein,17.01,9.01,1,-0.91678413,
PMT1411,(3R)-hydroxymyristoyl-ACP dehydratase,240.01,127.01,1,-0.918152426,
PMT2067,para-aminobenzoate synthase component II,53.01,28.01,0.615786369,-0.920322557,
PMT1866,hypothetical protein,108.01,57.01,0.98015913,-0.921877982,
PMT1421,50S ribosomal protein L27,530.01,279.01,0.9833888,-0.925702749,
PMT1470,F0F1 ATP synthase subunit B',2532.01,1325.01,0.590856953,-0.934279855,
PMT1593,hypothetical protein,23.01,12.01,1,-0.938024833,
PMT1355,ABC transporter ATP-binding protein,69.01,36.01,0.742510383,-0.938407833,
PMT2031,phosphoribose diphosphate:decaprenyl-phosphate phosphoribosyltransferase,25.01,13.01,0.527245279,-0.942884095,
PMT0431,hypothetical protein,27.01,14.01,0.632308161,-0.947036684,
PMT0535,hypothetical protein,83.01,43.01,0.622758108,-0.948613013,
PMT1242,methyltransferase,56.01,29.01,0.664418323,-0.949134133,
PMT0681,hypothetical protein,112.01,58.01,0.902672947,-0.949254014,
PMT1682,"phycobilisome protein (phycoerythrin, alpha-subunit)",145.01,75.01,1,-0.950997546,
PMT1092,phospholipid/glycerol acyltransferase,31.01,16.01,0.527245279,-0.953760218,
PMT2271,DNA repair protein RecN,31.01,16.01,0.744056299,-0.953760218,
PMT0417,ABC transporter ATP-binding protein,62.01,32.01,0.81245924,-0.953978213,
PMT1220,photosystem I reaction centre subunit XII (PsaM),921.01,475.01,1,-0.955258935,
PMT1410,UDP-N-acetylglucosamine acyltransferase,142.01,73.01,1,-0.959826539,
PMT1928,group 1 glycosyl transferase,39.01,20.01,0.82248637,-0.963122831,
PMT1472,F0F1 ATP synthase subunit A,1725.01,884.01,0.709517762,-0.964470131,
PMT1714,hypothetical protein,43.01,22.01,0.5008384,-0.966512986,
PMT2068,hypothetical protein,90.01,46.01,1,-0.968137836,
PMT0500,hypothetical protein,49.01,25.01,0.428603676,-0.970571089,
PMT1283,pterin-4-alpha-carbinolamine dehydratase,53.01,27.01,0.426312132,-0.972770901,
PMT0177,L-aspartate oxidase,108.01,55.01,0.966704569,-0.973399081,
PMT1200,carboxysome peptide B,71.01,36.01,0.460623136,-0.979624607,
PMT2195,"ferredoxin, PetF like protein",79.01,40.01,0.672887423,-0.981674633,
PMT1732,50S ribosomal protein L3,2360.01,1193.01,1,-0.984186837,
PMT1649,cytochrome b6,841.01,425.01,0.961550039,-0.984626168,
PMT0618,pyruvate dehydrogenase E1 beta subunit,101.01,51.01,0.965772047,-0.985646121,
PMT0142,rod shape-determining protein MreB,123.01,62.01,0.979634499,-0.988202808,
PMT0830,hypothetical protein,2.01,1.01,1,-0.992840208,
PMT1811,hypothetical protein,4.01,2.01,1,-0.996406735,
PMT0837,DNA-3-methyladenine glycosylase,6.01,3.01,1,-0.997601504,
PMT0966,hypothetical protein,6.01,3.01,1,-0.997601504,
PMT1609,DNA-3-methyladenine glycosylase,8.01,4.01,1,-0.998200006,
PMT0282,hypothetical protein,10.01,5.01,1,-0.998559466,
PMT1014,hypothetical protein,10.01,5.01,1,-0.998559466,
PMT0429,arginine repressor domain-containing protein,12.01,6.01,1,-0.998799255,
PMT1185,adenosine-deaminase,12.01,6.01,1,-0.998799255,
PMT2076,Paralytic/GBP/PSP peptide,12.01,6.01,1,-0.998799255,
PMT0625,hypothetical protein,16.01,8.01,1,-0.99909916,
PMT1715,recombination protein F,18.01,9.01,1,-0.99919917,
PMT1930,hypothetical protein,18.01,9.01,1,-0.99919917,
PMT0581,ATP-dependent DNA helicase RecG,20.01,10.01,1,-0.999279193,
PMT1920,group 1 glycosyl transferase,22.01,11.01,1,-0.999344676,
PMT0230,"UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase",26.01,13.01,0.771893367,-0.999445437,
PMT0580,D-Ala-D-Ala dipeptidase,30.01,15.01,0.613871681,-0.999519342,
PMT1788,ribonuclease HII,32.01,16.01,0.537377962,-0.999549369,
PMT0981,Pectate lyase,38.01,19.01,0.489851133,-0.999620493,
PMT0334,tRNA/rRNA methyltransferase SpoU,100.01,50.01,0.949098259,-0.999855752,
PMT1395,histone-like DNA-binding protein,736.01,368.01,1,-0.999980399,
PMT1466,F0F1 ATP synthase subunit gamma,889.01,444.01,0.878876673,-1.001607478,
PMT1998,1-acyl-sn-glycerol-3-phosphate acyltransferase,165.01,82.01,0.914306397,-1.008681715,
PMT2043,two-component response regulator,153.01,76.01,0.90606912,-1.009364804,
PMT1166,nicotinamide nucleotide transhydrogenase subunit alpha 1 (A1),75.01,37.01,0.894063069,-1.019167806,
PMT0744,hypothetical protein,65.01,32.01,0.999566852,-1.022138977,
PMT0496,light-harvesting complex protein,55.01,27.01,1,-1.026200263,
PMT2011,hypothetical protein,55.01,27.01,0.891863873,-1.026200263,
PMT0407,leader peptidase I,53.01,26.01,0.710393543,-1.027198141,
PMT1467,F0F1 ATP synthase subunit alpha,938.01,459.01,0.833339124,-1.031077719,
PMT0519,mRNA binding protein,86.01,42.01,0.855981509,-1.033771619,
PMT0398,3-phosphoshikimate 1-carboxyvinyltransferase,39.01,19.01,0.912128121,-1.037085466,
PMT0859,hypothetical protein,97.01,47.01,0.895991031,-1.045165791,
PMT0529,gamma-glutamyl kinase,62.01,30.01,1,-1.047057571,
PMT0286,hydroxylase,29.01,14.01,0.549781887,-1.05009334,
PMT1290,hypothetical protein,29.01,14.01,0.727935443,-1.05009334,
PMT1831,CRP family global nitrogen regulatory protein,83.01,40.01,0.988000133,-1.052924516,
PMT0085,glycosyltransferase,25.01,12.01,1,-1.058268906,
PMT0636,hypothetical protein,25.01,12.01,1,-1.058268906,
PMT0333,hypothetical protein,98.01,47.01,0.770478851,-1.059961275,
PMT0811,hypothetical protein,23.01,11.01,1,-1.063446515,
PMT1473,H+-transporting ATP synthase,1856.01,887.01,1,-1.065182209,
PMT0686,NAD binding site,21.01,10.01,1,-1.069634188,
PMT0208,Delta 1-pyrroline-5-carboxylate reductase,61.01,29.01,0.955147577,-1.072495435,
PMT1691,phosphoribosylaminoimidazole synthetase,57.01,27.01,1,-1.077721362,
PMT0767,aromatic acid decarboxylase,55.01,26.01,0.822802983,-1.080627504,
PMT1934,glycosyl transferase family protein,36.01,17.01,0.784477261,-1.082014459,
PMT0515,GIC family ligand gated channel,17.01,8.01,1,-1.086508993,
PMT1461,carbon-nitrogen hydrolase:NAD+ synthase,34.01,16.01,1,-1.086985698,
PMT0863,glucosylglycerolphosphate phosphatase,51.01,24.01,1,-1.087144697,
PMT2080,hypothetical protein,68.01,32.01,1,-1.087224215,
PMT1828,deoxycytidine triphosphate deaminase,83.01,39.01,0.989490723,-1.089441146,
PMT2208,ferric uptake regulator family protein,66.01,31.01,0.784150345,-1.089951072,
PMT0634,hypothetical protein,49.01,23.01,0.650131047,-1.090815163,
PMT0990,high light inducible protein,101.01,47.01,0.459374541,-1.103458541,
PMT1989,DNA polymerase III subunit delta',28.01,13.01,0.745028806,-1.106321021,
PMT0181,Fe-S oxidoreductase,13.01,6.01,1,-1.114184066,
PMT2252,hypothetical protein,13.01,6.01,1,-1.114184066,
PMT0104,"surface polysaccharide biosynthesis protein, transferase",26.01,12.01,1,-1.114830248,
PMT0764,hypothetical protein,91.01,42.01,0.838718488,-1.115292289,
PMT1662,hypothetical protein,100.01,46.01,1,-1.120124901,
PMT0471,glutathione S-transferase,61.01,28.01,0.856117185,-1.123103747,
PMT1468,F0F1 ATP synthase subunit delta,1170.01,534.01,0.77006321,-1.131582197,
PMT1471,F0F1 ATP synthase subunit C,3730.01,1698.01,1,-1.135334543,
PMT1042,hypothetical protein,11.01,5.01,1,-1.13593196,
PMT0214,lipoate-protein ligase B,22.01,10.01,1,-1.136717171,
PMT0530,UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase,66.01,30.01,0.925316431,-1.137241279,
PMT2228,urea ABC transporter,273.01,123.01,0.553635463,-1.150178193,
PMT0288,hypothetical protein,20.01,9.01,1,-1.151122156,
PMT1923,hypothetical protein,20.01,9.01,1,-1.151122156,
PMT2082,kinase,40.01,18.01,0.946329674,-1.151562447,
PMT0343,apolipoprotein n-acyltransferase,29.01,13.01,0.944690151,-1.156929333,
PMT1165,nicotinamide nucleotide transhydrogenase subunit alpha 2 (A2),212.01,95.01,0.902039899,-1.157981042,
PMT1405,DNA-binding response regulator,47.01,21.01,0.990047523,-1.161891519,
PMT0855,isochorismatase hydrolase family protein,56.01,25.01,0.913830483,-1.163179371,
PMT0849,hypothetical protein,101.01,45.01,0.865914914,-1.166180657,
PMT0878,alkylated DNA repair protein,18.01,8.01,1,-1.168924033,
PMT2223,p-aminobenzoate synthetase,27.01,12.01,1,-1.169257489,
PMT1592,hypothetical protein,54.01,24.01,0.902672947,-1.169591145,
PMT2143,multidrug ABC transporter,25.01,11.01,1,-1.183690589,
PMT1626,"GTP-binding protein, transport associated",50.01,22.01,0.668897967,-1.18405746,
PMT1797,aldolase,75.01,33.01,1,-1.184179804,
PMT1263,CutA1 divalent ion tolerance protein,23.01,10.01,1,-1.200819009,
PMT1099,adaptive-response sensory kinase,30.01,13.01,0.958748022,-1.205822357,
PMT1641,"exonuclease VII, large subunit",30.01,13.01,1,-1.205822357,
PMT0497,Crp family regulatory proteins,231.01,100.01,0.561257506,-1.207811042,
PMT1689,bifunctional pantoate ligase/cytidylate kinase,44.01,19.01,0.83857651,-1.21107284,
PMT0486,DNA polymerase III subunit beta,7.01,3.01,1,-1.219650957,
PMT0782,phosphonate ABC transporter,7.01,3.01,1,-1.219650957,
PMT0843,hypothetical protein,7.01,3.01,1,-1.219650957,
PMT0965,hypothetical protein,7.01,3.01,1,-1.219650957,
PMT1424,hypothetical protein,7.01,3.01,1,-1.219650957,
PMT0658,ABC transporter ATP-binding protein,14.01,6.01,1,-1.22102006,
PMT1624,phosphoadenosine phosphosulfate reductase,33.01,14.01,0.897043097,-1.236446183,
PMT1430,50S ribosomal protein L11 methyltransferase,19.01,8.01,1,-1.246884384,
PMT2095,hypothetical protein,38.01,16.01,1,-1.247405717,
PMT2026,negative regulator of class I heat shock protein,69.01,29.01,0.675911269,-1.250255137,
PMT0013,argininosuccinate lyase,31.01,13.01,1,-1.253112564,
PMT0737,RNA methyltransferase,12.01,5.01,1,-1.261353643,
PMT0838,SAP domain-containing protein,29.01,12.01,1,-1.272314144,
PMT1982,dolichyl-phosphate-mannose-protein mannosyltransferase,17.01,7.01,1,-1.278896792,
PMT1212,hypothetical protein,156.01,63.01,0.925316431,-1.307985792,
PMT1457,hypothetical protein,57.01,23.01,0.685585417,-1.308954018,
PMT2229,urea ABC transporter substrate-binding protein,1375.01,554.01,0.323520263,-1.311458188,
PMT1139,glycosyl hydrolase family protein,5.01,2.01,1,-1.317615102,
PMT0154,protein kinase:Serine/threonine protein kinase,20.01,8.01,1,-1.320847019,
PMT0229,hypothetical protein,40.01,16.01,0.632244745,-1.321387321,
PMT1132,tRNA/rRNA methyltransferase,63.01,25.01,0.865800656,-1.333075752,
PMT2256,glutamate dehydrogenase,63.01,25.01,0.671147473,-1.333075752,
PMT1298,nucleotide-binding protein,53.01,21.01,1,-1.335188379,
PMT2060,isochorismate synthase,53.01,21.01,0.538566675,-1.335188379,
PMT1851,hypothetical protein,33.01,13.01,0.827172135,-1.343282177,
PMT0750,SpoU family tRNA/rRNA methyltransferase,23.01,9.01,1,-1.352661972,
PMT1631,hypothetical protein,46.01,18.01,0.765319018,-1.353149275,
PMT1696,pheromone A receptor,64.01,25.01,0.928748643,-1.355792251,
PMT0126,Mg2+ transporter,18.01,7.01,1,-1.361311832,
PMT0461,hypothetical protein,18.01,7.01,1,-1.361311832,
PMT1351,hypothetical protein,54.01,21.01,0.870199664,-1.362150386,
PMT1280,hypothetical protein,13.01,5.01,1,-1.376738454,
PMT1861,cobalamin-5-phosphate synthase CobS,13.01,5.01,1,-1.376738454,
PMT0270,Sun protein (Fmu protein),26.01,10.01,1,-1.377624425,
PMT0432,hypothetical protein,55.01,21.01,1,-1.388617741,
PMT0700,phosphate ABC transporter ATP-binding protein,55.01,21.01,0.863590597,-1.388617741,
PMT0124,hypothetical protein,21.01,8.01,1,-1.391202014,
PMT1332,VIC family potassium channel protein,21.01,8.01,1,-1.391202014,
PMT2254,NAD binding site:D-amino acid oxidase,21.01,8.01,1,-1.391202014,
PMT0465,tryptophan synthase subunit alpha,45.01,17.01,0.804973434,-1.403862424,
PMT0070,hypothetical protein,53.01,20.01,1,-1.405543373,
PMT0643,hypothetical protein,8.01,3.01,1,-1.412038756,
PMT1359,biotin--acetyl-CoA-carboxylase ligase,8.01,3.01,1,-1.412038756,
PMT0042,hypothetical protein,88.01,33.01,1,-1.414764318,
PMT2038,phosphoribosylaminoimidazole carboxylase,35.01,13.01,1,-1.4281461,
PMT1550,FAD-dependent thymidylate synthase,73.01,27.01,0.774042709,-1.43460044,
PMT1240,ferrochelatase,38.01,14.01,0.70045023,-1.439922069,
PMT0416,ABC transporter,41.01,15.01,0.787093685,-1.450051767,
PMT0317,oxygen-independent coproporphyrinogen III oxidase,11.01,4.01,1,-1.457140327,
PMT1438,mannitol dehydrogenase,11.01,4.01,1,-1.457140327,
PMT2048,S-adenosyl-methyltransferase MraW,11.01,4.01,1,-1.457140327,
PMT0097,hypothetical protein,22.01,8.01,1,-1.458284997,
PMT0480,short-chain dehydrogenase/reductase,53.01,19.01,0.742950607,-1.479506009,
PMT0792,hypothetical protein,14.01,5.01,1,-1.483574447,
PMT0257,GTP-binding protein LepA,28.01,10.01,1,-1.484500009,
PMT1773,lycopene epsilon cyclase,31.01,11.01,1,-1.493919057,
PMT1702,hypothetical protein,110.01,39.01,0.803140316,-1.495718768,
PMT0479,hypothetical protein,17.01,6.01,1,-1.500946245,
PMT1578,RNA methylase,17.01,6.01,1,-1.500946245,
PMT2070,arginyl-tRNA synthetase,17.01,6.01,1,-1.500946245,
PMT2000,hypothetical protein,37.01,13.01,0.926040798,-1.508294174,
PMT0765,hypothetical protein,72.01,25.01,0.924717389,-1.525692209,
PMT0513,CopG family protein,35.01,12.01,0.962215613,-1.543530911,
PMT2235,urease subunit beta,225.01,76.01,0.354358423,-1.56572798,
PMT2047,hypothetical protein,3.01,1.01,1,-1.575408194,
PMT0236,Ser/Thr protein phosphatase,6.01,2.01,1,-1.58016949,
