Synonym,Product,Expression med4 t=20+0.01,Expression med4+1a3 t=20 +0.01,q Value,log 2 fold change coculture/axenic,locus_tag
PMM1527,alanine racemase,0.01,1.01,1.0,-6.658211483,PMM1527
PMM1528,HNH endonuclease family protein,27.01,79.01,0.498934411,-1.548541622,PMM1528
PMM1529,peptide chain release factor 1,62.01,128.01,0.909409931,-1.045683722,PMM1529
PMM1530,50S ribosomal protein L31,31.01,132.01,0.893296182,-2.089841789,PMM1530
PMM1531,30S ribosomal protein S9,642.01,1176.01,0.959752145,-0.873232654,PMM1531
PMM1532,50S ribosomal protein L13,294.01,453.01,0.873401027,-0.623677672,PMM1532
PMM1533,tRNA pseudouridine synthase A,32.01,73.01,0.639627537,-1.189571403,PMM1533
PMM1534,50S ribosomal protein L17,314.01,521.01,0.811784365,-0.730500559,PMM1534
PMM1535,DNA-directed RNA polymerase subunit alpha,319.01,735.01,0.970149211,-1.204162229,PMM1535
PMM1536,30S ribosomal protein S11,565.01,1895.01,0.2706542,-1.745857155,PMM1536
PMM1537,30S ribosomal protein S13,1269.01,2579.01,0.849054472,-1.023113929,PMM1537
PMM1539,adenylate kinase,96.01,386.01,0.191994014,-2.007381639,PMM1539
PMM1540,preprotein translocase subunit SecY,65.01,142.01,0.986465062,-1.127258965,PMM1540
PMM1542,30S ribosomal protein S5,171.01,680.01,0.135165491,-1.991475272,PMM1542
PMM1543,50S ribosomal protein L18,489.01,715.01,0.739476196,-0.548099451,PMM1543
PMM1544,50S ribosomal protein L6,51.01,240.01,0.206567009,-2.234242511,PMM1544
PMM1546,50S ribosomal protein L5,556.01,1326.01,0.908491822,-1.25390892,PMM1546
PMM1547,50S ribosomal protein L24,557.01,1111.01,0.958695533,-0.996096669,PMM1547
PMM1548,50S ribosomal protein L14,606.01,2203.01,0.203138257,-1.862062538,PMM1548
PMM1549,30S ribosomal protein S17,481.01,1406.01,0.541938041,-1.547468063,PMM1549
PMM1550,50S ribosomal protein L29,200.01,628.01,0.467641765,-1.650715399,PMM1550
PMM1551,50S ribosomal protein L16,351.01,1408.01,0.170395619,-2.004073543,PMM1551
PMM1552,30S ribosomal protein S3,229.01,355.01,0.689578978,-0.632449067,PMM1552
PMM1553,50S ribosomal protein L22,569.01,1880.01,0.285587253,-1.724214423,PMM1553
PMM1554,30S ribosomal protein S19,93.01,294.01,0.671898808,-1.660407484,PMM1554
PMM1555,50S ribosomal protein L2,394.01,688.01,1.0,-0.804197288,PMM1555
PMM1557,50S ribosomal protein L4,125.01,351.01,0.487376763,-1.489468626,PMM1557
PMM1558,50S ribosomal protein L3,433.01,1000.01,0.96843731,-1.207542179,PMM1558
PMM1559,NADH dehydrogenase I subunit N,23.01,13.01,0.950615148,0.822640022,PMM1559
PMM1560,hypothetical protein,47.01,79.01,1.0,-0.749067581,PMM1560
PMM1561,hypothetical protein,7.01,9.01,1.0,-0.362112662,PMM1561
PMM1562,recombinase A,112.01,372.01,0.295879223,-1.731713864,PMM1562
PMM1564,hypothetical protein,0.01,3.01,1.0,-8.233619677,PMM1564
PMM1566,hypothetical protein,9.01,15.01,0.592727215,-0.736324966,PMM1566
PMM1567,hypothetical protein,0.01,1.01,1.0,-6.658211483,PMM1567
PMM1568,hypothetical protein,268.01,909.01,0.279676809,-1.762009334,PMM1568
PMM1569,molybdopterin biosynthesis protein,18.01,38.01,0.58315974,-1.077580844,PMM1569
PMM1570,hypothetical protein,49.01,47.01,0.827921366,0.060108466,PMM1570
PMM1571,hypothetical protein,97.01,211.01,0.601747221,-1.121105995,PMM1571
PMM1573,DNA repair and genetic recombination protein RecF,0.01,5.01,1.0,-8.968666793,PMM1573
PMM1574,hypothetical protein,41.01,31.01,0.984421486,0.403242218,PMM1574
PMM1575,phosphoenolpyruvate carboxylase,67.01,114.01,0.950508011,-0.766712059,PMM1575
PMM1577,anthranilate synthase component I/chorismate-binding protein,47.01,101.01,0.637555607,-1.103458541,PMM1577
PMM1578,photosystem I protein PsaD,2698.01,5901.01,1.0,-1.129066208,PMM1578
PMM1579,hypothetical protein,29.01,19.01,0.490117574,0.609791764,PMM1579
PMM1580,hypothetical protein,0.01,0.01,1.0,0.0,PMM1580
PMM1581,ATPase,35.01,132.01,0.356211247,-1.914808254,PMM1581
PMM1582,coproporphyrinogen III oxidase,34.01,114.01,0.459424924,-1.74512946,PMM1582
PMM1583,hypothetical protein,0.01,10.01,1.0,-9.967226259,PMM1583
PMM1584,ribonuclease D,26.01,33.01,0.780243136,-0.343836739,PMM1584
PMM1587,hypothetical protein,0.01,13.01,1.0,-10.34540525,PMM1587
PMM1588,carboxylase domain-containing protein,50.01,119.01,0.780046861,-1.250794293,PMM1588
PMM1589,phosphoribosylaminoimidazole synthetase,11.01,42.01,1.0,-1.931918317,PMM1589
PMM1590,bifunctional pantoate ligase/cytidylate kinase,5.01,26.01,0.191044906,-2.376183891,PMM1590
PMM1592,phycoerythrobilin:ferredoxin oxidoreductase,0.01,10.01,1.0,-9.967226259,PMM1592
PMM1593,dihydrobiliverdin:ferredoxin oxidoreductase,0.01,10.01,1.0,-9.967226259,PMM1593
PMM1594,Heme oxygenase,20.01,67.01,0.487416561,-1.74365524,PMM1594
PMM1596,isocitrate dehydrogenase,69.01,130.01,0.64732892,-0.913745257,PMM1596
PMM1597,hypothetical protein,11.01,10.01,1.0,0.137372495,PMM1597
PMM1598,hypothetical protein,10.01,3.01,1.0,1.733606582,PMM1598
PMM1599,hypothetical protein,50.01,166.01,0.423925894,-1.730981638,PMM1599
PMM1600,CPA2 family Na+/H+ antiporter,95.01,158.01,0.721571828,-0.733864592,PMM1600
PMM1601,phosphorylase,16.01,39.01,0.986613717,-1.284870691,PMM1601
PMM1602,hypothetical protein,217.01,331.01,1.0,-0.609113278,PMM1602
PMM1603,ribonuclease III,6.01,33.01,0.163230307,-2.457466243,PMM1603
PMM1604,hypothetical protein,51.01,15.01,0.148932759,1.764856124,PMM1604
PMM1606,glucosamine--fructose-6-phosphate aminotransferase,107.01,168.01,0.67567014,-0.650801484,PMM1606
PMM1607,photosystem I subunit VII,1845.01,1841.01,1.0,0.003131173,PMM1607
PMM1608,acyl carrier protein,206.01,340.01,1.0,-0.722862808,PMM1608
PMM1609,3-oxoacyl-ACP synthase,194.01,517.01,0.473982691,-1.414061169,PMM1609
PMM1610,transketolase,225.01,602.01,0.315493658,-1.419798332,PMM1610
PMM1611,thiamine biosynthesis protein ThiC,216.01,310.01,0.689578978,-0.521216651,PMM1611
PMM1612,hypothetical protein,0.01,0.01,1.0,0.0,PMM1612
PMM1614,hypothetical protein,8.01,31.01,1.0,-1.952859378,PMM1614
PMM1617,hypothetical protein,443.01,1005.01,0.917876168,-1.181798687,PMM1617
PMM1618,lysyl-tRNA synthetase,48.01,80.01,1.0,-0.73684539,PMM1618
PMM1619,two-component response regulator,432.01,913.01,1.0,-1.079565954,PMM1619
PMM1620,hypothetical protein,0.01,4.01,1.0,-8.647458426,PMM1620
PMM1622,rod shape-determining protein MreB,95.01,82.01,0.542025665,0.212279531,PMM1622
PMM1623,single-stranded DNA-binding protein,200.01,615.01,0.412492889,-1.620537736,PMM1623
PMM1624,DedA family alkaline phosphatase-like protein,114.01,381.01,0.336441963,-1.740668492,PMM1624
PMM1625,S-adenosyl-L-homocysteine hydrolase,174.01,384.01,1.0,-1.141973663,PMM1625
PMM1626,hypothetical protein,8.01,4.01,1.0,0.998200006,PMM1626
PMM1628,alpha/beta hydrolase,12.01,8.01,1.0,0.584362003,PMM1628
PMM1629,type II alternative sigma-70 family RNA polymerase sigma factor,127.01,262.01,0.977239099,-1.044679785,PMM1629
PMM1630,Mg2+ transporter,112.01,303.01,1.0,-1.435737868,PMM1630
PMM1631,hypothetical protein,0.01,0.01,1.0,0.0,PMM1631
PMM1632,hypothetical protein,0.01,0.01,1.0,0.0,PMM1632
PMM1634,DNA gyrase subunit B,139.01,488.01,0.229220062,-1.811722041,PMM1634
PMM1636,translation initiation factor IF-3,358.01,448.01,1.0,-0.323531049,PMM1636
PMM1638,Serine acetyltransferase,47.01,98.01,0.882921565,-1.059961275,PMM1638
PMM1639,preprotein translocase subunit SecA,51.01,129.01,1.0,-1.338630892,PMM1639
PMM1640,GNAT family acetyltransferase,23.01,27.01,0.827921366,-0.231232656,PMM1640
PMM1641,hypothetical protein,0.01,12.01,1.0,-10.23002044,PMM1641
PMM1642,transcription regulator,23.01,146.01,0.094934697,-2.665734292,PMM1642
PMM1643,"6,7-dimethyl-8-ribityllumazine synthase",87.01,157.01,1.0,-0.851603324,PMM1643
PMM1645,DNA mismatch repair protein MutS,6.01,10.01,1.0,-0.736005078,PMM1645
PMM1648,aspartate kinase,11.01,21.01,0.630496249,-0.932261693,PMM1648
PMM1649,excinuclease ABC subunit B,82.01,126.01,0.721571828,-0.619666486,PMM1649
PMM1650,hypothetical protein,127.01,310.01,0.540614944,-1.287372663,PMM1650
PMM1651,hypothetical protein,0.01,12.01,1.0,-10.23002044,PMM1651
PMM1652,hypothetical protein,181.01,361.01,1.0,-0.995969398,PMM1652
PMM1653,dihydrodipicolinate synthase,33.01,108.01,1.0,-1.710189845,PMM1653
PMM1654,aspartate semialdehyde dehydrogenase,10.01,28.01,0.527438785,-1.484500009,PMM1654
PMM1655,trigger factor,145.01,461.01,0.326963317,-1.668645652,PMM1655
PMM1656,Clp protease proteolytic subunit,18.01,79.01,0.721177647,-2.13323708,PMM1656
PMM1657,ATP-dependent protease ATP-binding subunit ClpX,299.01,1178.01,0.052429377,-1.978086147,PMM1657
PMM1659,glycosyl transferase family protein,0.01,8.01,1.0,-9.645658432,PMM1659
PMM1660,amidase enhancer,0.01,13.01,1.0,-10.34540525,PMM1660
PMM1661,50S ribosomal protein L35,168.01,389.01,0.792952776,-1.211260137,PMM1661
PMM1662,50S ribosomal protein L20,325.01,614.01,0.630130532,-0.917778044,PMM1662
PMM1663,photosystem I assembly-like protein Ycf37,72.01,171.01,0.969295148,-1.247811519,PMM1663
PMM1664,thiazole synthase,26.01,18.01,0.840761513,0.530268218,PMM1664
PMM1665,sulfolipid (UDP-sulfoquinovose) biosynthesis protein,335.01,972.01,0.271608838,-1.536766996,PMM1665
PMM1666,SqdX,75.01,93.01,1.0,-0.310302894,PMM1666
PMM1668,glycine dehydrogenase,51.01,83.01,0.693605595,-0.702505044,PMM1668
PMM1669,glycine cleavage system protein H,0.01,6.01,1.0,-9.231221181,PMM1669
PMM1670,cystathionine beta-lyase,20.01,8.01,0.118035752,1.320847019,PMM1670
PMM1671,hypothetical protein,58.01,106.01,1.0,-0.869826837,PMM1671
PMM1672,fatty acid desaturase,260.01,187.01,0.536675264,0.475451693,PMM1672
PMM1673,50S ribosomal protein L9,432.01,580.01,0.860965217,-0.425013066,PMM1673
PMM1674,DnaB replicative helicase,96.01,212.01,0.970149211,-1.142875731,PMM1674
PMM1676,hypothetical protein,14.01,48.01,1.0,-1.77687798,PMM1676
PMM1677,hypothetical protein,65.01,156.01,0.812146253,-1.262904947,PMM1677
PMM1679,ATP-dependent DNA ligase,18.01,112.01,0.063425539,-2.636757452,PMM1679
PMM1680,hypothetical protein,0.01,0.01,1.0,0.0,PMM1680
PMM1682,valyl-tRNA synthetase,34.01,86.01,0.575523612,-1.338545399,PMM1682
PMM1684,nucleoside triphosphate pyrophosphohydrolase,0.01,9.01,1.0,-9.815383296,PMM1684
PMM1685,spermidine synthase,0.01,13.01,1.0,-10.34540525,PMM1685
PMM1686,arginase,14.01,10.01,1.0,0.485014982,PMM1686
PMM1687,glycine cleavage system aminomethyltransferase T,9.01,31.01,0.498542192,-1.783134515,PMM1687
PMM1688,aspartyl-tRNA synthetase,13.01,20.01,0.84204515,-0.621100205,PMM1688
PMM1689,CTP synthetase,39.01,165.01,0.152893019,-2.080637554,PMM1689
PMM1691,ATPase,51.01,24.01,0.236291809,1.087144697,PMM1691
PMM1692,p-aminobenzoate synthetase,2.01,14.01,0.20839513,-2.801189549,PMM1692
PMM1693,aminotransferase class-IV,0.01,3.01,1.0,-8.233619677,PMM1693
PMM1694,uroporphyrin-III C-methyltransferase,0.01,6.01,1.0,-9.231221181,PMM1694
PMM1695,major facilitator superfamily multidrug-efflux transporter,0.01,6.01,1.0,-9.231221181,PMM1695
PMM1696,polyphosphate kinase,15.01,35.01,0.780243136,-1.221843085,PMM1696
PMM1697,type II alternative sigma-70 family RNA polymerase sigma factor,176.01,330.01,0.959846181,-0.906852344,PMM1697
PMM1698,hypothetical protein,0.01,0.01,1.0,0.0,PMM1698
PMM1699,phospho-2-dehydro-3-deoxyheptonate aldolase,16.01,68.01,0.42780401,-2.086773584,PMM1699
PMM1700,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,36.01,110.01,0.394221952,-1.611165167,PMM1700
PMM1701,chloride channel,0.01,8.01,1.0,-9.645658432,PMM1701
PMM1702,formyltetrahydrofolate deformylase,0.01,7.01,1.0,-9.453270634,PMM1702
PMM1703,NAD binding site:D-amino acid oxidase,38.01,20.01,0.317352103,0.925657858,PMM1703
PMM1704,molecular chaperone DnaK,709.01,2163.01,1.0,-1.609162454,PMM1704
PMM1706,30S ribosomal protein S6,134.01,216.01,1.0,-0.688757442,PMM1706
PMM1707,argininosuccinate synthase,157.01,391.01,1.0,-1.316349057,PMM1707
PMM1708,hypothetical protein,344.01,540.01,1.0,-0.65053562,PMM1708
PMM1709,phospho-N-acetylmuramoyl-pentapeptide-transferase,1.01,7.01,1.0,-2.795059151,PMM1709
PMM1710,hypothetical protein,0.01,1.01,1.0,-6.658211483,PMM1710
PMM1711,sucrose phosphate synthase,131.01,358.01,0.693641143,-1.450322949,PMM1711
PMM1712,excinuclease ABC subunit A,11.01,18.01,0.960358777,-0.709983712,PMM1712
PMM1713,DNA repair protein RecN,22.01,11.01,0.325742176,0.999344676,PMM1713
PMM1714,hypothetical protein,22.01,55.01,1.0,-1.321534758,PMM1714
PMM1715,hypothetical protein,31.01,41.01,0.818810316,-0.403242218,PMM1715
PMM1716,threonine synthase,47.01,107.01,1.0,-1.186706036,PMM1716
