gene_names,gene,locus_tag_ncbi,source,start,end,strand,Note,exception,inference,product,protein_id,gene_synonym,locus_tag,ec_numbers
DEH24_20180,,DEH24_20180,Protein Homology,4533,4871,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011235138.1,Na+/H+ antiporter subunit C,HBY41760.1,,DEH24_20180,
DEH24_20185,,DEH24_20185,Protein Homology,4872,6980,-,subunit A of antiporter complex involved in resistance to high concentrations of Na+%2C K+%2C Li+ and/or alkali%3B in S. meliloti it is known to be involved with K+,,COORDINATES: similar to AA sequence:RefSeq:WP_011235137.1,monovalent cation/H+ antiporter subunit A,HBY41761.1,,DEH24_20185,
murC,murC,DEH24_00340,Protein Homology,1,421,+,Catalyzes the formation of UDP-N-acetylmuramoyl-L-alanine from UDP-N-acetylmuramate and L-alanine in peptidoglycan synthesis,,COORDINATES: similar to AA sequence:RefSeq:WP_014980046.1,UDP-N-acetylmuramate--L-alanine ligase,HBY37828.1,,DEH24_00340,6.3.2.8
murC,murC,DEH24_00345,Protein Homology,728,1378,+,Catalyzes the formation of UDP-N-acetylmuramoyl-L-alanine from UDP-N-acetylmuramate and L-alanine in peptidoglycan synthesis,,COORDINATES: similar to AA sequence:RefSeq:WP_014980046.1,UDP-N-acetylmuramate--L-alanine ligase,HBY37829.1,,DEH24_00345,6.3.2.8
DEH24_00350,,DEH24_00350,Protein Homology,1375,2325,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012519454.1,D-alanine--D-alanine ligase,HBY37830.1,,DEH24_00350,
DEH24_00355,,DEH24_00355,Protein Homology,2328,3050,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013782940.1,cell division protein FtsQ,HBY37831.1,,DEH24_00355,
DEH24_00360,,DEH24_00360,Protein Homology,3065,4294,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013782941.1,cell division protein FtsA,HBY37832.1,,DEH24_00360,
DEH24_00365,,DEH24_00365,Protein Homology,4397,4770,+,GTPase%3B similar structure to tubulin%3B forms ring-shaped polymers at the site of cell division%3B other proteins such as FtsA%2C ZipA%2C and ZapA%2C interact with and regulate FtsZ function,,COORDINATES: similar to AA sequence:RefSeq:WP_011576244.1,cell division protein FtsZ,HBY37833.1,,DEH24_00365,
DEH24_02785,,DEH24_02785,Protein Homology,1,85,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948944.1,anthranilate synthase component II,HBY38313.1,,DEH24_02785,
DEH24_02790,,DEH24_02790,Protein Homology,82,1677,-,with component II%2C the glutamine amidotransferase%2C catalyzes the formation of anthranilate from chorismate and glutamine,,COORDINATES: similar to AA sequence:RefSeq:WP_012517864.1,anthranilate synthase component I,HBY38314.1,,DEH24_02790,4.1.3.27
DEH24_02795,,DEH24_02795,Protein Homology,1959,2816,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_010177934.1,phosphatase,HBY38315.1,,DEH24_02795,
DEH24_02800,,DEH24_02800,Protein Homology,2821,3441,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006011007.1,threonylcarbamoyl-AMP synthase,HBY38316.1,,DEH24_02800,
DEH24_02805,,DEH24_02805,Protein Homology,3441,4283,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013784778.1,segregation/condensation protein A,HBY38317.1,,DEH24_02805,
scpB,scpB,DEH24_02810,Protein Homology,4270,4872,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948948.1,SMC-Scp complex subunit ScpB,HBY38318.1,,DEH24_02810,
DEH24_08250,,DEH24_08250,Protein Homology,1,754,-,,,COORDINATES: protein motif:HMM:PF00990.19,hypothetical protein,HBY39393.1,,DEH24_08250,
DEH24_08255,,DEH24_08255,Protein Homology,1061,1315,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015066104.1,hypothetical protein,HBY39394.1,,DEH24_08255,
DEH24_08260,,DEH24_08260,Protein Homology,1903,2175,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997387.1,HPr family phosphocarrier protein,HBY39395.1,,DEH24_08260,
DEH24_08265,,DEH24_08265,Protein Homology,2175,3020,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008844882.1,RNase adapter RapZ,HBY39396.1,,DEH24_08265,
ptsN,ptsN,DEH24_08270,Protein Homology,3051,3500,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_016954494.1,PTS IIA-like nitrogen-regulatory protein PtsN,HBY39397.1,,DEH24_08270,
DEH24_08275,,DEH24_08275,Protein Homology,3513,3800,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013785361.1,ribosome hibernation promoting factor,HBY39398.1,,DEH24_08275,
DEH24_08280,,DEH24_08280,Protein Homology,3825,5303,-,sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released%3B sigma 54 factor is responsible for the expression of enzymes involved in nitrogen assimilation and metabolism%3B the rhizobia often have 2 copies of this sigma factor%3B in Rhizobium etli RpoN1 shown to be involved in the assimilation of several nitrogen and carbon sources during free-living aerobic growth and RpoN2 is involved in symbiotic nitrogen fixation%3B in Bradyrhizobium both RpoN1 and N2 are functional in free-living and symbiotic conditions%2C rpoN1 gene was regulated in response to oxygen,,COORDINATES: similar to AA sequence:RefSeq:WP_007107383.1,RNA polymerase factor sigma-54,HBY39399.1,,DEH24_08280,2.7.7.6
DEH24_08285,,DEH24_08285,Protein Homology,5372,6097,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007990185.1,lipopolysaccharide ABC transporter ATP-binding protein,HBY39400.1,,DEH24_08285,
lptA,lptA,DEH24_08290,Protein Homology,6097,6666,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948344.1,lipopolysaccharide transport periplasmic protein LptA,HBY39401.1,,DEH24_08290,
lptC,lptC,DEH24_08295,Protein Homology,6635,7198,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948345.1,LPS export ABC transporter periplasmic protein LptC,HBY39402.1,,DEH24_08295,
kdsC,kdsC,DEH24_08300,Protein Homology,7195,7749,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_010179846.1,3-deoxy-manno-octulosonate-8-phosphatase KdsC,HBY39403.1,,DEH24_08300,
DEH24_08305,,DEH24_08305,Protein Homology,7749,8418,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006992769.1,D-arabinose 5-phosphate isomerase,HBY39404.1,,DEH24_08305,
DEH24_10075,,DEH24_10075,Protein Homology,1,720,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008846342.1,thiamine biosynthesis protein ThiF,HBY39755.1,,DEH24_10075,
DEH24_10080,,DEH24_10080,Protein Homology,717,1319,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011567056.1,thiamine phosphate synthase,HBY39756.1,,DEH24_10080,
DEH24_10085,,DEH24_10085,Protein Homology,1323,2099,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019090189.1,thiazole synthase,HBY39757.1,,DEH24_10085,
thiS,thiS,DEH24_10090,Protein Homology,2104,2304,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008039037.1,thiamine biosynthesis protein ThiS,HBY39758.1,,DEH24_10090,
DEH24_10095,,DEH24_10095,Protein Homology,2312,3310,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011746391.1,FAD-dependent oxidoreductase,HBY39759.1,,DEH24_10095,
thiD,thiD,DEH24_10100,Protein Homology,3312,4133,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_009826818.1,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,HBY39760.1,,DEH24_10100,
DEH24_10105,,DEH24_10105,Protein Homology,4461,5573,-,,,COORDINATES: protein motif:HMM:PF00266.17,hypothetical protein,HBY39761.1,,DEH24_10105,
DEH24_10110,,DEH24_10110,Protein Homology,5577,6737,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013662623.1,DUF1864 domain-containing protein,HBY39762.1,,DEH24_10110,
DEH24_10115,,DEH24_10115,Protein Homology,6880,7344,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013662622.1,Lrp/AsnC family transcriptional regulator,HBY39763.1,,DEH24_10115,
DEH24_10120,,DEH24_10120,Protein Homology,7375,8205,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980564.1,NAD(+) diphosphatase,HBY39764.1,,DEH24_10120,
DEH24_10125,,DEH24_10125,Protein Homology,8424,8888,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013786383.1,sigma D regulator,HBY39765.1,,DEH24_10125,
DEH24_10130,,DEH24_10130,Protein Homology,8960,9273,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014951103.1,transcriptional repressor,HBY39766.1,,DEH24_10130,
DEH24_10135,,DEH24_10135,Protein Homology,9582,9765,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013786384.1,transcriptional repressor,HBY39767.1,,DEH24_10135,
DEH24_10140,,DEH24_10140,Protein Homology,9755,9855,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999866.1,chemotaxis protein CheX,HBY39768.1,,DEH24_10140,
DEH24_10145,,DEH24_10145,Protein Homology,10169,10554,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014999866.1,chemotaxis protein CheX,HBY39769.1,,DEH24_10145,
DEH24_10150,,DEH24_10150,Protein Homology,10544,10975,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018984183.1,YjbQ family protein,HBY39770.1,,DEH24_10150,
DEH24_10155,,DEH24_10155,Protein Homology,11065,12276,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013786387.1,flagellar motor protein MotB,HBY39771.1,,DEH24_10155,
DEH24_10160,,DEH24_10160,Protein Homology,12438,13457,+,,,COORDINATES: protein motif:HMM:PF00561.18,hypothetical protein,HBY39772.1,,DEH24_10160,
DEH24_10165,,DEH24_10165,Protein Homology,13494,14882,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007106677.1,replicative DNA helicase,HBY39773.1,,DEH24_10165,
DEH24_10170,,DEH24_10170,Protein Homology,15108,16328,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007165048.1,hypothetical protein,HBY39774.1,,DEH24_10170,
DEH24_10175,,DEH24_10175,GeneMarkS+,16476,17321,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY39775.1,,DEH24_10175,
DEH24_10180,,DEH24_10180,Protein Homology,17991,21023,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013752955.1,TonB-dependent receptor,HBY39776.1,,DEH24_10180,
DEH24_10185,,DEH24_10185,Protein Homology,21118,24858,+,,,COORDINATES: protein motif:HMM:TIGR01965,hypothetical protein,HBY39777.1,,DEH24_10185,
DEH24_10190,,DEH24_10190,Protein Homology,25136,26110,-,,,COORDINATES: protein motif:HMM:PF13349.4,hypothetical protein,HBY39778.1,,DEH24_10190,
DEH24_10195,,DEH24_10195,Protein Homology,26126,26632,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007985144.1,hypothetical protein,HBY39779.1,,DEH24_10195,
DEH24_10200,,DEH24_10200,Protein Homology,26619,27194,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007642944.1,RNA polymerase subunit sigma-70,HBY39780.1,,DEH24_10200,
DEH24_10205,,DEH24_10205,Protein Homology,27341,27982,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018984175.1,MOSC domain-containing protein,HBY39781.1,,DEH24_10205,
DEH24_10210,,DEH24_10210,Protein Homology,27930,28430,+,,,COORDINATES: protein motif:HMM:PF06094.10,hypothetical protein,HBY39782.1,,DEH24_10210,
DEH24_10215,,DEH24_10215,Protein Homology,28503,29042,+,,,COORDINATES: protein motif:HMM:PF05838.10,hypothetical protein,HBY39783.1,,DEH24_10215,
DEH24_10220,,DEH24_10220,Protein Homology,29053,29778,+,,,COORDINATES: protein motif:HMM:PF11351.6,hypothetical protein,HBY39784.1,,DEH24_10220,
DEH24_10225,,DEH24_10225,Protein Homology,29871,30323,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011576461.1,50S ribosomal protein L9,HBY39785.1,,DEH24_10225,
rpsR,rpsR,DEH24_10230,Protein Homology,30351,30578,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_016400825.1,30S ribosomal protein S18,HBY39786.1,,DEH24_10230,
DEH24_10235,,DEH24_10235,Protein Homology,30591,30930,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012519955.1,30S ribosomal protein S6,HBY39787.1,,DEH24_10235,
DEH24_17380,,DEH24_17380,GeneMarkS+,1,474,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY41203.1,,DEH24_17380,
DEH24_17385,,DEH24_17385,GeneMarkS+,467,895,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY41204.1,,DEH24_17385,
DEH24_17390,,DEH24_17390,Protein Homology,1001,2119,-,,,COORDINATES: protein motif:HMM:PF00331.18,1%2C4-beta-xylanase,HBY41205.1,,DEH24_17390,
DEH24_17395,,DEH24_17395,Protein Homology,2123,3641,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_020262073.1,beta-glucosidase,HBY41206.1,,DEH24_17395,
DEH24_10780,,DEH24_10780,GeneMarkS+,1,1662,+,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY39894.1,,DEH24_10780,
DEH24_10785,,DEH24_10785,Protein Homology,1711,2151,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_020195640.1,DUF3291 domain-containing protein,HBY39895.1,,DEH24_10785,
DEH24_10790,,DEH24_10790,Protein Homology,2293,3562,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_018983396.1,hypothetical protein,HBY39896.1,,DEH24_10790,
DEH24_10795,,DEH24_10795,Protein Homology,3875,4158,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_018983396.1,hypothetical protein,HBY39897.1,,DEH24_10795,
DEH24_10800,,DEH24_10800,Protein Homology,4169,4489,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008843093.1,carbonic anhydrase,HBY39898.1,,DEH24_10800,
DEH24_02935,,DEH24_02935,GeneMarkS+,1,268,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY38343.1,,DEH24_02935,
DEH24_02940,,DEH24_02940,Protein Homology,268,2109,-,,,COORDINATES: protein motif:HMM:PF13229.4,hypothetical protein,HBY38344.1,,DEH24_02940,
DEH24_02945,,DEH24_02945,Protein Homology,2106,3098,-,,,COORDINATES: protein motif:HMM:PF02470.18,hypothetical protein,HBY38345.1,,DEH24_02945,
DEH24_02950,,DEH24_02950,Protein Homology,3095,3751,-,,,COORDINATES: protein motif:HMM:PF00005.25,hypothetical protein,HBY38346.1,,DEH24_02950,
DEH24_02955,,DEH24_02955,Protein Homology,3748,4548,-,,,COORDINATES: protein motif:HMM:PF02405.14,ABC transporter permease,HBY38347.1,,DEH24_02955,
DEH24_02960,,DEH24_02960,GeneMarkS+,4529,5248,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY38348.1,,DEH24_02960,
DEH24_02965,,DEH24_02965,Protein Homology,5223,5879,-,,,COORDINATES: protein motif:HMM:PF14559.4,tetratricopeptide repeat protein,HBY38349.1,,DEH24_02965,
DEH24_02970,,DEH24_02970,Protein Homology,5930,6970,-,,,COORDINATES: protein motif:HMM:PF02169.14,hypothetical protein,HBY38350.1,,DEH24_02970,
DEH24_02975,,DEH24_02975,Protein Homology,6983,7717,-,,,COORDINATES: protein motif:HMM:PF01464.18,hypothetical protein,HBY38351.1,,DEH24_02975,
DEH24_13165,,DEH24_13165,Protein Homology,1,296,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019690925.1,AraC family transcriptional regulator,HBY40368.1,,DEH24_13165,
DEH24_13170,,DEH24_13170,Protein Homology,341,787,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008046293.1,cupin domain-containing protein,HBY40369.1,,DEH24_13170,
DEH24_13175,,DEH24_13175,Protein Homology,1234,2424,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013078930.1,(2Fe-2S)-binding protein,HBY40370.1,,DEH24_13175,
DEH24_13180,,DEH24_13180,Protein Homology,2443,3402,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007399435.1,oxidoreductase,HBY40371.1,,DEH24_13180,
DEH24_13185,,DEH24_13185,Protein Homology,3490,4449,-,,,COORDINATES: protein motif:HMM:PF12833.5,AraC family transcriptional regulator,HBY40372.1,,DEH24_13185,
DEH24_04330,,DEH24_04330,Protein Homology,1,209,-,,,COORDINATES: protein motif:HMM:PF04246.10,transcriptional regulator,HBY38620.1,,DEH24_04330,
DEH24_04335,,DEH24_04335,Protein Homology,206,1297,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998997.1,sigma-E factor regulatory protein RseB,HBY38621.1,,DEH24_04335,
DEH24_04340,,DEH24_04340,Protein Homology,1306,1887,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014998998.1,transcriptional regulator,HBY38622.1,,DEH24_04340,
rpoE,rpoE,DEH24_04345,Protein Homology,1983,2561,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_018982985.1,RNA polymerase sigma factor RpoE,HBY38623.1,,DEH24_04345,
DEH24_08150,,DEH24_08150,Protein Homology,1,663,-,,,COORDINATES: protein motif:HMM:PF08468.9,16S rRNA methyltransferase,HBY39373.1,,DEH24_08150,
DEH24_08155,,DEH24_08155,Protein Homology,660,1379,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516798.1,tRNA (guanosine(46)-N7)-methyltransferase TrmB,HBY39374.1,,DEH24_08155,
DEH24_08160,,DEH24_08160,Protein Homology,1477,2163,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013785837.1,alpha/beta hydrolase,HBY39375.1,,DEH24_08160,
DEH24_08165,,DEH24_08165,Protein Homology,2281,3324,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018984364.1,A/G-specific adenine glycosylase,HBY39376.1,,DEH24_08165,
DEH24_08170,,DEH24_08170,Protein Homology,3355,3630,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011079450.1,oxidative damage protection protein,HBY39377.1,,DEH24_08170,
DEH24_21085,,DEH24_21085,Protein Homology,1,228,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008989060.1,arsenical-resistance protein,HBY41935.1,,DEH24_21085,
DEH24_21090,,DEH24_21090,Protein Homology,530,945,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014258090.1,arsenical-resistance protein,HBY41936.1,,DEH24_21090,
arsH,arsH,DEH24_21095,Protein Homology,975,1694,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007642795.1,arsenical resistance protein ArsH,HBY41937.1,,DEH24_21095,
DEH24_21100,,DEH24_21100,Protein Homology,1694,2164,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008842896.1,low molecular weight phosphatase family protein,HBY41938.1,,DEH24_21100,
DEH24_21105,,DEH24_21105,Protein Homology,2205,2537,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_016400497.1,transcriptional regulator,HBY41939.1,,DEH24_21105,
DEH24_21110,,DEH24_21110,Protein Homology,2655,3434,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_010660047.1,3-oxoacyl-ACP reductase,HBY41940.1,,DEH24_21110,
DEH24_21115,,DEH24_21115,Protein Homology,3709,4467,+,,,COORDINATES: protein motif:HMM:PF06707.9,PEP-CTERM sorting domain-containing protein,HBY41941.1,,DEH24_21115,
DEH24_21120,,DEH24_21120,Protein Homology,4539,4841,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011576786.1,hypothetical protein,HBY41942.1,,DEH24_21120,
DEH24_21125,,DEH24_21125,GeneMarkS+,4846,5025,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY41943.1,,DEH24_21125,
coaE,coaE,DEH24_15735,Protein Homology,1,418,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013782950.1,dephospho-CoA kinase,HBY40875.1,,DEH24_15735,
DEH24_15740,,DEH24_15740,GeneMarkS+,419,688,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY40876.1,,DEH24_15740,
DEH24_15745,,DEH24_15745,GeneMarkS+,681,1142,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY40877.1,,DEH24_15745,
DEH24_15750,,DEH24_15750,Protein Homology,1148,1453,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014107395.1,DUF883 domain-containing protein,HBY40878.1,,DEH24_15750,
DEH24_15755,,DEH24_15755,Protein Homology,1760,2515,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015067815.1,cell division protein ZapD,HBY40879.1,,DEH24_15755,
DEH24_15760,,DEH24_15760,Protein Homology,2518,2742,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012519434.1,DNA gyrase inhibitor YacG,HBY40880.1,,DEH24_15760,
DEH24_15765,,DEH24_15765,Protein Homology,2750,3613,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014980028.1,aspartoacylase,HBY40881.1,,DEH24_15765,
DEH24_15770,,DEH24_15770,GeneMarkS+,3871,4050,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY40882.1,,DEH24_15770,
DEH24_15775,,DEH24_15775,Protein Homology,4049,5356,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_017785195.1,methyl-accepting chemotaxis protein,HBY40883.1,,DEH24_15775,
DEH24_15780,,DEH24_15780,GeneMarkS+,5460,5680,-,,,COORDINATES: ab initio prediction:GeneMarkS+,hypothetical protein,HBY40884.1,,DEH24_15780,
DEH24_06625,,DEH24_06625,Protein Homology,1,1947,-,,,COORDINATES: protein motif:HMM:PF15979.3,glycosyl hydrolase,HBY39069.1,,DEH24_06625,
DEH24_06630,,DEH24_06630,Protein Homology,2132,3091,-,,,COORDINATES: protein motif:HMM:PF05193.19,hypothetical protein,HBY39070.1,,DEH24_06630,
DEH24_19120,,DEH24_19120,Protein Homology,1,629,-,catalyzes the formation of protocatechuate from 4-hydroxybenzoate,,COORDINATES: similar to AA sequence:RefSeq:WP_011576600.1,4-hydroxybenzoate 3-monooxygenase,HBY41550.1,,DEH24_19120,1.14.13.2
DEH24_19125,,DEH24_19125,Protein Homology,740,1633,+,,,COORDINATES: protein motif:HMM:PF02311.17,hypothetical protein,HBY41551.1,,DEH24_19125,
DEH24_19130,,DEH24_19130,Protein Homology,1658,2851,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011576598.1,LysR family transcriptional regulator,HBY41552.1,,DEH24_19130,
ligK,ligK,DEH24_19135,Protein Homology,2985,3680,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011576597.1,4-carboxy-4-hydroxy-2-oxoadipate aldolase/oxaloacetate decarboxylase,HBY41553.1,,DEH24_19135,
DEH24_19140,,DEH24_19140,Protein Homology,3701,4780,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006273242.1,4-oxalomesaconate tautomerase,HBY41554.1,,DEH24_19140,
