gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags,ec_numbers
EZ55_RS02600,,EZ55_RS02600,ALTBGP6_00523,Protein Homology,587089,588426,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978201.1,alginate export family protein,WP_156077838.1,,,,,,ALTBGP6_00523,
EZ55_RS02605,,EZ55_RS02605,ALTBGP6_00524,Protein Homology,588569,589840,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978202.1,NRAMP family divalent metal transporter,WP_156077839.1,"GO:0030001,GO:0046872,GO:0046873,GO:0016020",membrane|0016020||IEA,"metal ion binding|0046872||IEA,metal ion transmembrane transporter activity|0046873||IEA",metal ion transport|0030001||IEA,,ALTBGP6_00524,
EZ55_RS02610,,EZ55_RS02610,ALTBGP6_00525,Protein Homology,590045,590458,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948129.1,hypothetical protein,WP_207198713.1,,,,,,ALTBGP6_00525,
glyA,glyA,EZ55_RS02615,ALTBGP6_00526,Protein Homology,590468,591724,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948130.1,serine hydroxymethyltransferase,WP_156077840.1,"GO:0019264,GO:0004372,GO:0008270,GO:0030170,GO:0070905",,"glycine hydroxymethyltransferase activity|0004372||IEA,zinc ion binding|0008270||IEA,pyridoxal phosphate binding|0030170||IEA,serine binding|0070905||IEA",glycine biosynthetic process from serine|0019264||IEA,,ALTBGP6_00526,2.1.2.1
EZ55_RS02620,,EZ55_RS02620,ALTBGP6_00527,Protein Homology,591896,592753,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978205.1,LysR family transcriptional regulator,WP_014978205.1,"GO:0006355,GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",regulation of DNA-templated transcription|0006355||IEA,,ALTBGP6_00527,
EZ55_RS02625,,EZ55_RS02625,ALTBGP6_00528,Protein Homology,592844,593173,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015066140.1,zinc ribbon domain-containing protein YjdM,WP_014948132.1,,,,,,ALTBGP6_00528,
EZ55_RS02630,,EZ55_RS02630,ALTBGP6_00529,Protein Homology,593198,593653,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948133.1,GNAT family N-acetyltransferase,WP_061439325.1,"GO:0008080,GO:0016746",,"N-acetyltransferase activity|0008080||IEA,acyltransferase activity|0016746||IEA",,,ALTBGP6_00529,2.3.-.-
EZ55_RS02635,,EZ55_RS02635,ALTBGP6_00530,Protein Homology,593706,594134,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978208.1,GNAT family N-acetyltransferase,WP_044583803.1,"GO:0008080,GO:0016746",,"N-acetyltransferase activity|0008080||IEA,acyltransferase activity|0016746||IEA",,,ALTBGP6_00530,2.3.-.-
EZ55_RS02640,,EZ55_RS02640,ALTBGP6_00531,Protein Homology,594170,594538,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975552.1,YnfA family protein,WP_061439330.1,GO:0016020,membrane|0016020||IEA,,,,ALTBGP6_00531,
EZ55_RS02645,,EZ55_RS02645,ALTBGP6_00532,Protein Homology,594603,594854,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948136.1,hypothetical protein,WP_014948136.1,,,,,,ALTBGP6_00532,
EZ55_RS02650,,EZ55_RS02650,ALTBGP6_00533,Protein Homology,594926,595192,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975553.1,hypothetical protein,WP_231513031.1,,,,,,ALTBGP6_00533,
EZ55_RS02655,,EZ55_RS02655,ALTBGP6_00535,Protein Homology,595666,595947,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975554.1,hypothetical protein,WP_156077841.1,,,,,,ALTBGP6_00535,
EZ55_RS02660,,EZ55_RS02660,ALTBGP6_00536,Protein Homology,596100,596387,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975555.1,hypothetical protein,WP_156077842.1,,,,,,ALTBGP6_00536,
EZ55_RS02665,,EZ55_RS02665,ALTBGP6_00538,Protein Homology,596871,597575,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978215.1,hypothetical protein,WP_156077843.1,,,,,,ALTBGP6_00538,
EZ55_RS02670,,EZ55_RS02670,ALTBGP6_00539,Protein Homology,597775,598824,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012323703.1,IS110 family RNA-guided transposase,WP_061485967.1,GO:0004803,,transposase activity|0004803||IEA,,,ALTBGP6_00539,
EZ55_RS02675,,EZ55_RS02675,ALTBGP6_00540,Protein Homology,599291,599713,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975557.1,GCN5 family acetyltransferase,WP_156077844.1,,,,,,ALTBGP6_00540,
EZ55_RS02680,,EZ55_RS02680,ALTBGP6_00541,Protein Homology,599905,600954,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012323703.1,IS110 family RNA-guided transposase,WP_061485967.1,GO:0004803,,transposase activity|0004803||IEA,,,ALTBGP6_00541,
EZ55_RS02685,,EZ55_RS02685,ALTBGP6_00542,Protein Homology,601424,601708,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013785553.1,hypothetical protein,WP_014975558.1,,,,,,ALTBGP6_00542,
EZ55_RS02690,,EZ55_RS02690,ALTBGP6_00543,Protein Homology,601904,602953,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012323703.1,IS110 family RNA-guided transposase,WP_061485967.1,GO:0004803,,transposase activity|0004803||IEA,,,ALTBGP6_00543,
EZ55_RS02695,,EZ55_RS02695,ALTBGP6_00544,GeneMarkS-2+,603429,603794,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_014975559.1,,,,,,ALTBGP6_00544,
fadA,fadA,EZ55_RS02710,ALTBGP6_00546,Protein Homology,604564,605727,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517163.1,acetyl-CoA C-acyltransferase FadA,WP_156077845.1,"GO:0006631,GO:0003988",,acetyl-CoA C-acyltransferase activity|0003988||IEA,fatty acid metabolic process|0006631||IEA,,ALTBGP6_00546,2.3.1.16
fadB,fadB,EZ55_RS02715,ALTBGP6_00547,Protein Homology,605746,607896,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013785547.1,fatty acid oxidation complex subunit alpha FadB,WP_156077846.1,"GO:0006631,GO:0016491,GO:0070403",,"oxidoreductase activity|0016491||IEA,NAD+ binding|0070403||IEA",fatty acid metabolic process|0006631||IEA,,ALTBGP6_00547,
EZ55_RS02720,,EZ55_RS02720,ALTBGP6_00548,Protein Homology,608392,610455,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948147.1,transglycosylase SLT domain-containing protein,WP_156077847.1,,,,,,ALTBGP6_00548,
pepQ,pepQ,EZ55_RS02725,ALTBGP6_00549,Protein Homology,610614,611945,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517166.1,Xaa-Pro dipeptidase,WP_156077848.1,,,,,,ALTBGP6_00549,3.4.13.9
EZ55_RS02730,,EZ55_RS02730,ALTBGP6_00550,Protein Homology,612226,612942,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948149.1,ZIP family metal transporter,WP_156077849.1,"GO:0030001,GO:0055085,GO:0046873",,metal ion transmembrane transporter activity|0046873||IEA,"metal ion transport|0030001||IEA,transmembrane transport|0055085||IEA",,ALTBGP6_00550,
ispB,ispB,EZ55_RS02735,ALTBGP6_00551,Protein Homology,613054,614028,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997220.1,octaprenyl diphosphate synthase,WP_156077850.1,GO:0008299,,,isoprenoid biosynthetic process|0008299||IEA,,ALTBGP6_00551,2.5.1.90
rplU,rplU,EZ55_RS02740,ALTBGP6_00552,Protein Homology,614804,615115,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_000271393.1,50S ribosomal protein L21,WP_012517169.1,"GO:0006412,GO:0003723,GO:0003735,GO:0005840",ribosome|0005840||IEA,"RNA binding|0003723||IEA,structural constituent of ribosome|0003735||IEA",translation|0006412||IEA,,ALTBGP6_00552,
rpmA,rpmA,EZ55_RS02745,ALTBGP6_00553,Protein Homology,615131,615388,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011045240.1,50S ribosomal protein L27,WP_012517170.1,"GO:0006412,GO:0003735,GO:0000315,GO:0022625","organellar large ribosomal subunit|0000315||IEA,cytosolic large ribosomal subunit|0022625||IEA",structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,ALTBGP6_00553,
cgtA,cgtA,EZ55_RS02750,ALTBGP6_00554,Protein Homology,615649,616815,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517171.1,Obg family GTPase CgtA,WP_014948151.1,"GO:0000287,GO:0003924,GO:0005525",,"magnesium ion binding|0000287||IEA,GTPase activity|0003924||IEA,GTP binding|0005525||IEA",,,ALTBGP6_00554,
EZ55_RS02755,,EZ55_RS02755,ALTBGP6_00555,Protein Homology,617002,617256,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975591.1,S24/S26 family peptidase,WP_231513033.1,,,,,,ALTBGP6_00555,
sodN,sodN,EZ55_RS02760,ALTBGP6_00556,Protein Homology,617290,617787,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948153.1,superoxide dismutase%2C Ni,WP_156077852.1,"GO:0019430,GO:0004784,GO:0016151",,"superoxide dismutase activity|0004784||IEA,nickel cation binding|0016151||IEA",removal of superoxide radicals|0019430||IEA,,ALTBGP6_00556,1.15.1.1
EZ55_RS02765,,EZ55_RS02765,ALTBGP6_00557,Protein Homology,617801,618007,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948154.1,hypothetical protein,WP_014978232.1,,,,,,ALTBGP6_00557,
EZ55_RS02770,,EZ55_RS02770,ALTBGP6_00558,Protein Homology,618071,618436,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997222.1,hypothetical protein,WP_039224426.1,,,,,,ALTBGP6_00558,
folA,folA,EZ55_RS02775,ALTBGP6_00559,Protein Homology,618619,619116,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997223.1,type 3 dihydrofolate reductase,WP_039231980.1,"GO:0046654,GO:0004146",,dihydrofolate reductase activity|0004146||IEA,tetrahydrofolate biosynthetic process|0046654||IEA,,ALTBGP6_00559,
rpoS,rpoS,EZ55_RS02780,ALTBGP6_00560,Protein Homology,619230,620222,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517173.1,RNA polymerase sigma factor RpoS,WP_014978235.1,"GO:0006352,GO:0006355,GO:0003677,GO:0003700,GO:0016987",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA,sigma factor activity|0016987||IEA","DNA-templated transcription initiation|0006352||IEA,regulation of DNA-templated transcription|0006355||IEA",,ALTBGP6_00560,
EZ55_RS02785,,EZ55_RS02785,ALTBGP6_00561,Protein Homology,620295,621134,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978236.1,peptidoglycan DD-metalloendopeptidase family protein,WP_052247334.1,,,,,,ALTBGP6_00561,
EZ55_RS02790,,EZ55_RS02790,ALTBGP6_00562,Protein Homology,621166,621744,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008126892.1,YqaA family protein,WP_156077853.1,GO:0005886,plasma membrane|0005886||IEA,,,,ALTBGP6_00562,
EZ55_RS02795,,EZ55_RS02795,ALTBGP6_00563,Protein Homology,621741,622376,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948160.1,protein-L-isoaspartate(D-aspartate) O-methyltransferase,WP_014948160.1,"GO:0036211,GO:0004719",,protein-L-isoaspartate (D-aspartate) O-methyltransferase activity|0004719||IEA,protein modification process|0036211||IEA,,ALTBGP6_00563,2.1.1.77
truD,truD,EZ55_RS02800,ALTBGP6_00564,Protein Homology,622457,623542,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948161.1,tRNA pseudouridine(13) synthase TruD,WP_014975597.1,"GO:0001522,GO:0009451,GO:0003723,GO:0009982",,"RNA binding|0003723||IEA,pseudouridine synthase activity|0009982||IEA","pseudouridine synthesis|0001522||IEA,RNA modification|0009451||IEA",,ALTBGP6_00564,5.4.99.27
ispF,ispF,EZ55_RS02805,ALTBGP6_00565,Protein Homology,623539,624012,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975598.1,2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase,WP_014948162.1,"GO:0019288,GO:0008685",,2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase activity|0008685||IEA,isopentenyl diphosphate biosynthetic process%2C methylerythritol 4-phosphate pathway|0019288||IEA,,ALTBGP6_00565,4.6.1.12
ispD,ispD,EZ55_RS02810,ALTBGP6_00566,Protein Homology,624012,624773,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948163.1,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,WP_156077854.1,"GO:0008299,GO:0019288,GO:0050518",,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity|0050518||IEA,"isoprenoid biosynthetic process|0008299||IEA,isopentenyl diphosphate biosynthetic process%2C methylerythritol 4-phosphate pathway|0019288||IEA",,ALTBGP6_00566,2.7.7.60
ftsB,ftsB,EZ55_RS02815,ALTBGP6_00567,Protein Homology,624779,625069,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012519942.1,cell division protein FtsB,WP_014948164.1,,,,,,ALTBGP6_00567,
EZ55_RS02820,,EZ55_RS02820,ALTBGP6_00568,Protein Homology,625168,626883,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517181.1,TIGR03545 family protein,WP_156077855.1,,,,,,ALTBGP6_00568,
EZ55_RS02825,,EZ55_RS02825,ALTBGP6_00569,Protein Homology,627226,628848,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517182.1,methyl-accepting chemotaxis protein,WP_014948166.1,"GO:0006935,GO:0007165,GO:0004888,GO:0016020",membrane|0016020||IEA,transmembrane signaling receptor activity|0004888||IEA,"chemotaxis|0006935||IEA,signal transduction|0007165||IEA",,ALTBGP6_00569,
putA,putA,EZ55_RS02830,ALTBGP6_00570,Protein Homology,629294,633091,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015066169.1,bifunctional proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase PutA,WP_156077856.1,"GO:0006355,GO:0010133,GO:0003700,GO:0003842,GO:0004657,GO:0016620",,"DNA-binding transcription factor activity|0003700||IEA,L-glutamate gamma-semialdehyde dehydrogenase activity|0003842||IEA,proline dehydrogenase activity|0004657||IEA,oxidoreductase activity%2C acting on the aldehyde or oxo group of donors%2C NAD or NADP as acceptor|0016620||IEA","regulation of DNA-templated transcription|0006355||IEA,L-proline catabolic process to L-glutamate|0010133||IEA",,ALTBGP6_00570,"1.2.1.88,1.5.5.2"
EZ55_RS02835,,EZ55_RS02835,ALTBGP6_00571,Protein Homology,633352,634806,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978244.1,TolC family protein,WP_156077857.1,"GO:0055085,GO:0015562",,efflux transmembrane transporter activity|0015562||IEA,transmembrane transport|0055085||IEA,,ALTBGP6_00571,
EZ55_RS02840,,EZ55_RS02840,ALTBGP6_00572,Protein Homology,634803,636281,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975605.1,efflux RND transporter periplasmic adaptor subunit,WP_156077858.1,"GO:0055085,GO:0022857,GO:0042802,GO:0016020",membrane|0016020||IEA,"transmembrane transporter activity|0022857||IEA,identical protein binding|0042802||IEA",transmembrane transport|0055085||IEA,,ALTBGP6_00572,
EZ55_RS02845,,EZ55_RS02845,ALTBGP6_00573,Protein Homology,636271,639498,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978246.1,efflux RND transporter permease subunit,WP_197040329.1,"GO:0042908,GO:0015562,GO:0022857,GO:0016020",membrane|0016020||IEA,"efflux transmembrane transporter activity|0015562||IEA,transmembrane transporter activity|0022857||IEA",xenobiotic transport|0042908||IEA,,ALTBGP6_00573,
EZ55_RS02850,,EZ55_RS02850,ALTBGP6_00574,Protein Homology,639470,640210,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978247.1,response regulator transcription factor,WP_156077859.1,"GO:0000160,GO:0006355,GO:0000156,GO:0003677",,"phosphorelay response regulator activity|0000156||IEA,DNA binding|0003677||IEA","phosphorelay signal transduction system|0000160||IEA,regulation of DNA-templated transcription|0006355||IEA",,ALTBGP6_00574,
EZ55_RS02855,,EZ55_RS02855,ALTBGP6_00575,Protein Homology,640204,641553,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948174.1,sensor histidine kinase,WP_156077860.1,"GO:0000160,GO:0007165,GO:0000155,GO:0004673,GO:0005524,GO:0016020",membrane|0016020||IEA,"phosphorelay sensor kinase activity|0000155||IEA,protein histidine kinase activity|0004673||IEA,ATP binding|0005524||IEA","phosphorelay signal transduction system|0000160||IEA,signal transduction|0007165||IEA",,ALTBGP6_00575,2.7.13.3
EZ55_RS02860,,EZ55_RS02860,ALTBGP6_00576,Protein Homology,641687,642499,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975608.1,TIGR04211 family SH3 domain-containing protein,WP_014948175.1,,,,,,ALTBGP6_00576,
EZ55_RS02865,,EZ55_RS02865,ALTBGP6_00577,Protein Homology,642462,643967,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975609.1,CYTH domain-containing protein,WP_014948176.1,"GO:0046872,GO:0050355",,"metal ion binding|0046872||IEA,inorganic triphosphate phosphatase activity|0050355||IEA",,,ALTBGP6_00577,3.6.1.25
EZ55_RS02870,,EZ55_RS02870,ALTBGP6_00578,Protein Homology,644044,645123,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978251.1,helix-turn-helix domain-containing protein,WP_101563442.1,"GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",,,ALTBGP6_00578,
mutH,mutH,EZ55_RS02875,ALTBGP6_00579,Protein Homology,645155,645832,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997238.1,DNA mismatch repair endonuclease MutH,WP_014948178.1,"GO:0006304,GO:0004519",,endonuclease activity|0004519||IEA,DNA modification|0006304||IEA,,ALTBGP6_00579,
rppH,rppH,EZ55_RS02880,ALTBGP6_00580,Protein Homology,645946,646488,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997239.1,RNA pyrophosphohydrolase,WP_014948179.1,GO:0016787,,hydrolase activity|0016787||IEA,,,ALTBGP6_00580,3.6.1.-
ptsP,ptsP,EZ55_RS02885,ALTBGP6_00581,Protein Homology,646612,648903,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014107583.1,phosphoenolpyruvate--protein phosphotransferase,WP_039224899.1,,,,,,ALTBGP6_00581,2.7.3.9
EZ55_RS02890,,EZ55_RS02890,ALTBGP6_00582,Protein Homology,648907,649713,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997241.1,sulfite exporter TauE/SafE family protein,WP_014975612.1,"GO:0006810,GO:0016020",membrane|0016020||IEA,,transport|0006810||IEA,,ALTBGP6_00582,
lgt,lgt,EZ55_RS02895,ALTBGP6_00583,Protein Homology,649718,650530,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948182.1,prolipoprotein diacylglyceryl transferase,WP_014978255.1,"GO:0009249,GO:0008961,GO:0016020",membrane|0016020||IEA,phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity|0008961||IEA,protein lipoylation|0009249||IEA,,ALTBGP6_00583,2.5.1.145
EZ55_RS02900,,EZ55_RS02900,ALTBGP6_00584,Protein Homology,650539,651372,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011846161.1,thymidylate synthase,WP_014948183.1,"GO:0006231,GO:0004799",,thymidylate synthase activity|0004799||IEA,dTMP biosynthetic process|0006231||IEA,,ALTBGP6_00584,2.1.1.45
EZ55_RS02905,,EZ55_RS02905,ALTBGP6_00585,Protein Homology,651382,652452,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997244.1,response regulator,WP_039224447.1,,,,,,ALTBGP6_00585,
EZ55_RS02910,,EZ55_RS02910,ALTBGP6_00586,Protein Homology,652449,653438,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948185.1,sensor domain-containing diguanylate cyclase,WP_014978257.1,"GO:0009966,GO:0009975",,cyclase activity|0009975||IEA,regulation of signal transduction|0009966||IEA,,ALTBGP6_00586,2.7.7.65
EZ55_RS02915,,EZ55_RS02915,ALTBGP6_00587,Protein Homology,653433,655619,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948186.1,response regulator,WP_156077861.1,GO:0000160,,,phosphorelay signal transduction system|0000160||IEA,,ALTBGP6_00587,
EZ55_RS02920,,EZ55_RS02920,ALTBGP6_00588,Protein Homology,655705,657051,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948187.1,AmpG family muropeptide MFS transporter,WP_101563445.1,"GO:0006810,GO:0022857",,transmembrane transporter activity|0022857||IEA,transport|0006810||IEA,,ALTBGP6_00588,
EZ55_RS02925,,EZ55_RS02925,ALTBGP6_00589,Protein Homology,657095,657418,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948188.1,hypothetical protein,WP_014948188.1,,,,,,ALTBGP6_00589,
EZ55_RS02930,,EZ55_RS02930,ALTBGP6_00590,Protein Homology,657561,658448,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948189.1,DUF3530 family protein,WP_156077862.1,,,,,,ALTBGP6_00590,
rluA,rluA,EZ55_RS02935,ALTBGP6_00591,Protein Homology,658599,659315,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948190.1,bifunctional tRNA pseudouridine(32) synthase/23S rRNA pseudouridine(746) synthase RluA,WP_014948190.1,"GO:0001522,GO:0009451,GO:0003723,GO:0009982",,"RNA binding|0003723||IEA,pseudouridine synthase activity|0009982||IEA","pseudouridine synthesis|0001522||IEA,RNA modification|0009451||IEA",,ALTBGP6_00591,"5.4.99.28,5.4.99.29"
rapA,rapA,EZ55_RS02940,ALTBGP6_00592,Protein Homology,659365,662226,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978263.1,RNA polymerase-associated protein RapA,WP_156077863.1,"GO:0006355,GO:0005524,GO:0016817,GO:0140658",,"ATP binding|0005524||IEA,hydrolase activity%2C acting on acid anhydrides|0016817||IEA,ATP-dependent chromatin remodeler activity|0140658||IEA",regulation of DNA-templated transcription|0006355||IEA,,ALTBGP6_00592,
EZ55_RS02945,,EZ55_RS02945,ALTBGP6_00593,Protein Homology,662556,663347,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948192.1,DUF4019 domain-containing protein,WP_156077864.1,,,,,,ALTBGP6_00593,
EZ55_RS02950,,EZ55_RS02950,ALTBGP6_00594,Protein Homology,663349,664746,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975622.1,gluzincin family metallopeptidase,WP_156077865.1,,,,,,ALTBGP6_00594,
