ID,start,end,em_Preferred_name,em_BRITE,em_CAZy,em_COG_cat,em_GOs,em_KEGG_Module,em_KEGG_Pathway,em_KEGG_ko,em_PFAMs,em_Preferred_name,em_desc,product,uniprot_entry_name,uniprot_protein_name,uniprot_gene_name
2626312140,342794,343804,,,,O,,,,,"DnaJ,RHH_1",,Alternative locus ID,hypothetical protein,A3PCY5_PROM0,Possible DnaJ domain-containing protein,P9301_09871
2626312141,344226,344474,,,,S,,,,,,,Alternative locus ID,hypothetical protein,A3PCY6_PROM0,Possible Carboxylesterase,P9301_09881
2626312142,344580,347024,pheT,"ko00000,ko00001,ko00002,ko01000,ko01007,ko03016",,J,"GO:0000049,GO:0000166,GO:0000287,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004812,GO:0004826,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006432,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009328,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0017076,GO:0019538,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0034641,GO:0034645,GO:0034660,GO:0035639,GO:0036094,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046872,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:0140098,GO:0140101,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1902494","M00359,M00360","ko00970,map00970",ko:K01890,"B3_4,B5,FDX-ACB,tRNA_bind",pheT,Belongs to the phenylalanyl-tRNA synthetase beta subunit family. Type 1 subfamily,phenylalanyl-tRNA synthetase beta subunit (EC 6.1.1.20),A3PCY7_PROM0,Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS),pheT P9301_09891
2626312143,347086,347319,rpmG,"br01610,ko00000,ko00001,ko00002,ko03011",,J,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904",M00178,"ko03010,map03010",ko:K02913,Ribosomal_L33,rpmG,Belongs to the bacterial ribosomal protein bL33 family,LSU ribosomal protein L33P,RL33_PROM0,Large ribosomal subunit protein bL33 (50S ribosomal protein L33),rpmG rpl33 P9301_09901
2626312144,347336,347557,rpsR,"br01610,ko00000,ko00001,ko00002,ko03011",,J,"GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0019843,GO:0022626,GO:0022627,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",M00178,"ko03010,map03010",ko:K02963,Ribosomal_S18,rpsR,"Binds as a heterodimer with protein S6 to the central domain of the 16S rRNA, where it helps stabilize the platform of the 30S subunit",SSU ribosomal protein S18P,RS18_PROM0,Small ribosomal subunit protein bS18 (30S ribosomal protein S18),rpsR rps18 P9301_09911
2626312145,347603,348787,rnb,"ko00000,ko01000,ko03016",,K,"GO:0000175,GO:0000178,GO:0000932,GO:0003674,GO:0003824,GO:0004518,GO:0004527,GO:0004532,GO:0004540,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006401,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008408,GO:0009056,GO:0009057,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016787,GO:0016788,GO:0016796,GO:0016896,GO:0019439,GO:0022613,GO:0032991,GO:0034470,GO:0034641,GO:0034655,GO:0034660,GO:0035770,GO:0036464,GO:0042254,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046700,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0090501,GO:0090503,GO:0140098,GO:1901360,GO:1901361,GO:1901575,GO:1902494,GO:1905354,GO:1990904",,,ko:K01147,RNB,rnb,Alternative locus ID,RNB domain,A3PCZ0_PROM0,Probable ribonuclease II (EC 3.1.13.1),P9301_09921
2626312146,348856,350400,metG,"ko00000,ko00001,ko00002,ko01000,ko01007,ko03016",,J,"GO:0000166,GO:0003674,GO:0003824,GO:0004812,GO:0004825,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006431,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0017076,GO:0019538,GO:0019752,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0034645,GO:0034660,GO:0035639,GO:0036094,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0046872,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:0140098,GO:0140101,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576","M00359,M00360","ko00450,ko00970,map00450,map00970",ko:K01874,"Anticodon_1,tRNA-synt_1g",metG,Is required not only for elongation of protein synthesis but also for the initiation of all mRNA translation through initiator tRNA(fMet) aminoacylation,methionyl-tRNA synthetase (EC 6.1.1.10),A3PCZ1_PROM0,Methionine--tRNA ligase (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS),metG P9301_09931
2626312147,350426,351007,,,,S,,,,,LptC,,Alternative locus ID,LPS export ABC transporter periplasmic protein LptC,A3PCZ2_PROM0,Possible SMC domain N terminal domain,P9301_09941
2626312148,351004,351630,,,,T,,,,,CCB2_CCB4,,Alternative locus ID,Protein of unknown function (DUF2930),A3PCZ3_PROM0,Cofactor assembly of complex C subunit B,P9301_09951
2626312149,351742,352053,,,,S,,,,,,,Alternative locus ID,hypothetical protein,A3PCZ4_PROM0,Possible Fusion glycoprotein F0,P9301_09961
2626312150,352064,352624,cobU,"ko00000,ko00001,ko00002,ko01000",,H,,M00122,"ko00860,ko01100,map00860,map01100",ko:K02231,CobU,cobU,Alternative locus ID,adenosylcobinamide kinase (EC 2.7.1.156)/adenosylcobinamide-phosphate guanylyltransferase (EC 2.7.7.62),A3PCZ5_PROM0,Adenosylcobinamide kinase (EC 2.7.1.156) (EC 2.7.7.62) (Adenosylcobinamide-phosphate guanylyltransferase),cobU P9301_09971
2626312151,352627,353109,cspR,"ko00000,ko01000,ko03016",,J,,,,ko:K03216,SpoU_methylase,cspR,Belongs to the class IV-like SAM-binding methyltransferase superfamily. RNA methyltransferase TrmH family. TrmL subfamily,"tRNA(Leu) C34 or U34 (ribose-2'-O)-methylase TrmL, contains SPOUT domain",A3PCZ6_PROM0,Putative tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207) (tRNA (cytidine/uridine-2'-O-)-methyltransferase),cspR P9301_09981
2626312152,353139,353212,,,,,,,,,,,,,,,
2626312153,353280,353567,,ko00000,,S,,,,ko:K06891,ClpS,,Belongs to the ClpS family,ATP-dependent Clp protease adapter protein ClpS,A3PCZ7_PROM0,Adaptor protein ClpS core domain-containing protein,P9301_09991
2626312154,353579,353830,,,,S,,,,,DUF1651,,Protein of unknown function (DUF1651),Protein of unknown function (DUF1651),A3PCZ8_PROM0,Molecular chaperone Tir,P9301_10001
2626312155,353827,353976,,,,S,,,,,,,Alternative locus ID,hypothetical protein,A3PCZ9_PROM0,Uncharacterized protein,P9301_10011
2626312156,354182,354331,,,,S,,,,,,,Alternative locus ID,hypothetical protein,A3PD00_PROM0,Uncharacterized protein,P9301_10021
2626312157,354355,354744,,,,CO,,,,,,,Alternative locus ID,hypothetical protein,A3PD01_PROM0,Thioredoxin domain 2,P9301_10031
2626312158,355150,355512,,,,S,,,,,,,Alternative locus ID,hypothetical protein,A3PD02_PROM0,CopG-like ribbon-helix-helix domain-containing protein,P9301_10041
2626312159,355589,355741,,,,,,,,,,,,hypothetical protein,A3PD03_PROM0,Uncharacterized protein,P9301_10051
2626312160,355738,355917,,,,S,,,,,,,Alternative locus ID,hypothetical protein,A3PD04_PROM0,Uncharacterized protein,P9301_10061
2626312161,356081,356254,,,,,,,,,,,,hypothetical protein,A3PD05_PROM0,Prepilin-type N-terminal cleavage/methylation domain-containing protein,P9301_10071
2626312162,356356,356541,,,,,,,,,,,,hypothetical protein,A3PD06_PROM0,Uncharacterized protein,P9301_10081
2626312163,356739,356909,,,,S,,,,,,,Alternative locus ID,hypothetical protein,A3PD07_PROM0,Phage protein,P9301_10091
2626312164,356973,357194,,,,H,,,,,,,Alternative locus ID,hypothetical protein,A3PD08_PROM0,Influenza RNA-dependent RNA polymerase-like protein,P9301_10101
2626312165,357199,357357,,,,S,,,,,,,Alternative locus ID,hypothetical protein,A3PD09_PROM0,Uncharacterized protein,P9301_10111
2626312166,357652,358236,tpx,"ko00000,ko00001,ko01000,ko04147",,O,"GO:0003674,GO:0003824,GO:0004601,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0008152,GO:0009636,GO:0009987,GO:0016209,GO:0016491,GO:0016684,GO:0019725,GO:0042221,GO:0042592,GO:0044424,GO:0044464,GO:0045454,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0051920,GO:0055114,GO:0065007,GO:0065008,GO:0070887,GO:0097237,GO:0098754,GO:0098869,GO:1990748",,"ko04214,map04214",ko:K03386,"1-cysPrx_C,AhpC-TSA",tpx,Alternative locus ID,Alkyl hydroperoxide reductase subunit AhpC (peroxiredoxin),A3PD10_PROM0,thioredoxin-dependent peroxiredoxin (EC 1.11.1.24),ahpC P9301_10121
2626312167,358252,359004,,,,,,,,,,,,hypothetical protein,A3PD11_PROM0,Uncharacterized protein,P9301_10131
2626312168,359037,360791,ftsH4,"ko00000,ko00002,ko01000,ko01002,ko03110",,D,"GO:0000166,GO:0003674,GO:0003824,GO:0004175,GO:0004176,GO:0004222,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0006091,GO:0006508,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0008270,GO:0009056,GO:0009057,GO:0009314,GO:0009416,GO:0009579,GO:0009628,GO:0009642,GO:0009644,GO:0009765,GO:0009892,GO:0009987,GO:0010109,GO:0010205,GO:0010206,GO:0010304,GO:0015979,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019222,GO:0019538,GO:0019684,GO:0030091,GO:0030163,GO:0030554,GO:0031224,GO:0031323,GO:0031324,GO:0032553,GO:0032555,GO:0032559,GO:0034357,GO:0035639,GO:0036094,GO:0042548,GO:0042623,GO:0042651,GO:0043155,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043467,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044425,GO:0044436,GO:0044464,GO:0046872,GO:0046914,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0065007,GO:0070011,GO:0071704,GO:0097159,GO:0097367,GO:0140096,GO:1901265,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1905156",M00742,,ko:K03798,"AAA,FtsH_ext,Peptidase_M41",ftsH4,"Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins",ATP-dependent metalloprotease FtsH,A3PD12_PROM0,ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-),ftsH P9301_10141
2626312169,360923,361093,rpmF,"br01610,ko00000,ko00001,ko00002,ko03011,ko03029",,J,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904",M00178,"ko03010,map03010",ko:K02911,Ribosomal_L32p,rpmF,Belongs to the bacterial ribosomal protein bL32 family,LSU ribosomal protein L32P,RL32_PROM0,Large ribosomal subunit protein bL32 (50S ribosomal protein L32),rpmF rpl32 P9301_10151
2626312170,361097,361423,,,,S,,,,,DUF565,,Alternative locus ID,Protein of unknown function (DUF565),A3PD14_PROM0,DUF565 domain-containing protein,P9301_10161
2626312171,361410,362171,,,,S,,,,,HAD_2,,Alternative locus ID,"haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED",A3PD15_PROM0,Putative CbbY-like protein,P9301_10171
2626312172,362347,362694,,ko00000,,S,,,,ko:K06940,CxxCxxCC,,Alternative locus ID,Putative zinc- or iron-chelating domain,A3PD16_PROM0,Predicted Fe-S-cluster oxidoreductase,P9301_10181
2626312173,362691,363017,,,,S,,,,,UPF0016,,Alternative locus ID,Uncharacterized protein family UPF0016,A3PD17_PROM0,GDT1 family protein,P9301_10191
2626312174,363018,363326,,,,S,,,,,UPF0016,,Alternative locus ID,Uncharacterized protein family UPF0016,A3PD18_PROM0,GDT1 family protein,P9301_10201
2626312175,363403,365625,zam,"ko00000,ko00001,ko01000,ko03016,ko03019",,K,"GO:0003674,GO:0003676,GO:0003824,GO:0004518,GO:0004527,GO:0005488,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0016788,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:0097159,GO:1901360,GO:1901363",,"ko03018,map03018",ko:K12573,"OB_RNB,RNB,S1",zam,Alternative locus ID,Exoribonuclease R,A3PD19_PROM0,Putative acetazolamide conferring resistance protein Zam,vacB P9301_10211
2626312176,365692,366138,,,,S,,,,,LapA_dom,,Alternative locus ID,hypothetical protein,A3PD20_PROM0,"Possible Uncharacterized secreted proteins, Ya",P9301_10221
2626312177,366203,366781,,,,S,,,,,DUF2996,,Alternative locus ID,Protein of unknown function (DUF2996),A3PD21_PROM0,Type II secretory pathway,P9301_10231
2626312178,366861,368033,acsF,"ko00000,ko00001,ko01000",,H,"GO:0003674,GO:0003824,GO:0004497,GO:0005488,GO:0006725,GO:0006778,GO:0006779,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0015979,GO:0015994,GO:0015995,GO:0016491,GO:0016705,GO:0016709,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0036068,GO:0042440,GO:0043167,GO:0043169,GO:0044237,GO:0044249,GO:0044271,GO:0046148,GO:0046483,GO:0046872,GO:0048529,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",,"ko00860,ko01100,ko01110,map00860,map01100,map01110",ko:K04035,Rubrerythrin,acsF,"Catalyzes the formation of the isocyclic ring in chlorophyll biosynthesis. Mediates the cyclase reaction, which results in the formation of divinylprotochlorophyllide (Pchlide) characteristic of all chlorophylls from magnesium-protoporphyrin IX 13-monomethyl ester (MgPMME)",Mg-protoporphyrin IX monomethyl ester (oxidative) cyclase (EC 1.14.13.81),ACSF_PROM0,Magnesium-protoporphyrin IX monomethyl ester [oxidative] cyclase (Mg-protoporphyrin IX monomethyl ester oxidative cyclase) (EC 1.14.13.81),acsF P9301_10241
2626312179,368065,369489,tldD,"ko00000,ko01002",,S,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0016787,GO:0019538,GO:0043170,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0070011,GO:0071704,GO:0140096,GO:1901564",,,ko:K03568,PmbA_TldD,tldD,part of proposed TldE TldD proteolytic complex,microcin-processing peptidase 2. Unknown type peptidase. MEROPS family U62,A3PD23_PROM0,Putative modulator of DNA gyrase TldD,tldD P9301_10251
2626312180,369493,370845,pmbA,"ko00000,ko01002",,S,,,,ko:K03592,PmbA_TldD,pmbA,part of proposed TldE TldD proteolytic complex,Predicted Zn-dependent protease or its inactivated homolog,A3PD24_PROM0,Possible modulator of DNA gyrase,pmbA P9301_10261
2626312181,370842,371882,fmt,"ko00000,ko00001,ko01000",,J,"GO:0003674,GO:0003824,GO:0004479,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006412,GO:0006413,GO:0006464,GO:0006518,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016741,GO:0016742,GO:0019538,GO:0019988,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0036211,GO:0043043,GO:0043170,GO:0043412,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0046483,GO:0071704,GO:0071951,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576",,"ko00670,ko00970,map00670,map00970",ko:K00604,"Formyl_trans_C,Formyl_trans_N",fmt,Attaches a formyl group to the free amino group of methionyl-tRNA(fMet). The formyl group appears to play a dual role in the initiator identity of N-formylmethionyl-tRNA by promoting its recognition by IF2 and preventing the misappropriation of this tRNA by the elongation apparatus,methionyl-tRNA formyltransferase (EC 2.1.2.9),A3PD25_PROM0,Methionyl-tRNA formyltransferase (EC 2.1.2.9),fmt P9301_10271
2626312182,371822,372532,terC,,,P,,,,,TerC,terC,"COG861 Membrane protein TerC, possibly involved in tellurium resistance Inorganic ion transport and metabolism","integral membrane protein, YkoY family",A3PD26_PROM0,Membrane protein TerC,terC P9301_10281
2626312183,372607,376116,mfd,"ko00000,ko00001,ko01000,ko03400",,L,"GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0003684,GO:0003824,GO:0004386,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008144,GO:0008150,GO:0008152,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0033554,GO:0034641,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901363",,"ko03420,map03420",ko:K03723,"CarD_CdnL_TRCF,DEAD,Helicase_C,TRCF",mfd,"Couples transcription and DNA repair by recognizing RNA polymerase (RNAP) stalled at DNA lesions. Mediates ATP-dependent release of RNAP and its truncated transcript from the DNA, and recruitment of nucleotide excision repair machinery to the damaged site",transcription-repair coupling factor (mfd),A3PD28_PROM0,Transcription-repair-coupling factor (TRCF) (EC 3.6.4.-),mfd P9301_10301
2626312184,376189,376350,,,,S,,,,,,,Alternative locus ID,hypothetical protein,A3PD29_PROM0,Uncharacterized protein,P9301_10311
2626312185,376353,376721,,,,,,,,,,,,hypothetical protein,A3PD30_PROM0,Possible Nucleoside diphosphate kinase,P9301_10321
2626312186,376810,377400,,,,S,,,,,DUF4335,,Alternative locus ID,Domain of unknown function (DUF4335),A3PD31_PROM0,Uncharacterized protein,P9301_10331
2626312187,377402,377770,,,,S,,,,,DUF3038,,Alternative locus ID,Protein of unknown function (DUF3038),A3PD32_PROM0,Uncharacterized protein,P9301_10341
2626312188,377966,378163,,,,S,,,,,DUF2949,,Protein of unknown function (DUF2949),Protein of unknown function (DUF2949),A3PD33_PROM0,DUF2949 domain-containing protein,P9301_10351
2626312189,378169,379323,ubiH,"ko00000,ko00001,ko00002,ko01000",,CH,"GO:0000166,GO:0003674,GO:0003824,GO:0004497,GO:0005488,GO:0006732,GO:0006733,GO:0006743,GO:0006744,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009987,GO:0016491,GO:0016705,GO:0016709,GO:0036094,GO:0042180,GO:0042181,GO:0043167,GO:0043168,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0048037,GO:0050660,GO:0050662,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:0071949,GO:0097159,GO:1901265,GO:1901363,GO:1901576,GO:1901661,GO:1901663",M00117,"ko00130,ko01100,ko01110,map00130,map01100,map01110",ko:K03185,FAD_binding_3,ubiH,Alternative locus ID,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases,A3PD34_PROM0,Possible 2-octaprenyl-6-methoxyphenol 4-monoxygenase UbiH,ubiH P9301_10361
2626312190,379346,379984,,,,S,,,,,,,Alternative locus ID,hypothetical protein,A3PD35_PROM0,Phosphate ABC transporter permease,P9301_10371
2626312191,379986,380834,dapB,"ko00000,ko00001,ko00002,ko01000",,E,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006553,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0008839,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009089,GO:0009987,GO:0016053,GO:0016491,GO:0016627,GO:0016628,GO:0019752,GO:0019877,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046451,GO:0055114,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607","M00016,M00525,M00526,M00527","ko00261,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00261,map00300,map01100,map01110,map01120,map01130,map01230",ko:K00215,"DapB_C,DapB_N",dapB,Catalyzes the conversion of 4-hydroxy- tetrahydrodipicolinate (HTPA) to tetrahydrodipicolinate,dihydrodipicolinate reductase (EC 1.3.1.26),A3PD36_PROM0,4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8),dapB P9301_10381
2626312192,380937,384947,chlH,"ko00000,ko00001,ko01000",,H,,,"ko00860,ko01100,ko01110,map00860,map01100,map01110",ko:K03403,"CobN-Mg_chel,DUF3479",chlH,Protoporphyrin IX,cobaltochelatase CobN subunit (EC 6.6.1.2),A3PD37_PROM0,magnesium chelatase (EC 6.6.1.1),chlH P9301_10391
2626312193,384956,385801,folP,"ko00000,ko00001,ko00002,ko01000,ko01504",,H,"GO:0003674,GO:0003824,GO:0004156,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006575,GO:0006725,GO:0006732,GO:0006760,GO:0006766,GO:0006767,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009110,GO:0009396,GO:0009987,GO:0016053,GO:0016740,GO:0016765,GO:0017144,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0042364,GO:0042398,GO:0042558,GO:0042559,GO:0043167,GO:0043169,GO:0043436,GO:0043603,GO:0043604,GO:0043648,GO:0043650,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0046653,GO:0046654,GO:0046655,GO:0046656,GO:0046872,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576","M00126,M00841","ko00790,ko01100,map00790,map01100","ko:K00796,ko:K18824",Pterin_bind,folP,"Catalyzes the condensation of para-aminobenzoate (pABA) with 6-hydroxymethyl-7,8-dihydropterin diphosphate (DHPt-PP) to form 7,8-dihydropteroate (H2Pte), the immediate precursor of folate derivatives",dihydropteroate synthase,A3PD38_PROM0,Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase),folP P9301_10401
