filename,locus_tag,type,start,end,strand,gene,product,db_xref,EC_number,KO,KEGG_KM,KEGG_manual,antiSMASH,BioV_transp,blast_phytohormones,blast_vibrioferrin,blast_DMSP,dbCAN_CAZy,Species,recommended_name,systematic_name,synonyms,Unnamed: 0,main,sub,path,ecpath,path_id,signal_product,SignalP,EC_number1,EC_number2,category_x,N Enzyme name,EC numbers,Unnamed: 3,_merge,EC_number_pattern,category_y,enzyme name,category,is_signal
28108.53,IHCOGGJP_00449,CDS,506114,507832,+,ilvI,Acetolactate synthase isozyme 3 large subunit,COG:COG0028,2.2.1.6,K01652,"M00570_Isoleucine_biosynthesis,_threonine_=>_2-oxobutanoate_=>_isoleucine",,,,Auxin-Ipyr,,,,Alteromonas macleodii 1A3,acetolactate synthase,pyruvate:pyruvate acetaldehydetransferase (decarboxylating),"alpha-acetolactate synthetase;ilvX;acetohydroxy acid synthetase;acetolactate synthetase;ALS1R;Moilv6;AHAS;aceto-hydroxy acid synthase;AHAS II;acetohydroxy acid synthase;TM_0548;Ilv2;PF0935;EC 4.1.3.18;acetolactic synthetase;alpha-acetohydroxyacid synthase;GST-mALS;ALS1;alpha-acetohydroxy acid synthetase;AHASL;acetohydroxyacid synthase;ilvB2;TTHA1213;Ilv6;alpha-ALS;ilvB1;TM_0549;AHAS2;AHAS1;IlvN;synthase, acetolactate;Moilv2;alpha-acetolactate synthase;ALS;ALS2;AHAS3;sll1981;AHASS;ilvG;CalS;acetolactate-synthase;ilvB;catabolic acetolactate synthase;More;AlsS;acetohydroxy acid synthase I;GST-wALS;acetolactate pyruvate-lyase (carboxylating)",1285.0,09100 Metabolism,09101 Carbohydrate metabolism,00650 Butanoate metabolism [PATH:ko00650],"K01652  E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]",K01652,Acetolactate synthase isozyme 3 large subunit,OTHER,2.2.1.-,2.2.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00450,CDS,507832,508329,+,ilvH,Acetolactate synthase isozyme 3 small subunit,COG:COG0440,2.2.1.6,K01653,"M00570_Isoleucine_biosynthesis,_threonine_=>_2-oxobutanoate_=>_isoleucine",,,,,,,,Alteromonas macleodii 1A3,acetolactate synthase,pyruvate:pyruvate acetaldehydetransferase (decarboxylating),"alpha-acetolactate synthetase;ilvX;acetohydroxy acid synthetase;acetolactate synthetase;ALS1R;Moilv6;AHAS;aceto-hydroxy acid synthase;AHAS II;acetohydroxy acid synthase;TM_0548;Ilv2;PF0935;EC 4.1.3.18;acetolactic synthetase;alpha-acetohydroxyacid synthase;GST-mALS;ALS1;alpha-acetohydroxy acid synthetase;AHASL;acetohydroxyacid synthase;ilvB2;TTHA1213;Ilv6;alpha-ALS;ilvB1;TM_0549;AHAS2;AHAS1;IlvN;synthase, acetolactate;Moilv2;alpha-acetolactate synthase;ALS;ALS2;AHAS3;sll1981;AHASS;ilvG;CalS;acetolactate-synthase;ilvB;catabolic acetolactate synthase;More;AlsS;acetohydroxy acid synthase I;GST-wALS;acetolactate pyruvate-lyase (carboxylating)",1286.0,09100 Metabolism,09101 Carbohydrate metabolism,00650 Butanoate metabolism [PATH:ko00650],"K01653  E2.2.1.6S, ilvH, ilvN; acetolactate synthase I/III small subunit [EC:2.2.1.6]",K01653,Acetolactate synthase isozyme 3 small subunit,OTHER,2.2.1.-,2.2.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00450,CDS,507832,508329,+,ilvH,Acetolactate synthase isozyme 3 small subunit,COG:COG0440,2.2.1.6,K01653,"M00019_Valine/isoleucine_biosynthesis,_pyruvate_=>_valine_/_2-oxobutanoate_=>_isoleucine",,,,,,,,Alteromonas macleodii 1A3,acetolactate synthase,pyruvate:pyruvate acetaldehydetransferase (decarboxylating),"alpha-acetolactate synthetase;ilvX;acetohydroxy acid synthetase;acetolactate synthetase;ALS1R;Moilv6;AHAS;aceto-hydroxy acid synthase;AHAS II;acetohydroxy acid synthase;TM_0548;Ilv2;PF0935;EC 4.1.3.18;acetolactic synthetase;alpha-acetohydroxyacid synthase;GST-mALS;ALS1;alpha-acetohydroxy acid synthetase;AHASL;acetohydroxyacid synthase;ilvB2;TTHA1213;Ilv6;alpha-ALS;ilvB1;TM_0549;AHAS2;AHAS1;IlvN;synthase, acetolactate;Moilv2;alpha-acetolactate synthase;ALS;ALS2;AHAS3;sll1981;AHASS;ilvG;CalS;acetolactate-synthase;ilvB;catabolic acetolactate synthase;More;AlsS;acetohydroxy acid synthase I;GST-wALS;acetolactate pyruvate-lyase (carboxylating)",1286.0,09100 Metabolism,09101 Carbohydrate metabolism,00650 Butanoate metabolism [PATH:ko00650],"K01653  E2.2.1.6S, ilvH, ilvN; acetolactate synthase I/III small subunit [EC:2.2.1.6]",K01653,Acetolactate synthase isozyme 3 small subunit,OTHER,2.2.1.-,2.2.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00451,CDS,508411,509472,-,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,SP,,,,,,,left_only,,,,,Is Signal
28108.53,IHCOGGJP_00452,CDS,509656,509895,+,tatA,Sec-independent protein translocase protein TatA,COG:COG1826,,K03116,,,,,,,,,Alteromonas macleodii 1A3,,,,9013.0,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03060 Protein export [PATH:ko03060],K03116  tatA; sec-independent protein translocase protein TatA,K03116,Sec-independent protein translocase protein TatA,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00453,CDS,509895,510194,+,tatB,Sec-independent protein translocase protein TatB,COG:COG1826,,K03117,,,,,,,,,Alteromonas macleodii 1A3,,,,9014.0,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03060 Protein export [PATH:ko03060],K03117  tatB; sec-independent protein translocase protein TatB,K03117,Sec-independent protein translocase protein TatB,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00454,CDS,510195,510950,+,tatC,Sec-independent protein translocase protein TatC,COG:COG0805,,K03118,,,,,,,,,Alteromonas macleodii 1A3,,,,9015.0,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03060 Protein export [PATH:ko03060],K03118  tatC; sec-independent protein translocase protein TatC,K03118,Sec-independent protein translocase protein TatC,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00455,CDS,510976,511518,+,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,SP,,,,,,,left_only,,,,,Is Signal
28108.53,IHCOGGJP_00456,CDS,511519,512295,+,tatD,3'-5' ssDNA/RNA exonuclease TatD,COG:COG0084,3.1.11.-,K03424,,,,,,,,,Alteromonas macleodii 1A3,,,,56107.0,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,K03424  tatD; TatD DNase family protein [EC:3.1.21.-],K03424,3_-5_ ssDNA_RNA exonuclease TatD,OTHER,3.1.11.-,3.1.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00457,CDS,512308,514206,+,,hypothetical protein,,,K20971,,,,,,,,,Alteromonas macleodii 1A3,,,,18092.0,09140 Cellular Processes,09145 Cellular community - prokaryotes,02025 Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025],"K20971  ladS; two-component system, sensor histidine kinase LadS",K20971,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00458,CDS,514203,515213,+,hemB,Delta-aminolevulinic acid dehydratase,COG:COG0113,4.2.1.24,K01698,"M00121_Heme_biosynthesis,_plants_and_bacteria,_glutamate_=>_heme",,,,,,,,Alteromonas macleodii 1A3,porphobilinogen synthase,5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing; porphobilinogen-forming),"PBGS;gamma-aminolevulinic acid dehydratase;5-levulinic acid dehydratase;delta-ALAD;ALA-D;5-aminolevulinic acid dehydrase;Al-D;delta-aminolevulinate dehydrase;delta aminolevulinic acid dehydratase;ALA synthetase;PBG synthase;synthase, porphobilinogen;5-aminolevulinate dehydrase;aminolevulinate dehydratase;porphobilinogen synthetase;ALADH;5-aminolaevulinic acid dehydratase;ALA dehydratase;ALAD;delta-aminolevulinic acid dehydrase;Pcal_1709;delta-aminolevulinic dehydratase;PfALAD;HemB;delta-aminolevulinate dehydrataseALAD;aminolevulinic dehydratase;delta-aminolevulinic acid dehydratase;PBG-synthase;CF-2;PBG-S;d-ALAD;delta-aminolevulinate dehydratase;PGBS;aminolevulinate dehydrase;TgPBGS;PaPBGS;5-aminolevulinate dehydratase;Porphobilinogen synthase;5-aminolevulinic acid dehydratase;5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing);delta-ALA-D",5696.0,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ko00860],"K01698  hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]",K01698,Delta-aminolevulinic acid dehydratase,OTHER,4.2.1.-,4.2.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00458,CDS,514203,515213,+,hemB,Delta-aminolevulinic acid dehydratase,COG:COG0113,4.2.1.24,K01698,"M00846_Siroheme_biosynthesis,_glutamyl-tRNA_=>_siroheme",,,,,,,,Alteromonas macleodii 1A3,porphobilinogen synthase,5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing; porphobilinogen-forming),"PBGS;gamma-aminolevulinic acid dehydratase;5-levulinic acid dehydratase;delta-ALAD;ALA-D;5-aminolevulinic acid dehydrase;Al-D;delta-aminolevulinate dehydrase;delta aminolevulinic acid dehydratase;ALA synthetase;PBG synthase;synthase, porphobilinogen;5-aminolevulinate dehydrase;aminolevulinate dehydratase;porphobilinogen synthetase;ALADH;5-aminolaevulinic acid dehydratase;ALA dehydratase;ALAD;delta-aminolevulinic acid dehydrase;Pcal_1709;delta-aminolevulinic dehydratase;PfALAD;HemB;delta-aminolevulinate dehydrataseALAD;aminolevulinic dehydratase;delta-aminolevulinic acid dehydratase;PBG-synthase;CF-2;PBG-S;d-ALAD;delta-aminolevulinate dehydratase;PGBS;aminolevulinate dehydrase;TgPBGS;PaPBGS;5-aminolevulinate dehydratase;Porphobilinogen synthase;5-aminolevulinic acid dehydratase;5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing);delta-ALA-D",5696.0,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ko00860],"K01698  hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]",K01698,Delta-aminolevulinic acid dehydratase,OTHER,4.2.1.-,4.2.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00459,CDS,515326,516837,-,gppA,"Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase",COG:COG0248,3.6.1.40,K01524,,,,,,,,,Alteromonas macleodii 1A3,"guanosine-5'-triphosphate,3'-diphosphate phosphatase","guanosine-5'-triphosphate,3'-diphosphate 5'-phosphohydrolase","pppGpp-5'-phosphohydrolase;guanosine pentaphosphate phosphatase;GppA;CJJ81176_0377;PPX1;guanosine 5'-triphosphate-3'-diphosphate 5'-phosphohydrolase;phosphatase, guanosine 5'-triphosphate 3'-diphosphate 5'-;guanosine pentaphosphate phosphohydrolase;guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase;More;pppGpp 5'-phosphohydrolase;guanosine pentaphosphatase;exopolyphosphatase/guanosine pentaphosphate phosphohydrolase;pppGpp phosphohydrolase;CJJ81176_1251;PPX/GPPA enzyme",3008.0,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],"K01524  ppx-gppA; exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]",K01524,"Guanosine-5_-triphosphate,3_-diphosphate pyrophosphatase",OTHER,3.6.1.-,3.6.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00460,CDS,516871,518163,-,rhlB_1,ATP-dependent RNA helicase RhlB,COG:COG0513,3.6.4.13,K03732,,,,,,,,,Alteromonas macleodii 1A3,RNA helicase,ATP phosphohydrolase (RNA helix unwinding),TaRH1;RNA helicase DDX5;DDX17;helicase B;RNA helicase DDX17;ATPase/helicase;DDX3;DEAH box protein 34;pre-mRNA-splicing ATP-dependent RNA helicase 28;DEAH/RHA RNA helicase;DEAH-box RNA helicase;FRQ-interacting RNA helicase;RENT1;NS3 NTPase/helicase;DED1;BMV 1a protein;RNA-dependent ATPase;NS3;DEAD-box RNA helicase;DDX19B;RhlB;non-structural protein 3;NS3 protein;RNA helicase DeaD;NA-helicase;Vasa;DeaD;UPF1_1;Prp28;SA1885;RNA helicase ISE2;Upf1;eIF4A helicase;DEXD/H-box RNA helicase;P72;Mss116p;BmL3-helicase;ATPase;DHX9;RNA helicase RHAU;DNA/RNA-dependent ATPase;RH22;AtRH7;RNA splicing effector;Lmo1722;GRTH;DExH protein RNA helicase A;DEAD box RNA helicase;SNRNP200;non structural protein 3;EhDEAD1;RNA helicase Aquarius;YxiN;ATP-dependent helicase;RTPase;RNA helicase DDX6;DDX4;RNA helicase Ddx39;slr0083;p68;Cbu_0670;DDX58;DEAD-box protein DED1;DHX34;RNA helicase A;p54 RNA helicase;nonstructural protein 3;DDX19;ZmRH3;ATP/dATP-dependent RNA helicase;ZmRH3A;cold-shock DEAD-box protein A;FRH;DDX5;EhDEAD1 RNA helicase;p68 RNA helicase;Triticum aestivum RNA helicase;ChlR1 helicase;ZmRH3B;helicase/nucleoside triphosphatase;RNA helicase DHX34;increased size exclusion limit2;Ski2-like helicase;RNA helicase DHX9;nucleoside 5'-triphosphatase;DEAD-box helicase;RNA helicase UPF1;NS3 helicase;DDX25;eIF4A;VRH1;DHX36;non-structural protein 3 protein;NTPase/helicase;ATPase/RNA helicase;RNA-dependent NTPase/helicase;RNA helicase CshA;mtr4;DEAD-box rRNA helicase;Brr2 RNA helicase;RNA DEAD-box helicase;DDX27;CTHT_0009470;IBP160;DDX21 RNA helicase;CrhR;DEAD-box ATP-dependent RNA helicase CshA;eukaryotic initiation factor eIF 4A;gonadotropin-regulated testicular RNA helicase;nucleoside triphosphatase/helicase;ATP-dependent RNA helicase DDX5;RNA helicase CrhR;Prp43;DBP2;DHX8;frequency-interacting RNA helicase;DEAH-box protein 2;RNA-helicase;NS3 ATPase/helicase;Prp5;RIG-I;DExH/D-box RNA helicase;HRpA;KOKV helicase;DEx(H/D)RNA helicase;BRR2;nucleoside triphosphatase/RNA helicase and 5'-RNA triphosphatase;bel;RHA;ISE2;Rm62;1a NTPase/helicase;Brr2p;HCV NS3 helicase;Tk-DeaD;HEL-1;DExH/D-Box protein RNA helicase A;PH1280;SpolvlgA;helicase 1;NWMN_1985;Aquarius;DExD/H box RNA helicase;dexh helicase;AtRH3;DDX3Y;CsdA;eIF4AIII;RNA helicase HEL-1;UPF1_2;RNA helicase DDX27;DbpA;Mtr4p;Supv3L1;DDX21;RNA helicase DHX8;non-structural 3;RNA helicase DDX3X;DENV NS3H;TGBp1 NTPase/helicase domain;CshA;spliceosomal DEAH-box RNA helicase;helicase;Dhx9/RNA helicase A;RNA helicase Hera;intron-binding protein 160;RNA helicase BELLE;AtHELPS;NPH-II;GRTH/DDX25;RNA helicase DDX3;protein NS3;DEAD box helicase;RNA Helicase p68;mitochondrial DEAD-box RNA helicase;spliceosomal RNA helicase;ATP-dependent RNA helicase;CTHT_0005780;RNA helicase CsdA;ATP-dependent RNA helicase DDX3X;DDX3X,9477.0,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018],K03732  rhlB; ATP-dependent RNA helicase RhlB [EC:3.6.4.13],K03732,ATP-dependent RNA helicase RhlB,OTHER,3.6.4.-,3.6.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00461,CDS,518264,518590,+,trxA,Thioredoxin 1,COG:COG0526,,K03671,,,,,,,,,Alteromonas macleodii 1A3,,,,19027.0,09150 Organismal Systems,09151 Immune system,04621 NOD-like receptor signaling pathway [PATH:ko04621],K03671  trxA; thioredoxin 1,K03671,Thioredoxin 1,OTHER,,,,,,,left_only,,ROS,thioredoxin 1 ,ROS,Not Signal
28108.53,IHCOGGJP_00462,CDS,518862,520127,+,rho,Transcription termination factor Rho,COG:COG1158,3.6.4.-,K03628,,,,,,,,,Alteromonas macleodii 1A3,,,,9484.0,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03018 RNA degradation [PATH:ko03018],K03628  rho; transcription termination factor Rho,K03628,Transcription termination factor Rho,OTHER,3.6.4.-,3.6.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00463,CDS,520357,521655,+,scmP,N-acetylcysteine deacetylase,COG:COG1473,3.5.1.-,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,N-acetylcysteine deacetylase,SP,3.5.1.-,3.5.-.-,Other enzymes relevant to N cycling,"Acting on carbon-nitrogen bonds, other than peptide bonds",3.5.x.x,,both,3.5.-.-,,,Other enzymes relevant to N cycling,Is Signal
28108.53,IHCOGGJP_00464,CDS,521678,524494,+,rcsC_3,Sensor histidine kinase RcsC,,2.7.13.3,K20974,,,,,,,,,Alteromonas macleodii 1A3,histidine kinase,ATP:protein-L-histidine N-phosphotransferase,"LOVHK;sensory transduction histidine kinase;aerobic respiration control sensor/response regulatory protein;sensor protein ciaH;copper resistance, histidine kinase;nitrate/nitrite sensor protein narX;osmolarity sensor protein envZ;PA2824;PRRB;nitrate/nitrite sensor protein;histidine kinase BA1478;BSU40400;HK29S;SagS;HP1364;sensor protein luxN;globin-coupled histidine kinase;histidine kinase BA1351;TorS;FrzE;RaxH;virulence sensor protein bvgS precursor;PhoQ;histidine protein kinase KinB;ethylene receptor;histidine kinase PilS;adaptive-response sensory-kinase A;HK853;histidine kinase DivJ;histidine kinase BA2291;VF_A0360;sensor protein pfeS;PA3974;sensory histidine kinase;Hik14;AHK5;W83 FimS;chemotaxis protein;BSU19190;histidine kinase 34;sporulation histidine kinase;sensor protein phoQ;ethylene receptor 2 (PhETR2);Hik1;sensor-like histidine kinase senX3;nitrogen regulation protein ntrY homolog;gliding motility regulatory protein;histidine kinase BA2644;Ppr;PGN_0904;two-component regulatory protein sensor kinase KdpD;sensor protein irlS;Hik41;DesK;SPAK;nitrate/nitrite sensor protein narQ;nitrate-nitrite sensor protein;sensory kinase in multi-component regulatory system with TorR;SphS;BA-LOV-HK;CzcS;KINA;high-affinity potassium transport system;aerobic respiration control sensor protein arcB homolog;sensor protein cutS;sensor protein zraS;PYP phytochrome-related protein;histidine kinase2;HP0244;FimS;histidine kinase Hik33;LOC_Os06g44410;nodulation protein V;histidine kinase BA4223;VncS, histidine kinase;histidine kinase BA3702;histidine kinase BA2636;cytokinin independent I histidine kinase;LOV-HK;PA0928;histidine kinase SasA;sensor protein divL;histidine kinase CikA;sensor protein vanS (vancomycin resistance protein vanS);sensory HK;ETR1 ethylene receptor;NIK1;C4-dicarboxylate transport sensor protein dctB;sporulation kinase D;CitA;BarA protein;blue-light-activated histidine kinase;HydH;AHK;NarX;class III HK;PdhS;osmosensor group III histidine kinase;chemotaxis protein CheA (sensory transducer kinase);histidine protein kinase, sensor protein;development and carotenogenesis control-1 protein;SaeS;BinK;HISTIDIN kinase (histidine protein kinase PlnB, sensor protein);AN4479.2;CovS;CheA;DivJ;sensor protein citS;hK3;sensor protein qseC;secretion system regulator:sensor component;KdpD;LovK;two-component sensor kinase;phosphate regulon sensor protein phoR;sensor protein evgS precursor;tetrathionate reductase complex: sensory transduction histidine kinase;sensory kinase (alternative) in two-component regulatory system with CreB (or alternatively PhoB), senses catabolite repression;nisin biosynthesis sensor protein nisK;phosphoglycerate transport system sensor protein pgtB;histidine kinase Hik10;VirA;sensor protein EvgS;BOS1;Mhz1;CC_0285;two-component sensor kinase yesM;SCO3062;chemotaxis-specific histidine autokinase CheA;AlHK1p;sensor protein roxS;AaHSK1;LeETR1;LPG2458;ETR1;CYTOKININ-INDEPENDENT 1;SO2145;sensor protein sphS;ethylene resistant 1;Group III HK;sensor protein uhpB;PleCHKD;TcsC;FixL;Group III histidine kinase;sensor protein luxQ;AHK1;receptor histidine kinase;HK17;sensory kinase in two-component regulatory system with CpxR, senses misfolded proteins in bacterial envelope;NodV protein;MtrB;sensor protein narQ homolog;two component sensor kinase/response regulator protein RcsC;ArsS;sensor protein vanSB (vancomycin B-type resistance);HpkA HK;His kinase;AtoS;drug sensory protein A;HCH03701;DcuS;sensor protein dcuA;ethylene receptor (PE-ETR1);two-component regulatory protein;VC_0622;sensor protein chvG (histidine kinase sensory protein);PleC-DivJ homolog sensor;histidine sensor kinase;sensor kinase cusS;tricarboxylic transport: regulatory protein;hybrid histidine kinase;sporulation kinase C (sensor kinase);chemotaxis histidine kinase;AtBphP2;sensor protein chvG;DctB;cytokinin-independent1;histidine protein kinase;cyanobacterial phytochrome B;NME1;BarA sensor kinase (sensory histidine kinase);AfGcHK;sensor protein afsQ2;subtilin biosynthesis sensor protein spaK;PhoR1;EspA;ThkA;sensor protein kinase (sensor protein PhoQ);sensor protein rcsC (capsular synthesis regulator);hK5;CitAP;alkaline phosphatase synthesis sensor protein phoR;KinD;sensor histidine kinase DesK;VC0622;Hik33;sensor protein barA;StHK;osmolarity two-component system protein SLN1;cbei2073;BA2291;sensor protein rstB;CpxA;sensor protein basS/pmrB;alrO117;histidine autokinase CheA;TMAO reductase S;histidine kinase BA1356;CPR0195;alginate biosynthesis sensor protein KINB;thermosensor histidine kinase;sensor protein kdpD;sensor histidine kinase D;Slr1759;wide host range virA protein (WHR virA);chemotaxis protein cheA;sensory transduction protein kinase;AtoS-AtoC two-component signal transduction system;Arabidopsis histidine kinase 5;sensor histidine kinase regB (PrrB protein);AgrC;sensory histidine kinase in two-component regulatory system with DcuR, senses fumarate/C4-dicarboxylate;iron-sensing histidine kinase;ethylene receptor 1 (LeETR1);methanol utilization control sensor protein moxY;At2g47430;LuxQ;sensor histidine kinase mtrB;sensory/regulatory protein rpfC;NCU00939;sensor protein torS;ornithine decarboxylase antizyme;bacteriophytochrome;sporulation kinase A (stage II sporulation protein J);NTHK2;histidine kinase Ppr;YbdK;PaBphP-PCD;PhyA;MtrA;sensor protein cssS;AtBphP1;sensor histidine kinase;osmolarity sensor protein (protein histidine);phytochrome-like protein cph1 (light-regulated histidine);sensory kinase in two-component regulatory system with PhoB, regulates pho regulon;class I HK;two component system histidine kinase;Hik16;VicK-like protein;ChiS;CinS;VFA0072;sensor with histidine kinase;sensor protein atoS;two-component system histidine kinase;cbei4484;BAB2_0652;CKI1 histidine kinase;positive and negative sensor protein for pho regulon;VicK;YycG;slr1147;KinB;DCC-1 protein;SenS;nitrogen regulation protein NR(II);orphan hybrid histidine kinase;ethylene receptor12 (PhETR2);sensor histidine kinase CpxA;nitrate-responsive histidine kinase;sensor protein czcS;SAOUHSC_00021;sensor protein copS;sensory histidine kinase in two-component regulatory system with ArcA;histidine kinase Hik16;photoactive yellow protein phytochrome-related protein;sensor kinase citA;BctE;trimethylamine-N-oxide reductase S;nitrogen regulation protein ntrB;HP0165;heme-nitric oxide oxygen binding proteins-associated histidine kinase;SHK;RodK;HK1;FlgS;sensory histidine kinase in two-component regulatory system with NarP;Hik34;SS1G_12694;PA2524;sensor kinase dpiB;histidine kinase CKI1;phytochrome A;RcsC;sensor histidine kinase A;ohkAsp;More;HK cytokinin-independent1;sporulation kinase;sensor protein gacS;TWO component response regulator transcription regulator protein;33277 FimS;YycFG;HORVU7Hr1G030040;sensor protein yycG;sensor protein creC;Ni2+-sensing histidine kinase NrsS;sensor protein rprX;TM_0853;cytokinin independent1;nitrogen regulation protein ntrY;sensor protein cpxA;aerobic respiration control sensor protein arcB;sensor protein degS;NreB;group III two-component histidine kinase;Chk1p;histidine kinase Hik41;CKI1RD;WalK;Arabidopsis histidine kinase;histidine kinase BA5029;LadS;HK2;LOV;KinC;sensor kinase dpiB (sensor kinase citA);histidine kinase EnvZ;limited host range virA protein(LHR virA);two-component histidine kinase;histidine autokinase;transmembrane sensor histidine kinase transcription regulator protein;Shk1;HHK1;HhkA;sensor protein fixL;CKI1;Hik1-44;autolysin sensor kinase;GacS;Hik2;Drak;ethylene receptor (CS-ETR1);NikA;sensor protein resE;histidine kinase3;sensor protein rcsC;light sensor histidine kinase;EvgS;stage 0 sporulation protein A homolog;two-component system sensor protein;light-activated histidine kinase;NM23;ethylene receptor (MEETR1) (Cm-ETR1);two-component sensor kinase czcS;ENVZ;sporulation kinase C;C4-dicarboxylate transport sensor protein dctS;DraK histidine kinase;CusS;ethanolamine two-component sensor kinase;histidine kinase Hik34;SasA;phosphate-sensing histidine kinase SphS;RgfC;PleC;histidine kinase PleC;sporulation kinase B;YycG kinase;multidomain membrane sensor kinase;UhpB;CckA;bacteriophytochrome (phytochrome-like protein);cyanobacterial phytochrome A;ethylene receptor 2 (LeETR2);sensor protein;DosT;virulence sensor protein phoQ;sensory kinase in two-component regulatory system wtih KdpE, regulates kdp operon;signal transduction histidine kinase;BA-LOV-histidine kinase;sensor protein baeS;CheN;sensor kinase;FimS histidine kinase;sensor protein for basR;sensor protein dcuS",11295.0,09130 Environmental Information Processing,09132 Signal transduction,02020 Two-component system [PATH:ko02020],"K20974  K20974; two-component system, sensor histidine kinase [EC:2.7.13.3]",K20974,Sensor histidine kinase RcsC,OTHER,2.7.13.-,2.7.-.-,,,,,left_only,,,,,Not Signal
