protein_id,product,Prediction
WP_014951239.1,MULTISPECIES_ DMT family transporter _Alteromonas_,OTHER
WP_014951242.1,MULTISPECIES_ biosynthetic arginine decarboxylase _Alteromonas_,OTHER
WP_014951244.1,MULTISPECIES_ NAD_P____ transhydrogenase _Re_Si-specific_ subunit beta _Alteromonas_,OTHER
WP_014951245.1,MULTISPECIES_ NAD_P_ transhydrogenase subunit alpha _Alteromonas_,OTHER
WP_014951260.1,MULTISPECIES_ YgjV family protein _Alteromonas_,OTHER
WP_014951264.1,MULTISPECIES_ ubiquinol oxidase subunit II _Alteromonas_,LIPO
WP_014951265.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_014951270.1,MULTISPECIES_ chaperonin GroEL _Alteromonas_,OTHER
WP_014951285.1,MULTISPECIES_ high-potential iron-sulfur protein _Alteromonas_,TAT
WP_014951287.1,MULTISPECIES_ transporter substrate-binding domain-containing protein _Alteromonas_,SP
WP_014951289.1,MULTISPECIES_ tRNA dihydrouridine synthase DusB _Alteromonas_,OTHER
WP_014951296.1,MULTISPECIES_ phosphoribulokinase _Alteromonas_,OTHER
WP_014951299.1,MULTISPECIES_ two-component system sensor histidine kinase EnvZ _Alteromonas_,OTHER
WP_014951311.1,type II secretion system minor pseudopilin GspI _Alteromonas macleodii_,PILIN
WP_014951320.1,MULTISPECIES_ inosine_xanthosine triphosphatase _Alteromonas_,OTHER
WP_014951321.1,MULTISPECIES_ GMP_IMP nucleotidase _Alteromonas_,OTHER
WP_014951322.1,MULTISPECIES_ ADP compounds hydrolase NudE _Alteromonas_,OTHER
WP_014951329.1,MULTISPECIES_ hydrolase _Alteromonas_,OTHER
WP_014951335.1,MULTISPECIES_ FKBP-type peptidyl-prolyl cis-trans isomerase _Alteromonas_,LIPO
WP_014951337.1,MULTISPECIES_ transcription elongation factor GreB _Alteromonas_,OTHER
WP_014951369.1,MULTISPECIES_ Fe-S biogenesis protein NfuA _Alteromonas_,OTHER
WP_014951372.1,MULTISPECIES_ VOC family protein _Alteromonas_,OTHER
WP_014951376.1,MULTISPECIES_ GNAT family N-acetyltransferase _Alteromonas_,OTHER
WP_014951383.1,MULTISPECIES_ cytochrome c oxidase subunit 3 _Alteromonas_,OTHER
WP_014951384.1,MULTISPECIES_ cytochrome c oxidase assembly protein _Alteromonas_,OTHER
WP_014951387.1,MULTISPECIES_ transcriptional repressor LexA _Alteromonas_,OTHER
WP_014951390.1,MULTISPECIES_ glycerol-3-phosphate 1-O-acyltransferase PlsB _Alteromonas_,OTHER
WP_014951393.1,MULTISPECIES_ trimeric intracellular cation channel family protein _Alteromonas_,OTHER
WP_014951396.1,MULTISPECIES_ ketol-acid reductoisomerase _Alteromonas_,OTHER
WP_014951406.1,MULTISPECIES_ PA2779 family protein _Alteromonas_,SP
WP_014951413.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_014951417.1,MULTISPECIES_ glutamate 5-kinase _Alteromonas_,OTHER
WP_014951422.1,MULTISPECIES_ DUF6482 family protein _Alteromonas_,OTHER
WP_014951427.1,MULTISPECIES_ VTT domain-containing protein _Alteromonas_,OTHER
WP_014951429.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_014951430.1,MULTISPECIES_ sulfurtransferase TusA _Alteromonas_,OTHER
WP_014951432.1,MULTISPECIES_ ribonuclease PH _Alteromonas_,OTHER
WP_014951442.1,MULTISPECIES_ OmpA family protein _Alteromonas_,LIPO
WP_014951444.1,MULTISPECIES_ MGMT family protein _Alteromonas_,OTHER
WP_014951448.1,MULTISPECIES_ F0F1 ATP synthase subunit epsilon _Alteromonas_,OTHER
WP_014951450.1,MULTISPECIES_ F0F1 ATP synthase subunit alpha _Alteromonas_,OTHER
WP_014951451.1,MULTISPECIES_ F0F1 ATP synthase subunit delta _Alteromonas_,OTHER
WP_014951452.1,MULTISPECIES_ F0F1 ATP synthase subunit B _Alteromonas_,OTHER
WP_014951454.1,MULTISPECIES_ ParB_RepB_Spo0J family partition protein _Alteromonas_,OTHER
WP_014951455.1,MULTISPECIES_ ParA family protein _Alteromonas_,OTHER
WP_014951456.1,MULTISPECIES_ 16S rRNA _guanine_527_-N_7__-methyltransferase RsmG _Alteromonas_,OTHER
WP_014951458.1,MULTISPECIES_ ATP-binding protein _Alteromonas_,OTHER
WP_014951464.1,MULTISPECIES_ membrane protein insertion efficiency factor YidD _Alteromonas_,OTHER
WP_014975249.1,ribosome biogenesis GTP-binding protein YihA_YsxC _Alteromonas macleodii_,OTHER
WP_014975255.1,DNA-processing protein DprA _Alteromonas macleodii_,OTHER
WP_014975256.1,MULTISPECIES_ topoisomerase DNA-binding C4 zinc finger domain-containing protein _Alteromonas_,OTHER
WP_014975257.1,MULTISPECIES_ Sua5_YciO_YrdC_YwlC family protein _Alteromonas_,OTHER
WP_014975262.1,MULTISPECIES_ acyloxyacyl hydrolase _Alteromonas_,SP
WP_014975276.1,MULTISPECIES_ chorismate lyase _Alteromonas_,OTHER
WP_014975316.1,MULTISPECIES_ RidA family protein _Alteromonas_,OTHER
WP_014975317.1,MULTISPECIES_ tRNA _guanosine_18_-2_-O_-methyltransferase TrmH _Alteromonas_,OTHER
WP_014975318.1,MULTISPECIES_ ATP-dependent DNA helicase RecG _Alteromonas_,OTHER
WP_014975321.1,MULTISPECIES_ iron ABC transporter permease _Alteromonas_,OTHER
WP_014975326.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_014975330.1,MULTISPECIES_ LysE family transporter _Alteromonas_,OTHER
WP_014975331.1,MULTISPECIES_ DUF1499 domain-containing protein _Alteromonas_,OTHER
WP_014975342.1,MULTISPECIES_ glutathione S-transferase _Alteromonas_,OTHER
WP_014975357.1,MULTISPECIES_ UbiX family flavin prenyltransferase _Alteromonas_,OTHER
WP_014975360.1,MULTISPECIES_ 2OG-Fe_II_ oxygenase _Alteromonas_,OTHER
WP_014975361.1,MULTISPECIES_ acyl-CoA thioesterase _Alteromonas_,OTHER
WP_014975362.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_014975363.1,S41 family peptidase _Alteromonas macleodii_,LIPO
WP_014975364.1,Hsp70 family protein _Alteromonas macleodii_,OTHER
WP_014975365.1,excinuclease ABC subunit UvrA _Alteromonas macleodii_,OTHER
WP_014975370.1,MULTISPECIES_ IS4 family transposase _Alteromonas_,OTHER
WP_014975371.1,galactose mutarotase _Alteromonas macleodii_,OTHER
WP_014975374.1,MULTISPECIES_ sodium_sugar symporter _Alteromonas_,OTHER
WP_014975444.1,MULTISPECIES_ 30S ribosomal protein S17 _Alteromonas_,OTHER
WP_014975445.1,glycosyltransferase family 4 protein _Alteromonas macleodii_,OTHER
WP_014975446.1,3-deoxy-D-manno-octulosonic acid transferase _Alteromonas macleodii_,OTHER
WP_014975448.1,hypothetical protein _Alteromonas macleodii_,LIPO
WP_014975451.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_014975452.1,YgjV family protein _Alteromonas macleodii_,OTHER
WP_014975453.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_014975454.1,formyltetrahydrofolate deformylase _Alteromonas macleodii_,OTHER
WP_014975455.1,"RNA 2_,3_-cyclic phosphodiesterase _Alteromonas macleodii_",OTHER
WP_014975457.1,DUF4198 domain-containing protein _Alteromonas macleodii_,SP
WP_014975458.1,lytic murein transglycosylase _Alteromonas macleodii_,OTHER
WP_014975459.1,MULTISPECIES_ penicillin-binding protein 1B _Alteromonas_,OTHER
WP_014975460.1,MULTISPECIES_ hypothetical protein _Alteromonas_,SP
WP_014975461.1,DUF808 domain-containing protein _Alteromonas macleodii_,OTHER
WP_014975462.1,endonuclease _Alteromonas macleodii_,SP
WP_014975463.1,MULTISPECIES_ helix-turn-helix domain-containing protein _Alteromonas_,OTHER
WP_014975464.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_014975465.1,adenylate_guanylate cyclase domain-containing protein _Alteromonas macleodii_,OTHER
WP_014975466.1,aspartate carbamoyltransferase _Alteromonas macleodii_,OTHER
WP_014975468.1,efflux RND transporter periplasmic adaptor subunit _Alteromonas macleodii_,OTHER
WP_014975469.1,efflux RND transporter permease subunit _Alteromonas macleodii_,OTHER
WP_014975470.1,hybrid sensor histidine kinase_response regulator _Alteromonas macleodii_,SP
WP_014975482.1,MULTISPECIES_ glutathione-dependent disulfide-bond oxidoreductase _Alteromonas_,OTHER
WP_014975484.1,MULTISPECIES_ catalase _Alteromonas_,OTHER
WP_014975490.1,amino-acid N-acetyltransferase _Alteromonas macleodii_,OTHER
WP_014975510.1,MULTISPECIES_ oligoribonuclease _Alteromonas_,OTHER
WP_014975511.1,MULTISPECIES_ DUF4442 domain-containing protein _Alteromonas_,OTHER
WP_014975513.1,MULTISPECIES_ acetolactate synthase small subunit _Alteromonas_,OTHER
WP_014975536.1,MULTISPECIES_ sodium_proton antiporter _Alteromonas_,OTHER
WP_014975544.1,MULTISPECIES_ hypothetical protein _Alteromonas_,SP
WP_014975613.1,prolipoprotein diacylglyceryl transferase _Alteromonas macleodii_,OTHER
WP_014975617.1,MFS transporter _Alteromonas macleodii_,OTHER
WP_014975619.1,MULTISPECIES_ bifunctional tRNA pseudouridine_32_ synthase_23S rRNA pseudouridine_746_ synthase RluA _Alteromonas_,OTHER
WP_014975645.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_014975647.1,MULTISPECIES_ elongation factor P _Alteromonas_,OTHER
WP_014975661.1,MULTISPECIES_ nitrite reductase small subunit NirD _Alteromonas_,OTHER
WP_014975671.1,MULTISPECIES_ cytochrome c oxidase accessory protein CcoG _Alteromonas_,OTHER
WP_014975686.1,MULTISPECIES_ benzoate_H___ symporter BenE family transporter _Alteromonas_,OTHER
WP_014975692.1,MULTISPECIES_ heme-binding protein _Alteromonas_,OTHER
WP_014975694.1,MULTISPECIES_ 4-hydroxythreonine-4-phosphate dehydrogenase PdxA _Alteromonas_,OTHER
WP_014975695.1,peptidylprolyl isomerase SurA _Alteromonas macleodii_,SP
WP_014975696.1,MULTISPECIES_ LPS assembly protein LptD _Alteromonas_,SP
WP_014975697.1,MULTISPECIES_ site-specific tyrosine recombinase XerD _Alteromonas_,OTHER
WP_014975712.1,MULTISPECIES_ iron-containing redox enzyme family protein _Alteromonas_,OTHER
WP_014975715.1,VTT domain-containing protein _Alteromonas macleodii_,OTHER
WP_014975716.1,glycosyltransferase family 2 protein _Alteromonas macleodii_,OTHER
WP_014975717.1,MULTISPECIES_ hypothetical protein _Alteromonas_,SP
WP_014975718.1,hypothetical protein _Alteromonas macleodii_,OTHER
WP_014975719.1,cupredoxin domain-containing protein _Alteromonas macleodii_,SP
WP_014975720.1,two-component sensor histidine kinase _Alteromonas macleodii_,OTHER
WP_014975721.1,MULTISPECIES_ response regulator transcription factor _Alteromonas_,OTHER
WP_014975723.1,30S ribosomal protein S9 _Alteromonas macleodii_,OTHER
WP_014975727.1,MULTISPECIES_ PTS IIA-like nitrogen regulatory protein PtsN _Alteromonas_,OTHER
WP_014975733.1,transglutaminase family protein _Alteromonas macleodii_,OTHER
WP_014975760.1,MULTISPECIES_ universal stress protein _Alteromonas_,OTHER
WP_014975762.1,MULTISPECIES_ sigma-70 family RNA polymerase sigma factor _Alteromonas_,OTHER
WP_014975770.1,MULTISPECIES_ redoxin domain-containing protein _Alteromonas_,OTHER
WP_014975806.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_014975809.1,MULTISPECIES_ response regulator _Alteromonas_,OTHER
WP_014975812.1,MULTISPECIES_ YggN family protein _Alteromonas_,SP
WP_014975823.1,MULTISPECIES_ phosphopyruvate hydratase _Alteromonas_,OTHER
WP_014975843.1,MULTISPECIES_ UTP--glucose-1-phosphate uridylyltransferase GalU _Alteromonas_,OTHER
WP_014975852.1,outer membrane protein assembly factor BamA _Alteromonas macleodii_,SP
WP_014975856.1,MULTISPECIES_ GGDEF domain-containing protein _Alteromonas_,OTHER
WP_014975858.1,MULTISPECIES_ hypothetical protein _Alteromonas_,SP
WP_014975859.1,tRNA adenosine_34_ deaminase TadA _Alteromonas macleodii_,OTHER
WP_014975860.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_014975882.1,flagellin _Alteromonas macleodii_,OTHER
WP_014975883.1,MULTISPECIES_ flagellin _Alteromonas_,OTHER
WP_014975887.1,MULTISPECIES_ flagellar export chaperone FliS _Alteromonas_,OTHER
WP_014975893.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_014975894.1,MULTISPECIES_ ketoacyl-ACP synthase III _Alteromonas_,OTHER
WP_014975895.1,MULTISPECIES_ acyl carrier protein _Alteromonas_,OTHER
WP_014975896.1,MULTISPECIES_ pseudaminic acid synthase _Alteromonas_,OTHER
WP_014975903.1,MULTISPECIES_ flagellar motor switch protein FliG _Alteromonas_,OTHER
WP_014975911.1,"L,D-transpeptidase family protein _Alteromonas macleodii_",SP
WP_014975914.1,MULTISPECIES_ chemotaxis response regulator protein-glutamate methylesterase _Alteromonas_,OTHER
WP_014975918.1,M13 family metallopeptidase _Alteromonas macleodii_,LIPO
WP_014975926.1,ABC transporter substrate-binding protein _Alteromonas macleodii_,LIPO
WP_014975937.1,2OG-Fe_II_ oxygenase _Alteromonas macleodii_,OTHER
WP_014975938.1,MotA_TolQ_ExbB proton channel family protein _Alteromonas macleodii_,SP
WP_014975939.1,tetratricopeptide repeat protein _Alteromonas macleodii_,SP
WP_014975955.1,HlyD family secretion protein _Alteromonas macleodii_,OTHER
WP_014975956.1,two-component system response regulator BtsR _Alteromonas macleodii_,OTHER
WP_014975958.1,NAD_P_H-dependent oxidoreductase _Alteromonas macleodii_,OTHER
WP_014975961.1,MULTISPECIES_ response regulator transcription factor _Alteromonas_,OTHER
WP_014975976.1,insulinase family protein _Alteromonas macleodii_,LIPO
WP_014975982.1,MULTISPECIES_ PrkA family serine protein kinase _Alteromonas_,OTHER
WP_014975986.1,MULTISPECIES_ OmpA family protein _Alteromonas_,SP
WP_014975988.1,SDR family oxidoreductase _Alteromonas macleodii_,OTHER
WP_014975990.1,MULTISPECIES_ endonuclease III _Alteromonas_,OTHER
WP_014975992.1,MULTISPECIES_ electron transport complex subunit RsxB _Alteromonas_,OTHER
WP_014975993.1,MULTISPECIES_ electron transport complex subunit RsxA _Alteromonas_,OTHER
WP_014975995.1,MULTISPECIES_ 7-cyano-7-deazaguanine synthase QueC _Alteromonas_,OTHER
WP_014975999.1,"MULTISPECIES_ 3__2__,5_-bisphosphate nucleotidase CysQ _Alteromonas_",OTHER
WP_014976012.1,phosphohistidine phosphatase SixA _Alteromonas macleodii_,OTHER
WP_014976014.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_014976035.1,MULTISPECIES_ Holliday junction branch migration DNA helicase RuvB _Alteromonas_,OTHER
WP_014976048.1,MULTISPECIES_ TetR_AcrR family transcriptional regulator _Alteromonas_,OTHER
WP_014976067.1,MULTISPECIES_ 3-deoxy-7-phosphoheptulonate synthase class II _Alteromonas_,OTHER
WP_014976068.1,DUF4118 domain-containing protein _Alteromonas macleodii_,OTHER
WP_014976069.1,response regulator transcription factor _Alteromonas macleodii_,OTHER
WP_014976070.1,TrkA family potassium uptake protein _Alteromonas macleodii_,OTHER
WP_014976071.1,TrkH family potassium uptake protein _Alteromonas macleodii_,OTHER
WP_014976079.1,arylesterase _Alteromonas macleodii_,SP
WP_014976090.1,MULTISPECIES_ tryptophan synthase subunit beta _Alteromonas_,OTHER
WP_014976104.1,MULTISPECIES_ DNA starvation_stationary phase protection protein Dps _Alteromonas_,OTHER
WP_014976121.1,MULTISPECIES_ 4-hydroxy-tetrahydrodipicolinate reductase _Alteromonas_,OTHER
WP_014976126.1,MULTISPECIES_ NUDIX hydrolase _Alteromonas_,OTHER
WP_014976128.1,MULTISPECIES_ Hsp20 family protein _Alteromonas_,OTHER
WP_014976138.1,MULTISPECIES_ TetR_AcrR family transcriptional regulator _Alteromonas_,OTHER
WP_014976139.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_014976142.1,MULTISPECIES_ acyl-CoA thioesterase _Alteromonas_,OTHER
WP_014976143.1,MULTISPECIES_ flavin reductase family protein _Alteromonas_,OTHER
WP_014976144.1,MULTISPECIES_ helix-turn-helix transcriptional regulator _Alteromonas_,OTHER
WP_014976145.1,MULTISPECIES_ SDR family oxidoreductase _Alteromonas_,OTHER
WP_014976150.1,MULTISPECIES_ 50S ribosomal protein L25_general stress protein Ctc _Alteromonas_,OTHER
WP_014976158.1,MULTISPECIES_ dienelactone hydrolase family protein _Alteromonas_,OTHER
WP_014976172.1,succinyl-diaminopimelate desuccinylase _Alteromonas macleodii_,OTHER
WP_014976192.1,MULTISPECIES_ hydroxyisourate hydrolase _Alteromonas_,OTHER
WP_014976199.1,MULTISPECIES_ adenosine deaminase _Alteromonas_,OTHER
WP_014976207.1,MULTISPECIES_ AraC family ligand binding domain-containing protein _Alteromonas_,OTHER
WP_014976218.1,pteridine reductase _Alteromonas macleodii_,OTHER
WP_014976220.1,MULTISPECIES_ threonine--tRNA ligase _Alteromonas_,OTHER
WP_014976247.1,phenylalanine--tRNA ligase subunit beta _Alteromonas macleodii_,OTHER
WP_014976266.1,MULTISPECIES_ glucose-1-phosphate adenylyltransferase _Alteromonas_,OTHER
WP_014976271.1,acetyl_propionyl_methylcrotonyl-CoA carboxylase subunit alpha _Alteromonas macleodii_,OTHER
WP_014976276.1,MULTISPECIES_ FapA family protein _Alteromonas_,OTHER
WP_014976293.1,MULTISPECIES_ DUF2061 domain-containing protein _Alteromonas_,OTHER
WP_014976297.1,MULTISPECIES_ DNA polymerase III subunit epsilon _Alteromonas_,OTHER
WP_014976306.1,MULTISPECIES_ DUF2058 domain-containing protein _Alteromonas_,OTHER
WP_014976308.1,MULTISPECIES_ LysR family transcriptional regulator _Alteromonas_,OTHER
WP_014976310.1,formate dehydrogenase accessory sulfurtransferase FdhD _Alteromonas macleodii_,OTHER
WP_014976324.1,MULTISPECIES_ 23S rRNA accumulation protein YceD _Alteromonas_,OTHER
WP_014976325.1,MULTISPECIES_ phosphate acyltransferase PlsX _Alteromonas_,OTHER
WP_014976326.1,MULTISPECIES_ 3-oxoacyl-ACP reductase FabG _Alteromonas_,OTHER
WP_014976383.1,MULTISPECIES_ NADH_flavin oxidoreductase_NADH oxidase family protein _Alteromonas_,OTHER
WP_014976393.1,MULTISPECIES_ _2Fe-2S_-binding protein _Alteromonas_,OTHER
WP_014976399.1,MULTISPECIES_ rRNA large subunit pseudouridine synthase E _Alteromonas_,OTHER
WP_014976409.1,MULTISPECIES_ lipoyl_octanoyl_ transferase LipB _Alteromonas_,OTHER
WP_014976413.1,MULTISPECIES_ LPS assembly lipoprotein LptE _Alteromonas_,LIPO
WP_014976474.1,MULTISPECIES_ SDR family NAD_P_-dependent oxidoreductase _Alteromonas_,OTHER
WP_014976526.1,lipid A export permease_ATP-binding protein MsbA _Alteromonas macleodii_,OTHER
WP_014976547.1,glutamine--tRNA ligase _Alteromonas macleodii_,OTHER
WP_014976548.1,YciK family oxidoreductase _Alteromonas macleodii_,OTHER
WP_014976578.1,MULTISPECIES_ HAMP domain-containing histidine kinase _Alteromonas_,OTHER
WP_014976583.1,thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha _Alteromonas macleodii_,OTHER
WP_014976595.1,DUF2835 family protein _Alteromonas macleodii_,OTHER
WP_014976601.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_014976618.1,MULTISPECIES_ diacylglycerol kinase _Alteromonas_,OTHER
WP_014976631.1,MULTISPECIES_ DTW domain-containing protein _Alteromonas_,OTHER
WP_014976653.1,MULTISPECIES_ sulfurtransferase complex subunit TusD _Alteromonas_,OTHER
WP_014976668.1,MULTISPECIES_ _d_CMP kinase _Alteromonas_,OTHER
WP_014976669.1,3-phosphoshikimate 1-carboxyvinyltransferase _Alteromonas macleodii_,OTHER
WP_014976680.1,MULTISPECIES_ glycine cleavage system transcriptional repressor _Alteromonas_,OTHER
WP_014976690.1,MULTISPECIES_ acyl-CoA dehydrogenase FadE _Alteromonas_,OTHER
WP_014976691.1,CAP domain-containing protein _Alteromonas macleodii_,SP
WP_014976692.1,response regulator transcription factor _Alteromonas macleodii_,OTHER
WP_014976693.1,carboxy-S-adenosyl-L-methionine synthase CmoA _Alteromonas macleodii_,OTHER
WP_014976694.1,MULTISPECIES_ kinase _Alteromonas_,OTHER
WP_014976738.1,MULTISPECIES_ FAD-binding protein _Alteromonas_,OTHER
WP_014976750.1,MULTISPECIES_ pyridoxal phosphate-dependent aminotransferase _Alteromonas_,OTHER
WP_014976753.1,DedA family protein _Alteromonas macleodii_,OTHER
WP_014976775.1,Lrp_AsnC family transcriptional regulator _Alteromonas macleodii_,OTHER
WP_014976780.1,YfhL family 4Fe-4S dicluster ferredoxin _Alteromonas macleodii_,OTHER
WP_014976792.1,MULTISPECIES_ VOC family protein _Alteromonas_,OTHER
WP_014976806.1,hypothetical protein _Alteromonas macleodii_,LIPO
WP_014976813.1,MULTISPECIES_ NADP-dependent phosphogluconate dehydrogenase _Alteromonas_,OTHER
WP_014976817.1,MULTISPECIES_ type I glyceraldehyde-3-phosphate dehydrogenase _Alteromonas_,OTHER
WP_014976822.1,TIGR03915 family putative DNA repair protein _Alteromonas macleodii_,OTHER
WP_014976827.1,MULTISPECIES_ urea carboxylase-associated family protein _Alteromonas_,OTHER
WP_014976831.1,MULTISPECIES_ 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase KduD _Alteromonas_,OTHER
WP_014976837.1,MULTISPECIES_ bifunctional 4-hydroxy-2-oxoglutarate aldolase_2-dehydro-3-deoxy-phosphogluconate aldolase _Alteromonas_,OTHER
WP_014976849.1,MULTISPECIES_ hypothetical protein _Alteromonas_,OTHER
WP_014976852.1,MULTISPECIES_ iron-containing alcohol dehydrogenase _Alteromonas_,OTHER
WP_014976856.1,GAF domain-containing sensor histidine kinase _Alteromonas macleodii_,OTHER
WP_014976866.1,MULTISPECIES_ methionine--tRNA ligase _Alteromonas_,OTHER
WP_014976880.1,tRNA-_ms_2_io_6_A_-hydroxylase _Alteromonas macleodii_,OTHER
WP_014976888.1,MULTISPECIES_ type II toxin-antitoxin system ParD family antitoxin _Alteromonas_,OTHER
WP_014976893.1,hypothetical protein _Alteromonas macleodii_,LIPO
