seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanorak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description,ec_numbers
NZ_JNAX01000010.1,EV03_RS03025,,EV03_RS03025,EV03_0734,Protein Homology,30551.0,31651.0,-,,,COORDINATES: protein motif:HMM:NF013227.6,DegT/DnrJ/EryC1/StrS family aminotransferase,WP_241434786.1,GO:0008483,,transaminase activity|0008483||IEA,,EV03_0734,514251.0,515351.0,-,CK_Pro_PAC1_00734,rfbE,"GO:0000271,GO:0030170",CK_00000021,E.1,Amino sugars,"COG0399,bactNOG00014,bactNOG00030,bactNOG00503,bactNOG02528,cyaNOG05004,cyaNOG00606,cyaNOG00086,cyaNOG01451,cyaNOG06506,cyaNOG05401","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",2.6.1.102,GDP-perosamine synthase%3B RfbE%3B GDP-4-keto-6-deoxy-D-mannose-4-aminotransferase%3B GDP-perosamine synthetase%3B PerA%3B GDP-4-amino-4%2C6-dideoxy-alpha-D-mannose:2-oxoglutarate aminotransferase,"polysaccharide biosynthetic process,polysaccharide biosynthetic process,pyridoxal phosphate binding",perosamine synthetase protein family,"PF01041,IPR000653,IPR015421,IPR015422,IPR015424","DegT/DnrJ/EryC1/StrS aminotransferase family,DegT/DnrJ/EryC1/StrS aminotransferase,Pyridoxal phosphate-dependent transferase%2C major domain,Pyridoxal phosphate-dependent transferase domain 1,Pyridoxal phosphate-dependent transferase",100,Central intermediary metabolism / Amino sugars,2.6.1.-
NZ_JNAX01000010.1,EV03_RS03030,,EV03_RS03030,EV03_0735,Protein Homology,32221.0,32643.0,-,,,COORDINATES: protein motif:HMM:NF017345.6,sugar 3%2C4-ketoisomerase,WP_036905244.1,,,,,EV03_0735,515921.0,516343.0,-,CK_Pro_PAC1_00735,fdtA,GO:0016853,CK_00044510,,,,,,,isomerase activity,dTDP-6-deoxy-3%2C4-keto-hexulose isomerase domain protein,"PF05523,PF00132,IPR008894,IPR001451","WxcM-like%2C C-terminal,Bacterial transferase hexapeptide (six repeats),WxcM-like%2C C-terminal,Hexapeptide repeat",703,Unknown function / Enzymes of unknown specificity,5.3.2.-
NZ_JNAX01000010.1,EV03_RS03035,,EV03_RS03035,EV03_0736,Protein Homology,33046.0,34899.0,-,,,COORDINATES: protein motif:HMM:NF016464.6,glycosyltransferase family 61 protein,WP_036905246.1,"GO:0006486,GO:0016757",,glycosyltransferase activity|0016757||IEA,protein glycosylation|0006486||IEA,EV03_0736,516746.0,518599.0,-,CK_Pro_PAC1_00736,,GO:0016757,CK_00039011,"D.1.9,R.2"," Other,Conserved hypothetical proteins","COG4421,NOG132437,bactNOG48532,cyaNOG06865","COG: METABOLISM [G] Carbohydrate transport and metabolism,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,transferase activity%2C transferring glycosyl groups,conserved hypothetical protein,"PF04577,IPR007657","Protein of unknown function (DUF563),Glycosyltransferase 61",156,Hypothetical proteins / Conserved,2.4.-.-
NZ_JNAX01000010.1,EV03_RS03040,,EV03_RS03040,EV03_0737,Protein Homology,35425.0,35955.0,-,,,COORDINATES: protein motif:HMM:NF024698.6,GNAT family N-acetyltransferase,WP_036905248.1,"GO:0008080,GO:0016746",,"N-acetyltransferase activity|0008080||IEA,acyltransferase activity|0016746||IEA",,EV03_0737,519125.0,519655.0,-,CK_Pro_PAC1_00737,,GO:0008080,CK_00050924,,,,,,,N-acetyltransferase activity,hypothetical protein,"PF13302,IPR000182","Acetyltransferase (GNAT) domain,GNAT domain",,,2.3.-.-
NZ_JNAX01000010.1,EV03_RS10865,,EV03_RS10865,EV03_0739,Protein Homology,36601.0,36738.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011295107.1,hypothetical protein,WP_193743113.1,,,,,EV03_0739,520301.0,520426.0,-,CK_Pro_PAC1_00739,,,CK_00036883,,,,,,,,conserved hypothetical protein,,,,,
NZ_JNAX01000010.1,EV03_RS03050,,EV03_RS03050,EV03_0740,Protein Homology,37538.0,37774.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294915.1,hypothetical protein,WP_036905249.1,,,,,EV03_0740,521295.0,521474.0,+,CK_Pro_PAC1_00740,,,CK_00001269,R.1,Conserved hypothetical domains,"NOG38805,bactNOG71668,cyaNOG07779","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,
NZ_JNAX01000010.1,lexA,lexA,EV03_RS03055,EV03_0741,Protein Homology,37783.0,38391.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294916.1,transcriptional repressor LexA,WP_011294916.1,"GO:0009432,GO:0045892,GO:0004252",,serine-type endopeptidase activity|0004252||IEA,"SOS response|0009432||IEA,negative regulation of DNA-templated transcription|0045892||IEA",EV03_0741,521483.0,522091.0,-,CK_Pro_PAC1_00741,lexA,"GO:0006282,GO:0006355,GO:0008992",CK_00000738,N.1, DNA interactions,"COG1974,bactNOG02778,bactNOG14575,cyaNOG02819,cyaNOG01274","COG: KT,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,cyaNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,cyaNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription",3.4.21.88,repressor LexA%3B LexA repressor,"regulation of DNA repair,regulation of transcription%2C DNA-templated,regulation of DNA repair,regulation of transcription%2C DNA-templated,obsolete repressor LexA activity",SOS-response transcriptional repressor,"TIGR00498,PF00717,PF01726,IPR019759,IPR006199,IPR006200","repressor LexA,Peptidase S24-like,LexA DNA binding domain,Description not found.,LexA repressor%2C DNA-binding domain,Transcription regulator LexA","132,261","DNA metabolism / DNA replication%2C recombination%2C and repair,Regulatory functions / DNA interactions",3.4.21.88
NZ_JNAX01000010.1,argF,argF,EV03_RS03060,EV03_0742,Protein Homology,38457.0,39413.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129758.1,ornithine carbamoyltransferase,WP_036905251.1,"GO:0042450,GO:0004585",,ornithine carbamoyltransferase activity|0004585||IEA,L-arginine biosynthetic process via ornithine|0042450||IEA,EV03_0742,522157.0,523113.0,-,CK_Pro_PAC1_00742,argF,"GO:0042450,GO:0006520,GO:0004585,GO:0016743,GO:0016597",CK_00000737,A.3,Glutamate family (Arg%2C Gln%2C Glu%2C Pro),"COG0078,bactNOG00238,cyaNOG01452","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",2.1.3.3,ornithine carbamoyltransferase%3B citrulline phosphorylase%3B ornithine transcarbamylase%3B OTC%3B carbamylphosphate-ornithine transcarbamylase%3B L-ornithine carbamoyltransferase%3B L-ornithine carbamyltransferase%3B L-ornithine transcarbamylase%3B ornithine carbamyltransferase,"arginine biosynthetic process via ornithine,cellular amino acid metabolic process,arginine biosynthetic process via ornithine,cellular amino acid metabolic process,ornithine carbamoyltransferase activity,carboxyl- or carbamoyltransferase activity,amino acid binding",ornithine carbamoyltransferase,"TIGR00658,PF02729,PF00185,PS00097,IPR006132,IPR006131,IPR002292,IPR006130","ornithine carbamoyltransferase,Aspartate/ornithine carbamoyltransferase%2C carbamoyl-P binding domain,Aspartate/ornithine carbamoyltransferase%2C Asp/Orn binding domain,Aspartate and ornithine carbamoyltransferases signature.,Aspartate/ornithine carbamoyltransferase%2C carbamoyl-P binding,Aspartate/ornithine carbamoyltransferase%2C Asp/Orn-binding domain,Ornithine/putrescine carbamoyltransferase,Aspartate/ornithine carbamoyltransferase",73,Amino acid biosynthesis / Glutamate family,2.1.3.3
NZ_JNAX01000010.1,ftsH,ftsH,EV03_RS03065,EV03_0743,Protein Homology,39467.0,41341.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294918.1,ATP-dependent zinc metalloprotease FtsH,WP_036905253.1,"GO:0006508,GO:0051301,GO:0004222,GO:0016887,GO:0016020",membrane|0016020||IEA,"metalloendopeptidase activity|0004222||IEA,ATP hydrolysis activity|0016887||IEA","proteolysis|0006508||IEA,cell division|0051301||IEA",EV03_0743,523167.0,525041.0,-,CK_Pro_PAC1_00743,ftsH4,"GO:0006508,GO:0051301,GO:0004222,GO:0016887,GO:0005524,GO:0008270,GO:0016020,GO:0016021",CK_00008086,"D.1.7,D.2,L.4","Trace metals,Cell division,Degradation of proteins%2C peptides%2C and glycopeptides","COG0465,bactNOG01729,cyaNOG00967,cyaNOG01667","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",3.4.24.-,,"proteolysis,cell division,proteolysis,cell division,metalloendopeptidase activity,ATPase activity,ATP binding,zinc ion binding,proteolysis,cell division,metalloendopeptidase activity,ATPase activity,ATP binding,zinc ion binding,membrane,integral component of membrane",cell division protein FtsH,"TIGR01241,PF01434,PF06480,PF00004,PS00674,IPR003960,IPR000642,IPR005936,IPR011546,IPR003959,IPR027417,IPR003593","ATP-dependent metallopeptidase HflB,Peptidase family M41,FtsH Extracellular,ATPase family associated with various cellular activities (AAA),AAA-protein family signature.,ATPase%2C AAA-type%2C conserved site,Peptidase M41,Peptidase%2C FtsH,Peptidase M41%2C FtsH extracellular,ATPase%2C AAA-type%2C core,P-loop containing nucleoside triphosphate hydrolase,AAA+ ATPase domain","138,93","Protein fate / Degradation of proteins%2C peptides%2C and glycopeptides,Cellular processes / Cell division",
NZ_JNAX01000010.1,ribD,ribD,EV03_RS03070,EV03_0744,Protein Homology,41446.0,42540.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294919.1,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD,WP_036905256.1,"GO:0008703,GO:0008835",,"5-amino-6-(5-phosphoribosylamino)uracil reductase activity|0008703||IEA,diaminohydroxyphosphoribosylaminopyrimidine deaminase activity|0008835||IEA",,EV03_0744,525146.0,526240.0,-,CK_Pro_PAC1_00744,ribD,"GO:0009231,GO:0055114,GO:0008835,GO:0008270,GO:0016787,GO:0008703,GO:0050661",CK_00000735,B.7,Riboflavin%2C FMN and FAD,"COG0117,COG1985,bactNOG01144,cyaNOG01906","COG: METABOLISM [H] Coenzyme transport and metabolism,COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism","3.5.4.26,1.1.1.193","diaminohydroxyphosphoribosylaminopyrimidine deaminase,5-amino-6-(5-phosphoribosylamino)uracil reductase%3B aminodioxyphosphoribosylaminopyrimidine reductase","riboflavin biosynthetic process,oxidation-reduction process,riboflavin biosynthetic process,oxidation-reduction process,diaminohydroxyphosphoribosylaminopyrimidine deaminase activity,zinc ion binding,hydrolase activity,5-amino-6-(5-phosphoribosylamino)uracil reductase activity,NADP binding",diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase,"TIGR00227,TIGR00326,PF00383,PF01872,PS00903,IPR016192,IPR002125,IPR002734,IPR011549,IPR004794","riboflavin-specific deaminase C-terminal domain,riboflavin biosynthesis protein RibD,Cytidine and deoxycytidylate deaminase zinc-binding region,RibD C-terminal domain,Cytidine and deoxycytidylate deaminases zinc-binding region signature.,APOBEC/CMP deaminase%2C zinc-binding,Cytidine and deoxycytidylate deaminase domain,Bacterial bifunctional deaminase-reductase%2C C-terminal,Riboflavin-specific deaminase%2C C-terminal,Riboflavin biosynthesis protein RibD",85,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Riboflavin%2C FMN%2C and FAD,"1.1.1.193,3.5.4.26"
NZ_JNAX01000010.1,EV03_RS03075,,EV03_RS03075,EV03_0745,Protein Homology,42543.0,43037.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824246.1,DUF3122 domain-containing protein,WP_241434787.1,,,,,EV03_0745,526243.0,526692.0,-,CK_Pro_PAC1_00745,,,CK_00000734,,,"NOG41408,COG0129,bactNOG59944,bactNOG69722,cyaNOG05081,cyaNOG03982,cyaNOG07915","COG: POORLY CHARACTERIZED [S] Function unknown,COG: EG,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,"PF11320,IPR021469","Protein of unknown function (DUF3122),Protein of unknown function DUF3122",156,Hypothetical proteins / Conserved,
NZ_JNAX01000010.1,EV03_RS03080,,EV03_RS03080,EV03_0746,Protein Homology,43021.0,43308.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294921.1,hypothetical protein,WP_036905259.1,,,,,EV03_0746,526721.0,527008.0,-,CK_Pro_PAC1_00746,,,CK_00001432,,,"NOG42167,bactNOG75834,cyaNOG08302","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,
NZ_JNAX01000010.1,EV03_RS03085,,EV03_RS03085,EV03_0747,Protein Homology,43407.0,44693.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824248.1,bifunctional cobalt-precorrin-7 (C(5))-methyltransferase/cobalt-precorrin-6B (C(15))-methyltransferase,WP_036905262.1,,,,,EV03_0747,527107.0,528393.0,+,CK_Pro_PAC1_00747,cobL,"GO:0009236,GO:0046025",CK_00000733,B.5.3,Hemes and phycobilins,"COG2241,COG2242,bactNOG10818,bactNOG29280,cyaNOG02293,cyaNOG05300","COG: METABOLISM [H] Coenzyme transport and metabolism,COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",2.1.1.132,precorrin-6B C5%2C15-methyltransferase (decarboxylating)%3B precorrin-6 methyltransferase%3B precorrin-6Y methylase%3B precorrin-6Y C5%2C15-methyltransferase (decarboxylating)%3B cobL (gene name),"cobalamin biosynthetic process,cobalamin biosynthetic process,precorrin-6Y C5%2C15-methyltransferase (decarboxylating) activity",precorrin-6Y C5%2C15-methyltransferase (decarboxylating),"TIGR02467,TIGR02469,PF12847,PF00590,IPR014008,IPR012818,IPR000878","precorrin-6y C5%2C15-methyltransferase (decarboxylating)%2C CbiE subunit,precorrin-6Y C5%2C15-methyltransferase (decarboxylating)%2C CbiT subunit,Methyltransferase domain,Tetrapyrrole (Corrin/Porphyrin) Methylases,Cobalamin biosynthesis%2C precorrin-6Y methyltransferase%2C CbiT subunit,Cobalamin (vitamin B12) biosynthesis CbiE%2C precorrin-6Y methyltransferase,Tetrapyrrole methylase",79,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Heme%2C porphyrin%2C and cobalamin,
NZ_JNAX01000010.1,EV03_RS03090,,EV03_RS03090,EV03_0748,Protein Homology,44696.0,45604.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294923.1,NAD(+) kinase,WP_011824249.1,,,,,EV03_0748,528396.0,529304.0,-,CK_Pro_PAC1_00748,,"GO:0006741,GO:0008152,GO:0003951",CK_00000732,,,"COG0061,bactNOG01228,bactNOG06727,cyaNOG00322","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",,,"NADP biosynthetic process,metabolic process,NADP biosynthetic process,metabolic process,NAD+ kinase activity",ATP-NAD kinase family protein,"PF01513,IPR002504","ATP-NAD kinase,NAD kinase",163,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Pyridine nucleotides,2.7.1.23
NZ_JNAX01000010.1,pheS,pheS,EV03_RS03095,EV03_0749,Protein Homology,45698.0,46705.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128464.1,phenylalanine--tRNA ligase subunit alpha,WP_036905265.1,"GO:0006432,GO:0000166,GO:0004826,GO:0005524,GO:0005737",cytoplasm|0005737||IEA,"nucleotide binding|0000166||IEA,phenylalanine-tRNA ligase activity|0004826||IEA,ATP binding|0005524||IEA",phenylalanyl-tRNA aminoacylation|0006432||IEA,EV03_0749,529398.0,530405.0,-,CK_Pro_PAC1_00749,pheS,"GO:0006432,GO:0006418,GO:0006432,GO:0043039,GO:0004826,GO:0004812,GO:0000166,GO:0004826,GO:0005524,GO:0000049,GO:0009328,GO:0005737",CK_00000731,,,"COG0016,bactNOG01583,cyaNOG00714","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",6.1.1.20,phenylalanine---tRNA ligase%3B phenylalanyl-tRNA synthetase%3B phenylalanyl-transfer ribonucleate synthetase%3B phenylalanine-tRNA synthetase%3B phenylalanyl-transfer RNA synthetase%3B phenylalanyl-tRNA ligase%3B phenylalanyl-transfer RNA ligase%3B L-phenylalanyl-tRNA synthetase%3B phenylalanine translase,"phenylalanyl-tRNA aminoacylation,tRNA aminoacylation for protein translation,phenylalanyl-tRNA aminoacylation,tRNA aminoacylation,phenylalanyl-tRNA aminoacylation,tRNA aminoacylation for protein translation,phenylalanyl-tRNA aminoacylation,tRNA aminoacylation,phenylalanine-tRNA ligase activity,aminoacyl-tRNA ligase activity,nucleotide binding,phenylalanine-tRNA ligase activity,ATP binding,tRNA binding,phenylalanyl-tRNA aminoacylation,tRNA aminoacylation for protein translation,phenylalanyl-tRNA aminoacylation,tRNA aminoacylation,phenylalanine-tRNA ligase activity,aminoacyl-tRNA ligase activity,nucleotide binding,phenylalanine-tRNA ligase activity,ATP binding,tRNA binding,phenylalanine-tRNA ligase complex,cytoplasm",phenylalanine--tRNA ligase%2C alpha subunit,"TIGR00468,PF01409,PF02912,PS50862,IPR006195,IPR004529,IPR002319,IPR004188","phenylalanine--tRNA ligase%2C alpha subunit,tRNA synthetases class II core domain (F),Aminoacyl tRNA synthetase class II%2C N-terminal domain,Aminoacyl-transfer RNA synthetases class-II family profile.,Aminoacyl-tRNA synthetase%2C class II,Phenylalanyl-tRNA synthetase%2C class IIc%2C alpha subunit,Phenylalanyl-tRNA synthetase,Phenylalanine-tRNA ligase%2C class II%2C N-terminal",137,Protein synthesis / tRNA aminoacylation,6.1.1.20
NZ_JNAX01000010.1,surE,surE,EV03_RS03100,EV03_0750,Protein Homology,46774.0,47562.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011824251.1,5'/3'-nucleotidase SurE,WP_036905268.1,GO:0008252,,nucleotidase activity|0008252||IEA,,EV03_0750,530474.0,531262.0,+,CK_Pro_PAC1_00750,surE,"GO:0046872,GO:0008253,GO:0016787,GO:0000166,GO:0005737",CK_00000730,"M.3,M.4","Purine ribonucleotide biosynthesis,Pyrimidine ribonucleotide biosynthesis","COG0496,bactNOG05090,cyaNOG00418","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: METABOLISM [F] Nucleotide transport and metabolism,cyaNOG: METABOLISM [F] Nucleotide transport and metabolism",3.1.3.5,5'-nucleotidase%3B uridine 5'-nucleotidase%3B 5'-adenylic phosphatase%3B adenosine 5'-phosphatase%3B AMP phosphatase%3B adenosine monophosphatase%3B 5'-mononucleotidase%3B AMPase%3B UMPase%3B snake venom 5'-nucleotidase%3B thimidine monophosphate nucleotidase%3B 5'-AMPase%3B 5'-AMP nucleotidase%3B AMP phosphohydrolase%3B IMP 5'-nucleotidase,"metal ion binding,5'-nucleotidase activity,hydrolase activity,nucleotide binding,metal ion binding,5'-nucleotidase activity,hydrolase activity,nucleotide binding,cytoplasm",5'-nucleotidase,"TIGR00087,PF01975,IPR002828","5'/3'-nucleotidase SurE,Survival protein SurE,Survival protein SurE-like phosphatase/nucleotidase","125,126","Purines%2C pyrimidines%2C nucleosides%2C and nucleotides / Purine ribonucleotide biosynthesis,Purines%2C pyrimidines%2C nucleosides%2C and nucleotides / Pyrimidine ribonucleotide biosynthesis",3.1.3.6
NZ_JNAX01000010.1,EV03_RS03105,,EV03_RS03105,EV03_0751,Protein Homology,47566.0,48129.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011294926.1,DUF3611 family protein,WP_011294926.1,,,,,EV03_0751,531266.0,531832.0,-,CK_Pro_PAC1_00751,,GO:0016020,CK_00000729,R.2,Conserved hypothetical proteins,"COG0609,COG0477,COG0825,NOG09436,NOG72877,bactNOG39036,bactNOG37701,cyaNOG03670,cyaNOG03304","COG: METABOLISM [P] Inorganic ion transport and metabolism,COG: GEPR,COG: METABOLISM [I] Lipid transport and metabolism,COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,membrane,conserved membrane protein,"PF12263,IPR022051","Protein of unknown function (DUF3611),Protein of unknown function DUF3611",156,Hypothetical proteins / Conserved,
