gene,dark-tolerant_cluster,parental_cluster,same_periodicity_pattern,resolved_locus_tag,resolution_method
cds-WP_041711182.1,15,15,True,PMN2A_0276,heuristic_multi:gene
cds-WP_041711191.1,7,8,False,PMN2A_0413,multi:gene
cds-WP_041711193.1,6,2,False,PMN2A_0451,multi:gene
cds-WP_041711196.1,10,9,False,PMN2A_0514,multi:gene
cds-WP_041711201.1,7,8,False,PMN2A_0555,heuristic_multi:gene
cds-WP_041711204.1,2,10,False,PMN2A_0564,heuristic_multi:gene
cds-WP_041711218.1,10,9,False,PMN2A_0688,multi:gene
cds-WP_041711257.1,13,13,True,PMN2A_0860,multi:gene
cds-WP_041711263.1,13,13,True,PMN2A_0889,heuristic_multi:gene
cds-WP_041711271.1,2,14,False,PMN2A_0991,heuristic_multi:gene
cds-WP_049752675.1,6,9,False,PMN2A_1442,multi:gene
cds-WP_049752676.1,15,13,False,PMN2A_1444,multi:gene
cds-WP_049752677.1,5,3,False,PMN2A_1505,heuristic_multi:gene
cds-WP_049752679.1,9,9,True,PMN2A_1666,heuristic_multi:gene
cds-WP_049752681.1,4,6,False,PMN2A_0874,multi:gene
cds-WP_049752684.1,14,15,False,PMN2A_1404,heuristic_multi:gene
cds-WP_049752686.1,3,11,False,PMN2A_1576,heuristic_multi:gene
cds-WP_049752687.1,2,4,False,PMN2A_1639,multi:gene
cds-WP_049752690.1,6,7,False,PMN2A_0363,multi:gene
cds-WP_049752693.1,13,13,True,PMN2A_0631,heuristic_multi:gene
cds-WP_049752694.1,14,11,False,PMN2A_0637,multi:gene
cds-WP_049752697.1,15,15,True,PMN2A_0875,multi:gene
cds-WP_049752699.1,10,7,False,PMN2A_1302,heuristic_multi:gene
cds-WP_071813611.1,6,12,False,PMN2A_1601,multi:gene
cds-WP_071813621.1,14,13,False,PMN2A_0085,heuristic_multi:gene
cds-WP_071813622.1,7,7,True,PMN2A_RS11085,heuristic_multi:gene
cds-WP_071813624.1,9,9,True,PMN2A_0260,heuristic_multi:gene
cds-WP_071813626.1,6,6,True,PMN2A_1969,heuristic_multi:gene
cds-WP_071813629.1,7,7,True,PMN2A_0651,heuristic_multi:gene
cds-WP_071813635.1,14,11,False,PMN2A_0882,heuristic_multi:gene
cds-WP_071813637.1,3,13,False,PMN2A_0907,multi:gene
cds-WP_071813642.1,8,8,True,PMN2A_1145,heuristic_multi:gene
cds-WP_071813652.1,1,1,True,PMN2A_0724,multi:gene
cds-WP_080502527.1,4,15,False,PMN2A_RS00200,multi:gene
cds-WP_080502528.1,5,14,False,PMN2A_1446,heuristic_multi:gene
cds-WP_080502529.1,9,9,True,PMN2A_1696,multi:gene
cds-WP_080502530.1,6,12,False,PMN2A_0330,heuristic_multi:gene
cds-WP_080502531.1,6,15,False,PMN2A_0561,multi:gene
cds-WP_080502532.1,13,3,False,PMN2A_0821,multi:gene
cds-WP_080502533.1,12,12,True,PMN2A_0826,multi:gene
cds-WP_080502534.1,2,2,True,PMN2A_0832,multi:gene
cds-WP_080502535.1,10,10,True,PMN2A_0857,multi:gene
cds-WP_080502536.1,10,5,False,PMN2A_1026,multi:gene
cds-WP_080502537.1,9,9,True,PMN2A_1235,multi:gene
cds-WP_080502539.1,7,8,False,PMN2A_1868,multi:gene
cds-WP_080502540.1,10,7,False,PMN2A_0077,heuristic_multi:gene
cds-WP_080502541.1,6,4,False,PMN2A_0455,multi:gene
fig|1218.94.peg.102,2,1,False,PMN2A_1904,multi:gene
fig|1218.94.peg.1037,5,14,False,PMN2A_1967,multi:gene
fig|1218.94.peg.104,13,13,True,PMN2A_1905,multi:gene
fig|1218.94.peg.1042,4,8,False,PMN2A_1970,multi:gene
fig|1218.94.peg.1045,6,12,False,,unresolved
fig|1218.94.peg.1046,11,15,False,PMN2A_1973,multi:gene
fig|1218.94.peg.105,13,11,False,,unresolved
fig|1218.94.peg.1063,11,5,False,PMN2A_0405,multi:gene
fig|1218.94.peg.1065,10,7,False,PMN2A_1977,multi:gene
fig|1218.94.peg.1078,1,1,True,,unresolved
fig|1218.94.peg.109,3,3,True,PMN2A_1418,multi:gene
fig|1218.94.peg.1091,7,7,True,PMN2A_1984,multi:gene
fig|1218.94.peg.1093,1,15,False,PMN2A_1985,multi:gene
fig|1218.94.peg.1095,10,9,False,PMN2A_1986,multi:gene
fig|1218.94.peg.1096,4,10,False,PMN2A_1987,multi:gene
fig|1218.94.peg.1097,1,1,True,PMN2A_1988,multi:gene
fig|1218.94.peg.1102,1,5,False,PMN2A_0430,multi:gene
fig|1218.94.peg.1109,1,1,True,PMN2A_1992,multi:gene
fig|1218.94.peg.1110,1,1,True,PMN2A_1993,multi:gene
fig|1218.94.peg.1111,1,1,True,PMN2A_1994,multi:gene
fig|1218.94.peg.1113,13,3,False,PMN2A_1995,multi:gene
fig|1218.94.peg.1138,6,4,False,PMN2A_2000,multi:gene
fig|1218.94.peg.1139,4,4,True,,unresolved
fig|1218.94.peg.1141,6,15,False,PMN2A_2002,multi:gene
fig|1218.94.peg.1142,6,4,False,PMN2A_2003,multi:gene
fig|1218.94.peg.1146,2,4,False,PMN2A_0458,multi:gene
fig|1218.94.peg.1154,5,13,False,PMN2A_2006,multi:gene
fig|1218.94.peg.1157,6,13,False,PMN2A_2007,multi:gene
fig|1218.94.peg.1158,5,12,False,PMN2A_2008,multi:gene
fig|1218.94.peg.1160,12,6,False,PMN2A_2009,multi:gene
fig|1218.94.peg.1167,4,10,False,PMN2A_0474,multi:gene
fig|1218.94.peg.1175,8,8,True,PMN2A_2012,multi:gene
fig|1218.94.peg.1187,6,9,False,PMN2A_2014,multi:gene
fig|1218.94.peg.1191,1,5,False,PMN2A_2015,multi:gene
fig|1218.94.peg.1192,4,10,False,PMN2A_0494,multi:gene
fig|1218.94.peg.1196,14,5,False,PMN2A_2019,multi:gene
fig|1218.94.peg.1198,4,8,False,PMN2A_2020,multi:gene
fig|1218.94.peg.1211,7,7,True,PMN2A_0506,multi:gene
fig|1218.94.peg.1227,15,15,True,PMN2A_2029,multi:gene
fig|1218.94.peg.1232,2,8,False,,unresolved
fig|1218.94.peg.1233,2,4,False,PMN2A_2031,multi:gene
fig|1218.94.peg.1236,10,15,False,PMN2A_2033,multi:gene
fig|1218.94.peg.1237,6,4,False,PMN2A_2034,multi:gene
fig|1218.94.peg.1241,6,7,False,PMN2A_0525,multi:gene
fig|1218.94.peg.1247,15,15,True,PMN2A_0530,multi:gene
fig|1218.94.peg.1256,4,10,False,PMN2A_0535,multi:gene
fig|1218.94.peg.1261,3,13,False,PMN2A_2041,multi:gene
fig|1218.94.peg.1262,1,15,False,PMN2A_2042,multi:gene
fig|1218.94.peg.1263,1,1,True,PMN2A_2043,multi:gene
fig|1218.94.peg.1271,6,15,False,PMN2A_2049,multi:gene
fig|1218.94.peg.1272,4,8,False,PMN2A_2050,multi:gene
fig|1218.94.peg.1276,10,7,False,PMN2A_2052,multi:gene
fig|1218.94.peg.1281,1,1,True,PMN2A_2056,multi:gene
fig|1218.94.peg.1283,4,12,False,,unresolved
fig|1218.94.peg.1285,8,9,False,PMN2A_0548,multi:gene
fig|1218.94.peg.1303,15,13,False,PMN2A_2064,multi:gene
fig|1218.94.peg.131,1,15,False,PMN2A_1439,multi:gene
fig|1218.94.peg.1311,1,1,True,PMN2A_2065,multi:gene
fig|1218.94.peg.1313,1,5,False,PMN2A_0570,multi:gene
fig|1218.94.peg.1314,2,2,True,PMN2A_2066,multi:gene
fig|1218.94.peg.1321,4,12,False,PMN2A_2070,multi:gene
fig|1218.94.peg.1327,10,7,False,PMN2A_2074,multi:gene
fig|1218.94.peg.1328,5,1,False,PMN2A_2075,multi:gene
fig|1218.94.peg.1329,5,1,False,PMN2A_2076,multi:gene
fig|1218.94.peg.1336,6,2,False,,unresolved
fig|1218.94.peg.1337,15,9,False,PMN2A_2081,multi:gene
fig|1218.94.peg.1344,7,7,True,PMN2A_0586,multi:gene
fig|1218.94.peg.1345,10,9,False,PMN2A_2085,multi:gene
fig|1218.94.peg.1350,9,7,False,PMN2A_2087,multi:gene
fig|1218.94.peg.1352,10,7,False,PMN2A_2088,multi:gene
fig|1218.94.peg.1355,2,8,False,PMN2A_2090,multi:gene
fig|1218.94.peg.1356,5,1,False,PMN2A_2091,multi:gene
fig|1218.94.peg.1360,15,7,False,PMN2A_2093,multi:gene
fig|1218.94.peg.1363,15,2,False,,unresolved
fig|1218.94.peg.1365,7,7,True,PMN2A_2097,multi:gene
fig|1218.94.peg.1366,8,7,False,PMN2A_2098,multi:gene
fig|1218.94.peg.1367,1,1,True,PMN2A_2099,multi:gene
fig|1218.94.peg.1369,13,13,True,PMN2A_2101,multi:gene
fig|1218.94.peg.1370,2,4,False,,unresolved
fig|1218.94.peg.1371,12,13,False,PMN2A_2102,multi:gene
fig|1218.94.peg.1377,10,9,False,PMN2A_2103,multi:gene
fig|1218.94.peg.1378,4,8,False,PMN2A_2104,multi:gene
fig|1218.94.peg.1386,8,2,False,PMN2A_2109,multi:gene
fig|1218.94.peg.1392,1,1,True,PMN2A_0609,multi:gene
fig|1218.94.peg.1394,4,6,False,PMN2A_2111,multi:gene
fig|1218.94.peg.1395,1,1,True,PMN2A_2112,multi:gene
fig|1218.94.peg.1406,10,7,False,PMN2A_0620,multi:gene
fig|1218.94.peg.1407,4,10,False,PMN2A_2115,multi:gene
fig|1218.94.peg.1409,15,15,True,PMN2A_2116,multi:gene
fig|1218.94.peg.1411,12,12,True,PMN2A_0622,multi:gene
fig|1218.94.peg.1423,14,3,False,PMN2A_0630,multi:gene
fig|1218.94.peg.146,13,13,True,PMN2A_1454,multi:gene
fig|1218.94.peg.1469,5,8,False,,unresolved
fig|1218.94.peg.1493,5,3,False,,unresolved
fig|1218.94.peg.1497,1,14,False,,unresolved
fig|1218.94.peg.1516,2,10,False,PMN2A_2129,multi:gene
fig|1218.94.peg.1527,14,11,False,,unresolved
fig|1218.94.peg.1549,10,10,True,PMN2A_2132,multi:gene
fig|1218.94.peg.1550,2,9,False,PMN2A_0743,multi:gene
fig|1218.94.peg.1587,8,8,True,PMN2A_2133,multi:gene
fig|1218.94.peg.1588,8,8,True,PMN2A_2134,multi:gene
fig|1218.94.peg.1603,7,7,True,PMN2A_2139,multi:gene
fig|1218.94.peg.1605,13,3,False,,unresolved
fig|1218.94.peg.1646,2,2,True,,unresolved
fig|1218.94.peg.1647,1,1,True,PMN2A_2146,multi:gene
fig|1218.94.peg.1662,2,7,False,PMN2A_2148,multi:gene
fig|1218.94.peg.1666,15,1,False,PMN2A_0843,multi:gene
fig|1218.94.peg.1667,15,15,True,PMN2A_0844,multi:gene
fig|1218.94.peg.1689,14,3,False,PMN2A_2149,multi:gene
fig|1218.94.peg.1701,4,8,False,PMN2A_2150,multi:gene
fig|1218.94.peg.1718,15,14,False,,unresolved
fig|1218.94.peg.1719,2,15,False,,unresolved
fig|1218.94.peg.1757,10,7,False,PMN2A_2153,multi:gene
fig|1218.94.peg.1767,12,14,False,PMN2A_0938,multi:gene
fig|1218.94.peg.1781,10,7,False,PMN2A_2159,multi:gene
fig|1218.94.peg.1784,7,9,False,,unresolved
fig|1218.94.peg.1794,3,12,False,,unresolved
fig|1218.94.peg.1800,2,4,False,PMN2A_2165,multi:gene
fig|1218.94.peg.1807,2,14,False,PMN2A_2166,multi:gene
fig|1218.94.peg.1852,6,6,True,PMN2A_2167,multi:gene
fig|1218.94.peg.187,10,7,False,PMN2A_1491,multi:gene
fig|1218.94.peg.1888,14,12,False,,unresolved
fig|1218.94.peg.1906,2,9,False,PMN2A_2172,multi:gene
fig|1218.94.peg.1907,2,2,True,PMN2A_2173,multi:gene
fig|1218.94.peg.1941,14,14,True,PMN2A_2175,multi:gene
fig|1218.94.peg.1944,13,12,False,PMN2A_1092,multi:gene
fig|1218.94.peg.1946,6,4,False,,unresolved
fig|1218.94.peg.1991,5,11,False,PMN2A_1132,multi:gene
fig|1218.94.peg.2006,8,2,False,PMN2A_1146,multi:gene
fig|1218.94.peg.2146,1,15,False,PMN2A_2185,multi:gene
fig|1218.94.peg.2165,5,5,True,PMN2A_2186,multi:gene
fig|1218.94.peg.218,13,3,False,PMN2A_1521,multi:gene
fig|1218.94.peg.226,2,15,False,PMN2A_1911,multi:gene
fig|1218.94.peg.277,2,2,True,,unresolved
fig|1218.94.peg.293,13,13,True,PMN2A_1915,multi:gene
fig|1218.94.peg.300,5,3,False,,unresolved
fig|1218.94.peg.341,6,8,False,PMN2A_1917,multi:gene
fig|1218.94.peg.401,4,12,False,PMN2A_1920,multi:gene
fig|1218.94.peg.464,3,14,False,PMN2A_1928,multi:gene
fig|1218.94.peg.467,5,2,False,PMN2A_1929,multi:gene
fig|1218.94.peg.472,5,11,False,PMN2A_1754,multi:gene
fig|1218.94.peg.503,1,5,False,PMN2A_1784,multi:gene
fig|1218.94.peg.529,5,11,False,PMN2A_1809,multi:gene
fig|1218.94.peg.550,15,9,False,PMN2A_1934,multi:gene
fig|1218.94.peg.629,10,9,False,PMN2A_1936,multi:gene
fig|1218.94.peg.64,4,8,False,PMN2A_1389,multi:gene
fig|1218.94.peg.65,8,2,False,,unresolved
fig|1218.94.peg.68,2,2,True,PMN2A_1391,multi:gene
fig|1218.94.peg.682,7,7,True,PMN2A_1937,multi:gene
fig|1218.94.peg.69,4,8,False,PMN2A_1392,multi:gene
fig|1218.94.peg.692,6,1,False,,unresolved
fig|1218.94.peg.711,5,14,False,PMN2A_1939,multi:gene
fig|1218.94.peg.73,4,8,False,PMN2A_1899,multi:gene
fig|1218.94.peg.74,9,9,True,PMN2A_1900,multi:gene
fig|1218.94.peg.741,4,10,False,PMN2A_1941,multi:gene
fig|1218.94.peg.742,12,12,True,PMN2A_1942,multi:gene
fig|1218.94.peg.743,1,5,False,PMN2A_1943,multi:gene
fig|1218.94.peg.744,1,5,False,PMN2A_1944,multi:gene
fig|1218.94.peg.76,8,7,False,PMN2A_1902,multi:gene
fig|1218.94.peg.760,13,3,False,PMN2A_1947,multi:gene
fig|1218.94.peg.787,3,3,True,PMN2A_0155,multi:gene
fig|1218.94.peg.793,13,11,False,PMN2A_0162,multi:gene
fig|1218.94.peg.850,6,13,False,,unresolved
fig|1218.94.peg.863,8,2,False,PMN2A_0232,multi:gene
fig|1218.94.peg.872,12,14,False,,unresolved
fig|1218.94.peg.883,9,9,True,PMN2A_0250,multi:gene
fig|1218.94.peg.888,12,12,True,PMN2A_1952,multi:gene
fig|1218.94.peg.92,1,1,True,PMN2A_1405,multi:gene
fig|1218.94.peg.921,3,3,True,PMN2A_1954,multi:gene
fig|1218.94.peg.925,5,5,True,PMN2A_0289,multi:gene
fig|1218.94.peg.940,2,12,False,PMN2A_1956,multi:gene
fig|1218.94.peg.993,15,9,False,PMN2A_1962,multi:gene
fig|1218.94.peg.994,5,11,False,PMN2A_1963,multi:gene
fig|1218.94.peg.996,13,3,False,PMN2A_1964,multi:gene
rna-PMN2A_RS04195,13,11,False,PMN2A_1951,heuristic:gene
