gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanoak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description
menB,menB,SYNC_RS07110,sync_1527,Protein Homology,1412261.0,1413136.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006852780.1,1%2C4-dihydroxy-2-naphthoyl-CoA synthase,WP_041426558.1,"GO:0009234,GO:0008935",,1%2C4-dihydroxy-2-naphthoyl-CoA synthase activity|0008935||IEA,menaquinone biosynthetic process|0009234||IEA,sync_1527,1412306.0,1413136.0,+,CK_Syn_CC9311_01527,menB,"GO:0042372,GO:0008935",CK_00000769,B.2, Plastoquinone%2C menaquinone and ubiquinone,"COG0447,bactNOG01168,bactNOG00276,cyaNOG01815,cyaNOG06466","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [I] Lipid transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",4.1.3.36,1%2C4-dihydroxy-2-naphthoyl-CoA synthase%3B naphthoate synthase%3B 1%2C4-dihydroxy-2-naphthoate synthase%3B dihydroxynaphthoate synthase%3B o-succinylbenzoyl-CoA 1%2C4-dihydroxy-2-naphthoate-lyase (cyclizing)%3B MenB%3B o-succinylbenzoyl-CoA dehydratase (cyclizing),"phylloquinone biosynthetic process,phylloquinone biosynthetic process,1%2C4-dihydroxy-2-naphthoyl-CoA synthase activity",naphthoate synthase,"TIGR01929,PF00378,PS00166,IPR001753,IPR010198,IPR018376","naphthoate synthase,Enoyl-CoA hydratase/isomerase,Enoyl-CoA hydratase/isomerase signature.,Enoyl-CoA hydratase/isomerase,1%2C4-Dihydroxy-2-naphthoyl-CoA synthase%2C MenB,Enoyl-CoA hydratase/isomerase%2C conserved site",81,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Menaquinone and ubiquinone
SYNC_RS07115,,SYNC_RS07115,sync_1528,Protein Homology,1413207.0,1413896.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619450.1,L%2CD-transpeptidase,WP_148201872.1,"GO:0018104,GO:0016746,GO:0071972",,"acyltransferase activity|0016746||IEA,peptidoglycan L%2CD-transpeptidase activity|0071972||IEA",peptidoglycan-protein cross-linking|0018104||IEA,sync_1528,1413180.0,1413896.0,+,CK_Syn_CC9311_01528,sync_1528,GO:0016740,CK_00049602,L.4,Degradation of proteins%2C peptides%2C and glycopeptides,"COG1376,bactNOG32398,cyaNOG02963","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,transferase activity,L%2CD-transpeptidase catalytic domain protein,"PF03734,IPR005490","L%2CD-transpeptidase catalytic domain,L%2CD-transpeptidase catalytic domain",138,Protein fate / Degradation of proteins%2C peptides%2C and glycopeptides
glgA,glgA,SYNC_RS07120,sync_1529,Protein Homology,1413955.0,1415511.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619451.1,glycogen synthase GlgA,WP_011619451.1,,,,,sync_1529,1413955.0,1415511.0,+,CK_Syn_CC9311_01529,glgA,"GO:0005978,GO:0004373",CK_00000771,G.8, Glycogen and sugar metabolism,"COG0297,bactNOG00589,cyaNOG02225","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",2.4.1.21,starch synthase (glycosyl-transferring)%3B ADP-glucose---starch glucosyltransferase%3B adenosine diphosphate glucose-starch glucosyltransferase%3B adenosine diphosphoglucose-starch glucosyltransferase%3B ADP-glucose starch synthase%3B ADP-glucose transglucosylase%3B ADP-glucose-starch glucosyltransferase%3B ADPG starch synthetase%3B ADPG-starch glucosyltransferase%3B starch synthetase%3B ADP-glucose:1%2C4-alpha-D-glucan 4-alpha-D-glucosyltransferase,"glycogen biosynthetic process,glycogen biosynthetic process,glycogen (starch) synthase activity",glycogen synthase,"TIGR02095,PF08323,PF00534,IPR013534,IPR001296,IPR011835","glycogen/starch synthase%2C ADP-glucose type,Starch synthase catalytic domain,Glycosyl transferases group 1,Starch synthase%2C catalytic domain,Glycosyl transferase%2C family 1,Bacterial/plant glycogen synthase",105,Energy metabolism / Biosynthesis and degradation of polysaccharides
SYNC_RS07125,,SYNC_RS07125,sync_1530,Protein Homology,1415530.0,1416357.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619452.1,hypothetical protein,WP_011619452.1,,,,,sync_1530,1415530.0,1416357.0,+,CK_Syn_CC9311_01530,sync_1530,GO:0016020,CK_00001605,,,"NOG12793,NOG126095,NOG13900,bactNOG68087,cyaNOG03607","COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,membrane,uncharacterized conserved membrane protein,,,156,Hypothetical proteins / Conserved
murF,murF,SYNC_RS07130,sync_1531,Protein Homology,1416360.0,1417730.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006852784.1,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,WP_041426559.1,"GO:0009252,GO:0005524,GO:0047480",,"ATP binding|0005524||IEA,UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity|0047480||IEA",peptidoglycan biosynthetic process|0009252||IEA,sync_1531,1416354.0,1417730.0,+,CK_Syn_CC9311_01531,murF,"GO:0051301,GO:0008360,GO:0009252,GO:0047480",CK_00000158,C.2,Murein sacculus and peptidoglycan,"COG0770,bactNOG01626,cyaNOG00995","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",6.3.2.10,UDP-N-acetylmuramoyl-tripeptide---D-alanyl-D-alanine ligase%3B MurF synthetase%3B UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine synthetase%3B UDP-N-acetylmuramoylalanyl-D-glutamyl-lysine-D-alanyl-D-alanine ligase%3B uridine diphosphoacetylmuramoylpentapeptide synthetase%3B UDPacetylmuramoylpentapeptide synthetase%3B UDP-MurNAc-L-Ala-D-Glu-L-Lys:D-Ala-D-Ala ligase,"cell division,regulation of cell shape,peptidoglycan biosynthetic process,cell division,regulation of cell shape,peptidoglycan biosynthetic process,UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity", UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,"TIGR01143,PF08245,PF01225,PF02875,IPR013221,IPR005863,IPR000713,IPR004101","UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,Mur ligase middle domain,Mur ligase family%2C catalytic domain,Mur ligase family%2C glutamate ligase domain,Mur ligase%2C central,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,Mur ligase%2C N-terminal catalytic domain,Mur ligase%2C C-terminal",89,Cell envelope / Biosynthesis and degradation of murein sacculus and peptidoglycan
SYNC_RS07135,,SYNC_RS07135,sync_1532,Protein Homology,1417732.0,1417926.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011932937.1,hypothetical protein,WP_011619454.1,,,,,sync_1532,1417732.0,1417926.0,-,CK_Syn_CC9311_01532,sync_1532,,CK_00049418,R.2,Conserved hypothetical proteins,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
glmU,glmU,SYNC_RS07140,sync_1533,Protein Homology,1418032.0,1419396.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619455.1,bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU,WP_011619455.1,,,,,sync_1533,1418032.0,1419396.0,-,CK_Syn_CC9311_01533,glmU,"GO:0009103,GO:0009252,GO:0000902,GO:0009103,GO:0009252,GO:0003977,GO:0019134,GO:0000287,GO:0003977,GO:0019134,GO:0005737",CK_00000772,"C.2,C.3","Murein sacculus and peptidoglycan,Surface polysaccharides and lipopolysaccharides","COG1207,bactNOG01338,cyaNOG01619","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis","2.7.7.23,2.3.1.157","UDP-N-acetylglucosamine diphosphorylase%3B UDP-N-acetylglucosamine pyrophosphorylase%3B uridine diphosphoacetylglucosamine pyrophosphorylase%3B UTP:2-acetamido-2-deoxy-alpha-D-glucose-1-phosphate uridylyltransferase%3B UDP-GlcNAc pyrophosphorylase%3B GlmU uridylyltransferase%3B Acetylglucosamine 1-phosphate uridylyltransferase%3B UDP-acetylglucosamine pyrophosphorylase%3B uridine diphosphate-N-acetylglucosamine pyrophosphorylase%3B uridine diphosphoacetylglucosamine phosphorylase%3B acetylglucosamine 1-phosphate uridylyltransferase,glucosamine-1-phosphate N-acetyltransferase","lipopolysaccharide biosynthetic process,peptidoglycan biosynthetic process,cell morphogenesis,lipopolysaccharide biosynthetic process,peptidoglycan biosynthetic process,lipopolysaccharide biosynthetic process,peptidoglycan biosynthetic process,cell morphogenesis,lipopolysaccharide biosynthetic process,peptidoglycan biosynthetic process,UDP-N-acetylglucosamine diphosphorylase activity,glucosamine-1-phosphate N-acetyltransferase activity,magnesium ion binding,UDP-N-acetylglucosamine diphosphorylase activity,glucosamine-1-phosphate N-acetyltransferase activity,lipopolysaccharide biosynthetic process,peptidoglycan biosynthetic process,cell morphogenesis,lipopolysaccharide biosynthetic process,peptidoglycan biosynthetic process,UDP-N-acetylglucosamine diphosphorylase activity,glucosamine-1-phosphate N-acetyltransferase activity,magnesium ion binding,UDP-N-acetylglucosamine diphosphorylase activity,glucosamine-1-phosphate N-acetyltransferase activity,cytoplasm",bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase,"TIGR01173,PF00132,PF12804,IPR001451,IPR025877,IPR005882","UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase,Bacterial transferase hexapeptide (six repeats),MobA-like NTP transferase domain,Hexapeptide repeat,MobA-like NTP transferase,Bifunctional UDP-N-acetylglucosamine pyrophosphorylase/glucosamine-1-phosphate N-acetyltransferase","100,89,90","Central intermediary metabolism / Amino sugars,Cell envelope / Biosynthesis and degradation of murein sacculus and peptidoglycan,Cell envelope / Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides"
SYNC_RS07145,,SYNC_RS07145,sync_1534,GeneMarkS-2+,1420134.0,1420808.0,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_237699182.1,,,,,sync_1534,1419798.0,1420808.0,+,CK_Syn_CC9311_01534,sync_1534,,CK_00008557,,,,,,,,conserved hypothetical protein,,,856,Not Found
SYNC_RS07150,,SYNC_RS07150,sync_1535,Protein Homology,1420936.0,1421247.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619457.1,hypothetical protein,WP_237699183.1,,,,,sync_1535,1420936.0,1421289.0,-,CK_Syn_CC9311_01535,sync_1535,,CK_00036893,,,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
SYNC_RS07155,,SYNC_RS07155,sync_1536,Protein Homology,1421267.0,1422214.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619458.1,tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD,WP_011619458.1,,,,,sync_1536,1421267.0,1422214.0,-,CK_Syn_CC9311_01536,sync_1536,"GO:0055114,GO:0016645",CK_00000773,,,"COG4121,bactNOG99991,cyaNOG05830,cyaNOG01829","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"oxidation-reduction process,oxidation-reduction process,oxidoreductase activity%2C acting on the CH-NH group of donors",S-adenosyl-L-methionine-dependent methyltransferase family protein,"PF05430,IPR008471","S-adenosyl-L-methionine-dependent methyltransferase,MnmC-like methyltransferase",703,Unknown function / Enzymes of unknown specificity
aroA,aroA,SYNC_RS07160,sync_1537,Protein Homology,1422195.0,1423514.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619459.1,3-phosphoshikimate 1-carboxyvinyltransferase,WP_011619459.1,"GO:0009073,GO:0003866",,3-phosphoshikimate 1-carboxyvinyltransferase activity|0003866||IEA,aromatic amino acid family biosynthetic process|0009073||IEA,sync_1537,1422195.0,1423514.0,-,CK_Syn_CC9311_01537,aroA,"GO:0009423,GO:0003866,GO:0016765,GO:0003866",CK_00000774,A.1,Aromatic amino acids family (Phe%2C Trp%2C Tyr),"COG0128,bactNOG00017,cyaNOG01528","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",2.5.1.19,3-phosphoshikimate 1-carboxyvinyltransferase%3B 5-enolpyruvylshikimate-3-phosphate synthase%3B 3-enolpyruvylshikimate 5-phosphate synthase%3B 3-enolpyruvylshikimic acid-5-phosphate synthetase%3B 5'-enolpyruvylshikimate-3-phosphate synthase%3B 5-enolpyruvyl-3-phosphoshikimate synthase%3B 5-enolpyruvylshikimate-3-phosphate synthetase%3B 5-enolpyruvylshikimate-3-phosphoric acid synthase%3B enolpyruvylshikimate phosphate synthase%3B EPSP synthase,"chorismate biosynthetic process,chorismate biosynthetic process,3-phosphoshikimate 1-carboxyvinyltransferase activity,transferase activity%2C transferring alkyl or aryl (other than methyl) groups,3-phosphoshikimate 1-carboxyvinyltransferase activity",3-phosphoshikimate 1-carboxyvinyltransferase,"TIGR01356,PF00275,PS00104,PS00885,IPR001986,IPR023193,IPR006264","3-phosphoshikimate 1-carboxyvinyltransferase,EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase),EPSP synthase signature 1.,EPSP synthase signature 2.,Enolpyruvate transferase domain,3-phosphoshikimate 1-carboxyvinyltransferase%2C conserved site,3-phosphoshikimate 1-carboxyvinyltransferase",70,Amino acid biosynthesis / Aromatic amino acid family
SYNC_RS07165,,SYNC_RS07165,sync_1538,Protein Homology,1423946.0,1424500.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619460.1,helix-turn-helix domain-containing protein,WP_011619460.1,"GO:0006355,GO:0003677",,DNA binding|0003677||IEA,regulation of DNA-templated transcription|0006355||IEA,sync_1538,1423946.0,1424500.0,+,CK_Syn_CC9311_01538,sync_1538,"GO:0006355,GO:0003700,GO:0003677,GO:0005622",CK_00002546,"D.1.7,N.1","Trace metals, DNA interactions","COG0664,NOG75467,bactNOG73469,cyaNOG08135","COG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,COG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,cyaNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription",,,"regulation of transcription%2C DNA-templated,regulation of transcription%2C DNA-templated,DNA-binding transcription factor activity,DNA binding,regulation of transcription%2C DNA-templated,DNA-binding transcription factor activity,DNA binding,intracellular",transcriptional regulator%2C Crp/Fnr family,"TIGR00003,PF13545,PS00042,PS51063,IPR018335,IPR012318,IPR011991,IPR036388IPR036390","copper ion binding protein,Crp-like helix-turn-helix domain,Crp-type HTH domain signature.,Crp-type HTH domain profile.,Transcription regulator HTH%2C Crp-type%2C conserved site,Crp-type HTH domain,ArsR-like helix-turn-helix domain,Description not found.",261,Regulatory functions / DNA interactions
SYNC_RS07170,,SYNC_RS07170,sync_1539,Protein Homology,1424810.0,1425358.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619461.1,ferritin,WP_011619461.1,,,,,sync_1539,1424783.0,1425358.0,+,CK_Syn_CC9311_01539,ftn,"GO:0006826,GO:0006879,GO:0008199,GO:0016491",CK_00001204,Q.4,Cations and iron carrying compounds,"COG1528,bactNOG27725,bactNOG60163,cyaNOG05793,cyaNOG05904","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",,,"iron ion transport,cellular iron ion homeostasis,iron ion transport,cellular iron ion homeostasis,ferric iron binding,oxidoreductase activity",ferritin,"PF00210,PS50905,IPR009040,IPR008331","Ferritin-like domain,Ferritin-like diiron domain profile.,Ferritin-like diiron domain,Ferritin/DPS protein domain",145,Transport and binding proteins / Cations and iron carrying compounds
SYNC_RS07175,,SYNC_RS07175,sync_1540,Protein Homology,1425625.0,1426218.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006852794.1,Crp/Fnr family transcriptional regulator,WP_011619462.1,"GO:0006355,GO:0003700,GO:0030552",,"DNA-binding transcription factor activity|0003700||IEA,cAMP binding|0030552||IEA",regulation of DNA-templated transcription|0006355||IEA,sync_1540,1425625.0,1426218.0,-,CK_Syn_CC9311_01540,sync_1540,"GO:0006355,GO:0003677,GO:0003700",CK_00001390,"D.1.1,D.1.9,N.1","Iron, Other, DNA interactions","NOG47640,COG0664,bactNOG63737,cyaNOG06423","COG: INFORMATION STORAGE AND PROCESSING [K] Transcription,COG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,cyaNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription",,,"regulation of transcription%2C DNA-templated,regulation of transcription%2C DNA-templated,DNA binding,DNA-binding transcription factor activity",possible transcriptional regulator of iron metabolism%2C Crp/Fnr family protein,"PF00325,IPR011991,IPR012318","Bacterial regulatory proteins%2C crp family,ArsR-like helix-turn-helix domain,Crp-type HTH domain",261,Regulatory functions / DNA interactions
SYNC_RS07185,,SYNC_RS07185,sync_1542,Protein Homology,1426690.0,1428312.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007097668.1,iron uptake porin,WP_041427005.1,"GO:0033212,GO:0015093,GO:0016020,GO:0046930","membrane|0016020||IEA,pore complex|0046930||IEA",ferrous iron transmembrane transporter activity|0015093||IEA,iron import into cell|0033212||IEA,sync_1542,1426465.0,1428312.0,+,CK_Syn_CC9311_01542,sync_1542,"GO:0006810,GO:0005215,GO:0015288,GO:0009279,GO:0016021",CK_00002330,"D.1.5,D.1.7,Q.6","Phosphorus,Trace metals,Porins","COG3425,NOG315155,COG3203,cyaNOG00278","COG: METABOLISM [I] Lipid transport and metabolism,COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"transport,transport,transporter activity,porin activity,transport,transporter activity,porin activity,cell outer membrane,integral component of membrane",outer membrane porin,"PF00395,PF04966,PS51272,IPR007049,IPR001119","S-layer homology domain,Carbohydrate-selective porin%2C OprB family,S-layer homology (SLH) domain profile.,Carbohydrate-selective porin OprB,S-layer homology domain",142,Transport and binding proteins / Amino acids%2C peptides and amines
SYNC_RS07190,,SYNC_RS07190,sync_1543,Protein Homology,1428434.0,1428691.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619465.1,hypothetical protein,WP_011619465.1,,,,,sync_1543,1428434.0,1428691.0,-,CK_Syn_CC9311_01543,sync_1543,,CK_00001905,"D.1.1,R.2","Iron,Conserved hypothetical proteins","NOG48089,bactNOG75119,cyaNOG08050","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,possible peptidase,,,156,Hypothetical proteins / Conserved
SYNC_RS07195,,SYNC_RS07195,sync_1544,Protein Homology,1428743.0,1429405.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619466.1,Fe2+-dependent dioxygenase,WP_011619466.1,,,,,sync_1544,1428743.0,1429405.0,-,CK_Syn_CC9311_01544,piuC,"GO:0055114,GO:0016702,GO:0046872,GO:0005506,GO:0016706,GO:0031418,GO:0016491,GO:0016705",CK_00001755,"D.1.1,Q.4","Iron,Cations and iron carrying compounds","COG3128,bactNOG03662,cyaNOG03179","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",1.14.11.-,,"oxidation-reduction process,oxidation-reduction process,oxidoreductase activity%2C acting on single donors with incorporation of molecular oxygen%2C incorporation of two atoms of oxygen,metal ion binding,iron ion binding,2-oxoglutarate-dependent dioxygenase activity,L-ascorbic acid binding,oxidoreductase activity,oxidoreductase activity%2C acting on paired donors%2C with incorporation or reduction of molecular oxygen",iron-uptake factor PiuC,"TIGR00006,PF13640,PS51471,IPR005123,IPR023550,IPR006620","16S rRNA (cytosine(1402)-N(4))-methyltransferase,2OG-Fe(II) oxygenase superfamily,Fe(2+) 2-oxoglutarate dioxygenase domain profile.,Oxoglutarate/iron-dependent dioxygenase,PKHD-type hydroxylase,Prolyl 4-hydroxylase%2C alpha subunit","145,703","Transport and binding proteins / Cations and iron carrying compounds,Unknown function / Enzymes of unknown specificity"
