Gene id,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,pval,padj,locus_tag
prkB,206.44,270.25,142.63,0.53,-0.92,0.0,0.0,A9601_08491
prlC,44.11,30.32,57.91,1.91,0.93,0.0,0.0,A9601_06491
prmA,39.04,33.7,44.38,1.32,0.4,0.08,0.21,A9601_15541
proA,45.35,50.7,39.99,0.79,-0.34,0.12,0.29,A9601_06461
proB,6.28,5.15,7.42,1.44,0.53,0.38,0.62,A9601_08521
proC,22.86,25.79,19.93,0.77,-0.37,0.21,0.42,A9601_04471
proS,51.41,46.87,55.95,1.19,0.26,0.28,0.51,A9601_05651
prsA,157.56,152.47,162.65,1.07,0.09,0.47,0.7,A9601_11861
psaA,8688.4,10428.56,6948.25,0.67,-0.59,0.0,0.0,A9601_17281
psaB,8256.31,9083.99,7428.64,0.82,-0.29,0.03,0.11,A9601_17271
psaC,285.2,342.12,228.28,0.67,-0.58,0.0,0.0,A9601_18171
psaD,495.04,670.49,319.58,0.48,-1.07,0.0,0.0,A9601_17851
psaE,67.38,83.04,51.73,0.62,-0.68,0.0,0.0,A9601_03551
psaF,1125.18,1428.07,822.29,0.58,-0.8,0.0,0.0,A9601_05241
psaI,73.06,87.86,58.26,0.66,-0.59,0.0,0.0,A9601_17241
psaK,404.55,468.88,340.21,0.73,-0.46,0.0,0.0,A9601_09551
psaL,868.73,1012.59,724.87,0.72,-0.48,0.0,0.0,A9601_17231
psaM,15.16,22.34,7.98,0.36,-1.49,0.0,0.0,A9601_05961
psb27,120.46,116.79,124.12,1.06,0.09,0.55,0.77,A9601_05641
psb28,16.05,13.66,18.43,1.35,0.43,0.05,0.16,A9601_09341
psbA,10733.21,6926.51,14539.91,2.1,1.07,0.0,0.0,A9601_12521
psbB,3042.85,3515.15,2570.54,0.73,-0.45,0.02,0.08,A9601_03391
psbC,7536.53,6841.03,8232.03,1.2,0.27,0.03,0.09,A9601_13351
psbD,5092.13,4660.16,5524.09,1.19,0.25,0.01,0.04,A9601_13341
psbE,582.25,712.41,452.1,0.63,-0.66,0.0,0.0,A9601_03201
psbF,256.29,319.83,192.75,0.6,-0.73,0.0,0.0,A9601_12551
psbH,50.77,68.25,33.29,0.49,-1.04,0.0,0.0,A9601_02731
psbI,58.93,76.34,41.52,0.54,-0.88,0.0,0.0,A9601_02751
psbJ,336.27,432.77,239.78,0.55,-0.85,0.0,0.0,A9601_03231
psbK,51.66,69.09,34.23,0.5,-1.01,0.0,0.0,A9601_02941
psbL,184.95,238.24,131.66,0.55,-0.86,0.0,0.0,A9601_03221
psbM,67.16,93.01,41.31,0.44,-1.17,0.0,0.0,A9601_03411
psbN,20.42,24.61,16.22,0.66,-0.6,0.04,0.14,A9601_12431
psbO,621.57,757.92,485.21,0.64,-0.64,0.0,0.0,A9601_02491
psbP,55.89,56.66,55.11,0.97,-0.04,1.0,1.0,A9601_12041
psbT,134.84,149.77,119.92,0.8,-0.32,0.01,0.05,A9601_03381
pspE,10.22,11.91,8.54,0.72,-0.48,0.17,0.37,A9601_01811
pstA,12.35,13.26,11.43,0.86,-0.21,0.6,0.81,A9601_07761
pstB,6.94,7.64,6.24,0.82,-0.29,0.49,0.71,A9601_07771
pstC,16.95,18.51,15.39,0.83,-0.27,0.38,0.62,A9601_07751
pta,54.31,61.46,47.17,0.77,-0.38,0.03,0.1,A9601_05341
pth,5.23,5.03,5.43,1.08,0.11,0.84,0.97,A9601_02721
purA,63.23,65.48,60.98,0.93,-0.1,0.83,0.96,A9601_05631
purB,88.32,79.89,96.75,1.21,0.28,0.12,0.28,A9601_16671
purD,33.67,34.42,32.91,0.96,-0.06,0.97,1.0,A9601_15411
purE,11.18,13.22,9.13,0.69,-0.53,0.11,0.27,A9601_01851
purF,24.84,25.33,24.35,0.96,-0.06,0.75,0.91,A9601_00031
purH,81.6,58.53,104.67,1.79,0.84,0.0,0.0,A9601_02881
purK,22.46,25.93,18.99,0.73,-0.45,0.1,0.25,A9601_07381
purM,23.18,26.85,19.5,0.73,-0.46,0.15,0.33,A9601_17981
purN,8.22,6.98,9.46,1.36,0.44,0.34,0.58,A9601_09701
purS,10.91,11.79,10.02,0.85,-0.23,0.46,0.7,A9601_08421
purT,20.75,24.7,16.81,0.68,-0.56,0.07,0.19,A9601_10931
purU,12.09,10.13,14.05,1.39,0.47,0.29,0.52,A9601_19121
pykF,95.81,92.88,98.74,1.06,0.09,0.6,0.81,
pyrB,33.55,31.1,36.01,1.16,0.21,0.26,0.49,A9601_02541
pyrD,12.21,8.79,15.64,1.78,0.83,0.01,0.05,A9601_02171
pyrE,14.26,17.56,10.96,0.62,-0.68,0.02,0.08,A9601_02981
pyrF,7.1,6.33,7.87,1.24,0.31,0.49,0.72,A9601_15281
pyrG,38.19,38.63,37.75,0.98,-0.03,0.88,0.98,A9601_18991
pyrH,35.72,33.84,37.61,1.11,0.15,0.41,0.65,A9601_05781
pyrR,11.53,13.73,9.33,0.68,-0.56,0.08,0.22,A9601_16351
qri7,41.58,43.57,39.59,0.91,-0.14,0.36,0.61,
queA,32.89,33.31,32.47,0.97,-0.04,0.58,0.8,A9601_04561
rbcL,2496.25,1260.14,3732.37,2.96,1.57,0.0,0.0,A9601_06061
rbcR,24.99,21.61,28.37,1.31,0.39,0.06,0.17,A9601_01641
rbcS,613.51,265.4,961.62,3.62,1.86,0.0,0.0,A9601_06071
rbfA,6.09,4.52,7.67,1.7,0.76,0.13,0.31,A9601_01301
rbgA,7.68,5.65,9.7,1.72,0.78,0.05,0.14,A9601_02121
rbn,25.47,20.4,30.54,1.5,0.58,0.02,0.08,A9601_01111
recA,354.85,317.97,391.74,1.23,0.3,0.0,0.02,A9601_17691
recB,4.23,3.8,4.66,1.22,0.29,0.41,0.66,A9601_12091
recC,9.01,8.14,9.88,1.21,0.28,0.66,0.85,A9601_12111
recD,2.66,2.19,3.14,1.44,0.52,0.55,0.77,A9601_12081
recF,5.37,4.49,6.26,1.39,0.48,0.25,0.48,A9601_17801
recG,9.89,9.94,9.85,0.99,-0.01,0.88,0.98,A9601_08171
recN,7.1,6.69,7.51,1.12,0.17,0.65,0.84,A9601_19221
recO,5.78,6.57,4.99,0.76,-0.4,0.5,0.73,A9601_04491
recR,31.88,32.39,31.37,0.97,-0.05,0.9,0.99,A9601_12031
resB,8.61,7.35,9.87,1.34,0.43,0.45,0.69,
rfaE,17.21,22.22,12.2,0.55,-0.86,0.0,0.01,A9601_14421
rfbB,12.58,11.27,13.88,1.23,0.3,0.39,0.64,A9601_14531
rfbC,4.66,4.79,4.53,0.95,-0.08,1.0,1.0,A9601_14061
ribB,33.81,33.69,33.94,1.01,0.01,0.83,0.96,
ribE,7.96,10.01,5.92,0.59,-0.76,0.05,0.16,A9601_04971
ribF,11.53,13.87,9.19,0.66,-0.59,0.16,0.36,A9601_14721
ribH,61.1,61.69,60.5,0.98,-0.03,0.92,1.0,A9601_18521
rimM,5.07,4.22,5.93,1.4,0.49,0.4,0.64,A9601_18151
rluD,12.43,10.63,14.23,1.34,0.42,0.12,0.29,A9601_02111
rnc,29.58,31.47,27.69,0.88,-0.18,0.4,0.65,A9601_18131
rnd,8.13,8.95,7.31,0.82,-0.29,0.45,0.69,A9601_17921
rne,109.88,79.49,140.27,1.76,0.82,0.0,0.0,A9601_17041
rnhA,78.55,69.15,87.95,1.27,0.35,0.02,0.07,A9601_02181
rnhB,8.94,6.71,11.16,1.66,0.73,0.02,0.07,A9601_17051
rnpA,18.34,18.29,18.38,1.0,0.01,0.85,0.97,A9601_13771
rnpB,44068.45,35758.95,52377.95,1.46,0.55,0.0,0.0,
rpaA,40.59,56.23,24.95,0.44,-1.17,0.0,0.0,A9601_01451
rpe,61.29,72.45,50.13,0.69,-0.53,0.0,0.01,A9601_08281
rpiA,64.11,66.06,62.17,0.94,-0.09,0.43,0.68,A9601_16931
rplA,159.91,148.39,171.44,1.16,0.21,0.09,0.24,A9601_02211
rplB,238.45,205.93,270.98,1.32,0.4,0.0,0.02,A9601_17621
rplC,137.67,132.47,142.87,1.08,0.11,0.23,0.45,A9601_17651
rplD,158.45,145.01,171.89,1.19,0.25,0.03,0.1,A9601_17641
rplE,386.04,341.89,430.18,1.26,0.33,0.0,0.02,A9601_17531
rplF,169.64,182.98,156.29,0.85,-0.23,0.08,0.21,A9601_17511
rplI,149.61,170.48,128.73,0.76,-0.41,0.0,0.02,A9601_18821
rplJ,802.77,705.25,900.29,1.28,0.35,0.0,0.0,A9601_02201
rplK,154.56,158.1,151.01,0.96,-0.07,0.76,0.92,A9601_02221
rplL,512.96,485.73,540.19,1.11,0.15,0.1,0.25,A9601_02191
rplM,59.73,70.32,49.14,0.7,-0.52,0.0,0.02,A9601_17401
rplN,163.94,146.49,181.39,1.24,0.31,0.02,0.06,A9601_17551
rplO,105.58,113.38,97.78,0.86,-0.21,0.18,0.38,A9601_17481
rplP,185.85,154.98,216.72,1.4,0.48,0.0,0.0,A9601_17581
rplQ,94.3,87.6,101.0,1.15,0.21,0.15,0.34,A9601_17421
rplR,113.68,125.18,102.18,0.82,-0.29,0.05,0.14,A9601_17501
rplS,154.2,144.59,163.8,1.13,0.18,0.19,0.39,A9601_05301
rplT,123.77,135.78,111.77,0.82,-0.28,0.06,0.17,A9601_18711
rplU,69.21,84.73,53.7,0.63,-0.66,0.0,0.0,A9601_15451
rplV,151.46,119.89,183.03,1.53,0.61,0.0,0.0,A9601_17601
rplW,67.91,57.76,78.06,1.35,0.43,0.01,0.03,A9601_17631
rplX,158.76,138.79,178.73,1.29,0.36,0.01,0.03,A9601_17541
rpmA,56.71,60.45,52.98,0.88,-0.19,0.38,0.63,A9601_15461
rpmB,44.63,42.5,46.76,1.1,0.14,0.53,0.75,A9601_09591
rpmC,83.48,68.37,98.6,1.44,0.53,0.0,0.0,A9601_17571
rpmE,66.97,70.18,63.76,0.91,-0.14,0.6,0.81,A9601_17381
rpmF,23.47,21.82,25.12,1.15,0.2,0.42,0.67,A9601_10161
rpmG,38.28,43.4,33.16,0.76,-0.39,0.07,0.19,A9601_09921
rpmH,20.34,22.12,18.55,0.84,-0.25,0.38,0.63,A9601_13761
rpmI,66.82,73.98,59.66,0.81,-0.31,0.05,0.16,A9601_18701
rpoA,452.44,418.0,486.88,1.16,0.22,0.02,0.06,A9601_17431
rpoB,759.08,802.84,715.32,0.89,-0.17,0.14,0.32,A9601_16891
rpoC1,430.87,380.25,481.5,1.27,0.34,0.0,0.01,A9601_16881
rpoC2,1146.53,1044.27,1248.79,1.2,0.26,0.01,0.06,A9601_16871
rpoE,17.02,13.36,20.69,1.55,0.63,0.31,0.55,A9601_12341
rpoZ,35.52,39.69,31.34,0.79,-0.34,0.14,0.32,A9601_16331
rps1a,252.1,292.87,211.33,0.72,-0.47,0.0,0.0,
rps1b,50.26,60.98,39.55,0.65,-0.62,0.0,0.0,
rpsB,172.06,193.08,151.04,0.78,-0.35,0.0,0.02,A9601_08141
rpsC,325.39,249.42,401.36,1.61,0.69,0.0,0.0,A9601_17591
rpsD,349.04,379.74,318.34,0.84,-0.25,0.14,0.31,A9601_04601
rpsE,169.44,181.42,157.47,0.87,-0.2,0.16,0.36,A9601_17491
rpsF,181.89,182.24,181.54,1.0,-0.01,0.98,1.0,A9601_19161
rpsG,184.3,191.8,176.79,0.92,-0.12,0.62,0.82,A9601_17131
rpsH,153.14,152.23,154.05,1.01,0.02,0.98,1.0,A9601_17521
rpsI,90.6,104.09,77.11,0.74,-0.43,0.01,0.04,A9601_17391
rpsJ,223.48,242.71,204.26,0.84,-0.25,0.06,0.16,A9601_17101
rpsK,115.21,114.0,116.42,1.02,0.03,0.63,0.83,A9601_17441
rpsL,124.25,147.03,101.48,0.69,-0.53,0.0,0.0,A9601_17141
rpsM,249.96,253.39,246.54,0.97,-0.04,0.97,1.0,A9601_17451
rpsN,80.05,90.45,69.65,0.77,-0.38,0.02,0.08,A9601_13831
rpsO,63.85,64.28,63.42,0.99,-0.02,0.79,0.93,A9601_09171
rpsP,111.08,120.52,101.64,0.84,-0.25,0.16,0.35,A9601_14841
rpsQ,86.4,65.37,107.43,1.64,0.72,0.0,0.0,A9601_17561
rpsR,41.67,48.8,34.55,0.71,-0.5,0.01,0.04,A9601_09931
rpsS,122.81,95.69,149.93,1.57,0.65,0.0,0.0,A9601_17611
rpsT,11.15,12.87,9.44,0.73,-0.45,0.2,0.41,A9601_16911
rpsU,32.99,38.27,27.71,0.72,-0.47,0.04,0.13,A9601_10681
rrf,5011.31,3493.37,6529.25,1.87,0.9,0.0,0.0,
rsbU,15.24,16.35,14.13,0.86,-0.21,0.53,0.76,A9601_00101
rsbW,7.2,6.91,7.48,1.08,0.11,0.88,0.98,A9601_09371
rsuA,3.77,4.23,3.32,0.78,-0.35,0.52,0.74,A9601_12611
rub,21.29,21.55,21.03,0.98,-0.04,0.99,1.0,A9601_03181
ruvA,20.86,26.07,15.65,0.6,-0.74,0.0,0.02,A9601_09181
ruvB,20.88,16.28,25.47,1.56,0.65,0.01,0.06,A9601_18251
ruvC,8.52,7.44,9.61,1.29,0.37,0.37,0.61,A9601_11591
salX,15.01,11.07,18.95,1.71,0.78,0.01,0.03,
salY,33.91,31.54,36.28,1.15,0.2,0.52,0.75,A9601_09481
sam1,291.4,297.68,285.12,0.96,-0.06,0.58,0.8,
sdhA,33.88,36.95,30.82,0.83,-0.26,0.16,0.36,
sds,39.21,27.98,50.44,1.8,0.85,0.0,0.0,A9601_06741
sec59,6.15,8.86,3.44,0.39,-1.37,0.0,0.01,
secA,164.56,148.22,180.91,1.22,0.29,0.02,0.07,A9601_18491
secD,27.71,25.45,29.97,1.18,0.24,0.22,0.43,A9601_09311
secE,38.67,37.25,40.1,1.08,0.11,0.49,0.72,A9601_02241
secF,7.24,6.19,8.29,1.34,0.42,0.24,0.47,A9601_09321
secG,25.06,22.74,27.37,1.2,0.27,0.24,0.46,A9601_16371
secY,97.41,102.84,91.99,0.89,-0.16,0.38,0.62,A9601_17471
serA,164.72,175.19,154.25,0.88,-0.18,0.19,0.39,A9601_15551
serS,32.97,31.36,34.58,1.1,0.14,0.67,0.86,A9601_13811
sfsA,9.75,10.68,8.83,0.83,-0.27,0.66,0.85,A9601_02841
sir,42.79,40.97,44.61,1.09,0.12,0.44,0.68,A9601_08201
smc,19.43,18.03,20.83,1.16,0.21,0.67,0.85,A9601_00691
smpB,15.99,12.78,19.2,1.5,0.59,0.09,0.23,A9601_18261
sms,32.78,24.59,40.96,1.67,0.74,0.0,0.01,
speA,13.86,10.84,16.88,1.56,0.64,0.12,0.29,A9601_00461
speB,11.85,12.07,11.62,0.96,-0.05,0.7,0.88,A9601_18961
speE,4.62,4.91,4.34,0.88,-0.18,0.68,0.87,A9601_18951
spoIID,8.04,6.95,9.13,1.31,0.39,0.33,0.58,A9601_18691
spoT,37.81,38.44,37.19,0.97,-0.05,0.69,0.88,A9601_02091
sppA,128.14,98.47,157.81,1.6,0.68,0.0,0.0,A9601_13731
spsE,9.43,10.39,8.47,0.82,-0.29,0.5,0.73,
spsF,4.63,4.61,4.65,1.01,0.01,0.84,0.97,A9601_14261
spt,128.67,153.91,103.43,0.67,-0.57,0.0,0.0,A9601_09411
sqdB,201.76,239.97,163.55,0.68,-0.55,0.0,0.0,A9601_18741
srmB,58.37,40.91,75.83,1.85,0.89,0.0,0.0,
stpA,9.69,7.9,11.49,1.45,0.54,0.22,0.43,A9601_06951
sua5,12.16,11.16,13.17,1.18,0.24,0.77,0.92,
sufC,36.61,26.98,46.23,1.71,0.78,0.0,0.0,A9601_00841
suhB,15.48,12.18,18.78,1.54,0.63,0.01,0.06,A9601_09621
sui1,1.9,0.97,2.82,2.92,1.54,0.05,0.15,A9601_01831
sun,4.1,3.56,4.65,1.31,0.39,0.62,0.82,A9601_04811
surE,18.55,18.46,18.64,1.01,0.01,0.85,0.97,A9601_14701
tal,455.0,567.91,342.1,0.6,-0.73,0.0,0.0,A9601_05751
tas,3.48,2.92,4.05,1.39,0.47,0.44,0.68,A9601_00621
tatA,14.39,18.3,10.48,0.57,-0.8,0.04,0.12,A9601_03771
tatC,29.46,39.38,19.53,0.5,-1.01,0.0,0.0,A9601_05201
tatD,18.45,12.36,24.54,1.99,0.99,0.0,0.0,A9601_16901
tdcF,21.29,25.3,17.28,0.68,-0.55,0.08,0.23,
terC,2.08,2.72,1.43,0.53,-0.92,0.26,0.49,A9601_10291
tesA,3.52,2.45,4.59,1.87,0.9,0.22,0.44,A9601_07251
tgt,15.25,15.2,15.31,1.01,0.01,0.86,0.97,A9601_02931
thiC,517.83,537.47,498.19,0.93,-0.11,0.38,0.62,A9601_18211
thiD,13.61,16.19,11.03,0.68,-0.55,0.05,0.15,A9601_03951
thiE,9.76,9.54,9.97,1.04,0.06,1.0,1.0,A9601_14731
thiF,8.18,8.16,8.2,1.0,0.01,0.91,1.0,
thiG,11.69,9.34,14.04,1.5,0.59,0.06,0.18,A9601_18731
thiL,28.09,21.54,34.64,1.61,0.69,0.0,0.01,A9601_00231
thiP,38.33,25.56,51.11,2.0,1,0.0,0.0,
thiS,6.61,6.94,6.29,0.91,-0.14,0.73,0.9,A9601_14741
thrA,33.27,34.98,31.57,0.9,-0.15,0.78,0.93,A9601_11561
thrB,45.12,42.64,47.61,1.12,0.16,0.44,0.68,A9601_06511
thrC,38.76,36.94,40.58,1.1,0.14,0.4,0.65,A9601_19251
thrS,27.97,28.89,27.05,0.94,-0.1,0.82,0.95,A9601_06531
thyX,26.13,22.82,29.44,1.29,0.37,0.13,0.3,A9601_02651
tig,86.69,88.25,85.14,0.96,-0.05,0.75,0.91,A9601_18641
tktA,663.03,627.16,698.91,1.11,0.16,0.1,0.25,A9601_18201
tldD,45.93,47.01,44.85,0.95,-0.07,0.94,1.0,A9601_10261
tmk,6.58,5.05,8.12,1.61,0.69,0.13,0.31,A9601_01471
todF,11.63,9.46,13.79,1.46,0.54,0.19,0.39,A9601_11921
topA,139.7,150.02,129.38,0.86,-0.21,0.08,0.22,A9601_04911
tpiA,19.02,22.62,15.42,0.68,-0.55,0.05,0.15,A9601_10411
trkG,26.88,22.09,31.66,1.43,0.52,0.04,0.14,
trmB,1.76,1.65,1.88,1.14,0.19,0.95,1.0,A9601_02621
trmD,15.67,14.85,16.48,1.11,0.15,0.86,0.97,A9601_14791
trmE,5.83,5.39,6.27,1.16,0.22,0.66,0.85,A9601_02071
trpA,16.42,17.32,15.51,0.9,-0.16,0.72,0.89,A9601_06281
trpB,102.26,110.84,93.68,0.85,-0.24,0.14,0.33,A9601_01821
trpC,13.61,14.81,12.4,0.84,-0.26,0.58,0.8,A9601_14961
trpD,38.03,40.16,35.9,0.89,-0.16,0.44,0.68,A9601_09081
trpF,15.47,11.73,19.21,1.64,0.71,0.03,0.09,A9601_05931
trpS,30.37,28.97,31.77,1.1,0.13,0.48,0.7,A9601_06541
truA,32.13,26.22,38.05,1.45,0.54,0.01,0.03,A9601_17411
truB,11.25,8.05,14.46,1.8,0.85,0.01,0.05,A9601_15481
tsf,86.02,98.0,74.03,0.76,-0.4,0.01,0.05,A9601_08151
tufA,2399.29,2462.42,2336.16,0.95,-0.08,0.69,0.87,
typA,92.9,93.4,92.39,0.99,-0.02,0.91,1.0,A9601_08241
tyrA,23.75,22.52,24.98,1.11,0.15,0.41,0.66,A9601_17721
tyrS,14.91,13.64,16.18,1.19,0.25,0.44,0.69,A9601_15291
ubiA,20.03,20.71,19.35,0.93,-0.1,0.46,0.7,A9601_05121
ubiC,6.3,4.61,8.0,1.73,0.79,0.05,0.15,A9601_18851
ubiE,3.58,2.93,4.22,1.44,0.53,0.5,0.73,A9601_04861
ubiH,4.3,2.97,5.62,1.89,0.92,0.15,0.33,A9601_10361
ugd,50.31,59.48,41.13,0.69,-0.53,0.0,0.01,A9601_13901
umuC,8.88,7.36,10.4,1.41,0.5,0.23,0.45,A9601_09231
umuD,3.34,2.22,4.46,2.01,1.01,0.08,0.22,A9601_09241
upp,9.44,10.03,8.85,0.88,-0.18,0.73,0.9,A9601_08381
uppS,8.55,5.63,11.46,2.04,1.03,0.01,0.05,A9601_11981
ureA,31.11,19.99,42.24,2.11,1.08,0.0,0.0,A9601_08931
ureB,22.62,15.42,29.81,1.93,0.95,0.0,0.0,A9601_08941
ureC,68.66,64.01,73.3,1.15,0.2,0.2,0.41,A9601_08951
ureD,8.67,9.18,8.16,0.89,-0.17,0.65,0.84,A9601_08921
ureE,5.63,6.15,5.1,0.83,-0.27,0.85,0.97,A9601_08911
ureF,7.78,4.68,10.87,2.32,1.22,0.0,0.01,A9601_08901
ureG,18.98,20.09,17.87,0.89,-0.17,0.83,0.96,A9601_08891
urtC,15.02,11.12,18.92,1.7,0.77,0.01,0.06,A9601_08861
urtD,5.8,3.59,8.01,2.23,1.16,0.01,0.04,A9601_08851
uvrA,41.86,28.14,55.58,1.98,0.98,0.0,0.0,A9601_19211
uvrB,75.85,87.89,63.82,0.73,-0.46,0.0,0.01,A9601_18581
uvrC,24.63,24.15,25.12,1.04,0.06,0.79,0.94,A9601_09791
uvrD,23.0,19.91,26.09,1.31,0.39,0.19,0.39,A9601_03271
vacB,52.75,52.3,53.19,1.02,0.02,0.93,1.0,A9601_10221
valS,58.74,55.33,62.14,1.12,0.17,0.25,0.47,A9601_18921
vanY,6.7,6.81,6.6,0.97,-0.04,1.0,1.0,A9601_08231
vsr,2.93,1.42,4.44,3.12,1.64,0.03,0.09,A9601_04271
wza,18.01,15.76,20.27,1.29,0.36,0.16,0.36,
wzb,15.73,16.44,15.02,0.91,-0.13,0.59,0.8,
xthA,19.36,20.68,18.04,0.87,-0.2,0.52,0.74,A9601_05401
xylB,19.87,22.32,17.42,0.78,-0.36,0.22,0.44,A9601_03341
ycf34,13.25,13.94,12.56,0.9,-0.15,0.58,0.79,A9601_01571
ychF,24.87,31.97,17.78,0.56,-0.85,0.0,0.0,A9601_13131
yidC,205.72,188.66,222.78,1.18,0.24,0.05,0.16,A9601_13791
zntA,69.51,65.98,73.04,1.11,0.15,0.42,0.66,A9601_01481
zwf,78.99,67.05,90.94,1.36,0.44,0.01,0.04,A9601_11801
