GeneID,logFC,logCPM,PValue,FDR,GeneName,Chr,Start,End,locus_tag,Product,KEGG,GO_Biological_Process,GO_Cellular_Component,GO_Molecular_Function,COG,resolved_locus_tag,resolution_method
gene-NATL1_17561,-0.777396757,3.322192345,0.025635189,0.130745303,tyrS,CP000553.1,1437029,1438276,NATL1_17561,Tyrosyl-tRNA synthetase,K01866,GO:0006437:tyrosyl-tRNA aminoacylation,GO:0005737:cytoplasm,GO:0005524:ATP binding;GO:0003723:RNA binding;GO:0004831:tyrosine-tRNA ligase activity,"gnl|CDD|223240;COG0162, TyrS, Tyrosyl-tRNA synthetase [Translation, ribosomal structure and biogenesis].",NATL1_17561,tier1:GeneID
gene-NATL1_07411,0.700582114,3.57473933,0.026015137,0.13238157,NATL1_07411,CP000553.1,682075,683277,NATL1_07411,Uncharacterized conserved protein,-,-,-,-,"gnl|CDD|224481;COG1565, COG1565, Uncharacterized conserved protein [Function unknown].",NATL1_07411,tier1:GeneID
gene-NATL1_01881,0.526205919,4.076236094,0.026131985,0.132588928,NATL1_01881,CP000553.1,176266,176718,NATL1_01881,Predicted integral membrane protein,-,-,-,-,"gnl|CDD|227924;COG5637, COG5637, Predicted integral membrane protein [Function unknown].",NATL1_01881,tier1:GeneID
gene-NATL1_00351,0.413673603,6.173104166,0.026199121,0.132588928,NATL1_00351,CP000553.1,35154,36740,NATL1_00351,Glutamine amidotransferase class-I:GMP synthase,K01951,GO:0006541:glutamine metabolic process,-,GO:0005524:ATP binding;GO:0003922:GMP synthase (glutamine-hydrolyzing) activity;GO:0016462:pyrophosphatase activity,"gnl|CDD|223593;COG0519, GuaA, GMP synthase, PP-ATPase domain/subunit [Nucleotide transport and metabolism].",NATL1_00351,tier1:GeneID
gene-NATL1_06241,0.527072684,4.696995423,0.026257062,0.132588928,NATL1_06241,CP000553.1,568193,569257,NATL1_06241,Dihydroorotase,K01465,GO:0044205:'de novo' UMP biosynthetic process;GO:0019856:pyrimidine nucleobase biosynthetic process,-,GO:0004151:dihydroorotase activity;GO:0008270:zinc ion binding,"gnl|CDD|223495;COG0418, PyrC, Dihydroorotase [Nucleotide transport and metabolism].",NATL1_06241,tier1:GeneID
gene-NATL1_09021,-0.685361741,2.867809356,0.02631547,0.132588928,NATL1_09021,CP000553.1,837137,837934,NATL1_09021,putative multidrug efflux ABC transporter,-,-,-,-,"gnl|CDD|226953;COG4587, COG4587, ABC-type uncharacterized transport system, permease component [General function prediction only].",NATL1_09021,tier1:GeneID
gene-NATL1_03311,-0.446536484,6.847618412,0.026351975,0.132588928,psbI,CP000553.1,304935,305063,NATL1_03311,photosystem II reaction center PsbI protein,K02710,-,-,-,-,NATL1_03311,tier1:GeneID
gene-NATL1_10531,-0.39578383,6.571874385,0.026799229,0.134239544,NATL1_10531,CP000553.1,972626,972934,NATL1_10531,Hypothetical protein,-,-,-,-,-,NATL1_10531,tier1:GeneID
gene-NATL1_10371,0.70851982,2.554011017,0.026799945,0.134239544,NATL1_10371,CP000553.1,955387,956133,NATL1_10371,Putative CbbY-like protein,-,-,-,-,"gnl|CDD|223620;COG0546, Gph, Predicted phosphatases [General function prediction only].",NATL1_10371,tier1:GeneID
gene-NATL1_11721,2.385645466,-0.395245466,0.026871898,0.134299509,NATL1_11721,CP000553.1,1041355,1041531,NATL1_11721,Hypothetical protein,-,-,-,-,-,NATL1_11721,tier1:GeneID
gene-NATL1_02081,-0.435927702,4.48514387,0.026989287,0.134585774,fabH,CP000553.1,194476,195453,NATL1_02081,3-oxoacyl-[acyl-carrier-protein] synthase III,K00648,GO:0006633:fatty acid biosynthetic process,GO:0005737:cytoplasm,GO:0004315:3-oxoacyl-[acyl-carrier-protein] synthase activity;GO:0033818:beta-ketoacyl-acyl-carrier-protein synthase III activity,"gnl|CDD|223409;COG0332, FabH, 3-oxoacyl-[acyl-carrier-protein].",NATL1_02081,tier1:GeneID
gene-NATL1_11751,-0.689317606,3.955571884,0.02705965,0.134636791,NATL1_11751,CP000553.1,1042144,1042554,NATL1_11751,Hypothetical protein,-,-,-,-,-,NATL1_11751,tier1:GeneID
gene-NATL1_00141,-0.546106251,3.844722159,0.027301061,0.135536751,NATL1_00141,CP000553.1,18170,18637,NATL1_00141,Domain of unknown function DUF25,-,GO:0034599:cellular response to oxidative stress;GO:0030091:protein repair;GO:0006979:response to oxidative stress,GO:0009507:chloroplast,GO:0046872:metal ion binding;GO:0033743:peptide-methionine (R)-S-oxide reductase activity,"gnl|CDD|223307;COG0229, COG0229, Conserved domain frequently associated with peptide methionine sulfoxide reductase [Posttranslational modification, protein turnover, chaperones].",NATL1_00141,tier1:GeneID
gene-NATL1_05671,-0.382553013,6.461665994,0.027459605,0.136022245,NATL1_05671,CP000553.1,514226,514687,NATL1_05671,possible Helix-turn-helix domain of resolvase,-,-,-,-,-,NATL1_05671,tier1:GeneID
gene-NATL1_05351,0.402396359,7.451365788,0.027820329,0.137462176,pta,CP000553.1,484635,485726,NATL1_05351,BioD-like N-terminal domain of phosphotransacetylase,-,-,-,-,"gnl|CDD|223926;COG0857, Pta, BioD-like N-terminal domain of phosphotransacetylase [General function prediction only].",NATL1_05351,tier1:GeneID
gene-NATL1_02261,0.468661899,6.157822037,0.027873081,0.137462176,csgD,CP000553.1,212018,212290,NATL1_02261,Bacterial regulatory protein%2C LuxR family,-,-,-,-,"gnl|CDD|225107;COG2197, CitB, Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain [Signal transduction mechanisms / Transcription].",NATL1_02261,tier1:GeneID
gene-NATL1_03761,0.379309938,7.660502794,0.028146738,0.138506696,NATL1_03761,CP000553.1,347903,348919,NATL1_03761,Uncharacterized protein plant photosystem II stability/assembly factor-like protein,-,-,-,-,"gnl|CDD|226855;COG4447, COG4447, Uncharacterized protein related to plant photosystem II stability/assembly factor [General function prediction only].",NATL1_03761,tier1:GeneID
gene-NATL1_18791,0.371592865,6.441150092,0.02855569,0.140164771,NATL1_18791,CP000553.1,1536197,1537006,NATL1_18791,conserved hypothetical protein,-,-,-,-,"gnl|CDD|224331;COG1413, COG1413, FOG: HEAT repeat [Energy production and conversion].",NATL1_18791,tier1:GeneID
gene-NATL1_17631,-0.400697641,6.338808821,0.028608888,0.140164771,fabZ,CP000553.1,1443771,1444178,NATL1_17631,Putative (3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase,K02372,GO:0006633:fatty acid biosynthetic process;GO:0009245:lipid A biosynthetic process,GO:0005737:cytoplasm,GO:0008659:(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase activity;GO:0047451:3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity,"gnl|CDD|223835;COG0764, FabA, 3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratases [Lipid metabolism].",NATL1_17631,tier1:GeneID
gene-NATL1_04711,0.42942458,6.40522204,0.028893542,0.141250305,NATL1_04711,CP000553.1,430148,430393,NATL1_04711,NifU-like protein,-,GO:0009658:chloroplast organization;GO:0016226:iron-sulfur cluster assembly;GO:0097428:protein maturation by iron-sulfur cluster transfer,GO:0009507:chloroplast;GO:0009570:chloroplast stroma,"GO:0051537:2 iron, 2 sulfur cluster binding;GO:0051539:4 iron, 4 sulfur cluster binding;GO:0005506:iron ion binding;GO:0005198:structural molecule activity","gnl|CDD|223766;COG0694, COG0694, Thioredoxin-like proteins and domains [Posttranslational modification, protein turnover, chaperones].",NATL1_04711,tier1:GeneID
gene-NATL1_00961,4.280544345,-0.84604964,0.029079971,0.141851974,NATL1_00961,CP000553.1,96518,96760,NATL1_00961,Hypothetical protein,-,-,-,-,-,NATL1_00961,tier1:GeneID
gene-NATL1_01801,-0.499514042,3.784960699,0.029168779,0.141975863,NATL1_01801,CP000553.1,171384,171647,NATL1_01801,conserved hypothetical protein,K00891,-,-,-,-,NATL1_01801,tier1:GeneID
gene-NATL1_09371,-1.287705815,0.905753811,0.029462919,0.1428678,ruvA,CP000553.1,865706,866380,NATL1_09371,putative holliday junction DNA helicase RuvA,K03550,GO:0006310:DNA recombination;GO:0006281:DNA repair;GO:0009432:SOS response,-,GO:0005524:ATP binding;GO:0003677:DNA binding;GO:0009378:four-way junction helicase activity,"gnl|CDD|223705;COG0632, RuvA, Holliday junction resolvasome, DNA-binding subunit [DNA replication, recombination, and repair].",NATL1_09371,tier1:GeneID
gene-NATL1_14371,1.923321836,-0.095501852,0.029479644,0.1428678,NATL1_14371,CP000553.1,1159565,1159789,NATL1_14371,Hypothetical protein,-,-,-,-,-,NATL1_14371,tier1:GeneID
gene-NATL1_08821,1.11835162,1.014670277,0.029681527,0.143535506,NATL1_08821,CP000553.1,821231,821902,NATL1_08821,Hypothetical protein,-,-,-,-,-,NATL1_08821,tier1:GeneID
gene-NATL1_tRNAMetVIMSS1309206,-0.570208595,3.416527703,0.030013805,0.144829546,NATL1_tRNAMetVIMSS1309206,CP000553.1,951623,951696,NATL1_tRNAMetVIMSS1309206,tRNA-Met,K14230,-,-,-,-,,unresolved
gene-NATL1_06031,0.700485407,8.4284368,0.030363246,0.146200663,ccmK,CP000553.1,548895,549206,NATL1_06031,carboxysome shell protein CsoS1,-,-,-,-,"gnl|CDD|226943;COG4577, CcmK, Carbon dioxide concentrating mechanism/carboxysome shell protein [Secondary metabolites biosynthesis, transport, and catabolism / Energy production and conversion].",NATL1_06031,tier1:GeneID
gene-NATL1_13101,-0.641071903,5.472532796,0.031307282,0.150422756,NATL1_13101,CP000553.1,1104375,1104572,NATL1_13101,Hypothetical protein,-,-,-,-,-,NATL1_13101,tier1:GeneID
gene-NATL1_00511,-0.518787948,7.736479433,0.031761738,0.152279509,NATL1_00511,CP000553.1,53773,54090,NATL1_00511,Hypothetical protein,-,-,-,-,-,NATL1_00511,tier1:GeneID
gene-NATL1_17091,0.470832917,11.70637786,0.032627825,0.155883536,NATL1_17091,CP000553.1,1394192,1395133,NATL1_17091,Type II alternative RNA polymerase sigma factor%2C sigma-70 family,-,"GO:0006352:DNA-templated transcription, initiation",GO:0005737:cytoplasm,GO:0003677:DNA binding;GO:0003700:DNA-binding transcription factor activity;GO:0016987:sigma factor activity,"gnl|CDD|223642;COG0568, RpoD, DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32) [Transcription].",NATL1_17091,tier1:GeneID
gene-NATL1_17931,-2.742170892,-0.630791367,0.032772223,0.155883536,NATL1_17931,CP000553.1,1470673,1471074,NATL1_17931,Hypothetical protein,-,-,-,-,"gnl|CDD|225168;COG2259, COG2259, Predicted membrane protein [Function unknown].",NATL1_17931,tier1:GeneID
gene-NATL1_00391,-1.013313464,1.471571102,0.032783901,0.155883536,NATL1_00391,CP000553.1,41013,41780,NATL1_00391,Glutathione S-transferase,-,-,-,-,"gnl|CDD|223698;COG0625, Gst, Glutathione S-transferase [Posttranslational modification, protein turnover, chaperones].",NATL1_00391,tier1:GeneID
gene-NATL1_13911,0.60217659,3.116445362,0.032791936,0.155883536,NATL1_13911,CP000553.1,1140745,1140933,NATL1_13911,Hypothetical protein,-,-,-,-,-,NATL1_13911,tier1:GeneID
gene-NATL1_01921,0.351938309,6.253936651,0.03291989,0.15616024,NATL1_01921,CP000553.1,179159,180088,NATL1_01921,putative cell division inhibitor,-,-,-,-,"gnl|CDD|224015;COG1090, COG1090, Predicted nucleoside-diphosphate sugar epimerase [General function prediction only].",NATL1_01921,tier1:GeneID
gene-NATL1_14921,-0.374062061,7.660883309,0.033245399,0.157370929,clpC,CP000553.1,1202270,1204837,NATL1_14921,ClpC,K03696,GO:0019538:protein metabolic process,GO:0009507:chloroplast,GO:0005524:ATP binding,"gnl|CDD|223616;COG0542, clpA, ATP-binding subunits of Clp protease and DnaK/DnaJ chaperones [Posttranslational modification, protein turnover, chaperones].",NATL1_14921,tier1:GeneID
gene-NATL1_02251,-0.441424429,4.988448237,0.033485578,0.158173439,metF,CP000553.1,211052,211933,NATL1_02251,Methylenetetrahydrofolate reductase,K00297,-,-,-,"gnl|CDD|223757;COG0685, MetF, 5,10-methylenetetrahydrofolate reductase [Amino acid transport and metabolism].",NATL1_02251,tier1:GeneID
gene-NATL1_01551,0.363147828,7.296961033,0.033642043,0.158577967,NATL1_01551,CP000553.1,151812,152042,NATL1_01551,conserved hypothetical protein,-,-,-,-,-,NATL1_01551,tier1:GeneID
gene-NATL1_14261,-0.49533981,5.056468563,0.03376749,0.158619689,NATL1_14261,CP000553.1,1153764,1154663,NATL1_14261,Amino acid ABC transporter%2C permease protein%2C 3-TM region%2C His/Glu/Gln/Arg/opine,K09970,-,-,-,"gnl|CDD|223836;COG0765, HisM, ABC-type amino acid transport system, permease component [Amino acid transport and metabolism].",NATL1_14261,tier1:GeneID
gene-NATL1_01901,0.400600264,5.257807226,0.033794146,0.158619689,NATL1_01901,CP000553.1,178288,178677,NATL1_01901,Uncharacterized conserved protein,-,GO:0016226:iron-sulfur cluster assembly;GO:0097428:protein maturation by iron-sulfur cluster transfer,-,"GO:0051537:2 iron, 2 sulfur cluster binding;GO:0042802:identical protein binding;GO:0005506:iron ion binding;GO:0005198:structural molecule activity","gnl|CDD|223393;COG0316, sufA, Fe-S cluster assembly scaffold protein [Posttranslational modification, protein turnover, chaperones].",NATL1_01901,tier1:GeneID
gene-NATL1_16221,-0.637154576,4.082570759,0.033863426,0.158619689,glyQ,CP000553.1,1325835,1326707,NATL1_16221,glycyl-tRNA synthetase%2C alpha subunit,K01878,GO:0006426:glycyl-tRNA aminoacylation,GO:0005737:cytoplasm,GO:0005524:ATP binding;GO:0004820:glycine-tRNA ligase activity,"gnl|CDD|223823;COG0752, GlyQ, Glycyl-tRNA synthetase, alpha subunit [Translation, ribosomal structure and biogenesis].",NATL1_16221,tier1:GeneID
gene-NATL1_09271,-0.38699168,5.27182689,0.034900925,0.163138145,NATL1_09271,CP000553.1,854992,856029,NATL1_09271,putative Anthranilate synthase component II,K00766,GO:0000162:tryptophan biosynthetic process,-,GO:0004048:anthranilate phosphoribosyltransferase activity;GO:0000287:magnesium ion binding,"gnl|CDD|223621;COG0547, TrpD, Anthranilate phosphoribosyltransferase [Amino acid transport and metabolism].",NATL1_09271,tier1:GeneID
gene-NATL1_21841,0.601926,3.395548493,0.035859271,0.167210196,purU,CP000553.1,1844418,1845272,NATL1_21841,formyltetrahydrofolate deformylase,K01433,GO:0006189:'de novo' IMP biosynthetic process;GO:0006730:one-carbon metabolic process,-,"GO:0008864:formyltetrahydrofolate deformylase activity;GO:0016742:hydroxymethyl-, formyl- and related transferase activity","gnl|CDD|223859;COG0788, PurU, Formyltetrahydrofolate hydrolase [Nucleotide transport and metabolism].",NATL1_21841,tier1:GeneID
gene-NATL1_13361,-1.989082382,0.200298675,0.03592144,0.167210196,NATL1_13361,CP000553.1,1117424,1117798,NATL1_13361,Hypothetical protein,-,-,-,-,-,NATL1_13361,tier1:GeneID
gene-NATL1_01651,0.352637823,6.032032512,0.036017215,0.167308185,rbn,CP000553.1,158315,159229,NATL1_01651,serum resistance locus BrkB-like protein,-,-,-,-,"gnl|CDD|224214;COG1295, Rbn, Ribonuclease BN family enzyme [Replication, recombination, and repair].",NATL1_01651,tier1:GeneID
gene-NATL1_04021,-0.379422393,8.256484975,0.036494792,0.169175649,rps1a,CP000553.1,371332,372441,NATL1_04021,30S ribosomal protein S1%2C protein A,K02945,-,GO:0005840:ribosome,GO:0003723:RNA binding,"gnl|CDD|223613;COG0539, RpsA, Ribosomal protein S1 [Translation, ribosomal structure and biogenesis].",NATL1_04021,tier1:GeneID
gene-NATL1_08531,-0.871624328,2.283086944,0.037198382,0.172080946,galE,CP000553.1,783035,784081,NATL1_08531,UDP-glucose 4-epimerase,-,-,-,-,"gnl|CDD|224012;COG1087, GalE, UDP-glucose 4-epimerase [Cell envelope biogenesis, outer membrane].",NATL1_08531,tier1:GeneID
gene-NATL1_17351,0.423255217,7.629579028,0.037350391,0.17242789,NATL1_17351,CP000553.1,1420814,1421416,NATL1_17351,Clp protease proteolytic subunit,K01358,-,GO:0005737:cytoplasm,GO:0004252:serine-type endopeptidase activity,"gnl|CDD|223811;COG0740, ClpP, Protease subunit of ATP-dependent Clp proteases [Posttranslational modification, protein turnover, chaperones / Intracellular trafficking and secretion].",NATL1_17351,tier1:GeneID
gene-NATL1_06781,0.377706361,9.394799128,0.03787106,0.174148101,acs,CP000553.1,624414,626390,NATL1_06781,acetyl-coenzyme A synthetase,K01895,GO:0019427:acetyl-CoA biosynthetic process from acetate,-,GO:0003987:acetate-CoA ligase activity;GO:0016208:AMP binding;GO:0005524:ATP binding;GO:0046872:metal ion binding,"gnl|CDD|223442;COG0365, Acs, Acyl-coenzyme A synthetases/AMP-(fatty) acid ligases [Lipid metabolism].",NATL1_06781,tier1:GeneID
gene-NATL1_12261,0.417450908,6.045324922,0.037878573,0.174148101,NATL1_12261,CP000553.1,1069833,1070102,NATL1_12261,Hypothetical protein,-,-,-,-,-,NATL1_12261,tier1:GeneID
gene-NATL1_19711,-0.756885156,2.809399951,0.038246642,0.175194865,NATL1_19711,CP000553.1,1625986,1628583,NATL1_19711,Hypothetical protein,-,-,-,-,"gnl|CDD|223533;COG0457, NrfG, FOG: TPR repeat [General function prediction only].",NATL1_19711,tier1:GeneID
gene-NATL1_19111,0.580645739,3.034365328,0.038262746,0.175194865,NATL1_19111,CP000553.1,1572225,1572854,NATL1_19111,Hypothetical protein,-,-,-,-,-,NATL1_19111,tier1:GeneID
gene-NATL1_15421,-1.068632927,1.389084843,0.038362266,0.175292068,NATL1_15421,CP000553.1,1256709,1257059,NATL1_15421,conserved hypothetical,-,-,-,-,-,NATL1_15421,tier1:GeneID
gene-NATL1_10741,0.479613474,6.653749133,0.038735816,0.176517909,NATL1_10741,CP000553.1,989421,989642,NATL1_10741,Hypothetical protein,-,-,-,-,-,NATL1_10741,tier1:GeneID
gene-NATL1_05301,0.446216276,7.281694402,0.038788214,0.176517909,NATL1_05301,CP000553.1,481730,481918,NATL1_05301,Conserved hypothetical protein,-,-,-,-,-,NATL1_05301,tier1:GeneID
gene-NATL1_00131,0.566937291,3.395814426,0.039515826,0.17946437,NATL1_00131,CP000553.1,17073,18080,NATL1_00131,tRNA-dihydrouridine synthase,-,-,-,GO:0050660:flavin adenine dinucleotide binding;GO:0010181:FMN binding;GO:0000049:tRNA binding;GO:0102264:tRNA-dihydrouridine20 synthase activity,"gnl|CDD|223120;COG0042, COG0042, tRNA-dihydrouridine synthase [Translation, ribosomal structure and biogenesis].",NATL1_00131,tier1:GeneID
gene-NATL1_18991,0.783435276,1.778168747,0.039636925,0.17964995,NATL1_18991,CP000553.1,1563469,1563726,NATL1_18991,protein family PM-24,-,-,-,-,-,NATL1_18991,tier1:GeneID
gene-NATL1_12741,0.669240828,2.609735914,0.039880275,0.180336458,NATL1_12741,CP000553.1,1089326,1090126,NATL1_12741,Predicted phosphatases,-,-,-,-,"gnl|CDD|223620;COG0546, Gph, Predicted phosphatases [General function prediction only].",NATL1_12741,tier1:GeneID
gene-NATL1_14001,0.592653973,3.163005828,0.039949479,0.180336458,NATL1_14001,CP000553.1,1143646,1143894,NATL1_14001,Hypothetical protein,-,-,-,-,-,NATL1_14001,tier1:GeneID
gene-NATL1_08961,-0.401303188,5.154037081,0.040309317,0.181594688,NATL1_08961,CP000553.1,833669,834004,NATL1_08961,hypothetical protein,-,-,-,-,-,NATL1_08961,tier1:GeneID
gene-NATL1_17321,0.812958146,1.982489293,0.041498257,0.186455221,NATL1_17321,CP000553.1,1418775,1418921,NATL1_17321,Hypothetical protein,K02495,-,-,-,-,NATL1_17321,tier1:GeneID
gene-NATL1_12251,0.567672851,3.81487826,0.041575739,0.186455221,NATL1_12251,CP000553.1,1069134,1069685,NATL1_12251,Hypothetical protein,-,-,-,-,"gnl|CDD|223849;COG0778, NfnB, Nitroreductase [Energy production and conversion].",NATL1_12251,tier1:GeneID
gene-NATL1_00071,0.352426847,7.747662324,0.041638057,0.186455221,NATL1_00071,CP000553.1,10620,11342,NATL1_00071,Uncharacterized conserved protein,-,-,-,-,"gnl|CDD|225480;COG2928, COG2928, Uncharacterized conserved protein [Function unknown].",NATL1_00071,tier1:GeneID
gene-NATL1_10561,-0.729856134,2.047558283,0.041866509,0.187104018,NATL1_10561,CP000553.1,974371,975033,NATL1_10561,Conserved hypothetical protein,-,-,-,-,-,NATL1_10561,tier1:GeneID
gene-NATL1_15591,0.466049452,9.484978152,0.042703435,0.190464127,NATL1_15591,CP000553.1,1266150,1266356,NATL1_15591,Hypothetical protein,-,-,-,-,-,NATL1_15591,tier1:GeneID
gene-NATL1_02501,0.98260712,1.055250232,0.04290338,0.190843741,menC,CP000553.1,230829,231800,NATL1_02501,putative O-succinylbenzoate synthase,K02549,-,-,-,"gnl|CDD|227284;COG4948, COG4948, L-alanine-DL-glutamate epimerase and related enzymes of enolase superfamily [Cell envelope biogenesis, outer membrane / General function prediction only].",NATL1_02501,tier1:GeneID
gene-NATL1_14711,-0.427496528,5.914361558,0.042982867,0.190843741,NATL1_14711,CP000553.1,1177945,1178268,NATL1_14711,Glutaredoxin-related protein,-,GO:0045454:cell redox homeostasis,GO:0005623:cell,"GO:0051537:2 iron, 2 sulfur cluster binding;GO:0009055:electron transfer activity;GO:0015038:glutathione disulfide oxidoreductase activity;GO:0046872:metal ion binding;GO:0015035:protein disulfide oxidoreductase activity","gnl|CDD|223355;COG0278, COG0278, Glutaredoxin-related protein [Posttranslational modification, protein turnover, chaperones].",NATL1_14711,tier1:GeneID
