Gene or region,New gene name,Function,Fourier,FDR,Peak,Peak R value,Cluster,Cluster membership score,"Cyanobase categories, main",Cyanobase sub-categories,Normalized,StdDev Norm,Normalized.1,StdDev Norm.1,Normalized.2,StdDev Norm.2,Normalized.3,StdDev Norm.3,Normalized.4,StdDev Norm.4,Normalized.5,StdDev Norm.5,Normalized.6,StdDev Norm.6,Normalized.7,StdDev Norm.7,Normalized.8,StdDev Norm.8,Normalized.9,StdDev Norm.9,Normalized.10,StdDev Norm.10,Normalized.11,StdDev Norm.11,Normalized.12,StdDev Norm.12,Normalized.13,StdDev Norm.13,Normalized.14,StdDev Norm.14,Normalized.15,StdDev Norm.15,Normalized.16,StdDev Norm.16,Normalized.17,StdDev Norm.17,Normalized.18,StdDev Norm.18,Normalized.19,StdDev Norm.19,Normalized.20,StdDev Norm.20,Normalized.21,StdDev Norm.21,Normalized.22,StdDev Norm.22,Normalized.23,StdDev Norm.23,Normalized.24,StdDev Norm.24,resolved_locus_tag,resolution_method
PMM0635,PMED4_06851,"small mechanosensitive ion channel, MscS family",16.07876174,0.000480769,19.4,0.912511724,6.0,0.812206492,15.0 Other categories,15.1 Adaptations and atypical conditions,0.5524552,0.019335158,0.51944643,0.002798694,0.80096066,0.27112684,1.0090889,0.0559101,1.607074,0.24589215,2.6218793,0.6103264,1.8164124,0.20783679,1.2792779,0.00642699,0.9732444,0.022088572,0.88377297,0.02622757,0.8795619,0.08047238,0.69742614,0.143113,0.51174325,0.06028585,0.5119856,0.056792792,0.9000119,0.15475568,1.6160445,0.256358,2.4459822,0.62588805,3.0253403,0.5186929,2.5893257,0.0930462,1.8550333,0.14686595,1.4352543,0.09074885,1.2193706,0.047735736,0.8752501,0.09541347,0.7081201,0.027879369,0.70904285,0.056931134,PMM0635,locus_tag:Gene or region
PMM0636,PMED4_06861,Isochorismatase hydrolase family,14.28537928,0.007113655,2.6,0.840934108,12.0,0.745866264,15.0 Other categories,15.7 Other,1.1644375,0.19452934,0.87629485,0.08443297,0.7990414,0.13075572,0.51598704,0.024699792,0.61980087,0.20287941,0.7444575,0.053618044,0.9833316,0.2373373,1.0037444,0.028470641,1.1891963,0.2677185,1.1723244,0.036199436,1.5578684,0.26736137,0.99581194,0.39781874,1.0549092,0.12228011,0.91815,0.08475089,0.92418605,0.05545992,0.84261066,0.055801276,0.77774036,0.01217934,0.7983477,0.1385617,1.2197665,0.07251466,1.0695217,0.24344204,1.58654,0.16911031,1.5394683,0.041344833,1.0552216,0.021738945,1.2280765,0.101361915,1.0596461,0.021357002,PMM0636,locus_tag:Gene or region
PMM0637,PMED4_06871,fur Ferric uptake regulator family,15.36100573,0.000912647,18.8,0.873886852,6.0,0.599739715,10.0 Regulatory functions,10.0 Regulatory functions,1.158868,0.088759646,0.80304295,0.07484797,0.6463691,0.23470648,0.9217012,0.34472895,0.8536013,0.5991388,1.8672488,0.027572474,2.1137705,0.13311757,1.523271,0.11304021,0.98077506,0.025135081,0.8408016,0.00704084,0.8850046,0.033112977,0.8395246,0.07459307,0.81036735,0.2598469,0.84501886,0.06260145,0.95924735,0.05824846,1.2399155,0.19425881,1.5501882,0.002834569,1.7798603,0.037288595,1.6194619,0.030717608,1.169484,0.3238389,1.23335,0.11149034,1.1076126,0.0230038,0.76150453,0.115066014,0.7915163,0.03004625,0.7608884,0.081103586,PMM0637,locus_tag:Gene or region
PMM0638,PMED4_06881,conserved hypothetical protein,11.8211334,0.0664,21.6,0.673577125,8.0,0.874070548,16.0 Hypothetical,16.1 Conserved hypothetical protein,0.72064614,0.26060763,0.5407495,0.11563887,0.7635115,0.12201921,0.76079625,0.46703377,0.61994106,0.22856964,1.2947834,0.10468843,1.0067195,0.5917791,1.1611317,0.007389236,0.915381,0.20461778,0.9917707,0.09410971,0.96059954,0.040611893,0.9354163,0.102130234,0.7374228,0.18437223,0.8019953,0.17250152,0.9996708,0.12905395,1.3600047,0.22139116,1.3459982,0.19298144,1.4060217,0.08138441,1.2808037,0.30350792,1.3536307,0.10944647,1.4404454,0.01558016,1.3186647,0.1177952,0.9389768,0.023159258,0.8555723,0.0682761,0.93231064,0.12171598,PMM0638,locus_tag:Gene or region
PMM0639,PMED4_06891,stpA putative glucosylglycerolphosphate phosphatase,13.21163764,0.021433225,2.4,0.778152234,12.0,0.774975674,10.0 Regulatory functions,10.0 Regulatory functions,0.9977624,0.276553,0.70680183,0.1960737,0.75653154,0.102457754,0.5471931,0.044810686,0.5552438,0.21396734,0.7837522,0.069021724,0.87775135,0.2041714,0.92806375,0.149703,0.9369161,0.15265056,1.0864813,0.16824448,1.1240867,0.0696897,1.1089698,0.10694555,0.96546876,0.12594889,0.8489061,0.05334221,0.88080555,0.12861943,0.8527854,0.06880769,0.8954417,0.17419702,0.9925966,0.07007157,1.0161858,0.22753315,1.0782145,0.061504815,1.3257414,0.122858174,1.5702513,0.23735984,1.1642569,0.21324745,1.1565846,0.06568421,1.1425405,0.04434498,PMM0639,locus_tag:Gene or region
PMM0640,PMED4_06901,conserved hypothetical protein,13.77164097,0.012900875,19.4,0.781157188,7.0,0.510810529,16.0 Hypothetical,16.1 Conserved hypothetical protein,1.0181569,0.08096734,0.78360355,0.20696385,0.9613783,0.15944959,1.0532284,0.3719088,1.0891738,0.016698726,1.3956527,0.08894342,1.3291101,0.22932304,1.0140845,0.12617077,0.8660967,0.15857093,0.99918735,0.013239387,0.9848167,0.009289767,0.9350875,0.07161308,0.80782247,0.17380166,0.7261412,0.12337397,0.9754949,0.005709287,1.113392,0.074824974,1.2576543,0.118688874,1.3279841,0.1891943,1.4771278,0.10393247,1.0486691,0.05081036,1.0593461,0.016918039,1.0708053,0.043471906,0.81801367,0.04312771,0.9176331,0.07883016,0.7952784,0.13784592,PMM0640,locus_tag:Gene or region
PMM0641,PMED4_06911,conserved hypothetical protein,13.65204931,0.014914773,1.4,0.803666883,11.0,0.487523615,16.0 Hypothetical,16.1 Conserved hypothetical protein,0.8915739,0.07854221,0.7469712,0.12649117,0.4768532,0.09072805,0.51248354,0.08863988,0.48555267,0.27758688,1.0640848,0.002376242,1.0624899,0.24973623,1.1287254,0.02508163,1.1183922,0.102543026,1.0830699,0.08890684,1.3478684,0.12888569,1.2758546,0.08913895,0.9620762,0.20757245,0.92923045,0.10433334,0.75278777,0.08645302,0.7872041,0.14598791,0.7241799,0.13351247,0.9605585,0.046840526,1.103308,0.003880049,1.1040485,0.17325515,1.2253598,0.013750024,1.2352183,0.002068654,0.8761186,0.021327566,1.1864254,0.11598232,1.0479534,0.1450105,PMM0641,locus_tag:Gene or region
PMM0642,PMED4_06921,cysD putative O-Acetyl homoserine sulfhydrylase,12.96163191,0.026641651,13.0,0.761716618,3.0,0.979664548,1.0 Amino acid biosynthesis,1.5 Serine family / Sulfur assimilation,1.1592185,0.030112503,1.2340388,0.12794273,1.4302876,0.29024515,1.4675329,0.4276657,1.3645203,0.09961441,1.2169747,0.13088264,0.90140444,0.036862463,0.81765777,0.027737768,0.7609157,0.14283472,0.9086926,0.10137453,1.0348316,0.065474056,1.0759665,0.09585854,0.9653118,0.13792227,0.8964632,0.1834137,1.088537,0.09622982,1.1522952,0.14189057,1.0893648,0.0948497,1.1031793,0.102449745,0.91081125,0.0867474,0.76414376,0.082967184,0.8348454,0.09018561,0.9113598,0.029872712,0.8175689,0.026512535,0.9267776,0.0379908,0.8625146,0.08380816,PMM0642,locus_tag:Gene or region
PMM0643,PMED4_06931,metA putative homoserine O-succinyltransferase,0.818576359,0.989244024,11.2,0.047370287,17.0,1.0,1.0 Amino acid biosynthesis,1.2 Aspartate family,1.3142521,0.09671926,1.0726327,0.2309926,1.1084449,0.3635617,1.3277838,0.63865733,1.1550561,0.24530812,1.190891,0.001429377,1.0884998,0.15845467,0.88129264,0.115241356,0.8951239,0.26408413,1.0169686,0.017941074,1.1319685,0.021423597,1.1461772,0.24828689,0.9676055,0.20555376,0.83461887,0.28788447,0.8964326,0.109903455,1.0669739,0.05304433,0.92965907,0.043721996,0.9797119,0.044788226,0.95269185,0.17580543,0.92887056,0.07502454,0.8851803,0.04806661,1.0615966,0.034618728,0.76778334,0.075596176,1.012742,0.103759035,0.78297955,0.33151063,PMM0643,locus_tag:Gene or region
PMM0644,PMED4_06941,putative sulfate transporter,16.55043385,0.0,5.6,0.950174793,16.0,0.998042817,10.0 Regulatory functions,10.0 Regulatory functions,1.8847357,0.2402485,1.4753457,0.016477965,1.1472553,0.21478498,0.7400157,0.25091693,0.6250949,0.067194626,0.5774255,0.06476908,0.8001952,0.049157113,0.87927765,0.046294756,0.9755365,0.020245554,1.2654362,0.0934168,1.4071146,0.082796045,1.5416569,0.04115839,1.5533718,0.023680383,1.1393126,0.17668001,0.9308883,0.009274485,0.62527394,0.023705231,0.5416657,0.051405724,0.5873929,0.002478819,0.6945853,0.000554,0.77327675,0.032839775,1.0288057,0.05032104,1.2796124,0.007960823,1.2652615,0.03777231,1.4012616,0.14976336,1.350713,0.10657019,PMM0644,locus_tag:Gene or region
PMM0645,PMED4_06951,"FAD linked oxidase, N-terminal",10.77236843,0.118207681,23.2,0.623491315,18.0,1.0,15.0 Other categories,15.7 Other,1.0240563,0.11902885,0.61328834,0.05367398,0.6916209,0.13859394,0.6408461,0.0783695,0.7862259,0.22578785,0.8886313,0.020316886,1.053454,0.055797048,1.2611959,0.25760174,1.0458559,0.26138014,0.9838618,0.39849675,0.9159925,0.25990927,0.85383224,0.015814148,0.962048,0.229344,0.7407245,0.10424896,1.0294874,0.3257611,1.0392202,0.109659754,1.1258057,0.007691275,1.058482,0.075419456,1.1730142,0.13368873,1.2193044,0.42066565,1.4378278,0.5495416,1.2631578,0.1903746,0.99213463,0.001876126,0.9848965,0.130133,1.164387,0.028133646,PMM0645,locus_tag:Gene or region
PMM0646,PMED4_06961,conserved hypothetical protein,14.70573945,0.004327375,18.6,0.837807969,6.0,0.73775463,16.0 Hypothetical,16.1 Conserved hypothetical protein,0.92512816,0.080719166,0.63731205,0.09838169,0.9241792,0.10506844,0.94949085,0.09444833,1.116007,0.17348231,1.2080419,0.033287335,1.3873508,0.20514594,1.2360189,0.04614297,0.951836,0.043754045,0.83311236,0.06670622,0.9213742,0.1628079,0.7833731,0.043918956,0.9333355,0.009496225,0.80695957,0.012614437,1.06125,0.028709045,1.1531305,0.12745926,1.4336994,0.038263664,1.1903733,0.06985123,1.3288455,0.034277722,1.0795237,0.20452815,1.1344393,0.08529855,0.9579047,0.12425794,0.68169487,0.08251826,0.71432567,0.106862634,0.96152246,0.052723184,PMM0646,locus_tag:Gene or region
PMM0647,PMED4_06971,conserved hypothetical protein,16.43539212,0.0,16.2,0.956777212,4.0,0.970202675,16.0 Hypothetical,16.1 Conserved hypothetical protein,0.67627275,0.107660234,1.0710125,0.4294179,1.5162176,0.11633684,1.6580968,0.43129623,1.3068625,0.91131264,2.6623623,0.3146101,1.4951593,0.4891516,1.0878308,0.13333268,0.6551283,0.016556123,0.4678105,0.13766766,0.531893,0.16762452,0.5225263,0.014169984,0.5436977,0.02803889,1.1870584,0.17802534,2.7096927,0.033648778,3.1660137,1.1786536,2.4500148,0.11580279,2.7027822,0.33027664,1.9483045,0.2357162,0.9916678,0.014757337,0.97276944,0.18789347,0.727102,0.014639393,0.5184851,0.21772578,0.45263588,0.10728656,0.5531341,0.056413125,PMM0647,locus_tag:Gene or region
PMM0648,PMED4_06981,Glucose-methanol-choline (GMC) oxidoreductase,16.40067782,0.000377358,3.8,0.958308787,13.0,0.639624701,15.0 Other categories,15.7 Other,1.3725021,0.022743056,0.8068439,0.18616307,0.8496827,0.16517533,0.5627501,0.12713167,0.5392241,0.02938348,0.5112716,0.071189545,0.77645546,0.058113687,0.97851545,0.06612548,1.2774419,0.035908528,1.3948196,0.005965816,1.4059896,0.19303596,1.2627025,0.11802285,1.2763739,0.08934885,0.93140143,0.05390223,0.82322115,0.09062357,0.66602445,0.060518254,0.514408,0.16867845,0.57504755,0.015383488,0.8680047,0.005605521,1.0657635,0.035547253,1.4188547,0.13861407,1.5722426,0.04693679,1.3953965,0.030299155,1.4039236,0.01621902,1.3862262,0.000251,PMM0648,locus_tag:Gene or region
PMM0649,PMED4_06991,Pentapeptide repeats,16.67385015,0.0,4.8,0.964868203,15.0,0.82749442,15.0 Other categories,15.7 Other,1.363242,0.071547486,1.0467466,0.0993267,0.91056,0.14843439,0.6154786,0.0944518,0.4803164,0.02660586,0.54550326,0.02411487,0.6765251,0.03199671,0.7907176,0.12570389,1.0353636,0.09330189,1.2738572,0.00415982,1.493481,0.10886276,1.4250611,0.10483363,1.3004041,0.16009152,1.051613,0.2356186,0.985847,0.10039385,0.7567448,0.040901396,0.6098558,0.09083574,0.5538186,0.015824798,0.7477329,0.03959898,0.9287929,0.009683035,1.3291025,0.03146388,1.5481344,0.003673197,1.4612333,0.013786279,1.4468265,0.05510366,1.3983414,0.11098323,PMM0649,locus_tag:Gene or region
PMM0650,PMED4_07001,possible LEM domain,15.91996039,0.0004158,22.0,0.909793696,9.0,0.906515209,10.0 Regulatory functions,10.0 Regulatory functions,0.8869796,0.24125275,0.55581,0.0735917,0.5798294,0.036849387,0.5825639,0.015392417,0.92410356,0.12838429,2.2260637,0.55706936,2.0502746,0.7919925,2.5159786,0.6572665,1.2852517,0.06480528,1.0169512,0.027787458,1.0693338,0.09779563,0.7691363,0.002188478,0.77914786,0.19042335,0.5605029,0.019303748,0.59712464,0.06745919,0.63466483,0.06386042,1.0481496,0.00110079,1.9159797,0.27838215,2.43524,0.2082237,2.1818962,0.2637539,2.3108814,0.4841239,1.6435881,0.033495978,0.8618213,0.03906778,0.9496181,0.04179361,0.8150156,0.19856432,PMM0650,locus_tag:Gene or region
PMM0651,PMED4_07011,possible VHS domain,16.14598637,0.000516796,22.0,0.923994917,9.0,0.847166207,10.0 Regulatory functions,10.0 Regulatory functions,0.6039393,0.024967892,0.42551532,0.024743002,0.26226392,0.055823848,0.25452784,0.10853399,0.7671599,0.41419432,2.503811,0.26032996,3.2440484,1.369933,3.137441,0.57950735,2.1992862,0.00211785,1.2759856,0.12430714,0.9766589,0.025710944,1.01807,0.018614264,0.6034449,0.022612037,0.5877234,0.088748716,0.5214231,0.05516798,0.54293144,0.1905741,1.4735001,0.033483572,2.9510286,0.012890322,3.0908513,0.29285896,3.1074584,0.7210595,2.366486,0.49528754,2.0506263,0.31407848,0.9303351,0.010101914,0.8769868,0.02793721,0.77751,0.14234349,PMM0651,locus_tag:Gene or region
PMM0652,PMED4_07021,"possible 5'-3' exonuclease, C-terminal SAM fol",16.39699769,0.000373134,22.4,0.941571569,9.0,0.885667018,12.0 Transcription,"12.2 RNA synthesis, modification, and DNA transcription",0.76748663,0.31285083,0.53136617,0.113678254,0.5561148,0.19414388,0.5016628,0.25276384,0.58121246,0.16322438,1.1874155,0.22136368,3.0871382,0.8612304,2.9851575,0.23667336,1.9476887,0.6508741,1.5615954,0.15612628,1.2913404,0.113649786,1.0498217,0.15606952,0.59887165,0.04179856,0.551475,0.05201999,0.6382428,0.040792923,0.8303454,0.020282745,0.97070277,0.1949451,1.3536872,0.27291012,2.5080435,0.37602013,3.1324341,0.11527578,2.5596783,0.24281839,1.7330443,0.24388283,0.87169015,0.15475084,0.8066007,0.007542339,0.7354551,0.02711634,PMM0652,locus_tag:Gene or region
PMM0653,PMED4_07041,gloA Glyoxalase/Bleomycin resistanceprotein/Dioxygenase superfami...,14.15552585,0.008431836,9.4,0.80643861,1.0,0.609952783,15.0 Other categories,15.7 Other,1.2003777,0.019970687,1.2289528,0.2145605,1.2773252,0.32795072,1.0270542,0.17775759,0.70410097,0.5832178,0.90327007,0.1829611,0.787443,0.09198755,0.85832417,0.036384374,0.87205315,0.04554884,0.91683114,0.16030318,1.1173408,0.15252404,1.1907032,0.16570714,1.4168645,0.021554975,1.132237,0.06632905,1.1196365,0.001625183,0.99287134,0.028605945,0.9551583,0.01295756,0.6808011,0.037234914,0.8542006,0.017311485,0.77007514,0.16474643,0.99451876,0.16557595,0.95130175,0.004275306,0.8307567,0.119050324,1.1220257,0.03207601,1.2109905,0.35828063,PMM0653,locus_tag:Gene or region
PMM0654,PMED4_07051,conserved hypothetical protein,12.16216353,0.053426966,21.4,0.692134734,9.0,0.7065854,16.0 Hypothetical,16.1 Conserved hypothetical protein,0.9659928,0.1584883,0.7260309,0.089012206,0.8536356,0.018920679,1.03475,0.4341523,0.9004351,0.21775538,1.0528322,0.007905305,1.3080994,0.056921825,1.2441263,0.008308472,0.9890863,0.03778076,0.8666052,0.08423024,1.0094439,0.18949364,0.87377155,0.1752584,0.9644972,0.2131548,0.832221,0.2031018,0.8840842,0.08019736,0.81879604,0.10429834,1.1162218,0.35434413,1.0992508,0.005108389,1.2309369,0.36944547,1.0821264,0.011236385,1.2308398,0.34180078,1.110344,0.14719523,0.69981956,0.040164612,0.93551165,0.003446735,1.032465,0.0468323,PMM0654,locus_tag:Gene or region
PMM0655,PMED4_07061,hypothetical,15.74973277,0.000347222,20.0,0.893021095,7.0,0.840639496,16.0 Hypothetical,16.2 No similarity,0.86648166,0.009747086,0.73678946,0.20293668,1.0318341,0.06272839,0.8973928,0.14846002,1.0792848,0.24066207,1.7494491,0.1851954,2.0714505,0.61260724,1.7438991,0.029743325,1.1198633,0.12277241,0.8799242,0.15189148,0.82132125,0.22246921,0.642589,0.106233455,0.9087467,0.11973112,0.7362661,0.10350689,0.9698284,0.046045095,1.2212702,0.18942909,1.1984427,0.56336015,1.6494554,0.31553447,1.9595394,0.091938525,1.6968405,0.004215187,1.7699051,0.006965383,1.3388436,0.11121766,0.7828907,0.1708803,0.63049084,0.14062515,0.75388235,0.055162974,PMM0655,locus_tag:Gene or region
PMM0656,PMED4_07071,possible 7TM chemoreceptor,16.09178169,0.00049505,19.8,0.912315896,7.0,0.890489345,15.0 Other categories,15.7 Other,0.7045716,0.21589245,0.64207447,0.03528871,0.8795321,0.38034537,0.98214775,0.38935956,1.3440957,0.61535114,1.9834812,0.11069856,2.026002,0.23870811,1.8659174,0.085787944,1.2664441,0.011353836,0.73713094,0.056956574,0.82197475,0.24788171,0.4719187,0.030606685,0.6529491,0.101876244,0.56114256,0.10691304,0.870209,0.04119077,1.1076263,0.0747148,1.206443,0.14988665,1.2705625,0.30482033,1.9202212,0.5493763,1.4446874,0.08354886,1.3691565,0.007901366,1.050645,0.105308406,0.51199657,0.13332735,0.5353058,0.10364845,0.73017144,0.11877911,PMM0656,locus_tag:Gene or region
PMM0657,PMED4_07101,possible Vanadium/alternative nitrogenase delt,13.64450142,0.014893617,21.8,0.778961743,8.0,0.820028792,15.0 Other categories,15.7 Other,0.8515319,0.005015042,0.54761964,0.1746096,0.68064624,0.12813707,0.8161215,0.046074796,0.85128,0.033658806,1.0634303,0.15993336,1.4669312,0.20838733,1.2711,0.25293523,1.0389911,0.026104797,0.95512974,0.061380755,0.9185963,0.111376375,0.8816489,0.18782766,0.79120463,0.18055087,0.77436477,0.14143546,0.90742385,0.016008453,1.1178366,0.17599061,1.2937783,0.15847228,1.1468889,0.18421803,1.384151,0.4072497,1.4040164,0.14661276,1.3201662,0.07682104,1.3568587,0.023180226,0.9170928,0.15773173,0.8871298,0.017830407,1.035429,0.14685446,PMM0657,locus_tag:Gene or region
PMM0658,PMED4_07111,rsuA putative pseudouridylate synthase specific toribosomal small subunit,10.14440602,0.157509969,3.4,0.594358143,18.0,1.0,13.0 Translation,13.1 Aminoacyl tRNA synthetases and tRNA modification,1.1509708,0.30225646,0.8135644,0.19828203,0.7014443,0.047258213,0.59947556,0.10134365,0.69669795,0.11756086,0.7956833,0.08561897,1.0445426,0.03382926,0.98542285,0.043369226,0.9256944,0.09117038,0.9628518,0.050722208,0.9760927,0.3917678,1.0056804,0.025127025,1.2285035,0.3076914,1.1091336,0.11273026,1.093268,0.14243533,0.98134685,0.14781146,0.94797415,0.055216197,0.99195987,0.03038078,1.1103163,0.20877124,1.0416191,0.4202788,1.298716,0.30431694,1.2806689,0.17503713,1.1501533,0.22873585,1.1215491,0.09999821,1.2266865,0.14956176,PMM0658,locus_tag:Gene or region
PMM0659,PMED4_07121,NAD-dependent DNA ligase N-terminus,16.13853827,0.000512821,18.8,0.918134923,6.0,0.833443525,"11.0 DNA replication, recombination, and repair","11.0 DNA replication, recombination, and repair",0.7459725,0.15735221,0.63166875,0.03995719,1.0028335,0.15255669,1.0781903,0.3065861,1.4906564,0.053545456,2.4660726,0.59065497,2.17318,0.13080709,1.4097047,0.22709447,0.9479344,0.03264699,0.9164843,0.14820057,0.93293685,0.18635441,0.8093901,0.028474668,0.6990723,0.014909411,0.6105613,0.029466217,1.0119,0.077474676,1.4933211,0.049531393,1.7246485,0.18014303,2.370155,0.16702113,2.2446733,0.29717273,1.4742707,0.23091261,1.0337623,0.08834041,1.0022497,0.05869998,0.66980356,0.05115125,0.7631958,0.07850387,0.67761534,0.051529307,PMM0659,locus_tag:Gene or region
PMM0660,PMED4_07161,"possible RNA recognition motif. (a.k.a. RRM, R",15.88156678,0.000390625,22.2,0.909154803,8.0,0.55126743,12.0 Transcription,12.1 Degradation of RNA,0.44531587,0.028917937,0.28982744,0.039734084,0.4832495,0.11703477,0.63211125,0.15763901,0.9343261,0.08967303,1.6463326,0.039289717,1.3624932,0.50858223,1.3477682,0.16275597,1.1827186,0.24493113,1.2422541,0.06424859,1.1469065,0.049647115,0.7815472,0.0818512,0.35830086,0.07190822,0.2696411,0.0759844,0.47794008,0.006636944,0.8812871,0.15904741,1.0162237,0.13306561,1.495248,0.008886968,1.4769508,0.3599576,1.5440501,0.06834167,1.7606825,0.08548467,1.5713488,0.17541173,1.0592443,0.11075903,0.7881034,0.09118937,0.6221251,0.34784365,PMM0660,locus_tag:Gene or region
PMM0661,PMED4_07171,nrdJ ribonucleotide reductase (Class II),17.10479502,0.0,17.6,0.982013287,5.0,0.996935437,"9.0 Purines, pyrimidines, nucleosides, and nucleotides",9.2 Purine ribonucleotide biosynthesis,0.34599844,0.05316827,0.5173986,0.082655996,1.9276699,0.1351399,2.847607,0.105286516,3.0312726,0.70271176,3.7361722,0.1679127,2.869759,0.014593957,1.7028569,0.15280554,0.9143855,0.11130916,0.55307823,0.02028809,0.4043444,0.036558095,0.32299632,0.007147954,0.28625593,0.010496994,0.44513106,0.026170084,1.7740585,0.106286004,3.1623147,0.0916562,3.627473,0.08961987,4.0267844,0.3445125,3.0805583,0.127231,1.8417761,0.16159724,0.9721342,0.044002578,0.67007387,0.06487058,0.37705302,0.042413685,0.2911481,0.04404112,0.3239344,0.0848577,PMM0661,locus_tag:Gene or region
PMM0662,PMED4_07181,conserved hypothetical protein,13.06213336,0.024603678,20.6,0.741051671,8.0,0.532789046,16.0 Hypothetical,16.1 Conserved hypothetical protein,0.9464844,0.061196163,0.5877982,0.09960423,0.95349693,0.071319334,0.7071201,0.26801392,0.7242963,0.4461667,1.3008794,0.1232953,1.2417729,0.26569566,1.3160125,0.027846757,1.0238521,0.063418254,0.9316573,0.07323814,1.0235085,0.1759469,0.77424765,0.07249,0.7489517,0.069890186,0.6339414,0.21641473,1.0304813,0.05226716,1.2837646,0.058258243,1.2770929,0.27454326,1.2597935,0.068267606,1.5619,0.06564113,1.184183,0.028099082,1.329798,0.030292064,1.0692039,0.010355896,0.8627365,0.17554519,0.781494,0.046700247,0.9172797,0.086422846,PMM0662,locus_tag:Gene or region
PMM0663,PMED4_07191,prfC peptide-chain-release factor RF-3,12.8935039,0.028165534,1.6,0.75941501,11.0,0.691798011,13.0 Translation,13.5 Protein modification and translation factors,1.1451234,0.014351715,0.77623034,0.20929638,0.80132407,0.08309074,0.7306367,0.10027437,0.66831857,0.047797203,0.87923205,0.0976798,1.1425493,0.18309851,1.1988716,0.023862002,1.0324479,0.051068343,1.057631,0.042881664,1.0644999,0.0835613,1.0675719,0.09614423,1.0037158,0.073415875,0.8613854,0.056104213,0.99676657,0.001975171,0.95631635,0.04823815,0.82631487,0.028123362,0.8914284,0.028073592,1.094108,0.009894951,1.1469327,0.14732072,1.2135123,0.099410936,1.2211527,0.026589664,0.9659533,0.023568496,1.1217467,0.002754969,1.032203,0.112551786,PMM0663,locus_tag:Gene or region
