cds_fna_id	old_locus_tag	product
lcl|CP000111.1_cds_Pmt9312_1304_1424	PMT9312_1304	pyridoxal phosphate-dependent enzyme apparently involved in regulation of cell wall biogenesis
lcl|CP000111.1_cds_Pmt9312_1305_1425	PMT9312_1305	Sugar transferases involved in lipopolysaccharide synthesis-like protein
lcl|CP000111.1_cds_Pmt9312_1306_1426	PMT9312_1306	nucleotide-diphosphate-sugar epimerase, membrane associated
lcl|CP000111.1_cds_Pmt9312_1307_1427	PMT9312_1307	Glycosyltransferase-like protein
lcl|CP000111.1_cds_Pmt9312_1308_1428	PMT9312_1308	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1309_1429	PMT9312_1309	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1310_1430	PMT9312_1310	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1311_1431	PMT9312_1311	dolichyl-phosphate-mannose-protein mannosyltransferase
lcl|CP000111.1_cds_Pmt9312_1312_1432	PMT9312_1312	UDP-glucose 6-dehydrogenase
lcl|CP000111.1_cds_Pmt9312_1313_1433	PMT9312_1313	putative nucleotide sugar epimerase
lcl|CP000111.1_cds_Pmt9312_1314_1434	PMT9312_1314	mannose-6-phosphate isomerase, type 2
lcl|CP000111.1_cds_Pmt9312_1315_1435	PMT9312_1315	NAD dependent epimerase/dehydratase
lcl|CP000111.1_cds_Pmt9312_1316_1436	PMT9312_1316	GDP-mannose 4,6-dehydratase
lcl|CP000111.1_cds_Pmt9312_1317_1437	PMT9312_1317	UDP-galactose 4-epimerase
lcl|CP000111.1_cds_Pmt9312_1318_1438	PMT9312_1318	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1319_1439	PMT9312_1319	putative UDP-N-acetylglucosamine-1-phosphate transferase
lcl|CP000111.1_cds_Pmt9312_1320_1440	PMT9312_1320	Glycosyltransferase-like protein
lcl|CP000111.1_cds_Pmt9312_1321_1441	PMT9312_1321	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1322_1442	PMT9312_1322	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1323_1443	PMT9312_1323	glycosyltransferase
lcl|CP000111.1_cds_Pmt9312_1324_1444	PMT9312_1324	asparagine synthase (glutamine-hydrolysing)
lcl|CP000111.1_cds_Pmt9312_1325_1445	PMT9312_1325	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1326_1446	PMT9312_1326	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1327_1447	PMT9312_1327	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1328_1448	PMT9312_1328	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1814_1449	PMT9312_1814	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1329_1450	PMT9312_1329	mannose-6-phosphate isomerase, type 2
lcl|CP000111.1_cds_Pmt9312_1330_1451	PMT9312_1330	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1331_1452	PMT9312_1331	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1332_1453	PMT9312_1332	ATPase
lcl|CP000111.1_cds_Pmt9312_1333_1454	PMT9312_1333	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1334_1455	PMT9312_1334	UDP-glucose 4-epimerase
lcl|CP000111.1_cds_Pmt9312_1335_1456	PMT9312_1335	histidinol-phosphate phosphatase
lcl|CP000111.1_cds_Pmt9312_1336_1457	PMT9312_1336	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1337_1458	PMT9312_1337	phosphoheptose isomerase
lcl|CP000111.1_cds_Pmt9312_1338_1459	PMT9312_1338	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1339_1460	PMT9312_1339	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1340_1461	PMT9312_1340	N-acetylneuraminate synthase
lcl|CP000111.1_cds_Pmt9312_1341_1462	PMT9312_1341	CMP-N-acetylneuraminic acid synthetase-like protein
lcl|CP000111.1_cds_Pmt9312_1342_1463	PMT9312_1342	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1343_1464	PMT9312_1343	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1344_1465	PMT9312_1344	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1345_1466	PMT9312_1345	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1346_1467	PMT9312_1346	N-acetylneuraminate synthase
lcl|CP000111.1_cds_Pmt9312_1347_1468	PMT9312_1347	phosphoheptose isomerase
lcl|CP000111.1_cds_Pmt9312_1348_1469	PMT9312_1348	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1349_1470	PMT9312_1349	putative acylneuraminate cytidylyltransferase
lcl|CP000111.1_cds_Pmt9312_1350_1471	PMT9312_1350	2-deoxy-D-gluconate 3-dehydrogenase
lcl|CP000111.1_cds_Pmt9312_1351_1472	PMT9312_1351	dehydrogenase
lcl|CP000111.1_cds_Pmt9312_1352_1473	PMT9312_1352	putative oxidoreductase
lcl|CP000111.1_cds_Pmt9312_1353_1474	PMT9312_1353	hypothetical protein
lcl|CP000111.1_cds_ABS83207.1_1475	PMT9312_1936	Hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1354_1476	PMT9312_1354	Succinate dehydrogenase
lcl|CP000111.1_cds_Pmt9312_1355_1477	PMT9312_1355	Uncharacterized protein involved in exopolysaccharide biosynthesis-like protein
lcl|CP000111.1_cds_Pmt9312_1356_1478	PMT9312_1356	SOS-response transcriptional repressor, LexA
lcl|CP000111.1_cds_Pmt9312_1357_1479	PMT9312_1357	ornithine carbamoyltransferase
lcl|CP000111.1_cds_Pmt9312_1358_1480	PMT9312_1358	membrane protease FtsH catalytic subunit
lcl|CP000111.1_cds_Pmt9312_1359_1481	PMT9312_1359	diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase
lcl|CP000111.1_cds_Pmt9312_1360_1482	PMT9312_1360	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1361_1483	PMT9312_1361	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1362_1484	PMT9312_1362	putative precorrin-6y methylase
lcl|CP000111.1_cds_Pmt9312_1363_1485	PMT9312_1363	NAD(+) kinase
lcl|CP000111.1_cds_Pmt9312_1364_1486	PMT9312_1364	phenylalanyl-tRNA synthetase, alpha subunit
lcl|CP000111.1_cds_Pmt9312_1365_1487	PMT9312_1365	3'-nucleotidase / 5'-nucleotidase
lcl|CP000111.1_cds_Pmt9312_1366_1488	PMT9312_1366	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1367_1489	PMT9312_1367	FMN adenylyltransferase / riboflavin kinase
lcl|CP000111.1_cds_Pmt9312_1368_1490	PMT9312_1368	thiamine-phosphate diphosphorylase
lcl|CP000111.1_cds_Pmt9312_1369_1491	PMT9312_1369	thiamine biosynthesis protein ThiS
lcl|CP000111.1_cds_Pmt9312_1370_1492	PMT9312_1370	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1371_1493	PMT9312_1371	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1372_1494	PMT9312_1372	putative circadian phase modifier CpmA
lcl|CP000111.1_cds_Pmt9312_1373_1495	PMT9312_1373	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1374_1496	PMT9312_1374	MECDP-synthase
lcl|CP000111.1_cds_Pmt9312_1375_1497	PMT9312_1375	polysaccharide export-related periplasmic protein
lcl|CP000111.1_cds_Pmt9312_1376_1498	PMT9312_1376	tRNA (Guanine37-N(1)-) methyltransferase
lcl|CP000111.1_cds_Pmt9312_1377_1499	PMT9312_1377	GTP-binding protein Era
lcl|CP000111.1_cds_Pmt9312_1378_1500	PMT9312_1378	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1379_1501	PMT9312_1379	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1380_1502	PMT9312_1380	phoH-like phosphate starvation-inducible protein
lcl|CP000111.1_cds_Pmt9312_1381_1503	PMT9312_1381	SSU ribosomal protein S16P
lcl|CP000111.1_cds_Pmt9312_1382_1504	PMT9312_1382	signal recognition particle subunit FFH/SRP54 (srp54)
lcl|CP000111.1_cds_Pmt9312_1383_1505	PMT9312_1383	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1384_1506	PMT9312_1384	Pyruvate dehydrogenase (lipoamide)
lcl|CP000111.1_cds_Pmt9312_1385_1507	PMT9312_1385	type II alternative RNA polymerase sigma factor, sigma-70 family
lcl|CP000111.1_cds_Pmt9312_1386_1508	PMT9312_1386	Protein of unknown function UPF0031
lcl|CP000111.1_cds_Pmt9312_1387_1509	PMT9312_1387	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase
lcl|CP000111.1_cds_Pmt9312_1388_1510	PMT9312_1388	apolipoprotein N-acyltransferase
lcl|CP000111.1_cds_Pmt9312_1389_1511	PMT9312_1389	Peptidylprolyl isomerase
lcl|CP000111.1_cds_Pmt9312_1390_1512	PMT9312_1390	putative nickel-containing superoxide dismutase precursor (NISOD)
lcl|CP000111.1_cds_Pmt9312_1391_1513	PMT9312_1391	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1392_1514	PMT9312_1392	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1393_1515	PMT9312_1393	indole-3-glycerol phosphate synthase
lcl|CP000111.1_cds_Pmt9312_1394_1516	PMT9312_1394	dihydrolipoamide dehydrogenase
lcl|CP000111.1_cds_Pmt9312_1395_1517	PMT9312_1395	tRNA/rRNA methyltransferase (SpoU)
lcl|CP000111.1_cds_Pmt9312_1396_1518	PMT9312_1396	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
lcl|CP000111.1_cds_Pmt9312_1397_1519	PMT9312_1397	acetylornithine aminotransferase apoenzyme
lcl|CP000111.1_cds_Pmt9312_1398_1520	PMT9312_1398	FolC bifunctional protein
lcl|CP000111.1_cds_Pmt9312_1399_1521	PMT9312_1399	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1400_1522	PMT9312_1400	cytosine deaminase-like protein
lcl|CP000111.1_cds_Pmt9312_1401_1523	PMT9312_1401	tRNA-i(6)A37 thiotransferase enzyme MiaB
lcl|CP000111.1_cds_Pmt9312_1402_1524	PMT9312_1402	D-alanine--D-alanine ligase
lcl|CP000111.1_cds_Pmt9312_1403_1525	PMT9312_1403	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1404_1526	PMT9312_1404	cell division protein FtsQ
lcl|CP000111.1_cds_Pmt9312_1405_1527	PMT9312_1405	cell division protein FtsZ
lcl|CP000111.1_cds_Pmt9312_1406_1528	PMT9312_1406	ketopantoate hydroxymethyltransferase
lcl|CP000111.1_cds_Pmt9312_1407_1529	PMT9312_1407	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1408_1530	PMT9312_1408	coproporphyrinogen III oxidase, anaerobic
lcl|CP000111.1_cds_Pmt9312_1409_1531	PMT9312_1409	Nucleotide binding protein, PINc
lcl|CP000111.1_cds_Pmt9312_1410_1532	PMT9312_1410	Endopeptidase Clp
lcl|CP000111.1_cds_Pmt9312_1411_1533	PMT9312_1411	ATP-dependent Clp protease proteolytic subunit ClpP
lcl|CP000111.1_cds_Pmt9312_1412_1534	PMT9312_1412	ketol-acid reductoisomerase
lcl|CP000111.1_cds_Pmt9312_1413_1535	PMT9312_1413	adenosylcobinamide-phosphate synthase
lcl|CP000111.1_cds_Pmt9312_1414_1536	PMT9312_1414	high light inducible protein-like protein
lcl|CP000111.1_cds_Pmt9312_1415_1537	PMT9312_1415	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1416_1538	PMT9312_1416	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1417_1539	PMT9312_1417	beta-lactamase-like protein
lcl|CP000111.1_cds_Pmt9312_1418_1540	PMT9312_1418	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1419_1541	PMT9312_1419	bacterial nucleoid protein Hbs
lcl|CP000111.1_cds_Pmt9312_1420_1542	PMT9312_1420	isoamylase
lcl|CP000111.1_cds_Pmt9312_1421_1543	PMT9312_1421	putative GPH family sugar transporter
lcl|CP000111.1_cds_Pmt9312_1422_1544	PMT9312_1422	Protein of unknown function DUF140
lcl|CP000111.1_cds_Pmt9312_1423_1545	PMT9312_1423	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1424_1546	PMT9312_1424	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1425_1547	PMT9312_1425	acyl-phosphate glycerol-3-phosphate acyltransferase
lcl|CP000111.1_cds_Pmt9312_1426_1548	PMT9312_1426	orotidine-5'-phosphate decarboxylase
lcl|CP000111.1_cds_Pmt9312_1427_1549	PMT9312_1427	tyrosyl-tRNA synthetase
lcl|CP000111.1_cds_Pmt9312_1428_1550	PMT9312_1428	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1429_1551	PMT9312_1429	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1430_1552	PMT9312_1430	leucyl aminopeptidase, Metallo peptidase, MEROPS family M17
lcl|CP000111.1_cds_Pmt9312_1431_1553	PMT9312_1431	peptide methionine sulfoxide reductase
lcl|CP000111.1_cds_Pmt9312_1432_1554	PMT9312_1432	lipid-A-disaccharide synthase
lcl|CP000111.1_cds_Pmt9312_1433_1555	PMT9312_1433	acyl-
lcl|CP000111.1_cds_Pmt9312_1434_1556	PMT9312_1434	3-hydroxyacyl-
lcl|CP000111.1_cds_Pmt9312_1435_1557	PMT9312_1435	UDP-3-O-
lcl|CP000111.1_cds_Pmt9312_1436_1558	PMT9312_1436	outer envelope membrane protein-like protein
lcl|CP000111.1_cds_Pmt9312_1437_1559	PMT9312_1437	phosphoribosylaminoimidazole-succinocarboxamide synthase
lcl|CP000111.1_cds_Pmt9312_1438_1560	PMT9312_1438	phosphoribosylamine--glycine ligase
lcl|CP000111.1_cds_Pmt9312_1439_1561	PMT9312_1439	multi-sensor signal transduction histidine kinase
lcl|CP000111.1_cds_Pmt9312_1440_1562	PMT9312_1440	circadian clock protein KaiC
lcl|CP000111.1_cds_Pmt9312_1441_1563	PMT9312_1441	circadian oscillation regulator KaiB-like protein
lcl|CP000111.1_cds_Pmt9312_1442_1564	PMT9312_1442	LSU ribosomal protein L21P
lcl|CP000111.1_cds_Pmt9312_1443_1565	PMT9312_1443	LSU ribosomal protein L27P
lcl|CP000111.1_cds_Pmt9312_1444_1566	PMT9312_1444	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1445_1567	PMT9312_1445	tRNA pseudouridine synthase B
lcl|CP000111.1_cds_Pmt9312_1446_1568	PMT9312_1446	sporulation protein SpoIID-like protein
lcl|CP000111.1_cds_Pmt9312_1447_1569	PMT9312_1447	RNAse Z
lcl|CP000111.1_cds_Pmt9312_1448_1570	PMT9312_1448	pentapeptide repeat-containing protein
lcl|CP000111.1_cds_Pmt9312_1449_1571	PMT9312_1449	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1450_1572	PMT9312_1450	Ferredoxin (2Fe-2S)
lcl|CP000111.1_cds_Pmt9312_1451_1573	PMT9312_1451	
lcl|CP000111.1_cds_Pmt9312_1452_1574	PMT9312_1452	D-3-phosphoglycerate dehydrogenase
lcl|CP000111.1_cds_Pmt9312_1453_1575	PMT9312_1453	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1454_1576	PMT9312_1454	RNA-binding S4
lcl|CP000111.1_cds_Pmt9312_1455_1577	PMT9312_1455	steroid 5-alpha reductase-like protein
lcl|CP000111.1_cds_Pmt9312_1456_1578	PMT9312_1456	conserved hypothetical protein
lcl|CP000111.1_cds_ABS83208.1_1579	PMT9312_1938	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1457_1580	PMT9312_1457	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1458_1581	PMT9312_1458	deoxyribodipyrimidine photo-lyase family protein (cryptochrome)
lcl|CP000111.1_cds_Pmt9312_1459_1582	PMT9312_1459	short-chain dehydrogenase/reductase (SDR) superfamily
lcl|CP000111.1_cds_Pmt9312_1460_1583	PMT9312_1460	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1461_1584	PMT9312_1461	UDP-N-acetylmuramoylalanine--D-glutamate ligase
lcl|CP000111.1_cds_Pmt9312_1462_1585	PMT9312_1462	MATH domain-like protein
lcl|CP000111.1_cds_Pmt9312_1463_1586	PMT9312_1463	Protein of unknown function DUF209
lcl|CP000111.1_cds_ABS83209.1_1587	PMT9312_1939	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1464_1588	PMT9312_1464	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1465_1589	PMT9312_1465	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1466_1590	PMT9312_1466	GAF domain
lcl|CP000111.1_cds_Pmt9312_1467_1591	PMT9312_1467	HI0933-like protein
lcl|CP000111.1_cds_ABS83210.1_1592	PMT9312_1940	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1468_1593	PMT9312_1468	conserved hypothetical protein
lcl|CP000111.1_cds_ABS83211.1_1594	PMT9312_1941	Conserved hypothetical protein
lcl|CP000111.1_cds_ABS83212.1_1595	PMT9312_1942	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1469_1596	PMT9312_1469	conserved hypothetical protein
lcl|CP000111.1_cds_ABS83213.1_1597	PMT9312_1943	Conserved hypothetical protein
lcl|CP000111.1_cds_ABS83214.1_1598	PMT9312_1944	Conserved hypothetical protein
lcl|CP000111.1_cds_ABS83215.1_1599	PMT9312_1945	Conserved hypothetical protein
lcl|CP000111.1_cds_ABS83216.1_1600	PMT9312_1946	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1470_1601	PMT9312_1470	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1471_1602	PMT9312_1471	type I restriction modification DNA-like protein
lcl|CP000111.1_cds_Pmt9312_1472_1603	PMT9312_1472	M protein repeat-like protein
lcl|CP000111.1_cds_ABS83217.1_1604	PMT9312_1947	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1473_1605	PMT9312_1473	fatty acid desaturase, type 2
lcl|CP000111.1_cds_ABS83218.1_1606	PMT9312_1948	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1474_1607	PMT9312_1474	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1475_1608	PMT9312_1475	conserved hypothetical protein
lcl|CP000111.1_cds_ABS83219.1_1609	PMT9312_1949	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1476_1610	PMT9312_1476	Delta(12)-fatty acid dehydrogenase
lcl|CP000111.1_cds_ABS83220.1_1611	PMT9312_1950	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1477_1612	PMT9312_1477	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1478_1613	PMT9312_1478	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1479_1614	PMT9312_1479	high light inducible protein-like protein
lcl|CP000111.1_cds_Pmt9312_1480_1615	PMT9312_1480	high light inducible protein-like protein
lcl|CP000111.1_cds_ABS83221.1_1616	PMT9312_1951	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1481_1617	PMT9312_1481	high light inducible protein-like protein
lcl|CP000111.1_cds_Pmt9312_1482_1618	PMT9312_1482	permease-like protein
lcl|CP000111.1_cds_Pmt9312_1483_1619	PMT9312_1483	conserved hypothetical protein
lcl|CP000111.1_cds_ABS83222.1_1620	PMT9312_1952	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1484_1621	PMT9312_1484	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1485_1622	PMT9312_1485	carbon storage regulator-like protein
lcl|CP000111.1_cds_Pmt9312_1486_1623	PMT9312_1486	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1487_1624	PMT9312_1487	regulatory protein, DeoR-like protein
lcl|CP000111.1_cds_ABS83223.1_1625	PMT9312_1953	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1488_1626	PMT9312_1488	hypothetical protein
lcl|CP000111.1_cds_ABS83224.1_1627	PMT9312_1954	Conserved hypothetical protein
lcl|CP000111.1_cds_ABS83225.1_1628	PMT9312_1956	Conserved hypothetical protein
lcl|CP000111.1_cds_ABS83226.1_1629	PMT9312_1957	Conserved hypothetical protein
lcl|CP000111.1_cds_ABS83227.1_1630	PMT9312_1958	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1489_1631	PMT9312_1489	conserved hypothetical protein
lcl|CP000111.1_cds_ABS83228.1_1632	PMT9312_1959	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1490_1633	PMT9312_1490	virion host shutoff protein-like protein
lcl|CP000111.1_cds_ABS83229.1_1634	PMT9312_1960	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1491_1635	PMT9312_1491	high light inducible protein-like protein
lcl|CP000111.1_cds_ABS83230.1_1636	PMT9312_1961	Hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1492_1637	PMT9312_1492	protein family PM-14
lcl|CP000111.1_cds_ABS83231.1_1638	PMT9312_1962	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1493_1639	PMT9312_1493	hemagglutinin-neuraminidase-like protein
lcl|CP000111.1_cds_Pmt9312_1494_1640	PMT9312_1494	Nucleotide binding protein, PINc
lcl|CP000111.1_cds_Pmt9312_1495_1641	PMT9312_1495	putative dape protein
lcl|CP000111.1_cds_Pmt9312_1496_1642	PMT9312_1496	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1497_1643	PMT9312_1497	dienelactone hydrolase
lcl|CP000111.1_cds_ABS83232.1_1644	PMT9312_1963	Conserved hypothetical protein
lcl|CP000111.1_cds_ABS83233.1_1645	PMT9312_1964	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1498_1646	PMT9312_1498	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1499_1647	PMT9312_1499	RNA-binding region RNP-1
lcl|CP000111.1_cds_Pmt9312_1500_1648	PMT9312_1500	gibberellin regulated protein-like protein
lcl|CP000111.1_cds_Pmt9312_1501_1649	PMT9312_1501	fumarate reductase subunit D-like protein
lcl|CP000111.1_cds_Pmt9312_1502_1650	PMT9312_1502	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1503_1651	PMT9312_1503	hypothetical protein
lcl|CP000111.1_cds_ABS83234.1_1652	PMT9312_1965	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1504_1653	PMT9312_1504	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1505_1654	PMT9312_1505	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1506_1655	PMT9312_1506	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1507_1656	PMT9312_1507	protein family PM-15
lcl|CP000111.1_cds_Pmt9312_1508_1657	PMT9312_1508	high light inducible protein-like protein
lcl|CP000111.1_cds_Pmt9312_1509_1658	PMT9312_1509	high light inducible protein-like protein
lcl|CP000111.1_cds_Pmt9312_1510_1659	PMT9312_1510	high light inducible protein-like protein
lcl|CP000111.1_cds_Pmt9312_1511_1660	PMT9312_1511	hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1512_1661	PMT9312_1512	cyanobacterial porin
lcl|CP000111.1_cds_Pmt9312_1513_1662	PMT9312_1513	trypsin-like protein
lcl|CP000111.1_cds_Pmt9312_1514_1663	PMT9312_1514	protein family PM-12
lcl|CP000111.1_cds_Pmt9312_1515_1664	PMT9312_1515	cyanobacterial porin
lcl|CP000111.1_cds_Pmt9312_1516_1665	PMT9312_1516	protein family PM-24
lcl|CP000111.1_cds_Pmt9312_1517_1666	PMT9312_1517	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1518_1667	PMT9312_1518	twin-arginine translocation pathway signal sequence domain protein
lcl|CP000111.1_cds_Pmt9312_1519_1668	PMT9312_1519	twin-arginine translocation protein, TatA/E family
lcl|CP000111.1_cds_ABS83235.1_1669	PMT9312_1966	Conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1520_1670	PMT9312_1520	poly A polymerase regulatory subunit-like protein
lcl|CP000111.1_cds_Pmt9312_1521_1671	PMT9312_1521	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1522_1672	PMT9312_1522	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1523_1673	PMT9312_1523	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1524_1674	PMT9312_1524	putative DNA-directed RNA polymerase (omega chain)
lcl|CP000111.1_cds_Pmt9312_1525_1675	PMT9312_1525	putative DnaK-type molecular chaperone (HSP70 family)
lcl|CP000111.1_cds_Pmt9312_1526_1676	PMT9312_1526	Uracil phosphoribosyltransferase
lcl|CP000111.1_cds_Pmt9312_1527_1677	PMT9312_1527	phosphoglycerate mutase
lcl|CP000111.1_cds_Pmt9312_1528_1678	PMT9312_1528	preprotein translocase, SecG subunit
lcl|CP000111.1_cds_Pmt9312_1529_1679	PMT9312_1529	Chaperonin Cpn60/TCP-1
lcl|CP000111.1_cds_Pmt9312_1530_1680	PMT9312_1530	groES protein
lcl|CP000111.1_cds_Pmt9312_1531_1681	PMT9312_1531	ATP synthase F1 subcomplex beta subunit
lcl|CP000111.1_cds_Pmt9312_1532_1682	PMT9312_1532	ATP synthase F1 subcomplex epsilon subunit
lcl|CP000111.1_cds_Pmt9312_1533_1683	PMT9312_1533	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1534_1684	PMT9312_1534	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1535_1685	PMT9312_1535	aminopeptidase P, Metallo peptidase, MEROPS family M24B
lcl|CP000111.1_cds_Pmt9312_1536_1686	PMT9312_1536	Protein of unknown function DUF21
lcl|CP000111.1_cds_Pmt9312_1537_1687	PMT9312_1537	Small GTP-binding protein domain
lcl|CP000111.1_cds_Pmt9312_1538_1688	PMT9312_1538	Cytidyltransferase-related protein
lcl|CP000111.1_cds_Pmt9312_1539_1689	PMT9312_1539	NAD+ synthetase
lcl|CP000111.1_cds_Pmt9312_1540_1690	PMT9312_1540	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1541_1691	PMT9312_1541	conserved hypothetical protein
lcl|CP000111.1_cds_Pmt9312_1542_1692	PMT9312_1542	Ferredoxin (2Fe-2S)
lcl|CP000111.1_cds_Pmt9312_1543_1693	PMT9312_1543	ATP synthase F1 subcomplex gamma subunit
lcl|CP000111.1_cds_Pmt9312_1544_1694	PMT9312_1544	ATP synthase F1 subcomplex alpha subunit
lcl|CP000111.1_cds_Pmt9312_1545_1695	PMT9312_1545	ATP synthase F1 subcomplex delta subunit
lcl|CP000111.1_cds_Pmt9312_1546_1696	PMT9312_1546	ATP synthase F0, B subunit
lcl|CP000111.1_cds_Pmt9312_1547_1697	PMT9312_1547	ATP synthase F0 subcomplex B' subunit
lcl|CP000111.1_cds_Pmt9312_1548_1698	PMT9312_1548	ATP synthase F0 subcomplex C subunit
lcl|CP000111.1_cds_Pmt9312_1549_1699	PMT9312_1549	ATP synthase F0 subcomplex A subunit
lcl|CP000111.1_cds_Pmt9312_1550_1700	PMT9312_1550	ATP synthase subunit 1-like protein
lcl|CP000111.1_cds_Pmt9312_1551_1701	PMT9312_1551	cell division protein FtsW
lcl|CP000111.1_cds_Pmt9312_1552_1702	PMT9312_1552	putative c-type cytochrome biogenesis protein CcdA
lcl|CP000111.1_cds_Pmt9312_1553_1703	PMT9312_1553	putative C-type cytochrome biogenesis protein Ccs1
