ID,organism,eggnog_predicted_gene_name,eggnog_predicted_gene_description,eggnog_predicted_COG,KEGG_predicted_gene_name,KEGG_predicted_KEGG_identifier,day2_LFC,day2_pvalue,day2_padj,day4_LFC,day4_pvalue,day4_padj,day5_LFC,day5_pvalue,day5_padj
1_169_MED4_genome,MED4,pspE,Alternative locus ID,P,,,0.661381915,0.554558342,0.759847771,0.252404244,0.353712104,1,0.055747504,0.851652934,1
1_1690_MED4_genome,MED4,dtd3,Catalyzes the hydrolysis of D-tyrosyl-tRNA(Tyr),L,tatD; TatD DNase family protein [EC:3.1.21.-],K03424,0.419291629,0.484219151,0.730404784,0.387666251,0.172342667,1,-0.16987504,0.269343547,1
1_1691_MED4_genome,MED4,rpsT,Binds directly to 16S ribosomal RNA,J,"RP-S20, rpsT; small subunit ribosomal protein S20",K02968,-1.165390981,0.0693552,0.621338653,0.051266956,0.852755667,1,-0.518529793,0.020610437,1
1_1692_MED4_genome,MED4,hisD,Catalyzes the sequential NAD-dependent oxidations of L- histidinol to L-histidinaldehyde and then to L-histidine,E,hisD; histidinol dehydrogenase [EC:1.1.1.23],K00013,0.196996832,0.600637559,0.7807538,-0.023861005,0.940007624,1,-0.150376573,0.51265604,1
1_1693_MED4_genome,MED4,rpiA,Catalyzes the reversible conversion of ribose-5- phosphate to ribulose 5-phosphate,G,rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6],K01807,-0.111570181,0.717713526,0.8453266,-0.39498151,0.196772583,1,0.185203249,0.592485925,1
1_1694_MED4_genome,MED4,hhoA,trypsin family Chymotrypsin serine protease,O,,,0.868728117,0.09621736,0.621338653,0.175396011,0.522945382,1,0.096815569,0.488930921,1
1_1695_MED4_genome,MED4,rimP,Required for maturation of 30S ribosomal subunits,J,rimP; ribosome maturation factor RimP,K09748,-0.075375092,0.865291829,0.927581252,-0.182300172,0.44162498,1,0.373976085,0.079540644,1
1_1696_MED4_genome,MED4,nusA,Participates in both transcription termination and antitermination,K,nusA; transcription termination/antitermination protein NusA,K02600,-0.225119,0.464200416,0.717978261,-0.387435844,0.260704666,1,-0.035670904,0.860157073,1
1_1697_MED4_genome,MED4,,nucleic-acid-binding protein implicated in transcription termination,K,ylxR; uncharacterized protein,K07742,-0.558574652,0.381933516,0.678943893,-0.224177609,0.351649111,1,0.106214606,0.558828852,1
1_1698_MED4_genome,MED4,infB,One of the essential components for the initiation of protein synthesis. Protects formylmethionyl-tRNA from spontaneous hydrolysis and promotes its binding to the 30S ribosomal subunits. Also involved in the hydrolysis of GTP during the formation of the 70S ribosomal complex,J,"infB, MTIF2; translation initiation factor IF-2",K02519,-0.587230827,0.115756674,0.621338653,-0.108784439,0.611202395,1,0.083630847,0.781313184,1
1_1699_MED4_genome,MED4,,Alternative locus ID,S,,,0.608910479,0.167107324,0.621338653,-0.020092724,0.911442897,1,0.057994444,0.656622801,1
1_17_MED4_genome,MED4,dnaJ,"ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins",O,dnaJ; molecular chaperone DnaJ,K03686,0.455317669,0.252132132,0.629961848,0.114141045,0.558145875,1,0.191835136,0.299604302,1
1_170_MED4_genome,MED4,trpB,The beta subunit is responsible for the synthesis of L- tryptophan from indole and L-serine,E,trpB; tryptophan synthase beta chain [EC:4.2.1.20],K01696,-0.944229074,0.088128887,0.621338653,-0.186172929,0.393091191,1,-0.005081862,0.983665232,1
1_1700_MED4_genome,MED4,,"COG1807 4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferases of PMT family Cell envelope biogenesis, outer membrane",M,,,0.211724509,0.640848563,0.8005162,-0.014986447,0.967306339,1,0.025707969,0.91841706,1
1_1701_MED4_genome,MED4,,Family 2,M,,,0.25015499,0.535583411,0.75150788,0.02879365,0.903770117,1,0.086570869,0.636620151,1
1_1702_MED4_genome,MED4,,Alternative locus ID,C,,,0.05528673,0.873386414,0.932790729,-0.008797336,0.962392509,1,-0.112653367,0.36112081,1
1_1703_MED4_genome,MED4,clpS,Involved in the modulation of the specificity of the ClpAP-mediated ATP-dependent protein degradation,S,clpS; ATP-dependent Clp protease adaptor protein ClpS,K06891,-0.642387344,0.196519686,0.621338653,-0.089207444,0.664469089,1,0.044993123,0.820258829,1
1_1704_MED4_genome,MED4,dapL,"Involved in the synthesis of meso-diaminopimelate (m-DAP or DL-DAP), required for both lysine and peptidoglycan biosynthesis. Catalyzes the direct conversion of tetrahydrodipicolinate to LL-diaminopimelate",E,E2.6.1.83; LL-diaminopimelate aminotransferase [EC:2.6.1.83],K10206,-1.076486907,0.106864843,0.621338653,-0.306343882,0.184738616,1,0.044275921,0.790595683,1
1_1705_MED4_genome,MED4,rne,Cytoplasmic axial filament protein CafA and Ribonuclease G Ribonuclease E,J,rne; ribonuclease E [EC:3.1.26.12],K08300,-0.259777641,0.422184324,0.697680876,-0.176243662,0.330422527,1,0.062172768,0.599939075,1
1_1706_MED4_genome,MED4,rnhB,Endonuclease that specifically degrades the RNA of RNA- DNA hybrids,L,rnhB; ribonuclease HII [EC:3.1.26.4],K03470,0.715055407,0.259352859,0.633863668,0.13358793,0.713735033,1,0.308633835,0.062347324,1
1_1707_MED4_genome,MED4,,Alternative locus ID,S,,,0.164255224,0.584469631,0.779994281,-0.127213049,0.508008843,1,-0.181528979,0.228422853,1
1_1708_MED4_genome,MED4,pheA,Prephenate dehydratase,E,pheA2; prephenate dehydratase [EC:4.2.1.51],K04518,0.285254001,0.390641416,0.680683957,-0.182754552,0.470749751,1,0.106088491,0.416729789,1
1_1709_MED4_genome,MED4,,Belongs to the class I-like SAM-binding methyltransferase superfamily. gTMT family,H,K18534; MPBQ/MSBQ methyltransferase [EC:2.1.1.295],K18534,0.310859885,0.508002564,0.74294344,0.225624022,0.56820642,1,0.151733969,0.634702502,1
1_171_MED4_genome,MED4,sui1,Translation initiation factor,J,"EIF1, SUI1; translation initiation factor 1",K03113,-0.285286762,0.736567603,0.856505063,-0.383416345,0.443361341,1,0.309741014,0.231259071,1
1_1710_MED4_genome,MED4,lon,to the N-terminal domain of Lon protease,S,lon; ATP-dependent Lon protease [EC:3.4.21.53],K01338,0.163653501,0.612124578,0.787520992,-0.217095846,0.59091629,1,0.044706034,0.802218733,1
1_1711_MED4_genome,MED4,rpsJ,Involved in the binding of tRNA to the ribosomes,J,"RP-S10, MRPS10, rpsJ; small subunit ribosomal protein S10",K02946,-1.467960617,0.114853059,0.621338653,-0.935450013,0.198695114,1,0.006703206,0.971336914,1
1_1712_MED4_genome,MED4,tuf,This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis,J,"tuf, TUFM; elongation factor Tu",K02358,-1.958726707,0.081042191,0.621338653,-1.071190109,0.20314178,1,0.117743791,0.737045755,1
1_1713_MED4_genome,MED4,fusA,"Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome",J,"fusA, GFM, EFG; elongation factor G",K02355,-0.721999666,0.207325216,0.622126319,-0.529151459,0.306049759,1,0.098842897,0.743749806,1
1_1714_MED4_genome,MED4,rps7,"One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit. Is located at the subunit interface close to the decoding center, probably blocks exit of the E-site tRNA",J,"RP-S7, MRPS7, rpsG; small subunit ribosomal protein S7",K02992,-1.391314882,0.083504313,0.621338653,-0.664879517,0.244092316,1,-0.102390182,0.771046647,1
1_1715_MED4_genome,MED4,rpsL,"Interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone. Located at the interface of the 30S and 50S subunits, it traverses the body of the 30S subunit contacting proteins on the other side and probably holding the rRNA structure together. The combined cluster of proteins S8, S12 and S17 appears to hold together the shoulder and platform of the 30S subunit",J,"RP-S12, MRPS12, rpsL; small subunit ribosomal protein S12",K02950,-1.351918863,0.079113999,0.621338653,-0.342768117,0.469102425,1,-0.2878955,0.360112697,1
1_1716_MED4_genome,MED4,glsF,Ferredoxin-dependent glutamate synthase,E,"GLU, gltS; glutamate synthase (ferredoxin) [EC:1.4.7.1]",K00284,0.216907652,0.614323315,0.787808074,0.246298038,0.339039714,1,-0.044689925,0.708558589,1
1_1717_MED4_genome,MED4,,Alternative locus ID,S,,,-0.871057067,0.278500345,0.639652889,0.438101527,0.241841875,1,0.193655446,0.55793821,1
1_1718_MED4_genome,MED4,lipA1,"Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives",H,"lipA, LIAS, LIP1, LIP5; lipoyl synthase [EC:2.8.1.8]",K03644,-0.189882469,0.528025621,0.748322998,0.043471354,0.819821635,1,0.000594469,0.996301356,1
1_1719_MED4_genome,MED4,,Alternative locus ID,L,,,0.408910079,0.58273813,0.779204331,-0.177546687,0.656513757,1,0.356874102,0.252126861,1
1_172_MED4_genome,MED4,cysC,Catalyzes the synthesis of activated sulfate,F,cysC; adenylylsulfate kinase [EC:2.7.1.25],K00860,-0.475441664,0.342259712,0.66723196,0.17689085,0.525633518,1,0.145115436,0.546480778,1
1_1720_MED4_genome,MED4,,Alternative locus ID,S,,,0.229347463,0.753047027,0.866748555,0.127515655,0.764406113,1,0.138863058,0.795579606,1
1_1721_MED4_genome,MED4,,Alternative locus ID,V,,,0.631611924,0.421537077,0.697680876,0.134580685,0.704975663,1,0.155034174,0.418385933,1
1_1722_MED4_genome,MED4,spr,Alternative locus ID,M,,,0.300493628,0.757921943,0.868945934,0.261859507,0.725305952,1,-0.003283088,0.991236781,1
1_1723_MED4_genome,MED4,psaL,Alternative locus ID,S,psaL; photosystem I subunit XI,K02699,-1.149685847,0.127996921,0.621338653,-1.171909046,0.202562861,1,-0.110392311,0.663924612,1
1_1724_MED4_genome,MED4,,Alternative locus ID,S,,,-1.955010091,0.325922449,0.657825033,-0.582317823,0.631516084,1,0.132843171,0.850291306,1
1_1725_MED4_genome,MED4,,Alternative locus ID,M,,,0.737674388,0.246327168,0.629961848,-0.117434254,0.631795524,1,0.226840025,0.206893817,1
1_1726_MED4_genome,MED4,psaB,"PsaA and PsaB bind P700, the primary electron donor of photosystem I (PSI), as well as the electron acceptors A0, A1 and FX. PSI is a plastocyanin cytochrome c6-ferredoxin oxidoreductase, converting photonic excitation into a charge separation, which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0, A1, FX, FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin or cytochrome c6",C,psaB; photosystem I P700 chlorophyll a apoprotein A2 [EC:1.97.1.12],K02690,-1.174989037,0.132416342,0.621338653,-1.287833639,0.216263078,1,-0.019095039,0.956257626,1
1_1727_MED4_genome,MED4,psaA,"PsaA and PsaB bind P700, the primary electron donor of photosystem I (PSI), as well as the electron acceptors A0, A1 and FX. PSI is a plastocyanin cytochrome c6-ferredoxin oxidoreductase, converting photonic excitation into a charge separation, which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0, A1, FX, FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin or cytochrome c6",C,psaA; photosystem I P700 chlorophyll a apoprotein A1 [EC:1.97.1.12],K02689,-1.621107269,0.08823162,0.621338653,-1.36578607,0.215641415,1,-0.052587025,0.896388089,1
1_1728_MED4_genome,MED4,cobJ,Alternative locus ID,H,cbiGH-cobJ; cobalt-precorrin 5A hydrolase / cobalt-factor III methyltransferase / precorrin-3B C17-methyltransferase [EC:3.7.1.12 2.1.1.272 2.1.1.131],K13541,0.32847562,0.579377025,0.778309976,0.204135345,0.58467988,1,0.293765384,0.161710114,1
1_1729_MED4_genome,MED4,gph,Alternative locus ID,S,K11777; HAD superfamily phosphatase,K11777,0.916110456,0.249213833,0.629961848,0.272498589,0.449796104,1,0.197778677,0.442923198,1
1_173_MED4_genome,MED4,purE,Catalyzes the conversion of N5-carboxyaminoimidazole ribonucleotide (N5-CAIR) to 4-carboxy-5-aminoimidazole ribonucleotide (CAIR),F,purE; 5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18],K01588,0.24283357,0.551326702,0.758459294,-0.127737371,0.62239195,1,0.12982283,0.581390301,1
1_1730_MED4_genome,MED4,alr,Catalyzes the interconversion of L-alanine and D- alanine. May also act on other amino acids,E,alr; alanine racemase [EC:5.1.1.1],K01775,0.141631101,0.781532832,0.884587272,0.236325989,0.577349298,1,-0.343620459,0.060706331,1
1_1731_MED4_genome,MED4,mcrA,HNH endonuclease family protein,L,,,-1.55909368,0.04549751,0.621338653,-0.237549023,0.384077749,1,-0.279616662,0.105925168,1
1_1732_MED4_genome,MED4,prfA,Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA,J,"prfA, MTRF1, MRF1; peptide chain release factor 1",K02835,0.437533963,0.197568432,0.621338653,-0.207568978,0.464458406,1,-0.045868709,0.862740669,1
1_1733_MED4_genome,MED4,rpmE,Binds the 23S rRNA,J,"RP-L31, rpmE; large subunit ribosomal protein L31",K02909,-0.274181046,0.56290331,0.765277607,-0.73861134,0.278303214,1,-0.170087664,0.607114695,1
1_1734_MED4_genome,MED4,rps9,Belongs to the universal ribosomal protein uS9 family,J,"RP-S9, MRPS9, rpsI; small subunit ribosomal protein S9",K02996,-1.053674272,0.1502411,0.621338653,-0.958915827,0.2110596,1,-0.113108994,0.77058186,1
1_1735_MED4_genome,MED4,rplM,"This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly",J,"RP-L13, MRPL13, rplM; large subunit ribosomal protein L13",K02871,-1.267324617,0.083249451,0.621338653,-0.347231359,0.440245067,1,-0.188054004,0.270028847,1
1_1736_MED4_genome,MED4,truA,"Formation of pseudouridine at positions 38, 39 and 40 in the anticodon stem and loop of transfer RNAs",J,"truA, PUS1; tRNA pseudouridine38-40 synthase [EC:5.4.99.12]",K06173,0.595147339,0.241612988,0.629961848,-0.04274244,0.861914041,1,-0.04858773,0.794466449,1
1_1737_MED4_genome,MED4,rplQ,Ribosomal protein L17,J,"RP-L17, MRPL17, rplQ; large subunit ribosomal protein L17",K02879,-0.807997919,0.156008568,0.621338653,-0.59964199,0.291747242,1,-0.170684232,0.307265034,1
1_1738_MED4_genome,MED4,rpoA,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates,K,rpoA; DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6],K03040,-0.744397354,0.175109774,0.621338653,-0.576439403,0.26969264,1,0.026667902,0.904758136,1
1_1739_MED4_genome,MED4,rpsK,"Located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine-Dalgarno cleft in the 70S ribosome",J,"RP-S11, MRPS11, rpsK; small subunit ribosomal protein S11",K02948,-1.133300656,0.123257624,0.621338653,-0.835572843,0.156265073,1,0.097721977,0.827654748,1
1_174_MED4_genome,MED4,chlM,Alternative locus ID,H,"bchM, chlM; magnesium-protoporphyrin O-methyltransferase [EC:2.1.1.11]",K03428,0.479435596,0.3191365,0.657825033,-0.138483307,0.450466039,1,-0.017772322,0.916046144,1
1_1740_MED4_genome,MED4,rpsM,"Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA. In the 70S ribosome it contacts the 23S rRNA (bridge B1a) and protein L5 of the 50S subunit (bridge B1b), connecting the 2 subunits",J,"RP-S13, rpsM; small subunit ribosomal protein S13",K02952,-3.077689366,0.04853858,0.621338653,-0.806233053,0.243997194,1,-0.197861876,0.491619764,1
1_1741_MED4_genome,MED4,adk,Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism,F,"adk, AK; adenylate kinase [EC:2.7.4.3]",K00939,-0.636022599,0.11851716,0.621338653,0.195592248,0.519210304,1,0.072392342,0.75486469,1
1_1742_MED4_genome,MED4,secY,"The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently",U,secY; preprotein translocase subunit SecY,K03076,-0.247015507,0.459910406,0.713142925,-0.269812549,0.340114232,1,-0.056309744,0.746415818,1
1_1743_MED4_genome,MED4,rplO,Binds to the 23S rRNA,J,"RP-L15, MRPL15, rplO; large subunit ribosomal protein L15",K02876,-0.120665274,0.752783368,0.866748555,-0.743063581,0.180011578,1,-0.123677173,0.657180424,1
1_1744_MED4_genome,MED4,rps5,Located at the back of the 30S subunit body where it stabilizes the conformation of the head with respect to the body,J,"RP-S5, MRPS5, rpsE; small subunit ribosomal protein S5",K02988,-1.605875079,0.057915239,0.621338653,-0.362334559,0.413155927,1,-0.13912965,0.46420432,1
1_1745_MED4_genome,MED4,rplR,"This is one of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance",J,"RP-L18, MRPL18, rplR; large subunit ribosomal protein L18",K02881,-1.706228097,0.074662494,0.621338653,-0.773290552,0.207145346,1,-0.013012242,0.969471126,1
1_1746_MED4_genome,MED4,rpl6,"This protein binds to the 23S rRNA, and is important in its secondary structure. It is located near the subunit interface in the base of the L7 L12 stalk, and near the tRNA binding site of the peptidyltransferase center",J,"RP-L6, MRPL6, rplF; large subunit ribosomal protein L6",K02933,-1.218224014,0.093917713,0.621338653,-0.527192245,0.30760561,1,-0.017727655,0.936531069,1
1_1747_MED4_genome,MED4,rps8,"One of the primary rRNA binding proteins, it binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit",J,"RP-S8, MRPS8, rpsH; small subunit ribosomal protein S8",K02994,-1.652518465,0.05367199,0.621338653,-0.44163784,0.315198024,1,0.014307128,0.93890846,1
1_1748_MED4_genome,MED4,rpl5,"This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits",J,"RP-L5, MRPL5, rplE; large subunit ribosomal protein L5",K02931,-1.914219529,0.054364521,0.621338653,-0.573312985,0.239670239,1,-0.113978176,0.588693504,1
