,,,,,Total Mutations,,Lineages Represented,
CCMP1005,400 ppm,THAOC_04619,hypothetical protein,0.895,66,65,6,6
CCMP1005,400 ppm,THAOC_04620,hypothetical protein,0.895,5,6,5,6
CCMP1005,400 ppm,THAOC_04622,hypothetical protein,1,23,23,6,6
CCMP1005,400 ppm,THAOC_04629,hypothetical protein,0.895,5,6,5,6
CCMP1005,400 ppm,THAOC_04631,hypothetical protein,0,250,328,6,6
CCMP1005,400 ppm,THAOC_04633,hypothetical protein,0.895,11,12,6,6
CCMP1005,400 ppm,THAOC_04637,hypothetical protein,0.507,80,85,6,6
CCMP1005,400 ppm,THAOC_04647,hypothetical protein,1,6,6,6,6
CCMP1005,400 ppm,THAOC_04656,hypothetical protein,0.895,63,62,6,6
CCMP1005,400 ppm,THAOC_04659,hypothetical protein,0.895,75,76,6,6
CCMP1005,400 ppm,THAOC_04675,hypothetical protein,0.895,7,6,6,6
CCMP1005,400 ppm,THAOC_04681,hypothetical protein,0.233,33,42,6,6
CCMP1005,400 ppm,THAOC_04684,hypothetical protein,1,6,6,6,6
CCMP1005,400 ppm,THAOC_04688,hypothetical protein,0.791,7,9,3,5
CCMP1005,400 ppm,THAOC_04690,hypothetical protein,0.791,54,56,6,6
CCMP1005,400 ppm,THAOC_04692,hypothetical protein,0.895,16,17,6,6
CCMP1005,400 ppm,THAOC_04693,hypothetical protein,0.507,61,66,6,6
CCMP1005,400 ppm,THAOC_04696,hypothetical protein,1,54,54,6,6
CCMP1005,400 ppm,THAOC_04698,hypothetical protein,0,414,441,6,6
CCMP1005,400 ppm,THAOC_04700,hypothetical protein,1,24,24,6,6
CCMP1005,400 ppm,THAOC_04701,hypothetical protein,1,5,5,5,5
CCMP1005,400 ppm,THAOC_04705,hypothetical protein,0.001,10,34,3,6
CCMP1005,400 ppm,THAOC_04706,hypothetical protein,0.426,25,31,6,6
CCMP1005,400 ppm,THAOC_04708,hypothetical protein,1,9,9,6,6
CCMP1005,400 ppm,THAOC_04709,hypothetical protein,0,63,104,6,6
CCMP1005,400 ppm,THAOC_04713,hypothetical protein,0.895,27,28,6,6
CCMP1005,400 ppm,THAOC_04715,hypothetical protein,1,6,6,6,6
CCMP1005,400 ppm,THAOC_04718,hypothetical protein,0.507,60,65,6,6
CCMP1005,400 ppm,THAOC_04719,hypothetical protein,0,133,165,6,6
CCMP1005,400 ppm,THAOC_04721,hypothetical protein,0.353,51,58,6,6
CCMP1005,400 ppm,THAOC_04722,hypothetical protein,0.017,57,75,6,6
CCMP1005,400 ppm,THAOC_04725,hypothetical protein,0.596,151,147,6,6
CCMP1005,400 ppm,THAOC_04726,hypothetical protein,0.596,40,44,6,6
CCMP1005,400 ppm,THAOC_04727,hypothetical protein,0.691,28,31,6,6
CCMP1005,400 ppm,THAOC_04731,hypothetical protein,0.034,45,61,6,6
CCMP1005,400 ppm,THAOC_04738,hypothetical protein,0.895,40,41,6,6
CCMP1005,400 ppm,THAOC_04739,hypothetical protein,0.353,83,90,6,6
CCMP1005,400 ppm,THAOC_04744,hypothetical protein,1,56,56,6,6
CCMP1005,400 ppm,THAOC_04756,hypothetical protein,0.895,71,72,6,6
CCMP1005,400 ppm,THAOC_04757,hypothetical protein,0.017,144,162,6,6
CCMP1005,400 ppm,THAOC_04758,hypothetical protein,0.895,12,11,6,6
CCMP1005,400 ppm,THAOC_04760,hypothetical protein,1,6,6,6,6
CCMP1005,400 ppm,THAOC_04763,hypothetical protein,0.895,5,6,5,6
CCMP1005,400 ppm,THAOC_04764,hypothetical protein,1,6,6,6,6
CCMP1005,400 ppm,THAOC_04768,hypothetical protein,0.791,22,24,6,6
CCMP1005,400 ppm,THAOC_04769,hypothetical protein,1,95,95,6,6
CCMP1005,400 ppm,THAOC_04772,hypothetical protein,1,6,6,6,6
CCMP1005,400 ppm,THAOC_04785,hypothetical protein,0.791,10,12,6,6
CCMP1005,400 ppm,THAOC_04791,hypothetical protein,0.895,29,30,6,6
CCMP1005,400 ppm,THAOC_04793,hypothetical protein,1,6,6,6,6
CCMP1005,400 ppm,THAOC_04794,hypothetical protein,0.691,67,70,6,6
CCMP1005,400 ppm,THAOC_04795,hypothetical protein,0.895,3,4,3,4
CCMP1005,400 ppm,THAOC_04799,hypothetical protein,1,12,12,6,6
CCMP1005,400 ppm,THAOC_04804,hypothetical protein,0.008,54,74,5,6
CCMP1005,400 ppm,THAOC_04810,hypothetical protein,1,7,7,6,6
CCMP1005,400 ppm,THAOC_04813,hypothetical protein,0.691,9,12,5,6
CCMP1005,400 ppm,THAOC_04814,hypothetical protein,0,65,113,6,6
CCMP1005,400 ppm,THAOC_04815,hypothetical protein,1,15,15,6,6
CCMP1005,400 ppm,THAOC_04820,hypothetical protein,0.112,10,22,3,4
CCMP1005,400 ppm,THAOC_04832,hypothetical protein,0.353,28,35,6,6
CCMP1005,400 ppm,THAOC_04834,hypothetical protein,0.185,115,125,6,6
CCMP1005,400 ppm,THAOC_04835,hypothetical protein,1,12,12,6,6
CCMP1005,400 ppm,THAOC_04836,hypothetical protein,0.233,26,35,5,6
CCMP1005,400 ppm,THAOC_04838,hypothetical protein,0.426,18,24,4,6
CCMP1005,400 ppm,THAOC_04843,hypothetical protein,0.895,11,12,6,6
CCMP1005,400 ppm,THAOC_04846,hypothetical protein,0.895,30,29,6,6
CCMP1005,400 ppm,THAOC_04847,hypothetical protein,1,18,18,6,6
CCMP1005,400 ppm,THAOC_04848,hypothetical protein,0.895,22,23,6,6
CCMP1005,400 ppm,THAOC_04852,hypothetical protein,0.691,5,8,5,6
CCMP1005,400 ppm,THAOC_04856,hypothetical protein,1,6,6,6,6
CCMP1005,400 ppm,THAOC_04862,hypothetical protein,1,6,6,6,6
CCMP1005,400 ppm,THAOC_04865,hypothetical protein,0.596,32,36,6,6
CCMP1005,400 ppm,THAOC_04868,hypothetical protein,0.895,6,5,6,5
CCMP1005,400 ppm,THAOC_04874,hypothetical protein,0.233,13,22,4,6
CCMP1005,400 ppm,THAOC_04878,hypothetical protein,1,12,12,6,6
CCMP1005,400 ppm,THAOC_04879,hypothetical protein,0.185,40,50,6,6
CCMP1005,400 ppm,THAOC_04880,hypothetical protein,0.063,21,35,5,6
CCMP1005,400 ppm,THAOC_04883,hypothetical protein,1,18,18,6,6
CCMP1005,400 ppm,THAOC_04884,hypothetical protein,0.353,16,23,6,6
CCMP1005,400 ppm,THAOC_04888,hypothetical protein,0,234,262,6,6
CCMP1005,400 ppm,THAOC_04898,hypothetical protein,0.426,54,60,6,6
CCMP1005,400 ppm,THAOC_04900,hypothetical protein,0.596,82,78,6,6
CCMP1005,400 ppm,THAOC_04901,hypothetical protein,0.063,30,44,6,6
CCMP1005,400 ppm,THAOC_04903,hypothetical protein,0.289,26,34,6,6
CCMP1005,400 ppm,THAOC_04905,hypothetical protein,0.895,12,13,4,4
CCMP1005,400 ppm,THAOC_04908,hypothetical protein,0.791,12,14,4,5
CCMP1005,400 ppm,THAOC_04921,hypothetical protein,1,6,6,6,6
CCMP1005,400 ppm,THAOC_04926,hypothetical protein,0.507,11,16,4,6
CCMP1005,400 ppm,THAOC_04930,hypothetical protein,0.791,37,35,6,6
CCMP1005,400 ppm,THAOC_04937,hypothetical protein,1,6,6,6,6
CCMP1005,400 ppm,THAOC_04938,hypothetical protein,1,6,6,6,6
CCMP1005,400 ppm,THAOC_04939,hypothetical protein,0.895,41,42,6,6
CCMP1005,400 ppm,THAOC_04940,hypothetical protein,1,18,18,6,6
CCMP1005,400 ppm,THAOC_04942,hypothetical protein,0.895,17,18,6,6
CCMP1005,400 ppm,THAOC_04945,hypothetical protein,0.001,39,64,6,6
CCMP1005,400 ppm,THAOC_04956,hypothetical protein,0.289,82,90,6,6
CCMP1005,400 ppm,THAOC_04964,hypothetical protein,0.895,18,19,6,6
CCMP1005,400 ppm,THAOC_04967,hypothetical protein,0.791,18,20,6,6
CCMP1005,400 ppm,THAOC_04973,hypothetical protein,1,6,6,6,6
CCMP1005,400 ppm,THAOC_04974,hypothetical protein,0.233,12,21,5,6
CCMP1005,400 ppm,THAOC_04975,hypothetical protein,1,5,5,5,5
CCMP1005,400 ppm,THAOC_04979,hypothetical protein,0.895,47,46,6,6
CCMP1005,400 ppm,THAOC_04980,hypothetical protein,1,26,26,6,6
CCMP1005,400 ppm,THAOC_04981,hypothetical protein,0.895,13,12,6,6
CCMP1005,400 ppm,THAOC_04982,hypothetical protein,1,36,36,6,6
CCMP1005,400 ppm,THAOC_04985,hypothetical protein,0.791,14,12,6,6
CCMP1005,400 ppm,THAOC_04986,hypothetical protein,1,12,12,6,6
CCMP1005,400 ppm,THAOC_04987,hypothetical protein,0.895,7,6,6,6
CCMP1005,400 ppm,THAOC_04992,hypothetical protein,1,23,23,6,6
CCMP1005,400 ppm,THAOC_04996,hypothetical protein,0.507,45,40,6,6
CCMP1005,400 ppm,THAOC_04997,hypothetical protein,1,12,12,6,6
CCMP1005,400 ppm,THAOC_05002,hypothetical protein,0.895,6,5,5,4
CCMP1005,400 ppm,THAOC_05003,hypothetical protein,0.353,45,52,6,6
CCMP1005,400 ppm,THAOC_05008,hypothetical protein,0.791,15,17,6,6
CCMP1005,400 ppm,THAOC_05011,hypothetical protein,0.426,29,35,6,6
CCMP1005,400 ppm,THAOC_05013,hypothetical protein,0.895,6,5,6,5
CCMP1005,400 ppm,THAOC_05015,hypothetical protein,1,6,6,6,6
CCMP1005,400 ppm,THAOC_05016,hypothetical protein,0.895,13,12,6,6
CCMP1005,400 ppm,THAOC_05020,hypothetical protein,0.353,7,14,4,4
CCMP1005,400 ppm,THAOC_05037,hypothetical protein,0.145,17,28,6,6
CCMP1005,400 ppm,THAOC_05041,hypothetical protein,1,6,6,6,6
CCMP1005,400 ppm,THAOC_05050,hypothetical protein,1,12,12,6,6
CCMP1005,400 ppm,THAOC_05051,hypothetical protein,1,18,18,6,6
CCMP1005,400 ppm,THAOC_05052,hypothetical protein,1,6,6,6,6
CCMP1005,400 ppm,THAOC_05055,hypothetical protein,0.596,32,36,6,6
CCMP1005,400 ppm,THAOC_05056,hypothetical protein,0.596,24,28,6,6
CCMP1005,400 ppm,THAOC_05060,hypothetical protein,0.791,10,12,6,6
CCMP1005,400 ppm,THAOC_05062,hypothetical protein,0.895,34,35,6,6
CCMP1005,400 ppm,THAOC_05063,hypothetical protein,0.289,62,70,6,6
CCMP1005,400 ppm,THAOC_05064,hypothetical protein,0.791,20,22,6,6
CCMP1005,400 ppm,THAOC_05065,hypothetical protein,0.895,79,78,6,6
CCMP1005,400 ppm,THAOC_05067,hypothetical protein,0.596,68,72,6,6
CCMP1005,400 ppm,THAOC_05068,hypothetical protein,1,18,18,6,6
CCMP1005,400 ppm,THAOC_05078,hypothetical protein,1,6,6,6,6
CCMP1005,400 ppm,THAOC_05082,hypothetical protein,0,81,116,6,6
CCMP1005,400 ppm,THAOC_05085,hypothetical protein,0.145,275,264,6,6
CCMP1005,400 ppm,THAOC_05089,hypothetical protein,0.353,8,15,4,6
CCMP1005,400 ppm,THAOC_05090,heat shock factor,1,12,12,6,6
CCMP1005,400 ppm,THAOC_05093,hypothetical protein,1,6,6,6,6
CCMP1005,400 ppm,THAOC_05094,hypothetical protein,0.426,49,43,6,6
CCMP1005,400 ppm,THAOC_05103,hypothetical protein,0.895,7,6,6,6
CCMP1005,400 ppm,THAOC_05106,hypothetical protein,0.791,40,42,6,6
CCMP1005,400 ppm,THAOC_05111,hypothetical protein,0.895,21,20,6,6
CCMP1005,400 ppm,THAOC_05112,hypothetical protein,0.596,4,8,3,5
CCMP1005,400 ppm,THAOC_05115,hypothetical protein,0.507,18,23,6,6
CCMP1005,400 ppm,THAOC_05116,hypothetical protein,0.012,94,113,6,6
CCMP1005,400 ppm,THAOC_05118,hypothetical protein,0.596,23,27,6,6
CCMP1005,400 ppm,THAOC_05122,hypothetical protein,1,45,45,6,6
CCMP1005,400 ppm,THAOC_05123,hypothetical protein,0.895,29,30,6,6
CCMP1005,400 ppm,THAOC_05128,hypothetical protein,0.895,33,34,6,6
CCMP1005,400 ppm,THAOC_05130,hypothetical protein,0.691,12,15,6,6
CCMP1005,400 ppm,THAOC_05131,hypothetical protein,1,24,24,6,6
CCMP1005,400 ppm,THAOC_05134,hypothetical protein,1,24,24,6,6
CCMP1005,400 ppm,THAOC_05139,hypothetical protein,0,81,122,6,6
CCMP1005,400 ppm,THAOC_05142,hypothetical protein,0.791,69,71,6,6
CCMP1005,400 ppm,THAOC_05144,hypothetical protein,1,6,6,6,6
CCMP1005,400 ppm,THAOC_05145,hypothetical protein,0.895,24,23,6,6
CCMP1005,400 ppm,THAOC_05149,hypothetical protein,0.063,11,25,4,5
CCMP1005,400 ppm,THAOC_05161,hypothetical protein,0.596,53,57,6,6
CCMP1005,400 ppm,THAOC_05163,hypothetical protein,0.791,81,79,6,6
CCMP1005,400 ppm,THAOC_05165,hypothetical protein,0.185,14,4,3,2
CCMP1005,400 ppm,THAOC_05173,hypothetical protein,0.895,29,30,6,6
CCMP1005,400 ppm,THAOC_05176,hypothetical protein,0.233,40,49,6,6
CCMP1005,400 ppm,THAOC_05178,hypothetical protein,0.895,4,5,4,5
CCMP1005,400 ppm,THAOC_05181,hypothetical protein,0.895,5,6,5,6
CCMP1005,400 ppm,THAOC_05185,hypothetical protein,1,12,12,6,6
CCMP1005,400 ppm,THAOC_05186,hypothetical protein,0,67,102,6,6
CCMP1005,400 ppm,THAOC_05187,hypothetical protein,0.895,38,37,6,6
CCMP1005,400 ppm,THAOC_05190,hypothetical protein,1,38,38,6,6
CCMP1005,400 ppm,THAOC_05192,hypothetical protein,0.691,19,22,6,6
CCMP1005,400 ppm,THAOC_05195,hypothetical protein,0.289,29,37,6,6
CCMP1005,400 ppm,THAOC_05204,hypothetical protein,0.005,33,54,6,6
CCMP1005,400 ppm,THAOC_05216,hypothetical protein,0.596,7,11,4,6
CCMP1005,400 ppm,THAOC_05225,hypothetical protein,0.691,57,60,6,6
CCMP1005,400 ppm,THAOC_05229,hypothetical protein,0.005,40,61,5,6
CCMP1005,400 ppm,THAOC_05230,hypothetical protein,0.085,4,17,4,5
CCMP1005,400 ppm,THAOC_05232,hypothetical protein,0.289,17,25,6,6
CCMP1005,400 ppm,THAOC_05237,hypothetical protein,1,12,12,6,6
CCMP1005,400 ppm,THAOC_05238,hypothetical protein,1,12,12,6,6
CCMP1005,400 ppm,THAOC_05239,hypothetical protein,1,6,6,6,6
CCMP1005,400 ppm,THAOC_05248,hypothetical protein,0.596,9,13,4,6
CCMP1005,400 ppm,THAOC_05249,hypothetical protein,0.507,7,12,3,6
CCMP1005,400 ppm,THAOC_05254,hypothetical protein,0.895,5,6,5,6
CCMP1005,400 ppm,THAOC_05267,hypothetical protein,0.895,6,5,6,5
CCMP1005,400 ppm,THAOC_05268,hypothetical protein,0.791,24,26,6,6
CCMP1005,400 ppm,THAOC_05271,hypothetical protein,0.691,58,61,6,6
CCMP1005,400 ppm,THAOC_05276,hypothetical protein,1,6,6,6,6
CCMP1005,400 ppm,THAOC_05284,hypothetical protein,1,30,30,6,6
CCMP1005,400 ppm,THAOC_05285,hypothetical protein,0.596,51,55,6,6
CCMP1005,400 ppm,THAOC_05287,hypothetical protein,0.233,19,28,5,6
CCMP1005,400 ppm,THAOC_05288,hypothetical protein,1,72,72,6,6
CCMP1005,400 ppm,THAOC_05291,hypothetical protein,0.895,57,58,6,6
CCMP1005,400 ppm,THAOC_05292,hypothetical protein,0.185,4,14,3,6
CCMP1005,400 ppm,THAOC_05294,hypothetical protein,0.791,22,24,6,6
CCMP1005,400 ppm,THAOC_05296,hypothetical protein,0.596,26,30,6,6
CCMP1005,400 ppm,THAOC_05297,hypothetical protein,0.047,44,59,6,6
CCMP1005,400 ppm,THAOC_05298,hypothetical protein,0.353,9,16,6,6
CCMP1005,400 ppm,THAOC_05303,hypothetical protein,0.185,4,14,4,6
CCMP1005,400 ppm,THAOC_05312,nuclear import/export receptor,1,24,24,6,6
CCMP1005,400 ppm,THAOC_05313,hypothetical protein,0.691,7,10,4,5
CCMP1005,400 ppm,THAOC_05320,hypothetical protein,0.596,60,64,6,6
CCMP1005,400 ppm,THAOC_05328,hypothetical protein,0.895,11,10,6,6
CCMP1005,400 ppm,THAOC_05330,hypothetical protein,0.005,113,134,6,6
CCMP1005,400 ppm,THAOC_05334,hypothetical protein,0.185,29,39,4,5
CCMP1005,400 ppm,THAOC_05339,hypothetical protein,0.063,15,29,3,4
CCMP1005,400 ppm,THAOC_05342,hypothetical protein,0.017,23,41,3,5
CCMP1005,400 ppm,THAOC_05344,hypothetical protein,0.426,13,19,5,6
CCMP1005,400 ppm,THAOC_05346,hypothetical protein,0.791,21,23,6,6
CCMP1005,400 ppm,THAOC_05352,hypothetical protein,0.895,20,21,6,6
CCMP1005,400 ppm,THAOC_05360,hypothetical protein,0.596,8,12,5,6
CCMP1005,400 ppm,THAOC_05362,hypothetical protein,0.001,31,56,5,6
CCMP1005,400 ppm,THAOC_05363,hypothetical protein,0.791,15,17,6,6
CCMP1005,400 ppm,THAOC_05380,hypothetical protein,0.145,103,114,6,6
CCMP1005,400 ppm,THAOC_05387,hypothetical protein,0.596,113,117,6,6
CCMP1005,400 ppm,THAOC_05391,hypothetical protein,0.691,14,11,5,4
CCMP1005,400 ppm,THAOC_05398,hypothetical protein,0,26,61,6,6
CCMP1005,400 ppm,THAOC_05412,hypothetical protein,0.426,12,18,4,6
CCMP1005,400 ppm,THAOC_05416,hypothetical protein,0.895,35,36,6,6
CCMP1005,400 ppm,THAOC_05418,hypothetical protein,0.185,66,76,6,6
CCMP1005,400 ppm,THAOC_05419,hypothetical protein,0.507,44,49,6,6
CCMP1005,400 ppm,THAOC_05423,hypothetical protein,0.426,34,40,6,6
CCMP1005,400 ppm,THAOC_05432,hypothetical protein,0.596,10,6,6,6
CCMP1005,400 ppm,THAOC_05433,hypothetical protein,0.063,16,30,4,5
CCMP1005,400 ppm,THAOC_05440,hypothetical protein,0.353,24,17,6,6
CCMP1005,400 ppm,THAOC_05445,hypothetical protein,0.596,30,34,6,6
CCMP1005,400 ppm,THAOC_05447,hypothetical protein,0.289,23,31,6,6
CCMP1005,400 ppm,THAOC_05451,hypothetical protein,0.791,18,20,6,6
CCMP1005,400 ppm,THAOC_05456,hypothetical protein,0.895,35,36,6,6
CCMP1005,400 ppm,THAOC_05457,hypothetical protein,0.791,12,10,6,6
CCMP1005,400 ppm,THAOC_05459,hypothetical protein,0,59,93,6,6
CCMP1005,400 ppm,THAOC_05460,hypothetical protein,1,6,6,6,6
CCMP1005,400 ppm,THAOC_05465,hypothetical protein,0.507,70,75,6,6
CCMP1005,400 ppm,THAOC_05466,hypothetical protein,0.145,104,115,6,6
CCMP1005,400 ppm,THAOC_05470,hypothetical protein,1,12,12,6,6
CCMP1005,400 ppm,THAOC_05475,hypothetical protein,1,16,16,5,5
CCMP1005,400 ppm,THAOC_05482,hypothetical protein,0.895,9,8,6,6
CCMP1005,400 ppm,THAOC_05488,hypothetical protein,0.063,28,42,6,6
CCMP1005,400 ppm,THAOC_05494,hypothetical protein,0.047,57,72,6,6
CCMP1005,400 ppm,THAOC_05502,hypothetical protein,0.596,169,173,6,6
CCMP1005,400 ppm,THAOC_05504,hypothetical protein,1,18,18,6,6
CCMP1005,400 ppm,THAOC_05508,hypothetical protein,0,61,92,6,6
CCMP1005,400 ppm,THAOC_05510,hypothetical protein,0.085,62,75,6,6
CCMP1005,400 ppm,THAOC_05511,hypothetical protein,1,12,12,6,6
CCMP1005,400 ppm,THAOC_05522,hypothetical protein,0.008,57,77,6,6
CCMP1005,400 ppm,THAOC_05524,hypothetical protein,1,6,6,6,6
CCMP1005,400 ppm,THAOC_05525,hypothetical protein,0.233,134,143,6,6
CCMP1005,400 ppm,THAOC_05531,hypothetical protein,0.895,32,33,6,6
CCMP1005,400 ppm,THAOC_05536,hypothetical protein,1,11,11,6,6
CCMP1005,400 ppm,THAOC_05546,hypothetical protein,0.233,43,52,6,6
CCMP1005,400 ppm,THAOC_05556,hypothetical protein,0.596,74,78,6,6
CCMP1005,400 ppm,THAOC_05557,hypothetical protein,0.895,7,6,5,6
CCMP1005,400 ppm,THAOC_05561,hypothetical protein,0.289,40,48,6,6
CCMP1005,400 ppm,THAOC_05566,hypothetical protein,0.791,10,12,5,6
CCMP1005,400 ppm,THAOC_05570,hypothetical protein,0.507,32,37,5,6
CCMP1005,400 ppm,THAOC_05582,hypothetical protein,0.507,8,13,4,5
CCMP1005,400 ppm,THAOC_05593,hypothetical protein,0.145,8,19,3,6
CCMP1005,400 ppm,THAOC_05595,hypothetical protein,0.895,33,34,6,6
CCMP1005,400 ppm,THAOC_05598,hypothetical protein,1,6,6,6,6
CCMP1005,400 ppm,THAOC_05600,hypothetical protein,0.426,7,13,6,6
CCMP1005,400 ppm,THAOC_05605,hypothetical protein,0.145,21,32,6,6
CCMP1005,400 ppm,THAOC_05606,hypothetical protein,0.507,42,47,6,6
CCMP1005,400 ppm,THAOC_05610,hypothetical protein,0.233,88,97,6,6
CCMP1005,400 ppm,THAOC_05612,hypothetical protein,0.507,4,9,3,5
CCMP1005,400 ppm,THAOC_05614,hypothetical protein,0,91,121,6,6
CCMP1005,400 ppm,THAOC_05615,hypothetical protein,0.691,38,41,6,6
CCMP1005,400 ppm,THAOC_05626,hypothetical protein,1,6,6,6,6
CCMP1005,400 ppm,THAOC_05631,hypothetical protein,0.895,30,31,6,6
CCMP1005,400 ppm,THAOC_05638,hypothetical protein,0.791,10,12,6,6
CCMP1005,400 ppm,THAOC_05641,hypothetical protein,0.426,18,24,5,6
CCMP1005,400 ppm,THAOC_05645,hypothetical protein,0.791,16,18,6,6
CCMP1005,400 ppm,THAOC_05651,hypothetical protein,0.596,59,63,6,6
CCMP1005,400 ppm,THAOC_05668,hypothetical protein,0.791,3,5,3,5
CCMP1005,400 ppm,THAOC_05670,hypothetical protein,0.289,93,101,6,6
CCMP1005,400 ppm,THAOC_05672,hypothetical protein,0,5,67,3,5
CCMP1005,400 ppm,THAOC_05675,hypothetical protein,1,18,18,6,6
CCMP1005,400 ppm,THAOC_05678,hypothetical protein,0.426,43,49,6,6
CCMP1005,400 ppm,THAOC_05686,hypothetical protein,0.596,25,29,6,6
CCMP1005,400 ppm,THAOC_05698,hypothetical protein,0.895,11,12,6,6
CCMP1005,400 ppm,THAOC_05700,hypothetical protein,0.691,5,8,4,4
CCMP1005,400 ppm,THAOC_05705,hypothetical protein,0.596,24,28,6,6
CCMP1005,400 ppm,THAOC_05706,hypothetical protein,1,24,24,6,6
CCMP1005,400 ppm,THAOC_05713,hypothetical protein,1,18,18,6,6
CCMP1005,400 ppm,THAOC_05719,hypothetical protein,0.353,26,33,6,6
CCMP1005,400 ppm,THAOC_05720,hypothetical protein,0.233,48,39,6,6
CCMP1005,400 ppm,THAOC_05721,hypothetical protein,0.004,56,78,5,6
CCMP1005,400 ppm,THAOC_05726,hypothetical protein,0.426,399,405,6,6
CCMP1005,400 ppm,THAOC_05733,hypothetical protein,0.353,5,12,3,5
CCMP1005,400 ppm,THAOC_05737,hypothetical protein,0.005,26,47,6,6
CCMP1005,400 ppm,THAOC_05744,hypothetical protein,0.895,21,22,5,6
CCMP1005,400 ppm,THAOC_05749,hypothetical protein,0.185,19,29,5,6
CCMP1005,400 ppm,THAOC_05754,hypothetical protein,0.426,19,25,6,6
CCMP1005,400 ppm,THAOC_05757,hypothetical protein,1,29,29,6,6
CCMP1005,400 ppm,THAOC_05777,hypothetical protein,1,6,6,6,6
CCMP1005,400 ppm,THAOC_05789,hypothetical protein,0,46,87,6,6
CCMP1005,400 ppm,THAOC_05793,hypothetical protein,0.895,5,6,5,6
CCMP1005,400 ppm,THAOC_05795,hypothetical protein,0.895,16,17,6,6
CCMP1005,400 ppm,THAOC_05801,hypothetical protein,0.895,4,5,4,5
CCMP1005,400 ppm,THAOC_05804,hypothetical protein,0.004,25,47,4,6
CCMP1005,400 ppm,THAOC_05810,hypothetical protein,0.063,125,139,6,6
CCMP1005,400 ppm,THAOC_05813,hypothetical protein,0.145,92,103,6,6
CCMP1005,400 ppm,THAOC_05814,hypothetical protein,1,6,6,6,6
CCMP1005,400 ppm,THAOC_05820,hypothetical protein,1,24,24,6,6
CCMP1005,400 ppm,THAOC_05828,hypothetical protein,1,6,6,6,6
CCMP1005,400 ppm,THAOC_05829,hypothetical protein,0.895,43,42,6,6
CCMP1005,400 ppm,THAOC_05833,hypothetical protein,0.791,4,6,4,6
CCMP1005,400 ppm,THAOC_05835,hypothetical protein,0.426,29,35,6,6
CCMP1005,400 ppm,THAOC_05836,hypothetical protein,0.895,4,5,4,5
CCMP1005,400 ppm,THAOC_05838,hypothetical protein,0.791,34,36,6,6
CCMP1005,400 ppm,THAOC_05839,hypothetical protein,0.353,45,52,6,6
CCMP1005,400 ppm,THAOC_05842,hypothetical protein,1,6,6,6,6
CCMP1005,400 ppm,THAOC_05845,hypothetical protein,1,50,50,6,6
CCMP1005,400 ppm,THAOC_05847,hypothetical protein,0,383,453,6,6
CCMP1005,400 ppm,THAOC_05848,hypothetical protein,0.353,35,42,6,6
CCMP1005,400 ppm,THAOC_05853,hypothetical protein,1,44,44,6,6
CCMP1005,400 ppm,THAOC_05866,hypothetical protein,0,315,343,6,6
CCMP1005,400 ppm,THAOC_05868,hypothetical protein,0.426,7,13,5,6
CCMP1005,400 ppm,THAOC_05870,hypothetical protein,0.895,9,10,6,6
CCMP1005,400 ppm,THAOC_05873,hypothetical protein,0.596,102,106,6,6
CCMP1005,400 ppm,THAOC_05874,hypothetical protein,0.004,38,60,6,6
CCMP1005,400 ppm,THAOC_05875,hypothetical protein,0.085,34,47,6,6
CCMP1005,400 ppm,THAOC_05879,hypothetical protein,0.233,71,80,6,6
CCMP1005,400 ppm,THAOC_05886,hypothetical protein,0.596,10,14,6,6
CCMP1005,400 ppm,THAOC_05891,hypothetical protein,0,78,123,6,6
CCMP1005,400 ppm,THAOC_05897,hypothetical protein,0.353,11,18,5,6
CCMP1005,400 ppm,THAOC_05912,hypothetical protein,0.895,5,6,5,6
CCMP1005,400 ppm,THAOC_05914,hypothetical protein,0.596,14,18,5,6
CCMP1005,400 ppm,THAOC_05917,hypothetical protein,0.791,4,6,3,5
CCMP1005,400 ppm,THAOC_05921,hypothetical protein,0.507,5,0,5,0
CCMP1005,400 ppm,THAOC_05923,hypothetical protein,1,6,6,6,6
CCMP1005,400 ppm,THAOC_05928,hypothetical protein,0.596,25,21,6,5
CCMP1005,400 ppm,THAOC_05931,hypothetical protein,1,12,12,6,6
CCMP1005,400 ppm,THAOC_05934,hypothetical protein,0.596,14,18,6,6
CCMP1005,400 ppm,THAOC_05938,hypothetical protein,1,6,6,6,6
CCMP1005,400 ppm,THAOC_05939,hypothetical protein,0.791,14,16,6,6
CCMP1005,400 ppm,THAOC_05941,hypothetical protein,0.145,40,51,6,6
CCMP1005,400 ppm,THAOC_05943,hypothetical protein,0,62,96,6,6
CCMP1005,400 ppm,THAOC_05945,hypothetical protein,0.596,6,10,6,6
CCMP1005,400 ppm,THAOC_05949,hypothetical protein,0.691,46,49,6,6
CCMP1005,400 ppm,THAOC_05956,hypothetical protein,1,12,12,6,6
CCMP1005,400 ppm,THAOC_05963,hypothetical protein,0.145,34,45,6,6
CCMP1005,400 ppm,THAOC_05965,hypothetical protein,0.791,4,6,4,6
CCMP1005,400 ppm,THAOC_05972,hypothetical protein,0,83,114,6,6
CCMP1005,400 ppm,THAOC_05973,hypothetical protein,0.289,35,43,6,6
CCMP1005,400 ppm,THAOC_05981,hypothetical protein,0.791,4,6,4,6
CCMP1005,400 ppm,THAOC_05984,hypothetical protein,0.895,13,14,6,6
