GID,genename,kid,ko,definition,cyanobase,cyanobase_def,uniprot_acc,uniprot_def,ec_num,start_pos,pos,length
sync_0921,,syg:sync_0921,K03308,Na+-dependent transporter of the SNF family protein,,Na+-dependent transporter of the SNF family protein,Q0IBN8,Na+-dependent transporter of the SNF family protein.,,836371,836371..837756,461
sync_0922,,syg:sync_0922,,possible HAMP domain,,possible HAMP domain,Q0IBN7,Possible HAMP domain.,,837782,complement(837782..838201),139
sync_0923,,syg:sync_0923,,hypothetical protein,,hypothetical protein,Q0IBN6,Putative uncharacterized protein.,,838181,838181..838507,108
sync_0924,cysS,syg:sync_0924,K01883,cysteinyl-tRNA synthetase,cysS,cysteinyl-tRNA synthetase,Q0IBN5,Cysteinyl-tRNA synthetase (EC 6.1.1.16).,6.1.1.16,838504,complement(838504..840000),498
sync_0925,,syg:sync_0925,,hypothetical protein,,hypothetical protein,Q0IBN4,Putative uncharacterized protein.,,840139,complement(840139..840327),62
sync_0926,,syg:sync_0926,,hypothetical protein,,hypothetical protein,Q0IBN3,Putative uncharacterized protein.,,840353,complement(840353..840661),102
sync_0927,,syg:sync_0927,,"multidrug transporter, putative",,"multidrug transporter, putative",Q0IBN2,"Multidrug transporter, putative.",,840827,840827..842071,414
sync_0928,polA,syg:sync_0928,K02335,DNA polymerase I,polA,DNA polymerase I,Q0IBN1,DNA polymerase I (EC 2.7.7.7).,2.7.7.7,842134,complement(842134..845118),994
sync_0929,,syg:sync_0929,K02005,possible membrane fusion protein,,possible membrane fusion protein,Q0IBN0,Possible membrane fusion protein.,,845143,complement(845143..846318),391
sync_0930,,syg:sync_0930,K06942,GTP-binding protein YchF,,GTP-binding protein YchF,Q0IBM9,GTP-binding protein YchF.,,846487,846487..847578,363
sync_0931,,syg:sync_0931,,hypothetical protein,,hypothetical protein,Q0IBM8,Putative uncharacterized protein.,,847847,847847..847999,50
sync_0932,,syg:sync_0932,,"sensor kinase CpxA, putative",,"sensor kinase CpxA, putative",Q0IBM7,"Sensor kinase CpxA, putative.",,848642,complement(848642..848938),98
sync_0933,,syg:sync_0933,,hypothetical protein,,hypothetical protein,Q0IBM6,Putative uncharacterized protein.,,849517,complement(849517..849633),38
sync_0934,,syg:sync_0934,,hypothetical protein,,hypothetical protein,Q0IBM5,Putative uncharacterized protein.,,849739,complement(849739..850098),119
sync_0935,,syg:sync_0935,,hypothetical protein,,conserved hypothetical protein,Q0IBM4,Putative uncharacterized protein.,,850103,complement(850103..850657),184
sync_0936,,syg:sync_0936,,"transporter, major facilitator family protein",,"transporter, major facilitator family protein",Q0IBM3,"Transporter, major facilitator family protein.",,850749,complement(850749..852110),453
sync_0937,,syg:sync_0937,,hypothetical protein,,conserved hypothetical protein,Q0IBM2,Putative uncharacterized protein.,,852095,852095..853702,535
sync_0938,dppB,syg:sync_0938,K02033,ABC-type oligopeptide transport system permease,dppB,ABC-type oligopeptide transport system permease,Q0IBM1,ABC-type oligopeptide transport system permease.,,853696,complement(853696..854715),339
sync_0939,,syg:sync_0939,K02035,"ABC transporter, substrate binding protein, possibly oligopeptides",,"ABC transporter, substrate binding protein, possibly oligopeptides",Q0IBM0,"ABC transporter, substrate binding protein, possibly oligopeptides.",,854715,complement(854715..856325),536
sync_0940,,syg:sync_0940,,hypothetical protein,,conserved hypothetical protein,Q0IBL9,Putative uncharacterized protein.,,856352,complement(856352..856597),81
sync_0941,hom,syg:sync_0941,K00003,homoserine dehydrogenase,hom,homoserine dehydrogenase,Q0IBL8,Homoserine dehydrogenase (EC 1.1.1.3).,1.1.1.3,856711,complement(856711..858027),438
sync_0942,,syg:sync_0942,K02426,"Fe-S metabolism protein, SufE family protein",,"Fe-S metabolism protein, SufE family protein",Q0IBL7,"Fe-S metabolism protein, SufE family protein.",,858064,complement(858064..858525),153
sync_0943,,syg:sync_0943,,hypothetical protein,,conserved hypothetical protein,Q0IBL6,Putative uncharacterized protein.,,858534,complement(858534..859010),158
sync_0944,,syg:sync_0944,,5-formyltetrahydrofolate cyclo-ligase family protein,,5-formyltetrahydrofolate cyclo-ligase family protein,Q0IBL5,5-formyltetrahydrofolate cyclo-ligase family protein.,,859031,complement(859031..859627),198
sync_0945,,syg:sync_0945,,hypothetical protein,,hypothetical protein,Q0IBL4,Putative uncharacterized protein.,,859671,complement(859671..859853),60
sync_0946,,syg:sync_0946,,hypothetical protein,,hypothetical protein,Q0IBL3,Putative uncharacterized protein.,,859856,complement(859856..860014),52
sync_0947,,syg:sync_0947,,hypothetical protein,,hypothetical protein,Q0IBL2,Putative uncharacterized protein.,,860128,complement(860128..860247),39
sync_0948,,syg:sync_0948,K01673,carbonic anhydrase,,carbonic anhydrase,Q0IBL1,Carbonic anhydrase (EC 4.2.1.1).,4.2.1.1,860570,complement(860570..861310),246
sync_0949,,syg:sync_0949,,hypothetical protein,,hypothetical protein,Q0IBL0,Putative uncharacterized protein.,,861743,complement(861743..861967),74
sync_0950,,syg:sync_0950,,hypothetical protein,,conserved hypothetical protein,Q0IBK9,Putative uncharacterized protein.,,862074,complement(862074..862442),122
sync_0951,,syg:sync_0951,,hypothetical protein,,hypothetical protein,Q0IBK8,Putative uncharacterized protein.,,862695,862695..862955,86
sync_0952,,syg:sync_0952,,hypothetical protein,,hypothetical protein,Q0IBK7,Putative uncharacterized protein.,,863066,863066..863275,69
sync_0953,,syg:sync_0953,,hypothetical protein,,hypothetical protein,Q0IBK6,Putative uncharacterized protein.,,863670,complement(863670..863834),54
sync_0954,,syg:sync_0954,,hypothetical protein,,conserved hypothetical protein,Q0IBK5,Putative uncharacterized protein.,,863779,863779..864045,88
sync_0955,,syg:sync_0955,,hypothetical protein,,conserved hypothetical protein,Q0IBK4,Putative uncharacterized protein.,,864386,complement(864386..864694),102
sync_0956,,syg:sync_0956,,conserved hypotheical protein,,conserved hypotheical protein,Q0IBK3,Conserved hypotheical protein.,,864893,complement(864893..866632),579
sync_0957,,syg:sync_0957,,hypothetical protein,,hypothetical protein,Q0IBK2,Putative uncharacterized protein.,,866913,866913..867254,113
sync_0958,,syg:sync_0958,,hypothetical protein,,hypothetical protein,Q0IBK1,Putative uncharacterized protein.,,867272,complement(867272..867688),138
sync_0959,,syg:sync_0959,,hypothetical protein,,hypothetical protein,Q0IBK0,Putative uncharacterized protein.,,867866,complement(867866..867985),39
sync_0960,,syg:sync_0960,,hypothetical protein,,hypothetical protein,Q0IBJ9,Putative uncharacterized protein.,,868080,868080..868292,70
sync_0961,ruvC,syg:sync_0961,K01159,crossover junction endodeoxyribonuclease RuvC (Hollidayjunction nuclease RuvC) (Holliday juction resolvase RuvC),ruvC,Crossover junction endodeoxyribonuclease ruvC (Hollidayjunction nuclease ruvC) (Holliday juction resolvase ruvC),Q0IBJ8,Crossover junction endodeoxyribonuclease ruvC (Hollidayjunction nuclease ruvC) (Holliday juction resolvase ruvC) (EC 3.1.22.4).,3.1.22.4,868720,complement(868720..869202),160
sync_0962,chlI,syg:sync_0962,K03405,"magnesium chelatase, ATPase subunit I",chlI,"magnesium chelatase, ATPase subunit I",Q0IBJ7,"Magnesium chelatase, ATPase subunit I (EC 6.6.1.1).",6.6.1.1,869209,complement(869209..870297),362
sync_0963,,syg:sync_0963,,hypothetical protein,,conserved hypothetical protein,Q0IBJ6,Putative uncharacterized protein.,,870294,complement(870294..871625),443
sync_0964,,syg:sync_0964,K01467,"carboxylesterase, beta-lactamase family protein",,"carboxylesterase, beta-lactamase family protein",Q0IBJ5,"Carboxylesterase, beta-lactamase family protein.",3.5.2.6,871697,complement(871697..872818),373
sync_0965,,syg:sync_0965,K02533,"RNA methyltransferase, TrmH family, group 1",,"RNA methyltransferase, TrmH family, group 1",Q0IBJ4,"RNA methyltransferase, TrmH family, group 1.",2.1.1.-,872844,complement(872844..873575),243
sync_0966,,syg:sync_0966,,cytochrome cM,,cytochrome cM,Q0IBJ3,Cytochrome cM.,,873572,complement(873572..873961),129
sync_0967,petG,syg:sync_0967,K02640,"cytochrome b6-f complex, subunit V",petG,"cytochrome b6-f complex, subunit V",Q0IBJ2,"Cytochrome b6-f complex, subunit V.",,874018,874018..874131,37
sync_0968,,syg:sync_0968,,putative methyltransferase,,putative methyltransferase,Q0IBJ1,Putative methyltransferase.,,874064,complement(874064..874681),205
sync_0969,hisH-2,syg:sync_0969,K02501,"imidazole glycerol phosphate synthase, glutamine amidotransferase subunit",hisH-2,"imidazole glycerol phosphate synthase, glutamine amidotransferase subunit",Q0IBJ0,"Imidazole glycerol phosphate synthase, glutamine amidotransferase subunit (EC 2.4.2.-).",2.4.2.-,874678,complement(874678..875328),216
sync_0970,trx-1,syg:sync_0970,K03671,thioredoxin,trx-1,thioredoxin,Q0IBI9,Thioredoxin.,,875370,complement(875370..875693),107
sync_0971,,syg:sync_0971,K00088,IMP dehydrogenase family protein,,IMP dehydrogenase family protein,Q0IBI8,IMP dehydrogenase family protein.,1.1.1.205,875890,complement(875890..877053),387
sync_0972,,syg:sync_0972,,proline-rich region,,Proline-rich region,Q0IBI7,Proline-rich region.,,877114,complement(877114..877737),207
sync_0973,gyrA-2,syg:sync_0973,K02469,"DNA gyrase, A subunit",gyrA-2,"DNA gyrase, A subunit",Q0IBI6,"DNA gyrase, A subunit (EC 5.99.1.3).",5.99.1.3,877918,877918..880596,892
sync_0974,,syg:sync_0974,K06443,lycopene beta cyclase,,lycopene beta cyclase,Q0IBI5,Lycopene beta cyclase (EC 1.14.-.-).,1.14.-.-,880593,880593..881831,412
sync_0975,,syg:sync_0975,,hypothetical protein,,Uncharacterized conserved protein,Q0IBI4,Uncharacterized conserved protein.,,881840,complement(881840..883366),508
sync_0976,leuA,syg:sync_0976,K01649,2-isopropylmalate synthase,leuA,2-isopropylmalate synthase,Q0IBI3,2-isopropylmalate synthase (EC 2.3.3.13).,2.3.3.13,883546,883546..885168,540
sync_0977,,syg:sync_0977,K10190,"putative sn-glycerol-3-phosphate ABC transporter, permease protein",,"putative sn-glycerol-3-phosphate ABC transporter, permease protein",Q0IBI2,"Putative sn-glycerol-3-phosphate ABC transporter, permease protein.",,885179,885179..886015,278
sync_0978,,syg:sync_0978,,hypothetical protein,,hypothetical protein,Q0IBI1,Putative uncharacterized protein.,,886005,complement(886005..886379),124
sync_0979,,syg:sync_0979,,hypothetical protein,,conserved hypothetical protein,Q0IBI0,Putative uncharacterized protein.,,886478,886478..886723,81
sync_0980,,syg:sync_0980,K02639,ferredoxin,,Ferredoxin,Q0IBH9,Ferredoxin.,,886811,886811..887092,93
sync_0981,,syg:sync_0981,,hypothetical protein,,hypothetical protein,Q0IBH8,Putative uncharacterized protein.,,887089,complement(887089..887295),68
sync_0982,,syg:sync_0982,,hypothetical protein,,hypothetical protein,Q0IBH7,Putative uncharacterized protein.,,887390,complement(887390..887866),158
sync_0983,,syg:sync_0983,,hypothetical protein,,conserved hypothetical protein,Q0IBH6,Putative uncharacterized protein.,,887879,887879..888220,113
sync_0984,,syg:sync_0984,,conserved hypothetical protein TIGR00106,,conserved hypothetical protein TIGR00106,Q0IBH5,Putative uncharacterized protein.,,888232,888232..888534,100
sync_0985,,syg:sync_0985,,hypothetical protein,,hypothetical protein,Q0IBH4,Putative uncharacterized protein.,,888659,888659..889213,184
sync_0986,,syg:sync_0986,,hypothetical protein,,hypothetical protein,Q0IBH3,Putative uncharacterized protein.,,889206,889206..889502,98
sync_0987,,syg:sync_0987,,possible hepatitis C virus core protein,,possible Hepatitis C virus core protein,Q0IBH2,Possible Hepatitis C virus core protein.,,889544,889544..889951,135
sync_0988,,syg:sync_0988,K06177,pseudouridine synthase RluA PA3246,,pseudouridine synthase RluA PA3246,Q0IBH1,Pseudouridine synthase (EC 5.4.99.-).,5.4.99.12,889955,889955..890617,220
sync_0989,,syg:sync_0989,K07037,HDIG domain protein,,HDIG domain protein,Q0IBH0,HDIG domain protein.,,890625,complement(890625..892730),701
sync_0990,,syg:sync_0990,K01491,putative FolD bifunctional protein,,putative FolD bifunctional protein,Q0IBG9,Bifunctional protein folD [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5),,,,
sync_0991,crtE,syg:sync_0991,K00804,geranylgeranyl diphosphate synthase,crtE,geranylgeranyl diphosphate synthase,Q0IBG8,Geranylgeranyl diphosphate synthase.,2.5.1.29,893725,893725..894663,312
sync_0992,,syg:sync_0992,K09775,hypothetical protein,,Uncharacterized conserved membrane protein,Q0IBG7,Uncharacterized conserved membrane protein.,,894657,894657..895181,174
sync_0993,,syg:sync_0993,K01144,hypothetical protein,,conserved hypothetical,Q0IBG6,Conserved hypothetical.,3.1.11.5,895178,895178..896659,493
sync_0994,,syg:sync_0994,,hypothetical protein,,hypothetical protein,Q0IBG5,Putative uncharacterized protein.,,896901,complement(896901..897065),54
sync_0995,,syg:sync_0995,,hypothetical protein,,hypothetical protein,Q0IBG4,Putative uncharacterized protein.,,898409,complement(898409..898603),64
sync_0996,,syg:sync_0996,,hypothetical protein,,hypothetical protein,Q0IBG3,Putative uncharacterized protein.,,898727,898727..898960,77
sync_0997,,syg:sync_0997,,hypothetical protein,,conserved hypothetical protein,Q0IBG2,Putative uncharacterized protein.,,899150,complement(899150..899836),228
sync_0998,,syg:sync_0998,,EntD,,EntD,Q0IBG1,EntD (EC 3.1.3.-).,,899897,complement(899897..900490),197
sync_0999,,syg:sync_0999,K01512,acylphosphatase,,acylphosphatase,Q0IBG0,Acylphosphatase (EC 3.6.1.7).,3.6.1.7,900614,complement(900614..900886),90
sync_1000,cobB,syg:sync_1000,K02224,"cobyrinic acid a,c-diamide synthase",cobB,"cobyrinic acid a,c-diamide synthase",Q0IBF9,"Cobyrinic acid a,c-diamide synthase (EC 6.3.1.-).",6.3.1.- 6.3.5.9,900913,complement(900913..902301),462
sync_1001,,syg:sync_1001,,possible glucose 6-phosphate dehydrogenase effector OpcA,,Possible glucose 6-phosphate dehydrogenase effector OpcA,Q0IBF8,Possible glucose 6-phosphate dehydrogenase effector OpcA.,,902318,complement(902318..903817),499
sync_1002,zwf,syg:sync_1002,K00036,glucose-6-phosphate 1-dehydrogenase,zwf,glucose-6-phosphate 1-dehydrogenase,Q0IBF7,Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49).,1.1.1.49,903673,complement(903673..905196),507
sync_1003,,syg:sync_1003,K02641,ferredoxin--NADP reductase,,ferredoxin--NADP reductase,Q0IBF6,Ferredoxin--NADP reductase (EC 1.18.1.2).,1.18.1.2,905356,complement(905356..906510),384
sync_1004,,syg:sync_1004,,cyclase/dehydrase family protein,,cyclase/dehydrase family protein,Q0IBF5,Cyclase/dehydrase family protein.,,906697,906697..907197,166
sync_1005,,syg:sync_1005,,tRNA-Glu,,Glu tRNA,,,,907494,complement(907494..907566),
sync_1006,sasA,syg:sync_1006,K08479,adaptive-response sensory histidine kinase SasA,sasA,adaptive-response sensory histidine kinase SasA,Q0IBF4,Adaptive-response sensory histidine kinase SasA (EC 2.7.-.-).,2.7.13.3,907613,complement(907613..908764),383
sync_1007,,syg:sync_1007,,hypothetical protein,,conserved hypothetical protein,Q0IBF3,Putative uncharacterized protein.,,908867,908867..909439,190
sync_1008,,syg:sync_1008,,possible cAMP phosphodiesterases class-II,,possible cAMP phosphodiesterases class-II,Q0IBF2,Possible cAMP phosphodiesterases class-II.,,909501,909501..909968,155
sync_1009,pepN,syg:sync_1009,K01256,aminopeptidase N,pepN,aminopeptidase N,Q0IBF1,Aminopeptidase N (EC 3.4.11.2).,3.4.11.2,910069,910069..912699,876
sync_1010,,syg:sync_1010,,hypothetical protein,,conserved hypothetical protein,Q0IBF0,Putative uncharacterized protein.,,912811,complement(912811..913977),388
sync_1011,prs,syg:sync_1011,K00948,ribose-phosphate pyrophosphokinase,prs,ribose-phosphate pyrophosphokinase,Q0IBE9,Ribose-phosphate pyrophosphokinase (EC 2.7.6.1).,2.7.6.1,913997,complement(913997..914992),331
sync_1012,,syg:sync_1012,,hypothetical protein,,conserved hypothetical protein,Q0IBE8,Putative uncharacterized protein.,,915089,915089..915628,179
sync_1013,,syg:sync_1013,,possible LytR-membrane bound transcriptional regulator,,possible LytR-membrane bound transcriptional regulator,Q0IBE7,Possible LytR-membrane bound transcriptional regulator.,,916949,complement(916949..917911),320
sync_1014,,syg:sync_1014,,hypothetical protein,,conserved hypothetical protein,Q0IBE6,Putative uncharacterized protein.,,918204,complement(918204..919415),403
sync_1015,malQ,syg:sync_1015,K00705,4-alpha-glucanotransferase,malQ,4-alpha-glucanotransferase,Q0IBE5,4-alpha-glucanotransferase (EC 2.4.1.25).,2.4.1.25,919441,919441..920967,508
sync_1016,,syg:sync_1016,,helix-turn-helix motif,,Helix-turn-helix motif,Q0IBE4,Helix-turn-helix motif.,,920934,complement(920934..921650),238
sync_1017,,syg:sync_1017,K06183,16S rRNA pseudouridylate synthase,,16S rRNA pseudouridylate synthase,Q0IBE3,Pseudouridine synthase (EC 5.4.99.-).,5.4.99.12,921796,complement(921796..922530),244
sync_1018,,syg:sync_1018,K03087,"type II alternative RNA polymerase sigma factor, sigma-70 family protein",,"Type II alternative RNA polymerase sigma factor, sigma-70 family protein",Q0IBE2,"Type II alternative RNA polymerase sigma factor, sigma-70 family protein.",,922716,922716..923672,318
sync_1019,,syg:sync_1019,,hypothetical protein,,conserved hypothetical protein,Q0IBE1,Putative uncharacterized protein.,,923681,complement(923681..924160),159
sync_1020,,syg:sync_1020,,ABC1 domain protein,,ABC1 domain protein,Q0IBE0,ABC1 domain protein.,,924203,complement(924203..925912),569
sync_1021,,syg:sync_1021,,hypothetical protein,,hypothetical protein,Q0IBD9,Putative uncharacterized protein.,,925983,925983..926150,55
sync_1022,cad,syg:sync_1022,K01582,Orn/Lys/Arg decarboxylases family 1,cad,Orn/Lys/Arg decarboxylases family 1,Q0IBD8,Orn/Lys/Arg decarboxylases family 1 (EC 4.1.1.18).,4.1.1.18,926138,926138..927562,474
sync_1023,cdsA,syg:sync_1023,K00981,phosphatidate cytidylyltransferase,cdsA,phosphatidate cytidylyltransferase,Q0IBD7,Phosphatidate cytidylyltransferase (EC 2.7.7.41).,2.7.7.41,927559,927559..928479,306
