GID,SYMBOL,kid,PRODUCT,ko,cyanobase,cyanobase_def,uniprot_acc,uniprot_def,ec_num,start_pos,pos,length
SYNW0571,pyrF,syw:SYNW0571,orotidine 5'-phosphate decarboxylase,K01591,pyrF,orotidine 5'-phosphate decarboxylase,Q7U8P3,Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase).,4.1.1.23,558537,558537..559277,246
SYNW0572,SYNW0572,syw:SYNW0572,hypothetical protein,,,hypothetical,Q7U8P2,Hypothetical.,,559277,559277..559555,92
SYNW0573,SYNW0573,syw:SYNW0573,conserved hypothetical protein,,,conserved hypothetical protein,Q7U8P1,Hypothetical protein.,,559552,559552..559986,144
SYNW0574,SYNW0574,syw:SYNW0574,conserved hypothetical protein,,,conserved hypothetical protein,Q7U8P0,Hypothetical protein.,,560121,560121..560444,107
SYNW0575,SYNW0575,syw:SYNW0575,conserved hypothetical protein,,,conserved hypothetical protein,Q7U8N9,Hypothetical protein.,,560743,complement(560743..561009),88
SYNW0576,SYNW0576,syw:SYNW0576,conserved hypothetical protein,,,conserved hypothetical protein,Q7U8N8,Hypothetical protein.,,561011,complement(561011..561253),80
SYNW0577,SYNW0577,syw:SYNW0577,conserved hypothetical protein membrane protein,K08591,,conserved hypothetical membrane protein,Q7U8N7,UPF0078 membrane protein SYNW0577.,2.3.1.15,561342,complement(561342..561980),212
SYNW0578,SYNW0578,syw:SYNW0578,conserved hypothetical protein,,,conserved hypothetical protein,Q7U8N6,Hypothetical protein.,,562165,complement(562165..563136),323
SYNW0579,SYNW0579,syw:SYNW0579,conserved hypothetical protein,,,conserved hypothetical protein,Q7U8N5,Hypothetical protein.,,563191,complement(563191..563637),148
SYNW0580,SYNW0580,syw:SYNW0580,hypothetical protein,,,hypothetical,Q7U8N4,Hypothetical.,,563634,complement(563634..563975),113
SYNW0581,SYNW0581,syw:SYNW0581,conserved hypothetical protein,,,conserved hypothetical protein,Q7U8N3,Hypothetical protein.,,564015,complement(564015..564416),133
SYNW0582,SYNW0582,syw:SYNW0582,"possible transporter, membrane component",K02066,,"possible transporter, membrane component",Q7U8N2,"Possible transporter, membrane component precursor.",,564413,complement(564413..565162),249
SYNW0583,SYNW0583,syw:SYNW0583,putative GPH family sugar transporter,K03292,,putative GPH family sugar transporter,Q7U8N1,Putative GPH family sugar transporter precursor.,,565159,complement(565159..566487),442
RNA_12,RNA_12,syw:RNA_12,tRNA-Gly,,,,,,,566619,566619..566689,
SYNW0584,glgX,syw:SYNW0584,possible glycogen operon protein GlgX,,,possible glycogen operon protein GlgX,,,,566693,complement(566693..567049),
SYNW0585,glgX,syw:SYNW0585,possible glycogen operon protein GlgX,,,possible glycogen operon protein GlgX,,,,567018,complement(567018..568796),
SYNW0586,SYNW0586,syw:SYNW0586,conserved hypothetical protein,,,conserved hypothetical protein,Q7U8N0,Hypothetical protein.,,568826,568826..569482,218
SYNW0587,SYNW0587,syw:SYNW0587,DNA binding protein HU,K03530,,DNA binding protein HU,Q7U8M9,DNA binding protein HU.,,569614,569614..569889,91
SYNW0588,SYNW0588,syw:SYNW0588,glutamyl-tRNA synthetase homolog,K01885,,glutamyl-tRNA synthetase homolog,Q7U8M8,Glutamyl-Q tRNA(Asp) synthetase (EC 6.1.1.-) (Glu-Q-RSs).,6.1.1.17,569940,569940..570821,293
SYNW0589,SYNW0589,syw:SYNW0589,conserved hypothetical protein,,,conserved hypothetical protein,Q7U8M7,Hypothetical protein precursor.,,571229,571229..571582,117
SYNW0590,SYNW0590,syw:SYNW0590,possible succinate dehydrogenase iron-sulfur protein,K00240,,possible succinate dehydrogenase iron-sulfur protein,Q7U8M6,Possible succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1).,1.3.99.1,571601,complement(571601..572329),242
SYNW0591,sdhA,syw:SYNW0591,putative succinate dehydrogenase flavoprotein subunit,K00239,sdhA,putative succinate dehydrogenase flavoprotein subunit,Q7U8M5,Putative succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1).,1.3.99.1,572326,complement(572326..574242),638
SYNW0592,SYNW0592,syw:SYNW0592,conserved hypothetical protein,K00241,,Conserved hypothetical protein,Q7U8M4,Hypothetical protein.,1.3.99.1,574239,complement(574239..574931),230
SYNW0593,SYNW0593,syw:SYNW0593,hypothetical protein,,,hypothetical,Q7U8M3,Hypothetical.,,575149,575149..576051,300
SYNW0594,SYNW0594,syw:SYNW0594,hypothetical protein,,,hypothetical,Q7U8M2,Hypothetical.,,576048,576048..576536,162
SYNW0595,SYNW0595,syw:SYNW0595,hypothetical protein,,,hypothetical protein,Q7U8M1,Hypothetical protein.,,576615,576615..577118,167
RNA_13,RNA_13,syw:RNA_13,tRNA-Thr,,,,,,,577305,complement(577305..577377),
SYNW0596,SYNW0596,syw:SYNW0596,conserved hypothetical protein,,,conserved hypothetical,Q7U8M0,Conserved hypothetical.,,577487,complement(577487..578440),317
SYNW0597,infB,syw:SYNW0597,translation initiation factor IF-2,K02519,infB,translation initiation factor IF-2,Q7U8L9,Translation initiation factor IF-2.,,578455,complement(578455..580407),650
SYNW0598,SYNW0598,syw:SYNW0598,possible N-terminal part of IF-2,,,possible N-terminal part of IF-2,Q7U8L8,Possible N-terminal part of IF-2.,,580446,complement(580446..581936),496
SYNW0599,SYNW0599,syw:SYNW0599,conserved hypothetical protein,K07742,,,,,,,,
SYNW0600,nusA,syw:SYNW0600,N utilization substance protein A,K02600,nusA,N utilization substance protein A,Q7U8L6,N utilization substance protein A.,,582281,complement(582281..583708),475
SYNW0601,SYNW0601,syw:SYNW0601,conserved hypothetical protein,K09748,,,,,,,,
SYNW0602,SYNW0602,syw:SYNW0602,hypothetical protein,,,hypothetical,Q7U8L4,Hypothetical.,,584256,complement(584256..584537),93
SYNW0603,SYNW0603,syw:SYNW0603,conserved hypothetical protein,,,conserved hypothetical protein,Q7U8L3,Hypothetical protein precursor.,,584646,complement(584646..585113),155
SYNW0604,aslB,syw:SYNW0604,putative arylsulfatase regulatory protein,K06871,aslB,putative arylsulfatase regulatory protein,Q7U8L2,Putative arylsulfatase regulatory protein.,,585122,complement(585122..586294),390
SYNW0605,SYNW0605,syw:SYNW0605,conserved hypothetical protein,,,conserved hypothetical,Q7U8L1,Conserved hypothetical precursor.,,586303,complement(586303..586710),135
SYNW0606,SYNW0606,syw:SYNW0606,possible pseudogene,,,Possible pseudogene,,,,586910,complement(586910..587167),85
SYNW0607,SYNW0607,syw:SYNW0607,"possible ABC transporter, solute binding protein",,,"possible ABC transporter, solute binding protein",Q7U8L0,"Possible ABC transporter, solute binding protein precursor.",,587252,complement(587252..587635),127
SYNW0608,SYNW0608,syw:SYNW0608,"probable serine proteinase, perisplasmic",,,"probable serine proteinase, perisplasmic",Q7U8K9,"Probable serine proteinase, perisplasmic precursor (EC 3.4.21.-).",,587554,587554..588852,432
SYNW0609,"rpiA, cbbI, ppi",syw:SYNW0609,putative ribose 5-phosphate isomerase A,K01807,"rpiA,cbbI,ppi",putative ribose 5-phosphate isomerase A,Q7U8K8,Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI).,5.3.1.6,588890,588890..589609,239
SYNW0610,hisD,syw:SYNW0610,histidinol dehydrogenase,K00013,hisD,histidinol dehydrogenase,Q7U8K7,Histidinol dehydrogenase (EC 1.1.1.23) (HDH).,1.1.1.23,589602,complement(589602..590915),437
SYNW0611,"rpsT, rps20",syw:SYNW0611,30S ribosomal protein S20,K02968,"rpsT,rps20",30S ribosomal protein S20,Q7U8K6,30S ribosomal protein S20.,,591011,591011..591307,98
SYNW0612,SYNW0612,syw:SYNW0612,possible deoxyribonuclease similar to TatD,K03424,,possible deoxyribonuclease similar to TatD,Q7U8K5,Possible deoxyribonuclease similar to TatD (EC 3.1.21.-).,3.1.21.-,591356,591356..592144,262
SYNW0613,rpoB,syw:SYNW0613,DNA-directed RNA polymerase beta chain,K03043,rpoB,DNA-directed RNA polymerase beta chain,Q7U8K4,DNA-directed RNA polymerase beta chain (EC 2.7.7.6) (RNAP beta subunit) (Transcriptase beta chain) (RNA polymerase subunit beta).,2.7.7.6,592422,592422..595715,1097
SYNW0614,rpoC1,syw:SYNW0614,RNA polymerase gamma subunit,K03046,rpoC1,RNA polymerase gamma subunit,Q7U8K3,DNA-directed RNA polymerase gamma chain (EC 2.7.7.6) (RNAP gamma subunit) (Transcriptase gamma chain) (RNA polymerase gamma subunit).,2.7.7.6,595766,595766..597670,634
SYNW0615,rpoC2,syw:SYNW0615,RNA polymerase beta prime subunit,K03046,rpoC2,RNA polymerase beta prime subunit,Q7U8K2,DNA-directed RNA polymerase beta' chain (EC 2.7.7.6) (RNAP beta' subunit) (Transcriptase beta' chain) (RNA polymerase beta' subunit).,2.7.7.6,597718,597718..601812,1364
SYNW0616,hli3,syw:SYNW0616,putative high light inducible protein,,hli3,putative high light inducible protein,Q7U8K1,Putative high light inducible protein.,,601848,601848..602000,50
SYNW0617,SYNW0617,syw:SYNW0617,conserved hypothetical protein,K06941,,conserved hypothetical protein,Q7U8K0,Hypothetical protein.,2.1.1.-,602006,602006..603040,344
SYNW0618,SYNW0618,syw:SYNW0618,conserved hypothetical protein,,,conserved hypothetical protein,Q7U8J9,Hypothetical protein.,,603028,complement(603028..603765),245
SYNW0619,SYNW0619,syw:SYNW0619,"sodium:solute symporter family, possibly glucose transporter",,,"Sodium:solute symporter family, possibly glucose transporter",Q7U8J8,"Sodium:solute symporter family, possibly glucose transporter.",,603795,603795..605558,587
SYNW0620,SYNW0620,syw:SYNW0620,possible ABC transporter involved in polysaccharide efflux,K09689,,possible ABC transporter involved in polysaccharide efflux,Q7U8J7,Possible ABC transporter involved in polysaccharide efflux.,,605728,complement(605728..606504),258
SYNW0621,SYNW0621,syw:SYNW0621,conserved hypothetical protein,,,conserved hypothetical protein,Q7U8J6,Hypothetical protein.,,606870,606870..607679,269
SYNW0622,SYNW0622,syw:SYNW0622,conserved hypothetical protein,,,conserved hypothetical protein,Q7U8J5,Hypothetical protein.,,607771,607771..607974,67
SYNW0623,SYNW0623,syw:SYNW0623,conserved hypothetical protein,,,conserved hypothetical protein,Q7U8J4,Hypothetical protein.,,607974,607974..608366,130
SYNW0624,SYNW0624,syw:SYNW0624,possible 3Fe-4S ferredoxin,,,possible 3Fe-4S ferredoxin,Q7U8J3,Possible 3Fe-4S ferredoxin.,,608354,608354..608725,123
SYNW0625,SYNW0625,syw:SYNW0625,conserved hypothetical protein,K07079,,conserved hypothetical protein,Q7U8J2,Hypothetical protein.,,608722,608722..609927,401
SYNW0626,gidB,syw:SYNW0626,putative glucose inhibited division protein B,K03501,gidB,putative glucose inhibited division protein B,Q7U8J1,Methyltransferase gidB (EC 2.1.-.-) (Glucose-inhibited division protein B).,2.1.-.-,609928,complement(609928..610674),248
SYNW0627,SYNW0627,syw:SYNW0627,DnaJ-like protein,,,DnaJ-like protein,Q7U8J0,DnaJ-like protein.,,610686,610686..611225,179
SYNW0628,SYNW0628,syw:SYNW0628,conserved hypothetical protein,,,conserved hypothetical protein,Q7U8I9,Hypothetical protein.,,611140,611140..611409,89
SYNW0629,BioA,syw:SYNW0629,putative diaminopelargonic acid synthase,K00833,BioA,putative diaminopelargonic acid synthase,Q7U8I8,Putative diaminopelargonic acid synthase (EC 2.6.1.62).,2.6.1.62,611438,complement(611438..612748),436
SYNW0630,SYNW0630,syw:SYNW0630,hypothetical protein,,,hypothetical,Q7U8I7,Hypothetical.,,612742,612742..613053,103
SYNW0631,BioD,syw:SYNW0631,putative Dethiobiotin synthase,K01935,BioD,putative Dethiobiotin synthase,Q7TTW8,Putative Dethiobiotin synthase (EC 6.3.3.3).,6.3.3.3,613206,complement(613206..613865),219
SYNW0632,SYNW0632,syw:SYNW0632,conserved hypothetical protein,K02169,,conserved hypothetical protein,Q7U8I6,Hypothetical protein.,,613862,complement(613862..614608),248
SYNW0633,SYNW0633,syw:SYNW0633,conserved hypothetical protein,,,conserved hypothetical,Q7U8I5,Conserved hypothetical.,,614605,complement(614605..615294),229
SYNW0634,bioF,syw:SYNW0634,putative 8-amino-7-oxononanoate synthase,K00652,bioF,putative 8-amino-7-oxononanoate synthase,Q7U8I4,Putative 8-amino-7-oxononanoate synthase (EC 2.3.1.47).,2.3.1.47,615291,complement(615291..616418),375
SYNW0635,SYNW0635,syw:SYNW0635,sodium/bile acid cotransporter family,K03453,,Sodium/bile acid cotransporter family,Q7U8I3,Sodium/bile acid cotransporter family.,,616239,616239..617420,393
SYNW0636,SYNW0636,syw:SYNW0636,putative DNA helicase,,,putative DNA helicase,Q7U8I2,Putative DNA helicase.,,617448,617448..620177,909
SYNW0637,fumC,syw:SYNW0637,fumarate hydratase,K01679,fumC,Fumarate hydratase,Q7U8I1,Fumarate hydratase class II (EC 4.2.1.2) (Fumarase C).,4.2.1.2,620180,complement(620180..621613),477
SYNW0638,SYNW0638,syw:SYNW0638,conserved hypothetical protein,,,conserved hypothetical protein,Q7U8I0,Hypothetical protein.,,621612,621612..622175,187
SYNW0639,SYNW0639,syw:SYNW0639,possible ABC transporter involved in polysaccharide efflux,K09688,,possible ABC transporter involved in polysaccharide efflux,Q7U8H9,Possible ABC transporter involved in polysaccharide efflux.,,622199,622199..623020,273
SYNW0640,SYNW0640,syw:SYNW0640,possible ABC transporter involved in polysaccharide efflux,K10107,,possible ABC transporter involved in polysaccharide efflux,Q7U8H8,Possible ABC transporter involved in polysaccharide efflux.,,622992,622992..624236,414
SYNW0641,SYNW0641,syw:SYNW0641,possible glycosyltransferase,,,possible glycosyltransferase,Q7U8H7,Possible glycosyltransferase.,,624407,complement(624407..627349),980
SYNW0642,SYNW0642,syw:SYNW0642,hypothetical protein,,,hypothetical,Q7U8H6,Hypothetical.,,627346,complement(627346..628308),320
SYNW0643,SYNW0643,syw:SYNW0643,hypothetical protein,,,hypothetical,Q7U8H5,Hypothetical.,,628255,628255..629415,386
SYNW0644,SYNW0644,syw:SYNW0644,conserved hypothetical protein,,,conserved hypothetical protein,Q7U8H4,Hypothetical protein.,,629372,629372..630703,443
SYNW0645,SYNW0645,syw:SYNW0645,putative glycosyltransferase family 2 protein,,,putative glycosyltransferase family 2 protein,Q7U8H3,Putative glycosyltransferase family 2 protein.,,630732,complement(630732..633146),804
SYNW0646,rfbB,syw:SYNW0646,"dTDP-glucose-4,6-dehydratase",K01710,rfbB,"dTDP-glucose-4,6-dehydratase",Q7U8H2,"DTDP-glucose-4,6-dehydratase (EC 4.2.1.46).",4.2.1.46,633110,complement(633110..634177),355
SYNW0647,rfbD,syw:SYNW0647,putative dTDP-4-dehydrorhamnose reductase,K00067,rfbD,putative dTDP-4-dehydrorhamnose reductase,Q7U8H1,Putative dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133).,1.1.1.133,634183,complement(634183..635091),302
SYNW0648,rfbC,syw:SYNW0648,"dTDP-4-dehydrorhamnose 3,5-epimerase",K01790,rfbC,"dTDP-4-dehydrorhamnose 3,5-epimerase",Q7U8H0,"DTDP-4-dehydrorhamnose 3,5-epimerase (EC 5.1.3.13).",5.1.3.13,635091,complement(635091..635678),195
SYNW0649,rmlA. rfbA,syw:SYNW0649,glucose-1-phosphate thymidylyltransferase,K00973,rmlA.rfbA,glucose-1-phosphate thymidylyltransferase,Q7U8G9,Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24) (dTDP-glucose pyrophosphorylase) (dTDP-glucose synthase).,2.7.7.24,635668,complement(635668..636609),313
SYNW0650,SYNW0650,syw:SYNW0650,conserved hypothetical protein,,,conserved hypothetical protein,Q7U8G8,Hypothetical protein.,,636667,complement(636667..637188),173
SYNW0651,SYNW0651,syw:SYNW0651,conserved hypothetical protein,,,conserved hypothetical protein,Q7U8G7,Hypothetical protein precursor.,,637228,complement(637228..637602),124
SYNW0652,SYNW0652,syw:SYNW0652,similar to methionine salvage pathway enzyme E-2/E-2',K08967,,similar to methionine salvage pathway enzyme E-2/E-2',Q7U8G6,Similar to methionine salvage pathway enzyme E-2/E-2'.,1.13.11.53 1.13.11.54,637606,complement(637606..638166),186
SYNW0653,"cobI, cbiL",syw:SYNW0653,precorrin-2 C20-methyltransferase,K03394,cobI/cbiL,PRECORRIN-2 C20-METHYLTRANSFERASE,Q7TTW7,PRECORRIN-2 C20-METHYLTRANSFERASE (EC 2.1.1.130).,2.1.1.130 2.1.1.151,638214,638214..638945,243
SYNW0654,SYNW0654,syw:SYNW0654,putative glycosyltransferase,K00694,,Putative glycosyltransferase,Q7U8G5,Putative glycosyltransferase.,2.4.1.12,638918,complement(638918..640930),670
SYNW0655,SYNW0655,syw:SYNW0655,putative nitrogen regulation protein NifR3 family homolog,,,putative nitrogen regulation protein NifR3 family homolog,Q7U8G4,Putative nitrogen regulation protein NifR3 family homolog.,,640927,complement(640927..641928),333
SYNW0656,SYNW0656,syw:SYNW0656,conserved hypothetical protein,,,conserved hypothetical protein,Q7U8G3,Hypothetical protein.,,641918,641918..642394,158
SYNW0657,SYNW0657,syw:SYNW0657,putative GTP-binding protein,K03977,,putative GTP-binding protein,Q7U8G2,GTP-binding protein engA.,,642449,642449..643816,455
SYNW0658,SYNW0658,syw:SYNW0658,possible cobalt transport protein,K02008,,possible cobalt transport protein,Q7U8G1,Possible cobalt transport protein.,,643820,643820..644698,292
SYNW0659,pipX,syw:SYNW0659,PII interaction protein X,,,conserved hypothetical protein,Q7U8G0,Hypothetical protein.,,644713,644713..644979,88
SYNW0660,SYNW0660,syw:SYNW0660,conserved hypothetical protein,K06997,,conserved hypothetical protein,Q7U8F9,Hypothetical protein.,,644990,644990..645652,220
SYNW0661,SYNW0661,syw:SYNW0661,conserved hypothetical protein,K09772,,conserved hypothetical protein,Q7U8F8,Hypothetical protein.,,645745,645745..646311,188
SYNW0662,proC,syw:SYNW0662,putative pyrroline-5-carboxylate reductase,K00286,proC,putative pyrroline-5-carboxylate reductase,Q7U8F7,Putative pyrroline-5-carboxylate reductase (EC 1.5.1.2).,1.5.1.2,646341,646341..647135,264
SYNW0663,SYNW0663,syw:SYNW0663,probable glycosyltransferase,,,probable glycosyltransferase,Q7U8F6,Probable glycosyltransferase.,,647137,complement(647137..648306),389
SYNW0664,SYNW0664,syw:SYNW0664,"multidrug efflux transporter, MFS family",,,"multidrug efflux transporter, MFS family",Q7U8F5,"Multidrug efflux transporter, MFS family.",,648339,complement(648339..649745),468
SYNW0665,SYNW0665,syw:SYNW0665,possible recombination protein O (RecO),K03584,,possible Recombination protein O (RecO),Q7TTW6,Possible Recombination protein O (RecO).,,649691,complement(649691..650497),268
SYNW0666,SYNW0666,syw:SYNW0666,putative deoxyribose-phosphate aldolase,K01619,,Putative deoxyribose-phosphate aldolase,Q7U8F4,Putative deoxyribose-phosphate aldolase (EC 4.1.2.4).,4.1.2.4,650498,complement(650498..651175),225
SYNW0667,lrtA,syw:SYNW0667,light repressed protein A homolog,K05808,lrtA,light repressed protein A homolog,Q7U8F3,Light repressed protein A homolog.,,651190,complement(651190..651777),195
SYNW0668,lipB,syw:SYNW0668,putative lipoate-protein ligase B,K03801,lipB,putative lipoate-protein ligase B,Q7U8F2,Lipoyltransferase (EC 2.3.1.-) (Lipoyl-[acyl-carrier-protein]-protein- N-lipoyltransferase) (Lipoate-protein ligase B).,2.3.1.181,651789,651789..652484,231
SYNW0669,fadD,syw:SYNW0669,putative long-chain-fatty-acid--CoA ligase,K01897,fadD,putative long-chain-fatty-acid--CoA ligase,Q7U8F1,Putative long-chain-fatty-acid--CoA ligase (EC 6.2.1.3).,6.2.1.3,652515,652515..654428,637
SYNW0670,SYNW0670,syw:SYNW0670,conserved hypothetical protein,,,conserved hypothetical protein,Q7U8F0,Hypothetical protein.,,654501,654501..654944,147
SYNW0671,SYNW0671,syw:SYNW0671,putative dihydrolipoamide acetyltransferase component (E2) of pyruvate...,K00627,,Putative dihydrolipoamide acetyltransferase component (E2) of pyruvate...,Q7U8E9,Putative dihydrolipoamide acetyltransferase component (E2) of pyruvate dehydrogenase complex (EC 2.3.1.12).,2.3.1.12,655000,655000..656325,441
SYNW0672,queA,syw:SYNW0672,queuosine biosynthesis protein,K07568,queA,Queuosine biosynthesis protein,Q7U8E8,S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 5.-.-.-) (Queuosine biosynthesis protein queA).,5.-.-.-,656331,656331..657431,366
SYNW0673,cysK1,syw:SYNW0673,O-acetylserine (thiol)-lyase A,K01738,cysK1,O-acetylserine (thiol)-lyase A,Q7U8E7,O-acetylserine (Thiol)-lyase A (EC 2.5.1.47).,2.5.1.47,657491,complement(657491..658477),328
