gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags
ACZ81_RS01950,,ACZ81_RS01950,ACZ81_01960,Protein Homology,444435,445907,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978120.1,SPOR domain-containing protein,WP_061439228.1,,,,,,ACZ81_01960
aroB,aroB,ACZ81_RS01955,ACZ81_01965,Protein Homology,446029,447096,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978121.1,3-dehydroquinate synthase,WP_039231079.1,"GO:0009073,GO:0009423,GO:0003856,GO:0005737",cytoplasm|0005737||IEA,3-dehydroquinate synthase activity|0003856||IEA,"aromatic amino acid family biosynthetic process|0009073||IEA,chorismate biosynthetic process|0009423||IEA",,ACZ81_01965
aroK,aroK,ACZ81_RS01960,ACZ81_01970,Protein Homology,447127,447642,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007622732.1,shikimate kinase AroK,WP_014948032.1,,,,,,ACZ81_01970
ACZ81_RS01965,,ACZ81_RS01965,ACZ81_01975,Protein Homology,447913,449685,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948033.1,type IV pilus secretin PilQ,WP_061094069.1,,,,,,ACZ81_01975
ACZ81_RS01970,,ACZ81_RS01970,ACZ81_01980,Protein Homology,449688,450215,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978123.1,pilus assembly protein PilP,WP_014948034.1,,,,,,ACZ81_01980
ACZ81_RS01975,,ACZ81_RS01975,ACZ81_01985,Protein Homology,450212,450823,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948035.1,type 4a pilus biogenesis protein PilO,WP_014948035.1,,,,,,ACZ81_01985
ACZ81_RS01980,,ACZ81_RS01980,ACZ81_01990,Protein Homology,450826,451404,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948036.1,PilN domain-containing protein,WP_061094070.1,"GO:0043107,GO:0043683",,,"type IV pilus-dependent motility|0043107||IEA,type IV pilus assembly|0043683||IEA",,ACZ81_01990
pilM,pilM,ACZ81_RS01985,ACZ81_01995,Protein Homology,451392,452459,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517022.1,type IV pilus assembly protein PilM,WP_049588773.1,GO:0009297,,,pilus assembly|0009297||IEA,,ACZ81_01995
ACZ81_RS01990,,ACZ81_RS01990,ACZ81_02000,Protein Homology,452596,455259,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978125.1,penicillin-binding protein 1A,WP_061439230.1,"GO:0006508,GO:0009252,GO:0008658,GO:0008955,GO:0009002",,"penicillin binding|0008658||IEA,peptidoglycan glycosyltransferase activity|0008955||IEA,serine-type D-Ala-D-Ala carboxypeptidase activity|0009002||IEA","proteolysis|0006508||IEA,peptidoglycan biosynthetic process|0009252||IEA",,ACZ81_02000
ACZ81_RS01995,,ACZ81_RS01995,ACZ81_02005,Protein Homology,455337,457028,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978126.1,NAD-dependent malic enzyme,WP_014978126.1,"GO:0004470,GO:0004471,GO:0046872,GO:0051287",,"malic enzyme activity|0004470||IEA,malate dehydrogenase (decarboxylating) (NAD+) activity|0004471||IEA,metal ion binding|0046872||IEA,NAD binding|0051287||IEA",,,ACZ81_02005
ACZ81_RS02000,,ACZ81_RS02000,ACZ81_02010,Protein Homology,457339,457596,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978127.1,hypothetical protein,WP_061439232.1,,,,,,ACZ81_02010
yghU,yghU,ACZ81_RS02005,ACZ81_02015,Protein Homology,457877,458734,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978128.1,glutathione-dependent disulfide-bond oxidoreductase,WP_014975482.1,"GO:0006749,GO:0005515",,protein binding|0005515||IEA,glutathione metabolic process|0006749||IEA,,ACZ81_02015
ACZ81_RS02010,,ACZ81_RS02010,ACZ81_02020,Protein Homology,458997,459524,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978129.1,hypothetical protein,WP_061439234.1,,,,,,ACZ81_02020
ACZ81_RS02015,,ACZ81_RS02015,ACZ81_02025,Protein Homology,459962,461437,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997123.1,catalase,WP_014975484.1,"GO:0004096,GO:0020037,GO:0046872",,"catalase activity|0004096||IEA,heme binding|0020037||IEA,metal ion binding|0046872||IEA",,,ACZ81_02025
ACZ81_RS02020,,ACZ81_RS02020,ACZ81_02030,Protein Homology,461486,462064,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975485.1,TetR/AcrR family transcriptional regulator,WP_061439236.1,"GO:0006355,GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",regulation of DNA-templated transcription|0006355||IEA,,ACZ81_02030
ACZ81_RS02025,,ACZ81_RS02025,ACZ81_02035,Protein Homology,462275,463129,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948047.1,alpha/beta fold hydrolase,WP_014948047.1,,,,,,ACZ81_02035
ACZ81_RS02030,,ACZ81_RS02030,ACZ81_02040,Protein Homology,463274,465511,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948048.1,bifunctional diguanylate cyclase/phosphodiesterase,WP_061439241.1,"GO:0000160,GO:0007165,GO:0005515,GO:0005525,GO:0046872,GO:0052621,GO:0071111",,"protein binding|0005515||IEA,GTP binding|0005525||IEA,metal ion binding|0046872||IEA,diguanylate cyclase activity|0052621||IEA,cyclic-guanylate-specific phosphodiesterase activity|0071111||IEA","phosphorelay signal transduction system|0000160||IEA,signal transduction|0007165||IEA",,ACZ81_02040
argA,argA,ACZ81_RS02035,ACZ81_02045,Protein Homology,465730,467040,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978136.1,amino-acid N-acetyltransferase,WP_014975490.1,"GO:0006526,GO:0004042",,L-glutamate N-acetyltransferase activity|0004042||IEA,L-arginine biosynthetic process|0006526||IEA,,ACZ81_02045
argH,argH,ACZ81_RS02040,ACZ81_02050,Protein Homology,467059,468441,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948049.1,argininosuccinate lyase,WP_061439243.1,"GO:0042450,GO:0004056",,argininosuccinate lyase activity|0004056||IEA,arginine biosynthetic process via ornithine|0042450||IEA,,ACZ81_02050
ACZ81_RS02045,,ACZ81_RS02045,ACZ81_02055,Protein Homology,468495,469706,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948050.1,argininosuccinate synthase,WP_061439245.1,"GO:0006526,GO:0004055,GO:0005524",,"argininosuccinate synthase activity|0004055||IEA,ATP binding|0005524||IEA",L-arginine biosynthetic process|0006526||IEA,,ACZ81_02055
ACZ81_RS02050,,ACZ81_RS02050,ACZ81_02060,Protein Homology,469744,470655,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948051.1,ornithine carbamoyltransferase,WP_061439246.1,,,,,,ACZ81_02060
argB,argB,ACZ81_RS02055,ACZ81_02065,Protein Homology,470652,471497,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997131.1,acetylglutamate kinase,WP_039231060.1,"GO:0006592,GO:0003991,GO:0005737",cytoplasm|0005737||IEA,acetylglutamate kinase activity|0003991||IEA,ornithine biosynthetic process|0006592||IEA,,ACZ81_02065
argC,argC,ACZ81_RS02060,ACZ81_02070,Protein Homology,471494,472507,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517037.1,N-acetyl-gamma-glutamyl-phosphate reductase,WP_061486910.1,"GO:0006526,GO:0006592,GO:0003942,GO:0070401",,"N-acetyl-gamma-glutamyl-phosphate reductase activity|0003942||IEA,NADP+ binding|0070401||IEA","L-arginine biosynthetic process|0006526||IEA,ornithine biosynthetic process|0006592||IEA",,ACZ81_02070
ACZ81_RS02065,,ACZ81_RS02065,ACZ81_02075,Protein Homology,473120,473530,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948054.1,methylglyoxal synthase,WP_014948054.1,"GO:0019242,GO:0008929",,methylglyoxal synthase activity|0008929||IEA,methylglyoxal biosynthetic process|0019242||IEA,,ACZ81_02075
ACZ81_RS02070,,ACZ81_RS02070,ACZ81_02080,Protein Homology,473584,474552,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948055.1,hypothetical protein,WP_061439247.1,,,,,,ACZ81_02080
ACZ81_RS02075,,ACZ81_RS02075,ACZ81_02085,Protein Homology,474714,475463,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948056.1,flagellar basal body L-ring protein FlgH,WP_014948056.1,"GO:0071973,GO:0003774,GO:0009427",bacterial-type flagellum basal body%2C distal rod%2C L ring|0009427||IEA,cytoskeletal motor activity|0003774||IEA,bacterial-type flagellum-dependent cell motility|0071973||IEA,,ACZ81_02085
ACZ81_RS02080,,ACZ81_RS02080,ACZ81_02090,Protein Homology,475469,476707,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978144.1,flagellar assembly protein T N-terminal domain-containing protein,WP_061439248.1,,,,,,ACZ81_02090
ACZ81_RS02085,,ACZ81_RS02085,ACZ81_02095,Protein Homology,476762,477643,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975495.1,Spy/CpxP family protein refolding chaperone,WP_061439250.1,"GO:0061077,GO:0044183,GO:0051082",,"protein folding chaperone|0044183||IEA,unfolded protein binding|0051082||IEA",chaperone-mediated protein folding|0061077||IEA,,ACZ81_02095
ACZ81_RS02090,,ACZ81_RS02090,ACZ81_02100,Protein Homology,477900,478613,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517040.1,response regulator transcription factor,WP_039225152.1,GO:0000160,,,phosphorelay signal transduction system|0000160||IEA,,ACZ81_02100
ACZ81_RS02095,,ACZ81_RS02095,ACZ81_02105,Protein Homology,478613,479974,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948060.1,ATP-binding protein,WP_014948060.1,,,,,,ACZ81_02105
ACZ81_RS02100,,ACZ81_RS02100,ACZ81_02110,Protein Homology,480039,481016,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978148.1,alpha/beta fold hydrolase,WP_061439251.1,,,,,,ACZ81_02110
trmL,trmL,ACZ81_RS02105,ACZ81_02115,Protein Homology,481169,481633,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517043.1,tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL,WP_014948062.1,"GO:0006400,GO:0008175",,tRNA methyltransferase activity|0008175||IEA,tRNA modification|0006400||IEA,,ACZ81_02115
ACZ81_RS02110,,ACZ81_RS02110,ACZ81_02120,Protein Homology,481806,482984,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978150.1,efflux RND transporter periplasmic adaptor subunit,WP_232362799.1,"GO:0006810,GO:0005215,GO:0016020",membrane|0016020||IEA,transporter activity|0005215||IEA,transport|0006810||IEA,,ACZ81_02120
ACZ81_RS02115,,ACZ81_RS02115,ACZ81_02125,Protein Homology,482986,484956,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997138.1,MacB family efflux pump subunit,WP_061439253.1,"GO:0005524,GO:0016020",membrane|0016020||IEA,ATP binding|0005524||IEA,,,ACZ81_02125
ACZ81_RS02120,,ACZ81_RS02120,ACZ81_02130,Protein Homology,484961,486370,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975502.1,TolC family protein,WP_061439255.1,"GO:0055085,GO:0015562",,efflux transmembrane transporter activity|0015562||IEA,transmembrane transport|0055085||IEA,,ACZ81_02130
ACZ81_RS02125,,ACZ81_RS02125,ACZ81_02135,Protein Homology,486528,487562,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978185.1,IS110 family transposase,WP_061439262.1,GO:0004803,,transposase activity|0004803||IEA,,,ACZ81_02135
ACZ81_RS02130,,ACZ81_RS02130,ACZ81_02140,Protein Homology,487933,488325,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948066.1,hypothetical protein,WP_014948066.1,,,,,,ACZ81_02140
gpsA,gpsA,ACZ81_RS02135,ACZ81_02145,Protein Homology,488416,489447,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978154.1,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,WP_049588317.1,"GO:0006072,GO:0047952",,glycerol-3-phosphate dehydrogenase [NAD(P)+] activity|0047952||IEA,glycerol-3-phosphate metabolic process|0006072||IEA,,ACZ81_02145
secB,secB,ACZ81_RS02140,ACZ81_02150,Protein Homology,489458,489967,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007107044.1,protein-export chaperone SecB,WP_014948068.1,"GO:0015031,GO:0051262,GO:0051082",,unfolded protein binding|0051082||IEA,"protein transport|0015031||IEA,protein tetramerization|0051262||IEA",,ACZ81_02150
grxC,grxC,ACZ81_RS02145,ACZ81_02155,Protein Homology,490030,490290,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013785632.1,glutaredoxin 3,WP_014948069.1,GO:0045454,,,cell redox homeostasis|0045454||IEA,,ACZ81_02155
ACZ81_RS02150,,ACZ81_RS02150,ACZ81_02160,Protein Homology,490303,490728,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948070.1,rhodanese-like domain-containing protein,WP_014948070.1,,,,,,ACZ81_02160
ACZ81_RS02155,,ACZ81_RS02155,ACZ81_02165,Protein Homology,490982,492145,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948071.1,murein hydrolase activator EnvC family protein,WP_014948071.1,"GO:0006508,GO:0004222,GO:0016787,GO:0046872",,"metalloendopeptidase activity|0004222||IEA,hydrolase activity|0016787||IEA,metal ion binding|0046872||IEA",proteolysis|0006508||IEA,,ACZ81_02165
ACZ81_RS02160,,ACZ81_RS02160,ACZ81_02170,Protein Homology,492269,493177,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948072.1,divergent polysaccharide deacetylase family protein,WP_061439265.1,"GO:0005975,GO:0016810",,hydrolase activity%2C acting on carbon-nitrogen (but not peptide) bonds|0016810||IEA,carbohydrate metabolic process|0005975||IEA,,ACZ81_02170
ACZ81_RS02165,,ACZ81_RS02165,ACZ81_02175,Protein Homology,493334,493762,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997143.1,MerC domain-containing protein,WP_014948073.1,,,,,,ACZ81_02175
ACZ81_RS02170,,ACZ81_RS02170,ACZ81_02180,Protein Homology,493886,494578,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948074.1,glycerophosphodiester phosphodiesterase,WP_061439267.1,"GO:0006629,GO:0008081,GO:0046872",,"phosphoric diester hydrolase activity|0008081||IEA,metal ion binding|0046872||IEA",lipid metabolic process|0006629||IEA,,ACZ81_02180
ACZ81_RS02175,,ACZ81_RS02175,ACZ81_02185,Protein Homology,494611,495486,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948075.1,DMT family transporter,WP_014948075.1,"GO:0055085,GO:0022857,GO:0016020",membrane|0016020||IEA,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,,ACZ81_02185
asd,asd,ACZ81_RS02180,ACZ81_02190,Protein Homology,495490,496437,-,Phosphatidylserine decarboxylase is synthesized as a single chain precursor. Generation of the pyruvoyl active site from a Ser is coupled to cleavage of a Gly-Ser bond between the larger (beta) and smaller (alpha chains). It is an integral membrane protein.,,COORDINATES: similar to AA sequence:RefSeq:WP_014975508.1,archaetidylserine decarboxylase,WP_039231034.1,"GO:0008654,GO:0004609",,phosphatidylserine decarboxylase activity|0004609||IEA,phospholipid biosynthetic process|0008654||IEA,,ACZ81_02190
rsgA,rsgA,ACZ81_RS02185,ACZ81_02195,Protein Homology,496686,497729,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517055.1,small ribosomal subunit biogenesis GTPase RsgA,WP_061439269.1,"GO:0003924,GO:0005525",,"GTPase activity|0003924||IEA,GTP binding|0005525||IEA",,,ACZ81_02195
orn,orn,ACZ81_RS02190,ACZ81_02200,Protein Homology,497816,498361,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975510.1,oligoribonuclease,WP_014975510.1,"GO:0000175,GO:0003676",,"3'-5'-RNA exonuclease activity|0000175||IEA,nucleic acid binding|0003676||IEA",,,ACZ81_02200
ACZ81_RS02205,,ACZ81_RS02205,ACZ81_02215,Protein Homology,499567,502653,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948080.1,TonB-dependent receptor domain-containing protein,WP_014948080.1,,,,,,ACZ81_02215
ltrA,ltrA,ACZ81_RS02210,ACZ81_02220,Protein Homology,503169,504557,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008950963.1,group II intron reverse transcriptase/maturase,WP_061439274.1,"GO:0000373,GO:0003964",,RNA-directed DNA polymerase activity|0003964||IEA,Group II intron splicing|0000373||IEA,,ACZ81_02220
ACZ81_RS02215,,ACZ81_RS02215,ACZ81_02225,Protein Homology,504768,505229,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517059.1,hotdog fold domain-containing protein,WP_014975511.1,,,,,,ACZ81_02225
maoP,maoP,ACZ81_RS02220,ACZ81_02230,Protein Homology,505463,505840,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517060.1,DUF413 domain-containing protein,WP_061486911.1,,,,,,ACZ81_02230
ACZ81_RS02225,,ACZ81_RS02225,ACZ81_02235,Protein Homology,506114,507832,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018982564.1,acetolactate synthase 3 large subunit,WP_039225051.1,"GO:0009082,GO:0000287,GO:0003984,GO:0030976,GO:0050660",,"magnesium ion binding|0000287||IEA,acetolactate synthase activity|0003984||IEA,thiamine pyrophosphate binding|0030976||IEA,flavin adenine dinucleotide binding|0050660||IEA",branched-chain amino acid biosynthetic process|0009082||IEA,,ACZ81_02235
ilvN,ilvN,ACZ81_RS02230,ACZ81_02240,Protein Homology,507832,508329,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013785617.1,acetolactate synthase small subunit,WP_014975513.1,"GO:0009082,GO:1990610",,acetolactate synthase regulator activity|1990610||IEA,branched-chain amino acid biosynthetic process|0009082||IEA,,ACZ81_02240
ACZ81_RS02235,,ACZ81_RS02235,ACZ81_02245,Protein Homology,508411,509472,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975518.1,hypothetical protein,WP_039225050.1,,,,,,ACZ81_02245
tatA,tatA,ACZ81_RS02240,ACZ81_02250,Protein Homology,509650,509895,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978168.1,Sec-independent protein translocase subunit TatA,WP_230633705.1,"GO:0043953,GO:0016020",membrane|0016020||IEA,,protein transport by the Tat complex|0043953||IEA,,ACZ81_02250
tatB,tatB,ACZ81_RS02245,ACZ81_02255,Protein Homology,509895,510194,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517066.1,Sec-independent protein translocase protein TatB,WP_014948087.1,"GO:0015628,GO:0008320,GO:0016020",membrane|0016020||IEA,protein transmembrane transporter activity|0008320||IEA,protein secretion by the type II secretion system|0015628||IEA,,ACZ81_02255
tatC,tatC,ACZ81_RS02250,ACZ81_02260,Protein Homology,510195,510950,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978169.1,twin-arginine translocase subunit TatC,WP_014948088.1,"GO:0015628,GO:0005886",plasma membrane|0005886||IEA,,protein secretion by the type II secretion system|0015628||IEA,,ACZ81_02260
ACZ81_RS02255,,ACZ81_RS02255,ACZ81_02265,Protein Homology,510976,511518,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948089.1,hypothetical protein,WP_014948089.1,,,,,,ACZ81_02265
ACZ81_RS02260,,ACZ81_RS02260,ACZ81_02270,Protein Homology,511519,512295,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975519.1,TatD family hydrolase,WP_039225048.1,"GO:0004536,GO:0016788,GO:0046872",,"DNA nuclease activity|0004536||IEA,hydrolase activity%2C acting on ester bonds|0016788||IEA,metal ion binding|0046872||IEA",,,ACZ81_02270
ACZ81_RS02265,,ACZ81_RS02265,ACZ81_02275,Protein Homology,512308,514206,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978172.1,sensor domain-containing diguanylate cyclase,WP_039225047.1,"GO:0005525,GO:0046872,GO:0052621",,"GTP binding|0005525||IEA,metal ion binding|0046872||IEA,diguanylate cyclase activity|0052621||IEA",,,ACZ81_02275
hemB,hemB,ACZ81_RS02270,ACZ81_02280,Protein Homology,514203,515213,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975521.1,porphobilinogen synthase,WP_039225046.1,"GO:0033014,GO:0003824,GO:0004655,GO:0046872",,"catalytic activity|0003824||IEA,porphobilinogen synthase activity|0004655||IEA,metal ion binding|0046872||IEA",tetrapyrrole biosynthetic process|0033014||IEA,,ACZ81_02280
ACZ81_RS02275,,ACZ81_RS02275,ACZ81_02285,Protein Homology,515326,516837,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517072.1,hypothetical protein,WP_061439275.1,,,,,,ACZ81_02285
rhlB,rhlB,ACZ81_RS02280,ACZ81_02290,Protein Homology,516871,518163,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975523.1,ATP-dependent RNA helicase RhlB,WP_061439277.1,"GO:0003676,GO:0003724,GO:0005524",,"nucleic acid binding|0003676||IEA,RNA helicase activity|0003724||IEA,ATP binding|0005524||IEA",,,ACZ81_02290
trxA,trxA,ACZ81_RS02285,ACZ81_02295,Protein Homology,518264,518590,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008303866.1,thioredoxin TrxA,WP_012517074.1,"GO:0006662,GO:0015035",,protein-disulfide reductase activity|0015035||IEA,glycerol ether metabolic process|0006662||IEA,,ACZ81_02295
rho,rho,ACZ81_RS02290,ACZ81_02300,Protein Homology,518862,520127,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517075.1,transcription termination factor Rho,WP_014948094.1,"GO:0006353,GO:0003723,GO:0005524,GO:0008186",,"RNA binding|0003723||IEA,ATP binding|0005524||IEA,ATP-dependent activity%2C acting on RNA|0008186||IEA",DNA-templated transcription termination|0006353||IEA,,ACZ81_02300
ACZ81_RS02295,,ACZ81_RS02295,ACZ81_02305,Protein Homology,520357,521655,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978175.1,amidohydrolase,WP_061439278.1,GO:0004180,,carboxypeptidase activity|0004180||IEA,,,ACZ81_02305
