uniprot_id	locus_tag	product	PMTid	P9313name
Q7V5S0	AKG35_RS07860	class I SAM-dependent methyltransferase	PMT_1474	P9313_18591
Q7V5R9	AKG35_RS07865	FtsW/RodA/SpoVE family cell cycle protein	PMT_1475	P9313_18611
Q7V5R8	AKG35_RS07870	sulfite exporter TauE/SafE family protein	PMT_1476	P9313_18621
Q7V5R7	AKG35_RS07875	cytochrome c biogenesis protein ResB	PMT_1477	P9313_18631
Q7V5R6	AKG35_RS07880	preQ(1) synthase	PMT_1478	P9313_18641
B9ESA0	AKG35_RS12985	hypothetical protein	NA	NA
Q7TUS1	AKG35_RS12410	DUF4278 domain-containing protein	PMT_1479	P9313_18661
Q7V5R5	AKG35_RS07890	hypothetical protein	PMT_1480	P9313_18671
Q7V5R4	AKG35_RS07895	P-II family nitrogen regulator	PMT_1481	P9313_18681
Q7TUS0	AKG35_RS07900	TlyA family RNA methyltransferase	PMT_1482	P9313_18691
Q7V5R3	AKG35_RS07905	hypothetical protein	PMT_1483	P9313_18701
Q7TUR9	AKG35_RS07910	adenylosuccinate lyase	PMT_1484	P9313_18721
Q7V5R2	AKG35_RS07915	class II fumarate hydratase	PMT_1485	P9313_18731
Q7V5R1	AKG35_RS07920	MFS transporter	PMT_1486	P9313_18741
Q7V5R0	AKG35_RS07925	DEAD/DEAH box helicase	PMT_1487	P9313_18751
Q7V5Q9	AKG35_RS07930	8-amino-7-oxononanoate synthase	PMT_1488	P9313_18761
Q7V5Q8	AKG35_RS07935	alpha/beta hydrolase	PMT_1489	P9313_18771
Q7V5Q7	AKG35_RS07940	SAM-dependent methyltransferase	PMT_1490	P9313_18781
Q7TUR8	AKG35_RS07945	dethiobiotin synthase	PMT_1491	P9313_18791
B9ESA2	AKG35_RS13335	hypothetical protein	NA	NA
B9ESA4	AKG35_RS12990	CCRG-2 family RiPP	NA	NA
B9ESA5	AKG35_RS07955	hypothetical protein	NA	NA
Q7V5Q5	AKG35_RS07960	adenosylmethionine--8-amino-7-oxononanoate transaminase	PMT_1493	P9313_18851
Q7V5Q4	AKG35_RS07965	DUF3143 domain-containing protein	PMT_1494	P9313_18861
Q7V5Q3	AKG35_RS07970	DnaJ domain-containing protein	PMT_1495	P9313_18871
Q7V5Q2	AKG35_RS07975	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	PMT_1496	P9313_18881
Q7V5Q1	AKG35_RS07980	aldo/keto reductase	PMT_1497	P9313_18891
Q7V5Q0	AKG35_RS07985	ferredoxin	PMT_1498	P9313_18901
Q7V5P9	AKG35_RS07990	DUF1257 domain-containing protein	PMT_1499	P9313_18911
Q7V5P8	AKG35_RS07995	DUF2997 domain-containing protein	PMT_1500	P9313_18921
Q7V5P7	AKG35_RS08000	HEAT repeat domain-containing protein	PMT_1501	P9313_18931
Q7V5P6	AKG35_RS08005	Na+:solute symporter	PMT_1502	P9313_18951
Q7V5P5	AKG35_RS08010	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN	PMT_1503	P9313_18961
Q7V5P4	AKG35_RS08015	high light inducible protein	PMT_1504	P9313_18971
Q7V5P3	AKG35_RS08020	DNA-directed RNA polymerase subunit beta'	PMT_1505	P9313_18981
Q7V5P2	AKG35_RS08025	DNA-directed RNA polymerase subunit gamma	PMT_1506	P9313_19001
Q7V5P1	AKG35_RS08030	DNA-directed RNA polymerase subunit beta	PMT_1507	P9313_19011
Q7V5P0	AKG35_RS08035	TatD family hydrolase	PMT_1508	P9313_19021
Q7TUR7	AKG35_RS08040	30S ribosomal protein S20	PMT_1509	P9313_19031
Q7V5N9	AKG35_RS08045	histidinol dehydrogenase	PMT_1510	P9313_19041
Q7V5N8	AKG35_RS08050	ribose-5-phosphate isomerase RpiA	PMT_1511	P9313_19051
Q7TUR6	AKG35_RS08055	trypsin-like peptidase domain-containing protein	PMT_1512	P9313_19061
Q7V5N7	AKG35_RS08060	hypothetical protein	PMT_1513	P9313_19081
Q7TUR5	AKG35_RS08065	hypothetical protein	PMT_1514	P9313_19091
Q7V5N6	AKG35_RS08070	arylsulfatase	PMT_1515	P9313_19101
Q7V5N5	AKG35_RS08075	formylglycine-generating enzyme family protein	PMT_1516	P9313_19111
Q7V5N4	AKG35_RS08080	extracellular substrate binding-like orphan protein GrrP	PMT_1517	P9313_19121
Q7V5N3	AKG35_RS08085	rSAM-associated Gly-rich repeat protein	PMT_1518	P9313_19131
Q7TUR4	AKG35_RS08090	rSAM-associated Gly-rich repeat protein	PMT_1519	P9313_19141
Q7V5N2	AKG35_RS08095	GRRM system radical SAM/SPASM domain protein	PMT_1520	P9313_19151
Q7V5N1	AKG35_RS08100	DUF1254 domain-containing protein	PMT_1521	P9313_19171
Q7V5N0	AKG35_RS08105	DUF1254 domain-containing protein	PMT_1522	P9313_19181
Q7V5M9	AKG35_RS08110	hypothetical protein	PMT_1523	P9313_19191
Q7V5M8	AKG35_RS08115	mechanosensitive ion channel	PMT_1524	P9313_19201
Q7V5M7	AKG35_RS08120	ribosome maturation factor RimP	PMT_1525	P9313_19211
Q7V5M6	AKG35_RS08125	transcription termination factor NusA	PMT_1526	P9313_19221
Q7V5M5	AKG35_RS08130	YlxR family protein	PMT_1527	P9313_19231
Q7V5M4	AKG35_RS08135	translation initiation factor IF-2	PMT_1528	NA
Q7V5M2	AKG35_RS12600	low-complexity tail membrane protein	PMT_1530	P9313_19251
Q7V5M1	AKG35_RS08150	DUF389 domain-containing protein	PMT_1531	P9313_19271
Q7TTH6	AKG35_RS08155	photosystem II q(b) protein	PMT_0419	P9313_04931
Q7V5L9	AKG35_RS08165	hypothetical protein	PMT_1534	P9313_19301
Q7V5L8	AKG35_RS08170	hypothetical protein	PMT_1535	P9313_19321
Q7V5L7	AKG35_RS08175	hypothetical protein	PMT_1536	P9313_19341
Q7V5L6	AKG35_RS08180	aspartoacylase	PMT_1537	P9313_19351
Q7V5L5	AKG35_RS08185	glutathione S-transferase family protein	PMT_1538	P9313_19361
Q7V5L4	AKG35_RS08190	DUF2301 domain-containing membrane protein	PMT_1539	P9313_19371
Q7V5L3	AKG35_RS08195	ABC-F family ATP-binding cassette domain-containing protein	PMT_1540	P9313_19381
Q7V5L2	AKG35_RS08200	hypothetical protein	PMT_1541	P9313_19391
Q7V5L1	AKG35_RS08205	hypothetical protein	PMT_1542	P9313_19401
Q7V5L0	AKG35_RS08210	hypothetical protein	PMT_1543	P9313_19411
Q7TUR3	AKG35_RS08215	GTPase ObgE	PMT_1544	P9313_19421
Q7V5K9	AKG35_RS08220	ATP-binding cassette domain-containing protein	PMT_1545	P9313_19431
Q7V5K8	AKG35_RS08225	endonuclease MutS2	PMT_1546	P9313_19441
Q7V5K7	AKG35_RS08230	porphobilinogen synthase	PMT_1547	P9313_19451
Q7V5K6	AKG35_RS08235	J domain-containing protein	PMT_1548	P9313_19461
Q7V5K5	AKG35_RS08240	hypothetical protein	PMT_1549	P9313_19471
Q7V5K4	AKG35_RS08245	FAD-dependent thymidylate synthase	PMT_1550	P9313_19481
Q7V5K3	AKG35_RS08250	FAD-dependent oxidoreductase	PMT_1551	P9313_19491
Q7TUR2	AKG35_RS08255	hypothetical protein	PMT_1552	P9313_19511
Q7V5K2	AKG35_RS08260	sodium:solute symporter	PMT_1553	P9313_19531
Q7V5K1	AKG35_RS08270	pentapeptide repeat-containing protein	PMT_1554	P9313_19551
Q7V5K0	AKG35_RS08275	metallophosphoesterase	PMT_1555	P9313_19561
Q7TTQ7	AKG35_RS08280	hypothetical protein	PMT_1556	P9313_19571
Q7V5J9	AKG35_RS08290	FAD-dependent oxidoreductase	PMT_1557	P9313_19601
Q7V5J8	AKG35_RS08295	NAD(P)/FAD-dependent oxidoreductase	PMT_1558	P9313_19611
Q7V5J7	AKG35_RS08310	hypothetical protein	PMT_1559	P9313_19651
B9ESC2	AKG35_RS08315	hypothetical protein	NA	NA
Q7V5J6	AKG35_RS08325	cupin domain-containing protein	PMT_1560	P9313_19691
NA	AKG35_RS12995	hypothetical protein	NA	NA
Q7V5J5	AKG35_RS08330	hypothetical protein	PMT_1561	P9313_19701
Q7TUR1	AKG35_RS08335	hypothetical protein	PMT_1562	P9313_19711
Q7V5J4	AKG35_RS08340	hypothetical protein	PMT_1563	P9313_19721
Q7TUR0	AKG35_RS08345	hypothetical protein	PMT_1564	P9313_19731
Q7V5J3	AKG35_RS08350	cytochrome P450	PMT_1565	P9313_19741
NA	AKG35_RS08355	hypothetical protein	NA	NA
Q7V5J1	AKG35_RS08360	DUF805 domain-containing protein	PMT_1567	P9313_19781
Q7TUQ9	AKG35_RS08365	hypothetical protein	PMT_1568	P9313_19811
Q7TUQ8	AKG35_RS08370	phosphatase PAP2 family protein	PMT_1569	P9313_19821
Q7V5J0	AKG35_RS08375	iron-containing redox enzyme family protein	PMT_1570	P9313_19831
Q7V5I8	AKG35_RS08385	SCP2 sterol-binding domain-containing protein	PMT_1572	P9313_19851
Q7V5I7	AKG35_RS08390	ABC exporter membrane fusion protein	PMT_1573	P9313_19861
Q7V5I6	AKG35_RS08395	ABC transporter permease	PMT_1574	P9313_19871
Q7V5I5	AKG35_RS08400	FtsX-like permease family protein	PMT_1575	P9313_19881
Q7V5I4	AKG35_RS08405	ABC transporter ATP-binding protein	PMT_1576	P9313_19901
Q7V5I3	AKG35_RS08410	hypothetical protein	PMT_1577	P9313_19911
Q7V5I2	AKG35_RS08415	RNA methyltransferase	PMT_1578	P9313_19921
Q7V5I1	AKG35_RS08420	hypothetical protein	PMT_1579	P9313_19931
Q7V5I0	AKG35_RS08425	phage holin family protein	PMT_1580	P9313_19941
Q7V5H9	AKG35_RS08430	hypothetical protein	PMT_1581	P9313_19951
B9ESD1	AKG35_RS13000	hypothetical protein	NA	NA
Q7V5H8	AKG35_RS08435	Nif11-like leader peptide family natural product precursor	PMT_1582	P9313_19991
Q7V5H7	AKG35_RS08440	hypothetical protein	PMT_1583	P9313_20001
Q7V5H6	AKG35_RS08445	chromosome segregation protein SMC	PMT_1584	P9313_20011
Q7V5H5	AKG35_RS08450	PRC-barrel domain-containing protein	PMT_1585	P9313_20021
Q7V5H4	AKG35_RS08455	peptide-methionine (R)-S-oxide reductase MsrB	PMT_1586	P9313_20031
Q7V5H3	AKG35_RS08460	hypothetical protein	PMT_1587	P9313_20041
Q7V5H2	AKG35_RS08470	acetyl-CoA carboxylase biotin carboxylase subunit	PMT_1588	P9313_20051
Q7V5H1	AKG35_RS08475	YggT family protein	PMT_1589	P9313_20061
Q7V5H0	AKG35_RS08480	photosystem II reaction center X protein	PMT_1590	P9313_20071
Q7V5G9	AKG35_RS08485	Ycf66 family protein	PMT_1591	P9313_20081
Q7V5G8	AKG35_RS08490	hypothetical protein	PMT_1592	P9313_20091
Q7V5G7	AKG35_RS08495	hypothetical protein	PMT_1593	P9313_20101
NA	AKG35_RS13550	chlorophyll a/b-binding protein	NA	NA
Q7V5G5	AKG35_RS08505	ABC transporter ATP-binding protein/permease	PMT_1595	P9313_20121
Q7V5G4	AKG35_RS08510	histidine triad nucleotide-binding protein	PMT_1596	P9313_20131
Q7V5G1	AKG35_RS08515	YifB family Mg chelatase-like AAA ATPase	PMT_1599	P9313_20181
B9ESD3	AKG35_RS08515	YifB family Mg chelatase-like AAA ATPase	NA	NA
B9ESD2	AKG35_RS08515	YifB family Mg chelatase-like AAA ATPase	NA	NA
Q7V5G0	AKG35_RS08525	DUF3747 domain-containing protein	PMT_1600	P9313_20201
Q7V5F9	AKG35_RS08530	peptide deformylase	PMT_1601	P9313_20231
Q7V5F8	AKG35_RS08535	prolyl oligopeptidase family serine peptidase	PMT_1602	P9313_20261
Q7V5F7	AKG35_RS08540	SufS family cysteine desulfurase	PMT_1603	P9313_20271
Q7V5F6	AKG35_RS08545	SufD family Fe-S cluster assembly protein	PMT_1604	P9313_20281
Q7TUQ7	AKG35_RS08550	Fe-S cluster assembly ATPase SufC	PMT_1605	P9313_20291
Q7V5F5	AKG35_RS08555	Fe-S cluster assembly protein SufB	PMT_1606	P9313_20301
Q7V5F4	AKG35_RS08565	iron-sulfur cluster biosynthesis transcriptional regulator SufR	PMT_1607	P9313_20321
NA	AKG35_RS13010	hypothetical protein	NA	NA
Q7V5F3	AKG35_RS08570	DUF4912 domain-containing protein	PMT_1608	P9313_20341
B9ESE1	AKG35_RS13340	hypothetical protein	NA	NA
B9ESE2	AKG35_RS08575	hypothetical protein	NA	NA
NA	AKG35_RS08580	DNA-3-methyladenine glycosylase	NA	NA
Q7V5F2	AKG35_RS08585	Nif11-like leader peptide family natural product precursor	PMT_1610	P9313_20381
Q7V5F1	AKG35_RS08590	hypothetical protein	PMT_1611	P9313_20391
Q7V437	AKG35_RS08590	hypothetical protein	PMT_2133	P9313_26771
B9ERA5	AKG35_RS08590	hypothetical protein	NA	NA
Q7V5F0	AKG35_RS08595	hypothetical protein	PMT_1612	P9313_20401
Q7V5E9	AKG35_RS08600	hypothetical protein	PMT_1613	P9313_20411
Q7V5E8	AKG35_RS08605	alpha-D-glucose phosphate-specific phosphoglucomutase	PMT_1614	P9313_20421
Q7V5E7	AKG35_RS08610	hypothetical protein	PMT_1615	P9313_20431
Q7V5E6	AKG35_RS08615	efflux RND transporter permease subunit	PMT_1616	P9313_20441
Q7V5E5	AKG35_RS08620	efflux RND transporter periplasmic adaptor subunit	PMT_1617	P9313_20451
Q7V5E4	AKG35_RS08625	AAA family ATPase	PMT_1618	P9313_20461
Q7TUQ6	AKG35_RS08630	hypothetical protein	PMT_1619	P9313_20471
Q7TUQ5	AKG35_RS08635	thymidylate synthase	PMT_1620	P9313_20481
Q7V5E3	AKG35_RS08640	4'-phosphopantetheinyl transferase superfamily protein	PMT_1621	P9313_20491
Q7V5E2	AKG35_RS08645	thioredoxin-dependent thiol peroxidase	PMT_1622	P9313_20501
Q7V5E1	AKG35_RS08650	type III pantothenate kinase	PMT_1623	P9313_20511
Q7V5E0	AKG35_RS08655	phosphoadenylyl-sulfate reductase	PMT_1624	P9313_20521
Q7V5D9	AKG35_RS08660	FAD-dependent oxidoreductase	PMT_1625	P9313_20531
Q7V5D8	AKG35_RS08665	GTPase HflX	PMT_1626	P9313_20541
Q7V5D7	AKG35_RS08670	SLC13 family permease	PMT_1627	P9313_20551
Q7V5D6	AKG35_RS08675	potassium transporter TrkG	PMT_1628	P9313_20561
Q7V5D5	AKG35_RS08680	TrkA family potassium uptake protein	PMT_1629	P9313_20571
Q7V5D4	AKG35_RS08685	anhydro-N-acetylmuramic acid kinase	PMT_1630	P9313_20581
Q7V5D3	AKG35_RS08690	hypothetical protein	PMT_1631	P9313_20591
Q7V5D2	AKG35_RS08695	hypothetical protein	PMT_1632	P9313_20601
Q7V5D1	AKG35_RS08700	hypothetical protein	PMT_1633	P9313_20611
Q7V5D0	AKG35_RS08705	hypothetical protein	PMT_1634	P9313_20621
Q7V5C9	AKG35_RS08710	ATP-binding cassette domain-containing protein	PMT_1635	P9313_20631
B9ESE3	AKG35_RS12425	hypothetical protein	NA	NA
B9ERN6	AKG35_RS12425	hypothetical protein	NA	NA
Q7V5C8	AKG35_RS08715	trypsin-like peptidase domain-containing protein	PMT_1636	P9313_20651
Q7V5C7	AKG35_RS08720	DUF2973 domain-containing protein	PMT_1637	P9313_20671
Q7V5C6	AKG35_RS08725	hypothetical protein	PMT_1638	P9313_20681
Q7TUQ4	AKG35_RS08730	ATP-dependent helicase HrpB	PMT_1639	P9313_20701
Q7V5C5	AKG35_RS08735	high light inducible protein	PMT_1640	P9313_20711
B9ESE6	AKG35_RS13345	hypothetical protein	NA	NA
Q7V5C4	AKG35_RS08745	exodeoxyribonuclease VII large subunit	PMT_1641	P9313_20731
Q7V5C3	AKG35_RS08750	exodeoxyribonuclease VII small subunit	PMT_1642	P9313_20741
B9ESE7	AKG35_RS13235	hypothetical protein	NA	NA
Q7V5C2	AKG35_RS08765	DUF2834 domain-containing protein	PMT_1643	P9313_20781
Q7TUQ3	AKG35_RS08770	hypothetical protein	PMT_1644	P9313_20791
Q7TUQ2	AKG35_RS08775	hypothetical protein	PMT_1645	P9313_20801
Q7V5C1	AKG35_RS08780	YihY/virulence factor BrkB family protein	PMT_1646	P9313_20811
Q7V5C0	AKG35_RS08815	glycoside hydrolase 100 family protein	PMT_1647	P9313_20871
Q7TUQ1	AKG35_RS08820	cytochrome b6-f complex subunit IV	PMT_1648	P9313_20881
Q7V5B9	AKG35_RS08825	cytochrome b6	PMT_1649	P9313_20891
Q7TUQ0	AKG35_RS08830	S41 family peptidase	PMT_1650	P9313_20901
Q7V5B8	AKG35_RS08835	HD domain-containing protein	PMT_1651	P9313_20911
Q7V5B7	AKG35_RS08840	septum site-determining protein MinC	PMT_1652	P9313_20921
Q7V5B6	AKG35_RS08845	septum site-determining protein MinD	PMT_1653	P9313_20931
Q7V5B5	AKG35_RS08850	cell division topological specificity factor MinE	PMT_1654	P9313_20941
Q7V5B4	AKG35_RS12430	helix-turn-helix transcriptional regulator	PMT_1655	P9313_20961
Q7V5B3	AKG35_RS13350	hypothetical protein	PMT_1656	P9313_20971
Q7V5B2	AKG35_RS08860	hypothetical protein	PMT_1657	P9313_20981
Q7V5B1	AKG35_RS08875	Sua5/YciO/YrdC/YwlC family protein	PMT_1659	P9313_21011
Q7TUP8	AKG35_RS08880	peptide chain release factor N(5)-glutamine methyltransferase	PMT_1660	P9313_21021
Q7V5B0	AKG35_RS08885	DNA processing protein DprA	PMT_1661	P9313_21031
Q7V5A9	AKG35_RS08890	acyl-CoA thioesterase	PMT_1662	P9313_21041
Q7TUP7	AKG35_RS12435	photosystem II reaction center protein PsbM	PMT_1663	P9313_21071
Q7V5A8	AKG35_RS08895	(2Fe-2S)-binding protein	PMT_1664	P9313_21081
Q7V5A7	AKG35_RS08900	photosystem II chlorophyll-binding protein CP47	PMT_1665	P9313_21091
Q7V5A6	AKG35_RS08905	photosystem II reaction center protein T	PMT_1666	P9313_21101
Q7V5A5	AKG35_RS08910	transcriptional regulator NrdR	PMT_1667	P9313_21121
Q7V5A4	AKG35_RS08915	30S ribosomal protein S1	PMT_1668	P9313_21131
Q7V5A3	AKG35_RS08920	HAD family hydrolase	PMT_1669	P9313_21141
Q7V5A2	AKG35_RS08925	methionine adenosyltransferase	PMT_1670	P9313_21151
Q7V5A1	AKG35_RS08930	FGGY-family carbohydrate kinase	PMT_1671	P9313_21161
Q7V5A0	AKG35_RS08935	DUF2470 domain-containing protein	PMT_1672	P9313_21171
Q7V599	AKG35_RS08940	ComF family protein	PMT_1673	P9313_21181
Q7V598	AKG35_RS08955	hypothetical protein	PMT_1674	P9313_21211
Q7V597	AKG35_RS08960	hypothetical protein	PMT_1675	P9313_21221
B9ESG4	AKG35_RS08970	hypothetical protein	NA	NA
Q7V595	AKG35_RS08975	phycobiliprotein lyase	PMT_1677	P9313_21261
Q7V594	AKG35_RS08980	chromophore lyase CpcT/CpeT	PMT_1678	P9313_21271
Q7V593	AKG35_RS08985	HEAT repeat domain-containing protein	PMT_1679	P9313_21291
Q7V592	AKG35_RS08990	HEAT repeat domain-containing protein	PMT_1680	P9313_21311
Q7V591	AKG35_RS08995	bilin biosynthesis protein cpeZ	PMT_1681	P9313_21321
Q8VU00	AKG35_RS09000	bleomycin hydrolase	NA	NA
Q7V590	AKG35_RS09000	bleomycin hydrolase	PMT_1682	P9313_21341
Q8VU01	AKG35_RS09005	bleomycin hydrolase	NA	NA
Q7V589	AKG35_RS09005	bleomycin hydrolase	PMT_1683	P9313_21351
B9ESG9	AKG35_RS09015	hypothetical protein	NA	NA
Q7V587	AKG35_RS09020	biliverdin-producing heme oxygenase	PMT_1685	P9313_21391
Q7V586	AKG35_RS09025	15%2C16-dihydrobiliverdin:ferredoxin oxidoreductase	PMT_1686	P9313_21411
Q7V585	AKG35_RS09030	phycoerythrobilin:ferredoxin oxidoreductase	PMT_1687	P9313_21421
Q7V584	AKG35_RS09035	low molecular weight phosphotyrosine protein phosphatase	PMT_1688	P9313_21441
Q7V583	AKG35_RS09040	bifunctional pantoate--beta-alanine ligase/(d)CMP kinase	PMT_1689	P9313_21451
Q7V582	AKG35_RS09045	septal ring lytic transglycosylase RlpA family protein	PMT_1690	P9313_21461
Q7V581	AKG35_RS09050	phosphoribosylformylglycinamidine cyclo-ligase	PMT_1691	P9313_21471
Q7V580	AKG35_RS09055	hypothetical protein	PMT_1692	P9313_21481
Q7V579	AKG35_RS12440	hypothetical protein	PMT_1693	P9313_21501
Q7V578	AKG35_RS09060	hypothetical protein	PMT_1694	P9313_21511
Q7V577	AKG35_RS09065	tetratricopeptide repeat protein	PMT_1695	P9313_21521
Q7TUP6	AKG35_RS09070	hypothetical protein	PMT_1696	P9313_21541
Q7TTQ6	AKG35_RS09075	hypothetical protein	PMT_1697	P9313_21551
B9ESH4	AKG35_RS13015	hypothetical protein	NA	NA
NA	AKG35_RS13245	hypothetical protein	NA	NA
NA	AKG35_RS13555	recombinase family protein	NA	NA
Q7V574	AKG35_RS09090	hypothetical protein	PMT_1700	P9313_21631
Q7V573	AKG35_RS09100	lipid-A-disaccharide synthase-related protein	PMT_1701	P9313_21641
Q7V572	AKG35_RS09105	hypothetical protein	PMT_1702	P9313_21651
Q7V571	AKG35_RS09110	ribonuclease D	PMT_1703	P9313_21661
NA	AKG35_RS13560	hypothetical protein	NA	NA
Q7V570	AKG35_RS09120	cofactor assembly of complex C subunit B	PMT_1704	P9313_21691
Q7V569	AKG35_RS09125	N-acetylmuramoyl-L-alanine amidase	PMT_1705	P9313_21701
Q7V568	AKG35_RS09130	oxygen-dependent coproporphyrinogen oxidase	PMT_1706	P9313_21711
Q7V567	AKG35_RS09135	Mrp/NBP35 family ATP-binding protein	PMT_1707	P9313_21721
Q7V566	AKG35_RS09140	rod shape-determining protein RodA	PMT_1708	P9313_21731
Q7V565	AKG35_RS09145	HAMP domain-containing histidine kinase	PMT_1709	P9313_21741
Q7V564	AKG35_RS09150	photosystem I reaction center subunit II	PMT_1710	P9313_21751
Q7V563	AKG35_RS09155	anthranilate synthase component I	PMT_1711	P9313_21761
Q7V562	AKG35_RS09160	glutamate--cysteine ligase	PMT_1712	P9313_21771
Q7V561	AKG35_RS09165	phosphoenolpyruvate carboxylase	PMT_1713	P9313_21781
Q7V560	AKG35_RS09170	hypothetical protein	PMT_1714	P9313_21791
Q7V559	AKG35_RS09180	DNA replication/repair protein RecF	PMT_1715	P9313_21801
Q7V558	AKG35_RS09185	adenosylmethionine decarboxylase	PMT_1716	P9313_21821
B9ESI2	AKG35_RS09190	hypothetical protein	NA	NA
B9ESI3	AKG35_RS09195	hypothetical protein	NA	NA
Q7V557	AKG35_RS09200	ATP-dependent sacrificial sulfur transferase LarE	PMT_1717	P9313_21851
Q7V556	AKG35_RS09205	cob(I)yrinic acid a%2Cc-diamide adenosyltransferase	PMT_1718	P9313_21861
Q7V555	AKG35_RS09210	molybdopterin-synthase adenylyltransferase MoeB	PMT_1719	P9313_21871
Q7V554	AKG35_RS09215	Mov34/MPN/PAD-1 family protein	PMT_1720	P9313_21881
Q7V553	AKG35_RS09220	CAAD domain-containing protein	PMT_1721	P9313_21891
Q7V552	AKG35_RS09225	fructosamine kinase family protein	PMT_1722	P9313_21901
Q7V551	AKG35_RS09230	C-3'%2C4' desaturase CrtD	PMT_1723	P9313_21911
Q7V550	AKG35_RS09235	prephenate/arogenate dehydrogenase	PMT_1724	P9313_21921
Q7V549	AKG35_RS09240	helicase	PMT_1725	P9313_21931
Q7V548	AKG35_RS09245	DUF2839 domain-containing protein	PMT_1726	P9313_21941
Q7V547	AKG35_RS09250	recombinase RecA	PMT_1727	P9313_21951
Q7V546	AKG35_RS09255	HAD family hydrolase	PMT_1728	P9313_21961
Q7V545	AKG35_RS09265	AAA family ATPase	PMT_1729	P9313_21971
Q7V544	AKG35_RS09270	hypothetical protein	PMT_1730	P9313_21981
Q7V543	AKG35_RS09275	NAD(P)H-quinone oxidoreductase subunit N	PMT_1731	P9313_21991
Q7V542	AKG35_RS09280	50S ribosomal protein L3	PMT_1732	P9313_22001
Q7V541	AKG35_RS09285	50S ribosomal protein L4	PMT_1733	P9313_22011
Q7V540	AKG35_RS09290	50S ribosomal protein L23	PMT_1734	P9313_22021
Q7V539	AKG35_RS09295	50S ribosomal protein L2	PMT_1735	P9313_22031
Q7TUP5	AKG35_RS12450	30S ribosomal protein S19	PMT_1736	P9313_22041
Q7V538	AKG35_RS09305	50S ribosomal protein L22	PMT_1737	P9313_22051
Q7V537	AKG35_RS09310	30S ribosomal protein S3	PMT_1738	P9313_22061
Q7V536	AKG35_RS09315	50S ribosomal protein L16	PMT_1739	P9313_22071
Q7V535	AKG35_RS09320	50S ribosomal protein L29	PMT_1740	P9313_22081
Q7TUP4	AKG35_RS09325	30S ribosomal protein S17	PMT_1741	P9313_22091
Q7TUP3	AKG35_RS09330	50S ribosomal protein L14	PMT_1742	P9313_22101
Q7V534	AKG35_RS09335	50S ribosomal protein L24	PMT_1743	P9313_22111
Q7V533	AKG35_RS09340	50S ribosomal protein L5	PMT_1744	P9313_22131
Q7V532	AKG35_RS09345	30S ribosomal protein S8	PMT_1745	P9313_22141
Q7V531	AKG35_RS09350	50S ribosomal protein L6	PMT_1746	P9313_22151
Q7V530	AKG35_RS09355	50S ribosomal protein L18	PMT_1747	P9313_22161
Q7V529	AKG35_RS09360	30S ribosomal protein S5	PMT_1748	P9313_22171
Q7V528	AKG35_RS09365	50S ribosomal protein L15	PMT_1749	P9313_22181
Q7V527	AKG35_RS09370	preprotein translocase subunit SecY	PMT_1750	P9313_22191
Q7V526	AKG35_RS09375	adenylate kinase	PMT_1751	P9313_22201
Q7TUP2	AKG35_RS12455	50S ribosomal protein L36	PMT_1752	P9313_22211
Q7V525	AKG35_RS09380	30S ribosomal protein S13	PMT_1753	P9313_22221
Q7V524	AKG35_RS09385	30S ribosomal protein S11	PMT_1754	P9313_22231
Q7V523	AKG35_RS09390	DNA-directed RNA polymerase subunit alpha	PMT_1755	P9313_22241
Q7V522	AKG35_RS09395	50S ribosomal protein L17	PMT_1756	P9313_22251
Q7TUP1	AKG35_RS09400	tRNA pseudouridine(38-40) synthase TruA	PMT_1757	P9313_22261
Q7V521	AKG35_RS09405	50S ribosomal protein L13	PMT_1758	P9313_22271
Q7V520	AKG35_RS09410	30S ribosomal protein S9	PMT_1759	P9313_22281
Q7V519	AKG35_RS09415	50S ribosomal protein L31	PMT_1760	P9313_22291
Q7V518	AKG35_RS09420	peptide chain release factor 1	PMT_1761	P9313_22301
Q7V517	AKG35_RS09425	HNH endonuclease	PMT_1762	P9313_22311
Q7TUP0	AKG35_RS09430	alanine racemase	PMT_1763	P9313_22321
Q7V516	AKG35_RS09440	serine hydrolase	PMT_1764	P9313_22331
Q7V515	AKG35_RS09445	C40 family peptidase	PMT_1765	P9313_22341
Q7V514	AKG35_RS09450	glycosyltransferase family 2 protein	PMT_1766	P9313_22351
B9ESI5	AKG35_RS09455	hypothetical protein	NA	NA
Q7V513	AKG35_RS09460	photosystem I reaction center subunit VIII	PMT_1767	P9313_22371
Q7V512	AKG35_RS09465	photosystem I reaction center protein subunit XI	PMT_1768	P9313_22381
Q7V511	AKG35_RS09470	photosystem I core protein PsaB	PMT_1769	P9313_22401
Q7V510	AKG35_RS09475	photosystem I core protein PsaA	PMT_1770	P9313_22411
NA	AKG35_RS13025	hypothetical protein	NA	NA
Q7V509	AKG35_RS09480	hypothetical protein	PMT_1771	P9313_22421
Q7V509	AKG35_RS09480	hypothetical protein	PMT_1771	P9313_22421
Q7V509	AKG35_RS09480	hypothetical protein	PMT_1771	P9313_22421
Q7TUN9	AKG35_RS09485	precorrin-3B C(17)-methyltransferase	PMT_1772	P9313_22431
Q7V508	AKG35_RS09490	lycopene cyclase family protein	PMT_1773	P9313_22441
