seqid,gene_names,gene,locus_tag_ncbi,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,locus_tag,ec_numbers
NZ_CP139300.1,SOI86_RS02485,,SOI86_RS02485,Protein Homology,413908,414090,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376580.1,Nif11 family protein,WP_320682029.1,,,,,SOI86_RS02485,
NZ_CP139300.1,SOI86_RS02490,,SOI86_RS02490,Protein Homology,414176,414943,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376581.1,pilus assembly protein,WP_320682030.1,,,,,SOI86_RS02490,
NZ_CP139300.1,SOI86_RS02495,,SOI86_RS02495,Protein Homology,415080,415394,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376582.1,hypothetical protein,WP_320682031.1,,,,,SOI86_RS02495,
NZ_CP139300.1,SOI86_RS02500,,SOI86_RS02500,Protein Homology,415413,415574,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818555.1,hypothetical protein,WP_320682032.1,,,,,SOI86_RS02500,
NZ_CP139300.1,SOI86_RS02505,,SOI86_RS02505,Protein Homology,415671,416045,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376583.1,hypothetical protein,WP_320682033.1,,,,,SOI86_RS02505,
NZ_CP139300.1,SOI86_RS02510,,SOI86_RS02510,Protein Homology,416226,416432,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818557.1,hypothetical protein,WP_320682034.1,,,,,SOI86_RS02510,
NZ_CP139300.1,SOI86_RS02515,,SOI86_RS02515,Protein Homology,417100,417528,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806099.1,OsmC family protein,WP_320682035.1,"GO:0006979,GO:0004601",,peroxidase activity|0004601||IEA,response to oxidative stress|0006979||IEA,SOI86_RS02515,1.11.1.-
NZ_CP139300.1,SOI86_RS02520,,SOI86_RS02520,Protein Homology,418136,418531,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818560.1,DUF1499 domain-containing protein,WP_320682036.1,,,,,SOI86_RS02520,
NZ_CP139300.1,SOI86_RS02525,,SOI86_RS02525,Protein Homology,419388,419636,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376589.1,hypothetical protein,WP_011376589.1,,,,,SOI86_RS02525,
NZ_CP139300.1,SOI86_RS02530,,SOI86_RS02530,Protein Homology,419720,419866,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863089.1,hypothetical protein,WP_320682037.1,,,,,SOI86_RS02530,
NZ_CP139300.1,SOI86_RS02535,,SOI86_RS02535,Protein Homology,419867,420652,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863090.1,metal ABC transporter permease,WP_320682038.1,"GO:0055085,GO:0042626,GO:0140359,GO:0016020",membrane|0016020||IEA,"ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",transmembrane transport|0055085||IEA,SOI86_RS02535,
NZ_CP139300.1,SOI86_RS02540,,SOI86_RS02540,Protein Homology,420670,421104,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376591.1,transcriptional repressor,WP_320682039.1,"GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",,SOI86_RS02540,
NZ_CP139300.1,SOI86_RS02545,,SOI86_RS02545,Protein Homology,421118,421888,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863092.1,ABC transporter ATP-binding protein,WP_320682040.1,"GO:0005524,GO:0016887,GO:0042626,GO:0140359",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,SOI86_RS02545,
NZ_CP139300.1,SOI86_RS02550,,SOI86_RS02550,Protein Homology,422027,423571,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863093.1,metal ABC transporter solute-binding protein%2C Zn/Mn family,WP_320682041.1,GO:0046872,,metal ion binding|0046872||IEA,,SOI86_RS02550,
NZ_CP139300.1,SOI86_RS02555,,SOI86_RS02555,Protein Homology,423649,425004,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007859.1,GTP-binding protein,WP_320682042.1,"GO:0003924,GO:0005525,GO:0046872",,"GTPase activity|0003924||IEA,GTP binding|0005525||IEA,metal ion binding|0046872||IEA",,SOI86_RS02555,
NZ_CP139300.1,SOI86_RS02560,,SOI86_RS02560,Protein Homology,424992,426050,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806894.1,WD40 repeat domain-containing protein,WP_320682043.1,,,,,SOI86_RS02560,
NZ_CP139300.1,SOI86_RS02565,,SOI86_RS02565,Protein Homology,426085,426240,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805509.1,hypothetical protein,WP_320682044.1,,,,,SOI86_RS02565,
NZ_CP139300.1,SOI86_RS02570,,SOI86_RS02570,Protein Homology,426806,427078,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807239.1,DNA gyrase,WP_320682045.1,,,,,SOI86_RS02570,
NZ_CP139300.1,SOI86_RS02575,,SOI86_RS02575,Protein Homology,427106,427339,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806541.1,hypothetical protein,WP_320682046.1,,,,,SOI86_RS02575,
NZ_CP139300.1,SOI86_RS02580,,SOI86_RS02580,Protein Homology,427371,427607,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007864.1,hypothetical protein,WP_320682047.1,,,,,SOI86_RS02580,
NZ_CP139300.1,SOI86_RS02585,,SOI86_RS02585,Protein Homology,427736,429178,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376599.1,circularly permuted type 2 ATP-grasp protein,WP_320682048.1,,,,,SOI86_RS02585,
NZ_CP139300.1,SOI86_RS02590,,SOI86_RS02590,Protein Homology,429180,430121,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376600.1,alpha-E domain-containing protein,WP_320682049.1,,,,,SOI86_RS02590,
NZ_CP139300.1,SOI86_RS02595,,SOI86_RS02595,Protein Homology,430133,430990,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863100.1,transglutaminase family protein,WP_320682050.1,,,,,SOI86_RS02595,
NZ_CP139300.1,SOI86_RS02600,,SOI86_RS02600,Protein Homology,431163,431636,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806700.1,HNH endonuclease,WP_320682491.1,,,,,SOI86_RS02600,
NZ_CP139300.1,SOI86_RS02605,,SOI86_RS02605,Protein Homology,431720,432238,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376603.1,pentapeptide repeat-containing protein,WP_320682051.1,,,,,SOI86_RS02605,
NZ_CP139300.1,SOI86_RS02610,,SOI86_RS02610,Protein Homology,432249,432602,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818580.1,ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein,WP_320682052.1,"GO:0004176,GO:0004222,GO:0005524,GO:0008270,GO:0016020",membrane|0016020||IEA,"ATP-dependent peptidase activity|0004176||IEA,metalloendopeptidase activity|0004222||IEA,ATP binding|0005524||IEA,zinc ion binding|0008270||IEA",,SOI86_RS02610,
NZ_CP139300.1,SOI86_RS02615,,SOI86_RS02615,Protein Homology,432815,433684,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818582.1,carbohydrate kinase family protein,WP_320682053.1,"GO:0005975,GO:0016301",,kinase activity|0016301||IEA,carbohydrate metabolic process|0005975||IEA,SOI86_RS02615,2.7.1.-
NZ_CP139300.1,SOI86_RS02620,,SOI86_RS02620,Protein Homology,433726,434097,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007872.1,DUF2834 domain-containing protein,WP_320682054.1,,,,,SOI86_RS02620,
NZ_CP139300.1,SOI86_RS02625,,SOI86_RS02625,Protein Homology,434094,435323,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007873.1,MFS transporter,WP_320682055.1,"GO:0055085,GO:0022857",,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,SOI86_RS02625,
NZ_CP139300.1,SOI86_RS02630,,SOI86_RS02630,Protein Homology,435326,436876,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805199.1,alpha/beta hydrolase,WP_320682056.1,,,,,SOI86_RS02630,
NZ_CP139300.1,SOI86_RS02635,,SOI86_RS02635,Protein Homology,436873,437895,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863107.1,ABC transporter permease,WP_320682057.1,,,,,SOI86_RS02635,
NZ_CP139300.1,SOI86_RS02640,,SOI86_RS02640,Protein Homology,437888,439459,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863108.1,ABC transporter substrate-binding protein,WP_320682058.1,,,,,SOI86_RS02640,
NZ_CP139300.1,SOI86_RS02645,,SOI86_RS02645,Protein Homology,439477,439728,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376611.1,hypothetical protein,WP_320682059.1,,,,,SOI86_RS02645,
NZ_CP139300.1,SOI86_RS02650,,SOI86_RS02650,Protein Homology,439799,441100,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863110.1,homoserine dehydrogenase,WP_320682060.1,"GO:0006520,GO:0004412",,homoserine dehydrogenase activity|0004412||IEA,amino acid metabolic process|0006520||IEA,SOI86_RS02650,1.1.1.3
NZ_CP139300.1,SOI86_RS02655,,SOI86_RS02655,Protein Homology,441140,441565,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805591.1,SufE family protein,WP_320682061.1,,,,,SOI86_RS02655,
NZ_CP139300.1,SOI86_RS02660,,SOI86_RS02660,Protein Homology,441605,442162,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007880.1,5-formyltetrahydrofolate cyclo-ligase,WP_320682062.1,"GO:0006730,GO:0030272",,5-formyltetrahydrofolate cyclo-ligase activity|0030272||IEA,one-carbon metabolic process|0006730||IEA,SOI86_RS02660,6.3.3.2
NZ_CP139300.1,ruvC,ruvC,SOI86_RS02665,Protein Homology,442172,442645,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007881.1,crossover junction endodeoxyribonuclease RuvC,WP_320682063.1,"GO:0006310,GO:0008821",,crossover junction DNA endonuclease activity|0008821||IEA,DNA recombination|0006310||IEA,SOI86_RS02665,3.1.21.10
NZ_CP139300.1,bchI,bchI,SOI86_RS02670,Protein Homology,442651,443739,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_009790265.1,magnesium chelatase ATPase subunit I,WP_320682064.1,"GO:0015995,GO:0005524,GO:0016851,GO:0016887,GO:0010007",magnesium chelatase complex|0010007||IEA,"ATP binding|0005524||IEA,magnesium chelatase activity|0016851||IEA,ATP hydrolysis activity|0016887||IEA",chlorophyll biosynthetic process|0015995||IEA,SOI86_RS02670,6.6.1.1
NZ_CP139300.1,SOI86_RS02675,,SOI86_RS02675,Protein Homology,443861,444610,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376617.1,TrmJ/YjtD family RNA methyltransferase,WP_320682065.1,,,,,SOI86_RS02675,2.1.1.-
NZ_CP139300.1,SOI86_RS02680,,SOI86_RS02680,Protein Homology,444607,444981,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376618.1,cytochrome c,WP_320682066.1,"GO:0009055,GO:0020037",,"electron transfer activity|0009055||IEA,heme binding|0020037||IEA",,SOI86_RS02680,
NZ_CP139300.1,petG,petG,SOI86_RS02685,Protein Homology,445036,445155,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132691.1,cytochrome b6-f complex subunit V,WP_320682067.1,"GO:0015979,GO:0017004,GO:0045158",,electron transporter%2C transferring electrons within cytochrome b6/f complex of photosystem II activity|0045158||IEA,"photosynthesis|0015979||IEA,cytochrome complex assembly|0017004||IEA",SOI86_RS02685,
NZ_CP139300.1,rsmD,rsmD,SOI86_RS02690,Protein Homology,445132,445731,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807134.1,16S rRNA (guanine(966)-N(2))-methyltransferase RsmD,WP_320682068.1,"GO:0031167,GO:0052913",,16S rRNA (guanine(966)-N(2))-methyltransferase activity|0052913||IEA,rRNA methylation|0031167||IEA,SOI86_RS02690,2.1.1.171
NZ_CP139300.1,hisH,hisH,SOI86_RS02695,Protein Homology,445745,446362,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806976.1,imidazole glycerol phosphate synthase subunit HisH,WP_320682069.1,"GO:0000105,GO:0000107",,imidazoleglycerol-phosphate synthase activity|0000107||IEA,L-histidine biosynthetic process|0000105||IEA,SOI86_RS02695,4.3.2.10
NZ_CP139300.1,trxA,trxA,SOI86_RS02700,Protein Homology,446374,446697,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015110798.1,thioredoxin,WP_079317286.1,GO:0015035,,protein-disulfide reductase activity|0015035||IEA,,SOI86_RS02700,
NZ_CP139300.1,SOI86_RS02705,,SOI86_RS02705,Protein Homology,446928,448091,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011127590.1,GuaB3 family IMP dehydrogenase-related protein,WP_320682070.1,GO:0003938,,IMP dehydrogenase activity|0003938||IEA,,SOI86_RS02705,
NZ_CP139300.1,gyrA,gyrA,SOI86_RS02710,Protein Homology,448272,450869,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012195679.1,DNA gyrase subunit A,WP_320682071.1,"GO:0006259,GO:0006265,GO:0003677,GO:0003916,GO:0003918,GO:0005524",,"DNA binding|0003677||IEA,DNA topoisomerase activity|0003916||IEA,DNA topoisomerase type II (double strand cut%2C ATP-hydrolyzing) activity|0003918||IEA,ATP binding|0005524||IEA","DNA metabolic process|0006259||IEA,DNA topological change|0006265||IEA",SOI86_RS02710,5.6.2.2
NZ_CP139300.1,crtL,crtL,SOI86_RS02715,Protein Homology,450893,452104,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818600.1,lycopene beta cyclase,WP_320682072.1,"GO:0016117,GO:0045436",,lycopene beta cyclase activity|0045436||IEA,carotenoid biosynthetic process|0016117||IEA,SOI86_RS02715,5.5.1.19
NZ_CP139300.1,SOI86_RS02720,,SOI86_RS02720,Protein Homology,452109,453692,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376626.1,glycoside hydrolase family 57 protein,WP_320682073.1,,,,,SOI86_RS02720,
NZ_CP139300.1,SOI86_RS02725,,SOI86_RS02725,Protein Homology,453919,455559,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376627.1,2-isopropylmalate synthase,WP_320682074.1,"GO:0009098,GO:0019752,GO:0003852",,2-isopropylmalate synthase activity|0003852||IEA,"L-leucine biosynthetic process|0009098||IEA,carboxylic acid metabolic process|0019752||IEA",SOI86_RS02725,2.3.3.13
NZ_CP139300.1,SOI86_RS02730,,SOI86_RS02730,Protein Homology,455642,456034,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863124.1,hypothetical protein,WP_320682075.1,,,,,SOI86_RS02730,
NZ_CP139300.1,SOI86_RS02735,,SOI86_RS02735,Protein Homology,456043,457515,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863125.1,HDIG domain-containing metalloprotein,WP_320682076.1,,,,,SOI86_RS02735,
NZ_CP139300.1,folD,folD,SOI86_RS02740,Protein Homology,457590,458486,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820466.1,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD,WP_320682077.1,GO:0004488,,methylenetetrahydrofolate dehydrogenase (NADP+) activity|0004488||IEA,,SOI86_RS02740,
NZ_CP139300.1,SOI86_RS02745,,SOI86_RS02745,Protein Homology,458522,459424,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806476.1,farnesyl diphosphate synthase,WP_320682078.1,"GO:0008299,GO:0004659,GO:0046872",,"prenyltransferase activity|0004659||IEA,metal ion binding|0046872||IEA",isoprenoid biosynthetic process|0008299||IEA,SOI86_RS02745,2.5.1.10
NZ_CP139300.1,SOI86_RS02750,,SOI86_RS02750,Protein Homology,459438,459917,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820468.1,divergent PAP2 family protein,WP_320682079.1,,,,,SOI86_RS02750,
NZ_CP139300.1,SOI86_RS02755,,SOI86_RS02755,Protein Homology,459914,461305,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376633.1,cobyrinate a%2Cc-diamide synthase,WP_320682080.1,GO:0042242,,cobyrinic acid a%2Cc-diamide synthase activity|0042242||IEA,,SOI86_RS02755,
NZ_CP139300.1,SOI86_RS02760,,SOI86_RS02760,Protein Homology,461306,462610,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011125277.1,glucose-6-phosphate dehydrogenase assembly protein OpcA,WP_320682081.1,,,,,SOI86_RS02760,
NZ_CP139300.1,zwf,zwf,SOI86_RS02765,Protein Homology,462613,464136,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818611.1,glucose-6-phosphate dehydrogenase,WP_320682082.1,"GO:0006006,GO:0006098,GO:0004345,GO:0016614,GO:0050661",,"glucose-6-phosphate dehydrogenase activity|0004345||IEA,oxidoreductase activity%2C acting on CH-OH group of donors|0016614||IEA,NADP binding|0050661||IEA","glucose metabolic process|0006006||IEA,pentose-phosphate shunt|0006098||IEA",SOI86_RS02765,1.1.1.49
NZ_CP139300.1,SOI86_RS02770,,SOI86_RS02770,Protein Homology,464247,465356,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376636.1,FAD-binding oxidoreductase,WP_320682083.1,,,,,SOI86_RS02770,
NZ_CP139300.1,SOI86_RS02775,,SOI86_RS02775,Protein Homology,465539,466075,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132709.1,SRPBCC family protein,WP_320682084.1,,,,,SOI86_RS02775,
NZ_CP139300.1,SOI86_RS02785,,SOI86_RS02785,Protein Homology,466208,467326,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376638.1,histidine kinase,WP_320682085.1,,,,,SOI86_RS02785,
NZ_CP139300.1,SOI86_RS02790,,SOI86_RS02790,Protein Homology,467433,467975,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007903.1,hypothetical protein,WP_320682086.1,,,,,SOI86_RS02790,
NZ_CP139300.1,SOI86_RS02795,,SOI86_RS02795,Protein Homology,468038,468478,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805675.1,Villin headpiece domain-containing protein,WP_320682087.1,,,,,SOI86_RS02795,
NZ_CP139300.1,SOI86_RS02800,,SOI86_RS02800,Protein Homology,468488,469483,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_009789557.1,ribose-phosphate pyrophosphokinase,WP_320682088.1,,,,,SOI86_RS02800,
NZ_CP139300.1,malQ,malQ,SOI86_RS02805,Protein Homology,469738,471258,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376642.1,4-alpha-glucanotransferase,WP_320682089.1,"GO:0005980,GO:0004134",,4-alpha-glucanotransferase activity|0004134||IEA,glycogen catabolic process|0005980||IEA,SOI86_RS02805,2.4.1.25
NZ_CP139300.1,SOI86_RS02810,,SOI86_RS02810,Protein Homology,471273,471767,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806890.1,helix-turn-helix domain-containing protein,WP_320682090.1,GO:0003677,,DNA binding|0003677||IEA,,SOI86_RS02810,
NZ_CP139300.1,SOI86_RS02815,,SOI86_RS02815,Protein Homology,471951,473609,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805554.1,AarF/ABC1/UbiB kinase family protein,WP_320682091.1,,,,,SOI86_RS02815,
NZ_CP139300.1,SOI86_RS02820,,SOI86_RS02820,Protein Homology,473674,475065,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805874.1,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,WP_320682092.1,"GO:0009058,GO:0030170",,pyridoxal phosphate binding|0030170||IEA,biosynthetic process|0009058||IEA,SOI86_RS02820,
NZ_CP139300.1,SOI86_RS02825,,SOI86_RS02825,Protein Homology,475081,475938,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806299.1,phosphatidate cytidylyltransferase,WP_320682093.1,"GO:0016024,GO:0004605",,phosphatidate cytidylyltransferase activity|0004605||IEA,CDP-diacylglycerol biosynthetic process|0016024||IEA,SOI86_RS02825,2.7.7.41
NZ_CP139300.1,SOI86_RS02830,,SOI86_RS02830,Protein Homology,475940,476845,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132719.1,alpha/beta hydrolase,WP_320682094.1,,,,,SOI86_RS02830,
NZ_CP139300.1,SOI86_RS02835,,SOI86_RS02835,Protein Homology,476854,477945,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376648.1,iron-containing alcohol dehydrogenase,WP_320682095.1,"GO:0016491,GO:0046872",,"oxidoreductase activity|0016491||IEA,metal ion binding|0046872||IEA",,SOI86_RS02835,1.1.1.1
NZ_CP139300.1,SOI86_RS02840,,SOI86_RS02840,Protein Homology,477958,480486,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007913.1,ATP-dependent Clp protease ATP-binding subunit,WP_320682096.1,,,,,SOI86_RS02840,
NZ_CP139300.1,SOI86_RS02845,,SOI86_RS02845,Protein Homology,480664,481107,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807345.1,GNAT family N-acetyltransferase,WP_320682097.1,GO:0016747,,acyltransferase activity%2C transferring groups other than amino-acyl groups|0016747||IEA,,SOI86_RS02845,2.3.1.-
NZ_CP139300.1,lysA,lysA,SOI86_RS02850,Protein Homology,481196,482569,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863148.1,diaminopimelate decarboxylase,WP_320682098.1,"GO:0009089,GO:0008836",,diaminopimelate decarboxylase activity|0008836||IEA,lysine biosynthetic process via diaminopimelate|0009089||IEA,SOI86_RS02850,4.1.1.20
NZ_CP139300.1,cdaA,cdaA,SOI86_RS02855,Protein Homology,482598,483506,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007916.1,diadenylate cyclase CdaA,WP_320682099.1,"GO:0006171,GO:0004016",,adenylate cyclase activity|0004016||IEA,cAMP biosynthetic process|0006171||IEA,SOI86_RS02855,2.7.7.85
NZ_CP139300.1,SOI86_RS02860,,SOI86_RS02860,Protein Homology,483510,484313,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132725.1,isoprenyl transferase,WP_320682100.1,GO:0016765,,transferase activity%2C transferring alkyl or aryl (other than methyl) groups|0016765||IEA,,SOI86_RS02860,
NZ_CP139300.1,bioB,bioB,SOI86_RS02865,Protein Homology,484320,485327,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820491.1,biotin synthase BioB,WP_320682101.1,"GO:0009102,GO:0004076,GO:0051536,GO:1904047",,"biotin synthase activity|0004076||IEA,iron-sulfur cluster binding|0051536||IEA,S-adenosyl-L-methionine binding|1904047||IEA",biotin biosynthetic process|0009102||IEA,SOI86_RS02865,2.8.1.6
NZ_CP139300.1,SOI86_RS02870,,SOI86_RS02870,Protein Homology,485324,486232,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007918.1,rhodanese-related sulfurtransferase,WP_320682102.1,,,,,SOI86_RS02870,
NZ_CP139300.1,SOI86_RS02875,,SOI86_RS02875,Protein Homology,486269,486769,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805503.1,hypothetical protein,WP_320682103.1,,,,,SOI86_RS02875,
NZ_CP139300.1,lipA,lipA,SOI86_RS02880,Protein Homology,486766,487665,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806029.1,lipoyl synthase,WP_320682104.1,"GO:0009107,GO:0016992,GO:0051539,GO:1904047",,"lipoate synthase activity|0016992||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA,S-adenosyl-L-methionine binding|1904047||IEA",lipoate biosynthetic process|0009107||IEA,SOI86_RS02880,2.8.1.8
