gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags
ALTBGP6_RS06140,,ALTBGP6_RS06140,EZ55_01259,Protein Homology,1396182,1397216,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978185.1,IS110 family RNA-guided transposase,WP_061439262.1,GO:0004803,,transposase activity|0004803||IEA,,,EZ55_01259
ALTBGP6_RS06145,,ALTBGP6_RS06145,EZ55_01260,Protein Homology,1397718,1398422,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948793.1,YIP1 family protein,WP_014948793.1,GO:0016020,membrane|0016020||IEA,,,,EZ55_01260
ALTBGP6_RS06150,,ALTBGP6_RS06150,EZ55_01261,Protein Homology,1398700,1400424,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517828.1,SLC13 family permease,WP_014948794.1,"GO:0055085,GO:0016020",membrane|0016020||IEA,,transmembrane transport|0055085||IEA,,EZ55_01261
cysN,cysN,ALTBGP6_RS06155,EZ55_01262,Protein Homology,1400441,1401856,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517829.1,sulfate adenylyltransferase subunit CysN,WP_014948795.1,"GO:0006790,GO:0003924,GO:0005525",,"GTPase activity|0003924||IEA,GTP binding|0005525||IEA",sulfur compound metabolic process|0006790||IEA,,EZ55_01262
cysQ,cysQ,ALTBGP6_RS06160,EZ55_01263,Protein Homology,1401858,1402649,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997779.1,3'(2')%2C5'-bisphosphate nucleotidase CysQ,WP_156086109.1,"GO:0006790,GO:0000287,GO:0008441",,"magnesium ion binding|0000287||IEA,3'(2')%2C5'-bisphosphate nucleotidase activity|0008441||IEA",sulfur compound metabolic process|0006790||IEA,,EZ55_01263
cysC,cysC,ALTBGP6_RS06165,EZ55_01264,Protein Homology,1402649,1403245,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997780.1,adenylyl-sulfate kinase,WP_014948796.1,"GO:0000103,GO:0004020,GO:0005524",,"adenylylsulfate kinase activity|0004020||IEA,ATP binding|0005524||IEA",sulfate assimilation|0000103||IEA,,EZ55_01264
cysD,cysD,ALTBGP6_RS06170,EZ55_01265,Protein Homology,1403245,1404159,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011574479.1,sulfate adenylyltransferase subunit CysD,WP_014976001.1,"GO:0000103,GO:0004781",,sulfate adenylyltransferase (ATP) activity|0004781||IEA,sulfate assimilation|0000103||IEA,,EZ55_01265
putP,putP,ALTBGP6_RS06175,EZ55_01266,Protein Homology,1404414,1405919,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997782.1,sodium/proline symporter PutP,WP_156086110.1,"GO:0006814,GO:0015824,GO:0005298,GO:0031402,GO:0016020",membrane|0016020||IEA,"proline:sodium symporter activity|0005298||IEA,sodium ion binding|0031402||IEA","sodium ion transport|0006814||IEA,proline transport|0015824||IEA",,EZ55_01266
ALTBGP6_RS06180,,ALTBGP6_RS06180,EZ55_01267,Protein Homology,1406036,1408003,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948799.1,GGDEF domain-containing protein,WP_014976003.1,"GO:0009966,GO:0009975",,cyclase activity|0009975||IEA,regulation of signal transduction|0009966||IEA,,EZ55_01267
ALTBGP6_RS06185,,ALTBGP6_RS06185,EZ55_01268,Protein Homology,1408216,1408920,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978710.1,DUF3379 family protein,WP_014948800.1,,,,,,EZ55_01268
ALTBGP6_RS06190,,ALTBGP6_RS06190,EZ55_01269,Protein Homology,1408913,1409470,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997785.1,sigma-70 family RNA polymerase sigma factor,WP_014976004.1,,,,,,EZ55_01269
ALTBGP6_RS06195,,ALTBGP6_RS06195,EZ55_01270,Protein Homology,1409587,1411440,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948802.1,DUF885 domain-containing protein,WP_156086111.1,,,,,,EZ55_01270
ALTBGP6_RS06200,,ALTBGP6_RS06200,EZ55_01271,Protein Homology,1411646,1413466,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978712.1,BatD family protein,WP_156086112.1,GO:0016020,membrane|0016020||IEA,,,,EZ55_01271
ALTBGP6_RS06205,,ALTBGP6_RS06205,EZ55_01272,Protein Homology,1413467,1415521,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015066636.1,vWA domain-containing protein,WP_156086113.1,,,,,,EZ55_01272
ALTBGP6_RS06210,,ALTBGP6_RS06210,EZ55_01273,Protein Homology,1415521,1416597,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976007.1,vWA domain-containing protein,WP_156086114.1,,,,,,EZ55_01273
ALTBGP6_RS06215,,ALTBGP6_RS06215,EZ55_01274,Protein Homology,1416590,1417252,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976008.1,DUF4381 domain-containing protein,WP_061485191.1,,,,,,EZ55_01274
ALTBGP6_RS06220,,ALTBGP6_RS06220,EZ55_01275,Protein Homology,1417252,1418226,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948807.1,DUF58 domain-containing protein,WP_156086115.1,,,,,,EZ55_01275
ALTBGP6_RS06225,,ALTBGP6_RS06225,EZ55_01276,Protein Homology,1418230,1419186,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007377762.1,AAA family ATPase,WP_014948808.1,"GO:0005524,GO:0016887",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA",,,EZ55_01276
fadI,fadI,ALTBGP6_RS06230,EZ55_01278,Protein Homology,1419616,1420926,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948809.1,acetyl-CoA C-acyltransferase FadI,WP_014948809.1,"GO:0006631,GO:0016042,GO:0003988,GO:0005737",cytoplasm|0005737||IEA,acetyl-CoA C-acyltransferase activity|0003988||IEA,"fatty acid metabolic process|0006631||IEA,lipid catabolic process|0016042||IEA",,EZ55_01278
fadJ,fadJ,ALTBGP6_RS06235,EZ55_01279,Protein Homology,1420946,1423087,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948810.1,fatty acid oxidation complex subunit alpha FadJ,WP_156086116.1,"GO:0006635,GO:0003857,GO:0008692,GO:0016491,GO:0051287",,"(3S)-3-hydroxyacyl-CoA dehydrogenase (NAD+) activity|0003857||IEA,3-hydroxybutyryl-CoA epimerase activity|0008692||IEA,oxidoreductase activity|0016491||IEA,NAD binding|0051287||IEA",fatty acid beta-oxidation|0006635||IEA,,EZ55_01279
ltrA,ltrA,ALTBGP6_RS06240,EZ55_01282,Protein Homology,1423739,1424989,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008606648.1,group II intron reverse transcriptase/maturase,WP_231506594.1,"GO:0000373,GO:0003964",,RNA-directed DNA polymerase activity|0003964||IEA,Group II intron splicing|0000373||IEA,,EZ55_01282
ALTBGP6_RS06245,,ALTBGP6_RS06245,EZ55_01283,Protein Homology,1425228,1425425,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948811.1,hypothetical protein,WP_136780893.1,,,,,,EZ55_01283
ALTBGP6_RS06250,,ALTBGP6_RS06250,EZ55_01284,Protein Homology,1425526,1425693,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997794.1,hypothetical protein,WP_168532690.1,,,,,,EZ55_01284
ALTBGP6_RS06255,,ALTBGP6_RS06255,EZ55_01285,Protein Homology,1425994,1430547,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997795.1,EAL domain-containing protein,WP_156086117.1,,,,,,EZ55_01285
ALTBGP6_RS06260,,ALTBGP6_RS06260,EZ55_01286,Protein Homology,1430773,1433520,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948814.1,insulinase family protein,WP_156086118.1,,,,,,EZ55_01286
sixA,sixA,ALTBGP6_RS06265,EZ55_01287,Protein Homology,1433692,1434207,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978721.1,phosphohistidine phosphatase SixA,WP_014976012.1,"GO:0036211,GO:0101006,GO:0005737",cytoplasm|0005737||IEA,protein histidine phosphatase activity|0101006||IEA,protein modification process|0036211||IEA,,EZ55_01287
ALTBGP6_RS06270,,ALTBGP6_RS06270,EZ55_01288,Protein Homology,1434329,1434523,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978722.1,hypothetical protein,WP_014978722.1,,,,,,EZ55_01288
ALTBGP6_RS06275,,ALTBGP6_RS06275,EZ55_01289,Protein Homology,1434561,1435856,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948817.1,HlyC/CorC family transporter,WP_014948817.1,GO:0016020,membrane|0016020||IEA,,,,EZ55_01289
ALTBGP6_RS06280,,ALTBGP6_RS06280,EZ55_01290,Protein Homology,1436032,1436823,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997800.1,cytochrome C assembly family protein,WP_014948818.1,GO:0005886,plasma membrane|0005886||IEA,,,,EZ55_01290
ffh,ffh,ALTBGP6_RS06285,EZ55_01291,Protein Homology,1437122,1438561,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948819.1,signal recognition particle protein,WP_014948819.1,"GO:0009306,GO:0003924,GO:0005048,GO:0005525,GO:0048501",signal recognition particle%2C plasma membrane targeting|0048501||IEA,"GTPase activity|0003924||IEA,signal sequence binding|0005048||IEA,GTP binding|0005525||IEA",protein secretion|0009306||IEA,,EZ55_01291
ALTBGP6_RS06290,,ALTBGP6_RS06290,EZ55_01292,Protein Homology,1438748,1440814,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948820.1,YncE family protein,WP_156086119.1,,,,,,EZ55_01292
ALTBGP6_RS06295,,ALTBGP6_RS06295,EZ55_01293,Protein Homology,1441166,1444888,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976013.1,ATP-binding protein,WP_156086120.1,,,,,,EZ55_01293
ALTBGP6_RS06300,,ALTBGP6_RS06300,EZ55_01294,Protein Homology,1444885,1445520,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948823.1,condensin complex protein MksE,WP_014978725.1,,,,,,EZ55_01294
ALTBGP6_RS06305,,ALTBGP6_RS06305,EZ55_01295,Protein Homology,1445517,1446734,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015066655.1,phosphoenolpyruvate carboxylase,WP_156086121.1,,,,,,EZ55_01295
ALTBGP6_RS06310,,ALTBGP6_RS06310,EZ55_01296,Protein Homology,1447204,1447596,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015066656.1,TerB family tellurite resistance protein,WP_156078094.1,,,,,,EZ55_01296
ALTBGP6_RS06315,,ALTBGP6_RS06315,EZ55_01297,Protein Homology,1447631,1448887,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997805.1,alpha/beta hydrolase,WP_061485207.1,GO:0016787,,hydrolase activity|0016787||IEA,,,EZ55_01297
ALTBGP6_RS06320,,ALTBGP6_RS06320,EZ55_01298,Protein Homology,1449094,1452210,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015066658.1,efflux RND transporter permease subunit,WP_156086122.1,"GO:0042908,GO:0015562,GO:0022857,GO:0016020",membrane|0016020||IEA,"efflux transmembrane transporter activity|0015562||IEA,transmembrane transporter activity|0022857||IEA",xenobiotic transport|0042908||IEA,,EZ55_01298
ALTBGP6_RS06325,,ALTBGP6_RS06325,EZ55_01299,Protein Homology,1452203,1453261,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976019.1,efflux RND transporter periplasmic adaptor subunit,WP_156086123.1,"GO:0055085,GO:0022857,GO:0042802,GO:0016020",membrane|0016020||IEA,"transmembrane transporter activity|0022857||IEA,identical protein binding|0042802||IEA",transmembrane transport|0055085||IEA,,EZ55_01299
ALTBGP6_RS06330,,ALTBGP6_RS06330,EZ55_01300,Protein Homology,1453394,1455208,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948829.1,ABC transporter transmembrane domain-containing protein,WP_156086124.1,"GO:0055085,GO:0005524,GO:0042626,GO:0140359,GO:0016020",membrane|0016020||IEA,"ATP binding|0005524||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",transmembrane transport|0055085||IEA,,EZ55_01300
ALTBGP6_RS06335,,ALTBGP6_RS06335,EZ55_01301,Protein Homology,1455400,1456074,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948830.1,DsbA family protein,WP_156086125.1,GO:0016667,,oxidoreductase activity%2C acting on a sulfur group of donors|0016667||IEA,,,EZ55_01301
ALTBGP6_RS06340,,ALTBGP6_RS06340,EZ55_01302,Protein Homology,1456100,1456594,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948831.1,hypothetical protein,WP_156086126.1,,,,,,EZ55_01302
rpsP,rpsP,ALTBGP6_RS06345,EZ55_01303,Protein Homology,1456983,1457234,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006994621.1,30S ribosomal protein S16,WP_014948832.1,"GO:0006412,GO:0003735,GO:0000314,GO:0022627","organellar small ribosomal subunit|0000314||IEA,cytosolic small ribosomal subunit|0022627||IEA",structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,EZ55_01303
rimM,rimM,ALTBGP6_RS06350,EZ55_01304,Protein Homology,1457258,1457779,+,Essential for efficient processing of 16S rRNA,,COORDINATES: similar to AA sequence:RefSeq:WP_006994622.1,ribosome maturation factor RimM,WP_156086127.1,"GO:0006364,GO:0043022,GO:0005840",ribosome|0005840||IEA,ribosome binding|0043022||IEA,rRNA processing|0006364||IEA,,EZ55_01304
trmD,trmD,ALTBGP6_RS06355,EZ55_01305,Protein Homology,1457780,1458541,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015066665.1,tRNA (guanosine(37)-N1)-methyltransferase TrmD,WP_014948834.1,"GO:0030488,GO:0052906",,tRNA (guanine(37)-N1)-methyltransferase activity|0052906||IEA,tRNA methylation|0030488||IEA,,EZ55_01305
rplS,rplS,ALTBGP6_RS06360,EZ55_01306,Protein Homology,1458560,1458919,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008132530.1,50S ribosomal protein L19,WP_024015986.1,"GO:0006412,GO:0003735,GO:0000311,GO:0022625","plastid large ribosomal subunit|0000311||IEA,cytosolic large ribosomal subunit|0022625||IEA",structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,EZ55_01306
ALTBGP6_RS06365,,ALTBGP6_RS06365,ALTBGP6_RS06365,Protein Homology,1459348,1459479,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006008394.1,hypothetical protein,WP_264386959.1,,,,,,
ltrA,ltrA,ALTBGP6_RS06370,EZ55_01307,Protein Homology,1459720,1460991,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516968.1,group II intron reverse transcriptase/maturase,WP_061485059.1,"GO:0000373,GO:0003964",,RNA-directed DNA polymerase activity|0003964||IEA,Group II intron splicing|0000373||IEA,,EZ55_01307
ALTBGP6_RS06375,,ALTBGP6_RS06375,EZ55_01308,Protein Homology,1461142,1461771,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948836.1,trimeric intracellular cation channel family protein,WP_156086128.1,GO:0016020,membrane|0016020||IEA,,,,EZ55_01308
ALTBGP6_RS06380,,ALTBGP6_RS06380,EZ55_01309,Protein Homology,1461869,1462585,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978735.1,enoyl-CoA hydratase/isomerase family protein,WP_061485220.1,GO:0003824,,catalytic activity|0003824||IEA,,,EZ55_01309
ALTBGP6_RS06385,,ALTBGP6_RS06385,EZ55_01310,Protein Homology,1463015,1464103,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015066668.1,3-deoxy-7-phosphoheptulonate synthase,WP_061485222.1,"GO:0009073,GO:0016832",,aldehyde-lyase activity|0016832||IEA,aromatic amino acid family biosynthetic process|0009073||IEA,,EZ55_01310
tyrA,tyrA,ALTBGP6_RS06390,EZ55_01311,Protein Homology,1464179,1465333,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997815.1,bifunctional chorismate mutase/prephenate dehydrogenase,WP_061094610.1,"GO:0006571,GO:0046417,GO:0004106,GO:0004665,GO:0008977",,"chorismate mutase activity|0004106||IEA,prephenate dehydrogenase (NADP+) activity|0004665||IEA,prephenate dehydrogenase (NAD+) activity|0008977||IEA","L-tyrosine biosynthetic process|0006571||IEA,chorismate metabolic process|0046417||IEA",,EZ55_01311
ALTBGP6_RS06395,,ALTBGP6_RS06395,EZ55_01312,Protein Homology,1465379,1466668,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997816.1,pepsin-like aspartic protease,WP_061485224.1,"GO:0006508,GO:0004190",,aspartic-type endopeptidase activity|0004190||IEA,proteolysis|0006508||IEA,,EZ55_01312
ALTBGP6_RS06400,,ALTBGP6_RS06400,EZ55_01313,Protein Homology,1466698,1467480,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997817.1,SAM-dependent methyltransferase,WP_156086129.1,GO:0008168,,methyltransferase activity|0008168||IEA,,,EZ55_01313
ALTBGP6_RS06405,,ALTBGP6_RS06405,EZ55_01314,Protein Homology,1467468,1467980,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997818.1,GNAT family N-acetyltransferase,WP_061485228.1,"GO:0008080,GO:0016746",,"N-acetyltransferase activity|0008080||IEA,acyltransferase activity|0016746||IEA",,,EZ55_01314
ALTBGP6_RS06410,,ALTBGP6_RS06410,EZ55_01315,Protein Homology,1468146,1468358,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978742.1,hypothetical protein,WP_061485230.1,,,,,,EZ55_01315
ALTBGP6_RS06415,,ALTBGP6_RS06415,EZ55_01316,Protein Homology,1468374,1470137,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978743.1,GGDEF domain-containing protein,WP_231506439.1,"GO:0005525,GO:0046872,GO:0052621,GO:0005886",plasma membrane|0005886||IEA,"GTP binding|0005525||IEA,metal ion binding|0046872||IEA,diguanylate cyclase activity|0052621||IEA",,,EZ55_01316
pheA,pheA,ALTBGP6_RS06420,EZ55_01317,Protein Homology,1470180,1471433,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948845.1,prephenate dehydratase,WP_197044398.1,"GO:0009094,GO:0004664",,prephenate dehydratase activity|0004664||IEA,L-phenylalanine biosynthetic process|0009094||IEA,,EZ55_01317
ALTBGP6_RS06425,,ALTBGP6_RS06425,EZ55_01318,Protein Homology,1471716,1472516,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997821.1,response regulator,WP_014948846.1,GO:0000160,,,phosphorelay signal transduction system|0000160||IEA,,EZ55_01318
yciH,yciH,ALTBGP6_RS06430,EZ55_01319,Protein Homology,1472580,1472912,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976028.1,stress response translation initiation inhibitor YciH,WP_014948847.1,,,,,,EZ55_01319
ALTBGP6_RS06435,,ALTBGP6_RS06435,EZ55_01320,Protein Homology,1473084,1473389,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948848.1,STAS domain-containing protein,WP_014948848.1,"GO:0006355,GO:0043856",,anti-sigma factor antagonist activity|0043856||IEA,regulation of DNA-templated transcription|0006355||IEA,,EZ55_01320
ALTBGP6_RS06440,,ALTBGP6_RS06440,EZ55_01321,Protein Homology,1473433,1475109,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997824.1,fused response regulator/phosphatase,WP_156086130.1,GO:0016791,,phosphatase activity|0016791||IEA,,,EZ55_01321
ALTBGP6_RS06445,,ALTBGP6_RS06445,EZ55_01322,Protein Homology,1475361,1475801,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015066675.1,tellurite resistance TerB family protein,WP_156086131.1,,,,,,EZ55_01322
ALTBGP6_RS06450,,ALTBGP6_RS06450,EZ55_01323,Protein Homology,1475983,1478055,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978747.1,putative bifunctional diguanylate cyclase/phosphodiesterase,WP_156086132.1,,,,,,EZ55_01323
ALTBGP6_RS06455,,ALTBGP6_RS06455,EZ55_01324,Protein Homology,1478354,1478635,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948854.1,EF-hand domain-containing protein,WP_223866688.1,,,,,,EZ55_01324
ALTBGP6_RS06460,,ALTBGP6_RS06460,EZ55_01325,Protein Homology,1478696,1480093,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948855.1,sensor histidine kinase,WP_014948855.1,"GO:0007165,GO:0000155,GO:0004673,GO:0005524",,"phosphorelay sensor kinase activity|0000155||IEA,protein histidine kinase activity|0004673||IEA,ATP binding|0005524||IEA",signal transduction|0007165||IEA,,EZ55_01325
ALTBGP6_RS06465,,ALTBGP6_RS06465,EZ55_01326,Protein Homology,1480095,1480679,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948856.1,hypothetical protein,WP_014948856.1,,,,,,EZ55_01326
ALTBGP6_RS06470,,ALTBGP6_RS06470,EZ55_01327,Protein Homology,1480676,1482016,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948857.1,sigma 54-interacting transcriptional regulator,WP_014948857.1,"GO:0006355,GO:0005524,GO:0008134",,"ATP binding|0005524||IEA,transcription factor binding|0008134||IEA",regulation of DNA-templated transcription|0006355||IEA,,EZ55_01327
ALTBGP6_RS06475,,ALTBGP6_RS06475,EZ55_01328,Protein Homology,1482103,1482588,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014976033.1,GAF domain-containing protein,WP_156086133.1,GO:0005515,,protein binding|0005515||IEA,,,EZ55_01328
ALTBGP6_RS06480,,ALTBGP6_RS06480,EZ55_01329,Protein Homology,1482713,1483564,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978751.1,DUF72 domain-containing protein,WP_156086134.1,,,,,,EZ55_01329
aspS,aspS,ALTBGP6_RS06485,EZ55_01330,Protein Homology,1483812,1485572,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015066685.1,aspartate--tRNA ligase,WP_156086135.1,"GO:0006418,GO:0000166,GO:0004812,GO:0005524,GO:0016874",,"nucleotide binding|0000166||IEA,aminoacyl-tRNA ligase activity|0004812||IEA,ATP binding|0005524||IEA,ligase activity|0016874||IEA",tRNA aminoacylation for protein translation|0006418||IEA,,EZ55_01330
nudB,nudB,ALTBGP6_RS06490,EZ55_01331,Protein Homology,1485576,1486016,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948861.1,dihydroneopterin triphosphate diphosphatase,WP_014948861.1,"GO:0046656,GO:0008828,GO:0019177",,"dATP diphosphatase activity|0008828||IEA,dihydroneopterin triphosphate pyrophosphohydrolase activity|0019177||IEA",folic acid biosynthetic process|0046656||IEA,,EZ55_01331
ruvC,ruvC,ALTBGP6_RS06495,EZ55_01332,Protein Homology,1486016,1486534,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948862.1,crossover junction endodeoxyribonuclease RuvC,WP_014948862.1,"GO:0006310,GO:0008821",,crossover junction DNA endonuclease activity|0008821||IEA,DNA recombination|0006310||IEA,,EZ55_01332
