gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanoak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description
PMT9312_RS04530,,PMT9312_RS04530,PMT9312_0886,Protein Homology,818544.0,819113.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007682.1,biotin transporter BioY,WP_011376441.1,"GO:0015878,GO:0015225,GO:0005886",plasma membrane|0005886||IEA,biotin transmembrane transporter activity|0015225||IEA,biotin transport|0015878||IEA,PMT9312_0886,818544.0,819113.0,-,CK_Pro_MIT9312_00886,bioY,"GO:0015878,GO:0015225,GO:0005886",CK_00035024,Q.8,Other,"COG1268,bactNOG19920,cyaNOG02897","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"biotin transport,biotin transport,biotin transmembrane transporter activity,biotin transport,biotin transmembrane transporter activity,plasma membrane",biotin ECF transporter%2C substrate component,"PF02632,IPR003784","BioY family,BioY protein",147,Transport and binding proteins / Other
PMT9312_RS04535,,PMT9312_RS04535,PMT9312_0887,Protein Homology,819129.0,820361.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862917.1,ABC transporter permease,WP_036924543.1,"GO:0042626,GO:0140359",,"ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,PMT9312_0887,819129.0,820325.0,-,CK_Pro_MIT9312_00887,,,CK_00000803,,,"COG0577,bactNOG97997,bactNOG02147,bactNOG06556,bactNOG18927,cyaNOG01904","COG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms,cyaNOG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms",,,,putative ABC efflux system,"PF02687,PF12704,IPR003838,IPR025857","FtsX-like permease family,MacB-like periplasmic core domain,ABC transporter permease protein domain,MacB-like periplasmic core domain",141,Transport and binding proteins / Unknown substrate
pyk,pyk,PMT9312_RS04540,PMT9312_0888,Protein Homology,820354.0,822147.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818389.1,pyruvate kinase,WP_011376443.1,"GO:0006096,GO:0000287,GO:0004743,GO:0030955",,"magnesium ion binding|0000287||IEA,pyruvate kinase activity|0004743||IEA,potassium ion binding|0030955||IEA",glycolytic process|0006096||IEA,PMT9312_0888,820354.0,822147.0,-,CK_Pro_MIT9312_00888,pyk,"GO:0006096,GO:0004743,GO:0030955",CK_00000804,G.4,Glycolysis/gluconeogenesis,"COG0469,COG3848,COG0574,bactNOG00624,cyaNOG01050","COG: METABOLISM [G] Carbohydrate transport and metabolism,COG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",2.7.1.40,pyruvate kinase%3B phosphoenolpyruvate kinase%3B phosphoenol transphosphorylase,"glycolytic process,glycolytic process,pyruvate kinase activity,potassium ion binding",pyruvate kinase,"TIGR01064,PF00224,PF02887,IPR015793,IPR001697,IPR015795","pyruvate kinase,Pyruvate kinase%2C barrel domain,Pyruvate kinase%2C alpha/beta domain,Pyruvate kinase%2C barrel,Pyruvate kinase,Pyruvate kinase%2C C-terminal",116,Energy metabolism / Glycolysis/gluconeogenesis
PMT9312_RS04545,,PMT9312_RS04545,PMT9312_0889,Protein Homology,822209.0,822538.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007685.1,nucleoside triphosphate pyrophosphohydrolase family protein,WP_011376444.1,,,,,PMT9312_0889,822209.0,822538.0,+,CK_Pro_MIT9312_00889,,,CK_00000805,,,"COG1694,bactNOG54434,cyaNOG04299","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,,possible pyrophosphatase%2C MazG family,"PF03819,IPR004518","MazG nucleotide pyrophosphohydrolase domain,NTP pyrophosphohydrolase MazG%2C putative catalytic core",703,Unknown function / Enzymes of unknown specificity
PMT9312_RS04550,,PMT9312_RS04550,PMT9312_0890,Protein Homology,822541.0,822819.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807500.1,YggT family protein,WP_002807500.1,,,,,PMT9312_0890,822541.0,822819.0,-,CK_Pro_MIT9312_00890,ylmG1,"GO:0051301,GO:0016020",CK_00000806,D.2,Cell division,"COG0762,bactNOG86629,bactNOG50989,bactNOG42675,cyaNOG07651,cyaNOG03829","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"cell division,cell division,membrane",cell division membrane protein YlmG1 (factor involved in shape determination),"PF02325,IPR003425","YGGT family,CCB3/YggT",93,Cellular processes / Cell division
scpB,scpB,PMT9312_RS04555,PMT9312_0891,Protein Homology,822855.0,823355.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015108271.1,SMC-Scp complex subunit ScpB,WP_036924539.1,"GO:0007059,GO:0005515",,protein binding|0005515||IEA,chromosome segregation|0007059||IEA,PMT9312_0891,822855.0,823319.0,-,CK_Pro_MIT9312_00891,scpB,"GO:0007059,GO:0030261,GO:0051304,GO:0005515",CK_00000807,D.2,Cell division,"COG1386,bactNOG99728,bactNOG98912,cyaNOG02987,cyaNOG02924","COG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,cyaNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,cyaNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription",,,"chromosome segregation,chromosome condensation,chromosome separation,chromosome segregation,chromosome condensation,chromosome separation,protein binding",segregation and condensation protein B,"TIGR00281,PF04079,IPR005234","segregation and condensation protein B,Segregation and condensation complex subunit ScpB,Chromosome segregation/condensation protein ScpB","170,93","DNA metabolism / Chromosome-associated proteins,Cellular processes / Cell division"
ilvA,ilvA,PMT9312_RS04560,PMT9312_0892,Protein Homology,823431.0,824972.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007687.1,threonine ammonia-lyase%2C biosynthetic,WP_036924536.1,"GO:0009097,GO:0004794",,threonine deaminase activity|0004794||IEA,isoleucine biosynthetic process|0009097||IEA,PMT9312_0892,823431.0,824978.0,-,CK_Pro_MIT9312_00892,ilvA,"GO:0009097,GO:0009097,GO:0006520,GO:0004794,GO:0004794,GO:0030170",CK_00000808,A.5,Pyruvate family (Ala%2C Val%2C Leu),"COG1171,bactNOG00306,cyaNOG01617,cyaNOG01154","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",4.3.1.19,Transferred to 4.3.1.19,"isoleucine biosynthetic process,isoleucine biosynthetic process,cellular amino acid metabolic process,isoleucine biosynthetic process,isoleucine biosynthetic process,cellular amino acid metabolic process,L-threonine ammonia-lyase activity,L-threonine ammonia-lyase activity,pyridoxal phosphate binding",threonine ammonia-lyase,"TIGR01124,PF00291,PF00585,PS00165,PS51672,IPR005787,IPR001721,IPR001926,IPR000634","threonine ammonia-lyase%2C biosynthetic,Pyridoxal-phosphate dependent enzyme,C-terminal regulatory domain of Threonine dehydratase,Serine/threonine dehydratases pyridoxal-phosphate attachment site.,ACT-like domain profile.,Threonine dehydratase%2C biosynthetic,Threonine dehydratase%2C ACT-like domain,Pyridoxal-phosphate dependent enzyme,Serine/threonine dehydratase%2C pyridoxal-phosphate-binding site",74,Amino acid biosynthesis / Pyruvate family
dxs,dxs,PMT9312_RS04565,PMT9312_0893,Protein Homology,825089.0,826978.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376447.1,1-deoxy-D-xylulose-5-phosphate synthase,WP_011376447.1,"GO:0008615,GO:0009228,GO:0009240,GO:0008661,GO:0005737",cytoplasm|0005737||IEA,1-deoxy-D-xylulose-5-phosphate synthase activity|0008661||IEA,"pyridoxine biosynthetic process|0008615||IEA,thiamine biosynthetic process|0009228||IEA,isopentenyl diphosphate biosynthetic process|0009240||IEA",PMT9312_0893,825089.0,826978.0,+,CK_Pro_MIT9312_00893,dxs,"GO:0008615,GO:0009228,GO:0009240,GO:0016114,GO:0008661,GO:0005737",CK_00047195,"B.10.4,B.10.5","Pyridoxine (b6),Thiamine (b1)","COG1154,bactNOG00061,cyaNOG01295","COG: HI,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",2.2.1.7,1-deoxy-D-xylulose-5-phosphate synthase%3B 1-deoxy-D-xylulose-5-phosphate pyruvate-lyase (carboxylating)%3B DXP-synthase,"pyridoxine biosynthetic process,thiamine biosynthetic process,isopentenyl diphosphate biosynthetic process,terpenoid biosynthetic process,pyridoxine biosynthetic process,thiamine biosynthetic process,isopentenyl diphosphate biosynthetic process,terpenoid biosynthetic process,1-deoxy-D-xylulose-5-phosphate synthase activity,pyridoxine biosynthetic process,thiamine biosynthetic process,isopentenyl diphosphate biosynthetic process,terpenoid biosynthetic process,1-deoxy-D-xylulose-5-phosphate synthase activity,cytoplasm",1-deoxy-D-xylulose-5-phosphate synthase,"TIGR00204,PF13292,PF02780,PF02779,PS00802,PS00801,IPR020826,IPR005477,IPR005476,IPR005474,IPR005475","1-deoxy-D-xylulose-5-phosphate synthase,1-deoxy-D-xylulose-5-phosphate synthase,Transketolase%2C C-terminal domain,Transketolase%2C pyrimidine binding domain,Transketolase signature 2.,Transketolase signature 1.,Transketolase binding site,Deoxyxylulose-5-phosphate synthase,Description not found.,Transketolase%2C N-terminal,Transketolase-like%2C pyrimidine-binding domain","162,84","Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Thiamine,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Pyridoxine"
psaK,psaK,PMT9312_RS04570,PMT9312_0894,Protein Homology,826998.0,827258.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011293835.1,photosystem I reaction center subunit PsaK,WP_011376448.1,"GO:0015979,GO:0009522,GO:0009538,GO:0042651","photosystem I|0009522||IEA,photosystem I reaction center|0009538||IEA,thylakoid membrane|0042651||IEA",,photosynthesis|0015979||IEA,PMT9312_0894,826998.0,827258.0,-,CK_Pro_MIT9312_00894,psaK,"GO:0019684,GO:0015979,GO:0016168,GO:0030094,GO:0009538,GO:0009522",CK_00000809,J.7,Photosystem I,"NOG14687,bactNOG42168,cyaNOG03880","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"photosynthesis%2C light reaction,photosynthesis,photosynthesis%2C light reaction,photosynthesis,chlorophyll binding,photosynthesis%2C light reaction,photosynthesis,chlorophyll binding,plasma membrane-derived photosystem I,photosystem I reaction center,photosystem I",photosystem I reaction center subunit X,"TIGR03049,PF01241,PS01026,IPR017492,IPR000549","photosystem I reaction center subunit PsaK,Photosystem I psaG / psaK,Photosystem I psaG and psaK proteins signature.,Photosystem I PsaK%2C reaction centre,Photosystem I PsaG/PsaK protein",164,Energy metabolism / Photosynthesis
PMT9312_RS04575,,PMT9312_RS04575,PMT9312_0895,Protein Homology,827325.0,827660.0,-,,,COORDINATES: protein motif:HMM:NF023581.5,DUF3593 domain-containing protein,WP_011376449.1,,,,,PMT9312_0895,827325.0,827660.0,-,CK_Pro_MIT9312_00895,,GO:0016021,CK_00000810,R.2,Conserved hypothetical proteins,"NOG13226,COG0477,COG1966,COG0531,bactNOG31414,cyaNOG03505","COG: POORLY CHARACTERIZED [S] Function unknown,COG: GEPR,COG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,integral component of membrane,uncharacterized conserved membrane protein (DUF3593),"PF12159,IPR021995","Protein of unknown function (DUF3593),Protein of unknown function DUF3593",156,Hypothetical proteins / Conserved
PMT9312_RS04580,,PMT9312_RS04580,PMT9312_0896,Protein Homology,827653.0,827955.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007690.1,DUF2499 domain-containing protein,WP_011376450.1,,,,,PMT9312_0896,827653.0,827955.0,-,CK_Pro_MIT9312_00896,,,CK_00000811,,,"NOG14232,COG0596,COG1138,COG0697,COG0642,bactNOG32380,cyaNOG03465","COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [R] General function prediction only,COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,COG: GER,COG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,"PF10693,IPR019634","Protein of unknown function (DUF2499),Uncharacterised protein family Ycf49",156,Hypothetical proteins / Conserved
PMT9312_RS04585,,PMT9312_RS04585,PMT9312_0897,Protein Homology,827960.0,828493.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807575.1,peroxiredoxin,WP_011376451.1,"GO:0008379,GO:0051920",,"thioredoxin peroxidase activity|0008379||IEA,peroxiredoxin activity|0051920||IEA",,PMT9312_0897,827960.0,828493.0,-,CK_Pro_MIT9312_00897,prxQ,"GO:0006979,GO:0045454,GO:0055114,GO:0008379,GO:0032843,GO:0004601,GO:0016209,GO:0016491,GO:0051920",CK_00000812,D.1,Adaptation/acclimation to atypical conditions and detoxification,"COG1225,bactNOG28196,bactNOG29909,bactNOG13020,bactNOG27325,cyaNOG02532","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",1.11.1.15,peroxiredoxin%3B thioredoxin peroxidase%3B tryparedoxin peroxidase%3B alkyl hydroperoxide reductase C22%3B AhpC%3B TrxPx%3B TXNPx%3B Prx%3B PRDX,"response to oxidative stress,cell redox homeostasis,oxidation-reduction process,response to oxidative stress,cell redox homeostasis,oxidation-reduction process,thioredoxin peroxidase activity,hydroperoxide reductase activity,peroxidase activity,antioxidant activity,oxidoreductase activity,peroxiredoxin activity",2-Cys peroxiredoxin,"PF00578,PS51352,IPR000866,IPR012336","AhpC/TSA family,Thioredoxin domain profile.,Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant,Thioredoxin-like fold","149,96","Cellular processes / Adaptations to atypical conditions,Cellular processes / Detoxification"
rpmB,rpmB,PMT9312_RS04590,PMT9312_0898,Protein Homology,828499.0,828735.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862928.1,50S ribosomal protein L28,WP_011376452.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,PMT9312_0898,828499.0,828735.0,-,CK_Pro_MIT9312_00898,rpmB,"GO:0006412,GO:0000049,GO:0003723,GO:0003735,GO:0019843,GO:0030529,GO:0005840,GO:0022625",CK_00000813,"D.1.9,K.2"," Other,Ribosomal proteins: synthesis and modification","COG0227,bactNOG38723,bactNOG98976,bactNOG44354,cyaNOG03901","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"translation,translation,tRNA binding,RNA binding,structural constituent of ribosome,rRNA binding,translation,tRNA binding,RNA binding,structural constituent of ribosome,rRNA binding,ribonucleoprotein complex,ribosome,cytosolic large ribosomal subunit",50S ribosomal protein L28,"TIGR00009,PF00830,IPR001383,IPR026569","ribosomal protein bL28,Ribosomal L28 family,Ribosomal protein L28,Ribosomal protein L28/L24",158,Protein synthesis / Ribosomal proteins: synthesis and modification
htpG,htpG,PMT9312_RS04595,PMT9312_0899,Protein Homology,828775.0,830679.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376453.1,molecular chaperone HtpG,WP_011376453.1,"GO:0006457,GO:0005524,GO:0016887,GO:0051082",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,unfolded protein binding|0051082||IEA",protein folding|0006457||IEA,PMT9312_0899,828775.0,830679.0,-,CK_Pro_MIT9312_00899,htpG,"GO:0006457,GO:0006950,GO:0051082,GO:0005524",CK_00000814,"D.1.9,D.4,L.3"," Other,Chaperones,Protein folding and stabilization","COG0326,bactNOG04588,cyaNOG00042","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,"protein folding,response to stress,protein folding,response to stress,unfolded protein binding,ATP binding",molecular chaperone HtpG,"PF00183,PF13589,IPR001404,IPR003594,IPR020575,IPR020568","Hsp90 protein,Histidine kinase-%2C DNA gyrase B-%2C and HSP90-like ATPase,Heat shock protein Hsp90 family,Histidine kinase/HSP90-like ATPase,Heat shock protein Hsp90%2C N-terminal,Ribosomal protein S5 domain 2-type fold",95,Protein fate / Protein folding and stabilization
PMT9312_RS04600,,PMT9312_RS04600,PMT9312_0900,Protein Homology,830799.0,831950.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862930.1,ATP phosphoribosyltransferase regulatory subunit,WP_011376454.1,,,,,PMT9312_0900,830799.0,831950.0,-,CK_Pro_MIT9312_00900,hisZ,"GO:0000105,GO:0003879,GO:0005737",CK_00000164,N.3,Protein interactions,"COG3705,COG0124,bactNOG07630,bactNOG35892,cyaNOG00323","COG: METABOLISM [E] Amino acid transport and metabolism,COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",2.4.2.17,ATP phosphoribosyltransferase%3B phosphoribosyl-ATP pyrophosphorylase%3B adenosine triphosphate phosphoribosyltransferase%3B phosphoribosyladenosine triphosphate:pyrophosphate phosphoribosyltransferase%3B phosphoribosyl ATP synthetase%3B phosphoribosyl ATP:pyrophosphate phosphoribosyltransferase%3B phosphoribosyl-ATP:pyrophosphate-phosphoribosyl phosphotransferase%3B phosphoribosyladenosine triphosphate pyrophosphorylase%3B phosphoribosyladenosine triphosphate synthetase%3B 1-(5-phospho-D-ribosyl)-ATP:diphosphate phospho-alpha-D-ribosyl-transferase,"histidine biosynthetic process,histidine biosynthetic process,ATP phosphoribosyltransferase activity,histidine biosynthetic process,ATP phosphoribosyltransferase activity,cytoplasm",ATP-phosphoribosyltransferase%2C regulatory subunit,"TIGR00443,PF13393,IPR004517,IPR004516","ATP phosphoribosyltransferase%2C regulatory subunit,Histidyl-tRNA synthetase,ATP phosphoribosyltransferase regulatory subunit,Histidine-tRNA ligase/ATP phosphoribosyltransferase regulatory subunit",270,Disrupted reading frame /
