gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags,ec_numbers
SYNPCC7942_RS03870,,SYNPCC7942_RS03870,Synpcc7942_0747,Protein Homology,741396,742820,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243096.1,phage tail sheath C-terminal domain-containing protein,WP_011377702.1,,,,,,Synpcc7942_0747,
SYNPCC7942_RS03875,,SYNPCC7942_RS03875,Synpcc7942_0748,Protein Homology,742817,743320,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243095.1,phage major tail tube protein,WP_011377703.1,"GO:0016032,GO:0005198,GO:0044423",virion component|0044423||IEA,structural molecule activity|0005198||IEA,viral process|0016032||IEA,,Synpcc7942_0748,
SYNPCC7942_RS03880,,SYNPCC7942_RS03880,Synpcc7942_0749,Protein Homology,743324,743614,+,,,COORDINATES: protein motif:HMM:NF021614.6,phage tail assembly protein,WP_011377704.1,GO:0098003,,,viral tail assembly|0098003||IEA,,Synpcc7942_0749,
SYNPCC7942_RS13935,,SYNPCC7942_RS13935,SYNPCC7942_RS13935,GeneMarkS-2+,743611,743748,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_155813977.1,,,,,,,
SYNPCC7942_RS03885,,SYNPCC7942_RS03885,Synpcc7942_0750,Protein Homology,743738,746590,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377705.1,phage tail tape measure protein,WP_011377705.1,"GO:0016032,GO:0005198",,structural molecule activity|0005198||IEA,viral process|0016032||IEA,,Synpcc7942_0750,
SYNPCC7942_RS03890,,SYNPCC7942_RS03890,Synpcc7942_0751,Protein Homology,746590,747510,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243093.1,phage tail protein,WP_011243093.1,,,,,,Synpcc7942_0751,
SYNPCC7942_RS03895,,SYNPCC7942_RS03895,Synpcc7942_0752,Protein Homology,747510,747722,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243092.1,tail protein X,WP_011243092.1,,,,,,Synpcc7942_0752,
SYNPCC7942_RS03900,,SYNPCC7942_RS03900,Synpcc7942_0753,Protein Homology,747719,749161,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243091.1,contractile injection system protein%2C VgrG/Pvc8 family,WP_011377706.1,,,,,,Synpcc7942_0753,
SYNPCC7942_RS03910,,SYNPCC7942_RS03910,Synpcc7942_0755,Protein Homology,749431,750009,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377708.1,D-Ala-D-Ala carboxypeptidase family metallohydrolase,WP_011377708.1,,,,,,Synpcc7942_0755,
SYNPCC7942_RS03915,,SYNPCC7942_RS03915,SYNPCC7942_RS03915,GeneMarkS-2+,750009,750203,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_039755822.1,,,,,,,
SYNPCC7942_RS13940,,SYNPCC7942_RS13940,SYNPCC7942_RS13940,GeneMarkS-2+,750233,750409,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_155813884.1,,,,,,,
SYNPCC7942_RS03920,,SYNPCC7942_RS03920,Synpcc7942_0756,Protein Homology,750406,750870,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243089.1,glycoside hydrolase family protein,WP_011243089.1,"GO:0009253,GO:0016998,GO:0003796",,lysozyme activity|0003796||IEA,"peptidoglycan catabolic process|0009253||IEA,cell wall macromolecule catabolic process|0016998||IEA",,Synpcc7942_0756,
SYNPCC7942_RS03925,,SYNPCC7942_RS03925,Synpcc7942_0757,Protein Homology,751142,751957,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377709.1,hypothetical protein,WP_049749325.1,,,,,,Synpcc7942_0757,
SYNPCC7942_RS13690,,SYNPCC7942_RS13690,Synpcc7942_0758,Protein Homology,751959,752381,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377710.1,DUF488 domain-containing protein,WP_011377710.1,,,,,,Synpcc7942_0758,
SYNPCC7942_RS03930,,SYNPCC7942_RS03930,Synpcc7942_0759,GeneMarkS-2+,752574,753953,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011377711.1,,,,,,Synpcc7942_0759,
SYNPCC7942_RS03935,,SYNPCC7942_RS03935,Synpcc7942_0760,Protein Homology,753963,754553,+,,,COORDINATES: protein motif:HMM:NF016362.6,restriction endonuclease,WP_011377712.1,"GO:0009307,GO:0003677,GO:0004519",,"DNA binding|0003677||IEA,endonuclease activity|0004519||IEA",DNA restriction-modification system|0009307||IEA,,Synpcc7942_0760,3.1.21.-
SYNPCC7942_RS03940,,SYNPCC7942_RS03940,Synpcc7942_0761,Protein Homology,754779,755507,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243086.1,hypothetical protein,WP_011243086.1,,,,,,Synpcc7942_0761,
SYNPCC7942_RS03950,,SYNPCC7942_RS03950,Synpcc7942_0762,Protein Homology,756010,756561,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243085.1,Panacea domain-containing protein,WP_011243085.1,,,,,,Synpcc7942_0762,
SYNPCC7942_RS03955,,SYNPCC7942_RS03955,Synpcc7942_0763,Protein Homology,756989,757387,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243084.1,helix-turn-helix domain-containing protein,WP_081429504.1,GO:0003677,,DNA binding|0003677||IEA,,,Synpcc7942_0763,
SYNPCC7942_RS03960,,SYNPCC7942_RS03960,Synpcc7942_0764,Protein Homology,757356,757595,-,,,COORDINATES: protein motif:HMM:NF024835.6,helix-turn-helix domain-containing protein,WP_011377714.1,GO:0003677,,DNA binding|0003677||IEA,,,Synpcc7942_0764,
SYNPCC7942_RS13695,,SYNPCC7942_RS13695,SYNPCC7942_RS13695,Protein Homology,757687,757905,-,,,COORDINATES: protein motif:HMM:NF024835.6,helix-turn-helix domain-containing protein,WP_071818112.1,GO:0003677,,DNA binding|0003677||IEA,,,,
SYNPCC7942_RS03965,,SYNPCC7942_RS03965,SYNPCC7942_RS03965,GeneMarkS-2+,758049,758327,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_039755818.1,,,,,,,
SYNPCC7942_RS03970,,SYNPCC7942_RS03970,Synpcc7942_0766,Protein Homology,758390,759037,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243082.1,BRO family protein,WP_011243082.1,,,,,,Synpcc7942_0766,
SYNPCC7942_RS13700,,SYNPCC7942_RS13700,SYNPCC7942_RS13700,Protein Homology,759048,759254,+,,,COORDINATES: protein motif:HMM:NF050000.1,IS1/IS1595 family N-terminal zinc-binding domain-containing protein,WP_039755816.1,"GO:0006310,GO:0015074,GO:0032196,GO:0003677,GO:0004803",,"DNA binding|0003677||IEA,transposase activity|0004803||IEA","DNA recombination|0006310||IEA,DNA integration|0015074||IEA,transposition|0032196||IEA",,,
SYNPCC7942_RS03975,,SYNPCC7942_RS03975,Synpcc7942_0767,Protein Homology,759413,759847,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377716.1,Rho termination factor N-terminal domain-containing protein,WP_011377716.1,,,,,,Synpcc7942_0767,
SYNPCC7942_RS13950,,SYNPCC7942_RS13950,SYNPCC7942_RS13950,GeneMarkS-2+,759963,760139,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_155813880.1,,,,,,,
SYNPCC7942_RS13955,,SYNPCC7942_RS13955,SYNPCC7942_RS13955,GeneMarkS-2+,760250,760447,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_126146781.1,,,,,,,
SYNPCC7942_RS03985,,SYNPCC7942_RS03985,Synpcc7942_0768,Protein Homology,760486,761178,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243080.1,Coq4 family protein,WP_155813878.1,GO:0006744,,,ubiquinone biosynthetic process|0006744||IEA,,Synpcc7942_0768,
SYNPCC7942_RS03990,,SYNPCC7942_RS03990,Synpcc7942_0769,Protein Homology,761226,762128,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377718.1,hypothetical protein,WP_011377718.1,,,,,,Synpcc7942_0769,
SYNPCC7942_RS03995,,SYNPCC7942_RS03995,Synpcc7942_0770,Protein Homology,762153,763643,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243078.1,bifunctional metallophosphatase/5'-nucleotidase,WP_234910039.1,"GO:0009166,GO:0000166,GO:0008253,GO:0042578,GO:0046872",,"nucleotide binding|0000166||IEA,5'-nucleotidase activity|0008253||IEA,phosphoric ester hydrolase activity|0042578||IEA,metal ion binding|0046872||IEA",nucleotide catabolic process|0009166||IEA,,Synpcc7942_0770,"3.1.-.-,3.1.3.5"
SYNPCC7942_RS04000,,SYNPCC7942_RS04000,Synpcc7942_0771,Protein Homology,763640,764854,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243077.1,glutathione S-transferase family protein,WP_011243077.1,"GO:0006749,GO:0005515",,protein binding|0005515||IEA,glutathione metabolic process|0006749||IEA,,Synpcc7942_0771,2.5.1.-
SYNPCC7942_RS04005,,SYNPCC7942_RS04005,Synpcc7942_0772,Protein Homology,764984,765577,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243076.1,chromophore lyase CpcT/CpeT,WP_011243076.1,"GO:0017009,GO:0016829",,lyase activity|0016829||IEA,protein-phycocyanobilin linkage|0017009||IEA,,Synpcc7942_0772,
SYNPCC7942_RS04010,,SYNPCC7942_RS04010,Synpcc7942_0773,Protein Homology,765592,766140,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015126285.1,GNAT family N-acetyltransferase,WP_039755814.1,"GO:0008080,GO:0016746",,"N-acetyltransferase activity|0008080||IEA,acyltransferase activity|0016746||IEA",,,Synpcc7942_0773,2.3.-.-
SYNPCC7942_RS04015,,SYNPCC7942_RS04015,Synpcc7942_0774,Protein Homology,766216,767103,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243074.1,alpha/beta fold hydrolase,WP_011243074.1,,,,,,Synpcc7942_0774,
SYNPCC7942_RS04020,,SYNPCC7942_RS04020,Synpcc7942_0775,Protein Homology,767242,767721,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243073.1,divergent PAP2 family protein,WP_011243073.1,,,,,,Synpcc7942_0775,
crtE,crtE,SYNPCC7942_RS04025,Synpcc7942_0776,Protein Homology,767721,768626,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243072.1,geranylgeranyl diphosphate synthase CrtE,WP_011243072.1,"GO:0033386,GO:0016740",,transferase activity|0016740||IEA,geranylgeranyl diphosphate biosynthetic process|0033386||IEA,,Synpcc7942_0776,2.5.1.1
folD,folD,SYNPCC7942_RS04030,Synpcc7942_0777,Protein Homology,768669,769538,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377721.1,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD,WP_011377721.1,GO:0004488,,methylenetetrahydrofolate dehydrogenase (NADP+) activity|0004488||IEA,,,Synpcc7942_0777,
SYNPCC7942_RS04035,,SYNPCC7942_RS04035,Synpcc7942_0778,GeneMarkS-2+,769574,770038,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011377722.1,,,,,,Synpcc7942_0778,
SYNPCC7942_RS04040,,SYNPCC7942_RS04040,Synpcc7942_0779,Protein Homology,770200,772593,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377723.1,HD family phosphohydrolase,WP_231621334.1,,,,,,Synpcc7942_0779,
SYNPCC7942_RS04045,,SYNPCC7942_RS04045,Synpcc7942_0780,Protein Homology,772585,773958,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377724.1,serine/threonine protein kinase,WP_011377724.1,"GO:0004674,GO:0005524",,"protein serine/threonine kinase activity|0004674||IEA,ATP binding|0005524||IEA",,,Synpcc7942_0780,2.7.11.1
ppsA,ppsA,SYNPCC7942_RS04050,Synpcc7942_0781,Protein Homology,774004,776520,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377725.1,phosphoenolpyruvate synthase,WP_011377725.1,"GO:0006090,GO:0016310,GO:0005524,GO:0008986,GO:0016772",,"ATP binding|0005524||IEA,pyruvate%2C water dikinase activity|0008986||IEA,transferase activity%2C transferring phosphorus-containing groups|0016772||IEA","pyruvate metabolic process|0006090||IEA,phosphorylation|0016310||IEA",,Synpcc7942_0781,2.7.9.2
SYNPCC7942_RS04055,,SYNPCC7942_RS04055,Synpcc7942_0782,Protein Homology,776760,778556,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377726.1,ABC transporter ATP-binding protein,WP_011377726.1,"GO:0005524,GO:0016887,GO:0042626,GO:0140359,GO:0055052",ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,,Synpcc7942_0782,7.-.-.-
hisG,hisG,SYNPCC7942_RS04060,Synpcc7942_0783,Protein Homology,778589,779245,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243066.1,ATP phosphoribosyltransferase,WP_011243066.1,"GO:0000105,GO:0003879,GO:0005737",cytoplasm|0005737||IEA,ATP phosphoribosyltransferase activity|0003879||IEA,L-histidine biosynthetic process|0000105||IEA,,Synpcc7942_0783,2.4.2.17
SYNPCC7942_RS13710,,SYNPCC7942_RS13710,Synpcc7942_0784,Protein Homology,779558,779848,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243065.1,hypothetical protein,WP_231621333.1,,,,,,Synpcc7942_0784,
SYNPCC7942_RS04065,,SYNPCC7942_RS04065,Synpcc7942_0785,Protein Homology,779931,781919,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377727.1,transglycosylase domain-containing protein,WP_190528583.1,"GO:0008360,GO:0009252,GO:0071555,GO:0008955,GO:0016757",,"peptidoglycan glycosyltransferase activity|0008955||IEA,glycosyltransferase activity|0016757||IEA","regulation of cell shape|0008360||IEA,peptidoglycan biosynthetic process|0009252||IEA,cell wall organization|0071555||IEA",,Synpcc7942_0785,2.4.-.-
SYNPCC7942_RS04070,,SYNPCC7942_RS04070,Synpcc7942_0786,Protein Homology,782076,782942,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377728.1,hypothetical protein,WP_011377728.1,,,,,,Synpcc7942_0786,
SYNPCC7942_RS04075,,SYNPCC7942_RS04075,Synpcc7942_0787,Protein Homology,783007,783885,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243062.1,metallophosphoesterase family protein,WP_011243062.1,"GO:0016787,GO:0042578,GO:0046872",,"hydrolase activity|0016787||IEA,phosphoric ester hydrolase activity|0042578||IEA,metal ion binding|0046872||IEA",,,Synpcc7942_0787,3.1.-.-
SYNPCC7942_RS04080,,SYNPCC7942_RS04080,Synpcc7942_0788,Protein Homology,783954,784748,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243061.1,glutathione S-transferase family protein,WP_011243061.1,"GO:0006749,GO:0005515",,protein binding|0005515||IEA,glutathione metabolic process|0006749||IEA,,Synpcc7942_0788,2.5.1.-
SYNPCC7942_RS04085,,SYNPCC7942_RS04085,Synpcc7942_0789,Protein Homology,784844,785167,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243060.1,hypothetical protein,WP_011243060.1,,,,,,Synpcc7942_0789,
SYNPCC7942_RS04090,,SYNPCC7942_RS04090,Synpcc7942_0790,Protein Homology,785282,785710,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243059.1,RNA recognition motif domain-containing protein,WP_011377729.1,"GO:0006397,GO:0003729",,mRNA binding|0003729||IEA,mRNA processing|0006397||IEA,,Synpcc7942_0790,
SYNPCC7942_RS04095,,SYNPCC7942_RS04095,Synpcc7942_0791,Protein Homology,785973,787211,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377730.1,CCA tRNA nucleotidyltransferase,WP_011377730.1,"GO:0008033,GO:0000049,GO:0005524,GO:0052929",,"tRNA binding|0000049||IEA,ATP binding|0005524||IEA,ATP:3'-cytidine-cytidine-tRNA adenylyltransferase activity|0052929||IEA",tRNA processing|0008033||IEA,,Synpcc7942_0791,
SYNPCC7942_RS04100,,SYNPCC7942_RS04100,Synpcc7942_0792,Protein Homology,787255,788490,-,,,COORDINATES: protein motif:HMM:NF017760.6,MFS transporter,WP_011377731.1,"GO:0055085,GO:0022857",,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,,Synpcc7942_0792,
SYNPCC7942_RS04105,,SYNPCC7942_RS04105,Synpcc7942_0793,Protein Homology,788593,789261,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243056.1,PspA/IM30 family protein,WP_011243056.1,,,,,,Synpcc7942_0793,
SYNPCC7942_RS04110,,SYNPCC7942_RS04110,Synpcc7942_0794,Protein Homology,789460,790233,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243055.1,PspA/IM30 family protein,WP_011243055.1,,,,,,Synpcc7942_0794,
SYNPCC7942_RS04115,,SYNPCC7942_RS04115,Synpcc7942_0795,Protein Homology,790436,791047,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243054.1,hypothetical protein,WP_011243054.1,,,,,,Synpcc7942_0795,
SYNPCC7942_RS04120,,SYNPCC7942_RS04120,Synpcc7942_0796,Protein Homology,791175,791720,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377732.1,DciA family protein,WP_011377732.1,,,,,,Synpcc7942_0796,
SYNPCC7942_RS04125,,SYNPCC7942_RS04125,Synpcc7942_0797,GeneMarkS-2+,792010,792270,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011377733.1,,,,,,Synpcc7942_0797,
ruvC,ruvC,SYNPCC7942_RS04130,Synpcc7942_0798,Protein Homology,792319,792804,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243052.1,crossover junction endodeoxyribonuclease RuvC,WP_011243052.1,"GO:0006310,GO:0008821",,crossover junction DNA endonuclease activity|0008821||IEA,DNA recombination|0006310||IEA,,Synpcc7942_0798,3.1.21.10
SYNPCC7942_RS04135,,SYNPCC7942_RS04135,Synpcc7942_0799,Protein Homology,792810,794384,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006455108.1,photosystem II high light acclimation radical SAM protein,WP_039755810.1,,,,,,Synpcc7942_0799,
SYNPCC7942_RS04140,,SYNPCC7942_RS04140,Synpcc7942_0800,Protein Homology,794455,795048,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243050.1,chromophore lyase CpcT/CpeT,WP_011377735.1,,,,,,Synpcc7942_0800,
SYNPCC7942_RS04145,,SYNPCC7942_RS04145,Synpcc7942_0801,Protein Homology,795207,795812,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015167047.1,superoxide dismutase,WP_039755809.1,"GO:0006801,GO:0004784,GO:0046872",,"superoxide dismutase activity|0004784||IEA,metal ion binding|0046872||IEA",superoxide metabolic process|0006801||IEA,,Synpcc7942_0801,1.15.1.1
SYNPCC7942_RS04150,,SYNPCC7942_RS04150,Synpcc7942_0802,Protein Homology,795917,796504,+,,,COORDINATES: protein motif:HMM:NF012712.6,allophycocyanin alpha chain-like protein,WP_011377737.1,,,,,,Synpcc7942_0802,
SYNPCC7942_RS04155,,SYNPCC7942_RS04155,Synpcc7942_0803,Protein Homology,796507,797289,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243047.1,ABC transporter permease,WP_011243047.1,"GO:0042626,GO:0140359,GO:0016020,GO:0043190","membrane|0016020||IEA,ATP-binding cassette (ABC) transporter complex|0043190||IEA","ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,,Synpcc7942_0803,
pdxA,pdxA,SYNPCC7942_RS04160,Synpcc7942_0804,Protein Homology,797288,798349,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243046.1,4-hydroxythreonine-4-phosphate dehydrogenase PdxA,WP_011243046.1,,,,,,Synpcc7942_0804,
SYNPCC7942_RS04165,,SYNPCC7942_RS04165,Synpcc7942_0805,Protein Homology,798349,799095,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243045.1,MBL fold metallo-hydrolase,WP_011243045.1,"GO:0016787,GO:0046872",,"hydrolase activity|0016787||IEA,metal ion binding|0046872||IEA",,,Synpcc7942_0805,3.-.-.-
SYNPCC7942_RS04170,,SYNPCC7942_RS04170,Synpcc7942_0806,Protein Homology,799095,799826,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243044.1,16S rRNA (uracil(1498)-N(3))-methyltransferase,WP_011243044.1,,,,,,Synpcc7942_0806,2.1.1.193
SYNPCC7942_RS04175,,SYNPCC7942_RS04175,Synpcc7942_0807,Protein Homology,799840,800679,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243043.1,Rpn family recombination-promoting nuclease/putative transposase,WP_011243043.1,,,,,,Synpcc7942_0807,
SYNPCC7942_RS04180,,SYNPCC7942_RS04180,Synpcc7942_0808,Protein Homology,800851,802980,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243042.1,HAD-IIB family hydrolase,WP_011377738.1,"GO:0008152,GO:0016787",,hydrolase activity|0016787||IEA,metabolic process|0008152||IEA,,Synpcc7942_0808,
SYNPCC7942_RS04185,,SYNPCC7942_RS04185,Synpcc7942_0809,Protein Homology,803100,804815,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377739.1,ArnT family glycosyltransferase,WP_231621332.1,GO:0016757,,glycosyltransferase activity|0016757||IEA,,,Synpcc7942_0809,2.4.-.-
SYNPCC7942_RS04190,,SYNPCC7942_RS04190,Synpcc7942_0810,GeneMarkS-2+,804853,805086,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011377740.1,,,,,,Synpcc7942_0810,
SYNPCC7942_RS04195,,SYNPCC7942_RS04195,Synpcc7942_0811,Protein Homology,805186,806769,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377741.1,cation:proton antiporter,WP_011377741.1,"GO:0006812,GO:1902600,GO:0015078,GO:0015297,GO:0016020",membrane|0016020||IEA,"proton transmembrane transporter activity|0015078||IEA,antiporter activity|0015297||IEA","monoatomic cation transport|0006812||IEA,proton transmembrane transport|1902600||IEA",,Synpcc7942_0811,
SYNPCC7942_RS04200,,SYNPCC7942_RS04200,Synpcc7942_0812,Protein Homology,806893,807813,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243039.1,J domain-containing protein,WP_011243039.1,,,,,,Synpcc7942_0812,
SYNPCC7942_RS04205,,SYNPCC7942_RS04205,Synpcc7942_0813,Protein Homology,807839,809101,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243038.1,ATP phosphoribosyltransferase regulatory subunit,WP_011243038.1,,,,,,Synpcc7942_0813,
SYNPCC7942_RS04210,,SYNPCC7942_RS04210,Synpcc7942_0814,Protein Homology,809134,809358,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_016516721.1,indolepyruvate ferredoxin oxidoreductase subunit alpha,WP_011243037.1,,,,,,Synpcc7942_0814,
SYNPCC7942_RS04215,,SYNPCC7942_RS04215,Synpcc7942_0815,Protein Homology,809365,810096,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243036.1,ABC transporter ATP-binding protein,WP_011243036.1,"GO:0005524,GO:0016887,GO:0042626,GO:0140359",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,,Synpcc7942_0815,
SYNPCC7942_RS04220,,SYNPCC7942_RS04220,Synpcc7942_0816,Protein Homology,810181,812226,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377742.1,putative bifunctional diguanylate cyclase/phosphodiesterase,WP_011377742.1,"GO:0005525,GO:0046872,GO:0052621,GO:0071111,GO:0005886",plasma membrane|0005886||IEA,"GTP binding|0005525||IEA,metal ion binding|0046872||IEA,diguanylate cyclase activity|0052621||IEA,cyclic-guanylate-specific phosphodiesterase activity|0071111||IEA",,,Synpcc7942_0816,2.7.7.65
