gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanorak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description,position_merge_note,ec_numbers
P9303_RS07645,,P9303_RS07645,P9303_17891,Protein Homology,1560752.0,1561087.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011826418.1,hypothetical protein,WP_231906047.1,,,,,P9303_17891,1560731.0,1561087.0,+,CK_Pro_MIT9303_17891,,,CK_00003680,,,,,,,,possible Domain of unknown function DUF33,,,,,,
P9303_RS07650,,P9303_RS07650,P9303_17921,Protein Homology,1562847.0,1563092.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011620720.1,hypothetical protein,WP_011826421.1,,,,,P9303_17921,1562847.0,1563092.0,-,CK_Pro_MIT9303_17921,,,CK_00006180,,,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,,
P9303_RS07655,,P9303_RS07655,P9303_17941,Protein Homology,1563892.0,1565082.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011826423.1,tetratricopeptide repeat protein,WP_236069733.1,,,,,P9303_17941,1563868.0,1565082.0,+,CK_Pro_MIT9303_17941,,GO:0005515,CK_00055913,R.2,Conserved hypothetical proteins,,,,,protein binding,tetratricopeptide repeat family protein,"PF13414,PS50005,PS50293,IPR019734,IPR013026","TPR repeat,TPR repeat profile.,TPR repeat region circular profile.,Tetratricopeptide repeat,Tetratricopeptide repeat-containing domain","156,157","Hypothetical proteins / Conserved,Unknown function / General",,
P9303_RS07660,,P9303_RS07660,P9303_17951,Protein Homology,1565478.0,1566122.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011826424.1,hypothetical protein,WP_063395016.1,,,,,P9303_17951,1565433.0,1566122.0,+,CK_Pro_MIT9303_17951,,,CK_00003678,,,,,,,,conserved hypothetical protein,,,,,,
P9303_RS07665,,P9303_RS07665,P9303_17961,Protein Homology,1567116.0,1568018.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129859.1,oxidoreductase,WP_011826425.1,GO:0016491,,oxidoreductase activity|0016491||IEA,,P9303_17961,1567116.0,1568018.0,+,CK_Pro_MIT9303_17961,,,CK_00000398,,,"COG1028,COG0300,bactNOG03147,bactNOG15337,bactNOG04332,cyaNOG02859","COG: IQR,COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: Q,bactNOG: Q,bactNOG: Q,cyaNOG: Q",,,,short-chain dehydrogenase/reductase (SDR) superfamily,"PF00106,IPR002198","short chain dehydrogenase,Description not found.",703,Unknown function / Enzymes of unknown specificity,,
P9303_RS07670,,P9303_RS07670,P9303_17971,GeneMarkS-2+,1568112.0,1568306.0,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011826426.1,,,,,P9303_17971,1568112.0,1568306.0,+,CK_Pro_MIT9303_17971,,,CK_00037038,,,,,,,,Conserved hypothetical protein,,,,,,
P9303_RS07675,,P9303_RS07675,P9303_17981,Protein Homology,1568553.0,1568960.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011826427.1,DCC1-like thiol-disulfide oxidoreductase family protein,WP_011826427.1,GO:0015035,,protein-disulfide reductase activity|0015035||IEA,,P9303_17981,1568553.0,1568960.0,-,CK_Pro_MIT9303_17981,,,CK_00000922,,,"COG0191,NOG117513,COG1132,NOG46790,COG1077,COG0532,bactNOG69211,bactNOG46620,cyaNOG07793","COG: METABOLISM [G] Carbohydrate transport and metabolism,COG: POORLY CHARACTERIZED [S] Function unknown,COG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms,COG: POORLY CHARACTERIZED [S] Function unknown,COG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,"PF04134,IPR007263","Protein of unknown function%2C DUF393,Protein of unknown function DUF393",156,Hypothetical proteins / Conserved,,
P9303_RS07680,,P9303_RS07680,P9303_18001,Protein Homology,1569034.0,1569483.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011826429.1,DUF3119 family protein,WP_011826429.1,,,,,P9303_18001,1569034.0,1569483.0,-,CK_Pro_MIT9303_18001,,,CK_00001070,,,"NOG12674,bactNOG67883,bactNOG40867,cyaNOG07192,cyaNOG03490","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,"PF11317,IPR021467","Protein of unknown function (DUF3119),Protein of unknown function DUF3119",156,Hypothetical proteins / Conserved,,
P9303_RS07695,,P9303_RS07695,P9303_18031,Protein Homology,1570395.0,1570886.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129854.1,GNAT family N-acetyltransferase,WP_011826432.1,"GO:0008080,GO:0016746",,"N-acetyltransferase activity|0008080||IEA,acyltransferase activity|0016746||IEA",,P9303_18031,1570395.0,1570886.0,-,CK_Pro_MIT9303_18031,,GO:0008080,CK_00003676,,,"NOG87366,COG0454,bactNOG31434,cyaNOG04434","COG: POORLY CHARACTERIZED [R] General function prediction only,COG: KR,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,N-acetyltransferase activity,GCN5-related N-acetyltransferase,"PF00583,PS51186,IPR000182","Acetyltransferase (GNAT) family,Gcn5-related N-acetyltransferase (GNAT) domain profile.,GNAT domain",,,,2.3.-.-
P9303_RS07700,,P9303_RS07700,P9303_18041,Protein Homology,1570942.0,1572381.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129853.1,glutamate decarboxylase,WP_011826433.1,"GO:0006540,GO:0004351,GO:0030170",,"glutamate decarboxylase activity|0004351||IEA,pyridoxal phosphate binding|0030170||IEA",gamma-aminobutyrate shunt|0006540||IEA,P9303_18041,1570942.0,1572381.0,+,CK_Pro_MIT9303_18041,gadA,"GO:0006540,GO:0004351",CK_00002175,A.3,Glutamate family (Arg%2C Gln%2C Glu%2C Pro),"COG0076,bactNOG01793,cyaNOG06132,cyaNOG05846","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",4.1.1.15,glutamate decarboxylase%3B L-glutamic acid decarboxylase%3B L-glutamic decarboxylase%3B cysteic acid decarboxylase%3B L-glutamate alpha-decarboxylase%3B aspartate 1-decarboxylase%3B aspartic alpha-decarboxylase%3B L-aspartate-alpha-decarboxylase%3B gamma-glutamate decarboxylase%3B L-glutamate 1-carboxy-lyase,"glutamate decarboxylation to succinate,glutamate decarboxylation to succinate,glutamate decarboxylase activity",glutamate decarboxylase,"TIGR01788,PF00282,IPR010107,IPR002129","glutamate decarboxylase,Pyridoxal-dependent decarboxylase conserved domain,Glutamate decarboxylase,Pyridoxal phosphate-dependent decarboxylase",73,Amino acid biosynthesis / Glutamate family,,4.1.1.15
P9303_RS07705,,P9303_RS07705,P9303_18051,Protein Homology,1572374.0,1573276.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011826434.1,hypothetical protein,WP_236069734.1,,,,,P9303_18051,1572368.0,1573276.0,+,CK_Pro_MIT9303_18051,,GO:0016020,CK_00041288,,,,,,,membrane,putative membrane protein,,,88,Cell envelope / Other,,
P9303_RS07710,,P9303_RS07710,P9303_18061,Protein Homology,1573454.0,1573984.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011826435.1,DUF2808 domain-containing protein,WP_011826435.1,,,,,P9303_18061,1573454.0,1573984.0,-,CK_Pro_MIT9303_18061,,,CK_00002043,R.1,Conserved hypothetical domains,"NOG47415,bactNOG24866,cyaNOG03580","bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,secreted protein of unknown function DUF2808,"PF10989,IPR021256","Protein of unknown function (DUF2808),Protein of unknown function DUF2808",156,Hypothetical proteins / Conserved,,
P9303_RS07715,,P9303_RS07715,P9303_18071,Protein Homology,1573984.0,1575237.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011826436.1,glutathione S-transferase family protein,WP_011826436.1,"GO:0006749,GO:0005515",,protein binding|0005515||IEA,glutathione metabolic process|0006749||IEA,P9303_18071,1573984.0,1575237.0,-,CK_Pro_MIT9303_18071,gst,"GO:0005515,GO:0004364",CK_00000949,B.9, Thioredoxin%2C glutaredoxin and glutathione,"COG0625,bactNOG01452,bactNOG56048,cyaNOG01097","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",2.5.1.18,glutathione transferase%3B glutathione S-transferase%3B glutathione S-alkyltransferase%3B glutathione S-aryltransferase%3B S-(hydroxyalkyl)glutathione lyase%3B glutathione S-aralkyltransferase%3B glutathione S-alkyl transferase%3B GST,"protein binding,glutathione transferase activity",glutathione S-transferase,"PF13417,PF13410,PS50405,PS50404,IPR010987,IPR004045","Glutathione S-transferase%2C N-terminal domain,Glutathione S-transferase%2C C-terminal domain,Soluble glutathione S-transferase C-terminal domain profile.,Soluble glutathione S-transferase N-terminal domain profile.,Glutathione S-transferase%2C C-terminal-like,Glutathione S-transferase%2C N-terminal",86,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Glutathione and analogs,,2.5.1.-
gorA,gorA,P9303_RS07720,P9303_18091,Protein Homology,1575503.0,1576864.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011826438.1,glutathione-disulfide reductase,WP_011826438.1,"GO:0006749,GO:0045454,GO:0004362,GO:0050660,GO:0050661",,"glutathione-disulfide reductase (NADPH) activity|0004362||IEA,flavin adenine dinucleotide binding|0050660||IEA,NADP binding|0050661||IEA","glutathione metabolic process|0006749||IEA,cell redox homeostasis|0045454||IEA",P9303_18091,1575503.0,1576864.0,+,CK_Pro_MIT9303_18091,gor,"GO:0045454,GO:0006749,GO:0055114,GO:0004362,GO:0016491,GO:0016668,GO:0050660",CK_00000948,"B.9,D.1.4"," Thioredoxin%2C glutaredoxin and glutathione,Oxidative stress","COG1249,bactNOG00149,bactNOG00235,cyaNOG01112","COG: METABOLISM [C] Energy production and conversion,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",1.8.1.7,Transferred to 1.8.1.7,"cell redox homeostasis,glutathione metabolic process,oxidation-reduction process,cell redox homeostasis,glutathione metabolic process,oxidation-reduction process,glutathione-disulfide reductase activity,oxidoreductase activity,oxidoreductase activity%2C acting on a sulfur group of donors%2C NAD(P) as acceptor,flavin adenine dinucleotide binding",glutathione reductase,"PF02852,PF07992,PF00070,PS00076,IPR012999,IPR004099,IPR023753,IPR001327","Pyridine nucleotide-disulphide oxidoreductase%2C dimerisation domain,Pyridine nucleotide-disulphide oxidoreductase,Pyridine nucleotide-disulphide oxidoreductase,Pyridine nucleotide-disulphide oxidoreductases class-I active site.,Pyridine nucleotide-disulphide oxidoreductase%2C class I%2C active site,Pyridine nucleotide-disulphide oxidoreductase%2C dimerisation domain,FAD/NAD(P)-binding domain,Description not found.",86,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Glutathione and analogs,,1.8.1.7
P9303_RS07725,,P9303_RS07725,P9303_18111,Protein Homology,1577077.0,1578186.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011826440.1,calcium/sodium antiporter,WP_011826440.1,"GO:0098662,GO:0016020",membrane|0016020||IEA,,inorganic cation transmembrane transport|0098662||IEA,P9303_18111,1577077.0,1578186.0,-,CK_Pro_MIT9303_18111,yrbG,"GO:0006811,GO:0015368,GO:0016021",CK_00001280,Q.4,Cations and iron carrying compounds,"COG0530,bactNOG00892,cyaNOG02060,cyaNOG00483","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",,,"ion transport,ion transport,calcium:cation antiporter activity,ion transport,calcium:cation antiporter activity,integral component of membrane",cation:H+ antiporter,"TIGR00367,PF01699,IPR004837,IPR004481","K+-dependent Na+/Ca+ exchanger homolog,Sodium/calcium exchanger protein,Sodium/calcium exchanger membrane region,Sodium/potassium/calcium exchanger",145,Transport and binding proteins / Cations and iron carrying compounds,,
pyrC,pyrC,P9303_RS07730,P9303_18131,Protein Homology,1578600.0,1579664.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011826442.1,dihydroorotase,WP_011826442.1,"GO:0019856,GO:0004151",,dihydroorotase activity|0004151||IEA,pyrimidine nucleobase biosynthetic process|0019856||IEA,P9303_18131,1578600.0,1579664.0,+,CK_Pro_MIT9303_18131,pyrC,"GO:0009220,GO:0004151",CK_00001279,M.4,Pyrimidine ribonucleotide biosynthesis,"COG0418,bactNOG00196,bactNOG77992,cyaNOG00188","COG: METABOLISM [F] Nucleotide transport and metabolism,bactNOG: METABOLISM [F] Nucleotide transport and metabolism,bactNOG: METABOLISM [F] Nucleotide transport and metabolism,cyaNOG: METABOLISM [F] Nucleotide transport and metabolism",3.5.2.3,dihydroorotase%3B carbamoylaspartic dehydrase%3B dihydroorotate hydrolase,"pyrimidine ribonucleotide biosynthetic process,pyrimidine ribonucleotide biosynthetic process,dihydroorotase activity",dihydroorotase%2C homodimeric type,"TIGR00856,PF01979,PS00483,IPR006680,IPR002195,IPR004721","dihydroorotase%2C homodimeric type,Amidohydrolase family,Dihydroorotase signature 2.,Amidohydrolase-related,Dihydroorotase%2C conserved site,Dihydroorotase homodimeric type",126,Purines%2C pyrimidines%2C nucleosides%2C and nucleotides / Pyrimidine ribonucleotide biosynthesis,,3.5.2.3
P9303_RS07740,,P9303_RS07740,P9303_18141,Protein Homology,1579991.0,1580197.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011363970.1,NAD(P)H-quinone oxidoreductase subunit L,WP_011826443.1,,,,,P9303_18141,1579946.0,1580197.0,+,CK_Pro_MIT9303_18141,ndhL,"GO:0055114,GO:0042773,GO:0050136,GO:0048038,GO:0016655,GO:0016021,GO:0042651",CK_00000947,"G.2,J.6","Electron transport,NADH dehydrogenase","NOG08765,COG4799,COG0697,COG0843,bactNOG71836,cyaNOG07973","COG: METABOLISM [C] Energy production and conversion,COG: METABOLISM [I] Lipid transport and metabolism,COG: GER,COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.6.99.5,Transferred to 1.6.5.11,"oxidation-reduction process,ATP synthesis coupled electron transport,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,integral component of membrane,thylakoid membrane",NADH dehydrogenase I subunit NdhL,"PF10716,IPR019654","NADH dehydrogenase transmembrane subunit,NAD(P)H-quinone oxidoreductase subunit L","112,164","Energy metabolism / Electron transport,Energy metabolism / Photosynthesis",,
P9303_RS07745,,P9303_RS07745,P9303_18151,Protein Homology,1580178.0,1580549.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129845.1,DUF3007 family protein,WP_236069735.1,,,,,P9303_18151,1580202.0,1580549.0,+,CK_Pro_MIT9303_18151,,,CK_00037827,,,,,,,,conserved hypothetical protein,"PF11460,IPR021562","Protein of unknown function (DUF3007),Protein of unknown function DUF3007",156,Hypothetical proteins / Conserved,,
trpA,trpA,P9303_RS07750,P9303_18161,Protein Homology,1580595.0,1581422.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129844.1,tryptophan synthase subunit alpha,WP_041375164.1,"GO:0000162,GO:0004834",,tryptophan synthase activity|0004834||IEA,L-tryptophan biosynthetic process|0000162||IEA,P9303_18161,1580586.0,1581422.0,+,CK_Pro_MIT9303_18161,trpA,"GO:0000162,GO:0006568,GO:0004834",CK_00000945,A.1,Aromatic amino acids family (Phe%2C Trp%2C Tyr),"COG0159,bactNOG03252,cyaNOG01476","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",4.2.1.20,tryptophan synthase%3B L-tryptophan synthetase%3B indoleglycerol phosphate aldolase%3B tryptophan desmolase%3B tryptophan synthetase%3B L-serine hydro-lyase (adding indoleglycerol-phosphate)%3B L-serine hydro-lyase [adding 1-C-(indol-3-yl)glycerol 3-phosphate%2C L-tryptophan and glyceraldehyde-3-phosphate-forming],"tryptophan biosynthetic process,tryptophan metabolic process,tryptophan biosynthetic process,tryptophan metabolic process,tryptophan synthase activity",tryptophan synthase%2C alpha subunit,"TIGR00262,PF00290,PS00167,IPR018204,IPR002028","tryptophan synthase%2C alpha subunit,Tryptophan synthase alpha chain,Tryptophan synthase alpha chain signature.,Tryptophan synthase%2C alpha chain%2C active site,Tryptophan synthase%2C alpha chain",70,Amino acid biosynthesis / Aromatic amino acid family,,4.2.1.20
P9303_RS07755,,P9303_RS07755,P9303_18171,Protein Homology,1581556.0,1581927.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128382.1,AbrB family transcriptional regulator,WP_011129843.1,,,,,P9303_18171,1581556.0,1581927.0,-,CK_Pro_MIT9303_18171,cyabrB2,,CK_00000010,"J.2,P.3","CO2 fixation,Transcription factors","NOG71147,COG2002,NOG12571,COG0444,bactNOG36322,bactNOG70263,cyaNOG03205,cyaNOG07619","COG: INFORMATION STORAGE AND PROCESSING [K] Transcription,COG: POORLY CHARACTERIZED [S] Function unknown,COG: EP,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,AbrB-like transcriptional regulator involved in photosynthesis regulation,"PF14250,IPR027360","AbrB-like transcriptional regulator,AbrB-like transcriptional regulator","164,165","Energy metabolism / Photosynthesis,Transcription / Transcription factors",,
P9303_RS07760,,P9303_RS07760,P9303_18181,Protein Homology,1582030.0,1582299.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129842.1,YciI family protein,WP_011129842.1,,,,,P9303_18181,1582030.0,1582299.0,+,CK_Pro_MIT9303_18181,,,CK_00000944,R.2,Conserved hypothetical proteins,"COG2350,bactNOG41793,bactNOG45368,bactNOG45026,cyaNOG03473","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,YCII-like domain-containing protein,"PF03795,IPR005545,IPR011008","YCII-related domain,YCII-related,Dimeric alpha-beta barrel",156,Hypothetical proteins / Conserved,,
